RNA-DMSO-1	RNA-DMSO-2	RNA-DMSO-3	RNA-TPG-1	RNA-TPG-2	RNA-TPG-3
CHFR|ENSG00000072609.18|chr12	65	54	37	87	45	55
ZNF605|ENSG00000196458.11|chr12	131	75	74	96	133	80
ZNF26|ENSG00000198393.8|chr12	97	85	78	157	162	101
ZNF84|ENSG00000198040.11|chr12	134	89	163	114	109	90
ZNF140|ENSG00000196387.10|chr12	90	68	73	111	129	122
ZNF891|ENSG00000214029.6|chr12	123	121	115	148	142	123
ZNF10|ENSG00000256223.6|chr12	76	23	52	63	97	49
ENSG00000256825|ENSG00000256825.4|chr12	0	2	0	4	1	0
ZNF268|ENSG00000090612.22|chr12	208	156	169	275	365	236
ANHX|ENSG00000227059.7|chr12	0	0	0	0	0	0
TUBA3C|ENSG00000198033.12|chr13	0	0	0	0	0	0
TPTE2|ENSG00000132958.19|chr13	0	0	0	0	0	0
MPHOSPH8|ENSG00000196199.14|chr13	202	144	172	167	157	157
PSPC1|ENSG00000121390.19|chr13	105	69	78	106	125	115
ZMYM5|ENSG00000132950.19|chr13	30	22	11	43	61	29
ZMYM2|ENSG00000121741.17|chr13	137	92	117	142	223	121
GJA3|ENSG00000121743.4|chr13	54	52	57	34	72	65
GJB2|ENSG00000165474.8|chr13	9	25	12	10	15	11
GJB6|ENSG00000121742.19|chr13	0	0	0	0	0	0
CRYL1|ENSG00000165475.15|chr13	13	29	32	25	8	27
IFT88|ENSG00000032742.18|chr13	8	18	2	6	22	10
IL17D|ENSG00000172458.5|chr13	8	5	16	11	6	14
EEF1AKMT1|ENSG00000150456.11|chr13	36	53	52	61	63	27
XPO4|ENSG00000132953.18|chr13	93	97	117	150	132	79
LATS2|ENSG00000150457.9|chr13	261	245	216	188	125	183
SAP18|ENSG00000150459.13|chr13	629	456	514	418	687	505
SKA3|ENSG00000165480.16|chr13	91	81	99	96	84	72
MRPL57|ENSG00000173141.5|chr13	548	431	414	469	438	357
MICU2|ENSG00000165487.14|chr13	111	154	113	153	149	120
FGF9|ENSG00000102678.7|chr13	529	367	430	431	473	466
SGCG|ENSG00000102683.8|chr13	0	0	0	0	0	0
SACS|ENSG00000151835.17|chr13	231	175	269	217	185	203
TNFRSF19|ENSG00000127863.16|chr13	13	4	20	13	39	31
MIPEP|ENSG00000027001.10|chr13	62	24	66	48	38	32
C1QTNF9B|ENSG00000205863.11|chr13	0	0	0	0	0	0
SPATA13|ENSG00000182957.16|chr13	90	81	89	102	107	82
C1QTNF9|ENSG00000240654.6|chr13	0	0	0	3	0	0
PARP4|ENSG00000102699.6|chr13	43	35	31	24	24	30
ATP12A|ENSG00000075673.12|chr13	0	1	1	0	0	0
CENPJ|ENSG00000151849.16|chr13	66	48	69	46	58	66
PABPC3|ENSG00000151846.9|chr13	9	0	4	1	9	10
AMER2|ENSG00000165566.13|chr13	0	6	0	6	0	12
MTMR6|ENSG00000139505.12|chr13	167	111	168	169	184	220
NUP58|ENSG00000139496.18|chr13	242	194	171	176	174	181
ATP8A2|ENSG00000132932.19|chr13	0	0	0	5	7	3
SHISA2|ENSG00000180730.5|chr13	164	91	124	177	127	116
RNF6|ENSG00000127870.17|chr13	228	210	180	209	301	161
CDK8|ENSG00000132964.13|chr13	153	110	100	145	102	140
WASF3|ENSG00000132970.14|chr13	79	83	125	109	109	76
GPR12|ENSG00000132975.8|chr13	12	9	3	4	13	13
USP12|ENSG00000152484.14|chr13	206	156	166	147	134	167
RPL21|ENSG00000122026.11|chr13	15	3	4	3	8	22
RASL11A|ENSG00000122035.7|chr13	6	0	3	1	13	3
GTF3A|ENSG00000122034.17|chr13	145	162	137	212	275	191
MTIF3|ENSG00000122033.15|chr13	59	48	41	44	93	44
LNX2|ENSG00000139517.9|chr13	114	101	166	140	128	124
POLR1D|ENSG00000186184.20|chr13	395	299	371	330	349	351
GSX1|ENSG00000169840.5|chr13	0	0	0	0	0	0
PDX1|ENSG00000139515.6|chr13	24	6	8	30	27	39
CDX2|ENSG00000165556.10|chr13	107	121	62	101	144	133
URAD|ENSG00000183463.6|chr13	0	0	0	0	0	0
FLT3|ENSG00000122025.15|chr13	0	0	0	0	0	0
PAN3|ENSG00000152520.14|chr13	128	130	150	170	201	185
FLT1|ENSG00000102755.12|chr13	1	4	4	3	0	0
POMP|ENSG00000132963.9|chr13	642	619	569	552	480	543
SLC46A3|ENSG00000139508.15|chr13	56	41	64	42	38	37
MTUS2|ENSG00000132938.22|chr13	2	4	0	4	1	13
SLC7A1|ENSG00000139514.13|chr13	1218	940	1099	2111	2055	1841
UBL3|ENSG00000122042.10|chr13	326	248	311	270	241	168
KATNAL1|ENSG00000102781.14|chr13	84	88	77	48	76	72
UBE2L5|ENSG00000236444.5|chr13	383	276	235	232	251	179
HMGB1|ENSG00000189403.15|chr13	597	593	696	565	582	559
USPL1|ENSG00000132952.12|chr13	156	113	114	65	122	118
ALOX5AP|ENSG00000132965.10|chr13	0	0	0	0	0	0
MEDAG|ENSG00000102802.10|chr13	0	0	0	0	0	0
TEX26|ENSG00000175664.10|chr13	0	0	0	0	0	0
HSPH1|ENSG00000120694.20|chr13	514	415	558	422	420	384
B3GLCT|ENSG00000187676.8|chr13	67	53	62	49	58	51
RXFP2|ENSG00000133105.8|chr13	0	0	0	0	0	0
FRY|ENSG00000073910.23|chr13	8	0	4	5	0	0
ZAR1L|ENSG00000189167.12|chr13	0	0	0	1	0	0
BRCA2|ENSG00000139618.18|chr13	114	45	68	102	70	94
N4BP2L1|ENSG00000139597.18|chr13	0	0	2	2	0	0
N4BP2L2|ENSG00000244754.9|chr13	156	126	131	186	186	209
PDS5B|ENSG00000083642.19|chr13	115	80	103	103	75	118
KL|ENSG00000133116.8|chr13	0	0	0	0	0	0
STARD13|ENSG00000133121.21|chr13	23	39	20	9	27	21
RFC3|ENSG00000133119.13|chr13	365	342	380	499	393	465
NBEA|ENSG00000172915.20|chr13	52	57	34	53	55	43
MAB21L1|ENSG00000180660.8|chr13	29	43	18	35	23	31
DCLK1|ENSG00000133083.15|chr13	4	0	2	1	0	11
SOHLH2|ENSG00000120669.16|chr13	0	0	3	0	1	4
CCDC169-SOHLH2|ENSG00000250709.1|chr13	0	0	1	0	0	1
CCDC169|ENSG00000242715.8|chr13	0	0	14	0	0	0
SPART|ENSG00000133104.14|chr13	376	302	301	308	262	354
CCNA1|ENSG00000133101.10|chr13	22	0	25	8	6	7
SERTM1|ENSG00000180440.4|chr13	52	69	51	19	53	38
RFXAP|ENSG00000133111.4|chr13	123	110	155	158	124	128
SMAD9|ENSG00000120693.14|chr13	564	506	559	741	705	603
ALG5|ENSG00000120697.10|chr13	271	262	248	343	436	312
EXOSC8|ENSG00000120699.14|chr13	326	220	365	568	740	538
SUPT20H|ENSG00000102710.21|chr13	141	152	208	190	182	134
CSNK1A1L|ENSG00000180138.7|chr13	0	0	0	0	0	0
POSTN|ENSG00000133110.15|chr13	0	0	0	0	0	0
TRPC4|ENSG00000133107.15|chr13	0	0	0	0	0	0
UFM1|ENSG00000120686.12|chr13	343	313	453	582	580	600
FREM2|ENSG00000150893.11|chr13	33	18	31	38	52	24
STOML3|ENSG00000133115.12|chr13	0	0	0	0	0	0
PROSER1|ENSG00000120685.20|chr13	320	251	292	443	312	367
NHLRC3|ENSG00000188811.14|chr13	35	35	42	54	26	36
LHFPL6|ENSG00000183722.9|chr13	192	125	121	189	204	232
COG6|ENSG00000133103.17|chr13	97	61	53	58	87	30
MRPS31|ENSG00000102738.8|chr13	106	45	121	95	67	99
SLC25A15|ENSG00000102743.15|chr13	202	145	150	189	137	176
ELF1|ENSG00000120690.16|chr13	119	89	94	211	165	142
WBP4|ENSG00000120688.9|chr13	82	58	79	54	76	98
KBTBD6|ENSG00000165572.8|chr13	813	640	685	678	744	539
KBTBD7|ENSG00000120696.9|chr13	456	367	406	241	284	256
MTRF1|ENSG00000120662.16|chr13	21	48	34	36	38	30
NAA16|ENSG00000172766.19|chr13	109	127	139	124	206	183
RGCC|ENSG00000102760.13|chr13	21	9	47	67	45	23
VWA8|ENSG00000102763.18|chr13	29	22	42	36	25	43
DGKH|ENSG00000102780.17|chr13	587	399	522	546	412	451
AKAP11|ENSG00000023516.9|chr13	148	89	97	163	223	133
TNFSF11|ENSG00000120659.16|chr13	0	0	0	0	0	0
FAM216B|ENSG00000179813.7|chr13	0	0	0	0	0	0
EPSTI1|ENSG00000133106.15|chr13	2	0	16	5	4	3
DNAJC15|ENSG00000120675.6|chr13	51	67	52	69	52	35
ENOX1|ENSG00000120658.14|chr13	116	56	63	70	92	78
CCDC122|ENSG00000151773.13|chr13	8	0	7	7	4	3
SMIM2|ENSG00000139656.7|chr13	0	0	0	0	0	0
SERP2|ENSG00000151778.11|chr13	67	47	62	68	93	73
TSC22D1|ENSG00000102804.15|chr13	429	257	291	528	503	512
NUFIP1|ENSG00000083635.8|chr13	150	86	119	163	155	200
GPALPP1|ENSG00000133114.18|chr13	55	93	69	68	85	123
GTF2F2|ENSG00000188342.12|chr13	201	200	210	192	218	206
KCTD4|ENSG00000180332.7|chr13	0	0	0	0	0	0
TPT1|ENSG00000133112.17|chr13	2871	2397	2465	2911	2688	2726
SLC25A30|ENSG00000174032.17|chr13	93	75	98	79	132	74
COG3|ENSG00000136152.15|chr13	69	38	56	92	131	66
ERICH6B|ENSG00000165837.12|chr13	0	0	0	0	0	0
CBY2|ENSG00000174015.10|chr13	0	0	0	0	0	0
SIAH3|ENSG00000215475.5|chr13	0	0	0	0	0	0
ZC3H13|ENSG00000123200.17|chr13	273	207	246	231	225	214
CPB2|ENSG00000080618.17|chr13	0	0	0	0	0	0
LCP1|ENSG00000136167.15|chr13	225	201	202	235	299	180
LRRC63|ENSG00000173988.14|chr13	0	0	0	0	0	0
RUBCNL|ENSG00000102445.20|chr13	2	0	2	0	0	7
LRCH1|ENSG00000136141.15|chr13	14	11	5	11	9	16
ESD|ENSG00000139684.15|chr13	1604	1331	1541	1593	1562	1409
HTR2A|ENSG00000102468.11|chr13	0	0	0	0	0	0
SUCLA2|ENSG00000136143.16|chr13	70	44	57	66	58	50
NUDT15|ENSG00000136159.4|chr13	174	122	101	139	141	173
MED4|ENSG00000136146.15|chr13	260	203	224	272	275	258
ITM2B|ENSG00000136156.15|chr13	782	701	608	813	774	611
RB1|ENSG00000139687.16|chr13	144	139	121	99	121	126
LPAR6|ENSG00000139679.16|chr13	0	0	0	0	0	0
RCBTB2|ENSG00000136161.13|chr13	14	12	15	40	18	24
CYSLTR2|ENSG00000152207.8|chr13	0	0	0	0	0	0
FNDC3A|ENSG00000102531.16|chr13	119	78	108	241	108	151
CDADC1|ENSG00000102543.14|chr13	24	21	16	4	3	17
CAB39L|ENSG00000102547.19|chr13	23	13	6	9	30	13
SETDB2|ENSG00000136169.17|chr13	61	21	39	32	27	36
PHF11|ENSG00000136147.18|chr13	68	36	39	64	78	78
RCBTB1|ENSG00000136144.12|chr13	63	46	106	45	116	54
ARL11|ENSG00000152213.4|chr13	0	0	0	0	0	0
EBPL|ENSG00000123179.14|chr13	309	226	243	287	231	266
KPNA3|ENSG00000102753.10|chr13	750	662	769	580	559	565
SPRYD7|ENSG00000123178.15|chr13	177	94	134	147	128	137
TRIM13|ENSG00000204977.10|chr13	446	364	410	396	449	288
KCNRG|ENSG00000198553.9|chr13	32	46	54	38	62	46
DLEU7|ENSG00000186047.11|chr13	0	0	0	0	0	0
RNASEH2B|ENSG00000136104.21|chr13	105	84	68	84	107	113
C13orf42|ENSG00000226792.8|chr13	0	0	0	0	0	0
FAM124A|ENSG00000150510.17|chr13	12	25	20	23	33	19
SERPINE3|ENSG00000253309.7|chr13	0	0	0	0	0	0
INTS6|ENSG00000102786.15|chr13	239	213	255	266	325	245
WDFY2|ENSG00000139668.9|chr13	167	106	107	136	139	158
DHRS12|ENSG00000102796.12|chr13	5	9	22	40	8	1
TMEM272|ENSG00000281106.4|chr13	0	0	0	0	0	0
CCDC70|ENSG00000123171.8|chr13	0	0	0	0	0	0
ATP7B|ENSG00000123191.16|chr13	37	50	45	37	45	31
ALG11|ENSG00000253710.5|chr13	896	579	648	834	604	632
UTP14C|ENSG00000253797.2|chr13	380	271	298	339	276	262
NEK5|ENSG00000197168.14|chr13	0	9	0	5	0	0
NEK3|ENSG00000136098.17|chr13	62	50	50	69	42	75
THSD1|ENSG00000136114.17|chr13	26	25	11	18	8	23
VPS36|ENSG00000136100.14|chr13	302	193	273	281	308	266
CKAP2|ENSG00000136108.15|chr13	404	385	365	407	426	376
HNRNPA1L2|ENSG00000139675.13|chr13	22	19	23	87	52	18
SUGT1|ENSG00000165416.15|chr13	251	221	208	225	216	194
CNMD|ENSG00000136110.13|chr13	0	0	0	0	0	0
PCDH8|ENSG00000136099.13|chr13	2	9	0	8	1	0
OLFM4|ENSG00000102837.7|chr13	0	0	0	0	0	0
PRR20A|ENSG00000204919.1|chr13	0	0	0	0	0	0
PRR20C|ENSG00000229665.8|chr13	0	0	0	0	0	0
PRR20B|ENSG00000204918.3|chr13	0	0	0	0	0	0
PRR20D|ENSG00000227151.4|chr13	0	0	0	0	0	0
PRR20E|ENSG00000234278.3|chr13	0	0	0	0	0	0
PCDH17|ENSG00000118946.12|chr13	0	0	0	1	4	0
DIAPH3|ENSG00000139734.19|chr13	37	44	65	35	66	29
PCDH20|ENSG00000280165.2|chr13	0	0	0	0	0	0
ENSG00000197991|ENSG00000197991.11|chr13	0	0	0	0	0	0
ENSG00000237378|ENSG00000237378.3|chr13	0	0	0	0	0	0
ENSG00000285566|ENSG00000285566.2|chr13	0	0	0	0	0	0
PCDH9|ENSG00000184226.15|chr13	0	0	0	0	0	3
KLHL1|ENSG00000150361.12|chr13	0	0	0	0	0	0
DACH1|ENSG00000276644.5|chr13	193	144	185	174	131	144
MZT1|ENSG00000204899.6|chr13	277	225	297	221	258	201
BORA|ENSG00000136122.18|chr13	117	92	96	201	140	150
DIS3|ENSG00000083520.15|chr13	530	361	341	445	439	404
PIBF1|ENSG00000083535.16|chr13	38	38	20	38	53	62
KLF5|ENSG00000102554.14|chr13	277	280	176	381	295	257
KLF12|ENSG00000118922.18|chr13	139	125	83	142	188	133
TBC1D4|ENSG00000136111.14|chr13	116	115	128	128	117	119
COMMD6|ENSG00000188243.14|chr13	340	202	280	205	253	169
UCHL3|ENSG00000118939.18|chr13	211	165	169	174	291	291
LMO7|ENSG00000136153.20|chr13	33	8	16	8	3	12
KCTD12|ENSG00000178695.6|chr13	892	872	976	893	640	873
ACOD1|ENSG00000102794.10|chr13	0	0	0	0	0	0
CLN5|ENSG00000102805.16|chr13	42	68	86	64	69	55
FBXL3|ENSG00000005812.11|chr13	493	368	412	609	616	531
MYCBP2|ENSG00000005810.20|chr13	229	130	178	236	206	149
SCEL|ENSG00000136155.17|chr13	0	0	0	0	0	0
SLAIN1|ENSG00000139737.22|chr13	277	212	238	217	190	136
EDNRB|ENSG00000136160.17|chr13	0	0	0	0	0	0
POU4F1|ENSG00000152192.8|chr13	338	243	210	186	219	168
OBI1|ENSG00000152193.8|chr13	256	292	262	448	418	341
RBM26|ENSG00000139746.16|chr13	576	520	488	580	634	508
SPRY2|ENSG00000136158.12|chr13	96	89	63	97	167	115
SLITRK1|ENSG00000178235.8|chr13	0	0	0	0	0	0
SLITRK6|ENSG00000184564.11|chr13	0	0	0	0	0	0
SLITRK5|ENSG00000165300.8|chr13	0	0	0	0	0	0
GPC5|ENSG00000179399.15|chr13	0	0	0	0	0	0
GPC6|ENSG00000183098.11|chr13	45	46	29	54	40	29
DCT|ENSG00000080166.16|chr13	2	0	0	0	0	2
TGDS|ENSG00000088451.11|chr13	139	126	91	310	264	222
GPR180|ENSG00000152749.8|chr13	372	206	318	280	352	353
SOX21|ENSG00000125285.6|chr13	40	17	12	22	45	21
ABCC4|ENSG00000125257.16|chr13	116	113	124	155	148	93
CLDN10|ENSG00000134873.10|chr13	0	0	0	0	0	0
DZIP1|ENSG00000134874.18|chr13	177	166	177	137	161	175
DNAJC3|ENSG00000102580.15|chr13	285	201	218	771	658	729
UGGT2|ENSG00000102595.21|chr13	20	32	31	37	29	38
HS6ST3|ENSG00000185352.9|chr13	88	71	73	57	23	44
OXGR1|ENSG00000165621.9|chr13	7	5	0	0	0	1
MBNL2|ENSG00000139793.20|chr13	140	146	102	241	268	268
RAP2A|ENSG00000125249.7|chr13	399	231	294	312	312	287
IPO5|ENSG00000065150.21|chr13	457	250	328	471	494	429
FARP1|ENSG00000152767.17|chr13	42	37	48	32	63	42
RNF113B|ENSG00000139797.8|chr13	0	0	0	0	0	0
STK24|ENSG00000102572.15|chr13	644	548	530	487	475	565
SLC15A1|ENSG00000088386.17|chr13	0	0	0	1	0	6
DOCK9|ENSG00000088387.22|chr13	6	31	12	34	40	28
UBAC2|ENSG00000134882.16|chr13	273	139	190	317	223	226
GPR18|ENSG00000125245.14|chr13	0	0	0	0	0	0
GPR183|ENSG00000169508.7|chr13	0	0	1	0	0	0
TM9SF2|ENSG00000125304.10|chr13	352	285	324	414	322	317
ZIC5|ENSG00000139800.9|chr13	534	493	352	474	579	552
ZIC2|ENSG00000043355.12|chr13	1327	1000	1054	1407	1147	1082
PCCA|ENSG00000175198.17|chr13	32	14	15	17	5	29
GGACT|ENSG00000134864.11|chr13	2	6	11	21	0	7
TMTC4|ENSG00000125247.16|chr13	56	49	38	34	47	26
NALCN|ENSG00000102452.18|chr13	0	0	0	0	0	0
ITGBL1|ENSG00000198542.15|chr13	0	0	0	0	0	0
FGF14|ENSG00000102466.16|chr13	0	0	0	0	0	0
TPP2|ENSG00000134900.13|chr13	133	124	111	203	203	125
METTL21C|ENSG00000139780.8|chr13	0	0	0	0	0	0
CCDC168|ENSG00000175820.4|chr13	0	0	0	1	0	0
TEX30|ENSG00000151287.17|chr13	261	212	226	309	345	301
POGLUT2|ENSG00000134901.13|chr13	60	41	57	77	77	75
BIVM-ERCC5|ENSG00000270181.3|chr13	65	73	39	71	56	62
BIVM|ENSG00000134897.14|chr13	202	208	184	191	165	201
ERCC5|ENSG00000134899.24|chr13	65	73	39	71	56	62
SLC10A2|ENSG00000125255.7|chr13	0	0	0	0	0	0
EFNB2|ENSG00000125266.8|chr13	890	747	766	1490	1104	1260
ARGLU1|ENSG00000134884.15|chr13	1061	910	1045	1173	1022	1099
NALF1|ENSG00000204442.4|chr13	1	0	0	0	0	0
LIG4|ENSG00000174405.15|chr13	136	110	124	167	114	142
ABHD13|ENSG00000139826.6|chr13	194	177	127	262	255	175
TNFSF13B|ENSG00000102524.12|chr13	1	0	2	0	0	0
MYO16|ENSG00000041515.16|chr13	0	0	0	0	0	0
IRS2|ENSG00000185950.9|chr13	869	573	649	991	1084	854
COL4A1|ENSG00000187498.16|chr13	92	69	88	29	45	43
COL4A2|ENSG00000134871.19|chr13	132	116	124	49	47	48
RAB20|ENSG00000139832.5|chr13	31	37	72	60	51	24
NAXD|ENSG00000213995.12|chr13	255	238	235	372	298	349
CARS2|ENSG00000134905.17|chr13	98	80	77	76	61	57
ING1|ENSG00000153487.13|chr13	324	191	239	287	293	362
ANKRD10|ENSG00000088448.14|chr13	90	30	53	31	35	57
ARHGEF7|ENSG00000102606.20|chr13	250	206	203	224	159	213
TEX29|ENSG00000153495.11|chr13	0	0	0	0	0	0
SOX1|ENSG00000182968.5|chr13	0	0	0	0	0	0
SPACA7|ENSG00000153498.12|chr13	0	0	0	0	0	0
TUBGCP3|ENSG00000126216.15|chr13	0	0	0	0	0	0
MCF2L|ENSG00000126217.21|chr13	29	18	21	10	41	19
F7|ENSG00000057593.14|chr13	0	0	0	0	0	0
F10|ENSG00000126218.12|chr13	0	0	0	0	0	0
PROZ|ENSG00000126231.15|chr13	0	0	0	0	0	0
PCID2|ENSG00000126226.22|chr13	198	140	186	265	228	203
CUL4A|ENSG00000139842.15|chr13	146	148	168	143	128	179
LAMP1|ENSG00000185896.11|chr13	411	257	323	351	280	316
GRTP1|ENSG00000139835.14|chr13	15	18	3	9	29	3
ADPRHL1|ENSG00000153531.15|chr13	3	9	1	1	0	5
DCUN1D2|ENSG00000150401.15|chr13	95	76	84	154	125	150
TMCO3|ENSG00000150403.18|chr13	27	23	44	68	14	56
TFDP1|ENSG00000198176.13|chr13	737	570	613	659	643	612
ATP4B|ENSG00000186009.5|chr13	0	0	0	0	0	0
GRK1|ENSG00000185974.7|chr13	0	0	0	0	0	0
TMEM255B|ENSG00000184497.13|chr13	2	0	0	0	0	5
GAS6|ENSG00000183087.15|chr13	66	58	118	62	48	54
C13orf46|ENSG00000283199.3|chr13	0	0	0	0	0	0
RASA3|ENSG00000185989.11|chr13	0	0	0	0	0	0
CFAP97D2|ENSG00000283361.3|chr13	0	0	0	0	0	0
CDC16|ENSG00000130177.16|chr13	311	241	336	368	318	372
UPF3A|ENSG00000169062.15|chr13	32	53	42	43	15	30
CHAMP1|ENSG00000198824.8|chr13	589	351	522	720	639	592
OR4N2|ENSG00000176294.6|chr14	0	0	0	0	0	0
OR4Q3|ENSG00000182652.4|chr14	0	0	0	0	0	0
OR4M1|ENSG00000176299.5|chr14	0	0	0	0	0	0
OR4K2|ENSG00000165762.3|chr14	0	0	0	0	0	0
OR4K1|ENSG00000155249.5|chr14	0	0	0	0	0	0
OR4Q2|ENSG00000196383.7|chr14	0	0	0	0	0	0
OR4K14|ENSG00000169484.4|chr14	0	0	0	0	0	0
OR4K13|ENSG00000176253.4|chr14	0	0	0	0	0	0
OR4K17|ENSG00000176230.7|chr14	0	0	0	0	0	0
OR4N5|ENSG00000184394.3|chr14	0	0	0	0	0	0
OR11G2|ENSG00000196832.5|chr14	0	0	0	0	0	0
OR11H4|ENSG00000176198.4|chr14	0	0	0	0	0	0
TTC5|ENSG00000136319.12|chr14	162	99	110	117	162	108
CCNB1IP1|ENSG00000100814.18|chr14	171	161	154	395	416	398
PARP2|ENSG00000129484.14|chr14	146	58	181	173	155	144
TEP1|ENSG00000129566.13|chr14	19	25	20	32	15	36
KLHL33|ENSG00000185271.9|chr14	0	0	0	0	0	0
OSGEP|ENSG00000092094.11|chr14	61	53	67	62	63	57
APEX1|ENSG00000100823.12|chr14	606	462	567	528	606	550
PIP4P1|ENSG00000165782.11|chr14	138	101	106	201	158	172
PNP|ENSG00000198805.13|chr14	724	601	563	931	1045	911
RNASE10|ENSG00000182545.7|chr14	0	0	0	0	0	0
RNASE9|ENSG00000188655.10|chr14	0	0	0	0	0	0
RNASE11|ENSG00000173464.15|chr14	0	0	0	0	0	0
RNASE12|ENSG00000258436.2|chr14	0	0	0	0	0	0
ANG|ENSG00000214274.10|chr14	21	17	11	6	36	23
RNASE4|ENSG00000258818.4|chr14	7	14	5	25	14	26
ENSG00000259171|ENSG00000259171.1|chr14	7	14	5	25	14	26
EDDM3A|ENSG00000181562.5|chr14	0	0	0	0	0	0
EDDM3B|ENSG00000181552.4|chr14	0	0	0	0	0	0
RNASE6|ENSG00000169413.3|chr14	0	0	0	0	0	4
RNASE1|ENSG00000129538.14|chr14	0	0	0	0	0	0
RNASE3|ENSG00000169397.4|chr14	0	0	0	0	0	0
RNASE2|ENSG00000169385.3|chr14	0	0	0	0	0	0
METTL17|ENSG00000165792.18|chr14	189	148	140	246	197	259
SLC39A2|ENSG00000165794.10|chr14	1	0	0	0	0	0
NDRG2|ENSG00000165795.25|chr14	32	14	17	20	9	16
TPPP2|ENSG00000179636.15|chr14	0	0	0	0	0	0
RNASE13|ENSG00000206150.4|chr14	0	0	0	0	0	0
RNASE7|ENSG00000165799.5|chr14	0	0	0	0	0	0
RNASE8|ENSG00000173431.2|chr14	0	0	0	0	0	0
ZNF219|ENSG00000165804.16|chr14	52	34	50	53	79	63
TMEM253|ENSG00000232070.9|chr14	0	15	1	4	0	0
OR5AU1|ENSG00000169327.5|chr14	0	0	0	0	0	0
HNRNPC|ENSG00000092199.19|chr14	1868	1442	1576	2073	1652	1658
RPGRIP1|ENSG00000092200.13|chr14	2	0	0	0	0	0
SUPT16H|ENSG00000092201.10|chr14	446	338	411	362	344	354
CHD8|ENSG00000100888.15|chr14	326	221	279	221	295	220
RAB2B|ENSG00000129472.15|chr14	259	185	218	304	393	340
TOX4|ENSG00000092203.15|chr14	121	121	93	132	123	63
METTL3|ENSG00000165819.12|chr14	189	109	167	123	161	147
SALL2|ENSG00000165821.12|chr14	333	304	280	214	167	210
OR10G3|ENSG00000169208.3|chr14	0	0	0	0	0	0
OR10G2|ENSG00000255582.1|chr14	0	0	0	0	0	0
OR4E2|ENSG00000221977.3|chr14	0	0	0	0	0	0
OR4E1|ENSG00000276240.3|chr14	0	0	0	0	0	0
ABHD4|ENSG00000100439.11|chr14	49	26	24	50	42	108
OR6J1|ENSG00000255804.2|chr14	0	0	0	0	0	0
OXA1L|ENSG00000155463.14|chr14	551	353	399	427	360	405
SLC7A7|ENSG00000155465.21|chr14	5	6	0	0	0	0
MRPL52|ENSG00000172590.18|chr14	226	158	140	140	153	176
MMP14|ENSG00000157227.14|chr14	1	0	0	0	0	0
LRP10|ENSG00000197324.9|chr14	66	49	101	46	36	78
REM2|ENSG00000139890.10|chr14	16	5	7	7	4	6
RBM23|ENSG00000100461.18|chr14	674	522	599	528	664	564
PRMT5|ENSG00000100462.16|chr14	620	585	622	725	689	603
HAUS4|ENSG00000092036.19|chr14	109	81	37	51	105	77
ENSG00000259132|ENSG00000259132.1|chr14	109	81	37	51	105	77
AJUBA|ENSG00000129474.16|chr14	131	125	107	169	193	123
C14orf93|ENSG00000100802.15|chr14	23	26	9	6	45	25
PSMB5|ENSG00000100804.19|chr14	921	744	709	843	962	719
PSMB11|ENSG00000222028.5|chr14	0	0	0	0	0	0
ACIN1|ENSG00000100813.15|chr14	587	392	463	428	486	375
C14orf119|ENSG00000179933.6|chr14	266	245	273	289	186	230
LMLN2|ENSG00000283654.3|chr14	0	3	1	10	3	11
CEBPE|ENSG00000092067.7|chr14	60	71	37	55	101	93
SLC7A8|ENSG00000092068.21|chr14	23	40	24	19	10	11
RNF212B|ENSG00000215277.9|chr14	0	0	0	0	0	0
HOMEZ|ENSG00000215271.9|chr14	74	92	52	57	65	65
BCL2L2|ENSG00000129473.11|chr14	78	130	95	119	149	144
BCL2L2-PABPN1|ENSG00000258643.6|chr14	1120	920	911	1026	961	828
PABPN1|ENSG00000100836.11|chr14	1120	920	911	1026	961	828
SLC22A17|ENSG00000092096.19|chr14	10	21	7	7	12	9
EFS|ENSG00000100842.13|chr14	0	0	0	0	0	0
IL25|ENSG00000166090.8|chr14	0	0	0	0	0	0
CMTM5|ENSG00000166091.21|chr14	0	0	0	0	0	0
MYH6|ENSG00000197616.13|chr14	0	0	0	0	0	0
MYH7|ENSG00000092054.13|chr14	0	0	0	0	0	0
NGDN|ENSG00000129460.17|chr14	478	391	404	454	602	519
ZFHX2|ENSG00000136367.15|chr14	32	30	38	38	15	11
THTPA|ENSG00000259431.6|chr14	55	38	67	83	27	40
AP1G2|ENSG00000213983.12|chr14	15	27	11	9	35	17
JPH4|ENSG00000092051.18|chr14	2	0	0	0	0	0
DHRS2|ENSG00000100867.15|chr14	16	14	15	24	18	45
DHRS4|ENSG00000157326.19|chr14	0	0	0	0	0	0
CARMIL3|ENSG00000186648.15|chr14	0	0	0	0	0	0
NRL|ENSG00000129535.13|chr14	0	0	0	0	0	0
PCK2|ENSG00000100889.12|chr14	0	0	0	0	0	0
DCAF11|ENSG00000100897.18|chr14	0	0	0	0	0	0
FITM1|ENSG00000139914.7|chr14	0	0	0	0	0	0
PSME1|ENSG00000092010.15|chr14	0	0	0	0	0	0
EMC9|ENSG00000100908.14|chr14	0	0	0	0	0	0
PSME2|ENSG00000100911.16|chr14	0	0	0	0	0	0
RNF31|ENSG00000092098.18|chr14	0	0	0	1	0	0
