,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
SAMD11|ENSG00000187634.13|chr1,-0.000822547945183,0.996311395234477,-0.0104185337583048,0.970852450544032,SAMD11|ENSG00000187634.13|chr1,ns,0
ELF2|ENSG00000109381.21|chr4,0.139732204523364,0.699554219323927,0.374836251544239,0.271156089508079,ELF2|ENSG00000109381.21|chr4,ns,0
NOCT|ENSG00000151014.6|chr4,0.0679860671590789,0.819590813528198,-0.01224574852897,0.972312128377664,NOCT|ENSG00000151014.6|chr4,ns,0
C4orf33|ENSG00000151470.13|chr4,0.278605814338601,0.281320571660966,-0.039779376351922,0.745532382983709,C4orf33|ENSG00000151470.13|chr4,ns,0
JADE1|ENSG00000077684.16|chr4,0.121805173354479,0.693577304030599,-0.531150645052436,0.0454093842715834,JADE1|ENSG00000077684.16|chr4,ns,0
PGRMC2|ENSG00000164040.18|chr4,-0.071128740369053,0.861543775983211,-0.554494710928742,0.032090249848067,PGRMC2|ENSG00000164040.18|chr4,ns,0
ABHD18|ENSG00000164074.16|chr4,-0.0387914852143357,0.900574153960218,-0.0749642434959363,0.557756845431614,ABHD18|ENSG00000164074.16|chr4,ns,0
MFSD8|ENSG00000164073.11|chr4,-0.0298383048782713,0.949008627121934,0.322874978159093,0.260614543709484,MFSD8|ENSG00000164073.11|chr4,ns,0
PLK4|ENSG00000142731.11|chr4,-0.0107721669785243,0.979402047042111,-0.302732516761389,0.0857099843907929,PLK4|ENSG00000142731.11|chr4,ns,0
HSPA4L|ENSG00000164070.12|chr4,-0.0970334660167418,0.801391224499492,-0.370156001610016,0.228866721570857,HSPA4L|ENSG00000164070.12|chr4,ns,0
INTU|ENSG00000164066.13|chr4,-0.0376467805247513,0.923610075426892,-0.155331881619093,0.383020868845123,INTU|ENSG00000164066.13|chr4,ns,0
SPRY1|ENSG00000164056.11|chr4,0.238057439420939,0.389574379215394,-0.203248351639835,0.176533230302694,SPRY1|ENSG00000164056.11|chr4,ns,0
SPATA5|ENSG00000145375.9|chr4,-0.0046704636842809,0.991822203135613,-0.141693631518501,0.420589475145421,SPATA5|ENSG00000145375.9|chr4,ns,0
FGF2|ENSG00000138685.17|chr4,0.0243307178541403,0.961401224106262,-0.416467291117147,0.166746575808988,FGF2|ENSG00000138685.17|chr4,ns,0
CCNA2|ENSG00000145386.11|chr4,-0.248389784298109,0.369698585305202,-0.878301361971961,0.0025728075003571,CCNA2|ENSG00000145386.11|chr4,ns,0
EXOSC9|ENSG00000123737.13|chr4,-0.129380703033591,0.712000615221324,0.518360178323667,0.154651907255141,EXOSC9|ENSG00000123737.13|chr4,ns,0
ANXA5|ENSG00000164111.15|chr4,-0.0612055409464319,0.888611064630365,0.168819485583905,0.622415640776119,ANXA5|ENSG00000164111.15|chr4,ns,0
MAD2L1|ENSG00000164109.14|chr4,-0.131837670049441,0.674747822610716,-0.131621677928633,0.6127217192878,MAD2L1|ENSG00000164109.14|chr4,ns,0
C4orf3|ENSG00000164096.13|chr4,-0.420645624852125,0.16047227439648,-0.584246006197614,0.0207001722849477,C4orf3|ENSG00000164096.13|chr4,ns,0
USP53|ENSG00000145390.12|chr4,0.370832785552659,0.27120394835688,-0.324712600664102,0.106623570400652,USP53|ENSG00000145390.12|chr4,ns,0
METTL14|ENSG00000145388.15|chr4,0.0664035244526004,0.868928033654146,0.0472258986256814,0.905421682526453,METTL14|ENSG00000145388.15|chr4,ns,0
UGT8|ENSG00000174607.11|chr4,0.125295782992483,0.721595060968523,-0.517429275081373,0.17569804181209,UGT8|ENSG00000174607.11|chr4,ns,0
LARP7|ENSG00000174720.18|chr4,0.375821564644455,0.264619036209424,-0.561257234352835,0.14146340583749,LARP7|ENSG00000174720.18|chr4,ns,0
TIFA|ENSG00000145365.11|chr4,0.0688550828359813,0.850656857882629,0.146231857370683,0.674381688245951,TIFA|ENSG00000145365.11|chr4,ns,0
AP1AR|ENSG00000138660.12|chr4,0.24636270709554,0.442270112350373,-0.0346191369045469,0.64971631374018,AP1AR|ENSG00000138660.12|chr4,ns,0
FAM241A|ENSG00000174749.6|chr4,0.107035146080006,0.754931432620281,-0.0747214776047313,0.846747905876578,FAM241A|ENSG00000174749.6|chr4,ns,0
PITX2|ENSG00000164093.18|chr4,-0.0444199523282766,0.925246069908287,-0.150072791874827,0.669071929377577,PITX2|ENSG00000164093.18|chr4,ns,0
ELOVL6|ENSG00000170522.10|chr4,-0.199226798400722,0.53539128878589,-0.265647935076645,0.326082714042906,ELOVL6|ENSG00000170522.10|chr4,ns,0
GAR1|ENSG00000109534.17|chr4,-0.090345089421298,0.807594821462279,0.0082766370915865,0.98292148511472,GAR1|ENSG00000109534.17|chr4,ns,0
ENSG00000285330|ENSG00000285330.1|chr4,-0.0048444194038037,0.991822203135613,-0.301173882194874,0.354708287303361,ENSG00000285330|ENSG00000285330.1|chr4,ns,0
TIGD2|ENSG00000180346.5|chr4,0.0621297323745437,0.847213649403413,-0.200384259442044,0.413575700681178,TIGD2|ENSG00000180346.5|chr4,ns,0
CHMP2B|ENSG00000083937.10|chr3,-0.0305879105096109,0.956421268696116,-0.294861071934586,0.270450702166988,CHMP2B|ENSG00000083937.10|chr3,ns,0
MFSD10|ENSG00000109736.15|chr4,0.0743254890364859,0.82571544485143,-0.226537347522896,0.51784558794232,MFSD10|ENSG00000109736.15|chr4,ns,0
SH3BP2|ENSG00000087266.17|chr4,-0.0279823279936344,0.950996451405388,-0.0443494414147492,0.842623762880594,SH3BP2|ENSG00000087266.17|chr4,ns,0
TOPBP1|ENSG00000163781.14|chr3,-0.0213152029015825,0.96544792132507,-0.897692478711912,0.0826280530139685,TOPBP1|ENSG00000163781.14|chr3,ns,0
CDV3|ENSG00000091527.17|chr3,-0.436891488979429,0.145055729177185,0.158255045777724,0.643111956657957,CDV3|ENSG00000091527.17|chr3,ns,0
NPHP3|ENSG00000113971.21|chr3,0.0282466701336916,0.949121316450455,-0.124498701644285,0.403474341261582,NPHP3|ENSG00000113971.21|chr3,ns,0
UBA5|ENSG00000081307.15|chr3,0.124598720708029,0.687495875011384,0.119200620722346,0.694803143388109,UBA5|ENSG00000081307.15|chr3,ns,0
ACAD11|ENSG00000240303.8|chr3,-0.035866690673438,0.922307192835612,0.730549846560426,0.114256275262879,ACAD11|ENSG00000240303.8|chr3,ns,0
MRPL3|ENSG00000114686.9|chr3,-0.0276563971686805,0.958370273385662,-0.265992429848338,0.232523154395729,MRPL3|ENSG00000114686.9|chr3,ns,0
NUDT16|ENSG00000198585.12|chr3,-0.214042288218801,0.515694783496494,-0.11974022108915,0.739250246071239,NUDT16|ENSG00000198585.12|chr3,ns,0
ASTE1|ENSG00000034533.12|chr3,0.0017317346724538,0.995885050702332,0.198178177488403,0.532846126189325,ASTE1|ENSG00000034533.12|chr3,ns,0
ATP2C1|ENSG00000017260.20|chr3,0.0304543465137313,0.945075832658888,-0.17176185502967,0.349593723478762,ATP2C1|ENSG00000017260.20|chr3,ns,0
PIK3R4|ENSG00000196455.8|chr3,0.0551895712183719,0.854130774808104,-0.11900923807698,0.642554692665268,PIK3R4|ENSG00000196455.8|chr3,ns,0
TMCC1|ENSG00000172765.19|chr3,-0.0759793491868429,0.839899875115986,-1.93034784484332,0.0165756544118189,TMCC1|ENSG00000172765.19|chr3,ns,0
MBD4|ENSG00000129071.10|chr3,0.0951129398628566,0.802354435241123,-0.359710672692183,0.29706990937694,MBD4|ENSG00000129071.10|chr3,ns,0
H1-10|ENSG00000184897.6|chr3,0.465579701767769,0.0016784222540812,0.139446228593676,0.454005627147712,H1-10|ENSG00000184897.6|chr3,ns,0
SRPRB|ENSG00000144867.13|chr3,0.255596210020643,0.312580559013307,0.51166594715578,0.0108103254418117,SRPRB|ENSG00000144867.13|chr3,ns,0
HMCES|ENSG00000183624.14|chr3,-0.0503609505465485,0.910788006703708,-0.0280777871875617,0.923482622354666,HMCES|ENSG00000183624.14|chr3,ns,0
CNBP|ENSG00000169714.17|chr3,0.0798618807729363,0.8152433946654,-0.0872763284296412,0.702173152822178,CNBP|ENSG00000169714.17|chr3,ns,0
ISY1|ENSG00000240682.10|chr3,-0.106260715454313,0.780656563904285,0.125408941564135,0.684223307087552,ISY1|ENSG00000240682.10|chr3,ns,0
ACAD9|ENSG00000177646.20|chr3,0.0748679494519478,0.783383071373563,0.082321525539072,0.482240792999478,ACAD9|ENSG00000177646.20|chr3,ns,0
RAB7A|ENSG00000075785.14|chr3,-0.0443827967352545,0.928079491192194,-0.333038229380271,0.17158863393416,RAB7A|ENSG00000075785.14|chr3,ns,0
RPN1|ENSG00000163902.12|chr3,0.808582738882198,0.054461235590692,-0.0443619640500293,0.905103905291415,RPN1|ENSG00000163902.12|chr3,ns,0
GATA2|ENSG00000179348.13|chr3,0.181668711669299,0.586477700282394,0.0636453331974432,0.870150214162343,GATA2|ENSG00000179348.13|chr3,ns,0
RUVBL1|ENSG00000175792.12|chr3,-0.083765156351631,0.82487433326293,0.193899175421921,0.473252998854601,RUVBL1|ENSG00000175792.12|chr3,ns,0
SEC61A1|ENSG00000058262.11|chr3,0.584090216945909,0.0546032513263401,0.250027653265993,0.432127735504955,SEC61A1|ENSG00000058262.11|chr3,ns,0
MCM2|ENSG00000073111.14|chr3,0.0110021011579779,0.979237154655882,0.0978668442786856,0.643341756281889,MCM2|ENSG00000073111.14|chr3,ns,0
TPRA1|ENSG00000163870.16|chr3,0.141522877294628,0.692057939219614,-0.337892968267905,0.282479773303378,TPRA1|ENSG00000163870.16|chr3,ns,0
PLXNA1|ENSG00000114554.12|chr3,-0.17474534844037,0.594797417841034,-0.757464737177897,0.094165401546971,PLXNA1|ENSG00000114554.12|chr3,ns,0
KLF15|ENSG00000163884.4|chr3,0.515929925201242,0.163754527208549,0.972377941357349,0.0506894954488641,KLF15|ENSG00000163884.4|chr3,ns,0
SLC41A3|ENSG00000114544.17|chr3,-0.154932569069148,0.648503047538555,-0.071762927114756,0.850986812937379,SLC41A3|ENSG00000114544.17|chr3,ns,0
COPG1|ENSG00000181789.14|chr3,0.208342062534942,0.183260513462818,0.364723280985686,0.107035352721785,COPG1|ENSG00000181789.14|chr3,ns,0
OSBPL11|ENSG00000144909.8|chr3,-0.036533960653404,0.929977302925747,-0.014444909097243,0.971847217706559,OSBPL11|ENSG00000144909.8|chr3,ns,0
RYK|ENSG00000163785.13|chr3,-0.0654722823042383,0.864966433831089,-0.404792145340381,0.182177918209658,RYK|ENSG00000163785.13|chr3,ns,0
ANAPC13|ENSG00000129055.13|chr3,-0.288966644682462,0.347876331094153,-0.15501563095606,0.643341756281889,ANAPC13|ENSG00000129055.13|chr3,ns,0
WWTR1|ENSG00000018408.15|chr3,-0.0336271945033245,0.945498181974019,-0.477324552014176,0.141927546799514,WWTR1|ENSG00000018408.15|chr3,ns,0
HLTF|ENSG00000071794.16|chr3,-0.0151361816179885,0.975091844744751,-0.222283348944416,0.408624642142348,HLTF|ENSG00000071794.16|chr3,ns,0
GYG1|ENSG00000163754.18|chr3,-0.0293299262718389,0.956467805384391,0.0977587360760884,0.79419347477379,GYG1|ENSG00000163754.18|chr3,ns,0
PLOD2|ENSG00000152952.12|chr3,0.0957754194499536,0.780656563904285,0.0248587877152626,0.952290715941971,PLOD2|ENSG00000152952.12|chr3,ns,0
DIPK2A|ENSG00000181744.9|chr3,-0.221026160689175,0.48697660759535,-0.730549328849317,0.0511101698139039,DIPK2A|ENSG00000181744.9|chr3,ns,0
U2SURP|ENSG00000163714.18|chr3,0.136662868235378,0.67968681490245,-0.0107652891059613,0.979632474425533,U2SURP|ENSG00000163714.18|chr3,ns,0
PCOLCE2|ENSG00000163710.9|chr3,0.0415319147368385,0.918402743992471,0.348349700824616,0.311583142208496,PCOLCE2|ENSG00000163710.9|chr3,ns,0
PLS1|ENSG00000120756.13|chr3,0.0489360152716856,0.899314495389748,-0.120897992184259,0.385179887534734,PLS1|ENSG00000120756.13|chr3,ns,0
ATR|ENSG00000175054.16|chr3,0.0214878461149801,0.959577119273829,-0.096444291688987,0.244782037542775,ATR|ENSG00000175054.16|chr3,ns,0
XRN1|ENSG00000114127.11|chr3,0.123409654451395,0.692057939219614,-0.239828695644547,0.0758683482317157,XRN1|ENSG00000114127.11|chr3,ns,0
GK5|ENSG00000175066.16|chr3,-0.0430998914828521,0.924167043863381,-0.0811439987233259,0.662973183334163,GK5|ENSG00000175066.16|chr3,ns,0
TFDP2|ENSG00000114126.18|chr3,-0.103531678503527,0.765264735636365,-0.334950015814716,0.333933318829891,TFDP2|ENSG00000114126.18|chr3,ns,0
ATP1B3|ENSG00000069849.11|chr3,-0.148296659943852,0.642862880702157,-0.0139157720684116,0.95974878745404,ATP1B3|ENSG00000069849.11|chr3,ns,0
AMOTL2|ENSG00000114019.15|chr3,0.183767663872145,0.54797643819647,0.0590623423186306,0.87370154127107,AMOTL2|ENSG00000114019.15|chr3,ns,0
RNF7|ENSG00000114125.14|chr3,0.131690766128175,0.713674986954988,-0.0340943637870406,0.928865660834134,RNF7|ENSG00000114125.14|chr3,ns,0
ZBTB38|ENSG00000177311.12|chr3,-0.1179281602475,0.721313462047282,-0.121231558926927,0.686822002717526,ZBTB38|ENSG00000177311.12|chr3,ns,0
PXYLP1|ENSG00000155893.13|chr3,-0.143394953384538,0.542025892775013,-0.128878038791762,0.493414485427959,PXYLP1|ENSG00000155893.13|chr3,ns,0
SLC25A36|ENSG00000114120.14|chr3,0.0391614038621227,0.928271883470254,-0.270992440362136,0.405609246475743,SLC25A36|ENSG00000114120.14|chr3,ns,0
COPB2|ENSG00000184432.11|chr3,-0.0082232912657663,0.988531633804187,-0.0824936099583772,0.823594940019915,COPB2|ENSG00000184432.11|chr3,ns,0
MRPS22|ENSG00000175110.14|chr3,-0.105839199896023,0.778461875777865,0.253289834750846,0.426234989706835,MRPS22|ENSG00000175110.14|chr3,ns,0
PIK3CB|ENSG00000051382.9|chr3,0.0891185298256944,0.766212239003403,0.0833492045508225,0.716689220490852,PIK3CB|ENSG00000051382.9|chr3,ns,0
FAIM|ENSG00000158234.13|chr3,0.0190575402119647,0.970893020533991,0.134717749991339,0.702803803876292,FAIM|ENSG00000158234.13|chr3,ns,0
ARMC8|ENSG00000114098.18|chr3,-0.125884553041756,0.642862880702157,-0.157419776547309,0.18188172634591,ARMC8|ENSG00000114098.18|chr3,ns,0
DBR1|ENSG00000138231.14|chr3,0.118816072315204,0.664172349977372,0.52180157588052,0.173873943323024,DBR1|ENSG00000138231.14|chr3,ns,0
NCK1|ENSG00000158092.7|chr3,0.0507329660077928,0.900574153960218,0.227766243995018,0.510049265804884,NCK1|ENSG00000158092.7|chr3,ns,0
SLC35G2|ENSG00000168917.9|chr3,0.306259463780102,0.339194476773263,0.110827188958652,0.763562062205514,SLC35G2|ENSG00000168917.9|chr3,ns,0
PCCB|ENSG00000114054.14|chr3,0.0256527549645642,0.956467805384391,0.112382107475301,0.746179155601264,PCCB|ENSG00000114054.14|chr3,ns,0
MSL2|ENSG00000174579.5|chr3,0.0398271279878925,0.935276176730026,0.072926352639362,0.841857674413547,MSL2|ENSG00000174579.5|chr3,ns,0
RASA2|ENSG00000155903.14|chr3,-0.0158419911032727,0.975091844744751,-0.116844508365364,0.310587977501512,RASA2|ENSG00000155903.14|chr3,ns,0
SNX4|ENSG00000114520.11|chr3,-0.211636959847058,0.518647022681043,-0.58197977425366,0.146013011591908,SNX4|ENSG00000114520.11|chr3,ns,0
ZNF148|ENSG00000163848.21|chr3,-0.113308735366058,0.747681034746265,-0.100057173825248,0.771292408651236,ZNF148|ENSG00000163848.21|chr3,ns,0
HEG1|ENSG00000173706.14|chr3,-0.044971936127504,0.925246069908287,0.434800877137462,0.249427361064347,HEG1|ENSG00000173706.14|chr3,ns,0
ATG3|ENSG00000144848.11|chr3,-0.0291545135211004,0.956423759392718,-0.207220750483143,0.548690129704769,ATG3|ENSG00000144848.11|chr3,ns,0
ABHD10|ENSG00000144827.9|chr3,0.256415984373592,0.347880995928108,-0.0722757623254866,0.838352482922101,ABHD10|ENSG00000144827.9|chr3,ns,0
IFT57|ENSG00000114446.5|chr3,-0.0029087168705221,0.993768506252698,-0.747318731732117,0.095591067589041,IFT57|ENSG00000114446.5|chr3,ns,0
CD47|ENSG00000196776.17|chr3,-0.126638221774789,0.720834690863212,-0.641549750668369,0.08805608621817,CD47|ENSG00000196776.17|chr3,ns,0
CBLB|ENSG00000114423.23|chr3,-0.0376903992037063,0.926272739577194,0.10805718221418,0.730912254551585,CBLB|ENSG00000114423.23|chr3,ns,0
NFKBIZ|ENSG00000144802.11|chr3,0.100348984303899,0.754833935467403,-0.145520730515322,0.1202375756111,NFKBIZ|ENSG00000144802.11|chr3,ns,0
NXPE3|ENSG00000144815.17|chr3,-0.27183050915178,0.402867708033763,-1.39152903464977,0.0222235126932168,NXPE3|ENSG00000144815.17|chr3,ns,0
CEP97|ENSG00000182504.11|chr3,0.0697508561521945,0.871290052088553,-0.0237701198169489,0.932981452871315,CEP97|ENSG00000182504.11|chr3,ns,0
RPL24|ENSG00000114391.13|chr3,-0.0094850245238649,0.984878432466411,0.501112049007322,0.135206722084249,RPL24|ENSG00000114391.13|chr3,ns,0
ZBTB11|ENSG00000066422.6|chr3,0.0265655884847899,0.961387342209872,0.821999299628665,0.0410869646102067,ZBTB11|ENSG00000066422.6|chr3,ns,0
PCNP|ENSG00000081154.12|chr3,0.0891210032177342,0.819590813528198,-0.222964023975588,0.493927960464462,PCNP|ENSG00000081154.12|chr3,ns,0
TRMT10C|ENSG00000174173.7|chr3,-0.265859987299334,0.370592817333097,-0.172381872969286,0.538205139361297,TRMT10C|ENSG00000174173.7|chr3,ns,0
TFG|ENSG00000114354.15|chr3,0.092134289400491,0.802625890573409,0.119832684365107,0.657452872067486,TFG|ENSG00000114354.15|chr3,ns,0
SLC35A5|ENSG00000138459.9|chr3,0.04211599483548,0.920983856893646,-0.0804230777437256,0.806743032517986,SLC35A5|ENSG00000138459.9|chr3,ns,0
TOMM70|ENSG00000154174.8|chr3,-0.0116920987961766,0.981249549457764,0.0007650406766577,0.998175325009831,TOMM70|ENSG00000154174.8|chr3,ns,0
TBC1D23|ENSG00000036054.13|chr3,0.234809841718389,0.47922002506208,-0.0383655814402261,0.917683851511404,TBC1D23|ENSG00000036054.13|chr3,ns,0
CMSS1|ENSG00000184220.12|chr3,-0.103703505352298,0.746275982282875,-0.688627727466176,0.0838575237036655,CMSS1|ENSG00000184220.12|chr3,ns,0
DCBLD2|ENSG00000057019.16|chr3,-0.0644627714460253,0.794720676106255,-0.207046625096935,0.215030467708035,DCBLD2|ENSG00000057019.16|chr3,ns,0
ST3GAL6|ENSG00000064225.13|chr3,0.071933362848682,0.832641930592529,0.275367345176296,0.382131568789963,ST3GAL6|ENSG00000064225.13|chr3,ns,0
CPOX|ENSG00000080819.9|chr3,-0.115972698392341,0.735300658763167,-0.311652434509055,0.305369105855337,CPOX|ENSG00000080819.9|chr3,ns,0
CLDND1|ENSG00000080822.17|chr3,-0.300904552955,0.3544387673085,-0.687127108224231,0.0925398626353704,CLDND1|ENSG00000080822.17|chr3,ns,0
RIOX2|ENSG00000170854.18|chr3,0.0200570708079492,0.969391924988696,-0.320128534580505,0.325222571365647,RIOX2|ENSG00000170854.18|chr3,ns,0
ARL6|ENSG00000113966.11|chr3,-0.131055091030574,0.652383932431027,-0.115253132808469,0.459758674168158,ARL6|ENSG00000113966.11|chr3,ns,0
NSUN3|ENSG00000178694.10|chr3,0.0404522226839322,0.931991778772259,-0.14349244977773,0.683208237695656,NSUN3|ENSG00000178694.10|chr3,ns,0
DHFR2|ENSG00000178700.9|chr3,-0.0744622201466774,0.757306201996754,-0.407040765232888,0.0629174806470934,DHFR2|ENSG00000178700.9|chr3,ns,0
ARL13B|ENSG00000169379.17|chr3,0.200989070640997,0.524578910831326,-0.567210920195356,0.0907742958436389,ARL13B|ENSG00000169379.17|chr3,ns,0
C3orf38|ENSG00000179021.10|chr3,0.0648090936419741,0.884869253969438,-0.136167104502126,0.705036195391175,C3orf38|ENSG00000179021.10|chr3,ns,0
ZNF654|ENSG00000175105.8|chr3,0.731342775285905,0.0466283210406477,0.0838826330677972,0.766397796437319,ZNF654|ENSG00000175105.8|chr3,ns,0
NIT2|ENSG00000114021.12|chr3,-0.0001823972427949,0.997865597284371,-0.310195855675891,0.348080020925643,NIT2|ENSG00000114021.12|chr3,ns,0
GTPBP8|ENSG00000163607.18|chr3,-0.0444995967489544,0.922762160854754,-0.0130393485651753,0.975226443498017,GTPBP8|ENSG00000163607.18|chr3,ns,0
NEPRO|ENSG00000163608.15|chr3,0.0025091706850273,0.995367603517733,0.219751928240553,0.512030742345122,NEPRO|ENSG00000163608.15|chr3,ns,0
SPICE1|ENSG00000163611.11|chr3,0.0691700356889645,0.806652467407091,-0.205887721081449,0.167346059483985,SPICE1|ENSG00000163611.11|chr3,ns,0
ITGB5|ENSG00000082781.12|chr3,-0.0502021905288556,0.895083590266365,-0.428794614757643,0.238025929551231,ITGB5|ENSG00000082781.12|chr3,ns,0
UMPS|ENSG00000114491.14|chr3,0.195297594314934,0.540384316748075,-0.0049658289565491,0.990030256362809,UMPS|ENSG00000114491.14|chr3,ns,0
CCDC14|ENSG00000175455.16|chr3,0.0444546721980125,0.913507805466871,-0.0596787240676466,0.703647003051881,CCDC14|ENSG00000175455.16|chr3,ns,0
HACD2|ENSG00000206527.10|chr3,-0.0600846152592807,0.894962051850642,-0.215983297657574,0.485970713866011,HACD2|ENSG00000206527.10|chr3,ns,0
SEC22A|ENSG00000121542.12|chr3,-0.103113500372938,0.706656730205368,-0.251307646971171,0.30133718993767,SEC22A|ENSG00000121542.12|chr3,ns,0
PDIA5|ENSG00000065485.20|chr3,0.076348221277081,0.793091274779487,-0.0205713134718822,0.941580599754691,PDIA5|ENSG00000065485.20|chr3,ns,0
SLC49A4|ENSG00000138463.9|chr3,-0.135080254852038,0.553941892287297,-0.107230820422962,0.72764680711916,SLC49A4|ENSG00000138463.9|chr3,ns,0
KPNA1|ENSG00000114030.13|chr3,0.0361719423838899,0.945075832658888,-0.233456112359737,0.466196711157544,KPNA1|ENSG00000114030.13|chr3,ns,0
WDR5B|ENSG00000196981.4|chr3,0.0603923507535896,0.875156581923665,0.166706428785217,0.617203525345332,WDR5B|ENSG00000196981.4|chr3,ns,0
FAM162A|ENSG00000114023.16|chr3,-0.0633781574411095,0.887654610691312,-0.0563189890818324,0.862967327442267,FAM162A|ENSG00000114023.16|chr3,ns,0
MIX23|ENSG00000160124.9|chr3,-0.0857475664621257,0.802974082257665,-0.158890588881704,0.467561193984909,MIX23|ENSG00000160124.9|chr3,ns,0
IQCB1|ENSG00000173226.17|chr3,0.164772972832959,0.626407889994955,0.0942192827052697,0.797511097002168,IQCB1|ENSG00000173226.17|chr3,ns,0
GOLGB1|ENSG00000173230.17|chr3,0.308583305972497,0.345753370573143,0.0708059728592447,0.655922792297407,GOLGB1|ENSG00000173230.17|chr3,ns,0
POLQ|ENSG00000051341.15|chr3,-0.0387146769020412,0.914948348239171,-0.0203700103442977,0.865074815998783,POLQ|ENSG00000051341.15|chr3,ns,0
GTF2E1|ENSG00000153767.10|chr3,0.0010043762076097,0.996500405297203,0.0022249341622792,0.997013179973382,GTF2E1|ENSG00000153767.10|chr3,ns,0
RABL3|ENSG00000144840.10|chr3,-0.0180601044620461,0.969373610333798,-0.106686686749638,0.745359866043178,RABL3|ENSG00000144840.10|chr3,ns,0
NDUFB4|ENSG00000065518.8|chr3,-0.150436558017569,0.664172349977372,-0.703812440251611,0.007853050284442,NDUFB4|ENSG00000065518.8|chr3,ns,0
FSTL1|ENSG00000163430.12|chr3,0.0434827559026828,0.928669402321833,-1.11254915517357,0.0226775404337723,FSTL1|ENSG00000163430.12|chr3,ns,0
LRRC58|ENSG00000163428.4|chr3,-0.505021275348325,0.0001457749970478,-0.352810365344043,0.139059725137871,LRRC58|ENSG00000163428.4|chr3,ns,0
GSK3B|ENSG00000082701.17|chr3,-0.0222284381345651,0.96544792132507,0.157413457769905,0.626753368400548,GSK3B|ENSG00000082701.17|chr3,ns,0
TIMMDC1|ENSG00000113845.10|chr3,0.195712257576083,0.554889649182742,-0.257418488371532,0.451465595347891,TIMMDC1|ENSG00000113845.10|chr3,ns,0
POGLUT1|ENSG00000163389.12|chr3,0.181977373320891,0.590036244184942,-0.0434055556340412,0.900223512458281,POGLUT1|ENSG00000163389.12|chr3,ns,0
TMEM39A|ENSG00000176142.13|chr3,0.762877548641364,0.0304521829376028,0.162681906144046,0.641425213987235,TMEM39A|ENSG00000176142.13|chr3,ns,0
B4GALT4|ENSG00000121578.13|chr3,-0.122951801389959,0.603117989530409,-0.0665222516854044,0.834698658064185,B4GALT4|ENSG00000121578.13|chr3,ns,0
QTRT2|ENSG00000151576.10|chr3,0.272563773014436,0.395147973915002,-0.0131465482850339,0.974317548634491,QTRT2|ENSG00000151576.10|chr3,ns,0
ZDHHC23|ENSG00000184307.17|chr3,0.0093437293640446,0.984878432466411,-0.0300573774998312,0.890865276345318,ZDHHC23|ENSG00000184307.17|chr3,ns,0
ATP6V1A|ENSG00000114573.10|chr3,-0.0082099429333662,0.986491582362843,-0.319765486519432,0.12011825444386,ATP6V1A|ENSG00000114573.10|chr3,ns,0
NAA50|ENSG00000121579.14|chr3,-0.238689147193952,0.29940509619379,-0.166820674917518,0.533410605211134,NAA50|ENSG00000121579.14|chr3,ns,0
USF3|ENSG00000176542.10|chr3,0.081942797742217,0.826283809215574,0.0636586178980953,0.831184919604402,USF3|ENSG00000176542.10|chr3,ns,0
COMMD2|ENSG00000114744.9|chr3,-0.0152676411127284,0.976758744376193,-0.0991037026577582,0.773090841919172,COMMD2|ENSG00000114744.9|chr3,ns,0
ADD1|ENSG00000087274.19|chr4,-0.35659638084421,0.264812523593995,-0.271659625369717,0.433163372876627,ADD1|ENSG00000087274.19|chr4,ns,0
RNF13|ENSG00000082996.20|chr3,0.0878523442799195,0.819590813528198,0.0935032351010105,0.805169300089193,RNF13|ENSG00000082996.20|chr3,ns,0
TSC22D2|ENSG00000196428.13|chr3,0.336434343898101,0.210855610448394,-0.0608521619657742,0.875518198599381,TSC22D2|ENSG00000196428.13|chr3,ns,0
CEP19|ENSG00000174007.9|chr3,-0.113406778553023,0.642862880702157,-0.0324638595336001,0.928023276609078,CEP19|ENSG00000174007.9|chr3,ns,0
PIGX|ENSG00000163964.18|chr3,0.0157281089516532,0.975327483178411,0.104037203016616,0.778420444540412,PIGX|ENSG00000163964.18|chr3,ns,0
WDR53|ENSG00000185798.8|chr3,0.107040476820877,0.656864208951359,0.0578133102224305,0.869289086108545,WDR53|ENSG00000185798.8|chr3,ns,0
RNF168|ENSG00000163961.4|chr3,0.358939861454305,0.217723368179393,-0.153019782419584,0.665769802193059,RNF168|ENSG00000163961.4|chr3,ns,0
UBXN7|ENSG00000163960.12|chr3,-0.15621496068998,0.604428743516188,-0.208957508897664,0.497424643478277,UBXN7|ENSG00000163960.12|chr3,ns,0
PCYT1A|ENSG00000161217.12|chr3,0.207257214699942,0.524578910831326,-0.105625859842929,0.710376666297047,PCYT1A|ENSG00000161217.12|chr3,ns,0
TFRC|ENSG00000072274.14|chr3,-0.158701794948784,0.642862880702157,-1.53663537086005,0.0073284847197325,TFRC|ENSG00000072274.14|chr3,ns,0
TNK2|ENSG00000061938.21|chr3,-0.172930368913802,0.581262985429054,0.250786620304009,0.475468737255846,TNK2|ENSG00000061938.21|chr3,ns,0
PPP1R2|ENSG00000184203.8|chr3,-0.28927971125032,0.370288159881517,-0.217102961423817,0.531753714511743,PPP1R2|ENSG00000184203.8|chr3,ns,0
