,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
CLPTM1|ENSG00000104853.16|chr19,-0.745369180205211,0.0042382227759193,-0.511927656289104,0.106208668353065,CLPTM1|ENSG00000104853.16|chr19,ns,0
APOC1|ENSG00000130208.10|chr19,-0.31541759375169,0.158889028129004,-0.149128942698467,0.541580331611488,APOC1|ENSG00000130208.10|chr19,ns,0
TOMM40|ENSG00000130204.13|chr19,0.0285388728752119,0.883065265349749,0.108196739884825,0.543233851990245,TOMM40|ENSG00000130204.13|chr19,ns,0
NECTIN2|ENSG00000130202.10|chr19,-0.654034458885175,0.005472705471418,-0.0791014019007993,0.766380816367014,NECTIN2|ENSG00000130202.10|chr19,ns,0
PVR|ENSG00000073008.15|chr19,0.0491085294411737,0.82870834686212,0.0795396554877575,0.777094652699746,PVR|ENSG00000073008.15|chr19,ns,0
ZNF180|ENSG00000167384.11|chr19,0.466786224408985,0.0600134166684113,0.225679872188794,0.333989796608595,ZNF180|ENSG00000167384.11|chr19,ns,0
ZNF226|ENSG00000167380.17|chr19,0.273014633740919,0.183324643182173,0.204314240496031,0.319668547044395,ZNF226|ENSG00000167380.17|chr19,ns,0
ZNF234|ENSG00000263002.8|chr19,0.331335306272175,0.071126875277583,0.124621682175034,0.618182287510394,ZNF234|ENSG00000263002.8|chr19,ns,0
ZNF225|ENSG00000256294.8|chr19,-0.0101917017517877,0.970738501701936,-0.0119363776438058,0.964267021334702,ZNF225|ENSG00000256294.8|chr19,ns,0
ZNF223|ENSG00000178386.13|chr19,-0.0264649173341795,0.903960326489438,0.0841135027882769,0.723857591471999,ZNF223|ENSG00000178386.13|chr19,ns,0
ZNF222|ENSG00000159885.14|chr19,0.597688361402953,0.0388240031828995,0.162144055460812,0.432281856696301,ZNF222|ENSG00000159885.14|chr19,ns,0
ZNF155|ENSG00000204920.11|chr19,0.0392858638186849,0.863935202478897,-0.125798571965585,0.476517701763006,ZNF155|ENSG00000204920.11|chr19,ns,0
ZNF45|ENSG00000124459.12|chr19,0.361846641500012,0.0641959087987627,0.287155792186173,0.26370506932268,ZNF45|ENSG00000124459.12|chr19,ns,0
ZNF283|ENSG00000167637.18|chr19,0.186315973709852,0.27855048869544,0.659013546992469,0.0502956069458073,ZNF283|ENSG00000167637.18|chr19,ns,0
PLAUR|ENSG00000011422.12|chr19,0.101217609023122,0.595952081343176,0.0699584184849597,0.803938088311645,PLAUR|ENSG00000011422.12|chr19,ns,0
CADM4|ENSG00000105767.3|chr19,-0.0011282176026812,0.996261913538354,0.106984958621148,0.609411651751788,CADM4|ENSG00000105767.3|chr19,ns,0
ZNF428|ENSG00000131116.12|chr19,-0.141029373273557,0.437377060578433,0.0034288551360467,0.992367100709146,ZNF428|ENSG00000131116.12|chr19,ns,0
ZNF576|ENSG00000124444.16|chr19,0.203739314466028,0.203499522247384,0.385859416043483,0.0398073408474557,ZNF576|ENSG00000124444.16|chr19,ns,0
IRGQ|ENSG00000167378.10|chr19,0.156068370721093,0.413456746775311,0.23728961551441,0.33720078286047,IRGQ|ENSG00000167378.10|chr19,ns,0
XRCC1|ENSG00000073050.12|chr19,0.135307071330661,0.475386379190493,0.175656479796359,0.437449999441243,XRCC1|ENSG00000073050.12|chr19,ns,0
ETHE1|ENSG00000105755.8|chr19,-0.0080094887490766,0.97541425051357,-0.0500809654530854,0.866342593180869,ETHE1|ENSG00000105755.8|chr19,ns,0
CNFN|ENSG00000105427.10|chr19,-0.0248639489269729,0.898307321615862,0.016367196118674,0.964267021334702,CNFN|ENSG00000105427.10|chr19,ns,0
TMEM145|ENSG00000167619.13|chr19,-0.0859055863112473,0.501884620779232,0.0062363761534447,0.982634604845341,TMEM145|ENSG00000167619.13|chr19,ns,0
PAFAH1B3|ENSG00000079462.8|chr19,-0.0419114886568295,0.847887502351483,-0.155975971949706,0.400375829509185,PAFAH1B3|ENSG00000079462.8|chr19,ns,0
CIC|ENSG00000079432.9|chr19,-0.0432801743651386,0.833380212799136,-0.0233967382417315,0.568288118993987,CIC|ENSG00000079432.9|chr19,ns,0
TRAPPC6A|ENSG00000007255.10|chr19,-0.0823729927235616,0.687822324767353,-0.168443469601571,0.500919989562262,TRAPPC6A|ENSG00000007255.10|chr19,ns,0
BLOC1S3|ENSG00000189114.8|chr19,0.0659770775001937,0.708982832200424,0.0172743614944338,0.953984140137831,BLOC1S3|ENSG00000189114.8|chr19,ns,0
ERCC2|ENSG00000104884.17|chr19,0.0218014307761412,0.926390798841711,0.105618705048616,0.682458675680565,ERCC2|ENSG00000104884.17|chr19,ns,0
POLR1G|ENSG00000117877.11|chr19,-0.0980814908104396,0.632410477684504,0.107252264939725,0.683766651388836,POLR1G|ENSG00000117877.11|chr19,ns,0
GRWD1|ENSG00000105447.13|chr19,0.0311562545020995,0.893462733473526,0.345176236771619,0.116075655467399,GRWD1|ENSG00000105447.13|chr19,ns,0
TMEM143|ENSG00000161558.11|chr19,-0.0397345040434164,0.838659192970801,0.0161073111541865,0.95998060393351,TMEM143|ENSG00000161558.11|chr19,ns,0
LIG1|ENSG00000105486.15|chr19,-0.0738738837122856,0.709448804184446,-0.0004218037418322,0.998169330335335,LIG1|ENSG00000105486.15|chr19,ns,0
NOP53|ENSG00000105373.19|chr19,0.0850305184665821,0.661053333932625,1.03626152499404,0.011521657684833,NOP53|ENSG00000105373.19|chr19,ns,0
NAPA|ENSG00000105402.8|chr19,-0.0622055241624696,0.778472945648629,-0.0836837367731033,0.763831041593562,NAPA|ENSG00000105402.8|chr19,ns,0
KPTN|ENSG00000118162.14|chr19,-0.0858011349640806,0.68157681398105,0.242582303457228,0.339983547135123,KPTN|ENSG00000118162.14|chr19,ns,0
DHX34|ENSG00000134815.19|chr19,0.0439152025914878,0.847887502351483,-0.0126910365642386,0.970421727410726,DHX34|ENSG00000134815.19|chr19,ns,0
INAFM1|ENSG00000257704.4|chr19,0.366303898210538,0.111407599598311,0.116800098224608,0.615453120372745,INAFM1|ENSG00000257704.4|chr19,ns,0
BBC3|ENSG00000105327.18|chr19,0.870884706481385,0.0007135078492223,0.294673156716971,0.25415307044071,BBC3|ENSG00000105327.18|chr19,ns,0
SAE1|ENSG00000142230.13|chr19,-0.0209232880572634,0.913640750068524,0.0787702801783462,0.699657662012173,SAE1|ENSG00000142230.13|chr19,ns,0
ZC3H4|ENSG00000130749.10|chr19,-0.0021243360769821,0.996841330703646,-0.0870762588389666,0.750831848079808,ZC3H4|ENSG00000130749.10|chr19,ns,0
TMEM160|ENSG00000130748.7|chr19,0.020172459162295,0.932593620811294,-0.0993667159378069,0.684544298291488,TMEM160|ENSG00000130748.7|chr19,ns,0
ARHGAP35|ENSG00000160007.20|chr19,0.0221970592249895,0.93137791806069,-0.0207019493364556,0.949653928817042,ARHGAP35|ENSG00000160007.20|chr19,ns,0
RPL18|ENSG00000063177.13|chr19,-0.0944501502747972,0.207716089690194,0.0537232596106993,0.553445444108552,RPL18|ENSG00000063177.13|chr19,ns,0
AP2S1|ENSG00000042753.12|chr19,-0.0010011570086771,0.996841330703646,-0.316648458157818,0.0852542809413481,AP2S1|ENSG00000042753.12|chr19,ns,0
FKRP|ENSG00000181027.11|chr19,-0.12543269357954,0.511207845548394,0.187779073173022,0.448668739360874,FKRP|ENSG00000181027.11|chr19,ns,0
PRKD2|ENSG00000105287.13|chr19,-0.0431291898764681,0.824085513045879,0.0644078705523181,0.807053684041846,PRKD2|ENSG00000105287.13|chr19,ns,0
CCDC8|ENSG00000169515.9|chr19,0.0871798756981171,0.677502796751205,0.292754979533661,0.236491981209365,CCDC8|ENSG00000169515.9|chr19,ns,0
PPP5C|ENSG00000011485.15|chr19,0.0940918722171386,0.647468998506906,0.231635525275392,0.364284064447201,PPP5C|ENSG00000011485.15|chr19,ns,0
MYPOP|ENSG00000176182.6|chr19,-0.0122636618263223,0.964035867275336,-1.20295753343631,0.0140919781583531,MYPOP|ENSG00000176182.6|chr19,ns,0
DMWD|ENSG00000185800.12|chr19,0.36677999459981,0.127923017811986,-0.0305809794503197,0.91174756880214,DMWD|ENSG00000185800.12|chr19,ns,0
SIX5|ENSG00000177045.11|chr19,0.0013476140671663,0.996841330703646,-0.0841644316324183,0.763869444983413,SIX5|ENSG00000177045.11|chr19,ns,0
FBXO46|ENSG00000177051.6|chr19,0.0220117686256911,0.931695708911142,0.0807903160652353,0.715934501204327,FBXO46|ENSG00000177051.6|chr19,ns,0
EML2|ENSG00000125746.18|chr19,0.0727019527601621,0.705314384419835,0.138626880256958,0.51976759980569,EML2|ENSG00000125746.18|chr19,ns,0
OPA3|ENSG00000125741.6|chr19,-0.0375844180481893,0.875364847867244,-0.221462515514831,0.376506131245697,OPA3|ENSG00000125741.6|chr19,ns,0
VASP|ENSG00000125753.14|chr19,-0.0295200861238936,0.900253792789716,-0.206166171438085,0.354220779744909,VASP|ENSG00000125753.14|chr19,ns,0
PPM1N|ENSG00000213889.11|chr19,-0.0226646653426768,0.889759022813156,-0.150859162724562,0.441716579716221,PPM1N|ENSG00000213889.11|chr19,ns,0
ERCC1|ENSG00000012061.16|chr19,-0.0794914068064716,0.687037588913072,-0.0228801485834112,0.944798855628523,ERCC1|ENSG00000012061.16|chr19,ns,0
SLC1A5|ENSG00000105281.12|chr19,-0.105097267939868,0.357446758500832,0.0543776056050086,0.789256081931542,SLC1A5|ENSG00000105281.12|chr19,ns,0
ZNF530|ENSG00000183647.11|chr19,0.244432155431361,0.228810362642786,0.0398732509138204,0.859283541920567,ZNF530|ENSG00000183647.11|chr19,ns,0
ZNF134|ENSG00000213762.12|chr19,0.0710030501903274,0.74041266398463,-0.0569553076704822,0.831454707569273,ZNF134|ENSG00000213762.12|chr19,ns,0
ZNF551|ENSG00000204519.11|chr19,0.0269203668330366,0.914562436667838,-0.308472787650048,0.224383987626436,ZNF551|ENSG00000204519.11|chr19,ns,0
ZNF337|ENSG00000130684.14|chr20,-0.0351584698284295,0.883666187243013,-0.0249554075649091,0.914991508177405,ZNF337|ENSG00000130684.14|chr20,ns,0
NANP|ENSG00000170191.5|chr20,0.124872702027342,0.534242399798168,-0.0127294337288222,0.969555775643901,NANP|ENSG00000170191.5|chr20,ns,0
GINS1|ENSG00000101003.12|chr20,-0.133954195950005,0.376758209019385,-0.0597714431501745,0.842192170763747,GINS1|ENSG00000101003.12|chr20,ns,0
ABHD12|ENSG00000100997.20|chr20,-0.137887955270789,0.481291900872253,-0.545585605522678,0.0434879699603707,ABHD12|ENSG00000100997.20|chr20,ns,0
PYGB|ENSG00000100994.12|chr20,-0.0852588122481505,0.685765717057134,0.161339347970178,0.522754083364086,PYGB|ENSG00000100994.12|chr20,ns,0
ENTPD6|ENSG00000197586.13|chr20,-0.197935234300671,0.316933327847119,-0.556597428474839,0.0646485123467535,ENTPD6|ENSG00000197586.13|chr20,ns,0
ACSS1|ENSG00000154930.15|chr20,-0.150872830844713,0.443098740411877,0.0581405490504866,0.846599936276485,ACSS1|ENSG00000154930.15|chr20,ns,0
CST3|ENSG00000101439.9|chr20,-0.0189008738938101,0.93459874795803,-0.0844346288319519,0.655810036174613,CST3|ENSG00000101439.9|chr20,ns,0
NKX2-2|ENSG00000125820.6|chr20,0.0601249144854388,0.769641078655373,-0.0016193602168533,0.994389937025297,NKX2-2|ENSG00000125820.6|chr20,ns,0
XRN2|ENSG00000088930.8|chr20,0.205027785328185,0.160966953803551,-0.0005797682748003,0.997983372129733,XRN2|ENSG00000088930.8|chr20,ns,0
KIZ|ENSG00000088970.16|chr20,0.772712925553426,0.0149966154815609,0.206841370304264,0.346304026335482,KIZ|ENSG00000088970.16|chr20,ns,0
INSM1|ENSG00000173404.5|chr20,0.583833534064034,0.0398579188177413,0.410158216951562,0.16053915584833,INSM1|ENSG00000173404.5|chr20,ns,0
CRNKL1|ENSG00000101343.15|chr20,0.0631176571869313,0.773787176412513,0.342423842478271,0.167555522588181,CRNKL1|ENSG00000101343.15|chr20,ns,0
NAA20|ENSG00000173418.12|chr20,-0.0681654304208588,0.624957251547956,-0.0091624468526066,0.968680742817685,NAA20|ENSG00000173418.12|chr20,ns,0
SMIM26|ENSG00000232388.5|chr20,0.0136309665002223,0.950976110582581,-0.0663061709410828,0.713616548969748,SMIM26|ENSG00000232388.5|chr20,ns,0
SEC23B|ENSG00000101310.17|chr20,0.0334511794984754,0.875364847867244,0.120711392700378,0.591550375776235,SEC23B|ENSG00000101310.17|chr20,ns,0
RBBP9|ENSG00000089050.16|chr20,-0.0604362759841175,0.772918589799713,-0.441208403595974,0.10847462079736,RBBP9|ENSG00000089050.16|chr20,ns,0
POLR3F|ENSG00000132664.13|chr20,0.106373429693911,0.592934830411691,0.233095461516684,0.349975919285309,POLR3F|ENSG00000132664.13|chr20,ns,0
ZNF133|ENSG00000125846.17|chr20,0.126465565522293,0.489330423188382,0.599949925625348,0.0712594229924796,ZNF133|ENSG00000125846.17|chr20,ns,0
PET117|ENSG00000232838.4|chr20,0.0847789298413253,0.665761078044647,-0.0221797964737012,0.94057234785048,PET117|ENSG00000232838.4|chr20,ns,0
KAT14|ENSG00000149474.15|chr20,0.187569522380725,0.290605057573051,-0.0025835002155288,0.98996618892165,KAT14|ENSG00000149474.15|chr20,ns,0
MGME1|ENSG00000125871.14|chr20,-0.0659881489719447,0.761387284139882,0.246225965145287,0.335868377227801,MGME1|ENSG00000125871.14|chr20,ns,0
SNX5|ENSG00000089006.17|chr20,0.23653014376268,0.0700787787252724,0.440023173972082,0.0420459661226359,SNX5|ENSG00000089006.17|chr20,ns,0
RRBP1|ENSG00000125844.17|chr20,-0.0655108900310837,0.763331081234753,0.251122203136156,0.320717125055474,RRBP1|ENSG00000125844.17|chr20,ns,0
DSTN|ENSG00000125868.16|chr20,-0.0853810045360952,0.511207845548394,-0.215477398201126,0.0790701349750474,DSTN|ENSG00000125868.16|chr20,ns,0
BFSP1|ENSG00000125864.14|chr20,0.0633315319537839,0.704765036796165,0.0997067015408458,0.632939437768451,BFSP1|ENSG00000125864.14|chr20,ns,0
SNRPB2|ENSG00000125870.11|chr20,-0.23639369859738,0.0918876746718581,-0.144027712224818,0.49967690690509,SNRPB2|ENSG00000125870.11|chr20,ns,0
HM13|ENSG00000101294.18|chr20,0.109202370698091,0.536886040377988,0.0398877054582879,0.892669308730363,HM13|ENSG00000101294.18|chr20,ns,0
MCTS2|ENSG00000101898.7|chr20,-0.0350965658249736,0.809216982385883,0.123837634032711,0.571986593630798,MCTS2|ENSG00000101898.7|chr20,ns,0
ID1|ENSG00000125968.9|chr20,0.287522175542777,0.054403879830987,0.301945423542494,0.177834645317097,ID1|ENSG00000125968.9|chr20,ns,0
TPX2|ENSG00000088325.16|chr20,0.0707546735026862,0.642906417092315,0.142722997110044,0.428098010312922,TPX2|ENSG00000088325.16|chr20,ns,0
UQCC1|ENSG00000101019.22|chr20,0.010476000105576,0.972188598028677,0.263506124579891,0.289702699786451,UQCC1|ENSG00000101019.22|chr20,ns,0
EIF6|ENSG00000242372.9|chr20,0.0635883521472204,0.680151689497668,0.408499713261459,4.37249202365528e-05,EIF6|ENSG00000242372.9|chr20,ns,0
MMP24OS|ENSG00000126005.17|chr20,0.0225865207277319,0.925496333886689,-0.120656393739209,0.625406757342888,MMP24OS|ENSG00000126005.17|chr20,ns,0
PROCR|ENSG00000101000.6|chr20,-0.0052511928819911,0.987702787171529,0.0176167737142803,0.962199887001545,PROCR|ENSG00000101000.6|chr20,ns,0
EDEM2|ENSG00000088298.13|chr20,-0.0752348303594889,0.696180162066312,-0.741232728390545,0.0605864745381018,EDEM2|ENSG00000088298.13|chr20,ns,0
TRPC4AP|ENSG00000100991.12|chr20,0.103395905997845,0.591588762106204,0.0512255212270967,0.862211868176306,TRPC4AP|ENSG00000100991.12|chr20,ns,0
GSS|ENSG00000100983.12|chr20,0.0720826278355552,0.738274887637571,0.613094944501157,0.0329810830223659,GSS|ENSG00000100983.12|chr20,ns,0
TP53INP2|ENSG00000078804.13|chr20,-0.0343318051976732,0.882519910442609,-0.505995996238825,0.102633134706174,TP53INP2|ENSG00000078804.13|chr20,ns,0
NCOA6|ENSG00000198646.14|chr20,0.142240401109436,0.471493505362802,-0.083693729358273,0.758972589218427,NCOA6|ENSG00000198646.14|chr20,ns,0
PIGU|ENSG00000101464.11|chr20,0.0686146829977222,0.724626227474788,-0.0361055888108041,0.891830073355741,PIGU|ENSG00000101464.11|chr20,ns,0
DYNLRB1|ENSG00000125971.18|chr20,-0.34930986748926,3.97376862605297e-05,-0.18391687307288,0.0731725113680735,DYNLRB1|ENSG00000125971.18|chr20,ns,0
ITCH|ENSG00000078747.17|chr20,-0.191979518593804,0.327301021894035,-0.0829407947606084,0.757158008838207,ITCH|ENSG00000078747.17|chr20,ns,0
AHCY|ENSG00000101444.13|chr20,-0.0596157192444959,0.693408386764365,0.165277520141908,0.346314148648937,AHCY|ENSG00000101444.13|chr20,ns,0
NDUFAF5|ENSG00000101247.18|chr20,0.0467950801605559,0.816079780261323,-0.0193345539497076,0.937093730417774,NDUFAF5|ENSG00000101247.18|chr20,ns,0
EIF2S2|ENSG00000125977.7|chr20,0.151922198997047,0.072480395068683,0.185574295244757,0.0376555128915685,EIF2S2|ENSG00000125977.7|chr20,ns,0
PXMP4|ENSG00000101417.12|chr20,-0.086498055767498,0.677040492767845,-0.357211542453038,0.193755668474304,PXMP4|ENSG00000101417.12|chr20,ns,0
E2F1|ENSG00000101412.13|chr20,0.191993874483167,0.288035452049154,0.0768390103225162,0.791059652366064,E2F1|ENSG00000101412.13|chr20,ns,0
NECAB3|ENSG00000125967.17|chr20,0.0201021237226783,0.930079375962461,-0.0443466762485029,0.870656372105078,NECAB3|ENSG00000125967.17|chr20,ns,0
SNTA1|ENSG00000101400.6|chr20,-0.148455048957689,0.450939498694385,-0.349269245005939,0.200627683485006,SNTA1|ENSG00000101400.6|chr20,ns,0
CDK5RAP1|ENSG00000101391.21|chr20,0.0457864158230098,0.841534253327137,0.237097548733247,0.339637173422399,CDK5RAP1|ENSG00000101391.21|chr20,ns,0
MAPRE1|ENSG00000101367.9|chr20,-0.181028908764553,0.0772538057084459,-0.0875390166691593,0.644859798524367,MAPRE1|ENSG00000101367.9|chr20,ns,0
DNMT3B|ENSG00000088305.19|chr20,-0.0813891712838304,0.699762130285095,0.0910572847944565,0.731074328176958,DNMT3B|ENSG00000088305.19|chr20,ns,0
COMMD7|ENSG00000149600.12|chr20,-0.0840904528085086,0.677612262121312,-0.489444838077111,0.0775373425322975,COMMD7|ENSG00000149600.12|chr20,ns,0
ASXL1|ENSG00000171456.21|chr20,0.0759849899768126,0.722193419097894,0.0990875638460289,0.704524567148633,ASXL1|ENSG00000171456.21|chr20,ns,0
KIF3B|ENSG00000101350.8|chr20,-0.205242067584295,0.204659905422562,-0.0434956512710859,0.88797177985774,KIF3B|ENSG00000101350.8|chr20,ns,0
POFUT1|ENSG00000101346.14|chr20,-0.0741464267469844,0.727300290690572,-0.005302519847222,0.98658642313749,POFUT1|ENSG00000101346.14|chr20,ns,0
PLAGL2|ENSG00000126003.7|chr20,-0.10986372819467,0.588593012737333,-0.0792583032898538,0.775125513246246,PLAGL2|ENSG00000126003.7|chr20,ns,0
TM9SF4|ENSG00000101337.16|chr20,0.0049765444396696,0.987621676166067,-0.0287368868215324,0.92974089610956,TM9SF4|ENSG00000101337.16|chr20,ns,0
CHMP4B|ENSG00000101421.4|chr20,-0.1471504211862,0.305563376411197,-0.261012216108901,0.124259498950722,CHMP4B|ENSG00000101421.4|chr20,ns,0
ESF1|ENSG00000089048.15|chr20,-0.0130807137502967,0.9568869700116,0.0064267371776919,0.981900371692086,ESF1|ENSG00000089048.15|chr20,ns,0
TASP1|ENSG00000089123.16|chr20,0.045740469870599,0.778813151556117,0.109959370072497,0.597614607935497,TASP1|ENSG00000089123.16|chr20,ns,0
BTBD3|ENSG00000132640.15|chr20,0.0851625483317338,0.686226763802904,-0.12509732058051,0.450380745764467,BTBD3|ENSG00000132640.15|chr20,ns,0
ZNF343|ENSG00000088876.13|chr20,0.0680844634993415,0.72869977542635,0.557938355260598,0.0984030429794331,ZNF343|ENSG00000088876.13|chr20,ns,0
NSFL1C|ENSG00000088833.18|chr20,0.0419298476338428,0.822581068106078,0.205713761175118,0.21548575067787,NSFL1C|ENSG00000088833.18|chr20,ns,0
PSMF1|ENSG00000125818.18|chr20,-0.185333810430093,0.0956425086666654,-0.0514732621210945,0.820642615581117,PSMF1|ENSG00000125818.18|chr20,ns,0
ENSG00000270299|ENSG00000270299.1|chr20,-0.216288043770984,0.253592778624081,-0.309795390479271,0.21548575067787,ENSG00000270299|ENSG00000270299.1|chr20,ns,0
SRXN1|ENSG00000271303.2|chr20,-0.216288043770984,0.253592778624081,-0.309795390479271,0.21548575067787,SRXN1|ENSG00000271303.2|chr20,ns,0
CSNK2A1|ENSG00000101266.19|chr20,-0.0866687086269841,0.502174673876712,-0.0699767478352588,0.772848955468592,CSNK2A1|ENSG00000101266.19|chr20,ns,0
TBC1D20|ENSG00000125875.15|chr20,-0.0369663483013311,0.876532734593426,-0.0980577294769493,0.700224696553187,TBC1D20|ENSG00000125875.15|chr20,ns,0
RBCK1|ENSG00000125826.22|chr20,-0.140520137694262,0.476175196140164,-0.175002363478785,0.487425799927842,RBCK1|ENSG00000125826.22|chr20,ns,0
NRSN2|ENSG00000125841.13|chr20,-0.118093679818546,0.472572043477573,-0.004347035531736,0.988128585950266,NRSN2|ENSG00000125841.13|chr20,ns,0
SOX12|ENSG00000177732.9|chr20,-0.183031342921833,0.160541215556677,-0.422850529186974,0.0257698837589998,SOX12|ENSG00000177732.9|chr20,ns,0
ZCCHC3|ENSG00000247315.4|chr20,-0.129762032405899,0.424859956354885,-0.0500788837118101,0.869550057500128,ZCCHC3|ENSG00000247315.4|chr20,ns,0
UBE2M|ENSG00000130725.8|chr19,0.0191816018913266,0.926708499922199,-0.191887787410614,0.177834645317097,UBE2M|ENSG00000130725.8|chr19,ns,0
CHMP2A|ENSG00000130724.10|chr19,-0.0423204198250643,0.845690756898768,-0.0370212115122009,0.894161667250118,CHMP2A|ENSG00000130724.10|chr19,ns,0
IDH3B|ENSG00000101365.21|chr20,-0.0816828626037594,0.561232916369498,0.148128539375676,0.378677372635691,IDH3B|ENSG00000101365.21|chr20,ns,0
TRIM28|ENSG00000130726.12|chr19,-0.335739998704417,0.0009491694564124,-0.0518500017495276,0.791625790208571,TRIM28|ENSG00000130726.12|chr19,ns,0
ZNF446|ENSG00000083838.17|chr19,-0.0100368493307317,0.969460318474324,0.0231980249179826,0.927522574373846,ZNF446|ENSG00000083838.17|chr19,ns,0
ZNF324|ENSG00000083812.13|chr19,0.388075028050953,0.0874904097794349,0.148383629824541,0.488324020625644,ZNF324|ENSG00000083812.13|chr19,ns,0
ZNF584|ENSG00000171574.18|chr19,0.0594220513923425,0.710444804000385,0.145258582990858,0.412809205803058,ZNF584|ENSG00000171574.18|chr19,ns,0
RPS5|ENSG00000083845.9|chr19,-0.188769503482833,0.0205464206571346,-0.0160888552346566,0.902080434584874,RPS5|ENSG00000083845.9|chr19,ns,0
A1BG|ENSG00000121410.12|chr19,0.139360764526279,0.397144292517117,-0.0010263773968502,0.996560878700202,A1BG|ENSG00000121410.12|chr19,ns,0
ERVK3-1|ENSG00000142396.11|chr19,0.214533737555742,0.149448335722957,0.136853522139248,0.517787441122032,ERVK3-1|ENSG00000142396.11|chr19,ns,0
ZNF8|ENSG00000278129.2|chr19,0.0679135572142412,0.759872281174679,0.0413191927508108,0.801500057865239,ZNF8|ENSG00000278129.2|chr19,ns,0
ZNF544|ENSG00000198131.15|chr19,0.0595537924175761,0.78786748579484,-0.0016066791688519,0.995503773951681,ZNF544|ENSG00000198131.15|chr19,ns,0
ZNF274|ENSG00000171606.18|chr19,0.392707704890577,0.0619960727781673,-0.0302285267380334,0.92164580001048,ZNF274|ENSG00000171606.18|chr19,ns,0
ZNF329|ENSG00000181894.15|chr19,0.0679813384358999,0.705314384419835,1.95601004008834,0.0015860948599412,ZNF329|ENSG00000181894.15|chr19,ns,0
ZSCAN18|ENSG00000121413.13|chr19,0.436567491601707,0.0272591678952585,0.3019670700642,0.241083271011195,ZSCAN18|ENSG00000121413.13|chr19,ns,0
ZNF587|ENSG00000198466.12|chr19,-0.0199516229180508,0.935122894603059,0.0272914933632091,0.931668356162516,ZNF587|ENSG00000198466.12|chr19,ns,0
ZNF587B|ENSG00000269343.9|chr19,0.0690532875309994,0.735908698856318,-0.0312010706188904,0.896428917287849,ZNF587B|ENSG00000269343.9|chr19,ns,0
ZBTB45|ENSG00000119574.13|chr19,-0.0024174883252349,0.992435079220526,0.0153282030087801,0.95998060393351,ZBTB45|ENSG00000119574.13|chr19,ns,0
GSK3A|ENSG00000105723.13|chr19,-0.15269281472112,0.425700683861628,-0.0076487952515221,0.980944026879844,GSK3A|ENSG00000105723.13|chr19,ns,0
PCED1A|ENSG00000132635.17|chr20,-0.115246139490602,0.522798756787848,-0.357010935362309,0.15110008157847,PCED1A|ENSG00000132635.17|chr20,ns,0
PTPRA|ENSG00000132670.21|chr20,-0.0566688820861181,0.797081753974119,-0.177635038281104,0.444180844510168,PTPRA|ENSG00000132670.21|chr20,ns,0
JAG1|ENSG00000101384.12|chr20,0.215391144418561,0.275991652267868,0.49327549570266,0.114345152333247,JAG1|ENSG00000101384.12|chr20,ns,0
MKKS|ENSG00000285508.1|chr20,-0.183536405913454,0.32581106118232,-0.247089112392227,0.275632870180651,MKKS|ENSG00000285508.1|chr20,ns,0
MKKS|ENSG00000125863.20|chr20,0.300278596368071,0.162774274891083,0.24992528032291,0.309314940602858,MKKS|ENSG00000125863.20|chr20,ns,0
TMX4|ENSG00000125827.9|chr20,0.0320854990760864,0.889950848590744,-0.181697493959551,0.475348763973958,TMX4|ENSG00000125827.9|chr20,ns,0
FERMT1|ENSG00000101311.17|chr20,0.0480250964881762,0.809528679519441,-0.0625084568873226,0.724831493316896,FERMT1|ENSG00000101311.17|chr20,ns,0
CRLS1|ENSG00000088766.12|chr20,-0.179579806320075,0.316933327847119,-0.056728233390807,0.84096594589565,CRLS1|ENSG00000088766.12|chr20,ns,0
ENSG00000286235|ENSG00000286235.1|chr20,-0.160976791253287,0.371651010171251,-0.0382508165961795,0.897790011965449,ENSG00000286235|ENSG00000286235.1|chr20,ns,0
MCM8|ENSG00000125885.13|chr20,-0.0263686763085709,0.898227798609397,0.097706840857932,0.677873131049687,MCM8|ENSG00000125885.13|chr20,ns,0
TRMT6|ENSG00000089195.15|chr20,0.189343545346422,0.318622405454938,0.349933480393523,0.179252127154206,TRMT6|ENSG00000089195.15|chr20,ns,0
GPCPD1|ENSG00000125772.14|chr20,0.0536238771510161,0.812548828300383,-0.0942243085951516,0.638281548931096,GPCPD1|ENSG00000125772.14|chr20,ns,0
CDS2|ENSG00000101290.14|chr20,-0.173212804819934,0.364706577776116,-0.0151960958507041,0.964267021334702,CDS2|ENSG00000101290.14|chr20,ns,0
PCNA|ENSG00000132646.11|chr20,-0.0977496891949372,0.351862278229214,-0.0656500946396618,0.692125385631858,PCNA|ENSG00000132646.11|chr20,ns,0
TMEM230|ENSG00000089063.15|chr20,-0.215025332254403,0.0719695191149107,-0.167082547395983,0.370739267093054,TMEM230|ENSG00000089063.15|chr20,ns,0
VPS16|ENSG00000215305.10|chr20,-0.103753306004214,0.601932497210515,-0.0683425627337731,0.79312604575722,VPS16|ENSG00000215305.10|chr20,ns,0
SLC23A2|ENSG00000089057.15|chr20,-0.0093064561090099,0.972510391587636,0.133198145127087,0.591031433911352,SLC23A2|ENSG00000089057.15|chr20,ns,0
SMOX|ENSG00000088826.18|chr20,0.0912953106610426,0.564678221589459,0.30994270768518,0.224896451285141,SMOX|ENSG00000088826.18|chr20,ns,0
