Gene name,Gene stable ID
FCN1,ENSG00000085265
FCRL1,ENSG00000163534
FCRL5,ENSG00000143297
FCRLA,ENSG00000132185
FCRLB,ENSG00000162746
FER1L5,ENSG00000249715
FER1L6,ENSG00000214814
FETUB,ENSG00000090512
FFAR1,ENSG00000126266
FFAR2,ENSG00000126262
FFAR3,ENSG00000185897
GPR42,ENSG00000126251
FFAR4,ENSG00000186188
FGB,ENSG00000171564
FGF10,ENSG00000070193
FGF19,ENSG00000162344
FGF17,ENSG00000158815
FGF18,ENSG00000156427
FGF21,ENSG00000105550
FGF22,ENSG00000070388
FGF23,ENSG00000118972
FGF3,ENSG00000186895
FGF4,ENSG00000075388
FGF5,ENSG00000138675
FGF6,ENSG00000111241
FGF7,ENSG00000140285
FGF8,ENSG00000107831
FGFBP1,ENSG00000137440
FGFBP3,ENSG00000174721
FGFR1,ENSG00000077782
FGFR2,ENSG00000066468
FGFR3,ENSG00000068078
FGFR4,ENSG00000160867
FGFRL1,ENSG00000127418
FGG,ENSG00000171557
FGL1,ENSG00000104760
FGL2,ENSG00000127951
FIBCD1,ENSG00000130720
FIBIN,ENSG00000176971
FICD,ENSG00000198855
FIG4,ENSG00000112367
FIS1,ENSG00000214253
FITM1,ENSG00000139914
FITM2,ENSG00000197296
FJX1,ENSG00000179431
FKBP10,ENSG00000141756
FKBP11,ENSG00000134285
FKBP14,ENSG00000106080
FKBP7,ENSG00000079150
FKBP8,ENSG00000105701
FKBP9,ENSG00000122642
FKRP,ENSG00000181027
FKTN,ENSG00000106692
FLRT1,ENSG00000126500
FLRT2,ENSG00000185070
FLRT3,ENSG00000125848
FLT3,ENSG00000122025
FLT3LG,ENSG00000090554
FLT4,ENSG00000037280
FMO1,ENSG00000010932
FMO2,ENSG00000094963
FMO3,ENSG00000007933
FMO5,ENSG00000131781
FMOD,ENSG00000122176
FMR1NB,ENSG00000176988
FN1,ENSG00000115414
FNDC3A,ENSG00000102531
FNDC3B,ENSG00000075420
FNDC4,ENSG00000115226
FNDC5,ENSG00000160097
FNDC7,ENSG00000143107
FNDC9,ENSG00000172568
FOLH1,ENSG00000086205
FOLR1,ENSG00000110195
FOLR3,ENSG00000110203
FOLR2,ENSG00000165457
FOXRED2,ENSG00000100350
FPGS,ENSG00000136877
FPR2,ENSG00000171049
FPR2,ENSG00000171049
FPR2,ENSG00000171049
FPR1,ENSG00000171051
FPR2,ENSG00000171049
FPR2,ENSG00000171049
FRAS1,ENSG00000138759
FREM1,ENSG00000164946
FREM2,ENSG00000150893
FREM3,ENSG00000183090
FRMD3,ENSG00000172159
FRRS1,ENSG00000156869
FRRS1L,ENSG00000260230
FRZB,ENSG00000162998
FSHB,ENSG00000131808
FSHR,ENSG00000170820
FST,ENSG00000134363
FSTL1,ENSG00000163430
FSTL3,ENSG00000070404
FSTL4,ENSG00000053108
FSTL5,ENSG00000168843
FUCA1,ENSG00000179163
FUCA2,ENSG00000001036
FURIN,ENSG00000140564
FUT10,ENSG00000172728
FUT11,ENSG00000196968
FUT7,ENSG00000180549
FUT9,ENSG00000172461
FXYD1,ENSG00000266964
FXYD2,ENSG00000137731
FXYD3,ENSG00000089356
FXYD4,ENSG00000150201
FXYD6,ENSG00000137726
FXYD7,ENSG00000221946
FZD1,ENSG00000157240
FZD10,ENSG00000111432
FZD2,ENSG00000180340
FZD3,ENSG00000104290
FZD4,ENSG00000174804
FZD5,ENSG00000163251
FZD6,ENSG00000164930
FZD7,ENSG00000155760
FZD8,ENSG00000177283
FZD9,ENSG00000188763
G0S2,ENSG00000123689
G6PC1,ENSG00000131482
G6PC2,ENSG00000152254
G6PC3,ENSG00000141349
GAA,ENSG00000171298
GABBR1,ENSG00000204681
GABBR2,ENSG00000136928
GABRA1,ENSG00000022355
GABRA2,ENSG00000151834
GABRA3,ENSG00000011677
GABRA4,ENSG00000109158
GABRA5,ENSG00000186297
GABRA6,ENSG00000145863
GABRB1,ENSG00000163288
GABRB2,ENSG00000145864
GABRB3,ENSG00000166206
GABRD,ENSG00000187730
GABRE,ENSG00000102287
GABRG1,ENSG00000163285
GABRG2,ENSG00000113327
GABRG3,ENSG00000182256
GABRP,ENSG00000094755
GABRQ,ENSG00000268089
GABRR1,ENSG00000146276
GABRR2,ENSG00000111886
GABRR3,ENSG00000183185
GAL,ENSG00000069482
GAL3ST1,ENSG00000128242
GAL3ST2,ENSG00000154252
GAL3ST3,ENSG00000175229
GAL3ST4,ENSG00000197093
GALC,ENSG00000054983
GALNS,ENSG00000141012
GALNT1,ENSG00000141429
GALNT10,ENSG00000164574
GALNT11,ENSG00000178234
GALNT12,ENSG00000119514
GALNT13,ENSG00000144278
GALNT14,ENSG00000158089
GALNT15,ENSG00000131386
GALNT16,ENSG00000100626
GALNT18,ENSG00000110328
GALNT2,ENSG00000143641
GALNT3,ENSG00000115339
GALNT4,ENSG00000257594
GALNT5,ENSG00000136542
GALNT7,ENSG00000109586
GALNTL5,ENSG00000106648
GALNTL6,ENSG00000174473
GALP,ENSG00000197487
GALR1,ENSG00000166573
GALR2,ENSG00000182687
GALR3,ENSG00000128310
GANAB,ENSG00000089597
GAPT,ENSG00000175857
GAS6,ENSG00000183087
GAST,ENSG00000184502
GBA,ENSG00000177628
GBGT1,ENSG00000148288
GC,ENSG00000145321
GCG,ENSG00000115263
GCGR,ENSG00000215644
GCNT1,ENSG00000187210
GCNT2,ENSG00000111846
GCNT3,ENSG00000140297
GCNT4,ENSG00000176928
GDAP1,ENSG00000104381
GDAP1L1,ENSG00000124194
GDF1,ENSG00000130283
GDF10,ENSG00000266524
GDF11,ENSG00000135414
GDF15,ENSG00000130513
GDF2,ENSG00000263761
GDF3,ENSG00000184344
GDF5,ENSG00000125965
GDF6,ENSG00000156466
GDF7,ENSG00000143869
GDF9,ENSG00000164404
GDPD1,ENSG00000153982
GDPD2,ENSG00000130055
GDPD3,ENSG00000102886
GDPD4,ENSG00000178795
GDPD5,ENSG00000158555
GFRA1,ENSG00000151892
GFRA2,ENSG00000168546
GFRA3,ENSG00000146013
GFRA4,ENSG00000125861
GFRAL,ENSG00000187871
GGCX,ENSG00000115486
GGH,ENSG00000137563
GGTLC1,ENSG00000149435
GGT1,ENSG00000100031
GGTLC2,ENSG00000100121
GGTLC3,ENSG00000274252
GGT5,ENSG00000099998
GGT7,ENSG00000131067
GH1,ENSG00000259384
CSHL1,ENSG00000204414
CSH2,ENSG00000213218
GH2,ENSG00000136487
CSH1,ENSG00000136488
GHDC,ENSG00000167925
GHITM,ENSG00000165678
GHR,ENSG00000112964
GHRH,ENSG00000118702
GHRHR,ENSG00000106128
GHRL,ENSG00000157017
GHSR,ENSG00000121853
GIMAP1,ENSG00000213203
GIMAP5,ENSG00000196329
GIMAP5,ENSG00000196329
GINM1,ENSG00000055211
GIP,ENSG00000159224
GIPR,ENSG00000010310
GJA10,ENSG00000135355
GJA3,ENSG00000121743
GJA4,ENSG00000187513
GJA5,ENSG00000265107
GJA1,ENSG00000152661
GJA8,ENSG00000121634
GJB1,ENSG00000169562
GJB2,ENSG00000165474
GJB3,ENSG00000188910
GJB4,ENSG00000189433
GJB5,ENSG00000189280
GJB6,ENSG00000121742
GJC1,ENSG00000182963
GJC2,ENSG00000198835
GJC3,ENSG00000176402
GJD2,ENSG00000159248
GJD3,ENSG00000183153
GJD4,ENSG00000177291
GJE1,ENSG00000203733
GKN1,ENSG00000169605
GKN2,ENSG00000183607
GLA,ENSG00000102393
GLB1,ENSG00000170266
GLB1L,ENSG00000163521
GLB1L2,ENSG00000149328
GLB1L3,ENSG00000166105
GLCE,ENSG00000138604
GLDN,ENSG00000186417
GLG1,ENSG00000090863
GLIPR1,ENSG00000139278
GLIPR1L1,ENSG00000173401
GLIPR1L2,ENSG00000180481
GLIPR1L1,ENSG00000173401
GLP1R,ENSG00000112164
GLP2R,ENSG00000065325
GLRA1,ENSG00000145888
GLRA2,ENSG00000101958
GLRA3,ENSG00000145451
GLRB,ENSG00000109738
GLT6D1,ENSG00000204007
GLT8D1,ENSG00000016864
GLTPD2,ENSG00000182327
PRSS3,ENSG00000010438
PRSS2,ENSG00000275896
PRSS1,ENSG00000204983
CCL21,ENSG00000137077
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
VSIG10L2,ENSG00000283703
CXADR,ENSG00000154639
C17orf78,ENSG00000278505
HAVCR1,ENSG00000113249
C1orf56,ENSG00000143443
CCL21,ENSG00000137077
IL11RA,ENSG00000137070
C10orf105,ENSG00000214688
CLDN34,ENSG00000234469
GM2A,ENSG00000196743
SIRPG,ENSG00000089012
SIRPB1,ENSG00000101307
SIRPA,ENSG00000198053
C17orf67,ENSG00000214226
C1orf127,ENSG00000175262
SLCO1A2,ENSG00000084453
SDR42E2,ENSG00000183921
LITAFD,ENSG00000283516
PRSS3,ENSG00000010438
PRSS2,ENSG00000275896
PRSS1,ENSG00000204983
SLCO1A2,ENSG00000084453
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
CXorf66,ENSG00000203933
LRRC37A3,ENSG00000176809
LRRC37B,ENSG00000185158
LRRC37A,ENSG00000176681
LRRC37A2,ENSG00000238083
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
C5orf46,ENSG00000178776
SIRPG,ENSG00000089012
SIRPB1,ENSG00000101307
SIRPA,ENSG00000198053
GML,ENSG00000104499
GNPTAB,ENSG00000111670
GNPTG,ENSG00000090581
GNRH1,ENSG00000147437
GNRHR,ENSG00000109163
GNS,ENSG00000135677
GOLGA5,ENSG00000066455
GOLGB1,ENSG00000173230
GOLIM4,ENSG00000173905
GOLM1,ENSG00000135052
GOLT1B,ENSG00000111711
GOSR1,ENSG00000108587
GOSR2,ENSG00000108433
GP1BA,ENSG00000185245
GP1BB,ENSG00000203618
GP2,ENSG00000169347
GP5,ENSG00000178732
GP6,ENSG00000088053
GP9,ENSG00000169704
GPA33,ENSG00000143167
GPAA1,ENSG00000197858
GPANK1,ENSG00000204438
GPBAR1,ENSG00000179921
GPC1,ENSG00000063660
GPC2,ENSG00000213420
GPC3,ENSG00000147257
GPC4,ENSG00000076716
GPC5,ENSG00000179399
GPC6,ENSG00000183098
GPD2,ENSG00000115159
GPHA2,ENSG00000149735
GPHB5,ENSG00000179600
GPIHBP1,ENSG00000277494
GPLD1,ENSG00000112293
GPM6A,ENSG00000150625
GPM6B,ENSG00000046653
GPNMB,ENSG00000136235
CMKLR2,ENSG00000183671
GPR101,ENSG00000165370
GPR107,ENSG00000148358
GPR108,ENSG00000125734
GPR119,ENSG00000147262
GPR12,ENSG00000132975
GPR135,ENSG00000181619
GPR137,ENSG00000173264
GPR137B,ENSG00000077585
GPR137C,ENSG00000180998
GPR139,ENSG00000180269
GPR141,ENSG00000187037
GPR142,ENSG00000257008
GPR143,ENSG00000101850
GPR146,ENSG00000164849
GPR149,ENSG00000174948
GPR15,ENSG00000154165
GPR151,ENSG00000173250
GPR152,ENSG00000175514
GPR153,ENSG00000158292
GPR155,ENSG00000163328
GPR156,ENSG00000175697
GPR157,ENSG00000180758
GPR158,ENSG00000151025
GPR160,ENSG00000173890
GPR161,ENSG00000143147
GPR162,ENSG00000250510
GPR17,ENSG00000144230
GPR171,ENSG00000174946
GPR173,ENSG00000184194
GPR174,ENSG00000147138
GPR176,ENSG00000166073
GPR179,ENSG00000277399
GPR18,ENSG00000125245
GPR180,ENSG00000152749
GPR182,ENSG00000166856
GPR183,ENSG00000169508
GPR19,ENSG00000183150
GPR20,ENSG00000204882
GPR21,ENSG00000188394
GPR22,ENSG00000172209
GPR25,ENSG00000170128
GPR26,ENSG00000154478
GPR27,ENSG00000170837
GPR3,ENSG00000181773
GPR31,ENSG00000120436
GPR33,ENSG00000214943
GPR34,ENSG00000171659
GPR35,ENSG00000178623
GPR37,ENSG00000170775
GPR37L1,ENSG00000170075
GPR39,ENSG00000183840
GPR4,ENSG00000177464
GPR45,ENSG00000135973
GPR50,ENSG00000102195
GPR52,ENSG00000203737
GPR55,ENSG00000135898
GPR6,ENSG00000146360
GPR61,ENSG00000156097
GPR62,ENSG00000180929
GPR63,ENSG00000112218
GPR65,ENSG00000140030
GPR68,ENSG00000119714
GPR75,ENSG00000119737
GPR82,ENSG00000171657
GPR83,ENSG00000123901
GPR85,ENSG00000164604
GPR87,ENSG00000138271
GPR88,ENSG00000181656
GPR89A,ENSG00000117262
GPR89B,ENSG00000188092
GPRC5A,ENSG00000013588
GPRC5B,ENSG00000167191
GPRC5C,ENSG00000170412
GPRC5D,ENSG00000111291
GPRC6A,ENSG00000173612
GPX3,ENSG00000211445
GPX4,ENSG00000167468
GPX6,ENSG00000198704
GPX7,ENSG00000116157
GPX8,ENSG00000164294
GRAMD1A,ENSG00000089351
GRAMD1B,ENSG00000023171
GRAMD1C,ENSG00000178075
GRAMD2A,ENSG00000175318
GRAMD2B,ENSG00000155324
GRAMD4,ENSG00000075240
GREM1,ENSG00000166923
GREM2,ENSG00000180875
GRIA1,ENSG00000155511
GRIA2,ENSG00000120251
GRIA3,ENSG00000125675
GRIA4,ENSG00000152578
GRID1,ENSG00000182771
GRID2,ENSG00000152208
GRIK1,ENSG00000171189
GRIK2,ENSG00000164418
GRIK3,ENSG00000163873
GRIK4,ENSG00000149403
GRIK5,ENSG00000105737
GRIN1,ENSG00000176884
GRIN2A,ENSG00000183454
GRIN2B,ENSG00000273079
GRIN2C,ENSG00000161509
GRIN2D,ENSG00000105464
GRIN3A,ENSG00000198785
GRIN3B,ENSG00000116032
GRINA,ENSG00000178719
GRM1,ENSG00000152822
GRM2,ENSG00000164082
GRM3,ENSG00000198822
GRM4,ENSG00000124493
GRM5,ENSG00000168959
GRM6,ENSG00000113262
GRM7,ENSG00000196277
GRM8,ENSG00000179603
GRN,ENSG00000030582
GRP,ENSG00000134443
GRPR,ENSG00000126010
GSG1,ENSG00000111305
GSG1L,ENSG00000169181
GSN,ENSG00000148180
GTPBP3,ENSG00000130299
GUCA2A,ENSG00000197273
GUCA2B,ENSG00000044012
GUCY2C,ENSG00000070019
GUCY2D,ENSG00000132518
GUCY2F,ENSG00000101890
GUSB,ENSG00000169919
GXYLT1,ENSG00000151233
GXYLT2,ENSG00000172986
GYPE,ENSG00000197465
GYPB,ENSG00000250361
GYPA,ENSG00000170180
GYPC,ENSG00000136732
GZMA,ENSG00000145649
GZMH,ENSG00000100450
GZMH,ENSG00000100450
GZMH,ENSG00000100450
GZMH,ENSG00000100450
GZMH,ENSG00000100450
GZMH,ENSG00000100450
GZMK,ENSG00000113088
GZMM,ENSG00000197540
GZMH,ENSG00000100450
HM13,ENSG00000101294
HLA-DQB2,ENSG00000232629
HLA-DQB1,ENSG00000179344
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-DMA,ENSG00000204257
HLA-DMB,ENSG00000242574
HLA-DMB,ENSG00000242574
HLA-DRB5,ENSG00000198502
HLA-DRB1,ENSG00000196126
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-DOA,ENSG00000204252
HLA-DOB,ENSG00000241106
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
HLA-A,ENSG00000206503
HLA-F,ENSG00000204642
HLA-E,ENSG00000204592
HLA-C,ENSG00000204525
HLA-G,ENSG00000204632
HLA-B,ENSG00000234745
H6PD,ENSG00000049239
HABP2,ENSG00000148702
HAMP,ENSG00000105697
HAPLN1,ENSG00000145681
HAPLN2,ENSG00000132702
HAPLN3,ENSG00000140511
HAPLN4,ENSG00000187664
HARS2,ENSG00000112855
HAS1,ENSG00000105509
HAS2,ENSG00000170961
HAS3,ENSG00000103044
HAVCR1,ENSG00000113249
HAVCR2,ENSG00000135077
HBEGF,ENSG00000113070
C5,ENSG00000106804
HCN1,ENSG00000164588
HCN2,ENSG00000099822
HCN3,ENSG00000143630
HCN4,ENSG00000138622
HCRT,ENSG00000161610
HCRTR1,ENSG00000121764
HCRTR2,ENSG00000137252
HCST,ENSG00000126264
HEG1,ENSG00000173706
HEMK1,ENSG00000114735
HEPACAM,ENSG00000165478
HEPACAM2,ENSG00000188175
HEPH,ENSG00000089472
HEPHL1,ENSG00000181333
HERPUD2,ENSG00000122557
HEXA,ENSG00000213614
HEXB,ENSG00000049860
HFE,ENSG00000010704
HGF,ENSG00000019991
HGFAC,ENSG00000109758
HGSNAT,ENSG00000165102
HHAT,ENSG00000054392
HHATL,ENSG00000010282
HHIP,ENSG00000164161
HHIPL1,ENSG00000182218
HHLA1,ENSG00000132297
HIGD1A,ENSG00000181061
HIGD1B,ENSG00000131097
HIGD1C,ENSG00000214511
HIGD2B,ENSG00000175202
HIGD2A,ENSG00000146066
HILPDA,ENSG00000135245
HINT2,ENSG00000137133
HMCN1,ENSG00000143341
HMCN2,ENSG00000148357
HMGCR,ENSG00000113161
HMOX1,ENSG00000100292
HMOX2,ENSG00000103415
HPR,ENSG00000261701
HP,ENSG00000257017
HPN,ENSG00000105707
HPSE,ENSG00000173083
HPSE2,ENSG00000172987
HPX,ENSG00000110169
HRC,ENSG00000130528
HRCT1,ENSG00000196196
HRG,ENSG00000113905
HRH1,ENSG00000196639
HRH2,ENSG00000113749
HRH3,ENSG00000101180
HRH4,ENSG00000134489
HS3ST1,ENSG00000002587
HS3ST2,ENSG00000122254
HS3ST3B1,ENSG00000125430
HS3ST5,ENSG00000249853
HS6ST1,ENSG00000136720
HS6ST2,ENSG00000171004
HS6ST3,ENSG00000185352
HSCB,ENSG00000100209
HSD11B1,ENSG00000117594
HSD17B12,ENSG00000149084
HSD17B2,ENSG00000086696
HSD17B6,ENSG00000025423
HSD17B7,ENSG00000132196
HSD3B7,ENSG00000099377
HSP90B1,ENSG00000166598
HSPA13,ENSG00000155304
HSPA5,ENSG00000044574
HSPG2,ENSG00000142798
HTATIP2,ENSG00000109854
HTR1A,ENSG00000178394
HTR1B,ENSG00000135312
HTR1F,ENSG00000179097
HTR2A,ENSG00000102468
HTR2B,ENSG00000135914
HTR2C,ENSG00000147246
HTR3A,ENSG00000166736
HTR3B,ENSG00000149305
HTR4,ENSG00000164270
HTR5A,ENSG00000157219
HTR6,ENSG00000158748
HTR7,ENSG00000148680
HTRA1,ENSG00000166033
HTRA2,ENSG00000115317
HTRA3,ENSG00000170801
HTRA4,ENSG00000169495
HVCN1,ENSG00000122986
HYAL2,ENSG00000068001
HYAL3,ENSG00000186792
HYOU1,ENSG00000149428
C1orf162,ENSG00000143110
IAPP,ENSG00000121351
IBSP,ENSG00000029559
ICAM1,ENSG00000090339
ICAM2,ENSG00000108622
ICAM4,ENSG00000105371
ICAM5,ENSG00000105376
ICMT,ENSG00000116237
ICOS,ENSG00000163600
ICOSLG,ENSG00000160223
IDS,ENSG00000010404
IDUA,ENSG00000127415
IFI30,ENSG00000216490
IFITM1,ENSG00000185885
IFITM3,ENSG00000142089
IFITM2,ENSG00000185201
IFITM10,ENSG00000244242
IFITM1,ENSG00000185885
IFITM3,ENSG00000142089
IFITM2,ENSG00000185201
IFITM1,ENSG00000185885
IFITM3,ENSG00000142089
IFITM2,ENSG00000185201
IFITM5,ENSG00000206013
IFITM1,ENSG00000185885
IFITM3,ENSG00000142089
IFITM2,ENSG00000185201
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNA10,ENSG00000186803
