Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
TTC26|ENSG00000105948.13|chr7	103	37	33	67	81	29
UBN2|ENSG00000157741.15|chr7	56	64	41	72	60	101
FMC1|ENSG00000164898.13|chr7	1454	1522	1164	1365	1057	1021
LUC7L2|ENSG00000146963.18|chr7	635	825	474	898	856	808
FMC1-LUC7L2|ENSG00000269955.2|chr7	0	0	0	4	2	0
KLRG2|ENSG00000188883.5|chr7	13	3	1	39	22	25
CLEC2L|ENSG00000236279.7|chr7	0	0	0	0	0	0
HIPK2|ENSG00000064393.16|chr7	236	396	293	271	274	153
TBXAS1|ENSG00000059377.18|chr7	3	7	0	0	0	0
PARP12|ENSG00000059378.13|chr7	48	95	99	61	95	38
KDM7A|ENSG00000006459.11|chr7	13	21	0	31	35	26
SLC37A3|ENSG00000157800.18|chr7	139	137	131	134	193	65
RAB19|ENSG00000146955.11|chr7	13	11	10	5	0	0
MKRN1|ENSG00000133606.11|chr7	166	250	269	422	244	251
DENND2A|ENSG00000146966.13|chr7	18	0	3	0	0	0
ADCK2|ENSG00000133597.11|chr7	408	499	396	458	450	343
BRAF|ENSG00000157764.14|chr7	20	13	3	11	39	1
MRPS33|ENSG00000090263.16|chr7	1702	1999	1467	1806	1390	1247
TMEM178B|ENSG00000261115.7|chr7	14	47	26	40	61	30
AGK|ENSG00000006530.18|chr7	0	0	0	0	0	0
DENND11|ENSG00000257093.7|chr7	0	0	0	0	0	0
WEE2|ENSG00000214102.7|chr7	0	0	0	0	0	0
SSBP1|ENSG00000106028.11|chr7	3335	3612	3077	3265	2982	2630
TAS2R3|ENSG00000127362.2|chr7	0	0	0	0	0	0
TAS2R4|ENSG00000127364.4|chr7	0	12	0	5	0	0
TAS2R5|ENSG00000127366.5|chr7	0	0	0	0	0	0
PRSS37|ENSG00000165076.14|chr7	0	0	0	0	0	0
MGAM|ENSG00000257335.8|chr7	0	0	0	0	0	0
OR9A4|ENSG00000258083.2|chr7	0	0	0	0	0	0
CLEC5A|ENSG00000258227.7|chr7	0	0	0	0	0	0
TAS2R38|ENSG00000257138.1|chr7	0	0	0	0	0	0
MGAM2|ENSG00000257743.9|chr7	0	0	0	0	0	0
PRSS58|ENSG00000258223.6|chr7	0	0	0	0	0	0
PRSS1|ENSG00000204983.15|chr7	0	0	0	0	0	0
PRSS2|ENSG00000275896.7|chr7	0	0	0	0	0	0
EPHB6|ENSG00000106123.12|chr7	0	1	0	0	0	0
TRPV6|ENSG00000165125.22|chr7	0	0	0	0	0	0
TRPV5|ENSG00000127412.7|chr7	0	0	0	0	0	0
LLCFC1|ENSG00000165131.8|chr7	0	0	0	0	0	0
KEL|ENSG00000197993.9|chr7	0	0	0	0	0	0
PIP|ENSG00000159763.4|chr7	0	0	0	0	0	0
TAS2R40|ENSG00000221937.4|chr7	0	0	0	0	0	0
GSTK1|ENSG00000197448.14|chr7	617	823	595	598	710	464
TMEM139|ENSG00000178826.11|chr7	0	0	0	0	0	0
CASP2|ENSG00000106144.20|chr7	289	560	344	631	508	324
CLCN1|ENSG00000188037.14|chr7	0	3	0	0	0	0
FAM131B|ENSG00000159784.18|chr7	14	0	0	0	0	0
ZYX|ENSG00000159840.16|chr7	13	0	0	10	0	0
EPHA1|ENSG00000146904.9|chr7	0	0	0	0	0	0
OR10AC1|ENSG00000176510.5|chr7	0	0	0	0	0	0
CTAGE15|ENSG00000271079.1|chr7	0	0	0	0	0	0
TCAF2|ENSG00000170379.21|chr7	0	0	0	0	0	0
TCAF2C|ENSG00000283528.2|chr7	0	0	0	0	0	0
CTAGE6|ENSG00000271321.1|chr7	0	0	0	0	0	0
TCAF1|ENSG00000198420.10|chr7	0	0	0	0	0	0
OR2F1|ENSG00000213215.5|chr7	0	0	0	0	0	0
OR6B1|ENSG00000221813.4|chr7	0	0	0	0	0	0
OR2A5|ENSG00000221836.4|chr7	0	0	0	0	0	0
OR2A25|ENSG00000221933.3|chr7	0	0	0	0	0	0
OR2A12|ENSG00000221858.3|chr7	0	0	0	0	0	0
OR2A14|ENSG00000221938.5|chr7	0	0	0	0	0	0
CTAGE4|ENSG00000288784.1|chr7	0	0	0	0	0	0
ARHGEF35|ENSG00000213214.6|chr7	0	0	0	0	0	0
OR2A42|ENSG00000212807.3|chr7	0	0	0	0	0	0
OR2A7|ENSG00000243896.4|chr7	0	0	0	0	0	0
CTAGE8|ENSG00000289604.1|chr7	0	0	0	0	0	0
OR2A1|ENSG00000221970.4|chr7	0	0	0	0	0	0
ARHGEF5|ENSG00000050327.15|chr7	0	0	0	0	0	0
TPK1|ENSG00000196511.15|chr7	0	0	0	0	0	0
CNTNAP2|ENSG00000174469.23|chr7	0	0	15	2	0	0
C7orf33|ENSG00000170279.3|chr7	0	0	0	0	0	0
CUL1|ENSG00000055130.18|chr7	388	372	357	717	642	381
EZH2|ENSG00000106462.12|chr7	167	229	183	422	350	151
PDIA4|ENSG00000155660.11|chr7	688	1015	787	1217	769	928
ZNF786|ENSG00000197362.15|chr7	2	15	3	22	13	43
ZNF425|ENSG00000204947.9|chr7	23	0	7	13	37	31
ZNF398|ENSG00000197024.9|chr7	13	55	34	44	46	24
ZNF282|ENSG00000170265.12|chr7	198	242	158	267	333	269
ZNF212|ENSG00000170260.9|chr7	13	34	58	66	59	66
ZNF783|ENSG00000204946.10|chr7	6	9	1	17	13	26
ZNF777|ENSG00000196453.8|chr7	40	26	14	71	59	59
ZNF746|ENSG00000181220.18|chr7	17	70	34	65	19	82
KRBA1|ENSG00000133619.18|chr7	22	33	26	41	57	69
ZNF467|ENSG00000181444.13|chr7	0	0	4	31	4	0
ZNF862|ENSG00000106479.11|chr7	2	0	0	0	4	10
LRRC61|ENSG00000127399.15|chr7	95	101	71	190	156	101
REPIN1|ENSG00000214022.12|chr7	149	243	297	178	158	163
ZNF775|ENSG00000196456.13|chr7	6	19	9	17	30	26
GIMAP8|ENSG00000171115.4|chr7	0	0	0	0	0	0
GIMAP7|ENSG00000179144.5|chr7	0	0	0	0	0	0
GIMAP4|ENSG00000133574.10|chr7	0	0	0	0	0	0
GIMAP6|ENSG00000133561.15|chr7	0	0	0	0	0	0
GIMAP2|ENSG00000106560.11|chr7	0	0	0	0	0	0
GIMAP1|ENSG00000213203.3|chr7	0	0	0	0	0	0
GIMAP1-GIMAP5|ENSG00000281887.3|chr7	0	0	0	0	0	0
GIMAP5|ENSG00000196329.12|chr7	0	0	0	0	0	0
TMEM176B|ENSG00000106565.18|chr7	0	3	24	8	17	0
TMEM176A|ENSG00000002933.9|chr7	0	4	0	0	0	0
AOC1|ENSG00000002726.21|chr7	0	0	0	0	0	0
KCNH2|ENSG00000055118.17|chr7	0	2	24	29	22	1
NOS3|ENSG00000164867.11|chr7	0	26	0	18	0	34
ABCB8|ENSG00000197150.13|chr7	13	42	66	17	28	59
ASIC3|ENSG00000213199.8|chr7	8	1	0	3	0	0
CDK5|ENSG00000164885.13|chr7	384	506	494	635	425	270
SLC4A2|ENSG00000164889.15|chr7	278	376	396	196	194	195
FASTK|ENSG00000164896.21|chr7	446	665	557	437	430	317
TMUB1|ENSG00000164897.14|chr7	174	183	215	196	143	238
AGAP3|ENSG00000133612.19|chr7	128	99	118	105	103	105
GBX1|ENSG00000164900.5|chr7	14	6	1	0	0	0
ASB10|ENSG00000146926.11|chr7	0	0	0	0	0	0
IQCA1L|ENSG00000278685.4|chr7	0	0	0	0	0	0
H2BK1|ENSG00000285480.2|chr7	4	0	8	0	0	0
ABCF2-H2BK1|ENSG00000285292.1|chr7	13	0	8	0	1	0
ABCF2|ENSG00000033050.9|chr7	968	1192	836	1057	879	689
CHPF2|ENSG00000033100.17|chr7	88	125	135	36	42	17
SMARCD3|ENSG00000082014.17|chr7	80	154	115	71	69	61
NUB1|ENSG00000013374.17|chr7	226	249	136	247	206	123
WDR86|ENSG00000187260.16|chr7	0	0	0	2	0	0
CRYGN|ENSG00000127377.10|chr7	0	0	0	0	0	0
RHEB|ENSG00000106615.10|chr7	742	913	758	692	716	452
PRKAG2|ENSG00000106617.15|chr7	24	15	25	4	0	49
GALNTL5|ENSG00000106648.14|chr7	0	0	0	0	0	0
GALNT11|ENSG00000178234.13|chr7	350	357	335	112	91	114
KMT2C|ENSG00000055609.21|chr7	51	59	2	40	52	15
XRCC2|ENSG00000196584.4|chr7	78	113	55	213	94	179
ACTR3B|ENSG00000133627.18|chr7	46	51	37	15	44	37
DPP6|ENSG00000130226.17|chr7	0	0	0	0	0	0
PAXIP1|ENSG00000157212.19|chr7	17	38	17	30	27	9
HTR5A|ENSG00000157219.5|chr7	0	0	0	0	0	0
INSIG1|ENSG00000186480.13|chr7	558	596	419	386	322	533
EN2|ENSG00000164778.4|chr7	126	110	97	108	109	212
CNPY1|ENSG00000146910.14|chr7	88	93	57	55	48	49
ENSG00000283128|ENSG00000283128.3|chr7	88	99	57	55	48	49
RBM33|ENSG00000184863.11|chr7	17	28	55	108	29	44
SHH|ENSG00000164690.8|chr7	0	5	0	0	0	0
RNF32|ENSG00000105982.17|chr7	11	36	44	0	3	0
LMBR1|ENSG00000105983.23|chr7	213	259	269	191	109	36
NOM1|ENSG00000146909.8|chr7	131	183	173	183	162	85
MNX1|ENSG00000130675.15|chr7	71	159	116	212	147	112
UBE3C|ENSG00000009335.18|chr7	164	273	217	164	128	69
DNAJB6|ENSG00000105993.15|chr7	228	330	216	465	366	316
PTPRN2|ENSG00000155093.19|chr7	9	0	0	0	0	0
NCAPG2|ENSG00000146918.20|chr7	740	852	597	528	679	577
ESYT2|ENSG00000117868.18|chr7	304	610	294	396	318	356
DYNC2I1|ENSG00000126870.16|chr7	18	52	41	139	55	38
VIPR2|ENSG00000106018.14|chr7	0	0	0	0	0	0
ZNF596|ENSG00000172748.14|chr8	11	0	0	0	0	0
FBXO25|ENSG00000147364.17|chr8	197	271	203	98	178	155
TDRP|ENSG00000180190.13|chr8	67	88	93	70	54	148
ERICH1|ENSG00000104714.14|chr8	60	93	60	111	139	39
DLGAP2|ENSG00000198010.13|chr8	0	0	0	0	0	0
CLN8|ENSG00000182372.10|chr8	0	0	0	0	0	0
ARHGEF10|ENSG00000104728.16|chr8	0	0	0	0	0	0
KBTBD11|ENSG00000176595.4|chr8	0	0	0	0	0	0
MYOM2|ENSG00000036448.10|chr8	0	18	11	0	0	0
CSMD1|ENSG00000183117.20|chr8	0	0	0	0	0	0
MCPH1|ENSG00000147316.15|chr8	0	0	0	0	0	0
ANGPT2|ENSG00000091879.14|chr8	0	0	0	0	0	34
AGPAT5|ENSG00000155189.12|chr8	0	0	0	0	0	0
XKR5|ENSG00000275591.5|chr8	0	0	0	0	0	0
DEFB1|ENSG00000164825.4|chr8	0	0	0	0	0	0
DEFA6|ENSG00000164822.5|chr8	0	0	0	0	0	0
DEFA4|ENSG00000164821.5|chr8	0	0	0	0	0	0
DEFA1|ENSG00000206047.3|chr8	0	0	0	0	0	0
DEFA1B|ENSG00000240247.8|chr8	0	0	0	0	0	0
DEFA3|ENSG00000239839.7|chr8	0	0	0	0	0	0
DEFA5|ENSG00000164816.8|chr8	0	0	0	0	0	0
ZNF705G|ENSG00000215372.6|chr8	0	0	0	0	0	0
DEFB4B|ENSG00000177257.3|chr8	0	0	0	0	0	0
DEFB103B|ENSG00000177243.3|chr8	0	0	0	0	0	0
SPAG11B|ENSG00000164871.18|chr8	0	0	0	0	0	0
DEFB104B|ENSG00000177023.2|chr8	0	0	0	0	0	0
DEFB106B|ENSG00000187082.2|chr8	0	0	0	0	0	0
DEFB105B|ENSG00000186599.8|chr8	0	0	0	0	0	0
DEFB107B|ENSG00000198129.3|chr8	0	0	0	0	0	0
PRR23D1|ENSG00000255251.2|chr8	0	0	0	0	0	0
PRR23D2|ENSG00000255378.1|chr8	0	0	0	0	0	0
DEFB107A|ENSG00000186572.2|chr8	0	0	0	0	0	0
DEFB105A|ENSG00000186562.8|chr8	0	0	0	0	0	0
DEFB106A|ENSG00000186579.3|chr8	0	0	0	0	0	0
DEFB104A|ENSG00000176782.3|chr8	0	0	0	0	0	0
SPAG11A|ENSG00000178287.18|chr8	0	0	0	0	0	0
DEFB103A|ENSG00000176797.4|chr8	0	0	0	0	0	0
DEFB4A|ENSG00000171711.3|chr8	0	0	0	0	0	0
ZNF705B|ENSG00000215356.4|chr8	0	0	0	0	0	0
FAM90A11P|ENSG00000233115.4|chr8	0	0	0	0	0	0
FAM90A24P|ENSG00000215354.9|chr8	0	0	0	0	0	0
FAM90A12P|ENSG00000254229.3|chr8	0	0	0	0	0	0
PRAG1|ENSG00000275342.5|chr8	0	0	0	5	0	0
CLDN23|ENSG00000253958.2|chr8	0	0	0	0	0	0
MFHAS1|ENSG00000147324.11|chr8	0	0	3	6	0	0
ERI1|ENSG00000104626.15|chr8	6	0	20	0	23	10
PPP1R3B|ENSG00000173281.5|chr8	0	0	0	0	0	0
TNKS|ENSG00000173273.16|chr8	0	0	0	0	0	0
MSRA|ENSG00000175806.15|chr8	27	22	7	0	21	0
PRSS55|ENSG00000184647.11|chr8	0	0	0	0	0	0
RP1L1|ENSG00000183638.6|chr8	0	0	0	0	0	0
C8orf74|ENSG00000171060.11|chr8	0	0	0	0	0	0
SOX7|ENSG00000171056.8|chr8	0	0	0	0	0	0
PINX1|ENSG00000258724.1|chr8	0	0	0	0	0	0
PINX1|ENSG00000254093.9|chr8	0	0	0	0	0	0
XKR6|ENSG00000171044.11|chr8	0	0	0	0	0	0
MTMR9|ENSG00000104643.10|chr8	0	1	0	0	13	0
SLC35G5|ENSG00000177710.6|chr8	0	0	0	0	0	0
FAM167A|ENSG00000154319.16|chr8	0	0	0	0	0	0
BLK|ENSG00000136573.15|chr8	0	0	0	0	0	0
GATA4|ENSG00000136574.19|chr8	0	0	0	0	0	0
NEIL2|ENSG00000154328.16|chr8	0	0	0	0	0	0
FDFT1|ENSG00000079459.13|chr8	0	0	0	0	0	0
CTSB|ENSG00000164733.22|chr8	253	312	378	238	219	207
DEFB134|ENSG00000205882.9|chr8	0	0	0	0	0	0
ZNF705D|ENSG00000215343.8|chr8	0	0	0	0	0	0
USP17L2|ENSG00000223443.3|chr8	0	0	0	0	0	0
FAM86B1|ENSG00000186523.15|chr8	0	0	0	0	0	0
FAM86B2|ENSG00000145002.13|chr8	0	0	0	0	0	0
LONRF1|ENSG00000154359.13|chr8	0	0	0	0	0	0
TRMT9B|ENSG00000250305.9|chr8	0	0	0	0	0	0
DLC1|ENSG00000164741.15|chr8	7	9	22	20	16	13
C8orf48|ENSG00000164743.5|chr8	0	4	0	0	0	20
SGCZ|ENSG00000185053.14|chr8	0	0	0	0	0	0
MSR1|ENSG00000038945.15|chr8	0	0	0	0	0	0
FGF20|ENSG00000078579.9|chr8	0	0	0	0	0	0
MICU3|ENSG00000155970.12|chr8	0	15	7	8	0	38
CNOT7|ENSG00000198791.12|chr8	1019	1377	1135	698	770	757
VPS37A|ENSG00000155975.10|chr8	27	58	53	63	76	133
MTMR7|ENSG00000003987.14|chr8	0	10	18	0	33	0
SLC7A2|ENSG00000003989.18|chr8	72	84	110	78	72	14
PDGFRL|ENSG00000104213.13|chr8	80	114	85	21	39	98
MTUS1|ENSG00000129422.15|chr8	58	65	16	49	103	45
FGL1|ENSG00000104760.17|chr8	0	0	0	0	0	0
PCM1|ENSG00000078674.19|chr8	131	241	197	189	209	205
ASAH1|ENSG00000104763.20|chr8	257	282	254	180	87	225
NAT1|ENSG00000171428.15|chr8	0	13	0	0	1	0
NAT2|ENSG00000156006.5|chr8	13	0	0	0	0	0
PSD3|ENSG00000156011.18|chr8	51	61	63	136	59	97
SH2D4A|ENSG00000104611.12|chr8	36	26	46	10	79	60
CSGALNACT1|ENSG00000147408.16|chr8	0	0	0	0	0	0
INTS10|ENSG00000104613.12|chr8	279	317	399	196	318	267
LPL|ENSG00000175445.17|chr8	48	44	9	30	54	13
SLC18A1|ENSG00000036565.15|chr8	0	0	0	0	0	0
ATP6V1B2|ENSG00000147416.11|chr8	396	477	461	630	449	405
LZTS1|ENSG00000061337.15|chr8	0	3	0	0	19	28
GFRA2|ENSG00000168546.11|chr8	0	2	0	0	0	0
DOK2|ENSG00000147443.13|chr8	0	0	0	0	0	0
XPO7|ENSG00000130227.17|chr8	490	722	459	535	478	359
NPM2|ENSG00000158806.14|chr8	0	0	0	0	0	0
FGF17|ENSG00000158815.11|chr8	0	0	0	0	0	0
DMTN|ENSG00000158856.19|chr8	14	23	58	10	17	5
FHIP2B|ENSG00000158863.22|chr8	37	51	41	41	12	15
NUDT18|ENSG00000275074.2|chr8	20	9	10	12	33	17
HR|ENSG00000168453.16|chr8	0	5	0	0	0	0
HRURF|ENSG00000288677.2|chr8	0	0	0	0	0	0
REEP4|ENSG00000168476.12|chr8	196	239	150	260	254	164
LGI3|ENSG00000168481.9|chr8	0	8	4	12	0	0
BMP1|ENSG00000168487.20|chr8	45	23	21	10	12	0
PHYHIP|ENSG00000168490.14|chr8	0	0	0	0	0	0
POLR3D|ENSG00000168495.13|chr8	121	132	68	184	103	126
PIWIL2|ENSG00000197181.12|chr8	0	0	16	0	12	25
SLC39A14|ENSG00000104635.15|chr8	74	169	172	109	235	76
PPP3CC|ENSG00000120910.15|chr8	48	32	3	41	56	16
SORBS3|ENSG00000120896.14|chr8	215	236	201	113	78	66
PDLIM2|ENSG00000120913.24|chr8	19	52	46	55	18	7
ENSG00000248235|ENSG00000248235.6|chr8	0	0	0	0	0	0
C8orf58|ENSG00000241852.11|chr8	10	8	15	0	34	43
CCAR2|ENSG00000158941.17|chr8	252	333	213	215	233	93
BIN3|ENSG00000147439.14|chr8	27	54	34	53	35	24
EGR3|ENSG00000179388.9|chr8	0	10	0	0	22	22
PEBP4|ENSG00000134020.8|chr8	0	0	0	0	0	0
RHOBTB2|ENSG00000008853.18|chr8	23	44	30	14	30	45
TNFRSF10B|ENSG00000120889.13|chr8	170	179	128	183	114	102
TNFRSF10C|ENSG00000173535.15|chr8	0	1	0	0	0	0
TNFRSF10D|ENSG00000173530.6|chr8	211	223	236	82	41	59
TNFRSF10A|ENSG00000104689.10|chr8	0	0	0	0	0	0
CHMP7|ENSG00000147457.14|chr8	67	81	102	151	77	78
R3HCC1|ENSG00000104679.12|chr8	677	835	639	525	510	344
LOXL2|ENSG00000134013.16|chr8	4	14	8	0	0	2
ENTPD4|ENSG00000197217.13|chr8	71	88	34	68	74	37
SLC25A37|ENSG00000147454.14|chr8	118	94	85	110	140	65
NKX3-1|ENSG00000167034.10|chr8	22	27	29	27	71	44
NKX2-6|ENSG00000180053.8|chr8	0	0	0	0	0	0
STC1|ENSG00000159167.12|chr8	0	10	2	0	19	0
ADAM28|ENSG00000042980.14|chr8	0	0	0	0	0	0
ADAMDEC1|ENSG00000134028.14|chr8	0	0	0	0	0	0
ADAM7|ENSG00000069206.15|chr8	0	0	0	0	0	0
NEFM|ENSG00000104722.14|chr8	0	0	0	0	0	0
NEFL|ENSG00000277586.4|chr8	192	302	162	194	143	200
DOCK5|ENSG00000147459.18|chr8	21	58	11	53	25	9
GNRH1|ENSG00000147437.10|chr8	0	0	0	0	0	0
KCTD9|ENSG00000104756.16|chr8	145	144	99	94	171	129
CDCA2|ENSG00000184661.14|chr8	11	19	32	57	33	15
EBF2|ENSG00000221818.9|chr8	9	22	36	22	8	12
PPP2R2A|ENSG00000221914.11|chr8	704	775	657	860	926	607
BNIP3L|ENSG00000104765.16|chr8	520	546	466	455	337	326
PNMA2|ENSG00000240694.9|chr8	182	262	182	228	177	187
DPYSL2|ENSG00000092964.18|chr8	241	287	380	278	203	225
ADRA1A|ENSG00000120907.18|chr8	0	0	0	0	0	0
STMN4|ENSG00000015592.17|chr8	0	0	13	0	0	0
TRIM35|ENSG00000104228.13|chr8	16	22	12	72	64	86
PTK2B|ENSG00000120899.18|chr8	12	8	5	4	1	16
CHRNA2|ENSG00000120903.13|chr8	0	0	0	0	0	0
EPHX2|ENSG00000120915.14|chr8	89	87	85	114	131	109
CLU|ENSG00000120885.22|chr8	415	666	491	724	535	457
SCARA3|ENSG00000168077.14|chr8	79	85	89	29	33	57
CCDC25|ENSG00000147419.19|chr8	349	549	385	351	312	69
ESCO2|ENSG00000171320.15|chr8	105	126	85	140	169	126
PBK|ENSG00000168078.10|chr8	287	311	305	225	200	139
SCARA5|ENSG00000168079.17|chr8	35	8	19	17	78	30
NUGGC|ENSG00000189233.12|chr8	0	0	0	0	0	0
ELP3|ENSG00000134014.18|chr8	113	205	177	76	193	83
ZNF395|ENSG00000186918.14|chr8	172	339	269	329	169	184
FBXO16|ENSG00000214050.8|chr8	1	0	12	26	12	0
FZD3|ENSG00000104290.11|chr8	143	125	118	82	92	42
EXTL3|ENSG00000012232.10|chr8	108	150	91	103	92	25
INTS9|ENSG00000104299.15|chr8	47	20	34	7	41	10
HMBOX1|ENSG00000147421.18|chr8	12	15	51	60	16	21
KIF13B|ENSG00000197892.13|chr8	0	0	7	41	2	30
DUSP4|ENSG00000120875.9|chr8	7	9	0	24	61	0
SARAF|ENSG00000133872.14|chr8	844	1042	676	495	599	552
LEPROTL1|ENSG00000104660.19|chr8	371	550	372	502	446	208
MBOAT4|ENSG00000177669.4|chr8	0	0	0	0	0	0
DCTN6|ENSG00000104671.8|chr8	419	358	273	241	237	156
GTF2E2|ENSG00000197265.9|chr8	282	340	335	379	288	221
SMIM18|ENSG00000253457.3|chr8	0	0	7	0	0	0
GSR|ENSG00000104687.14|chr8	1419	1523	1283	875	1119	753
UBXN8|ENSG00000104691.16|chr8	372	295	350	336	184	123
PPP2CB|ENSG00000104695.13|chr8	791	707	665	718	673	519
TEX15|ENSG00000133863.9|chr8	7	10	7	15	13	1
PURG|ENSG00000172733.12|chr8	0	0	0	0	0	0
WRN|ENSG00000165392.11|chr8	31	32	17	70	73	56
NRG1|ENSG00000157168.20|chr8	0	0	0	0	0	0
FUT10|ENSG00000172728.16|chr8	0	4	14	0	22	0
TTI2|ENSG00000129696.13|chr8	82	56	105	41	103	78
MAK16|ENSG00000198042.11|chr8	69	83	88	154	154	56
RNF122|ENSG00000133874.2|chr8	0	10	0	31	0	0
DUSP26|ENSG00000133878.9|chr8	9	2	0	0	16	37
UNC5D|ENSG00000156687.11|chr8	0	0	0	0	0	0
KCNU1|ENSG00000215262.8|chr8	0	0	0	0	0	0
ZNF703|ENSG00000183779.7|chr8	352	470	333	403	391	357
ERLIN2|ENSG00000147475.17|chr8	152	234	246	202	95	96
PLPBP|ENSG00000147471.12|chr8	192	342	330	314	190	147
ADGRA2|ENSG00000020181.18|chr8	0	12	2	0	0	0
BRF2|ENSG00000104221.13|chr8	23	29	17	49	1	20
RAB11FIP1|ENSG00000156675.16|chr8	105	160	101	118	115	110
GOT1L1|ENSG00000169154.7|chr8	0	0	0	0	0	0
ENSG00000285880|ENSG00000285880.1|chr8	0	0	0	0	0	0
ADRB3|ENSG00000188778.6|chr8	0	0	0	0	0	0
EIF4EBP1|ENSG00000187840.5|chr8	880	1301	838	785	870	977
ASH2L|ENSG00000129691.16|chr8	141	192	91	175	137	95
STAR|ENSG00000147465.12|chr8	0	0	0	14	0	0
LSM1|ENSG00000175324.10|chr8	633	751	565	421	486	368
BAG4|ENSG00000156735.11|chr8	23	39	26	39	33	36
PLPP5|ENSG00000147535.17|chr8	47	76	77	92	59	25
NSD3|ENSG00000147548.17|chr8	44	100	30	126	62	106
LETM2|ENSG00000165046.13|chr8	0	5	0	0	16	0
FGFR1|ENSG00000077782.22|chr8	298	437	329	290	269	190
TACC1|ENSG00000147526.20|chr8	224	262	148	191	137	200
PLEKHA2|ENSG00000169499.15|chr8	26	37	6	15	37	3
HTRA4|ENSG00000169495.5|chr8	0	0	0	0	0	0
TM2D2|ENSG00000169490.17|chr8	127	138	104	55	61	45
ADAM9|ENSG00000168615.13|chr8	0	0	11	0	0	0
ADAM32|ENSG00000197140.15|chr8	0	0	0	0	0	0
ADAM18|ENSG00000168619.16|chr8	0	0	0	0	0	0
IDO1|ENSG00000131203.13|chr8	0	0	0	0	0	0
IDO2|ENSG00000188676.15|chr8	0	0	0	0	0	0
TCIM|ENSG00000176907.5|chr8	0	0	0	0	0	0
ZMAT4|ENSG00000165061.15|chr8	0	0	0	0	0	0
SFRP1|ENSG00000104332.12|chr8	55	86	29	76	71	47
GINS4|ENSG00000147536.12|chr8	376	410	339	352	268	195
GPAT4|ENSG00000158669.11|chr8	197	192	217	209	253	210
NKX6-3|ENSG00000165066.13|chr8	0	0	0	0	0	0
KAT6A|ENSG00000083168.11|chr8	73	172	125	203	147	159
AP3M2|ENSG00000070718.12|chr8	90	33	86	178	114	154
PLAT|ENSG00000104368.19|chr8	83	55	50	33	16	57
IKBKB|ENSG00000104365.16|chr8	71	48	51	113	57	39
POLB|ENSG00000070501.12|chr8	264	335	261	190	292	161
DKK4|ENSG00000104371.5|chr8	0	0	0	0	0	0
VDAC3|ENSG00000078668.14|chr8	2901	3551	2759	3291	3218	2281
SLC20A2|ENSG00000168575.10|chr8	58	69	56	45	38	11
SMIM19|ENSG00000176209.12|chr8	212	142	151	58	169	107
CHRNB3|ENSG00000147432.7|chr8	0	0	0	0	0	0
CHRNA6|ENSG00000147434.9|chr8	0	0	0	0	0	0
THAP1|ENSG00000131931.8|chr8	13	7	18	34	57	45
RNF170|ENSG00000120925.16|chr8	126	118	104	115	125	118
HOOK3|ENSG00000168172.9|chr8	206	174	207	144	192	60
FNTA|ENSG00000168522.13|chr8	180	204	246	240	222	174
POMK|ENSG00000185900.11|chr8	0	0	0	0	19	0
HGSNAT|ENSG00000165102.15|chr8	115	129	115	76	74	73
POTEA|ENSG00000188877.12|chr8	0	0	0	0	0	0
SPIDR|ENSG00000164808.17|chr8	79	58	79	87	44	71
CEBPD|ENSG00000221869.5|chr8	10	54	9	22	19	21
PRKDC|ENSG00000253729.9|chr8	133	168	173	192	227	95
MCM4|ENSG00000104738.19|chr8	2232	2541	2282	2214	2374	1523
UBE2V2|ENSG00000169139.12|chr8	1101	1097	979	820	993	690
CLXN|ENSG00000034239.11|chr8	0	0	0	0	0	0
SNAI2|ENSG00000019549.13|chr8	0	4	3	0	0	0
PPDPFL|ENSG00000168333.14|chr8	0	0	0	0	0	0
SNTG1|ENSG00000147481.17|chr8	0	0	0	0	0	0
PXDNL|ENSG00000147485.13|chr8	0	0	0	0	0	0
PCMTD1|ENSG00000168300.14|chr8	12	23	22	9	0	0
ST18|ENSG00000147488.13|chr8	0	0	0	0	0	0
RB1CC1|ENSG00000023287.13|chr8	70	82	84	65	58	105
NPBWR1|ENSG00000288611.1|chr8	0	5	0	7	0	0
OPRK1|ENSG00000082556.14|chr8	0	0	0	0	0	0
ATP6V1H|ENSG00000047249.18|chr8	176	249	197	414	249	96
RGS20|ENSG00000147509.14|chr8	7	0	0	12	22	7
TCEA1|ENSG00000187735.15|chr8	287	487	277	273	337	288
LYPLA1|ENSG00000120992.18|chr8	780	1095	862	553	371	402
MRPL15|ENSG00000137547.9|chr8	938	1097	843	1053	1182	928
SOX17|ENSG00000164736.6|chr8	0	0	0	0	0	0
RP1|ENSG00000104237.11|chr8	0	0	0	0	0	0
XKR4|ENSG00000206579.9|chr8	0	0	0	0	0	0
TMEM68|ENSG00000167904.16|chr8	29	50	26	17	34	47
TGS1|ENSG00000137574.11|chr8	0	10	1	18	1	30
LYN|ENSG00000254087.8|chr8	235	144	125	240	288	184
RPS20|ENSG00000008988.11|chr8	3505	4211	3158	4332	3487	2976
PLAG1|ENSG00000181690.8|chr8	10	11	24	14	23	78
CHCHD7|ENSG00000170791.18|chr8	472	563	445	569	545	509
SDR16C5|ENSG00000170786.13|chr8	0	0	0	0	0	0
PENK|ENSG00000181195.11|chr8	0	0	0	0	0	0
