Gene	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
PPP2CB|ENSG00000104695.13|chr8	1188	1086	920	1159	1131	969
TEX15|ENSG00000133863.9|chr8	63	56	29	51	47	47
PURG|ENSG00000172733.12|chr8	1	15	2	2	0	0
WRN|ENSG00000165392.11|chr8	97	84	119	228	201	183
NRG1|ENSG00000157168.20|chr8	0	0	0	0	0	0
FUT10|ENSG00000172728.16|chr8	56	22	26	51	52	21
TTI2|ENSG00000129696.13|chr8	278	192	185	274	261	223
MAK16|ENSG00000198042.11|chr8	368	324	364	455	474	444
RNF122|ENSG00000133874.2|chr8	1	2	0	2	24	9
DUSP26|ENSG00000133878.9|chr8	7	13	6	18	8	11
UNC5D|ENSG00000156687.11|chr8	0	0	0	0	0	0
KCNU1|ENSG00000215262.8|chr8	0	0	2	0	0	0
ZNF703|ENSG00000183779.7|chr8	1824	1785	1684	2116	1883	1547
ERLIN2|ENSG00000147475.17|chr8	336	340	249	375	373	288
PLPBP|ENSG00000147471.12|chr8	529	464	503	407	473	359
ADGRA2|ENSG00000020181.18|chr8	47	19	32	8	14	11
BRF2|ENSG00000104221.13|chr8	151	116	89	213	165	157
RAB11FIP1|ENSG00000156675.16|chr8	451	368	451	370	393	421
GOT1L1|ENSG00000169154.7|chr8	0	0	0	0	0	0
ENSG00000285880|ENSG00000285880.1|chr8	0	0	0	0	0	0
ADRB3|ENSG00000188778.6|chr8	0	0	0	0	0	0
EIF4EBP1|ENSG00000187840.5|chr8	564	600	563	592	587	513
ASH2L|ENSG00000129691.16|chr8	207	193	275	252	279	259
STAR|ENSG00000147465.12|chr8	0	0	0	2	0	0
LSM1|ENSG00000175324.10|chr8	948	769	719	847	925	868
BAG4|ENSG00000156735.11|chr8	208	162	161	224	235	226
PLPP5|ENSG00000147535.17|chr8	107	77	93	179	134	190
NSD3|ENSG00000147548.17|chr8	227	251	267	256	273	186
LETM2|ENSG00000165046.13|chr8	19	13	14	16	37	7
FGFR1|ENSG00000077782.22|chr8	685	533	555	607	667	564
TACC1|ENSG00000147526.20|chr8	744	788	758	678	552	660
PLEKHA2|ENSG00000169499.15|chr8	82	106	84	88	47	66
HTRA4|ENSG00000169495.5|chr8	3	0	0	0	0	0
TM2D2|ENSG00000169490.17|chr8	271	176	134	191	191	195
ADAM9|ENSG00000168615.13|chr8	0	0	1	0	0	0
ADAM32|ENSG00000197140.15|chr8	0	0	0	0	0	0
ADAM18|ENSG00000168619.16|chr8	0	0	0	0	0	0
IDO1|ENSG00000131203.13|chr8	0	0	0	0	0	1
IDO2|ENSG00000188676.15|chr8	0	0	0	0	0	0
TCIM|ENSG00000176907.5|chr8	0	0	0	0	0	0
ZMAT4|ENSG00000165061.15|chr8	0	0	0	0	0	0
SFRP1|ENSG00000104332.12|chr8	122	93	77	122	119	98
GINS4|ENSG00000147536.12|chr8	693	534	556	534	507	483
GPAT4|ENSG00000158669.11|chr8	328	318	303	332	358	323
NKX6-3|ENSG00000165066.13|chr8	0	0	0	0	0	0
KAT6A|ENSG00000083168.11|chr8	1105	1149	1166	1460	1290	1186
AP3M2|ENSG00000070718.12|chr8	408	310	353	608	515	596
PLAT|ENSG00000104368.19|chr8	74	85	66	50	105	78
IKBKB|ENSG00000104365.16|chr8	123	137	114	176	160	147
POLB|ENSG00000070501.12|chr8	383	350	264	419	388	419
DKK4|ENSG00000104371.5|chr8	0	0	0	0	0	0
VDAC3|ENSG00000078668.14|chr8	3036	2547	2762	2291	2561	2445
SLC20A2|ENSG00000168575.10|chr8	100	155	102	113	55	98
SMIM19|ENSG00000176209.12|chr8	231	181	280	158	205	201
CHRNB3|ENSG00000147432.7|chr8	0	0	0	0	0	0
CHRNA6|ENSG00000147434.9|chr8	0	2	0	0	0	0
THAP1|ENSG00000131931.8|chr8	117	188	207	186	180	175
RNF170|ENSG00000120925.16|chr8	122	149	124	125	210	180
HOOK3|ENSG00000168172.9|chr8	592	479	580	639	686	606
FNTA|ENSG00000168522.13|chr8	300	261	266	386	371	305
POMK|ENSG00000185900.11|chr8	0	0	0	1	0	6
HGSNAT|ENSG00000165102.15|chr8	334	215	199	191	332	251
POTEA|ENSG00000188877.12|chr8	0	0	0	0	0	0
SPIDR|ENSG00000164808.17|chr8	109	106	114	108	92	87
CEBPD|ENSG00000221869.5|chr8	82	75	140	91	79	103
PRKDC|ENSG00000253729.9|chr8	581	412	466	623	602	477
MCM4|ENSG00000104738.19|chr8	3416	2675	2966	3302	3171	3112
UBE2V2|ENSG00000169139.12|chr8	1146	1162	1191	1154	1147	1119
CLXN|ENSG00000034239.11|chr8	0	0	0	0	0	0
SNAI2|ENSG00000019549.13|chr8	17	13	4	3	6	14
PPDPFL|ENSG00000168333.14|chr8	0	0	0	0	0	0
SNTG1|ENSG00000147481.17|chr8	0	0	0	0	0	0
PXDNL|ENSG00000147485.13|chr8	0	0	0	0	0	0
PCMTD1|ENSG00000168300.14|chr8	74	83	48	75	81	87
ST18|ENSG00000147488.13|chr8	0	0	0	0	0	0
RB1CC1|ENSG00000023287.13|chr8	507	348	354	454	448	390
NPBWR1|ENSG00000288611.1|chr8	3	1	0	1	0	2
OPRK1|ENSG00000082556.14|chr8	0	0	0	0	0	0
ATP6V1H|ENSG00000047249.18|chr8	297	268	237	319	332	267
RGS20|ENSG00000147509.14|chr8	12	31	19	11	30	14
TCEA1|ENSG00000187735.15|chr8	694	670	694	741	656	698
LYPLA1|ENSG00000120992.18|chr8	1942	1652	1650	1552	1661	1626
MRPL15|ENSG00000137547.9|chr8	1215	1111	1008	1190	1184	1278
SOX17|ENSG00000164736.6|chr8	0	0	0	0	0	0
RP1|ENSG00000104237.11|chr8	0	0	0	0	0	0
XKR4|ENSG00000206579.9|chr8	2	0	0	0	0	0
TMEM68|ENSG00000167904.16|chr8	41	64	84	90	71	60
TGS1|ENSG00000137574.11|chr8	91	111	86	136	52	106
LYN|ENSG00000254087.8|chr8	461	391	467	510	400	404
RPS20|ENSG00000008988.11|chr8	2804	2706	2467	2950	2747	2617
PLAG1|ENSG00000181690.8|chr8	300	184	204	347	348	302
CHCHD7|ENSG00000170791.18|chr8	480	473	466	467	546	534
SDR16C5|ENSG00000170786.13|chr8	0	0	0	0	0	0
PENK|ENSG00000181195.11|chr8	0	0	0	0	0	0
BPNT2|ENSG00000104331.9|chr8	899	860	988	1002	584	849
FAM110B|ENSG00000169122.12|chr8	51	58	42	49	103	47
UBXN2B|ENSG00000215114.10|chr8	120	135	122	168	119	153
CYP7A1|ENSG00000167910.4|chr8	0	0	0	0	0	0
SDCBP|ENSG00000137575.12|chr8	1227	1145	1123	1188	1100	974
NSMAF|ENSG00000035681.9|chr8	171	129	144	197	167	126
TOX|ENSG00000198846.6|chr8	0	0	0	4	0	0
RAB2A|ENSG00000104388.15|chr8	734	654	782	751	761	713
CHD7|ENSG00000171316.14|chr8	215	176	295	250	244	297
CLVS1|ENSG00000177182.11|chr8	0	0	0	0	0	0
ASPH|ENSG00000198363.18|chr8	274	222	234	268	318	205
NKAIN3|ENSG00000185942.13|chr8	0	0	0	0	0	0
GGH|ENSG00000137563.13|chr8	866	651	647	602	647	524
TTPA|ENSG00000137561.5|chr8	1	10	17	3	5	5
YTHDF3|ENSG00000185728.17|chr8	1280	1213	1280	1258	1251	1257
BHLHE22|ENSG00000180828.3|chr8	10	1	3	11	10	11
CYP7B1|ENSG00000172817.4|chr8	72	58	42	48	66	31
ARMC1|ENSG00000104442.10|chr8	1586	1407	1336	2048	1943	1825
MTFR1|ENSG00000066855.16|chr8	420	333	384	417	439	431
PDE7A|ENSG00000205268.11|chr8	54	124	70	85	96	124
DNAJC5B|ENSG00000147570.10|chr8	0	0	0	0	0	0
TRIM55|ENSG00000147573.17|chr8	0	0	0	0	0	0
CRH|ENSG00000147571.5|chr8	0	0	0	0	0	0
RRS1|ENSG00000179041.4|chr8	353	305	304	374	391	310
ADHFE1|ENSG00000147576.17|chr8	0	0	8	2	0	2
VXN|ENSG00000169085.14|chr8	0	0	0	0	0	0
MYBL1|ENSG00000185697.17|chr8	129	96	158	96	81	126
VCPIP1|ENSG00000175073.8|chr8	185	132	214	203	228	221
C8orf44-SGK3|ENSG00000288602.1|chr8	86	59	37	126	139	63
SGK3|ENSG00000104205.16|chr8	268	229	228	314	323	203
MCMDC2|ENSG00000178460.18|chr8	0	0	0	0	0	0
TCF24|ENSG00000261787.2|chr8	19	12	10	21	8	17
PPP1R42|ENSG00000178125.15|chr8	0	0	0	0	0	0
COPS5|ENSG00000121022.14|chr8	496	445	404	486	419	511
CSPP1|ENSG00000104218.16|chr8	68	48	89	68	134	85
ARFGEF1|ENSG00000066777.9|chr8	58	115	99	155	145	137
CPA6|ENSG00000165078.13|chr8	0	0	0	0	0	0
PREX2|ENSG00000046889.19|chr8	18	1	11	6	0	0
C8orf34|ENSG00000165084.16|chr8	0	4	1	4	0	2
SULF1|ENSG00000137573.14|chr8	1	5	0	3	0	9
SLCO5A1|ENSG00000137571.11|chr8	21	12	45	20	24	17
PRDM14|ENSG00000147596.4|chr8	0	0	0	0	0	0
NCOA2|ENSG00000140396.13|chr8	161	140	167	214	221	171
TRAM1|ENSG00000067167.8|chr8	1265	1171	1021	1325	1223	1363
LACTB2|ENSG00000147592.9|chr8	240	145	231	261	286	272
XKR9|ENSG00000221947.8|chr8	0	5	0	0	0	0
EYA1|ENSG00000104313.20|chr8	34	21	44	34	67	47
MSC|ENSG00000178860.9|chr8	0	0	5	2	27	2
TRPA1|ENSG00000104321.11|chr8	2	1	6	11	14	8
KCNB2|ENSG00000182674.6|chr8	10	15	4	2	1	4
TERF1|ENSG00000147601.15|chr8	429	525	445	561	445	396
SBSPON|ENSG00000164764.11|chr8	0	0	0	0	0	0
C8orf89|ENSG00000274443.5|chr8	0	0	0	2	0	0
RDH10|ENSG00000121039.10|chr8	173	152	171	204	134	169
STAU2|ENSG00000040341.18|chr8	14	4	4	2	2	6
UBE2W|ENSG00000104343.21|chr8	278	242	273	300	351	279
ELOC|ENSG00000154582.18|chr8	1211	1101	1173	1030	1107	1000
TMEM70|ENSG00000175606.11|chr8	565	584	547	701	690	578
LY96|ENSG00000154589.7|chr8	0	0	0	0	0	0
GDAP1|ENSG00000104381.14|chr8	374	250	282	362	284	226
PI15|ENSG00000137558.9|chr8	20	0	3	1	3	0
CRISPLD1|ENSG00000121005.9|chr8	80	63	70	41	72	58
HNF4G|ENSG00000164749.13|chr8	1	7	0	0	0	1
ZFHX4|ENSG00000091656.19|chr8	393	340	451	288	309	257
PEX2|ENSG00000164751.15|chr8	188	167	137	151	178	137
PKIA|ENSG00000171033.13|chr8	223	147	154	139	246	182
ZC2HC1A|ENSG00000104427.12|chr8	247	144	145	282	282	271
IL7|ENSG00000104432.14|chr8	0	0	0	0	0	0
STMN2|ENSG00000104435.14|chr8	0	0	0	0	0	0
HEY1|ENSG00000164683.18|chr8	447	331	332	775	666	513
MRPS28|ENSG00000147586.10|chr8	341	256	315	393	446	326
TPD52|ENSG00000076554.16|chr8	949	837	814	981	969	988
ZBTB10|ENSG00000205189.12|chr8	751	618	741	1430	1230	1200
ZNF704|ENSG00000164684.13|chr8	374	334	286	337	236	221
PAG1|ENSG00000076641.4|chr8	428	390	460	478	481	382
FABP5|ENSG00000164687.11|chr8	1	2	1	3	9	1
PMP2|ENSG00000147588.7|chr8	0	0	0	0	0	0
FABP9|ENSG00000205186.4|chr8	0	0	0	0	0	0
FABP4|ENSG00000170323.9|chr8	0	0	0	0	0	0
FABP12|ENSG00000197416.5|chr8	0	0	0	0	0	0
IMPA1|ENSG00000133731.10|chr8	360	308	326	426	338	320
SLC10A5|ENSG00000253598.3|chr8	0	0	0	0	0	0
ZFAND1|ENSG00000104231.11|chr8	145	178	160	307	289	260
CHMP4C|ENSG00000164695.5|chr8	212	261	216	340	307	243
SNX16|ENSG00000104497.15|chr8	42	50	45	36	43	70
RALYL|ENSG00000184672.12|chr8	0	0	0	0	0	0
LRRCC1|ENSG00000133739.16|chr8	32	24	14	26	37	43
E2F5|ENSG00000133740.11|chr8	188	149	161	217	230	212
RBIS|ENSG00000176731.12|chr8	1277	1106	1049	943	932	1011
CA13|ENSG00000185015.8|chr8	21	34	61	69	105	56
CA1|ENSG00000133742.14|chr8	0	0	0	0	0	0
CA3|ENSG00000164879.7|chr8	15	0	1	0	0	8
CA2|ENSG00000104267.10|chr8	198	221	164	232	221	170
ATP6V0D2|ENSG00000147614.4|chr8	0	0	1	0	0	0
PSKH2|ENSG00000147613.8|chr8	0	0	0	0	0	0
SLC7A13|ENSG00000164893.9|chr8	0	0	0	0	0	0
WWP1|ENSG00000123124.14|chr8	361	390	357	357	284	405
RMDN1|ENSG00000176623.12|chr8	391	359	388	419	396	254
CPNE3|ENSG00000085719.13|chr8	928	958	919	1077	930	1018
CNGB3|ENSG00000170289.13|chr8	0	0	0	0	0	0
CNBD1|ENSG00000176571.13|chr8	0	0	0	0	0	0
DCAF4L2|ENSG00000176566.5|chr8	0	0	0	0	0	0
MMP16|ENSG00000156103.16|chr8	0	0	0	0	0	0
RIPK2|ENSG00000104312.8|chr8	153	184	172	284	277	272
OSGIN2|ENSG00000164823.11|chr8	223	178	246	312	348	249
NBN|ENSG00000104320.15|chr8	564	471	548	514	707	570
DECR1|ENSG00000104325.7|chr8	0	0	0	0	0	3
CALB1|ENSG00000104327.7|chr8	0	0	0	0	0	0
TMEM64|ENSG00000180694.14|chr8	280	278	257	261	174	175
NECAB1|ENSG00000123119.12|chr8	3	1	0	0	0	0
C8orf88|ENSG00000253250.3|chr8	210	143	94	186	117	151
PIP4P2|ENSG00000155099.8|chr8	175	120	170	157	111	126
OTUD6B|ENSG00000155100.11|chr8	270	268	305	418	378	341
LRRC69|ENSG00000214954.9|chr8	133	111	91	86	107	109
SLC26A7|ENSG00000147606.9|chr8	0	0	0	7	0	0
TRIQK|ENSG00000205133.12|chr8	139	100	114	133	121	190
CIBAR1|ENSG00000188343.14|chr8	371	340	256	305	282	276
RBM12B|ENSG00000183808.12|chr8	750	598	720	529	426	432
TMEM67|ENSG00000164953.17|chr8	56	48	44	72	72	90
PDP1|ENSG00000164951.16|chr8	76	85	147	175	109	99
CDH17|ENSG00000079112.10|chr8	0	0	0	0	5	0
GEM|ENSG00000164949.8|chr8	5	11	21	71	30	74
RAD54B|ENSG00000197275.14|chr8	25	34	42	79	40	34
FSBP|ENSG00000265817.4|chr8	89	55	137	158	115	134
VIRMA|ENSG00000164944.12|chr8	299	215	311	306	332	239
DPY19L4|ENSG00000156162.16|chr8	131	160	159	149	141	190
INTS8|ENSG00000164941.14|chr8	174	188	171	168	238	190
CCNE2|ENSG00000175305.18|chr8	227	236	218	393	334	330
NDUFAF6|ENSG00000156170.14|chr8	126	64	73	100	65	81
TP53INP1|ENSG00000164938.14|chr8	54	46	66	36	50	47
PLEKHF2|ENSG00000175895.5|chr8	96	66	99	165	117	149
CFAP418|ENSG00000156172.6|chr8	105	62	109	91	152	129
GDF6|ENSG00000156466.11|chr8	12	16	15	44	9	9
UQCRB|ENSG00000156467.10|chr8	4149	3701	3725	3338	3652	3165
MTERF3|ENSG00000156469.9|chr8	74	128	111	151	146	116
PTDSS1|ENSG00000156471.13|chr8	1914	1613	1700	1552	1703	1460
SDC2|ENSG00000169439.12|chr8	643	533	554	575	477	519
CPQ|ENSG00000104324.16|chr8	25	15	6	22	10	8
TSPYL5|ENSG00000180543.5|chr8	0	0	0	0	0	0
MTDH|ENSG00000147649.10|chr8	1634	1599	1555	1640	1495	1544
LAPTM4B|ENSG00000104341.17|chr8	1886	1923	1846	1941	1876	1650
MATN2|ENSG00000132561.14|chr8	22	11	16	9	34	22
RPL30|ENSG00000156482.11|chr8	12496	10245	9473	11403	11460	10945
ERICH5|ENSG00000177459.11|chr8	54	34	46	62	31	35
RIDA|ENSG00000132541.11|chr8	363	351	310	322	262	211
POP1|ENSG00000104356.11|chr8	144	211	160	170	222	236
NIPAL2|ENSG00000104361.10|chr8	15	22	30	20	26	21
STK3|ENSG00000104375.17|chr8	191	170	127	234	197	173
KCNS2|ENSG00000156486.8|chr8	0	0	6	0	0	0
OSR2|ENSG00000164920.10|chr8	128	99	104	105	91	112
VPS13B|ENSG00000132549.20|chr8	40	15	45	17	21	10
FBXO43|ENSG00000156509.14|chr8	0	0	2	0	0	0
POLR2K|ENSG00000147669.11|chr8	1079	1060	870	1022	973	984
SPAG1|ENSG00000104450.13|chr8	95	103	122	143	168	121
RNF19A|ENSG00000034677.13|chr8	46	85	89	185	124	128
ANKRD46|ENSG00000186106.11|chr8	281	303	305	231	253	262
SNX31|ENSG00000174226.9|chr8	0	3	1	0	0	0
YWHAZ|ENSG00000164924.18|chr8	2661	2590	2627	2290	2226	2246
GRHL2|ENSG00000083307.12|chr8	0	0	0	0	0	0
NCALD|ENSG00000104490.18|chr8	35	11	7	21	10	11
RRM2B|ENSG00000048392.13|chr8	277	326	283	418	260	245
UBR5|ENSG00000104517.13|chr8	226	170	222	301	318	272
ODF1|ENSG00000155087.4|chr8	0	0	0	0	0	0
KLF10|ENSG00000155090.15|chr8	128	172	152	474	449	431
AZIN1|ENSG00000155096.15|chr8	634	575	687	962	900	828
ATP6V1C1|ENSG00000155097.12|chr8	332	338	242	424	336	260
BAALC|ENSG00000164929.17|chr8	14	16	2	8	14	3
FZD6|ENSG00000164930.12|chr8	178	147	125	175	147	212
CTHRC1|ENSG00000164932.13|chr8	0	11	0	0	0	0
SLC25A32|ENSG00000164933.12|chr8	327	235	282	327	366	390
ENSG00000285982|ENSG00000285982.1|chr8	327	235	282	327	366	390
DCAF13|ENSG00000164934.14|chr8	529	507	456	594	567	547
RIMS2|ENSG00000176406.24|chr8	33	26	14	64	40	14
DCSTAMP|ENSG00000164935.6|chr8	0	0	0	0	0	0
LRP12|ENSG00000147650.12|chr8	193	231	231	321	279	271
ZFPM2|ENSG00000169946.14|chr8	88	73	62	78	125	124
OXR1|ENSG00000164830.19|chr8	467	332	450	528	501	442
ABRA|ENSG00000174429.4|chr8	0	0	0	0	0	0
ANGPT1|ENSG00000154188.10|chr8	6	0	8	19	6	0
RSPO2|ENSG00000147655.12|chr8	2	5	2	1	4	0
EIF3E|ENSG00000104408.11|chr8	1160	1135	981	977	1227	1021
EMC2|ENSG00000104412.8|chr8	239	148	146	186	193	262
TMEM74|ENSG00000164841.5|chr8	95	59	102	111	93	47
TRHR|ENSG00000174417.3|chr8	0	0	0	0	0	0
NUDCD1|ENSG00000120526.12|chr8	224	221	247	280	296	246
ENY2|ENSG00000120533.13|chr8	1983	1689	1688	1465	1592	1411
PKHD1L1|ENSG00000205038.12|chr8	0	0	0	0	0	0
EBAG9|ENSG00000147654.16|chr8	310	287	437	408	569	399
SYBU|ENSG00000147642.17|chr8	80	134	75	111	117	125
KCNV1|ENSG00000164794.9|chr8	0	0	0	0	0	0
CSMD3|ENSG00000164796.18|chr8	0	0	0	0	0	0
TRPS1|ENSG00000104447.13|chr8	347	281	393	325	333	325
EIF3H|ENSG00000147677.12|chr8	2091	1821	1812	1884	1908	1895
UTP23|ENSG00000147679.12|chr8	145	195	222	252	296	233
RAD21|ENSG00000164754.16|chr8	1407	1345	1180	1600	1268	1476
AARD|ENSG00000205002.4|chr8	84	44	50	48	43	43
SLC30A8|ENSG00000164756.13|chr8	0	0	0	0	0	0
MED30|ENSG00000164758.7|chr8	56	71	66	81	77	75
EXT1|ENSG00000182197.13|chr8	623	467	559	640	579	539
SAMD12|ENSG00000177570.15|chr8	0	0	0	0	0	0
TNFRSF11B|ENSG00000164761.9|chr8	0	0	0	0	0	0
COLEC10|ENSG00000184374.3|chr8	0	0	0	0	0	0
MAL2|ENSG00000147676.14|chr8	262	186	192	188	240	316
CCN3|ENSG00000136999.5|chr8	15	12	17	19	15	6
ENPP2|ENSG00000136960.13|chr8	39	7	9	17	23	9
TAF2|ENSG00000064313.13|chr8	145	83	109	130	274	107
DSCC1|ENSG00000136982.6|chr8	252	192	298	295	285	212
DEPTOR|ENSG00000155792.10|chr8	17	22	26	22	48	18
COL14A1|ENSG00000187955.13|chr8	216	200	207	208	190	192
MRPL13|ENSG00000172172.8|chr8	1494	1368	1410	1397	1410	1336
MTBP|ENSG00000172167.8|chr8	4	2	4	6	13	4
SNTB1|ENSG00000172164.15|chr8	92	96	118	85	137	63
HAS2|ENSG00000170961.7|chr8	0	0	0	0	0	0
DERL1|ENSG00000136986.10|chr8	760	643	579	627	558	550
TBC1D31|ENSG00000156787.17|chr8	40	15	31	51	36	27
FAM83A|ENSG00000147689.17|chr8	0	0	0	0	0	0
C8orf76|ENSG00000189376.12|chr8	163	166	194	211	227	210
ZHX1-C8orf76|ENSG00000259305.6|chr8	32	35	33	35	57	70
ATAD2|ENSG00000156802.13|chr8	308	339	312	442	462	447
NTAQ1|ENSG00000156795.8|chr8	87	130	81	125	135	84
FBXO32|ENSG00000156804.7|chr8	100	107	78	123	97	139
KLHL38|ENSG00000175946.9|chr8	0	0	0	0	0	0
ANXA13|ENSG00000104537.17|chr8	0	0	0	0	0	0
FAM91A1|ENSG00000176853.16|chr8	302	375	284	389	483	315
FER1L6|ENSG00000214814.7|chr8	0	0	0	0	0	0
TMEM65|ENSG00000164983.8|chr8	653	540	650	710	744	662
TRMT12|ENSG00000183665.5|chr8	106	77	78	87	57	69
RNF139|ENSG00000170881.5|chr8	317	307	299	367	341	407
TATDN1|ENSG00000147687.19|chr8	66	68	89	96	83	71
NDUFB9|ENSG00000147684.10|chr8	3341	2679	2467	2779	2528	2636
MTSS1|ENSG00000170873.19|chr8	27	28	16	37	36	35
ZNF572|ENSG00000180938.6|chr8	12	12	2	25	33	17
SQLE|ENSG00000104549.12|chr8	490	492	452	584	600	496
WASHC5|ENSG00000164961.16|chr8	202	144	123	167	133	130
NSMCE2|ENSG00000156831.8|chr8	356	258	276	341	352	251
TRIB1|ENSG00000173334.4|chr8	495	413	346	459	505	416
LRATD2|ENSG00000168672.4|chr8	14	5	15	12	14	27
MYC|ENSG00000136997.21|chr8	586	474	525	885	1057	857
GSDMC|ENSG00000147697.9|chr8	0	0	0	0	0	0
CYRIB|ENSG00000153310.22|chr8	579	483	399	575	484	436
ASAP1|ENSG00000153317.15|chr8	574	388	453	708	664	536
ADCY8|ENSG00000155897.10|chr8	0	0	0	0	0	0
EFR3A|ENSG00000132294.15|chr8	122	78	94	120	124	122
OC90|ENSG00000253117.5|chr8	0	0	0	0	0	0
ENSG00000258417|ENSG00000258417.3|chr8	0	0	0	0	0	0
HHLA1|ENSG00000132297.13|chr8	0	0	0	0	0	0
KCNQ3|ENSG00000184156.17|chr8	0	0	0	0	0	0
DNAAF11|ENSG00000129295.10|chr8	0	0	0	0	5	0
TMEM71|ENSG00000165071.15|chr8	0	0	0	0	0	0
PHF20L1|ENSG00000129292.21|chr8	239	246	258	357	210	289
TG|ENSG00000042832.12|chr8	0	0	0	0	0	0
SLA|ENSG00000155926.14|chr8	0	0	0	0	0	0
CCN4|ENSG00000104415.14|chr8	0	0	0	0	0	0
NDRG1|ENSG00000104419.17|chr8	2112	1732	1843	2274	2424	2105
ST3GAL1|ENSG00000008513.16|chr8	68	57	53	68	77	31
ZFAT|ENSG00000066827.16|chr8	110	60	43	109	79	112
KHDRBS3|ENSG00000131773.14|chr8	458	410	382	402	477	527
FAM135B|ENSG00000147724.12|chr8	0	0	0	0	0	0
COL22A1|ENSG00000169436.17|chr8	0	0	0	0	0	0
KCNK9|ENSG00000169427.8|chr8	1	0	0	2	0	0
TRAPPC9|ENSG00000167632.18|chr8	95	78	81	69	35	56
CHRAC1|ENSG00000104472.10|chr8	748	539	590	622	533	495
AGO2|ENSG00000123908.12|chr8	1180	1035	1176	1200	1162	1120
PTK2|ENSG00000169398.20|chr8	221	205	203	152	211	239
DENND3|ENSG00000105339.11|chr8	30	37	48	52	56	59
SLC45A4|ENSG00000022567.10|chr8	59	58	53	46	52	41
GPR20|ENSG00000204882.4|chr8	0	0	0	0	0	0
PTP4A3|ENSG00000184489.13|chr8	0	0	0	0	0	0
MROH5|ENSG00000226807.7|chr8	0	0	0	0	0	0
ENSG00000226490|ENSG00000226490.2|chr8	0	0	0	0	0	0
ADGRB1|ENSG00000181790.12|chr8	6	5	3	17	0	19
JRK|ENSG00000234616.9|chr8	467	366	455	319	267	369
PSCA|ENSG00000167653.5|chr8	0	0	4	0	8	0
LY6K|ENSG00000160886.13|chr8	44	29	28	37	44	41
THEM6|ENSG00000130193.8|chr8	752	529	448	650	622	603
SLURP1|ENSG00000126233.2|chr8	0	0	0	0	0	0
LYPD2|ENSG00000197353.4|chr8	0	0	0	0	0	0
LYNX1-SLURP2|ENSG00000284505.1|chr8	0	0	0	0	0	0
SLURP2|ENSG00000283992.2|chr8	0	0	0	0	0	0
LYNX1|ENSG00000180155.20|chr8	4	13	6	2	0	0
LY6D|ENSG00000167656.5|chr8	0	0	0	0	0	0
GML|ENSG00000104499.7|chr8	0	0	0	0	0	0
CYP11B1|ENSG00000160882.13|chr8	0	0	0	0	0	0
CYP11B2|ENSG00000179142.2|chr8	0	0	0	0	0	0
LY6E|ENSG00000160932.11|chr8	1	1	0	0	0	0
LY6L|ENSG00000261667.2|chr8	0	0	0	0	0	0
LY6H|ENSG00000176956.13|chr8	0	0	0	0	0	0
GPIHBP1|ENSG00000277494.2|chr8	0	0	0	0	0	0
GLI4|ENSG00000250571.7|chr8	8	0	8	6	16	10
ZNF696|ENSG00000185730.8|chr8	130	79	101	156	108	112
TOP1MT|ENSG00000184428.13|chr8	306	228	228	301	249	260
RHPN1|ENSG00000158106.14|chr8	33	11	29	38	32	38
MAFA|ENSG00000182759.4|chr8	59	28	61	40	81	40
ZC3H3|ENSG00000014164.7|chr8	24	31	21	24	36	27
GSDMD|ENSG00000104518.11|chr8	0	0	0	0	0	0
MROH6|ENSG00000204839.9|chr8	0	0	0	0	0	0
NAPRT|ENSG00000147813.16|chr8	0	0	0	0	0	0
EEF1D|ENSG00000104529.19|chr8	0	0	0	0	0	0
TIGD5|ENSG00000179886.6|chr8	0	0	1	0	0	0
PYCR3|ENSG00000104524.14|chr8	0	0	0	0	0	0
GFUS|ENSG00000104522.16|chr8	0	0	0	0	0	0
ZNF623|ENSG00000183309.12|chr8	0	0	0	0	0	0
ZNF707|ENSG00000181135.16|chr8	0	0	0	0	0	0
MAPK15|ENSG00000181085.15|chr8	0	0	0	0	0	0
FAM83H|ENSG00000180921.7|chr8	0	0	0	0	0	0
IQANK1|ENSG00000203499.12|chr8	0	0	0	0	0	0
SCRIB|ENSG00000180900.20|chr8	0	0	0	0	0	1
PUF60|ENSG00000179950.14|chr8	0	0	0	0	0	0
NRBP2|ENSG00000185189.18|chr8	34	35	38	69	14	59
EPPK1|ENSG00000261150.3|chr8	307	258	294	118	107	154
PLEC|ENSG00000178209.17|chr8	41	19	42	22	39	33
PARP10|ENSG00000178685.14|chr8	7	0	6	0	0	0
GRINA|ENSG00000178719.17|chr8	806	607	580	686	566	694
SPATC1|ENSG00000186583.12|chr8	0	0	0	0	0	0
OPLAH|ENSG00000178814.17|chr8	0	0	0	0	0	0
EXOSC4|ENSG00000178896.9|chr8	398	292	317	425	477	537
GPAA1|ENSG00000197858.11|chr8	814	501	477	559	633	590
CYC1|ENSG00000179091.5|chr8	2838	2176	2230	2398	2478	2258
MAF1|ENSG00000179632.10|chr8	931	700	692	966	784	806
WDR97|ENSG00000179698.14|chr8	0	12	0	0	0	2
HGH1|ENSG00000235173.7|chr8	98	102	97	139	214	148
MROH1|ENSG00000179832.18|chr8	4	5	3	15	0	4
BOP1|ENSG00000261236.8|chr8	479	451	447	461	598	489
SCX|ENSG00000260428.3|chr8	0	1	0	4	0	0
