Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
KCTD12|ENSG00000178695.6|chr13	558	723	461	482	196	203
ACOD1|ENSG00000102794.10|chr13	0	0	0	0	0	0
CLN5|ENSG00000102805.16|chr13	67	74	57	82	29	17
FBXL3|ENSG00000005812.11|chr13	324	403	336	428	195	157
MYCBP2|ENSG00000005810.20|chr13	25	71	48	19	69	43
SCEL|ENSG00000136155.17|chr13	0	0	0	0	0	0
SLAIN1|ENSG00000139737.22|chr13	322	294	159	178	136	221
EDNRB|ENSG00000136160.17|chr13	0	0	0	0	0	0
POU4F1|ENSG00000152192.8|chr13	131	272	181	163	51	163
OBI1|ENSG00000152193.8|chr13	343	271	233	302	232	264
RBM26|ENSG00000139746.16|chr13	305	333	317	318	256	213
SPRY2|ENSG00000136158.12|chr13	55	119	58	60	65	0
SLITRK1|ENSG00000178235.8|chr13	0	0	0	0	0	0
SLITRK6|ENSG00000184564.11|chr13	0	0	0	0	0	0
SLITRK5|ENSG00000165300.8|chr13	0	0	0	0	0	0
GPC5|ENSG00000179399.15|chr13	0	0	0	0	0	0
GPC6|ENSG00000183098.11|chr13	31	21	40	25	30	1
DCT|ENSG00000080166.16|chr13	1	0	0	0	0	0
TGDS|ENSG00000088451.11|chr13	128	121	104	136	114	136
GPR180|ENSG00000152749.8|chr13	131	229	102	54	3	66
SOX21|ENSG00000125285.6|chr13	28	21	10	18	4	0
ABCC4|ENSG00000125257.16|chr13	73	75	36	32	47	2
CLDN10|ENSG00000134873.10|chr13	0	0	0	0	0	0
DZIP1|ENSG00000134874.18|chr13	36	39	46	16	1	1
DNAJC3|ENSG00000102580.15|chr13	101	196	146	280	321	159
UGGT2|ENSG00000102595.21|chr13	5	7	14	13	0	65
HS6ST3|ENSG00000185352.9|chr13	46	54	25	11	98	0
OXGR1|ENSG00000165621.9|chr13	0	5	0	0	0	0
MBNL2|ENSG00000139793.20|chr13	39	106	83	104	68	60
RAP2A|ENSG00000125249.7|chr13	186	220	126	48	33	58
IPO5|ENSG00000065150.21|chr13	227	209	126	97	111	136
FARP1|ENSG00000152767.17|chr13	49	65	35	33	47	1
RNF113B|ENSG00000139797.8|chr13	0	0	0	0	0	0
STK24|ENSG00000102572.15|chr13	677	962	764	468	443	385
SLC15A1|ENSG00000088386.17|chr13	0	0	0	0	0	0
DOCK9|ENSG00000088387.22|chr13	0	26	8	13	0	0
UBAC2|ENSG00000134882.16|chr13	241	341	231	151	100	221
GPR18|ENSG00000125245.14|chr13	0	0	0	0	0	0
GPR183|ENSG00000169508.7|chr13	0	0	0	0	0	0
TM9SF2|ENSG00000125304.10|chr13	218	414	263	241	258	156
ZIC5|ENSG00000139800.9|chr13	264	363	202	294	203	141
ZIC2|ENSG00000043355.12|chr13	1128	1252	1022	1091	1131	761
PCCA|ENSG00000175198.17|chr13	14	15	24	21	29	0
GGACT|ENSG00000134864.11|chr13	0	57	0	37	28	14
TMTC4|ENSG00000125247.16|chr13	29	45	16	34	0	24
NALCN|ENSG00000102452.18|chr13	0	0	0	0	0	0
ITGBL1|ENSG00000198542.15|chr13	0	0	0	0	0	0
FGF14|ENSG00000102466.16|chr13	0	0	0	0	0	0
TPP2|ENSG00000134900.13|chr13	37	116	18	121	59	74
METTL21C|ENSG00000139780.8|chr13	0	0	0	0	0	0
CCDC168|ENSG00000175820.4|chr13	0	0	0	0	0	0
TEX30|ENSG00000151287.17|chr13	379	456	270	309	152	158
POGLUT2|ENSG00000134901.13|chr13	53	121	37	61	43	41
BIVM-ERCC5|ENSG00000270181.3|chr13	32	50	22	22	53	57
BIVM|ENSG00000134897.14|chr13	185	144	98	61	118	8
ERCC5|ENSG00000134899.24|chr13	32	50	22	22	53	57
SLC10A2|ENSG00000125255.7|chr13	0	0	0	0	0	0
EFNB2|ENSG00000125266.8|chr13	619	987	668	881	801	466
ARGLU1|ENSG00000134884.15|chr13	661	935	536	457	593	514
NALF1|ENSG00000204442.4|chr13	4	0	0	0	0	0
LIG4|ENSG00000174405.15|chr13	24	77	48	10	70	66
ABHD13|ENSG00000139826.6|chr13	147	139	121	46	151	4
TNFSF13B|ENSG00000102524.12|chr13	0	0	0	0	0	0
MYO16|ENSG00000041515.16|chr13	0	0	0	0	0	0
IRS2|ENSG00000185950.9|chr13	648	650	503	753	557	475
COL4A1|ENSG00000187498.16|chr13	35	48	26	28	26	14
COL4A2|ENSG00000134871.19|chr13	57	86	60	0	28	8
RAB20|ENSG00000139832.5|chr13	105	67	56	98	65	135
NAXD|ENSG00000213995.12|chr13	181	310	181	291	335	159
CARS2|ENSG00000134905.17|chr13	61	33	22	62	25	55
ING1|ENSG00000153487.13|chr13	211	308	226	347	246	187
ANKRD10|ENSG00000088448.14|chr13	17	4	4	8	6	21
ARHGEF7|ENSG00000102606.20|chr13	104	151	82	81	84	125
TEX29|ENSG00000153495.11|chr13	0	0	0	0	0	0
SOX1|ENSG00000182968.5|chr13	0	0	3	0	0	0
SPACA7|ENSG00000153498.12|chr13	0	0	0	0	0	0
TUBGCP3|ENSG00000126216.15|chr13	0	0	0	0	0	0
MCF2L|ENSG00000126217.21|chr13	4	4	6	3	47	0
F7|ENSG00000057593.14|chr13	0	0	0	0	0	0
F10|ENSG00000126218.12|chr13	0	0	0	0	0	0
PROZ|ENSG00000126231.15|chr13	0	0	0	0	0	0
PCID2|ENSG00000126226.22|chr13	100	97	124	186	147	68
CUL4A|ENSG00000139842.15|chr13	141	113	107	133	99	44
LAMP1|ENSG00000185896.11|chr13	326	397	289	418	313	166
GRTP1|ENSG00000139835.14|chr13	27	25	1	24	0	0
ADPRHL1|ENSG00000153531.15|chr13	0	1	0	0	0	0
DCUN1D2|ENSG00000150401.15|chr13	27	68	34	54	48	20
TMCO3|ENSG00000150403.18|chr13	31	33	33	39	19	22
TFDP1|ENSG00000198176.13|chr13	538	552	389	218	193	163
ATP4B|ENSG00000186009.5|chr13	0	0	0	0	0	0
GRK1|ENSG00000185974.7|chr13	0	0	0	0	0	0
TMEM255B|ENSG00000184497.13|chr13	0	0	0	0	0	0
GAS6|ENSG00000183087.15|chr13	35	60	108	61	77	2
C13orf46|ENSG00000283199.3|chr13	0	0	0	0	0	0
RASA3|ENSG00000185989.11|chr13	0	0	0	0	0	0
CFAP97D2|ENSG00000283361.3|chr13	0	0	0	0	0	0
CDC16|ENSG00000130177.16|chr13	253	229	159	201	299	86
UPF3A|ENSG00000169062.15|chr13	10	35	11	35	84	27
CHAMP1|ENSG00000198824.8|chr13	356	410	334	532	429	321
OR4N2|ENSG00000176294.6|chr14	0	0	0	0	0	0
OR4Q3|ENSG00000182652.4|chr14	0	0	0	0	0	0
OR4M1|ENSG00000176299.5|chr14	0	0	0	0	0	0
OR4K2|ENSG00000165762.3|chr14	0	0	0	0	0	0
OR4K1|ENSG00000155249.5|chr14	0	0	0	0	0	0
OR4Q2|ENSG00000196383.7|chr14	0	0	0	0	0	0
OR4K14|ENSG00000169484.4|chr14	0	0	0	0	0	0
OR4K13|ENSG00000176253.4|chr14	0	0	0	0	0	0
OR4K17|ENSG00000176230.7|chr14	0	0	0	0	0	0
OR4N5|ENSG00000184394.3|chr14	0	0	0	0	0	0
OR11G2|ENSG00000196832.5|chr14	0	0	0	0	0	0
OR11H4|ENSG00000176198.4|chr14	0	0	0	0	0	0
TTC5|ENSG00000136319.12|chr14	72	112	83	119	83	70
CCNB1IP1|ENSG00000100814.18|chr14	210	201	298	631	519	337
PARP2|ENSG00000129484.14|chr14	228	205	94	191	113	162
TEP1|ENSG00000129566.13|chr14	0	15	4	0	5	0
KLHL33|ENSG00000185271.9|chr14	0	0	0	0	0	0
OSGEP|ENSG00000092094.11|chr14	29	88	21	19	151	29
APEX1|ENSG00000100823.12|chr14	862	995	671	686	646	424
PIP4P1|ENSG00000165782.11|chr14	55	103	79	213	111	209
PNP|ENSG00000198805.13|chr14	747	962	670	1103	1044	1013
RNASE10|ENSG00000182545.7|chr14	0	0	0	0	0	0
RNASE9|ENSG00000188655.10|chr14	0	0	0	0	0	0
RNASE11|ENSG00000173464.15|chr14	0	0	0	0	0	0
RNASE12|ENSG00000258436.2|chr14	0	0	0	0	0	0
ANG|ENSG00000214274.10|chr14	24	23	0	52	22	48
RNASE4|ENSG00000258818.4|chr14	2	14	13	10	0	0
ENSG00000259171|ENSG00000259171.1|chr14	2	14	13	10	0	0
EDDM3A|ENSG00000181562.5|chr14	0	0	0	0	0	0
EDDM3B|ENSG00000181552.4|chr14	0	0	0	0	0	0
RNASE6|ENSG00000169413.3|chr14	0	0	0	0	0	0
RNASE1|ENSG00000129538.14|chr14	0	0	0	0	0	0
RNASE3|ENSG00000169397.4|chr14	0	0	0	0	0	0
RNASE2|ENSG00000169385.3|chr14	0	0	0	0	0	0
METTL17|ENSG00000165792.18|chr14	129	156	116	221	169	110
SLC39A2|ENSG00000165794.10|chr14	0	0	0	0	0	0
NDRG2|ENSG00000165795.25|chr14	21	9	15	16	0	9
TPPP2|ENSG00000179636.15|chr14	0	0	0	0	0	0
RNASE13|ENSG00000206150.4|chr14	0	0	0	0	0	0
RNASE7|ENSG00000165799.5|chr14	0	0	0	0	0	0
RNASE8|ENSG00000173431.2|chr14	0	0	0	0	0	0
ZNF219|ENSG00000165804.16|chr14	53	67	55	78	60	30
TMEM253|ENSG00000232070.9|chr14	1	9	22	5	30	0
OR5AU1|ENSG00000169327.5|chr14	0	0	0	0	0	0
HNRNPC|ENSG00000092199.19|chr14	1363	1832	1468	1727	1759	1347
RPGRIP1|ENSG00000092200.13|chr14	0	0	0	0	0	0
SUPT16H|ENSG00000092201.10|chr14	385	429	311	343	349	243
CHD8|ENSG00000100888.15|chr14	209	177	169	200	284	96
RAB2B|ENSG00000129472.15|chr14	102	148	152	48	74	52
TOX4|ENSG00000092203.15|chr14	64	130	121	70	161	52
METTL3|ENSG00000165819.12|chr14	103	103	107	112	44	154
SALL2|ENSG00000165821.12|chr14	180	366	199	206	103	168
OR10G3|ENSG00000169208.3|chr14	0	0	0	0	0	0
OR10G2|ENSG00000255582.1|chr14	0	0	0	0	0	0
OR4E2|ENSG00000221977.3|chr14	0	0	0	0	0	0
OR4E1|ENSG00000276240.3|chr14	0	0	0	0	0	0
ABHD4|ENSG00000100439.11|chr14	40	27	39	22	26	14
OR6J1|ENSG00000255804.2|chr14	0	0	0	0	0	0
OXA1L|ENSG00000155463.14|chr14	325	454	472	535	451	212
SLC7A7|ENSG00000155465.21|chr14	0	0	0	0	0	0
MRPL52|ENSG00000172590.18|chr14	341	331	208	253	133	127
MMP14|ENSG00000157227.14|chr14	0	0	0	0	0	0
LRP10|ENSG00000197324.9|chr14	100	84	89	46	20	38
REM2|ENSG00000139890.10|chr14	0	9	6	0	0	0
RBM23|ENSG00000100461.18|chr14	527	721	467	642	631	442
PRMT5|ENSG00000100462.16|chr14	490	798	592	722	479	553
HAUS4|ENSG00000092036.19|chr14	78	45	64	123	31	39
ENSG00000259132|ENSG00000259132.1|chr14	78	45	64	123	31	39
AJUBA|ENSG00000129474.16|chr14	101	91	68	115	96	117
C14orf93|ENSG00000100802.15|chr14	20	36	20	33	9	3
PSMB5|ENSG00000100804.19|chr14	1409	1420	1317	1603	1188	1122
PSMB11|ENSG00000222028.5|chr14	0	0	0	0	0	0
ACIN1|ENSG00000100813.15|chr14	197	341	239	309	307	136
C14orf119|ENSG00000179933.6|chr14	456	387	275	397	401	117
LMLN2|ENSG00000283654.3|chr14	0	0	0	0	0	0
CEBPE|ENSG00000092067.7|chr14	8	7	14	0	1	14
SLC7A8|ENSG00000092068.21|chr14	11	39	55	11	21	29
RNF212B|ENSG00000215277.9|chr14	0	0	0	0	0	0
HOMEZ|ENSG00000215271.9|chr14	66	65	17	8	20	10
BCL2L2|ENSG00000129473.11|chr14	56	76	69	82	92	22
BCL2L2-PABPN1|ENSG00000258643.6|chr14	1032	1301	1039	926	852	617
PABPN1|ENSG00000100836.11|chr14	1032	1301	1039	926	852	617
SLC22A17|ENSG00000092096.19|chr14	7	12	8	8	0	2
EFS|ENSG00000100842.13|chr14	0	0	0	0	0	0
IL25|ENSG00000166090.8|chr14	0	0	0	0	0	0
CMTM5|ENSG00000166091.21|chr14	0	0	0	0	0	0
MYH6|ENSG00000197616.13|chr14	0	0	0	0	0	0
MYH7|ENSG00000092054.13|chr14	0	0	0	0	0	0
NGDN|ENSG00000129460.17|chr14	568	732	610	831	860	898
ZFHX2|ENSG00000136367.15|chr14	2	37	15	5	35	0
THTPA|ENSG00000259431.6|chr14	78	44	69	99	35	36
AP1G2|ENSG00000213983.12|chr14	8	8	0	16	1	1
JPH4|ENSG00000092051.18|chr14	0	0	0	0	0	0
DHRS2|ENSG00000100867.15|chr14	11	24	14	8	25	7
DHRS4|ENSG00000157326.19|chr14	0	0	0	0	0	0
CARMIL3|ENSG00000186648.15|chr14	0	0	0	0	0	0
NRL|ENSG00000129535.13|chr14	0	0	0	0	0	0
PCK2|ENSG00000100889.12|chr14	0	0	0	0	0	0
DCAF11|ENSG00000100897.18|chr14	0	0	0	0	0	0
FITM1|ENSG00000139914.7|chr14	0	0	0	0	0	0
PSME1|ENSG00000092010.15|chr14	0	1	0	0	0	0
EMC9|ENSG00000100908.14|chr14	0	0	0	0	0	0
PSME2|ENSG00000100911.16|chr14	0	0	0	0	0	0
RNF31|ENSG00000092098.18|chr14	0	0	0	0	0	0
IRF9|ENSG00000213928.10|chr14	0	0	0	0	0	0
REC8|ENSG00000100918.14|chr14	0	0	0	0	0	0
IPO4|ENSG00000196497.17|chr14	0	0	0	0	0	0
TM9SF1|ENSG00000100926.15|chr14	0	0	0	0	0	0
ENSG00000254692|ENSG00000254692.1|chr14	0	0	0	0	0	0
TSSK4|ENSG00000139908.15|chr14	0	0	0	0	0	0
CHMP4A|ENSG00000254505.11|chr14	0	0	0	0	0	0
MDP1|ENSG00000213920.9|chr14	0	2	0	0	1	0
NEDD8|ENSG00000129559.13|chr14	0	0	0	0	0	0
GMPR2|ENSG00000100938.19|chr14	0	1	0	0	0	0
TINF2|ENSG00000092330.19|chr14	0	0	6	0	0	0
TGM1|ENSG00000092295.12|chr14	0	0	0	0	0	0
RABGGTA|ENSG00000100949.15|chr14	0	0	0	0	0	0
DHRS1|ENSG00000157379.14|chr14	9	0	0	17	5	0
NOP9|ENSG00000196943.14|chr14	0	0	0	0	0	0
CIDEB|ENSG00000136305.12|chr14	0	0	0	0	0	0
LTB4R2|ENSG00000213906.10|chr14	0	0	0	0	0	0
LTB4R|ENSG00000213903.9|chr14	0	0	0	0	0	0
ADCY4|ENSG00000129467.14|chr14	0	0	0	0	0	0
RIPK3|ENSG00000129465.16|chr14	0	0	0	0	0	0
NFATC4|ENSG00000100968.14|chr14	0	0	0	0	0	0
NYNRIN|ENSG00000205978.6|chr14	9	5	6	0	0	0
CBLN3|ENSG00000139899.11|chr14	0	0	2	0	0	0
KHNYN|ENSG00000100441.10|chr14	156	193	78	135	204	121
SDR39U1|ENSG00000100445.18|chr14	341	566	385	556	537	254
CMA1|ENSG00000092009.10|chr14	0	0	0	0	0	0
CTSG|ENSG00000100448.4|chr14	0	0	0	0	0	0
GZMH|ENSG00000100450.13|chr14	0	0	0	0	0	0
GZMB|ENSG00000100453.14|chr14	0	0	0	0	0	0
STXBP6|ENSG00000168952.16|chr14	25	11	27	21	8	5
NOVA1|ENSG00000139910.20|chr14	3	6	2	0	0	0
FOXG1|ENSG00000176165.12|chr14	194	163	99	234	129	87
PRKD1|ENSG00000184304.17|chr14	36	44	34	35	31	25
G2E3|ENSG00000092140.16|chr14	90	124	103	36	34	54
SCFD1|ENSG00000092108.22|chr14	93	94	56	96	94	193
COCH|ENSG00000100473.18|chr14	329	316	272	430	321	170
STRN3|ENSG00000196792.12|chr14	270	250	213	161	150	197
AP4S1|ENSG00000100478.16|chr14	47	26	25	22	18	0
HECTD1|ENSG00000092148.14|chr14	75	126	64	122	67	53
HEATR5A|ENSG00000129493.15|chr14	66	49	78	33	53	1
DTD2|ENSG00000129480.13|chr14	84	75	125	39	55	58
GPR33|ENSG00000214943.5|chr14	0	0	0	0	0	0
NUBPL|ENSG00000151413.17|chr14	137	170	123	116	78	17
ARHGAP5|ENSG00000100852.14|chr14	316	322	225	94	46	23
NPAS3|ENSG00000151322.20|chr14	0	6	0	0	0	0
EGLN3|ENSG00000129521.15|chr14	156	84	97	17	61	22
SPTSSA|ENSG00000165389.7|chr14	359	478	446	270	243	328
EAPP|ENSG00000129518.10|chr14	204	458	227	276	278	208
SNX6|ENSG00000129515.20|chr14	122	97	43	28	86	105
CFL2|ENSG00000165410.15|chr14	433	423	397	301	324	253
BAZ1A|ENSG00000198604.11|chr14	156	265	181	108	58	73
SRP54|ENSG00000100883.13|chr14	247	241	90	191	186	182
FAM177A1|ENSG00000151327.14|chr14	127	134	104	31	93	28
PPP2R3C|ENSG00000092020.11|chr14	73	40	28	46	40	80
PRORP|ENSG00000100890.16|chr14	133	211	126	195	189	78
PSMA6|ENSG00000100902.11|chr14	165	239	159	239	201	135
NFKBIA|ENSG00000100906.12|chr14	616	762	556	824	811	617
INSM2|ENSG00000168348.4|chr14	4	0	0	8	0	0
BRMS1L|ENSG00000100916.14|chr14	79	73	62	34	24	106
MBIP|ENSG00000151332.20|chr14	121	230	144	248	102	164
NKX2-1|ENSG00000136352.20|chr14	66	185	145	125	61	53
NKX2-8|ENSG00000136327.7|chr14	50	14	26	12	56	55
PAX9|ENSG00000198807.13|chr14	65	45	70	35	1	2
SLC25A21|ENSG00000183032.12|chr14	14	24	18	0	0	0
MIPOL1|ENSG00000151338.21|chr14	22	17	7	4	8	1
FOXA1|ENSG00000129514.8|chr14	81	123	140	68	67	23
TTC6|ENSG00000139865.17|chr14	0	0	0	0	0	0
SSTR1|ENSG00000139874.6|chr14	0	0	0	0	0	0
CLEC14A|ENSG00000176435.7|chr14	0	0	0	0	0	0
SEC23A|ENSG00000100934.15|chr14	91	26	24	10	37	35
GEMIN2|ENSG00000092208.19|chr14	159	150	156	180	207	87
TRAPPC6B|ENSG00000182400.15|chr14	10	10	35	12	7	50
PNN|ENSG00000100941.9|chr14	389	449	301	326	374	353
MIA2|ENSG00000150527.18|chr14	9	5	0	7	19	0
FBXO33|ENSG00000165355.8|chr14	305	317	313	144	202	208
LRFN5|ENSG00000165379.14|chr14	0	0	0	0	0	0
FSCB|ENSG00000189139.6|chr14	0	0	0	0	0	0
C14orf28|ENSG00000179476.8|chr14	0	2	0	8	0	0
KLHL28|ENSG00000179454.14|chr14	59	87	96	82	35	13
TOGARAM1|ENSG00000198718.13|chr14	0	11	4	6	1	0
PRPF39|ENSG00000185246.18|chr14	85	103	80	23	63	30
FKBP3|ENSG00000100442.11|chr14	153	246	176	150	134	190
FANCM|ENSG00000187790.12|chr14	1	12	27	25	0	0
MIS18BP1|ENSG00000129534.14|chr14	20	24	18	8	35	0
RPL10L|ENSG00000165496.5|chr14	0	0	0	0	0	0
MDGA2|ENSG00000139915.21|chr14	0	0	0	0	0	0
RPS29|ENSG00000213741.11|chr14	1796	1949	1404	2158	1430	1101
LRR1|ENSG00000165501.17|chr14	215	281	226	262	226	183
RPL36AL|ENSG00000165502.7|chr14	1178	1366	948	1120	1202	996
MGAT2|ENSG00000168282.6|chr14	132	223	176	146	83	27
DNAAF2|ENSG00000165506.15|chr14	155	131	69	179	93	276
POLE2|ENSG00000100479.14|chr14	4	17	11	18	30	19
KLHDC1|ENSG00000197776.8|chr14	0	0	0	0	0	0
KLHDC2|ENSG00000165516.11|chr14	112	129	132	101	94	86
NEMF|ENSG00000165525.18|chr14	6	16	24	16	37	0
ARF6|ENSG00000165527.8|chr14	203	481	448	519	384	185
VCPKMT|ENSG00000100483.14|chr14	16	32	20	44	24	71
SOS2|ENSG00000100485.12|chr14	4	11	27	0	10	0
L2HGDH|ENSG00000087299.12|chr14	30	56	55	2	80	6
DMAC2L|ENSG00000125375.18|chr14	77	108	47	59	21	0
CDKL1|ENSG00000100490.10|chr14	8	0	1	12	0	1
MAP4K5|ENSG00000012983.12|chr14	48	76	55	36	20	24
ATL1|ENSG00000198513.14|chr14	31	20	31	16	37	2
SAV1|ENSG00000151748.15|chr14	282	398	245	232	247	152
NIN|ENSG00000100503.26|chr14	12	33	34	6	9	1
PYGL|ENSG00000100504.17|chr14	24	14	1	13	4	14
ABHD12B|ENSG00000131969.15|chr14	0	0	0	0	0	0
TRIM9|ENSG00000100505.14|chr14	75	68	43	50	10	14
TMX1|ENSG00000139921.13|chr14	243	298	215	183	81	225
FRMD6|ENSG00000139926.16|chr14	112	137	74	39	53	88
GNG2|ENSG00000186469.9|chr14	0	7	3	0	0	59
RTRAF|ENSG00000087302.9|chr14	709	827	674	667	582	429
NID2|ENSG00000087303.19|chr14	35	0	0	0	0	0
PTGDR|ENSG00000168229.4|chr14	0	0	0	0	0	0
PTGER2|ENSG00000125384.7|chr14	18	4	15	20	6	0
TXNDC16|ENSG00000087301.9|chr14	5	25	0	21	5	31
GPR137C|ENSG00000180998.12|chr14	14	39	43	17	1	0
ERO1A|ENSG00000197930.13|chr14	88	164	120	68	75	46
PSMC6|ENSG00000100519.12|chr14	204	117	102	220	188	111
STYX|ENSG00000198252.12|chr14	76	83	50	66	25	1
GNPNAT1|ENSG00000100522.10|chr14	281	293	296	225	158	114
FERMT2|ENSG00000073712.15|chr14	113	144	165	121	113	122
DDHD1|ENSG00000100523.16|chr14	132	112	98	79	74	1
BMP4|ENSG00000125378.16|chr14	233	287	155	105	114	42
CDKN3|ENSG00000100526.21|chr14	166	126	82	35	16	12
CNIH1|ENSG00000100528.12|chr14	444	512	236	410	329	196
GMFB|ENSG00000197045.13|chr14	70	77	76	101	88	20
CGRRF1|ENSG00000100532.13|chr14	57	93	101	92	82	18
SAMD4A|ENSG00000020577.14|chr14	8	4	17	4	23	1
GCH1|ENSG00000131979.20|chr14	21	67	45	37	32	54
WDHD1|ENSG00000198554.12|chr14	11	11	25	22	33	0
SOCS4|ENSG00000180008.9|chr14	95	176	80	157	85	98
MAPK1IP1L|ENSG00000168175.15|chr14	749	1027	690	693	507	415
LGALS3|ENSG00000131981.16|chr14	70	36	41	42	3	28
DLGAP5|ENSG00000126787.13|chr14	30	31	44	38	15	47
FBXO34|ENSG00000178974.11|chr14	24	15	13	28	38	76
ATG14|ENSG00000126775.9|chr14	59	32	27	45	1	2
TBPL2|ENSG00000182521.6|chr14	0	0	0	0	0	0
KTN1|ENSG00000126777.18|chr14	91	128	148	52	66	19
PELI2|ENSG00000139946.10|chr14	119	106	103	40	60	79
TMEM260|ENSG00000070269.14|chr14	9	29	16	26	13	0
OTX2|ENSG00000165588.19|chr14	0	0	0	0	0	0
EXOC5|ENSG00000070367.16|chr14	161	237	148	107	46	56
AP5M1|ENSG00000053770.12|chr14	60	102	69	102	85	63
NAA30|ENSG00000139977.14|chr14	165	323	183	305	196	114
CCDC198|ENSG00000100557.10|chr14	0	0	0	0	0	0
SLC35F4|ENSG00000151812.15|chr14	0	0	0	0	0	0
ARMH4|ENSG00000139971.15|chr14	7	0	6	0	0	0
ACTR10|ENSG00000131966.14|chr14	35	51	25	99	46	34
PSMA3|ENSG00000100567.13|chr14	440	419	344	410	546	595
ARID4A|ENSG00000032219.19|chr14	6	14	4	3	7	5
TOMM20L|ENSG00000196860.8|chr14	0	0	0	0	0	0
TIMM9|ENSG00000100575.14|chr14	309	331	409	284	432	284
KIAA0586|ENSG00000100578.18|chr14	35	23	12	5	40	3
DACT1|ENSG00000165617.15|chr14	21	12	10	11	81	8
DAAM1|ENSG00000100592.16|chr14	99	79	66	58	82	13
GPR135|ENSG00000181619.12|chr14	5	5	0	0	0	0
L3HYPDH|ENSG00000126790.12|chr14	8	49	62	59	42	0
JKAMP|ENSG00000050130.18|chr14	173	138	173	93	84	131
CCDC175|ENSG00000151838.12|chr14	0	0	0	0	0	0
RTN1|ENSG00000139970.18|chr14	10	2	2	0	0	0
LRRC9|ENSG00000131951.11|chr14	0	0	0	0	0	0
PCNX4|ENSG00000126773.13|chr14	54	131	125	40	40	26
DHRS7|ENSG00000100612.14|chr14	185	90	82	100	115	78
PPM1A|ENSG00000100614.18|chr14	177	146	124	90	56	33
C14orf39|ENSG00000179008.9|chr14	0	0	0	0	0	0
SIX6|ENSG00000184302.7|chr14	2	8	0	7	4	0
SIX1|ENSG00000126778.12|chr14	879	1164	1047	803	702	1015
SIX4|ENSG00000100625.9|chr14	87	50	56	35	19	10
MNAT1|ENSG00000020426.11|chr14	112	139	85	82	43	43
TRMT5|ENSG00000126814.7|chr14	916	876	577	631	566	582
SLC38A6|ENSG00000139974.17|chr14	16	22	33	52	31	0
PRKCH|ENSG00000027075.17|chr14	78	104	83	98	73	58
TMEM30B|ENSG00000182107.7|chr14	0	0	0	0	0	0
ENSG00000258989|ENSG00000258989.1|chr14	0	0	0	0	0	0
HIF1A|ENSG00000100644.17|chr14	418	471	480	325	200	267
SNAPC1|ENSG00000023608.5|chr14	207	192	174	169	180	179
SYT16|ENSG00000139973.18|chr14	0	0	0	0	0	0
KCNH5|ENSG00000140015.20|chr14	0	0	0	0	0	0
RHOJ|ENSG00000126785.13|chr14	0	0	0	0	0	0
GPHB5|ENSG00000179600.4|chr14	0	0	0	0	0	0
PPP2R5E|ENSG00000154001.14|chr14	538	640	489	389	171	222
WDR89|ENSG00000140006.12|chr14	187	237	229	167	240	123
SGPP1|ENSG00000126821.8|chr14	4	0	0	13	0	0
SYNE2|ENSG00000054654.20|chr14	3	0	0	0	0	0
ESR2|ENSG00000140009.19|chr14	1	0	0	0	0	0
ZBTB25|ENSG00000089775.12|chr14	28	74	45	19	20	0
AKAP5|ENSG00000179841.8|chr14	35	47	11	43	1	1
ZBTB1|ENSG00000126804.14|chr14	46	79	66	152	88	4
HSPA2|ENSG00000126803.10|chr14	2	5	33	28	0	0
PPP1R36|ENSG00000165807.8|chr14	0	0	0	0	0	0
PLEKHG3|ENSG00000126822.18|chr14	31	87	70	104	83	2
SPTB|ENSG00000070182.21|chr14	0	3	0	0	0	0
CHURC1|ENSG00000258289.10|chr14	317	487	271	332	330	294
CHURC1-FNTB|ENSG00000125954.13|chr14	0	0	0	0	0	0
GPX2|ENSG00000176153.13|chr14	0	0	0	0	0	0
RAB15|ENSG00000139998.16|chr14	19	20	25	6	0	0
FNTB|ENSG00000257365.8|chr14	35	60	45	52	47	54
MAX|ENSG00000125952.20|chr14	287	467	390	346	197	224
FUT8|ENSG00000033170.17|chr14	73	67	19	1	0	29
CCDC196|ENSG00000196553.15|chr14	0	0	0	0	0	0
GPHN|ENSG00000171723.16|chr14	83	51	45	52	47	37
GARIN2|ENSG00000172717.17|chr14	0	0	0	0	0	0
PALS1|ENSG00000072415.10|chr14	92	132	118	103	54	29
ATP6V1D|ENSG00000100554.12|chr14	242	264	265	285	315	412
EIF2S1|ENSG00000134001.15|chr14	703	775	621	733	601	568
PLEK2|ENSG00000100558.9|chr14	0	0	0	0	0	0
TMEM229B|ENSG00000198133.9|chr14	5	1	0	0	0	0
PLEKHH1|ENSG00000054690.14|chr14	10	0	3	0	0	0
PIGH|ENSG00000100564.9|chr14	64	82	99	37	111	7
ARG2|ENSG00000081181.8|chr14	42	109	64	127	97	162
VTI1B|ENSG00000100568.11|chr14	62	126	76	97	27	58
RDH11|ENSG00000072042.13|chr14	258	445	305	320	375	235
RDH12|ENSG00000139988.10|chr14	0	0	0	0	0	0
ZFYVE26|ENSG00000072121.17|chr14	31	12	15	9	3	0
RAD51B|ENSG00000182185.19|chr14	0	0	0	0	0	0
ZFP36L1|ENSG00000185650.10|chr14	506	726	663	879	798	512
ACTN1|ENSG00000072110.16|chr14	267	354	309	331	268	109
