Gene	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
CHRNA7|ENSG00000175344.19|chr15	0	0	0	0	0	0
GOLGA8K|ENSG00000249931.5|chr15	0	2	0	0	0	0
GOLGA8O|ENSG00000206127.11|chr15	0	0	0	0	0	0
GOLGA8N|ENSG00000232653.9|chr15	0	0	0	0	0	0
ARHGAP11A-SCG5|ENSG00000288864.1|chr15	0	0	0	0	0	0
ARHGAP11A|ENSG00000198826.11|chr15	0	0	0	0	0	0
SCG5|ENSG00000166922.9|chr15	0	0	0	0	0	0
GREM1|ENSG00000166923.12|chr15	0	0	0	0	0	0
FMN1|ENSG00000248905.10|chr15	0	0	0	0	0	0
RYR3|ENSG00000198838.14|chr15	0	0	0	0	0	0
AVEN|ENSG00000169857.9|chr15	188	134	275	50	154	147
CHRM5|ENSG00000184984.10|chr15	0	0	0	0	0	0
EMC7|ENSG00000134153.10|chr15	2672	2232	2916	1810	2317	1833
PGBD4|ENSG00000182405.6|chr15	18	7	23	3	36	34
KATNBL1|ENSG00000134152.11|chr15	90	56	60	76	98	123
EMC4|ENSG00000128463.13|chr15	1947	1856	2160	1642	2293	1919
SLC12A6|ENSG00000140199.13|chr15	78	72	109	62	200	118
NOP10|ENSG00000182117.7|chr15	4311	2695	3757	2487	2693	2194
NUTM1|ENSG00000184507.16|chr15	0	0	0	0	0	0
LPCAT4|ENSG00000176454.15|chr15	11	0	38	25	24	2
GOLGA8A|ENSG00000175265.19|chr15	61	38	71	0	108	76
GOLGA8B|ENSG00000215252.12|chr15	27	40	72	30	70	52
GJD2|ENSG00000159248.5|chr15	0	0	0	0	0	0
ACTC1|ENSG00000159251.8|chr15	0	0	0	0	0	0
AQR|ENSG00000021776.11|chr15	487	285	393	448	500	428
ZNF770|ENSG00000198146.4|chr15	242	183	222	461	661	466
NANOGP8|ENSG00000255192.6|chr15	0	0	0	0	0	0
DPH6|ENSG00000134146.12|chr15	174	194	129	93	199	95
CDIN1|ENSG00000186073.14|chr15	121	118	131	111	147	122
MEIS2|ENSG00000134138.21|chr15	70	37	92	135	98	32
TMCO5A|ENSG00000166069.14|chr15	0	0	0	0	0	0
SPRED1|ENSG00000166068.13|chr15	17	5	11	41	51	28
FAM98B|ENSG00000171262.11|chr15	792	562	701	654	1185	658
RASGRP1|ENSG00000172575.14|chr15	15	11	9	13	47	25
THBS1|ENSG00000137801.11|chr15	12	0	0	15	0	0
FSIP1|ENSG00000150667.8|chr15	0	3	0	0	3	1
GPR176|ENSG00000166073.11|chr15	69	57	74	61	62	46
EIF2AK4|ENSG00000128829.12|chr15	150	119	124	131	223	114
SRP14|ENSG00000140319.11|chr15	5698	4746	6024	4642	5690	4350
BMF|ENSG00000104081.14|chr15	9	1	13	7	5	18
BUB1B|ENSG00000156970.13|chr15	219	129	132	282	290	153
PAK6|ENSG00000137843.12|chr15	10	6	6	0	0	0
PLCB2|ENSG00000137841.12|chr15	0	0	0	0	0	0
ANKRD63|ENSG00000230778.2|chr15	15	2	13	21	11	7
INAFM2|ENSG00000259330.3|chr15	145	72	180	91	247	182
CCDC9B|ENSG00000188549.13|chr15	8	7	13	4	16	18
PHGR1|ENSG00000233041.8|chr15	0	0	0	0	0	0
DISP2|ENSG00000140323.6|chr15	17	11	32	17	13	25
KNSTRN|ENSG00000128944.14|chr15	191	223	309	452	626	461
IVD|ENSG00000128928.10|chr15	771	540	724	606	684	638
BAHD1|ENSG00000140320.12|chr15	78	74	132	25	103	91
CHST14|ENSG00000169105.8|chr15	177	62	135	120	189	98
CCDC32|ENSG00000128891.17|chr15	83	30	62	102	74	74
RPUSD2|ENSG00000166133.18|chr15	46	29	56	59	26	3
KNL1|ENSG00000137812.21|chr15	18	32	91	70	95	77
RAD51|ENSG00000051180.17|chr15	180	162	205	147	319	236
RMDN3|ENSG00000137824.16|chr15	326	254	351	216	379	248
GCHFR|ENSG00000137880.6|chr15	519	367	447	274	230	218
DNAJC17|ENSG00000104129.10|chr15	28	2	38	48	39	23
C15orf62|ENSG00000188277.10|chr15	5	0	0	0	0	0
ZFYVE19|ENSG00000166140.17|chr15	63	37	62	57	89	123
PPP1R14D|ENSG00000166143.10|chr15	0	0	6	0	0	1
SPINT1|ENSG00000166145.15|chr15	8	6	2	0	0	1
RHOV|ENSG00000104140.7|chr15	92	91	109	39	93	74
VPS18|ENSG00000104142.11|chr15	8	29	39	9	22	16
DLL4|ENSG00000128917.8|chr15	0	0	0	0	1	0
CHAC1|ENSG00000128965.13|chr15	7	1	5	89	69	55
INO80|ENSG00000128908.19|chr15	24	7	42	19	53	35
EXD1|ENSG00000178997.12|chr15	0	0	0	0	0	0
CHP1|ENSG00000187446.12|chr15	561	542	788	352	493	406
ENSG00000285920|ENSG00000285920.2|chr15	855	687	713	682	1044	737
OIP5|ENSG00000104147.9|chr15	1102	937	1109	762	1099	847
NUSAP1|ENSG00000137804.14|chr15	857	687	714	685	1049	737
NDUFAF1|ENSG00000137806.10|chr15	179	206	170	241	256	321
RTF1|ENSG00000137815.15|chr15	203	151	200	152	290	241
ITPKA|ENSG00000137825.11|chr15	55	41	46	76	62	31
LTK|ENSG00000062524.16|chr15	43	11	29	8	1	11
RPAP1|ENSG00000103932.12|chr15	328	147	238	173	214	177
TYRO3|ENSG00000092445.12|chr15	182	84	219	76	128	62
MGA|ENSG00000174197.18|chr15	4	11	31	30	19	15
MAPKBP1|ENSG00000137802.14|chr15	34	5	19	17	14	6
JMJD7|ENSG00000243789.11|chr15	78	139	111	81	173	145
JMJD7-PLA2G4B|ENSG00000168970.22|chr15	11	3	6	24	2	2
PLA2G4B|ENSG00000243708.11|chr15	11	3	6	24	2	2
SPTBN5|ENSG00000137877.10|chr15	0	0	0	1	0	0
EHD4|ENSG00000103966.11|chr15	130	64	128	131	193	101
PLA2G4E|ENSG00000188089.14|chr15	0	0	0	0	0	0
PLA2G4D|ENSG00000159337.7|chr15	0	0	0	0	0	0
PLA2G4F|ENSG00000168907.13|chr15	0	0	0	0	0	0
VPS39|ENSG00000166887.16|chr15	103	80	121	116	75	94
TMEM87A|ENSG00000103978.16|chr15	245	302	236	321	502	429
GANC|ENSG00000214013.10|chr15	30	7	56	32	16	12
CAPN3|ENSG00000092529.25|chr15	0	0	0	0	5	1
ZNF106|ENSG00000103994.18|chr15	637	634	779	973	894	939
SNAP23|ENSG00000092531.10|chr15	725	563	585	451	904	674
LRRC57|ENSG00000180979.10|chr15	182	96	119	131	179	136
HAUS2|ENSG00000137814.12|chr15	565	484	499	503	783	492
STARD9|ENSG00000159433.12|chr15	0	1	0	0	26	12
CDAN1|ENSG00000140326.13|chr15	45	16	65	24	69	44
TTBK2|ENSG00000128881.18|chr15	62	41	34	95	120	92
UBR1|ENSG00000159459.12|chr15	31	25	48	27	67	65
TMEM62|ENSG00000137842.7|chr15	58	72	122	92	139	107
CCNDBP1|ENSG00000166946.14|chr15	459	300	439	426	438	393
EPB42|ENSG00000166947.15|chr15	0	0	0	0	0	0
TGM5|ENSG00000104055.17|chr15	0	0	0	0	0	0
TGM7|ENSG00000159495.8|chr15	0	0	0	0	0	0
LCMT2|ENSG00000168806.8|chr15	24	41	14	29	40	44
ADAL|ENSG00000168803.16|chr15	264	149	215	188	216	156
ZSCAN29|ENSG00000140265.14|chr15	131	82	90	295	229	259
TUBGCP4|ENSG00000137822.13|chr15	970	683	904	586	949	819
TP53BP1|ENSG00000067369.14|chr15	75	83	119	84	148	61
MAP1A|ENSG00000166963.13|chr15	68	24	83	21	12	33
PPIP5K1|ENSG00000168781.23|chr15	7	0	0	13	6	6
CKMT1B|ENSG00000237289.10|chr15	229	69	205	301	99	145
STRC|ENSG00000242866.10|chr15	0	0	0	0	0	0
CATSPER2|ENSG00000166762.19|chr15	0	0	0	0	0	0
CKMT1A|ENSG00000223572.10|chr15	427	198	336	230	144	215
PDIA3|ENSG00000167004.14|chr15	130	120	144	169	191	141
ELL3|ENSG00000128886.12|chr15	89	69	76	100	158	127
SERF2|ENSG00000140264.21|chr15	13117	2753	11041	7525	2427	3381
SERINC4|ENSG00000184716.14|chr15	0	6	0	0	1	1
HYPK|ENSG00000242028.8|chr15	5601	5007	5834	2460	3933	3316
MFAP1|ENSG00000140259.7|chr15	88	133	135	91	101	58
WDR76|ENSG00000092470.12|chr15	260	195	204	260	388	433
FRMD5|ENSG00000171877.21|chr15	33	0	10	24	30	30
GOLM2|ENSG00000166734.20|chr15	318	79	271	164	212	139
CTDSPL2|ENSG00000137770.14|chr15	94	70	121	189	170	102
EIF3J|ENSG00000104131.13|chr15	1108	1122	1238	896	1241	1249
SPG11|ENSG00000104133.16|chr15	38	12	56	24	19	33
PATL2|ENSG00000229474.8|chr15	0	0	0	0	0	0
TRIM69|ENSG00000185880.13|chr15	0	0	0	0	0	0
TERB2|ENSG00000167014.11|chr15	0	0	0	0	0	0
SORD|ENSG00000140263.15|chr15	97	40	59	48	40	66
DUOX2|ENSG00000140279.13|chr15	0	0	0	0	0	0
DUOXA2|ENSG00000140274.14|chr15	0	0	0	0	0	0
DUOXA1|ENSG00000140254.13|chr15	0	3	2	0	0	0
DUOX1|ENSG00000137857.18|chr15	0	0	0	0	0	0
SHF|ENSG00000138606.20|chr15	4	0	0	1	29	1
SLC28A2|ENSG00000137860.12|chr15	0	0	0	0	0	0
GATM|ENSG00000171766.17|chr15	0	0	0	12	0	7
SPATA5L1|ENSG00000171763.20|chr15	51	99	55	32	119	51
C15orf48|ENSG00000166920.13|chr15	12	7	34	23	8	14
SLC30A4|ENSG00000104154.7|chr15	14	16	31	22	36	48
BLOC1S6|ENSG00000104164.12|chr15	656	672	763	637	998	666
SQOR|ENSG00000137767.14|chr15	48	38	49	39	104	80
SEMA6D|ENSG00000137872.17|chr15	2	0	0	0	5	0
SLC24A5|ENSG00000188467.11|chr15	0	0	0	0	0	0
MYEF2|ENSG00000104177.19|chr15	268	219	344	237	341	246
CTXN2|ENSG00000233932.6|chr15	0	0	0	0	0	0
SLC12A1|ENSG00000074803.21|chr15	0	0	0	0	0	0
DUT|ENSG00000128951.14|chr15	4516	4018	4375	2806	4865	3572
FBN1|ENSG00000166147.15|chr15	44	56	53	16	34	43
CEP152|ENSG00000103995.14|chr15	0	4	17	25	59	53
SHC4|ENSG00000185634.12|chr15	0	4	0	13	5	1
EID1|ENSG00000255302.5|chr15	4889	4346	5279	1984	2954	2274
SECISBP2L|ENSG00000138593.9|chr15	18	28	56	59	63	30
COPS2|ENSG00000166200.15|chr15	449	338	493	343	565	430
GALK2|ENSG00000156958.15|chr15	98	80	50	69	183	128
FAM227B|ENSG00000166262.16|chr15	0	0	0	0	0	0
FGF7|ENSG00000140285.12|chr15	0	0	0	0	0	0
DTWD1|ENSG00000104047.15|chr15	78	69	58	157	102	80
ATP8B4|ENSG00000104043.15|chr15	0	0	0	0	3	0
SLC27A2|ENSG00000140284.11|chr15	255	217	150	223	250	184
HDC|ENSG00000140287.11|chr15	0	0	0	0	0	0
GABPB1|ENSG00000104064.18|chr15	4	7	27	43	33	22
USP8|ENSG00000138592.14|chr15	211	107	217	202	323	213
USP50|ENSG00000170236.16|chr15	0	0	0	0	0	0
TRPM7|ENSG00000092439.16|chr15	124	95	122	155	180	90
SPPL2A|ENSG00000138600.11|chr15	358	325	349	155	378	290
AP4E1|ENSG00000081014.11|chr15	77	73	170	116	130	67
TNFAIP8L3|ENSG00000183578.8|chr15	1	1	0	0	2	13
CYP19A1|ENSG00000137869.16|chr15	0	0	0	0	0	0
GLDN|ENSG00000186417.14|chr15	4	0	1	0	0	0
DMXL2|ENSG00000104093.14|chr15	54	25	37	25	118	56
SCG3|ENSG00000104112.9|chr15	6	9	23	0	26	25
LYSMD2|ENSG00000140280.14|chr15	87	41	105	43	70	59
TMOD2|ENSG00000128872.10|chr15	132	148	98	122	133	150
TMOD3|ENSG00000138594.14|chr15	319	337	381	323	564	326
LEO1|ENSG00000166477.13|chr15	13	18	47	38	85	28
MAPK6|ENSG00000069956.14|chr15	356	344	351	284	329	284
BCL2L10|ENSG00000137875.4|chr15	2	0	0	0	0	0
GNB5|ENSG00000069966.19|chr15	467	300	350	188	438	370
MYO5C|ENSG00000128833.13|chr15	69	55	72	45	93	71
MYO5A|ENSG00000197535.16|chr15	89	89	68	110	163	64
ARPP19|ENSG00000128989.11|chr15	453	389	534	400	529	317
FAM214A|ENSG00000047346.13|chr15	12	20	30	55	38	31
ONECUT1|ENSG00000169856.9|chr15	4	2	0	0	11	10
WDR72|ENSG00000166415.15|chr15	0	0	0	0	0	0
UNC13C|ENSG00000137766.18|chr15	0	0	0	0	0	0
RSL24D1|ENSG00000137876.11|chr15	1141	783	1156	967	1320	706
RAB27A|ENSG00000069974.17|chr15	119	103	137	64	156	113
PIGBOS1|ENSG00000225973.4|chr15	12	45	39	47	44	73
PIGB|ENSG00000069943.10|chr15	104	180	152	92	170	111
CCPG1|ENSG00000260916.8|chr15	49	32	26	14	49	32
PIERCE2|ENSG00000261652.3|chr15	15	17	35	36	4	5
DNAAF4|ENSG00000256061.7|chr15	0	9	5	19	19	24
PYGO1|ENSG00000171016.13|chr15	43	23	76	50	41	15
PRTG|ENSG00000166450.13|chr15	77	25	22	16	29	12
NEDD4|ENSG00000069869.17|chr15	38	23	46	112	85	39
RFX7|ENSG00000181827.16|chr15	7	6	11	50	34	44
TEX9|ENSG00000151575.15|chr15	98	82	104	65	99	66
MNS1|ENSG00000138587.6|chr15	49	34	26	36	38	16
ZNF280D|ENSG00000137871.21|chr15	0	6	4	0	23	3
ENSG00000285253|ENSG00000285253.1|chr15	0	0	0	7	0	0
CGNL1|ENSG00000128849.11|chr15	36	36	25	24	60	25
MYZAP|ENSG00000263155.6|chr15	13	0	0	11	0	0
GCOM1|ENSG00000137878.17|chr15	0	0	2	0	5	8
POLR2M|ENSG00000255529.9|chr15	334	200	233	196	254	230
ALDH1A2|ENSG00000128918.15|chr15	1560	1062	1397	1057	1364	1163
AQP9|ENSG00000103569.10|chr15	0	0	0	0	0	0
LIPC|ENSG00000166035.11|chr15	0	0	0	0	0	0
ADAM10|ENSG00000137845.15|chr15	225	271	208	193	311	238
MINDY2|ENSG00000128923.11|chr15	553	475	459	530	717	463
RNF111|ENSG00000157450.16|chr15	13	6	33	35	27	5
SLTM|ENSG00000137776.17|chr15	279	197	477	249	421	322
CCNB2|ENSG00000157456.8|chr15	1199	780	1362	717	839	923
MYO1E|ENSG00000157483.9|chr15	127	41	79	86	94	92
LDHAL6B|ENSG00000171989.6|chr15	0	0	0	0	0	0
FAM81A|ENSG00000157470.12|chr15	71	35	65	1	42	36
GCNT3|ENSG00000140297.13|chr15	0	0	0	0	0	0
GTF2A2|ENSG00000140307.11|chr15	2245	1902	2177	1095	1907	1370
BNIP2|ENSG00000140299.14|chr15	266	220	290	331	507	341
FOXB1|ENSG00000171956.7|chr15	28	24	25	21	62	18
ANXA2|ENSG00000182718.18|chr15	1274	941	1237	1295	1201	1070
ICE2|ENSG00000128915.12|chr15	220	161	207	153	226	176
RORA|ENSG00000069667.16|chr15	41	26	29	39	32	31
VPS13C|ENSG00000129003.19|chr15	52	11	36	51	42	43
C2CD4A|ENSG00000198535.5|chr15	2	0	6	0	0	6
C2CD4B|ENSG00000205502.4|chr15	9	0	0	0	1	0
TLN2|ENSG00000171914.17|chr15	15	5	7	38	26	41
TPM1|ENSG00000140416.23|chr15	78	72	69	132	40	78
LACTB|ENSG00000103642.12|chr15	79	27	36	21	43	25
RPS27L|ENSG00000185088.14|chr15	3068	3172	3143	1553	2322	2012
RAB8B|ENSG00000166128.13|chr15	50	67	100	67	127	70
APH1B|ENSG00000138613.14|chr15	105	114	82	97	54	73
CA12|ENSG00000074410.14|chr15	153	76	115	133	65	91
USP3|ENSG00000140455.17|chr15	146	119	108	124	172	158
FBXL22|ENSG00000197361.8|chr15	1	3	7	0	9	5
HERC1|ENSG00000103657.14|chr15	74	30	32	31	71	52
DAPK2|ENSG00000035664.11|chr15	15	1	19	23	16	4
CIAO2A|ENSG00000166797.11|chr15	1859	1369	1815	979	1279	1214
SNX1|ENSG00000028528.15|chr15	412	438	573	435	792	620
SNX22|ENSG00000157734.14|chr15	522	446	595	515	759	565
PPIB|ENSG00000166794.6|chr15	2649	565	2575	1728	1781	1193
CSNK1G1|ENSG00000169118.18|chr15	91	134	104	161	211	167
PCLAF|ENSG00000166803.14|chr15	5317	4469	5146	3096	4809	3830
TRIP4|ENSG00000103671.10|chr15	116	112	185	156	232	216
OAZ2|ENSG00000180304.14|chr15	781	760	708	456	544	488
PIF1|ENSG00000140451.13|chr15	0	9	14	5	21	26
PLEKHO2|ENSG00000241839.10|chr15	18	11	10	7	12	0
ANKDD1A|ENSG00000166839.18|chr15	14	0	0	7	2	5
SPG21|ENSG00000090487.11|chr15	1539	1119	1663	874	1145	932
MTFMT|ENSG00000103707.10|chr15	168	94	133	81	155	148
SLC51B|ENSG00000186198.4|chr15	0	0	5	0	0	0
RASL12|ENSG00000103710.11|chr15	0	0	0	0	0	0
KBTBD13|ENSG00000234438.5|chr15	0	0	0	0	0	0
UBAP1L|ENSG00000246922.10|chr15	0	0	0	0	0	1
PDCD7|ENSG00000090470.15|chr15	73	55	110	104	185	149
CLPX|ENSG00000166855.9|chr15	139	109	96	166	215	217
CILP|ENSG00000138615.6|chr15	0	0	0	0	0	6
PARP16|ENSG00000138617.16|chr15	21	26	61	184	123	109
IGDCC3|ENSG00000174498.14|chr15	62	38	73	30	29	14
IGDCC4|ENSG00000103742.12|chr15	2	7	7	17	7	9
DPP8|ENSG00000074603.19|chr15	405	326	346	303	533	507
HACD3|ENSG00000074696.13|chr15	4080	3394	3733	3856	5230	4017
INTS14|ENSG00000138614.16|chr15	476	258	319	477	458	364
SLC24A1|ENSG00000074621.14|chr15	19	27	36	39	74	30
DENND4A|ENSG00000174485.16|chr15	38	20	45	75	123	97
RAB11A|ENSG00000103769.10|chr15	2124	1569	1817	1521	2109	1446
MEGF11|ENSG00000157890.19|chr15	39	8	9	4	20	0
DIS3L|ENSG00000166938.13|chr15	322	360	407	334	423	398
TIPIN|ENSG00000075131.10|chr15	570	487	433	566	947	597
MAP2K1|ENSG00000169032.11|chr15	716	323	623	566	767	585
SNAPC5|ENSG00000174446.13|chr15	465	307	328	211	376	315
RPL4|ENSG00000174444.15|chr15	17921	16887	18768	17718	24981	21143
LCTL|ENSG00000188501.12|chr15	0	0	0	0	0	0
SMAD6|ENSG00000137834.15|chr15	48	5	25	43	7	32
SMAD3|ENSG00000166949.17|chr15	122	54	110	161	106	83
AAGAB|ENSG00000103591.13|chr15	1189	836	1439	1027	1349	1101
IQCH|ENSG00000103599.20|chr15	0	0	3	0	0	0
C15orf61|ENSG00000189227.6|chr15	558	315	411	567	750	624
MAP2K5|ENSG00000137764.20|chr15	302	202	280	126	251	261
SKOR1|ENSG00000188779.12|chr15	7	0	5	21	0	0
PIAS1|ENSG00000033800.14|chr15	62	51	51	82	67	76
ENSG00000260007|ENSG00000260007.3|chr15	183	175	192	171	236	206
CALML4|ENSG00000129007.16|chr15	189	168	192	168	231	207
CLN6|ENSG00000128973.13|chr15	651	454	671	416	655	478
FEM1B|ENSG00000169018.6|chr15	129	112	104	285	269	220
ITGA11|ENSG00000137809.17|chr15	3	2	0	0	1	0
CORO2B|ENSG00000103647.13|chr15	6	0	11	0	2	1
ANP32A|ENSG00000140350.15|chr15	5199	3625	4828	3209	5049	4025
SPESP1|ENSG00000258484.4|chr15	0	0	0	0	0	0
NOX5|ENSG00000255346.10|chr15	0	0	15	0	0	0
GLCE|ENSG00000138604.10|chr15	41	39	35	27	30	12
PAQR5|ENSG00000137819.14|chr15	204	143	189	122	123	117
KIF23|ENSG00000137807.16|chr15	76	85	84	157	289	139
RPLP1|ENSG00000137818.12|chr15	4326	2194	4682	6603	8636	4218
TLE3|ENSG00000140332.18|chr15	686	337	534	511	659	581
UACA|ENSG00000137831.15|chr15	118	105	114	137	146	118
LARP6|ENSG00000166173.11|chr15	39	29	43	78	54	68
LRRC49|ENSG00000137821.12|chr15	140	51	92	99	132	81
THAP10|ENSG00000129028.9|chr15	86	22	36	33	106	82
THSD4|ENSG00000187720.15|chr15	40	31	13	50	28	43
NR2E3|ENSG00000278570.5|chr15	5	0	0	10	2	2
MYO9A|ENSG00000066933.16|chr15	142	95	71	232	277	205
SENP8|ENSG00000166192.15|chr15	33	28	31	46	37	49
GRAMD2A|ENSG00000175318.12|chr15	0	0	0	0	0	0
PKM|ENSG00000067225.21|chr15	6723	3206	6859	7317	3731	3642
PARP6|ENSG00000137817.17|chr15	199	124	132	100	170	223
HEXA|ENSG00000213614.11|chr15	855	268	773	788	608	456
TMEM202|ENSG00000187806.9|chr15	0	0	0	0	0	0
ARIH1|ENSG00000166233.15|chr15	382	300	253	415	864	545
GOLGA6B|ENSG00000215186.7|chr15	0	0	0	0	0	0
HIGD2B|ENSG00000175202.6|chr15	0	0	0	0	0	0
BBS4|ENSG00000140463.14|chr15	380	223	393	316	537	338
ADPGK|ENSG00000159322.18|chr15	478	346	423	251	518	307
NEO1|ENSG00000067141.17|chr15	711	394	603	404	593	508
HCN4|ENSG00000138622.4|chr15	5	0	13	5	0	1
REC114|ENSG00000183324.11|chr15	0	0	0	0	0	0
CD276|ENSG00000103855.18|chr15	381	238	267	248	258	261
INSYN1|ENSG00000205363.7|chr15	7	4	0	0	6	0
TBC1D21|ENSG00000167139.9|chr15	0	0	0	0	0	0
LOXL1|ENSG00000129038.16|chr15	121	71	146	24	47	72
STOML1|ENSG00000067221.14|chr15	63	31	56	23	43	53
PML|ENSG00000140464.20|chr15	7	25	4	19	14	11
GOLGA6A|ENSG00000159289.6|chr15	0	0	0	0	0	0
ISLR2|ENSG00000167178.17|chr15	0	0	0	0	0	0
ISLR|ENSG00000129009.13|chr15	0	0	0	0	0	0
STRA6|ENSG00000137868.19|chr15	0	0	0	0	0	0
CCDC33|ENSG00000140481.15|chr15	0	0	0	0	0	0
CYP11A1|ENSG00000140459.18|chr15	0	0	0	0	0	0
SEMA7A|ENSG00000138623.10|chr15	0	0	0	0	0	0
UBL7|ENSG00000138629.16|chr15	0	0	0	0	0	5
ARID3B|ENSG00000179361.18|chr15	215	88	135	271	228	166
CLK3|ENSG00000179335.20|chr15	135	40	95	163	191	163
EDC3|ENSG00000179151.13|chr15	318	189	251	264	389	336
CYP1A1|ENSG00000140465.15|chr15	12	14	3	11	0	26
CYP1A2|ENSG00000140505.7|chr15	0	0	0	0	0	0
CSK|ENSG00000103653.17|chr15	647	301	686	638	445	524
LMAN1L|ENSG00000140506.17|chr15	0	0	0	0	0	0
CPLX3|ENSG00000213578.6|chr15	0	0	0	0	0	0
ULK3|ENSG00000140474.14|chr15	838	538	787	508	507	477
SCAMP2|ENSG00000140497.16|chr15	1311	410	1111	884	530	547
MPI|ENSG00000178802.18|chr15	1176	790	1077	971	1125	1151
FAM219B|ENSG00000178761.15|chr15	277	145	271	174	202	202
RPP25|ENSG00000178718.7|chr15	51	15	43	41	10	30
SCAMP5|ENSG00000198794.12|chr15	123	78	199	54	62	58
PPCDC|ENSG00000138621.12|chr15	389	265	340	482	461	456
C15orf39|ENSG00000167173.19|chr15	141	87	119	52	106	57
GOLGA6C|ENSG00000167195.8|chr15	0	0	0	0	0	0
GOLGA6D|ENSG00000140478.16|chr15	0	0	0	0	0	0
COMMD4|ENSG00000140365.16|chr15	2794	1142	2352	1645	1104	1093
NEIL1|ENSG00000140398.14|chr15	44	29	35	54	75	71
MAN2C1|ENSG00000140400.18|chr15	105	42	102	94	39	57
SIN3A|ENSG00000169375.16|chr15	105	100	82	130	192	117
PTPN9|ENSG00000169410.11|chr15	250	182	192	279	349	308
SNUPN|ENSG00000169371.14|chr15	220	159	309	222	346	232
IMP3|ENSG00000177971.9|chr15	1267	910	1181	999	1055	1217
SNX33|ENSG00000173548.9|chr15	18	2	21	2	5	1
CSPG4|ENSG00000173546.7|chr15	9	8	0	0	0	2
ODF3L1|ENSG00000182950.3|chr15	5	0	0	0	0	0
UBE2Q2|ENSG00000140367.12|chr15	20	55	32	13	36	24
FBXO22|ENSG00000167196.14|chr15	506	390	412	421	641	527
NRG4|ENSG00000169752.17|chr15	21	27	5	10	17	30
TMEM266|ENSG00000169758.13|chr15	0	0	0	0	0	0
ETFA|ENSG00000140374.17|chr15	5893	4308	5507	4025	6246	4493
ISL2|ENSG00000159556.10|chr15	32	20	40	86	118	51
SCAPER|ENSG00000140386.13|chr15	3	14	7	20	20	9
RCN2|ENSG00000117906.14|chr15	1260	812	1285	831	1142	807
PSTPIP1|ENSG00000140368.14|chr15	2	0	0	0	0	0
TSPAN3|ENSG00000140391.15|chr15	5576	5076	5915	3794	5813	4528
PEAK1|ENSG00000173517.11|chr15	16	19	11	31	20	27
LINGO1|ENSG00000169783.13|chr15	64	31	56	12	46	40
TBC1D2B|ENSG00000167202.12|chr15	13	14	12	58	13	10
SH2D7|ENSG00000183476.13|chr15	0	0	0	0	0	0
CIB2|ENSG00000136425.14|chr15	207	91	169	98	68	53
IDH3A|ENSG00000166411.14|chr15	902	499	952	759	607	559
ACSBG1|ENSG00000103740.10|chr15	6	0	0	0	0	4
DNAJA4|ENSG00000140403.13|chr15	0	0	0	0	0	0
WDR61|ENSG00000140395.9|chr15	1332	1331	1555	1036	1743	1324
CRABP1|ENSG00000166426.8|chr15	4	2	2	0	8	0
IREB2|ENSG00000136381.13|chr15	429	344	544	741	966	673
HYKK|ENSG00000188266.14|chr15	16	30	30	17	17	17
PSMA4|ENSG00000041357.16|chr15	4520	3783	3926	3198	4621	3634
CHRNA5|ENSG00000169684.13|chr15	245	147	345	138	235	131
CHRNA3|ENSG00000080644.16|chr15	19	5	13	0	9	0
CHRNB4|ENSG00000117971.12|chr15	0	0	0	0	0	0
ADAMTS7|ENSG00000136378.15|chr15	7	2	0	0	0	0
MORF4L1|ENSG00000185787.15|chr15	5757	5014	6406	2986	4583	3762
CTSH|ENSG00000103811.18|chr15	45	71	62	57	36	51
RASGRF1|ENSG00000058335.16|chr15	0	0	0	0	0	0
ANKRD34C|ENSG00000235711.5|chr15	0	0	0	0	0	0
TMED3|ENSG00000166557.14|chr15	1368	1066	1521	869	1083	1118
MINAR1|ENSG00000169330.9|chr15	7	16	0	0	12	8
MTHFS|ENSG00000136371.11|chr15	798	618	719	577	935	637
ST20-MTHFS|ENSG00000259332.3|chr15	284	260	319	168	382	276
BCL2A1|ENSG00000140379.9|chr15	0	0	0	0	0	0
ZFAND6|ENSG00000086666.19|chr15	313	286	267	328	380	405
FAH|ENSG00000103876.14|chr15	169	82	114	78	79	61
CTXND1|ENSG00000259417.3|chr15	0	0	0	0	4	0
ARNT2|ENSG00000172379.22|chr15	27	31	36	17	63	45
ABHD17C|ENSG00000136379.12|chr15	67	74	90	66	104	47
CEMIP|ENSG00000103888.17|chr15	0	0	0	23	0	0
MESD|ENSG00000117899.11|chr15	696	581	959	520	732	628
TLNRD1|ENSG00000140406.4|chr15	87	73	105	42	73	88
CFAP161|ENSG00000156206.14|chr15	1	3	1	0	0	0
IL16|ENSG00000172349.18|chr15	0	0	0	0	0	0
STARD5|ENSG00000172345.14|chr15	35	10	5	56	5	26
TMC3|ENSG00000188869.13|chr15	0	0	0	0	0	0
MEX3B|ENSG00000183496.6|chr15	0	0	15	12	18	0
EFL1|ENSG00000140598.16|chr15	81	46	136	115	198	94
SAXO2|ENSG00000188659.10|chr15	0	0	0	13	11	1
GOLGA6L10|ENSG00000278662.6|chr15	0	0	0	0	0	0
GOLGA6L9|ENSG00000197978.10|chr15	0	0	0	0	0	0
RPS17|ENSG00000182774.13|chr15	10	25	17	31	2	10
