Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
CRIP2|ENSG00000182809.11|chr14	24	11	20	23	3	9
TEDC1|ENSG00000185347.18|chr14	72	126	83	102	44	62
TMEM121|ENSG00000184986.11|chr14	56	117	57	134	34	38
GOLGA6L6|ENSG00000277322.1|chr15	0	0	0	0	0	0
POTEB2|ENSG00000230031.10|chr15	0	0	0	0	0	0
POTEB3|ENSG00000278522.5|chr15	0	0	0	0	0	0
LINC02203|ENSG00000280709.2|chr15	0	0	0	0	0	0
OR4M2B|ENSG00000182974.3|chr15	0	0	0	0	0	0
OR4N4C|ENSG00000279408.3|chr15	0	0	0	0	0	0
POTEB|ENSG00000233917.9|chr15	0	0	0	0	0	0
ENSG00000285472|ENSG00000285472.1|chr15	0	0	0	0	0	0
OR4M2|ENSG00000274102.3|chr15	0	0	0	0	0	0
OR4N4|ENSG00000183706.6|chr15	0	0	0	0	0	0
GOLGA6L22|ENSG00000277865.6|chr15	0	0	0	0	0	0
NIPA1|ENSG00000170113.16|chr15	0	0	0	0	0	0
NIPA2|ENSG00000140157.16|chr15	118	96	127	100	66	103
CYFIP1|ENSG00000273749.5|chr15	0	0	0	0	0	0
TUBGCP5|ENSG00000275835.5|chr15	0	0	0	0	0	0
GOLGA6L1|ENSG00000273976.2|chr15	0	0	0	0	0	0
ENSG00000273756|ENSG00000273756.5|chr15	0	0	0	0	0	0
GOLGA8S|ENSG00000261739.3|chr15	0	0	0	0	0	0
GOLGA6L2|ENSG00000174450.13|chr15	0	0	0	0	0	0
MKRN3|ENSG00000179455.10|chr15	0	0	0	0	0	0
MAGEL2|ENSG00000254585.5|chr15	0	0	0	0	0	0
NDN|ENSG00000182636.8|chr15	0	0	0	0	0	0
NPAP1|ENSG00000185823.5|chr15	0	0	0	0	0	0
SNRPN|ENSG00000128739.23|chr15	0	0	0	0	0	0
SNURF|ENSG00000273173.6|chr15	0	0	0	0	0	0
UBE3A|ENSG00000114062.22|chr15	467	635	389	725	604	663
ATP10A|ENSG00000206190.13|chr15	0	0	0	0	0	0
GABRB3|ENSG00000166206.15|chr15	128	177	82	162	100	95
GABRA5|ENSG00000186297.12|chr15	3	0	14	0	1	2
GABRG3|ENSG00000182256.13|chr15	0	0	0	0	0	0
OCA2|ENSG00000104044.16|chr15	0	4	0	1	8	6
HERC2|ENSG00000128731.18|chr15	0	0	0	0	0	0
GOLGA6L24P|ENSG00000237850.8|chr15	0	0	0	0	0	0
GOLGA8F|ENSG00000153684.16|chr15	0	0	0	0	0	0
GOLGA8G|ENSG00000183629.14|chr15	0	0	0	0	0	0
GOLGA6L25P|ENSG00000227717.5|chr15	0	0	0	0	0	0
GOLGA8M|ENSG00000188626.7|chr15	0	0	0	0	0	0
GOLGA6L7|ENSG00000261649.7|chr15	0	0	0	0	0	0
APBA2|ENSG00000034053.15|chr15	0	0	0	0	0	0
FAM189A1|ENSG00000104059.5|chr15	0	0	0	0	0	0
NSMCE3|ENSG00000185115.6|chr15	0	0	9	0	1	0
TJP1|ENSG00000104067.17|chr15	0	0	0	0	0	0
GOLGA8J|ENSG00000179938.13|chr15	0	0	0	0	0	0
GOLGA8T|ENSG00000261247.2|chr15	0	0	0	0	0	0
CHRFAM7A|ENSG00000166664.15|chr15	6	10	6	9	9	4
GOLGA8R|ENSG00000186399.11|chr15	0	0	0	0	0	0
GOLGA8Q|ENSG00000178115.12|chr15	0	0	0	0	0	0
GOLGA8H|ENSG00000261794.2|chr15	0	0	0	0	0	0
MTMR10|ENSG00000166912.17|chr15	0	0	0	0	0	0
TRPM1|ENSG00000134160.15|chr15	0	0	0	0	0	0
KLF13|ENSG00000169926.11|chr15	0	0	0	0	2	0
OTUD7A|ENSG00000169918.10|chr15	0	0	0	0	0	0
CHRNA7|ENSG00000175344.19|chr15	0	0	0	0	0	0
GOLGA8K|ENSG00000249931.5|chr15	0	0	0	0	0	0
GOLGA8O|ENSG00000206127.11|chr15	0	0	0	0	0	0
GOLGA8N|ENSG00000232653.9|chr15	0	0	0	0	0	0
ARHGAP11A-SCG5|ENSG00000288864.1|chr15	0	0	0	0	0	0
ARHGAP11A|ENSG00000198826.11|chr15	0	0	0	0	0	0
SCG5|ENSG00000166922.9|chr15	0	0	0	0	0	0
GREM1|ENSG00000166923.12|chr15	0	0	0	0	0	0
FMN1|ENSG00000248905.10|chr15	0	0	0	0	0	0
RYR3|ENSG00000198838.14|chr15	0	0	0	0	0	0
AVEN|ENSG00000169857.9|chr15	61	43	35	48	63	55
CHRM5|ENSG00000184984.10|chr15	0	0	0	0	0	0
EMC7|ENSG00000134153.10|chr15	720	799	552	790	591	730
PGBD4|ENSG00000182405.6|chr15	20	48	14	66	66	54
KATNBL1|ENSG00000134152.11|chr15	57	52	54	141	112	160
EMC4|ENSG00000128463.13|chr15	351	458	253	442	340	400
SLC12A6|ENSG00000140199.13|chr15	12	42	24	49	72	32
NOP10|ENSG00000182117.7|chr15	1145	1213	805	1285	737	1153
NUTM1|ENSG00000184507.16|chr15	0	0	0	0	0	0
LPCAT4|ENSG00000176454.15|chr15	6	23	43	40	1	20
GOLGA8A|ENSG00000175265.19|chr15	9	16	7	22	19	33
GOLGA8B|ENSG00000215252.12|chr15	0	0	8	20	11	28
GJD2|ENSG00000159248.5|chr15	0	0	0	0	0	0
ACTC1|ENSG00000159251.8|chr15	0	0	0	0	0	0
AQR|ENSG00000021776.11|chr15	129	101	94	107	90	132
ZNF770|ENSG00000198146.4|chr15	346	533	341	418	333	531
NANOGP8|ENSG00000255192.6|chr15	0	0	0	0	0	0
DPH6|ENSG00000134146.12|chr15	11	41	7	21	32	15
CDIN1|ENSG00000186073.14|chr15	108	62	34	57	64	48
MEIS2|ENSG00000134138.21|chr15	171	259	210	333	212	232
TMCO5A|ENSG00000166069.14|chr15	0	0	0	0	0	0
SPRED1|ENSG00000166068.13|chr15	43	93	104	244	104	144
FAM98B|ENSG00000171262.11|chr15	230	333	252	387	287	312
RASGRP1|ENSG00000172575.14|chr15	14	15	14	39	46	24
THBS1|ENSG00000137801.11|chr15	5	0	0	0	12	13
FSIP1|ENSG00000150667.8|chr15	2	0	5	0	0	6
GPR176|ENSG00000166073.11|chr15	5	18	57	61	60	109
EIF2AK4|ENSG00000128829.12|chr15	39	40	61	34	44	46
SRP14|ENSG00000140319.11|chr15	661	863	596	689	750	829
BMF|ENSG00000104081.14|chr15	2	62	21	51	36	39
BUB1B|ENSG00000156970.13|chr15	98	123	163	205	88	176
PAK6|ENSG00000137843.12|chr15	0	5	0	0	9	9
PLCB2|ENSG00000137841.12|chr15	0	0	0	0	0	0
ANKRD63|ENSG00000230778.2|chr15	2	17	28	31	24	7
INAFM2|ENSG00000259330.3|chr15	381	353	248	493	373	546
CCDC9B|ENSG00000188549.13|chr15	2	2	0	10	1	3
PHGR1|ENSG00000233041.8|chr15	0	0	0	0	0	0
DISP2|ENSG00000140323.6|chr15	15	21	0	24	7	18
KNSTRN|ENSG00000128944.14|chr15	399	463	292	378	315	417
IVD|ENSG00000128928.10|chr15	231	294	196	306	228	358
BAHD1|ENSG00000140320.12|chr15	243	359	256	353	318	409
CHST14|ENSG00000169105.8|chr15	397	400	374	409	258	476
CCDC32|ENSG00000128891.17|chr15	49	42	53	90	27	46
RPUSD2|ENSG00000166133.18|chr15	288	323	138	312	168	278
KNL1|ENSG00000137812.21|chr15	14	68	5	25	31	23
RAD51|ENSG00000051180.17|chr15	112	104	47	124	100	112
RMDN3|ENSG00000137824.16|chr15	166	180	194	212	160	196
GCHFR|ENSG00000137880.6|chr15	47	50	37	19	11	26
DNAJC17|ENSG00000104129.10|chr15	25	13	17	35	20	5
C15orf62|ENSG00000188277.10|chr15	0	4	0	1	0	2
ZFYVE19|ENSG00000166140.17|chr15	12	3	49	43	50	16
PPP1R14D|ENSG00000166143.10|chr15	0	3	0	0	0	3
SPINT1|ENSG00000166145.15|chr15	0	0	0	1	0	0
RHOV|ENSG00000104140.7|chr15	127	150	175	203	192	165
VPS18|ENSG00000104142.11|chr15	66	48	58	46	46	71
DLL4|ENSG00000128917.8|chr15	0	0	0	0	1	0
CHAC1|ENSG00000128965.13|chr15	65	60	74	80	18	73
INO80|ENSG00000128908.19|chr15	74	32	7	70	46	62
EXD1|ENSG00000178997.12|chr15	0	0	0	0	0	0
CHP1|ENSG00000187446.12|chr15	63	73	70	109	119	89
ENSG00000285920|ENSG00000285920.2|chr15	283	370	282	288	313	244
OIP5|ENSG00000104147.9|chr15	205	257	208	332	297	220
NUSAP1|ENSG00000137804.14|chr15	283	370	282	289	313	244
NDUFAF1|ENSG00000137806.10|chr15	99	107	79	92	109	116
RTF1|ENSG00000137815.15|chr15	129	158	98	226	120	109
ITPKA|ENSG00000137825.11|chr15	24	32	14	44	20	19
LTK|ENSG00000062524.16|chr15	5	4	0	0	0	0
RPAP1|ENSG00000103932.12|chr15	39	76	13	73	64	23
TYRO3|ENSG00000092445.12|chr15	36	47	76	69	33	41
MGA|ENSG00000174197.18|chr15	55	28	13	35	40	64
MAPKBP1|ENSG00000137802.14|chr15	8	7	13	27	16	26
JMJD7|ENSG00000243789.11|chr15	3	12	10	4	4	15
JMJD7-PLA2G4B|ENSG00000168970.22|chr15	0	3	2	9	0	1
PLA2G4B|ENSG00000243708.11|chr15	0	3	2	9	0	1
SPTBN5|ENSG00000137877.10|chr15	0	0	0	5	0	0
EHD4|ENSG00000103966.11|chr15	75	96	43	84	90	112
PLA2G4E|ENSG00000188089.14|chr15	0	0	0	0	0	0
PLA2G4D|ENSG00000159337.7|chr15	0	0	0	0	0	0
PLA2G4F|ENSG00000168907.13|chr15	0	0	0	0	0	0
VPS39|ENSG00000166887.16|chr15	18	33	22	45	43	92
TMEM87A|ENSG00000103978.16|chr15	308	438	371	522	456	464
GANC|ENSG00000214013.10|chr15	0	4	8	0	0	5
CAPN3|ENSG00000092529.25|chr15	0	0	0	0	0	0
ZNF106|ENSG00000103994.18|chr15	178	248	105	228	152	237
SNAP23|ENSG00000092531.10|chr15	201	181	136	276	270	223
LRRC57|ENSG00000180979.10|chr15	169	116	69	112	95	170
HAUS2|ENSG00000137814.12|chr15	186	255	150	314	236	278
STARD9|ENSG00000159433.12|chr15	0	5	0	23	16	13
CDAN1|ENSG00000140326.13|chr15	78	28	10	31	40	46
TTBK2|ENSG00000128881.18|chr15	88	75	17	80	103	115
UBR1|ENSG00000159459.12|chr15	35	34	30	47	52	57
TMEM62|ENSG00000137842.7|chr15	24	51	16	47	10	19
CCNDBP1|ENSG00000166946.14|chr15	65	75	73	103	91	88
EPB42|ENSG00000166947.15|chr15	0	0	0	0	0	0
TGM5|ENSG00000104055.17|chr15	0	0	0	0	0	0
TGM7|ENSG00000159495.8|chr15	0	0	0	0	0	0
LCMT2|ENSG00000168806.8|chr15	200	226	207	307	221	319
ADAL|ENSG00000168803.16|chr15	44	71	41	57	73	94
ZSCAN29|ENSG00000140265.14|chr15	264	216	238	304	260	331
TUBGCP4|ENSG00000137822.13|chr15	174	239	215	188	149	215
TP53BP1|ENSG00000067369.14|chr15	31	57	58	44	58	49
MAP1A|ENSG00000166963.13|chr15	3	21	17	6	8	14
PPIP5K1|ENSG00000168781.23|chr15	4	0	0	0	0	5
CKMT1B|ENSG00000237289.10|chr15	12	27	11	12	0	12
STRC|ENSG00000242866.10|chr15	0	0	0	0	0	0
CATSPER2|ENSG00000166762.19|chr15	0	0	0	0	0	1
CKMT1A|ENSG00000223572.10|chr15	48	35	19	17	7	38
PDIA3|ENSG00000167004.14|chr15	22	13	53	36	45	42
ELL3|ENSG00000128886.12|chr15	25	37	65	58	73	36
SERF2|ENSG00000140264.21|chr15	1062	1411	974	1222	298	878
SERINC4|ENSG00000184716.14|chr15	0	0	0	0	4	0
HYPK|ENSG00000242028.8|chr15	953	1260	788	1182	934	895
MFAP1|ENSG00000140259.7|chr15	345	325	206	312	305	380
WDR76|ENSG00000092470.12|chr15	213	180	258	263	230	298
FRMD5|ENSG00000171877.21|chr15	12	15	1	36	19	10
GOLM2|ENSG00000166734.20|chr15	40	50	8	57	64	81
CTDSPL2|ENSG00000137770.14|chr15	70	55	108	97	126	111
EIF3J|ENSG00000104131.13|chr15	393	590	377	516	399	537
SPG11|ENSG00000104133.16|chr15	10	16	0	20	0	5
PATL2|ENSG00000229474.8|chr15	0	0	0	0	0	0
TRIM69|ENSG00000185880.13|chr15	0	0	0	0	0	0
TERB2|ENSG00000167014.11|chr15	0	0	0	0	0	0
SORD|ENSG00000140263.15|chr15	5	11	14	15	27	16
DUOX2|ENSG00000140279.13|chr15	0	0	0	0	0	0
DUOXA2|ENSG00000140274.14|chr15	0	0	0	0	0	0
DUOXA1|ENSG00000140254.13|chr15	0	0	0	0	0	0
DUOX1|ENSG00000137857.18|chr15	0	0	0	0	0	0
SHF|ENSG00000138606.20|chr15	0	0	0	0	1	6
SLC28A2|ENSG00000137860.12|chr15	0	0	0	0	0	0
GATM|ENSG00000171766.17|chr15	0	5	0	3	2	1
SPATA5L1|ENSG00000171763.20|chr15	141	87	192	142	123	110
C15orf48|ENSG00000166920.13|chr15	20	9	0	6	2	11
SLC30A4|ENSG00000104154.7|chr15	10	19	18	26	44	26
BLOC1S6|ENSG00000104164.12|chr15	151	226	216	383	260	359
SQOR|ENSG00000137767.14|chr15	0	11	2	37	25	20
SEMA6D|ENSG00000137872.17|chr15	6	22	9	10	12	22
SLC24A5|ENSG00000188467.11|chr15	0	0	0	0	0	0
MYEF2|ENSG00000104177.19|chr15	59	91	41	66	135	109
CTXN2|ENSG00000233932.6|chr15	0	0	0	0	0	0
SLC12A1|ENSG00000074803.21|chr15	0	0	0	0	0	0
DUT|ENSG00000128951.14|chr15	600	904	608	828	680	673
FBN1|ENSG00000166147.15|chr15	4	11	3	12	7	17
CEP152|ENSG00000103995.14|chr15	4	23	6	53	52	57
SHC4|ENSG00000185634.12|chr15	0	0	0	14	1	3
EID1|ENSG00000255302.5|chr15	2022	2238	1597	2316	1936	2320
SECISBP2L|ENSG00000138593.9|chr15	48	25	48	95	28	55
COPS2|ENSG00000166200.15|chr15	274	300	341	391	368	397
GALK2|ENSG00000156958.15|chr15	29	84	25	77	15	53
FAM227B|ENSG00000166262.16|chr15	0	0	14	0	2	0
FGF7|ENSG00000140285.12|chr15	8	0	0	0	0	0
DTWD1|ENSG00000104047.15|chr15	39	54	34	64	66	93
ATP8B4|ENSG00000104043.15|chr15	0	0	0	0	0	0
SLC27A2|ENSG00000140284.11|chr15	41	44	92	82	57	50
HDC|ENSG00000140287.11|chr15	0	0	0	0	0	0
GABPB1|ENSG00000104064.18|chr15	111	112	94	140	102	85
USP8|ENSG00000138592.14|chr15	80	224	163	163	118	201
USP50|ENSG00000170236.16|chr15	0	0	0	0	0	0
TRPM7|ENSG00000092439.16|chr15	25	31	31	95	27	36
SPPL2A|ENSG00000138600.11|chr15	134	115	60	113	90	86
AP4E1|ENSG00000081014.11|chr15	30	51	32	75	32	36
TNFAIP8L3|ENSG00000183578.8|chr15	2	7	7	42	15	9
CYP19A1|ENSG00000137869.16|chr15	0	0	0	0	0	0
GLDN|ENSG00000186417.14|chr15	0	0	0	0	0	0
DMXL2|ENSG00000104093.14|chr15	3	16	5	9	8	32
SCG3|ENSG00000104112.9|chr15	0	0	11	0	0	0
LYSMD2|ENSG00000140280.14|chr15	59	134	86	117	95	114
TMOD2|ENSG00000128872.10|chr15	4	24	15	41	50	13
TMOD3|ENSG00000138594.14|chr15	147	69	79	117	122	142
LEO1|ENSG00000166477.13|chr15	51	79	58	107	57	65
MAPK6|ENSG00000069956.14|chr15	117	219	186	215	212	297
BCL2L10|ENSG00000137875.4|chr15	0	0	0	0	0	0
GNB5|ENSG00000069966.19|chr15	38	94	81	39	65	93
MYO5C|ENSG00000128833.13|chr15	10	11	1	40	14	30
MYO5A|ENSG00000197535.16|chr15	2	37	14	47	16	31
ARPP19|ENSG00000128989.11|chr15	308	453	323	731	429	592
FAM214A|ENSG00000047346.13|chr15	76	52	34	98	21	37
ONECUT1|ENSG00000169856.9|chr15	0	21	11	0	15	5
WDR72|ENSG00000166415.15|chr15	0	0	0	0	0	0
UNC13C|ENSG00000137766.18|chr15	0	0	0	0	0	0
RSL24D1|ENSG00000137876.11|chr15	523	641	619	793	566	797
RAB27A|ENSG00000069974.17|chr15	26	39	52	28	45	67
PIGBOS1|ENSG00000225973.4|chr15	60	66	64	135	132	83
PIGB|ENSG00000069943.10|chr15	33	37	16	69	28	19
CCPG1|ENSG00000260916.8|chr15	31	9	4	9	7	10
PIERCE2|ENSG00000261652.3|chr15	26	47	23	17	10	30
DNAAF4|ENSG00000256061.7|chr15	0	0	0	6	0	0
PYGO1|ENSG00000171016.13|chr15	99	110	36	131	82	59
PRTG|ENSG00000166450.13|chr15	73	29	11	80	80	55
NEDD4|ENSG00000069869.17|chr15	8	10	19	10	16	26
RFX7|ENSG00000181827.16|chr15	120	94	130	95	130	127
TEX9|ENSG00000151575.15|chr15	32	11	1	1	15	13
MNS1|ENSG00000138587.6|chr15	1	9	28	15	4	7
ZNF280D|ENSG00000137871.21|chr15	0	9	4	0	0	15
ENSG00000285253|ENSG00000285253.1|chr15	2	9	0	2	0	0
CGNL1|ENSG00000128849.11|chr15	14	18	9	5	7	7
MYZAP|ENSG00000263155.6|chr15	0	3	0	4	2	1
GCOM1|ENSG00000137878.17|chr15	0	0	0	0	0	0
POLR2M|ENSG00000255529.9|chr15	131	163	158	192	163	179
ALDH1A2|ENSG00000128918.15|chr15	236	325	214	301	163	282
AQP9|ENSG00000103569.10|chr15	0	0	0	0	0	0
LIPC|ENSG00000166035.11|chr15	0	0	0	0	0	0
ADAM10|ENSG00000137845.15|chr15	33	88	77	105	144	109
MINDY2|ENSG00000128923.11|chr15	118	112	137	144	108	171
RNF111|ENSG00000157450.16|chr15	61	62	47	91	73	95
SLTM|ENSG00000137776.17|chr15	86	93	31	85	56	119
CCNB2|ENSG00000157456.8|chr15	246	460	336	555	281	486
MYO1E|ENSG00000157483.9|chr15	45	76	83	96	46	48
LDHAL6B|ENSG00000171989.6|chr15	0	0	0	0	0	0
FAM81A|ENSG00000157470.12|chr15	0	6	6	1	7	3
GCNT3|ENSG00000140297.13|chr15	0	0	0	0	0	0
GTF2A2|ENSG00000140307.11|chr15	674	665	543	740	573	778
BNIP2|ENSG00000140299.14|chr15	324	371	232	525	403	521
FOXB1|ENSG00000171956.7|chr15	128	167	148	235	158	235
ANXA2|ENSG00000182718.18|chr15	249	239	124	211	114	158
ICE2|ENSG00000128915.12|chr15	90	51	56	56	59	73
RORA|ENSG00000069667.16|chr15	49	46	31	58	49	79
VPS13C|ENSG00000129003.19|chr15	0	4	25	0	14	12
C2CD4A|ENSG00000198535.5|chr15	10	21	16	21	6	6
C2CD4B|ENSG00000205502.4|chr15	0	5	0	0	0	0
TLN2|ENSG00000171914.17|chr15	1	3	11	1	0	12
TPM1|ENSG00000140416.23|chr15	96	95	140	82	32	107
LACTB|ENSG00000103642.12|chr15	46	29	20	40	12	14
RPS27L|ENSG00000185088.14|chr15	417	458	352	484	512	492
RAB8B|ENSG00000166128.13|chr15	68	82	33	95	103	97
APH1B|ENSG00000138613.14|chr15	30	21	23	18	15	21
CA12|ENSG00000074410.14|chr15	85	121	129	216	98	130
USP3|ENSG00000140455.17|chr15	109	98	84	125	108	90
FBXL22|ENSG00000197361.8|chr15	3	5	12	0	6	0
HERC1|ENSG00000103657.14|chr15	0	1	0	10	28	11
DAPK2|ENSG00000035664.11|chr15	1	0	0	0	3	0
CIAO2A|ENSG00000166797.11|chr15	513	813	541	821	743	879
SNX1|ENSG00000028528.15|chr15	93	120	79	163	83	84
SNX22|ENSG00000157734.14|chr15	122	107	94	150	98	140
PPIB|ENSG00000166794.6|chr15	298	435	284	279	103	339
CSNK1G1|ENSG00000169118.18|chr15	130	178	114	205	184	203
PCLAF|ENSG00000166803.14|chr15	1181	1437	1113	1521	1370	1488
TRIP4|ENSG00000103671.10|chr15	125	92	54	88	77	119
OAZ2|ENSG00000180304.14|chr15	169	215	161	264	148	187
PIF1|ENSG00000140451.13|chr15	1	31	12	22	16	19
PLEKHO2|ENSG00000241839.10|chr15	44	10	29	38	12	26
ANKDD1A|ENSG00000166839.18|chr15	0	0	0	0	0	0
SPG21|ENSG00000090487.11|chr15	276	347	232	332	202	312
MTFMT|ENSG00000103707.10|chr15	89	167	123	114	117	136
SLC51B|ENSG00000186198.4|chr15	0	0	0	0	0	2
RASL12|ENSG00000103710.11|chr15	0	0	0	0	0	0
KBTBD13|ENSG00000234438.5|chr15	0	0	0	0	0	0
UBAP1L|ENSG00000246922.10|chr15	0	0	0	0	0	0
PDCD7|ENSG00000090470.15|chr15	370	434	192	281	274	363
CLPX|ENSG00000166855.9|chr15	47	70	21	110	83	77
CILP|ENSG00000138615.6|chr15	0	0	0	0	0	0
PARP16|ENSG00000138617.16|chr15	62	105	26	171	90	121
IGDCC3|ENSG00000174498.14|chr15	24	61	55	61	33	82
IGDCC4|ENSG00000103742.12|chr15	30	7	12	43	17	19
DPP8|ENSG00000074603.19|chr15	302	267	244	409	332	376
HACD3|ENSG00000074696.13|chr15	856	1057	721	1210	1123	1033
INTS14|ENSG00000138614.16|chr15	352	426	367	475	336	502
SLC24A1|ENSG00000074621.14|chr15	19	14	0	16	20	18
DENND4A|ENSG00000174485.16|chr15	14	21	58	71	38	74
RAB11A|ENSG00000103769.10|chr15	537	624	454	752	486	576
MEGF11|ENSG00000157890.19|chr15	4	6	0	0	5	8
DIS3L|ENSG00000166938.13|chr15	89	134	79	173	131	142
TIPIN|ENSG00000075131.10|chr15	550	600	428	726	624	514
MAP2K1|ENSG00000169032.11|chr15	280	412	345	438	268	374
SNAPC5|ENSG00000174446.13|chr15	158	170	90	226	179	280
RPL4|ENSG00000174444.15|chr15	1523	1793	1436	1920	1687	1827
LCTL|ENSG00000188501.12|chr15	0	0	0	0	0	0
SMAD6|ENSG00000137834.15|chr15	256	193	185	301	143	228
SMAD3|ENSG00000166949.17|chr15	184	175	197	209	116	256
AAGAB|ENSG00000103591.13|chr15	293	448	337	432	321	531
IQCH|ENSG00000103599.20|chr15	0	0	0	0	0	0
C15orf61|ENSG00000189227.6|chr15	608	711	510	873	589	789
MAP2K5|ENSG00000137764.20|chr15	47	59	79	45	25	79
SKOR1|ENSG00000188779.12|chr15	19	2	13	15	0	11
PIAS1|ENSG00000033800.14|chr15	188	379	179	309	187	345
ENSG00000260007|ENSG00000260007.3|chr15	72	49	48	80	71	56
CALML4|ENSG00000129007.16|chr15	72	49	48	92	71	56
CLN6|ENSG00000128973.13|chr15	92	56	35	74	72	34
FEM1B|ENSG00000169018.6|chr15	491	598	446	607	631	598
ITGA11|ENSG00000137809.17|chr15	9	0	0	0	0	0
CORO2B|ENSG00000103647.13|chr15	3	7	0	7	13	20
ANP32A|ENSG00000140350.15|chr15	1184	1454	1056	1504	955	1348
SPESP1|ENSG00000258484.4|chr15	0	0	0	0	0	0
NOX5|ENSG00000255346.10|chr15	0	0	0	0	0	6
GLCE|ENSG00000138604.10|chr15	3	36	33	73	37	53
PAQR5|ENSG00000137819.14|chr15	4	25	9	35	49	31
KIF23|ENSG00000137807.16|chr15	396	603	484	461	503	604
RPLP1|ENSG00000137818.12|chr15	898	1216	940	400	296	390
TLE3|ENSG00000140332.18|chr15	763	1029	837	1187	777	1022
UACA|ENSG00000137831.15|chr15	123	105	82	50	40	87
LARP6|ENSG00000166173.11|chr15	103	198	133	200	74	213
LRRC49|ENSG00000137821.12|chr15	36	36	23	52	22	52
THAP10|ENSG00000129028.9|chr15	101	62	80	203	72	125
THSD4|ENSG00000187720.15|chr15	16	6	9	23	16	14
NR2E3|ENSG00000278570.5|chr15	0	6	0	0	0	0
MYO9A|ENSG00000066933.16|chr15	65	145	48	170	91	104
SENP8|ENSG00000166192.15|chr15	82	117	73	144	137	226
GRAMD2A|ENSG00000175318.12|chr15	0	2	0	0	0	0
PKM|ENSG00000067225.21|chr15	543	670	610	608	260	534
PARP6|ENSG00000137817.17|chr15	14	25	23	79	65	85
HEXA|ENSG00000213614.11|chr15	73	127	91	129	56	60
TMEM202|ENSG00000187806.9|chr15	0	0	0	0	0	0
ARIH1|ENSG00000166233.15|chr15	414	509	253	591	497	638
GOLGA6B|ENSG00000215186.7|chr15	0	0	0	0	0	0
HIGD2B|ENSG00000175202.6|chr15	0	0	0	1	0	0
BBS4|ENSG00000140463.14|chr15	77	93	35	112	112	142
ADPGK|ENSG00000159322.18|chr15	168	197	126	328	245	270
NEO1|ENSG00000067141.17|chr15	135	128	82	276	127	217
HCN4|ENSG00000138622.4|chr15	8	17	0	0	0	2
REC114|ENSG00000183324.11|chr15	0	0	0	0	0	0
CD276|ENSG00000103855.18|chr15	109	163	78	161	93	172
INSYN1|ENSG00000205363.7|chr15	0	1	1	2	0	7
TBC1D21|ENSG00000167139.9|chr15	0	0	0	0	0	0
LOXL1|ENSG00000129038.16|chr15	65	90	69	66	33	77
STOML1|ENSG00000067221.14|chr15	38	98	82	51	49	49
PML|ENSG00000140464.20|chr15	2	16	2	13	7	12
GOLGA6A|ENSG00000159289.6|chr15	0	0	0	0	0	0
ISLR2|ENSG00000167178.17|chr15	1	0	4	0	0	0
ISLR|ENSG00000129009.13|chr15	0	0	0	0	0	0
STRA6|ENSG00000137868.19|chr15	0	0	0	0	0	0
CCDC33|ENSG00000140481.15|chr15	0	0	0	0	0	0
CYP11A1|ENSG00000140459.18|chr15	0	0	0	0	0	0
SEMA7A|ENSG00000138623.10|chr15	0	0	0	0	0	0
UBL7|ENSG00000138629.16|chr15	0	0	0	0	0	0
ARID3B|ENSG00000179361.18|chr15	244	171	174	215	190	199
CLK3|ENSG00000179335.20|chr15	67	85	47	115	54	134
EDC3|ENSG00000179151.13|chr15	256	382	206	269	148	265
CYP1A1|ENSG00000140465.15|chr15	0	9	1	18	1	11
CYP1A2|ENSG00000140505.7|chr15	0	0	0	0	0	0
CSK|ENSG00000103653.17|chr15	184	238	192	208	165	310
LMAN1L|ENSG00000140506.17|chr15	0	0	0	0	0	0
CPLX3|ENSG00000213578.6|chr15	0	0	0	0	0	0
ULK3|ENSG00000140474.14|chr15	174	323	184	393	302	327
SCAMP2|ENSG00000140497.16|chr15	496	677	526	658	294	580
MPI|ENSG00000178802.18|chr15	186	144	124	253	121	216
FAM219B|ENSG00000178761.15|chr15	97	113	91	178	222	242
RPP25|ENSG00000178718.7|chr15	58	69	69	102	49	54
SCAMP5|ENSG00000198794.12|chr15	6	13	32	41	14	57
PPCDC|ENSG00000138621.12|chr15	137	207	153	211	86	207
C15orf39|ENSG00000167173.19|chr15	312	446	368	471	243	394
GOLGA6C|ENSG00000167195.8|chr15	0	0	0	0	0	0
GOLGA6D|ENSG00000140478.16|chr15	0	0	0	0	0	0
COMMD4|ENSG00000140365.16|chr15	255	365	176	316	132	134
NEIL1|ENSG00000140398.14|chr15	1	10	4	28	15	16
MAN2C1|ENSG00000140400.18|chr15	0	8	1	9	16	9
SIN3A|ENSG00000169375.16|chr15	361	573	297	374	293	470
PTPN9|ENSG00000169410.11|chr15	263	305	241	361	278	304
SNUPN|ENSG00000169371.14|chr15	258	273	212	291	236	331
IMP3|ENSG00000177971.9|chr15	3050	4018	3299	3885	3060	4098
SNX33|ENSG00000173548.9|chr15	2	6	25	18	0	25
CSPG4|ENSG00000173546.7|chr15	6	11	0	0	15	3
ODF3L1|ENSG00000182950.3|chr15	0	4	0	8	0	11
UBE2Q2|ENSG00000140367.12|chr15	65	70	43	110	115	141
FBXO22|ENSG00000167196.14|chr15	145	330	318	284	244	298
NRG4|ENSG00000169752.17|chr15	14	13	0	45	1	31
