Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
ATP7B|ENSG00000123191.16|chr13	78	121	87	155	81	179
ALG11|ENSG00000253710.5|chr13	976	1181	847	1383	1256	1381
UTP14C|ENSG00000253797.2|chr13	311	400	263	539	598	539
NEK5|ENSG00000197168.14|chr13	0	0	7	0	23	5
NEK3|ENSG00000136098.17|chr13	129	123	138	243	124	165
THSD1|ENSG00000136114.17|chr13	5	34	41	39	48	41
VPS36|ENSG00000136100.14|chr13	342	469	357	596	385	479
CKAP2|ENSG00000136108.15|chr13	483	711	303	622	558	671
HNRNPA1L2|ENSG00000139675.13|chr13	53	52	47	51	13	13
SUGT1|ENSG00000165416.15|chr13	601	643	531	928	796	747
CNMD|ENSG00000136110.13|chr13	0	0	0	0	0	0
PCDH8|ENSG00000136099.13|chr13	0	0	1	0	0	0
OLFM4|ENSG00000102837.7|chr13	0	0	0	0	0	0
PRR20A|ENSG00000204919.1|chr13	0	0	0	0	0	0
PRR20C|ENSG00000229665.8|chr13	0	0	0	0	0	0
PRR20B|ENSG00000204918.3|chr13	0	0	0	0	0	0
PRR20D|ENSG00000227151.4|chr13	0	0	0	0	0	0
PRR20E|ENSG00000234278.3|chr13	0	0	0	0	0	0
PCDH17|ENSG00000118946.12|chr13	1	8	0	0	9	0
DIAPH3|ENSG00000139734.19|chr13	170	161	146	139	118	201
PCDH20|ENSG00000280165.2|chr13	0	0	0	0	0	0
ENSG00000197991|ENSG00000197991.11|chr13	0	0	0	0	0	0
ENSG00000237378|ENSG00000237378.3|chr13	0	0	0	0	0	0
ENSG00000285566|ENSG00000285566.2|chr13	0	0	0	0	0	0
PCDH9|ENSG00000184226.15|chr13	0	0	0	0	0	0
KLHL1|ENSG00000150361.12|chr13	0	0	0	0	0	0
DACH1|ENSG00000276644.5|chr13	235	235	199	238	213	270
MZT1|ENSG00000204899.6|chr13	990	1157	832	1294	930	1341
BORA|ENSG00000136122.18|chr13	40	109	102	199	171	197
DIS3|ENSG00000083520.15|chr13	750	689	594	783	700	821
PIBF1|ENSG00000083535.16|chr13	67	95	63	126	19	122
KLF5|ENSG00000102554.14|chr13	344	464	336	429	262	354
KLF12|ENSG00000118922.18|chr13	82	94	38	132	130	138
TBC1D4|ENSG00000136111.14|chr13	121	198	169	229	206	297
COMMD6|ENSG00000188243.14|chr13	2376	3150	2089	5019	4017	4279
UCHL3|ENSG00000118939.18|chr13	1671	2011	1570	1803	1712	1643
LMO7|ENSG00000136153.20|chr13	21	1	12	24	20	25
KCTD12|ENSG00000178695.6|chr13	908	1057	690	1060	1038	1124
ACOD1|ENSG00000102794.10|chr13	0	0	0	0	0	0
CLN5|ENSG00000102805.16|chr13	271	325	259	251	229	248
FBXL3|ENSG00000005812.11|chr13	389	449	359	546	428	562
MYCBP2|ENSG00000005810.20|chr13	196	229	172	196	240	261
SCEL|ENSG00000136155.17|chr13	0	0	0	0	0	0
SLAIN1|ENSG00000139737.22|chr13	446	408	335	370	338	347
EDNRB|ENSG00000136160.17|chr13	0	0	0	0	0	0
POU4F1|ENSG00000152192.8|chr13	344	510	359	486	460	483
OBI1|ENSG00000152193.8|chr13	360	309	258	342	281	366
RBM26|ENSG00000139746.16|chr13	393	460	487	607	441	561
SPRY2|ENSG00000136158.12|chr13	55	130	62	156	103	82
SLITRK1|ENSG00000178235.8|chr13	0	0	0	0	0	0
SLITRK6|ENSG00000184564.11|chr13	0	0	0	0	0	0
SLITRK5|ENSG00000165300.8|chr13	0	0	0	18	0	0
GPC5|ENSG00000179399.15|chr13	0	0	0	0	0	0
GPC6|ENSG00000183098.11|chr13	152	117	93	142	136	174
DCT|ENSG00000080166.16|chr13	1	0	0	0	0	0
TGDS|ENSG00000088451.11|chr13	135	129	110	108	52	114
GPR180|ENSG00000152749.8|chr13	290	431	239	433	384	446
SOX21|ENSG00000125285.6|chr13	31	24	25	35	6	5
ABCC4|ENSG00000125257.16|chr13	496	479	362	549	495	590
CLDN10|ENSG00000134873.10|chr13	0	0	0	0	0	0
DZIP1|ENSG00000134874.18|chr13	147	262	251	399	345	368
DNAJC3|ENSG00000102580.15|chr13	249	341	266	486	326	451
UGGT2|ENSG00000102595.21|chr13	100	156	58	109	93	61
HS6ST3|ENSG00000185352.9|chr13	104	103	63	100	144	111
OXGR1|ENSG00000165621.9|chr13	0	5	0	15	2	3
MBNL2|ENSG00000139793.20|chr13	59	133	96	149	145	119
RAP2A|ENSG00000125249.7|chr13	269	395	222	479	366	645
IPO5|ENSG00000065150.21|chr13	1561	1677	1145	1933	1474	2172
FARP1|ENSG00000152767.17|chr13	534	597	422	712	335	531
RNF113B|ENSG00000139797.8|chr13	0	0	0	0	0	0
STK24|ENSG00000102572.15|chr13	1579	2091	1673	2202	1338	2493
SLC15A1|ENSG00000088386.17|chr13	0	0	0	0	0	1
DOCK9|ENSG00000088387.22|chr13	12	44	23	42	37	22
UBAC2|ENSG00000134882.16|chr13	694	968	716	800	820	842
GPR18|ENSG00000125245.14|chr13	0	0	0	0	0	0
GPR183|ENSG00000169508.7|chr13	0	0	0	0	0	0
TM9SF2|ENSG00000125304.10|chr13	1652	2181	1478	1820	1191	1835
ZIC5|ENSG00000139800.9|chr13	288	398	229	471	394	405
ZIC2|ENSG00000043355.12|chr13	1363	1437	1155	1775	1685	1848
PCCA|ENSG00000175198.17|chr13	89	80	92	143	137	143
GGACT|ENSG00000134864.11|chr13	24	82	21	93	32	55
TMTC4|ENSG00000125247.16|chr13	208	293	188	312	205	269
NALCN|ENSG00000102452.18|chr13	0	0	0	0	0	0
ITGBL1|ENSG00000198542.15|chr13	0	0	0	0	0	0
FGF14|ENSG00000102466.16|chr13	0	0	0	0	0	0
TPP2|ENSG00000134900.13|chr13	461	510	287	366	291	367
METTL21C|ENSG00000139780.8|chr13	0	0	0	0	0	0
CCDC168|ENSG00000175820.4|chr13	0	0	0	0	0	0
TEX30|ENSG00000151287.17|chr13	612	656	453	679	565	643
POGLUT2|ENSG00000134901.13|chr13	260	334	113	306	230	318
BIVM-ERCC5|ENSG00000270181.3|chr13	167	121	88	128	135	106
BIVM|ENSG00000134897.14|chr13	647	701	500	849	759	980
ERCC5|ENSG00000134899.24|chr13	167	121	88	128	135	106
SLC10A2|ENSG00000125255.7|chr13	0	0	0	0	0	0
EFNB2|ENSG00000125266.8|chr13	773	1224	889	1270	930	949
ARGLU1|ENSG00000134884.15|chr13	1171	1539	1031	1491	1372	1726
NALF1|ENSG00000204442.4|chr13	4	7	0	4	21	0
LIG4|ENSG00000174405.15|chr13	31	117	58	179	87	132
ABHD13|ENSG00000139826.6|chr13	172	166	138	180	185	187
TNFSF13B|ENSG00000102524.12|chr13	0	0	0	2	0	0
MYO16|ENSG00000041515.16|chr13	0	0	0	0	0	0
IRS2|ENSG00000185950.9|chr13	764	807	611	907	799	1050
COL4A1|ENSG00000187498.16|chr13	133	257	164	220	180	155
COL4A2|ENSG00000134871.19|chr13	172	357	191	182	106	169
RAB20|ENSG00000139832.5|chr13	106	83	56	133	46	75
NAXD|ENSG00000213995.12|chr13	321	431	282	547	400	582
CARS2|ENSG00000134905.17|chr13	753	712	624	877	706	772
ING1|ENSG00000153487.13|chr13	270	349	290	443	306	314
ANKRD10|ENSG00000088448.14|chr13	118	102	62	194	125	164
ARHGEF7|ENSG00000102606.20|chr13	175	200	135	281	221	308
TEX29|ENSG00000153495.11|chr13	0	0	0	0	0	0
SOX1|ENSG00000182968.5|chr13	0	0	3	0	0	0
SPACA7|ENSG00000153498.12|chr13	0	0	0	0	0	0
TUBGCP3|ENSG00000126216.15|chr13	0	0	0	0	0	0
MCF2L|ENSG00000126217.21|chr13	33	8	34	58	19	69
F7|ENSG00000057593.14|chr13	8	4	0	0	0	0
F10|ENSG00000126218.12|chr13	0	3	0	0	2	0
PROZ|ENSG00000126231.15|chr13	0	0	0	0	0	0
PCID2|ENSG00000126226.22|chr13	491	582	533	833	413	808
CUL4A|ENSG00000139842.15|chr13	430	420	374	623	505	502
LAMP1|ENSG00000185896.11|chr13	2341	3152	2556	3000	2218	3015
GRTP1|ENSG00000139835.14|chr13	74	50	15	118	52	106
ADPRHL1|ENSG00000153531.15|chr13	0	1	0	13	10	0
DCUN1D2|ENSG00000150401.15|chr13	68	92	52	114	106	157
TMCO3|ENSG00000150403.18|chr13	224	299	189	226	93	238
TFDP1|ENSG00000198176.13|chr13	1608	1665	1468	2234	1618	2481
ATP4B|ENSG00000186009.5|chr13	0	0	0	0	0	0
GRK1|ENSG00000185974.7|chr13	0	0	0	0	0	0
TMEM255B|ENSG00000184497.13|chr13	14	15	0	14	0	6
GAS6|ENSG00000183087.15|chr13	289	401	357	465	225	520
C13orf46|ENSG00000283199.3|chr13	0	0	0	0	0	0
RASA3|ENSG00000185989.11|chr13	0	0	0	0	0	0
CFAP97D2|ENSG00000283361.3|chr13	0	0	0	0	0	0
CDC16|ENSG00000130177.16|chr13	973	1032	825	1185	748	916
UPF3A|ENSG00000169062.15|chr13	66	138	109	121	59	130
CHAMP1|ENSG00000198824.8|chr13	423	446	358	551	460	609
OR4N2|ENSG00000176294.6|chr14	0	0	0	0	0	0
OR4Q3|ENSG00000182652.4|chr14	0	0	0	0	0	0
OR4M1|ENSG00000176299.5|chr14	0	0	0	0	0	0
OR4K2|ENSG00000165762.3|chr14	0	0	0	0	0	0
OR4K1|ENSG00000155249.5|chr14	0	0	0	0	0	0
OR4Q2|ENSG00000196383.7|chr14	0	0	0	0	0	0
OR4K14|ENSG00000169484.4|chr14	0	0	0	0	0	0
OR4K13|ENSG00000176253.4|chr14	0	0	0	0	0	0
OR4K17|ENSG00000176230.7|chr14	0	0	0	0	0	0
OR4N5|ENSG00000184394.3|chr14	0	0	0	0	0	0
OR11G2|ENSG00000196832.5|chr14	0	0	0	0	0	0
OR11H4|ENSG00000176198.4|chr14	0	0	0	0	0	0
TTC5|ENSG00000136319.12|chr14	179	220	217	254	140	217
CCNB1IP1|ENSG00000100814.18|chr14	678	833	780	939	860	1032
PARP2|ENSG00000129484.14|chr14	364	371	286	387	317	317
TEP1|ENSG00000129566.13|chr14	7	29	15	20	20	46
KLHL33|ENSG00000185271.9|chr14	0	0	0	0	0	0
OSGEP|ENSG00000092094.11|chr14	355	532	354	499	469	490
APEX1|ENSG00000100823.12|chr14	2680	3145	2462	3433	949	3153
PIP4P1|ENSG00000165782.11|chr14	63	122	106	179	88	196
PNP|ENSG00000198805.13|chr14	1976	2158	1756	2296	1757	1920
RNASE10|ENSG00000182545.7|chr14	0	0	0	0	0	0
RNASE9|ENSG00000188655.10|chr14	0	0	0	0	0	0
RNASE11|ENSG00000173464.15|chr14	0	0	0	0	0	0
RNASE12|ENSG00000258436.2|chr14	0	0	0	0	0	0
ANG|ENSG00000214274.10|chr14	102	62	42	62	28	40
RNASE4|ENSG00000258818.4|chr14	3	71	37	75	21	51
ENSG00000259171|ENSG00000259171.1|chr14	3	71	37	69	21	51
EDDM3A|ENSG00000181562.5|chr14	0	0	0	0	0	0
EDDM3B|ENSG00000181552.4|chr14	0	0	0	0	0	0
RNASE6|ENSG00000169413.3|chr14	0	0	0	0	0	0
RNASE1|ENSG00000129538.14|chr14	0	0	0	0	0	0
RNASE3|ENSG00000169397.4|chr14	0	0	0	0	0	0
RNASE2|ENSG00000169385.3|chr14	0	0	0	0	0	0
METTL17|ENSG00000165792.18|chr14	746	920	583	1053	539	883
SLC39A2|ENSG00000165794.10|chr14	0	0	0	0	0	0
NDRG2|ENSG00000165795.25|chr14	175	253	108	234	192	344
TPPP2|ENSG00000179636.15|chr14	0	0	0	0	0	0
RNASE13|ENSG00000206150.4|chr14	0	0	0	0	0	0
RNASE7|ENSG00000165799.5|chr14	0	0	0	0	0	0
RNASE8|ENSG00000173431.2|chr14	0	0	0	0	0	0
ZNF219|ENSG00000165804.16|chr14	134	166	168	343	183	283
TMEM253|ENSG00000232070.9|chr14	31	42	32	25	2	20
OR5AU1|ENSG00000169327.5|chr14	0	0	0	0	0	0
HNRNPC|ENSG00000092199.19|chr14	8036	10279	7732	10931	6018	9673
RPGRIP1|ENSG00000092200.13|chr14	0	0	0	0	3	0
SUPT16H|ENSG00000092201.10|chr14	1010	1324	1137	1230	789	1317
CHD8|ENSG00000100888.15|chr14	357	292	267	351	168	341
RAB2B|ENSG00000129472.15|chr14	182	230	268	370	214	345
TOX4|ENSG00000092203.15|chr14	243	310	305	270	355	382
METTL3|ENSG00000165819.12|chr14	440	472	299	420	401	363
SALL2|ENSG00000165821.12|chr14	258	494	271	509	467	521
OR10G3|ENSG00000169208.3|chr14	0	0	0	0	0	0
OR10G2|ENSG00000255582.1|chr14	0	0	0	0	0	0
OR4E2|ENSG00000221977.3|chr14	0	0	0	0	0	0
OR4E1|ENSG00000276240.3|chr14	0	0	0	0	0	0
ABHD4|ENSG00000100439.11|chr14	73	121	124	73	63	84
OR6J1|ENSG00000255804.2|chr14	0	0	0	0	0	0
OXA1L|ENSG00000155463.14|chr14	1648	1717	1532	1896	1561	1906
SLC7A7|ENSG00000155465.21|chr14	0	10	0	7	0	3
MRPL52|ENSG00000172590.18|chr14	2977	2979	2402	3470	3402	3208
MMP14|ENSG00000157227.14|chr14	0	0	0	2	0	0
LRP10|ENSG00000197324.9|chr14	614	543	497	561	441	523
REM2|ENSG00000139890.10|chr14	1	16	6	21	0	0
RBM23|ENSG00000100461.18|chr14	947	1299	827	1302	401	1206
PRMT5|ENSG00000100462.16|chr14	2962	3756	2874	3842	3370	3864
HAUS4|ENSG00000092036.19|chr14	301	287	264	439	247	390
ENSG00000259132|ENSG00000259132.1|chr14	301	287	264	439	247	390
AJUBA|ENSG00000129474.16|chr14	152	138	80	194	170	204
C14orf93|ENSG00000100802.15|chr14	43	58	44	36	31	33
PSMB5|ENSG00000100804.19|chr14	7620	9013	6976	9611	7200	9754
PSMB11|ENSG00000222028.5|chr14	0	0	0	0	0	0
ACIN1|ENSG00000100813.15|chr14	586	960	685	761	220	860
C14orf119|ENSG00000179933.6|chr14	637	740	536	677	588	719
LMLN2|ENSG00000283654.3|chr14	0	0	5	3	0	4
CEBPE|ENSG00000092067.7|chr14	100	226	161	370	218	428
SLC7A8|ENSG00000092068.21|chr14	39	99	105	130	82	110
RNF212B|ENSG00000215277.9|chr14	0	2	0	0	3	0
HOMEZ|ENSG00000215271.9|chr14	87	80	45	103	113	59
BCL2L2|ENSG00000129473.11|chr14	82	108	144	214	58	215
BCL2L2-PABPN1|ENSG00000258643.6|chr14	3816	5421	3866	4927	3846	4461
PABPN1|ENSG00000100836.11|chr14	3816	5421	3866	4927	3846	4461
SLC22A17|ENSG00000092096.19|chr14	123	170	127	73	54	144
EFS|ENSG00000100842.13|chr14	0	0	0	0	0	0
IL25|ENSG00000166090.8|chr14	0	0	0	0	0	0
CMTM5|ENSG00000166091.21|chr14	0	0	0	0	0	0
MYH6|ENSG00000197616.13|chr14	0	0	0	0	0	0
MYH7|ENSG00000092054.13|chr14	0	0	0	0	0	0
NGDN|ENSG00000129460.17|chr14	723	928	775	887	855	933
ZFHX2|ENSG00000136367.15|chr14	23	59	16	46	42	49
THTPA|ENSG00000259431.6|chr14	225	283	247	419	229	415
AP1G2|ENSG00000213983.12|chr14	87	124	88	137	68	100
JPH4|ENSG00000092051.18|chr14	0	0	0	6	0	0
DHRS2|ENSG00000100867.15|chr14	83	125	61	124	75	67
DHRS4|ENSG00000157326.19|chr14	0	0	0	0	0	0
CARMIL3|ENSG00000186648.15|chr14	0	0	0	0	0	0
NRL|ENSG00000129535.13|chr14	0	0	0	0	0	0
PCK2|ENSG00000100889.12|chr14	0	0	9	0	0	3
DCAF11|ENSG00000100897.18|chr14	0	4	0	3	3	5
FITM1|ENSG00000139914.7|chr14	0	0	0	0	0	0
PSME1|ENSG00000092010.15|chr14	0	14	0	0	0	0
EMC9|ENSG00000100908.14|chr14	0	0	0	0	0	0
PSME2|ENSG00000100911.16|chr14	0	0	0	0	0	0
RNF31|ENSG00000092098.18|chr14	0	0	0	5	0	0
IRF9|ENSG00000213928.10|chr14	0	0	0	0	0	0
REC8|ENSG00000100918.14|chr14	0	0	0	0	0	0
IPO4|ENSG00000196497.17|chr14	0	0	0	6	0	0
TM9SF1|ENSG00000100926.15|chr14	0	0	0	2	0	0
ENSG00000254692|ENSG00000254692.1|chr14	0	0	0	2	0	0
TSSK4|ENSG00000139908.15|chr14	0	0	0	0	0	0
CHMP4A|ENSG00000254505.11|chr14	0	8	0	0	8	0
MDP1|ENSG00000213920.9|chr14	0	6	0	0	14	0
NEDD8|ENSG00000129559.13|chr14	0	7	18	8	4	16
GMPR2|ENSG00000100938.19|chr14	0	1	0	0	0	0
TINF2|ENSG00000092330.19|chr14	0	0	6	0	0	0
TGM1|ENSG00000092295.12|chr14	0	0	0	0	0	0
RABGGTA|ENSG00000100949.15|chr14	0	0	0	0	0	0
DHRS1|ENSG00000157379.14|chr14	9	3	9	6	0	4
NOP9|ENSG00000196943.14|chr14	0	0	0	0	0	0
CIDEB|ENSG00000136305.12|chr14	0	0	0	0	0	0
LTB4R2|ENSG00000213906.10|chr14	0	0	0	0	0	0
LTB4R|ENSG00000213903.9|chr14	0	0	0	0	0	0
ADCY4|ENSG00000129467.14|chr14	0	0	0	0	0	0
RIPK3|ENSG00000129465.16|chr14	0	0	0	0	0	0
NFATC4|ENSG00000100968.14|chr14	0	0	0	0	0	0
NYNRIN|ENSG00000205978.6|chr14	54	34	21	48	15	37
CBLN3|ENSG00000139899.11|chr14	0	2	10	8	12	3
KHNYN|ENSG00000100441.10|chr14	313	474	296	508	406	541
SDR39U1|ENSG00000100445.18|chr14	1446	1782	1354	1736	991	1762
CMA1|ENSG00000092009.10|chr14	0	0	0	0	0	0
CTSG|ENSG00000100448.4|chr14	0	0	0	0	0	0
GZMH|ENSG00000100450.13|chr14	0	0	0	0	0	0
GZMB|ENSG00000100453.14|chr14	0	0	0	0	0	0
STXBP6|ENSG00000168952.16|chr14	84	82	102	157	105	112
NOVA1|ENSG00000139910.20|chr14	8	6	9	19	9	8
FOXG1|ENSG00000176165.12|chr14	250	209	137	212	258	281
PRKD1|ENSG00000184304.17|chr14	50	120	138	170	72	146
G2E3|ENSG00000092140.16|chr14	172	248	185	256	324	410
SCFD1|ENSG00000092108.22|chr14	684	626	512	626	541	627
COCH|ENSG00000100473.18|chr14	2117	2473	1964	2617	2660	2697
STRN3|ENSG00000196792.12|chr14	353	325	283	419	367	438
AP4S1|ENSG00000100478.16|chr14	124	129	74	203	185	198
HECTD1|ENSG00000092148.14|chr14	231	239	252	287	255	301
HEATR5A|ENSG00000129493.15|chr14	120	220	140	116	98	177
DTD2|ENSG00000129480.13|chr14	263	248	313	413	384	501
GPR33|ENSG00000214943.5|chr14	0	0	0	0	0	0
NUBPL|ENSG00000151413.17|chr14	667	912	792	1012	1084	1078
ARHGAP5|ENSG00000100852.14|chr14	358	371	352	411	363	391
NPAS3|ENSG00000151322.20|chr14	0	6	0	2	0	0
EGLN3|ENSG00000129521.15|chr14	189	104	117	153	116	134
SPTSSA|ENSG00000165389.7|chr14	1019	1139	950	1428	1328	1387
EAPP|ENSG00000129518.10|chr14	396	739	531	739	418	674
SNX6|ENSG00000129515.20|chr14	408	340	233	308	425	450
CFL2|ENSG00000165410.15|chr14	1175	1469	1170	1577	1269	1673
BAZ1A|ENSG00000198604.11|chr14	233	403	305	350	233	293
SRP54|ENSG00000100883.13|chr14	742	696	518	665	496	796
FAM177A1|ENSG00000151327.14|chr14	430	481	351	597	434	574
PPP2R3C|ENSG00000092020.11|chr14	279	291	172	251	391	410
PRORP|ENSG00000100890.16|chr14	410	519	413	409	304	499
PSMA6|ENSG00000100902.11|chr14	1413	1724	1264	1731	1471	1831
NFKBIA|ENSG00000100906.12|chr14	737	879	593	1058	833	963
INSM2|ENSG00000168348.4|chr14	4	0	0	0	0	0
BRMS1L|ENSG00000100916.14|chr14	201	161	124	298	210	303
MBIP|ENSG00000151332.20|chr14	130	257	168	211	200	228
NKX2-1|ENSG00000136352.20|chr14	80	286	222	235	159	227
NKX2-8|ENSG00000136327.7|chr14	50	14	38	13	32	39
PAX9|ENSG00000198807.13|chr14	72	46	72	68	40	103
SLC25A21|ENSG00000183032.12|chr14	105	190	127	168	101	118
MIPOL1|ENSG00000151338.21|chr14	35	36	25	55	59	79
FOXA1|ENSG00000129514.8|chr14	100	131	148	190	106	253
TTC6|ENSG00000139865.17|chr14	0	0	0	0	0	0
SSTR1|ENSG00000139874.6|chr14	0	0	0	0	0	0
CLEC14A|ENSG00000176435.7|chr14	0	0	0	0	0	0
SEC23A|ENSG00000100934.15|chr14	364	405	294	459	363	391
GEMIN2|ENSG00000092208.19|chr14	288	317	306	376	293	375
TRAPPC6B|ENSG00000182400.15|chr14	23	92	91	92	77	106
PNN|ENSG00000100941.9|chr14	717	762	628	876	766	993
MIA2|ENSG00000150527.18|chr14	16	23	23	26	61	33
FBXO33|ENSG00000165355.8|chr14	434	462	401	607	465	473
LRFN5|ENSG00000165379.14|chr14	0	0	0	0	0	0
FSCB|ENSG00000189139.6|chr14	0	0	0	0	0	0
C14orf28|ENSG00000179476.8|chr14	0	2	0	8	18	12
KLHL28|ENSG00000179454.14|chr14	77	114	100	188	120	160
TOGARAM1|ENSG00000198718.13|chr14	0	18	9	48	17	42
PRPF39|ENSG00000185246.18|chr14	118	208	137	259	184	312
FKBP3|ENSG00000100442.11|chr14	2509	3274	2214	3442	2517	3353
FANCM|ENSG00000187790.12|chr14	6	12	28	2	7	32
MIS18BP1|ENSG00000129534.14|chr14	59	41	20	22	8	65
RPL10L|ENSG00000165496.5|chr14	0	0	0	0	0	0
MDGA2|ENSG00000139915.21|chr14	0	0	0	0	0	0
RPS29|ENSG00000213741.11|chr14	17050	21426	15609	28750	23762	27178
LRR1|ENSG00000165501.17|chr14	723	945	830	1063	792	1099
RPL36AL|ENSG00000165502.7|chr14	3724	4620	3715	4563	4713	4275
MGAT2|ENSG00000168282.6|chr14	141	244	194	302	232	239
DNAAF2|ENSG00000165506.15|chr14	156	135	69	186	141	181
POLE2|ENSG00000100479.14|chr14	26	49	60	43	56	43
KLHDC1|ENSG00000197776.8|chr14	0	0	0	0	0	0
KLHDC2|ENSG00000165516.11|chr14	453	591	378	524	510	635
NEMF|ENSG00000165525.18|chr14	161	164	123	174	176	116
ARF6|ENSG00000165527.8|chr14	231	594	528	805	511	866
VCPKMT|ENSG00000100483.14|chr14	16	32	20	53	32	40
SOS2|ENSG00000100485.12|chr14	7	11	44	36	6	32
L2HGDH|ENSG00000087299.12|chr14	147	186	166	250	229	253
DMAC2L|ENSG00000125375.18|chr14	325	392	262	421	431	452
CDKL1|ENSG00000100490.10|chr14	8	34	43	40	41	32
MAP4K5|ENSG00000012983.12|chr14	172	225	184	260	213	283
ATL1|ENSG00000198513.14|chr14	67	49	57	88	87	48
SAV1|ENSG00000151748.15|chr14	418	544	350	671	528	540
NIN|ENSG00000100503.26|chr14	77	61	133	152	83	141
PYGL|ENSG00000100504.17|chr14	121	135	129	198	139	190
ABHD12B|ENSG00000131969.15|chr14	0	0	0	0	0	0
TRIM9|ENSG00000100505.14|chr14	134	156	113	131	127	166
TMX1|ENSG00000139921.13|chr14	1041	1260	1104	1477	1228	1447
FRMD6|ENSG00000139926.16|chr14	137	163	76	142	101	114
GNG2|ENSG00000186469.9|chr14	11	29	28	43	38	48
RTRAF|ENSG00000087302.9|chr14	3365	3785	3579	4143	4127	4380
NID2|ENSG00000087303.19|chr14	65	51	63	101	86	82
PTGDR|ENSG00000168229.4|chr14	0	0	0	0	0	0
PTGER2|ENSG00000125384.7|chr14	22	13	15	39	29	32
TXNDC16|ENSG00000087301.9|chr14	62	89	80	104	105	116
GPR137C|ENSG00000180998.12|chr14	30	73	65	93	67	55
ERO1A|ENSG00000197930.13|chr14	430	667	545	695	594	723
PSMC6|ENSG00000100519.12|chr14	579	562	446	596	516	714
STYX|ENSG00000198252.12|chr14	136	135	97	312	188	151
GNPNAT1|ENSG00000100522.10|chr14	685	717	656	940	738	907
FERMT2|ENSG00000073712.15|chr14	274	353	287	371	361	408
DDHD1|ENSG00000100523.16|chr14	201	236	164	246	188	160
BMP4|ENSG00000125378.16|chr14	259	323	217	254	183	231
CDKN3|ENSG00000100526.21|chr14	793	875	571	734	709	1114
CNIH1|ENSG00000100528.12|chr14	1107	1523	991	1546	1548	1656
GMFB|ENSG00000197045.13|chr14	309	342	324	493	442	529
CGRRF1|ENSG00000100532.13|chr14	59	126	113	104	95	134
SAMD4A|ENSG00000020577.14|chr14	20	21	41	39	25	47
GCH1|ENSG00000131979.20|chr14	93	197	135	247	166	278
WDHD1|ENSG00000198554.12|chr14	68	49	76	96	88	126
SOCS4|ENSG00000180008.9|chr14	104	202	139	309	198	248
MAPK1IP1L|ENSG00000168175.15|chr14	1311	1819	1338	2024	1705	2117
LGALS3|ENSG00000131981.16|chr14	383	373	310	552	473	515
DLGAP5|ENSG00000126787.13|chr14	107	155	187	250	152	308
FBXO34|ENSG00000178974.11|chr14	41	24	13	29	31	45
ATG14|ENSG00000126775.9|chr14	86	44	35	114	74	129
TBPL2|ENSG00000182521.6|chr14	0	0	0	0	0	0
KTN1|ENSG00000126777.18|chr14	1065	1196	899	863	696	727
PELI2|ENSG00000139946.10|chr14	186	174	145	201	160	212
TMEM260|ENSG00000070269.14|chr14	84	139	86	163	91	99
OTX2|ENSG00000165588.19|chr14	0	0	0	0	0	0
EXOC5|ENSG00000070367.16|chr14	446	530	399	817	508	638
AP5M1|ENSG00000053770.12|chr14	165	175	216	336	197	277
NAA30|ENSG00000139977.14|chr14	257	364	194	357	314	480
CCDC198|ENSG00000100557.10|chr14	0	0	0	0	0	0
SLC35F4|ENSG00000151812.15|chr14	0	0	0	0	0	0
ARMH4|ENSG00000139971.15|chr14	18	50	27	34	36	40
ACTR10|ENSG00000131966.14|chr14	299	395	254	429	337	543
PSMA3|ENSG00000100567.13|chr14	1721	1905	1528	2385	2242	2227
ARID4A|ENSG00000032219.19|chr14	14	15	4	19	11	6
TOMM20L|ENSG00000196860.8|chr14	0	2	0	0	0	0
TIMM9|ENSG00000100575.14|chr14	429	425	545	659	528	494
KIAA0586|ENSG00000100578.18|chr14	112	152	91	141	113	94
DACT1|ENSG00000165617.15|chr14	29	14	10	28	11	20
DAAM1|ENSG00000100592.16|chr14	148	149	108	218	128	163
GPR135|ENSG00000181619.12|chr14	25	15	0	28	12	5
L3HYPDH|ENSG00000126790.12|chr14	27	122	98	104	164	120
JKAMP|ENSG00000050130.18|chr14	347	314	364	433	210	448
CCDC175|ENSG00000151838.12|chr14	0	0	0	0	0	0
RTN1|ENSG00000139970.18|chr14	63	40	58	27	62	42
LRRC9|ENSG00000131951.11|chr14	0	0	0	0	1	0
PCNX4|ENSG00000126773.13|chr14	127	242	258	284	181	300
DHRS7|ENSG00000100612.14|chr14	534	501	438	682	450	582
PPM1A|ENSG00000100614.18|chr14	223	214	213	298	213	299
C14orf39|ENSG00000179008.9|chr14	0	0	0	0	0	0
SIX6|ENSG00000184302.7|chr14	2	9	0	3	1	4
SIX1|ENSG00000126778.12|chr14	1043	1341	1236	1636	1239	1477
SIX4|ENSG00000100625.9|chr14	87	51	73	156	101	116
MNAT1|ENSG00000020426.11|chr14	273	375	241	354	156	381
TRMT5|ENSG00000126814.7|chr14	4736	5666	4095	5879	4199	4976
SLC38A6|ENSG00000139974.17|chr14	162	127	171	99	101	135
PRKCH|ENSG00000027075.17|chr14	157	223	138	157	176	209
TMEM30B|ENSG00000182107.7|chr14	0	0	0	0	0	0
ENSG00000258989|ENSG00000258989.1|chr14	0	6	0	0	0	6
