Gene	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
CALML5|ENSG00000178372.8|chr10	0	0	0	0	0	0
CALML3|ENSG00000178363.5|chr10	0	0	0	0	0	0
ASB13|ENSG00000196372.13|chr10	221	140	266	151	182	195
TASOR2|ENSG00000108021.22|chr10	326	198	232	264	443	322
GDI2|ENSG00000057608.17|chr10	2737	2458	3270	2162	2951	2637
FBH1|ENSG00000134452.20|chr10	957	367	665	694	555	566
IL15RA|ENSG00000134470.21|chr10	56	73	69	36	91	62
IL2RA|ENSG00000134460.19|chr10	0	0	0	0	0	0
RBM17|ENSG00000134453.16|chr10	3625	2915	3923	2700	4474	3457
PFKFB3|ENSG00000170525.21|chr10	580	488	619	533	619	526
PRKCQ|ENSG00000065675.16|chr10	53	62	53	67	89	73
SFMBT2|ENSG00000198879.13|chr10	152	72	112	120	275	295
ITIH5|ENSG00000123243.15|chr10	6	0	11	19	6	3
ITIH2|ENSG00000151655.19|chr10	0	0	0	0	0	0
KIN|ENSG00000151657.12|chr10	100	75	115	250	272	263
TAF3|ENSG00000165632.9|chr10	199	97	167	178	194	224
GATA3|ENSG00000107485.18|chr10	821	637	677	837	1555	1334
CELF2|ENSG00000048740.19|chr10	2164	1603	2009	1502	2519	1561
USP6NL|ENSG00000148429.15|chr10	51	48	37	77	92	36
ECHDC3|ENSG00000134463.15|chr10	9	2	0	0	0	0
PROSER2|ENSG00000148426.13|chr10	541	262	446	486	634	506
UPF2|ENSG00000151461.20|chr10	123	84	217	116	201	88
DHTKD1|ENSG00000181192.12|chr10	1093	1086	1021	1174	1435	1132
SEC61A2|ENSG00000065665.21|chr10	171	123	139	113	203	191
NUDT5|ENSG00000165609.13|chr10	4513	3616	3948	2959	4295	3443
CDC123|ENSG00000151465.14|chr10	3958	3175	3953	2414	3759	3187
CAMK1D|ENSG00000183049.14|chr10	387	195	437	266	392	333
CCDC3|ENSG00000151468.11|chr10	623	394	519	242	293	347
OPTN|ENSG00000123240.17|chr10	382	385	371	329	441	399
MCM10|ENSG00000065328.17|chr10	959	859	923	1141	1221	1223
UCMA|ENSG00000165623.10|chr10	0	0	0	0	0	0
PHYH|ENSG00000107537.14|chr10	284	132	257	140	231	182
SEPHS1|ENSG00000086475.15|chr10	2025	1389	1979	1096	1514	1246
BEND7|ENSG00000165626.19|chr10	116	65	100	72	177	67
PRPF18|ENSG00000165630.15|chr10	256	105	295	216	379	208
FAM107B|ENSG00000065809.14|chr10	737	553	1031	431	708	519
CDNF|ENSG00000185267.10|chr10	9	14	19	39	22	20
ENSG00000284024|ENSG00000284024.4|chr10	597	528	682	764	989	812
HSPA14|ENSG00000187522.16|chr10	517	474	630	404	878	607
SUV39H2|ENSG00000152455.16|chr10	403	322	459	370	379	424
DCLRE1C|ENSG00000152457.19|chr10	259	125	140	414	508	375
MEIG1|ENSG00000197889.10|chr10	3	15	22	16	2	1
OLAH|ENSG00000152463.15|chr10	0	0	0	0	0	0
ACBD7|ENSG00000176244.7|chr10	468	543	647	426	699	503
RPP38|ENSG00000152464.15|chr10	461	420	527	570	894	570
NMT2|ENSG00000152465.18|chr10	729	630	790	598	717	636
FAM171A1|ENSG00000148468.17|chr10	979	591	1090	531	746	623
ITGA8|ENSG00000077943.8|chr10	230	124	161	117	185	152
MINDY3|ENSG00000148481.14|chr10	580	542	521	456	790	614
PTER|ENSG00000165983.15|chr10	593	339	649	302	755	457
C1QL3|ENSG00000165985.10|chr10	0	3	0	0	0	0
RSU1|ENSG00000148484.18|chr10	872	609	783	453	846	677
CUBN|ENSG00000107611.16|chr10	0	0	0	0	0	0
TRDMT1|ENSG00000107614.22|chr10	131	60	89	104	101	152
VIM|ENSG00000026025.16|chr10	16053	10679	14574	11212	18871	14187
ST8SIA6|ENSG00000148488.17|chr10	22	9	22	0	4	14
HACD1|ENSG00000165996.14|chr10	278	245	248	233	215	183
STAM|ENSG00000136738.15|chr10	217	165	184	265	288	229
TMEM236|ENSG00000148483.9|chr10	0	0	7	0	0	0
MRC1|ENSG00000260314.3|chr10	0	0	0	0	0	0
SLC39A12|ENSG00000148482.12|chr10	0	0	0	0	0	1
CACNB2|ENSG00000165995.23|chr10	23	5	28	34	47	14
NSUN6|ENSG00000241058.4|chr10	48	44	74	80	257	100
ARL5B|ENSG00000165997.5|chr10	879	721	984	783	1352	840
MALRD1|ENSG00000204740.11|chr10	0	0	0	0	0	0
PLXDC2|ENSG00000120594.17|chr10	0	0	0	0	0	0
NEBL|ENSG00000078114.19|chr10	104	108	96	78	103	93
SKIDA1|ENSG00000180592.17|chr10	192	256	188	282	245	245
MLLT10|ENSG00000078403.17|chr10	37	30	26	30	130	74
DNAJC1|ENSG00000136770.11|chr10	381	394	464	478	767	638
EBLN1|ENSG00000223601.3|chr10	0	0	0	0	0	0
COMMD3|ENSG00000148444.16|chr10	1445	1361	1465	1100	1505	1196
BMI1|ENSG00000168283.14|chr10	854	648	883	725	984	821
SPAG6|ENSG00000077327.16|chr10	0	0	0	0	0	0
PIP4K2A|ENSG00000150867.14|chr10	449	476	586	357	623	441
ARMC3|ENSG00000165309.14|chr10	0	0	0	0	0	0
MSRB2|ENSG00000148450.13|chr10	961	554	786	419	465	441
PTF1A|ENSG00000168267.7|chr10	3	0	0	0	0	2
C10orf67|ENSG00000179133.15|chr10	0	0	0	0	0	0
OTUD1|ENSG00000165312.7|chr10	116	81	97	5	94	106
KIAA1217|ENSG00000120549.19|chr10	14	1	5	0	18	3
ARHGAP21|ENSG00000107863.20|chr10	115	80	117	118	177	161
PRTFDC1|ENSG00000099256.19|chr10	20	23	7	37	35	22
ENKUR|ENSG00000151023.17|chr10	0	0	0	0	2	0
THNSL1|ENSG00000185875.13|chr10	108	124	118	76	223	121
GPR158|ENSG00000151025.11|chr10	0	0	0	0	0	0
MYO3A|ENSG00000095777.17|chr10	17	21	16	0	32	8
GAD2|ENSG00000136750.13|chr10	0	0	0	0	0	0
APBB1IP|ENSG00000077420.16|chr10	4	0	18	5	0	0
PDSS1|ENSG00000148459.16|chr10	456	273	381	296	485	313
ABI1|ENSG00000136754.18|chr10	460	407	426	480	732	528
ANKRD26|ENSG00000107890.17|chr10	48	36	73	32	61	55
YME1L1|ENSG00000136758.20|chr10	2162	1704	2141	1642	2670	1951
MASTL|ENSG00000120539.15|chr10	253	178	277	336	451	361
ACBD5|ENSG00000107897.20|chr10	207	176	206	206	284	279
PTCHD3|ENSG00000182077.12|chr10	0	0	0	0	0	0
RAB18|ENSG00000099246.18|chr10	1370	1181	1501	1088	1707	1434
MKX|ENSG00000150051.14|chr10	0	0	0	0	0	0
ODAD2|ENSG00000169126.16|chr10	33	40	52	55	87	46
MPP7|ENSG00000150054.19|chr10	124	53	152	119	163	80
WAC|ENSG00000095787.25|chr10	2675	2185	2482	2576	4265	3400
BAMBI|ENSG00000095739.11|chr10	548	328	338	291	621	428
LYZL1|ENSG00000120563.10|chr10	0	0	0	0	0	0
SVIL|ENSG00000197321.16|chr10	19	29	63	52	106	43
JCAD|ENSG00000165757.9|chr10	196	124	135	61	190	77
MTPAP|ENSG00000107951.15|chr10	356	289	454	396	822	590
MAP3K8|ENSG00000107968.10|chr10	20	0	0	0	37	2
LYZL2|ENSG00000151033.10|chr10	0	0	0	0	0	0
ZNF438|ENSG00000183621.15|chr10	0	5	7	15	33	19
ZEB1|ENSG00000148516.23|chr10	246	241	321	307	543	402
ARHGAP12|ENSG00000165322.18|chr10	119	96	123	90	140	118
EPC1|ENSG00000120616.16|chr10	447	279	366	490	563	483
ITGB1|ENSG00000150093.20|chr10	109	90	87	157	119	119
NRP1|ENSG00000099250.18|chr10	62	161	141	93	188	86
PARD3|ENSG00000148498.17|chr10	109	40	104	84	130	63
CUL2|ENSG00000108094.17|chr10	358	225	251	197	402	296
CREM|ENSG00000095794.20|chr10	232	241	223	268	298	283
CCNY|ENSG00000108100.18|chr10	1431	927	1431	822	1090	837
GJD4|ENSG00000177291.4|chr10	0	0	2	0	0	0
FZD8|ENSG00000177283.8|chr10	481	356	479	229	394	237
ZNF248|ENSG00000198105.16|chr10	144	114	142	161	141	135
ZNF25|ENSG00000175395.16|chr10	112	71	141	42	81	94
ZNF33A|ENSG00000189180.16|chr10	696	678	692	425	1218	684
ZNF37A|ENSG00000075407.19|chr10	1054	834	1036	966	1632	1129
ZNF33B|ENSG00000196693.15|chr10	680	514	718	524	944	799
BMS1|ENSG00000165733.8|chr10	1578	1085	1659	1440	2013	1674
RET|ENSG00000165731.21|chr10	0	6	0	0	0	0
CSGALNACT2|ENSG00000169826.8|chr10	133	155	148	96	235	163
RASGEF1A|ENSG00000198915.12|chr10	0	6	0	13	29	17
FXYD4|ENSG00000150201.15|chr10	0	0	0	0	0	0
HNRNPF|ENSG00000169813.17|chr10	6249	4418	6443	5440	8286	5943
ZNF487|ENSG00000243660.12|chr10	3	8	25	0	7	3
ZNF239|ENSG00000196793.14|chr10	164	177	239	156	300	282
ZNF485|ENSG00000198298.13|chr10	49	31	49	100	91	62
ZNF32|ENSG00000169740.14|chr10	416	350	402	238	483	361
CXCL12|ENSG00000107562.17|chr10	0	0	0	0	0	0
TMEM72|ENSG00000187783.12|chr10	0	0	0	0	0	0
RASSF4|ENSG00000107551.21|chr10	11	6	7	19	5	4
DEPP1|ENSG00000165507.9|chr10	22	9	7	21	13	16
ZNF22|ENSG00000165512.5|chr10	202	160	282	102	360	296
OR13A1|ENSG00000256574.8|chr10	0	0	0	0	0	0
ALOX5|ENSG00000012779.12|chr10	0	0	0	0	0	0
MARCHF8|ENSG00000165406.16|chr10	0	0	0	0	0	0
ZFAND4|ENSG00000172671.20|chr10	6	25	21	14	20	12
WASHC2C|ENSG00000172661.20|chr10	152	196	137	85	171	141
AGAP4|ENSG00000188234.15|chr10	0	0	0	0	1	5
TIMM23|ENSG00000265354.4|chr10	2771	2086	2670	2036	2480	2325
NCOA4|ENSG00000266412.6|chr10	1412	1049	1075	1285	2046	1579
MSMB|ENSG00000263639.7|chr10	0	0	0	0	0	0
ANTXRL|ENSG00000274209.6|chr10	0	0	0	0	0	0
ANXA8L1|ENSG00000264230.9|chr10	0	0	0	0	0	0
NPY4R|ENSG00000204174.8|chr10	0	0	0	0	0	0
GPRIN2|ENSG00000204175.6|chr10	0	0	0	0	0	0
SYT15|ENSG00000204176.14|chr10	0	0	0	0	0	0
PTPN20|ENSG00000204179.11|chr10	3	4	13	0	4	3
GDF10|ENSG00000266524.3|chr10	0	0	0	0	2	0
GDF2|ENSG00000263761.3|chr10	0	0	0	0	0	0
RBP3|ENSG00000265203.2|chr10	0	0	0	0	0	0
ZNF488|ENSG00000265763.4|chr10	35	50	51	56	47	51
ANXA8|ENSG00000265190.7|chr10	0	0	0	0	0	0
FAM25G|ENSG00000189090.8|chr10	0	0	0	0	0	0
AGAP9|ENSG00000204172.12|chr10	8	0	10	0	3	8
SYT15B|ENSG00000277758.6|chr10	0	0	0	0	0	0
NPY4R2|ENSG00000264717.6|chr10	0	0	0	0	0	0
FAM25C|ENSG00000276430.3|chr10	0	0	0	0	0	0
FRMPD2|ENSG00000170324.21|chr10	0	0	0	0	0	0
MAPK8|ENSG00000107643.17|chr10	225	172	248	228	342	245
ARHGAP22|ENSG00000128805.15|chr10	91	44	60	148	139	134
WDFY4|ENSG00000128815.20|chr10	0	0	0	0	1	0
LRRC18|ENSG00000165383.12|chr10	0	0	0	0	0	0
VSTM4|ENSG00000165633.13|chr10	94	100	78	71	79	62
FAM170B|ENSG00000172538.7|chr10	0	0	0	0	0	0
TMEM273|ENSG00000204161.14|chr10	0	0	1	0	0	0
C10orf71|ENSG00000177354.12|chr10	0	0	0	0	0	0
DRGX|ENSG00000165606.10|chr10	0	0	0	0	0	0
ERCC6|ENSG00000225830.16|chr10	62	20	28	18	51	25
CHAT|ENSG00000070748.19|chr10	0	0	0	0	0	0
SLC18A3|ENSG00000187714.7|chr10	0	0	0	0	0	0
C10orf53|ENSG00000178645.13|chr10	0	0	0	0	0	0
OGDHL|ENSG00000197444.10|chr10	41	22	34	9	15	30
PARG|ENSG00000227345.9|chr10	133	110	160	142	267	171
TIMM23B|ENSG00000204152.14|chr10	90	85	80	67	185	83
TIMM23B-AGAP6|ENSG00000178440.8|chr10	63	12	31	77	89	22
AGAP6|ENSG00000204149.15|chr10	61	9	20	68	65	20
WASHC2A|ENSG00000099290.17|chr10	128	145	114	60	138	137
ASAH2|ENSG00000188611.17|chr10	8	3	7	0	2	16
SGMS1|ENSG00000198964.14|chr10	72	71	138	119	113	100
ASAH2B|ENSG00000204147.11|chr10	93	55	124	100	145	96
A1CF|ENSG00000148584.15|chr10	0	0	0	0	0	0
PRKG1|ENSG00000185532.20|chr10	167	115	159	160	210	154
CSTF2T|ENSG00000177613.9|chr10	667	670	728	402	951	737
DKK1|ENSG00000107984.10|chr10	23	1	2	0	6	4
MBL2|ENSG00000165471.7|chr10	0	0	0	0	0	0
PCDH15|ENSG00000150275.20|chr10	0	0	0	0	0	0
IPMK|ENSG00000151151.6|chr10	129	114	146	146	122	125
CISD1|ENSG00000122873.12|chr10	4293	3469	3902	3192	4433	3883
UBE2D1|ENSG00000072401.15|chr10	517	342	571	438	576	389
TFAM|ENSG00000108064.11|chr10	1993	1305	1687	1282	2086	1542
BICC1|ENSG00000122870.12|chr10	137	128	187	113	161	59
PHYHIPL|ENSG00000165443.12|chr10	0	4	5	0	10	0
FAM13C|ENSG00000148541.13|chr10	55	7	28	13	37	20
SLC16A9|ENSG00000165449.12|chr10	229	180	226	72	129	105
MRLN|ENSG00000227877.7|chr10	0	0	0	0	0	0
CCDC6|ENSG00000108091.11|chr10	1078	1036	1108	619	1145	978
CDK1|ENSG00000170312.17|chr10	2331	2068	2338	2010	3072	2539
RHOBTB1|ENSG00000072422.17|chr10	112	69	77	21	109	62
TMEM26|ENSG00000196932.12|chr10	0	0	8	0	0	0
CABCOCO1|ENSG00000183346.9|chr10	12	0	0	0	0	0
ARID5B|ENSG00000150347.17|chr10	104	94	102	130	168	159
RTKN2|ENSG00000182010.11|chr10	30	59	50	83	59	43
ZNF365|ENSG00000138311.18|chr10	46	19	25	18	46	44
ENSG00000285837|ENSG00000285837.1|chr10	0	0	0	0	0	0
ADO|ENSG00000181915.5|chr10	846	648	808	733	1003	761
EGR2|ENSG00000122877.18|chr10	6	3	0	0	0	4
NRBF2|ENSG00000148572.16|chr10	194	186	262	197	344	195
JMJD1C|ENSG00000171988.20|chr10	100	42	34	23	116	30
REEP3|ENSG00000165476.14|chr10	516	420	441	257	390	310
CTNNA3|ENSG00000183230.18|chr10	0	0	0	0	0	0
LRRTM3|ENSG00000198739.11|chr10	0	0	0	0	0	0
DNAJC12|ENSG00000108176.15|chr10	462	430	334	295	312	226
SIRT1|ENSG00000096717.12|chr10	219	254	326	354	562	457
HERC4|ENSG00000148634.16|chr10	135	109	56	155	110	139
MYPN|ENSG00000138347.17|chr10	0	0	0	0	0	0
ATOH7|ENSG00000179774.9|chr10	24	16	0	0	28	0
PBLD|ENSG00000108187.16|chr10	105	96	123	82	122	68
HNRNPH3|ENSG00000096746.18|chr10	2765	1992	2967	2215	3249	2443
RUFY2|ENSG00000204130.14|chr10	65	70	89	80	84	73
DNA2|ENSG00000138346.15|chr10	65	20	69	101	86	60
SLC25A16|ENSG00000122912.15|chr10	139	125	140	69	198	112
TET1|ENSG00000138336.9|chr10	72	51	70	66	88	56
CCAR1|ENSG00000060339.14|chr10	1395	1248	1401	991	1832	1424
STOX1|ENSG00000165730.16|chr10	56	50	56	34	106	37
DDX50|ENSG00000107625.14|chr10	1239	1046	1235	1691	2172	1858
DDX21|ENSG00000165732.14|chr10	6885	6611	7680	7231	11354	9648
KIFBP|ENSG00000198954.9|chr10	515	204	491	242	485	305
SRGN|ENSG00000122862.5|chr10	3	2	0	0	0	0
VPS26A|ENSG00000122958.15|chr10	982	742	808	790	1251	962
SUPV3L1|ENSG00000156502.14|chr10	260	153	202	189	503	279
HKDC1|ENSG00000156510.13|chr10	0	0	0	0	0	0
HK1|ENSG00000156515.24|chr10	1260	651	1138	951	1251	1100
TACR2|ENSG00000075073.16|chr10	0	0	5	0	6	0
TSPAN15|ENSG00000099282.10|chr10	79	20	101	45	57	35
NEUROG3|ENSG00000122859.5|chr10	0	0	0	0	0	0
FAM241B|ENSG00000171224.9|chr10	538	396	548	451	686	623
COL13A1|ENSG00000197467.17|chr10	37	29	48	19	62	24
MACROH2A2|ENSG00000099284.15|chr10	590	251	432	330	396	339
AIFM2|ENSG00000042286.15|chr10	316	226	371	128	367	251
TYSND1|ENSG00000156521.14|chr10	649	290	659	346	521	448
SAR1A|ENSG00000079332.15|chr10	1951	1569	1810	1202	1969	1766
PPA1|ENSG00000180817.12|chr10	2576	2202	3126	2035	3388	2665
NPFFR1|ENSG00000148734.8|chr10	0	0	0	0	0	0
LRRC20|ENSG00000172731.15|chr10	108	110	71	48	105	58
EIF4EBP2|ENSG00000148730.7|chr10	1614	1167	1628	631	962	812
NODAL|ENSG00000156574.10|chr10	0	0	0	0	0	0
PALD1|ENSG00000107719.10|chr10	235	188	291	178	161	161
PRF1|ENSG00000180644.8|chr10	0	0	0	0	0	0
ADAMTS14|ENSG00000138316.11|chr10	0	0	0	1	0	0
TBATA|ENSG00000166220.14|chr10	0	0	0	0	0	0
SGPL1|ENSG00000166224.18|chr10	327	186	359	316	339	315
PCBD1|ENSG00000166228.9|chr10	2512	1822	2848	1861	1842	1589
UNC5B|ENSG00000107731.12|chr10	1230	947	1354	727	1092	998
SLC29A3|ENSG00000198246.10|chr10	70	59	75	71	75	52
CDH23|ENSG00000107736.22|chr10	10	11	14	7	0	11
C10orf105|ENSG00000214688.6|chr10	0	0	0	0	0	0
VSIR|ENSG00000107738.20|chr10	3	0	0	0	0	0
PSAP|ENSG00000197746.15|chr10	4482	2922	4628	3906	3854	3738
CHST3|ENSG00000122863.6|chr10	108	98	114	30	86	73
SPOCK2|ENSG00000107742.14|chr10	19	1	26	0	19	24
ASCC1|ENSG00000138303.18|chr10	431	322	540	546	605	529
ANAPC16|ENSG00000166295.9|chr10	2298	1747	2351	1328	1930	1416
DDIT4|ENSG00000168209.6|chr10	519	429	481	1697	3030	2347
MICU1|ENSG00000107745.20|chr10	700	329	617	459	575	546
MCU|ENSG00000156026.15|chr10	310	294	301	328	423	321
OIT3|ENSG00000138315.13|chr10	0	0	0	0	0	0
PLA2G12B|ENSG00000138308.6|chr10	0	0	0	0	0	0
P4HA1|ENSG00000122884.13|chr10	381	248	402	133	354	220
NUDT13|ENSG00000166321.14|chr10	15	14	33	91	50	35
ECD|ENSG00000122882.11|chr10	830	672	865	866	1058	794
FAM149B1|ENSG00000138286.15|chr10	60	9	27	1	16	31
DNAJC9|ENSG00000213551.7|chr10	1459	1056	1774	1331	1721	1254
MRPS16|ENSG00000182180.14|chr10	4440	4422	4378	2653	4524	3828
CFAP70|ENSG00000156042.19|chr10	10	2	0	0	8	4
ANXA7|ENSG00000138279.16|chr10	1684	1251	1622	1247	1858	1288
MSS51|ENSG00000166343.10|chr10	0	0	4	0	0	1
PPP3CB|ENSG00000107758.16|chr10	243	161	224	109	209	189
USP54|ENSG00000166348.20|chr10	157	116	199	281	261	154
MYOZ1|ENSG00000177791.12|chr10	0	0	0	0	0	0
SYNPO2L|ENSG00000166317.12|chr10	0	0	0	0	0	0
AGAP5|ENSG00000172650.15|chr10	6	2	7	18	11	10
SEC24C|ENSG00000176986.16|chr10	1055	425	1187	687	672	646
FUT11|ENSG00000196968.11|chr10	50	38	64	29	25	46
CHCHD1|ENSG00000172586.8|chr10	3713	3119	3209	2057	3230	2780
ZSWIM8|ENSG00000214655.11|chr10	61	22	88	69	33	64
NDST2|ENSG00000166507.19|chr10	114	105	120	21	36	97
PLAU|ENSG00000122861.16|chr10	22	11	5	11	19	27
VCL|ENSG00000035403.18|chr10	2105	1392	1725	1570	2549	2273
AP3M1|ENSG00000185009.13|chr10	808	585	752	657	853	693
ADK|ENSG00000156110.15|chr10	1131	919	983	899	1289	1003
KAT6B|ENSG00000156650.14|chr10	0	0	0	0	0	0
DUSP29|ENSG00000188716.6|chr10	0	0	0	0	0	0
DUSP13|ENSG00000079393.21|chr10	0	0	0	0	7	0
SAMD8|ENSG00000156671.15|chr10	207	141	196	141	275	236
VDAC2|ENSG00000165637.14|chr10	5678	5262	5664	4163	6393	5089
COMTD1|ENSG00000165644.11|chr10	932	585	1030	758	802	825
ZNF503|ENSG00000165655.17|chr10	3336	2623	3127	2717	3908	3059
LRMDA|ENSG00000148655.15|chr10	14	26	24	12	3	1
KCNMA1|ENSG00000156113.24|chr10	0	9	7	8	10	1
DLG5|ENSG00000151208.17|chr10	0	0	0	0	0	0
POLR3A|ENSG00000148606.15|chr10	910	594	747	556	874	816
ZMIZ1|ENSG00000108175.19|chr10	356	292	419	312	377	254
PPIF|ENSG00000108179.14|chr10	6300	4449	6113	4096	5555	4966
ZCCHC24|ENSG00000165424.7|chr10	363	187	412	196	236	175
EIF5AL1|ENSG00000253626.4|chr10	14817	6649	12580	10011	10619	8600
SFTPA2|ENSG00000185303.17|chr10	0	0	0	0	0	0
SFTPA1|ENSG00000122852.15|chr10	0	0	0	0	0	0
NUTM2B|ENSG00000188199.11|chr10	0	0	0	0	0	0
NUTM2E|ENSG00000228570.8|chr10	0	0	0	0	0	0
SFTPD|ENSG00000133661.17|chr10	0	0	0	0	0	0
TMEM254|ENSG00000133678.14|chr10	144	98	149	117	148	147
PLAC9|ENSG00000189129.14|chr10	0	0	5	0	0	0
ANXA11|ENSG00000122359.18|chr10	2217	835	2061	1667	1032	1190
MAT1A|ENSG00000151224.13|chr10	0	0	0	0	0	5
DYDC1|ENSG00000170788.14|chr10	0	0	0	0	0	0
DYDC2|ENSG00000133665.13|chr10	0	0	0	0	0	0
PRXL2A|ENSG00000122378.14|chr10	640	692	792	386	490	509
TSPAN14|ENSG00000108219.16|chr10	331	188	223	199	266	234
SH2D4B|ENSG00000178217.15|chr10	0	0	0	0	0	0
NRG3|ENSG00000185737.13|chr10	0	0	0	0	0	0
GHITM|ENSG00000165678.22|chr10	4439	3632	4351	3097	4598	3852
C10orf99|ENSG00000188373.5|chr10	0	0	0	0	0	0
CDHR1|ENSG00000148600.15|chr10	41	24	49	27	67	32
LRIT2|ENSG00000204033.10|chr10	0	0	0	0	0	0
RGR|ENSG00000148604.15|chr10	0	0	0	0	0	0
LRIT1|ENSG00000148602.6|chr10	0	0	0	0	0	0
CCSER2|ENSG00000107771.17|chr10	105	87	125	47	112	98
GRID1|ENSG00000182771.19|chr10	29	29	14	10	22	17
WAPL|ENSG00000062650.20|chr10	551	504	610	364	898	706
OPN4|ENSG00000122375.13|chr10	0	0	0	0	0	0
ENSG00000289258|ENSG00000289258.1|chr10	0	0	0	0	0	4
LDB3|ENSG00000122367.21|chr10	10	0	12	0	11	17
BMPR1A|ENSG00000107779.14|chr10	89	69	117	93	116	51
MMRN2|ENSG00000173269.14|chr10	1	0	0	0	0	0
SNCG|ENSG00000173267.14|chr10	13	3	5	0	0	0
ADIRF|ENSG00000148671.14|chr10	0	0	0	0	0	0
FAM25A|ENSG00000188100.9|chr10	0	0	0	0	0	0
GLUD1|ENSG00000148672.10|chr10	1321	930	1184	1172	1614	1221
SHLD2|ENSG00000122376.12|chr10	353	227	195	128	312	216
NUTM2A|ENSG00000184923.12|chr10	0	0	0	0	0	0
NUTM2D|ENSG00000214562.15|chr10	0	0	0	0	0	0
MINPP1|ENSG00000107789.16|chr10	387	240	400	144	352	280
PAPSS2|ENSG00000198682.13|chr10	404	349	386	229	324	219
ATAD1|ENSG00000138138.14|chr10	1162	771	914	932	1392	1172
KLLN|ENSG00000227268.5|chr10	0	0	0	0	0	0
PTEN|ENSG00000171862.13|chr10	0	9	2	0	0	5
RNLS|ENSG00000184719.12|chr10	17	12	6	0	7	0
LIPJ|ENSG00000204022.9|chr10	0	0	0	0	0	0
LIPF|ENSG00000182333.15|chr10	0	0	0	0	0	0
LIPK|ENSG00000204021.5|chr10	0	0	0	0	0	0
LIPN|ENSG00000204020.6|chr10	0	0	0	0	0	0
LIPM|ENSG00000173239.14|chr10	0	0	0	0	0	0
ANKRD22|ENSG00000152766.6|chr10	0	1	0	0	0	0
STAMBPL1|ENSG00000138134.12|chr10	137	100	112	154	224	146
ACTA2|ENSG00000107796.13|chr10	214	166	262	194	138	109
FAS|ENSG00000026103.25|chr10	98	68	109	85	107	52
CH25H|ENSG00000138135.7|chr10	0	0	0	0	0	8
LIPA|ENSG00000107798.18|chr10	393	361	493	453	522	384
IFIT2|ENSG00000119922.11|chr10	0	0	1	0	0	0
IFIT3|ENSG00000119917.15|chr10	14	14	15	24	18	11
IFIT1B|ENSG00000204010.3|chr10	0	0	0	0	0	0
IFIT1|ENSG00000185745.10|chr10	21	45	31	1	25	8
IFIT5|ENSG00000152778.10|chr10	256	292	315	121	417	324
SLC16A12|ENSG00000152779.14|chr10	0	0	0	0	0	0
PANK1|ENSG00000152782.18|chr10	176	76	201	62	150	69
KIF20B|ENSG00000138182.15|chr10	116	51	94	74	89	89
HTR7|ENSG00000148680.16|chr10	9	0	0	0	0	3
RPP30|ENSG00000148688.14|chr10	1061	889	1168	914	1141	1100
ANKRD1|ENSG00000148677.7|chr10	14	12	16	9	74	66
PCGF5|ENSG00000180628.15|chr10	290	191	310	145	362	187
HECTD2|ENSG00000165338.17|chr10	35	19	23	17	60	18
PPP1R3C|ENSG00000119938.9|chr10	0	0	5	0	0	0
TNKS2|ENSG00000107854.6|chr10	135	91	186	172	241	175
FGFBP3|ENSG00000174721.10|chr10	99	67	102	88	86	87
BTAF1|ENSG00000095564.15|chr10	83	49	120	69	125	97
CPEB3|ENSG00000107864.15|chr10	84	70	78	45	81	97
MARCHF5|ENSG00000198060.10|chr10	783	781	953	671	1084	921
IDE|ENSG00000119912.18|chr10	354	257	331	199	340	323
KIF11|ENSG00000138160.7|chr10	583	448	588	508	898	633
HHEX|ENSG00000152804.11|chr10	63	87	106	71	168	82
EXOC6|ENSG00000138190.17|chr10	150	169	172	195	334	239
CYP26C1|ENSG00000187553.10|chr10	0	0	0	0	0	0
CYP26A1|ENSG00000095596.12|chr10	89	49	65	22	100	83
MYOF|ENSG00000138119.17|chr10	2	0	0	0	2	4
CEP55|ENSG00000138180.16|chr10	325	236	372	352	433	332
FFAR4|ENSG00000186188.11|chr10	15	3	0	0	8	9
RBP4|ENSG00000138207.15|chr10	0	0	0	0	0	0
PDE6C|ENSG00000095464.10|chr10	0	0	0	0	0	0
FRA10AC1|ENSG00000148690.12|chr10	218	230	264	278	412	377
LGI1|ENSG00000108231.14|chr10	0	0	0	0	12	5
SLC35G1|ENSG00000176273.15|chr10	164	87	121	48	82	102
NOC3L|ENSG00000173145.11|chr10	264	160	238	193	498	381
TBC1D12|ENSG00000108239.9|chr10	61	32	93	63	104	61
HELLS|ENSG00000119969.16|chr10	314	258	388	512	578	445
CYP2C18|ENSG00000108242.13|chr10	0	0	0	0	0	0
CYP2C19|ENSG00000165841.11|chr10	0	0	0	0	0	0
CYP2C9|ENSG00000138109.11|chr10	0	0	0	0	0	0
CYP2C8|ENSG00000138115.15|chr10	0	0	0	0	0	0
ACSM6|ENSG00000173124.15|chr10	0	0	0	0	0	0
PDLIM1|ENSG00000107438.9|chr10	2866	1708	2850	2550	2259	2141
SORBS1|ENSG00000095637.23|chr10	76	35	38	18	135	62
ALDH18A1|ENSG00000059573.9|chr10	1521	1045	1368	884	1408	1291
TCTN3|ENSG00000119977.22|chr10	459	239	402	378	380	437
ENTPD1|ENSG00000138185.20|chr10	6	0	0	0	1	7
CC2D2B|ENSG00000188649.15|chr10	0	0	0	0	0	0
