Gene	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
CTSD|ENSG00000117984.15|chr11	979	1029	771	804	1016	863
SYT8|ENSG00000149043.17|chr11	0	0	0	0	0	0
TNNI2|ENSG00000130598.17|chr11	0	0	0	0	0	0
PRR33|ENSG00000283787.2|chr11	0	0	0	0	0	0
TNNT3|ENSG00000130595.19|chr11	0	0	0	0	0	0
MRPL23|ENSG00000214026.11|chr11	0	0	0	0	0	0
IGF2|ENSG00000167244.22|chr11	14	28	43	39	21	9
INS|ENSG00000254647.7|chr11	0	0	0	0	0	0
TH|ENSG00000180176.15|chr11	0	0	0	0	0	0
TSPAN32|ENSG00000064201.16|chr11	0	0	0	0	0	0
CD81|ENSG00000110651.13|chr11	2571	2541	2290	2010	2325	1758
TSSC4|ENSG00000184281.15|chr11	35	62	63	62	53	78
TRPM5|ENSG00000070985.14|chr11	0	0	0	0	0	0
KCNQ1|ENSG00000053918.18|chr11	2	3	2	14	8	4
SLC22A18|ENSG00000110628.16|chr11	0	0	0	0	0	0
CARS1|ENSG00000110619.18|chr11	0	0	0	0	0	0
OSBPL5|ENSG00000021762.20|chr11	33	37	40	21	35	37
MRGPRE|ENSG00000184350.11|chr11	0	0	0	0	0	0
ZNF195|ENSG00000005801.18|chr11	87	121	104	301	212	202
ART5|ENSG00000167311.14|chr11	0	13	16	11	15	13
ART1|ENSG00000129744.3|chr11	0	0	0	0	0	0
CHRNA10|ENSG00000129749.3|chr11	14	4	7	9	0	0
NUP98|ENSG00000110713.18|chr11	145	173	165	306	201	231
PGAP2|ENSG00000148985.20|chr11	170	145	157	159	138	117
RHOG|ENSG00000177105.10|chr11	125	161	115	213	198	196
STIM1|ENSG00000167323.13|chr11	196	197	185	173	165	119
RRM1|ENSG00000167325.15|chr11	2746	2723	3036	2771	2783	2515
OR52B4|ENSG00000221996.6|chr11	0	0	0	0	0	0
TRIM21|ENSG00000132109.10|chr11	2	18	15	19	0	5
OR52K2|ENSG00000181963.5|chr11	0	0	0	0	0	0
OR52K1|ENSG00000196778.4|chr11	0	0	0	0	0	0
OR52I2|ENSG00000226288.3|chr11	0	0	0	0	0	0
TRIM68|ENSG00000167333.13|chr11	1	22	1	28	13	22
OR51D1|ENSG00000197428.3|chr11	0	0	0	0	0	0
OR51E1|ENSG00000180785.10|chr11	0	0	0	0	0	0
OR51E2|ENSG00000167332.9|chr11	0	0	0	0	0	0
OR51C1P|ENSG00000197674.8|chr11	0	0	0	0	0	0
MMP26|ENSG00000167346.9|chr11	0	0	0	0	0	0
OR51F2|ENSG00000176925.8|chr11	0	0	0	0	0	0
OR51A7|ENSG00000176895.9|chr11	0	0	0	0	0	0
OR51G2|ENSG00000176893.6|chr11	0	0	0	0	0	0
OR51A4|ENSG00000205497.5|chr11	0	0	0	0	0	0
OR51L1|ENSG00000176798.3|chr11	0	0	0	0	0	0
OR52A5|ENSG00000171944.2|chr11	0	0	0	0	0	0
OR52A1|ENSG00000182070.7|chr11	2	0	0	0	0	0
HBB|ENSG00000244734.4|chr11	0	0	0	0	0	0
HBD|ENSG00000223609.11|chr11	0	0	0	0	0	0
HBG1|ENSG00000213934.9|chr11	0	0	0	0	0	0
ENSG00000284931|ENSG00000284931.1|chr11	0	0	0	0	0	0
HBG2|ENSG00000196565.15|chr11	0	0	0	0	0	0
HBE1|ENSG00000213931.7|chr11	0	2	0	0	0	0
OR51M1|ENSG00000184698.5|chr11	0	0	0	0	0	0
OR51Q1|ENSG00000167360.6|chr11	0	0	0	0	0	0
OR51I2|ENSG00000187918.6|chr11	0	0	0	0	0	0
OR52D1|ENSG00000181609.5|chr11	0	0	0	0	0	0
UBQLN3|ENSG00000175520.9|chr11	0	0	0	0	0	0
UBQLNL|ENSG00000175518.8|chr11	0	0	0	0	0	0
TRIM6|ENSG00000121236.21|chr11	5	11	5	39	15	3
TRIM6-TRIM34|ENSG00000258588.3|chr11	4	0	9	0	0	2
TRIM34|ENSG00000258659.7|chr11	4	0	9	0	0	2
TRIM5|ENSG00000132256.20|chr11	27	31	22	40	29	40
TRIM22|ENSG00000132274.17|chr11	0	0	0	0	0	0
OR56B1|ENSG00000181023.8|chr11	0	0	0	0	0	0
OR52N4|ENSG00000181074.5|chr11	0	0	0	0	0	0
OR56B2P|ENSG00000181017.7|chr11	0	0	0	0	0	0
OR52N5|ENSG00000181009.5|chr11	0	0	0	0	0	1
OR52N1|ENSG00000181001.3|chr11	0	0	0	0	0	0
OR52N2|ENSG00000180988.3|chr11	0	0	0	0	0	0
OR52E6|ENSG00000205409.3|chr11	0	0	0	0	0	0
OR52E4|ENSG00000180974.5|chr11	0	0	0	0	0	0
OR52E5|ENSG00000277932.2|chr11	0	0	0	0	0	0
OR56A3|ENSG00000184478.8|chr11	0	0	0	0	0	0
OR52L1|ENSG00000183313.4|chr11	0	0	0	0	0	0
OR56A4|ENSG00000183389.5|chr11	0	0	0	0	0	0
OR56A1|ENSG00000180934.7|chr11	0	0	0	0	0	0
OR56B4|ENSG00000180919.3|chr11	0	0	0	0	0	0
C11orf42|ENSG00000180878.3|chr11	0	0	0	0	0	0
FHIP1B|ENSG00000051009.11|chr11	19	14	12	23	30	38
CNGA4|ENSG00000132259.13|chr11	0	0	0	0	0	0
CCKBR|ENSG00000110148.10|chr11	6	5	10	0	8	3
CAVIN3|ENSG00000170955.10|chr11	0	0	0	0	0	0
SMPD1|ENSG00000166311.10|chr11	59	38	66	26	37	26
APBB1|ENSG00000166313.20|chr11	99	115	93	160	82	155
HPX|ENSG00000110169.12|chr11	0	0	0	0	0	0
TRIM3|ENSG00000110171.21|chr11	5	2	0	5	6	0
ARFIP2|ENSG00000132254.13|chr11	98	40	61	99	94	76
TIMM10B|ENSG00000132286.12|chr11	121	155	131	196	180	206
DNHD1|ENSG00000179532.13|chr11	0	0	2	0	0	0
RRP8|ENSG00000132275.11|chr11	48	107	54	103	86	128
ILK|ENSG00000166333.14|chr11	99	164	104	70	113	126
TAF10|ENSG00000166337.11|chr11	794	805	765	795	737	612
TPP1|ENSG00000166340.18|chr11	292	245	242	258	300	210
DCHS1|ENSG00000166341.9|chr11	1	5	0	0	0	0
MRPL17|ENSG00000158042.9|chr11	272	193	303	341	320	343
OR2AG2|ENSG00000188124.4|chr11	6	7	3	8	0	1
OR2AG1|ENSG00000279486.6|chr11	0	0	0	0	0	0
OR6A2|ENSG00000184933.6|chr11	0	0	5	0	2	1
OR10A2|ENSG00000170790.6|chr11	0	0	0	0	0	0
OR10A4|ENSG00000170782.3|chr11	0	0	0	0	0	0
ZNF215|ENSG00000149054.16|chr11	24	49	25	71	76	45
ZNF214|ENSG00000149050.10|chr11	4	15	12	13	48	2
NLRP14|ENSG00000158077.5|chr11	0	0	0	0	0	0
RBMXL2|ENSG00000170748.7|chr11	0	0	2	0	0	0
SYT9|ENSG00000170743.17|chr11	32	36	26	50	44	38
OLFML1|ENSG00000183801.8|chr11	4	0	0	0	0	0
PPFIBP2|ENSG00000166387.14|chr11	3	1	0	2	0	9
CYB5R2|ENSG00000166394.15|chr11	0	2	0	0	0	0
OR5P3|ENSG00000182334.3|chr11	0	0	0	0	0	0
OR10A6|ENSG00000279000.4|chr11	0	0	0	0	0	0
OR10A3|ENSG00000170683.7|chr11	0	0	0	0	0	0
NLRP10|ENSG00000182261.5|chr11	0	0	0	0	0	0
EIF3F|ENSG00000175390.15|chr11	523	477	426	534	532	495
TUB|ENSG00000166402.9|chr11	199	155	127	135	110	105
RIC3|ENSG00000166405.16|chr11	0	0	0	1	6	0
LMO1|ENSG00000166407.14|chr11	2	4	13	13	22	8
STK33|ENSG00000130413.16|chr11	42	62	33	67	48	63
TRIM66|ENSG00000166436.17|chr11	5	15	20	41	42	38
RPL27A|ENSG00000166441.13|chr11	8023	7944	6921	6914	7578	6711
DENND2B|ENSG00000166444.19|chr11	9	21	26	9	19	31
AKIP1|ENSG00000166452.12|chr11	312	226	221	236	288	261
ASCL3|ENSG00000176009.4|chr11	0	0	0	0	0	0
TMEM9B|ENSG00000175348.11|chr11	37	60	92	53	42	33
NRIP3|ENSG00000175352.12|chr11	89	45	71	83	67	51
SCUBE2|ENSG00000175356.14|chr11	1	0	1	0	6	0
DENND5A|ENSG00000184014.9|chr11	200	215	213	219	159	217
TMEM41B|ENSG00000166471.11|chr11	168	167	225	118	235	145
IPO7|ENSG00000205339.10|chr11	1869	1712	1895	1929	1919	1774
ZNF143|ENSG00000166478.10|chr11	79	50	46	81	94	91
WEE1|ENSG00000166483.12|chr11	22	74	87	61	90	52
SWAP70|ENSG00000133789.15|chr11	97	117	101	105	105	101
SBF2|ENSG00000133812.18|chr11	45	48	54	58	52	43
ADM|ENSG00000148926.10|chr11	37	65	63	86	38	57
AMPD3|ENSG00000133805.16|chr11	1	3	7	7	0	1
RNF141|ENSG00000110315.7|chr11	123	202	115	135	142	123
LYVE1|ENSG00000133800.9|chr11	0	0	0	0	0	0
IRAG1|ENSG00000072952.20|chr11	12	3	0	0	0	0
CTR9|ENSG00000198730.9|chr11	240	250	275	238	312	299
EIF4G2|ENSG00000110321.19|chr11	8015	7900	7536	7431	7253	7128
ZBED5|ENSG00000236287.8|chr11	29	38	51	74	40	33
GALNT18|ENSG00000110328.6|chr11	94	107	79	92	74	98
CSNK2A3|ENSG00000254598.3|chr11	0	0	0	0	0	0
USP47|ENSG00000170242.19|chr11	240	192	297	400	333	374
DKK3|ENSG00000050165.19|chr11	0	0	7	8	6	5
PARVA|ENSG00000197702.14|chr11	228	230	179	178	221	192
TEAD1|ENSG00000187079.20|chr11	486	394	573	642	530	579
RASSF10|ENSG00000189431.8|chr11	0	0	0	0	0	2
ARNTL|ENSG00000133794.20|chr11	12	1	17	15	29	26
BTBD10|ENSG00000148925.11|chr11	41	48	54	113	103	82
PTH|ENSG00000152266.7|chr11	0	0	0	0	0	0
FAR1|ENSG00000197601.14|chr11	368	484	479	523	549	435
SPON1|ENSG00000262655.4|chr11	127	122	60	108	63	114
RRAS2|ENSG00000133818.14|chr11	126	114	90	166	201	192
COPB1|ENSG00000129083.13|chr11	720	688	752	721	947	670
PSMA1|ENSG00000129084.18|chr11	1366	1479	1353	1269	1431	1243
PDE3B|ENSG00000152270.9|chr11	115	113	90	90	78	84
CYP2R1|ENSG00000186104.11|chr11	28	41	48	42	66	26
CALCA|ENSG00000110680.13|chr11	0	0	0	0	0	0
INSC|ENSG00000188487.12|chr11	0	0	0	0	0	0
SOX6|ENSG00000110693.19|chr11	6	6	2	19	18	35
C11orf58|ENSG00000110696.10|chr11	1204	1235	1381	1317	1439	1117
PLEKHA7|ENSG00000166689.18|chr11	15	11	11	31	24	15
RPS13|ENSG00000110700.7|chr11	5	30	24	23	25	4
PIK3C2A|ENSG00000011405.14|chr11	297	307	305	295	306	371
NUCB2|ENSG00000070081.18|chr11	246	301	280	233	297	220
NCR3LG1|ENSG00000188211.9|chr11	362	318	298	421	470	370
KCNJ11|ENSG00000187486.7|chr11	20	10	32	39	43	34
ABCC8|ENSG00000006071.16|chr11	9	2	0	0	0	0
USH1C|ENSG00000006611.17|chr11	0	0	0	0	2	0
OTOG|ENSG00000188162.12|chr11	0	0	0	0	0	0
MYOD1|ENSG00000129152.4|chr11	2	3	0	0	0	1
KCNC1|ENSG00000129159.9|chr11	0	4	0	0	0	0
SERGEF|ENSG00000129158.11|chr11	64	72	81	70	97	99
TPH1|ENSG00000129167.10|chr11	5	6	8	4	0	5
SAAL1|ENSG00000166788.10|chr11	477	486	418	547	578	502
MRGPRX3|ENSG00000179826.8|chr11	0	0	0	0	0	0
MRGPRX4|ENSG00000179817.5|chr11	0	0	0	0	0	0
SAA4|ENSG00000148965.10|chr11	0	0	0	0	0	0
SAA2-SAA4|ENSG00000255071.3|chr11	0	0	0	0	0	0
SAA2|ENSG00000134339.9|chr11	0	0	0	0	0	0
SAA1|ENSG00000173432.13|chr11	0	0	0	0	0	0
HPS5|ENSG00000110756.18|chr11	0	0	0	0	0	0
GTF2H1|ENSG00000110768.12|chr11	0	0	0	0	0	0
LDHA|ENSG00000134333.14|chr11	0	3	10	5	0	0
LDHC|ENSG00000166796.12|chr11	52	40	80	94	57	56
LDHAL6A|ENSG00000166800.11|chr11	0	0	1	0	0	0
TSG101|ENSG00000074319.13|chr11	168	221	111	184	231	255
UEVLD|ENSG00000151116.17|chr11	66	84	68	76	70	58
SPTY2D1|ENSG00000179119.15|chr11	18	66	50	62	86	86
TMEM86A|ENSG00000151117.9|chr11	4	14	16	25	12	6
IGSF22|ENSG00000179057.14|chr11	0	0	0	0	0	0
PTPN5|ENSG00000110786.18|chr11	0	0	0	0	13	0
MRGPRX1|ENSG00000170255.8|chr11	0	0	0	0	0	0
MRGPRX2|ENSG00000183695.3|chr11	0	0	0	0	0	0
ZDHHC13|ENSG00000177054.14|chr11	14	22	13	12	33	17
CSRP3|ENSG00000129170.10|chr11	0	0	0	0	0	0
E2F8|ENSG00000129173.13|chr11	12	8	8	24	9	22
NAV2|ENSG00000166833.23|chr11	19	15	68	25	57	19
DBX1|ENSG00000109851.7|chr11	0	0	0	0	0	0
HTATIP2|ENSG00000109854.14|chr11	364	326	290	287	220	182
PRMT3|ENSG00000185238.13|chr11	138	137	159	204	102	152
SLC6A5|ENSG00000165970.12|chr11	0	0	0	0	0	0
NELL1|ENSG00000165973.19|chr11	0	0	0	5	0	0
ANO5|ENSG00000171714.13|chr11	95	99	101	104	105	103
SLC17A6|ENSG00000091664.9|chr11	0	0	0	0	0	0
FANCF|ENSG00000183161.6|chr11	25	65	90	67	70	69
GAS2|ENSG00000148935.12|chr11	0	0	0	0	0	0
SVIP|ENSG00000198168.9|chr11	590	477	520	507	438	405
CCDC179|ENSG00000255359.3|chr11	0	0	0	0	0	0
LUZP2|ENSG00000187398.12|chr11	0	0	0	0	0	0
ANO3|ENSG00000134343.14|chr11	0	0	0	0	0	0
MUC15|ENSG00000169550.14|chr11	0	0	0	0	0	0
SLC5A12|ENSG00000148942.15|chr11	0	0	0	0	0	0
FIBIN|ENSG00000176971.4|chr11	0	7	0	0	0	0
BBOX1|ENSG00000129151.9|chr11	0	0	0	0	0	0
CCDC34|ENSG00000109881.17|chr11	273	268	292	314	302	298
LGR4|ENSG00000205213.14|chr11	57	47	63	37	57	55
LIN7C|ENSG00000148943.12|chr11	264	319	333	302	313	346
BDNF|ENSG00000176697.20|chr11	0	0	2	0	0	0
KIF18A|ENSG00000121621.7|chr11	12	20	12	82	38	25
METTL15|ENSG00000169519.21|chr11	98	150	99	137	255	159
KCNA4|ENSG00000182255.7|chr11	0	0	0	0	0	0
FSHB|ENSG00000131808.11|chr11	0	0	0	0	0	0
ARL14EP|ENSG00000152219.5|chr11	126	124	124	231	194	175
MPPED2|ENSG00000066382.17|chr11	13	21	17	29	25	21
DNAJC24|ENSG00000170946.15|chr11	91	114	109	96	49	89
IMMP1L|ENSG00000148950.11|chr11	182	157	159	122	160	151
ELP4|ENSG00000109911.19|chr11	125	67	130	137	120	117
PAX6|ENSG00000007372.25|chr11	20	19	47	84	92	58
ENSG00000285283|ENSG00000285283.1|chr11	10	3	13	1	1	2
RCN1|ENSG00000049449.10|chr11	476	480	495	457	422	431
WT1|ENSG00000184937.16|chr11	2	26	10	9	2	24
EIF3M|ENSG00000149100.13|chr11	2629	2521	2425	2777	2995	2687
CCDC73|ENSG00000186714.13|chr11	0	0	0	0	0	0
PRRG4|ENSG00000135378.4|chr11	115	85	105	147	186	180
QSER1|ENSG00000060749.16|chr11	178	257	219	365	221	197
DEPDC7|ENSG00000121690.11|chr11	0	17	7	22	7	8
TCP11L1|ENSG00000176148.16|chr11	29	23	13	37	42	44
CSTF3|ENSG00000176102.13|chr11	220	236	205	190	116	124
HIPK3|ENSG00000110422.12|chr11	72	100	78	101	95	95
KIAA1549L|ENSG00000110427.17|chr11	23	28	22	19	48	34
C11orf91|ENSG00000205177.7|chr11	0	0	0	0	3	8
ENSG00000284969|ENSG00000284969.1|chr11	0	0	0	0	3	8
CD59|ENSG00000085063.17|chr11	606	625	547	327	311	215
FBXO3|ENSG00000110429.14|chr11	50	89	85	75	62	68
LMO2|ENSG00000135363.12|chr11	5	0	0	4	0	0
CAPRIN1|ENSG00000135387.21|chr11	654	499	626	664	692	556
NAT10|ENSG00000135372.10|chr11	216	174	193	208	282	237
ABTB2|ENSG00000166016.6|chr11	1	15	12	30	29	21
CAT|ENSG00000121691.7|chr11	293	392	313	274	350	261
ELF5|ENSG00000135374.11|chr11	0	0	0	0	0	0
EHF|ENSG00000135373.13|chr11	0	0	0	0	0	0
APIP|ENSG00000149089.13|chr11	168	133	136	103	134	102
PDHX|ENSG00000110435.13|chr11	85	156	136	140	181	176
CD44|ENSG00000026508.21|chr11	22	15	30	14	26	7
SLC1A2|ENSG00000110436.13|chr11	0	0	8	6	0	3
PAMR1|ENSG00000149090.13|chr11	5	4	7	0	0	4
FJX1|ENSG00000179431.7|chr11	98	95	101	92	41	41
TRIM44|ENSG00000166326.7|chr11	667	537	489	666	618	664
LDLRAD3|ENSG00000179241.13|chr11	107	127	204	140	171	149
COMMD9|ENSG00000110442.12|chr11	346	285	247	276	285	359
PRR5L|ENSG00000135362.14|chr11	1	3	3	0	0	0
TRAF6|ENSG00000175104.15|chr11	33	46	43	62	65	36
RAG1|ENSG00000166349.11|chr11	0	0	0	0	0	0
RAG2|ENSG00000175097.9|chr11	0	0	0	0	0	0
IFTAP|ENSG00000166352.18|chr11	302	314	272	236	273	230
LRRC4C|ENSG00000148948.8|chr11	0	0	0	0	0	0
API5|ENSG00000166181.13|chr11	385	332	308	294	268	335
TTC17|ENSG00000052841.15|chr11	222	166	157	294	295	188
HSD17B12|ENSG00000149084.13|chr11	1056	920	946	875	906	880
ALKBH3|ENSG00000166199.13|chr11	178	132	183	202	136	184
C11orf96|ENSG00000187479.9|chr11	25	19	35	77	73	69
ACCSL|ENSG00000205126.2|chr11	0	0	0	0	0	0
ACCS|ENSG00000110455.14|chr11	11	11	10	10	11	14
EXT2|ENSG00000151348.16|chr11	341	370	303	332	350	270
ALX4|ENSG00000052850.8|chr11	3	8	24	25	13	31
CD82|ENSG00000085117.12|chr11	17	5	8	6	7	3
TSPAN18|ENSG00000157570.12|chr11	51	34	70	32	33	53
TP53I11|ENSG00000175274.19|chr11	369	307	239	237	196	195
PRDM11|ENSG00000019485.14|chr11	2	5	0	1	15	8
SYT13|ENSG00000019505.8|chr11	0	0	0	0	0	0
CHST1|ENSG00000175264.8|chr11	5	0	12	1	0	14
SLC35C1|ENSG00000181830.9|chr11	60	36	32	53	25	34
MAPK8IP1|ENSG00000121653.11|chr11	39	56	8	27	48	28
C11orf94|ENSG00000234776.5|chr11	0	3	0	0	0	0
PEX16|ENSG00000121680.16|chr11	38	38	54	72	41	52
LARGE2|ENSG00000165905.18|chr11	50	39	51	33	4	22
PHF21A|ENSG00000135365.17|chr11	48	29	41	75	69	99
CREB3L1|ENSG00000157613.11|chr11	0	3	0	0	0	1
DGKZ|ENSG00000149091.15|chr11	80	69	68	79	54	59
MDK|ENSG00000110492.17|chr11	841	826	629	792	919	633
CHRM4|ENSG00000180720.8|chr11	0	0	1	0	1	0
AMBRA1|ENSG00000110497.15|chr11	12	19	14	20	8	9
HARBI1|ENSG00000180423.4|chr11	11	24	8	23	11	9
ATG13|ENSG00000175224.17|chr11	428	278	344	477	285	348
ARHGAP1|ENSG00000175220.12|chr11	193	255	188	137	103	151
ZNF408|ENSG00000175213.3|chr11	23	40	32	44	62	37
F2|ENSG00000180210.15|chr11	0	0	0	0	0	0
CKAP5|ENSG00000175216.15|chr11	318	251	262	384	372	277
LRP4|ENSG00000134569.10|chr11	83	53	111	50	53	44
CSTPP1|ENSG00000149179.14|chr11	94	96	104	80	57	130
ARFGAP2|ENSG00000149182.15|chr11	245	255	218	277	289	224
PACSIN3|ENSG00000165912.16|chr11	100	138	107	138	75	144
DDB2|ENSG00000134574.12|chr11	231	224	187	220	269	242
ACP2|ENSG00000134575.13|chr11	157	186	126	202	177	149
NR1H3|ENSG00000025434.19|chr11	35	27	41	42	25	34
MADD|ENSG00000110514.19|chr11	47	48	33	90	68	68
SPI1|ENSG00000066336.12|chr11	0	0	0	0	1	0
SLC39A13|ENSG00000165915.14|chr11	178	126	143	190	271	149
PSMC3|ENSG00000165916.9|chr11	1026	842	867	988	1141	836
RAPSN|ENSG00000165917.10|chr11	0	0	0	0	0	0
CELF1|ENSG00000149187.19|chr11	1844	1850	2168	2654	2144	2338
NDUFS3|ENSG00000213619.11|chr11	0	0	0	0	0	0
PTPMT1|ENSG00000110536.14|chr11	712	647	704	681	712	530
KBTBD4|ENSG00000123444.14|chr11	0	0	0	0	0	0
FAM180B|ENSG00000196666.6|chr11	0	0	0	0	0	0
C1QTNF4|ENSG00000172247.4|chr11	0	0	0	0	0	0
MTCH2|ENSG00000109919.10|chr11	0	0	0	0	0	0
AGBL2|ENSG00000165923.17|chr11	0	0	0	0	0	0
FNBP4|ENSG00000109920.13|chr11	0	0	0	0	0	0
NUP160|ENSG00000030066.14|chr11	0	0	0	0	0	0
PTPRJ|ENSG00000149177.15|chr11	0	13	3	4	10	0
OR4C3|ENSG00000176547.11|chr11	0	0	0	0	0	0
TRIM49B|ENSG00000182053.13|chr11	0	0	0	0	0	0
FOLH1|ENSG00000086205.18|chr11	0	0	0	0	0	0
OR4C13|ENSG00000258817.1|chr11	0	0	0	0	0	0
OR4C12|ENSG00000221954.2|chr11	0	0	0	0	0	0
OR4A5|ENSG00000221840.4|chr11	0	0	0	0	0	0
OR4C11|ENSG00000172188.6|chr11	0	0	0	0	0	0
OR4P4|ENSG00000181927.4|chr11	0	0	0	0	0	0
OR4S2|ENSG00000174982.4|chr11	0	0	0	0	0	0
OR5D3P|ENSG00000186886.8|chr11	0	0	0	0	0	0
OR5L1|ENSG00000279395.3|chr11	0	0	0	0	0	0
TRIM51|ENSG00000124900.12|chr11	0	0	0	0	0	0
OR10AG1|ENSG00000174970.5|chr11	0	0	0	0	0	0
OR5AS1|ENSG00000181785.3|chr11	0	0	0	0	0	0
OR8H2|ENSG00000181767.3|chr11	0	0	0	0	0	0
OR8J3|ENSG00000167822.3|chr11	0	0	0	0	0	0
OR8J2|ENSG00000254658.3|chr11	0	0	0	0	0	0
OR5T2|ENSG00000181718.7|chr11	0	0	0	0	0	0
OR5T1|ENSG00000181698.5|chr11	0	0	0	0	0	0
OR8H1|ENSG00000181693.9|chr11	0	0	0	0	0	0
OR8K3|ENSG00000280314.4|chr11	0	0	0	0	0	0
OR8J1|ENSG00000172487.4|chr11	0	0	0	0	0	0
ENSG00000284732|ENSG00000284732.1|chr11	0	0	0	0	0	0
OR5M3|ENSG00000174937.5|chr11	0	0	0	0	0	0
OR5M1|ENSG00000255012.3|chr11	0	0	0	0	0	0
OR9G1|ENSG00000174914.3|chr11	0	0	0	0	0	0
OR9G4|ENSG00000172457.7|chr11	0	0	0	0	0	0
LRRC55|ENSG00000183908.7|chr11	0	0	0	0	0	0
APLNR|ENSG00000134817.12|chr11	0	0	0	0	0	0
SSRP1|ENSG00000149136.9|chr11	3947	3635	3647	3505	3883	3023
P2RX3|ENSG00000109991.10|chr11	0	0	0	0	0	0
PRG3|ENSG00000156575.2|chr11	0	0	0	0	0	0
PRG2|ENSG00000186652.10|chr11	0	0	0	0	0	0
SLC43A3|ENSG00000134802.18|chr11	0	0	0	0	0	2
RTN4RL2|ENSG00000186907.8|chr11	21	25	28	22	22	50
SLC43A1|ENSG00000149150.9|chr11	43	76	42	91	104	35
TIMM10|ENSG00000134809.9|chr11	535	435	348	377	437	416
SMTNL1|ENSG00000214872.9|chr11	0	0	0	0	0	0
UBE2L6|ENSG00000156587.16|chr11	24	4	9	11	18	4
SERPING1|ENSG00000149131.17|chr11	9	7	3	12	18	4
YPEL4|ENSG00000166793.13|chr11	0	0	0	0	0	4
CLP1|ENSG00000172409.7|chr11	6	30	22	14	15	7
ZDHHC5|ENSG00000156599.11|chr11	224	243	206	254	219	174
MED19|ENSG00000156603.20|chr11	138	98	171	206	152	158
TMX2|ENSG00000213593.10|chr11	1208	911	933	1176	1150	936
BTBD18|ENSG00000233436.8|chr11	0	0	0	0	0	0
CTNND1|ENSG00000198561.16|chr11	409	401	370	396	271	242
OR9Q1|ENSG00000186509.4|chr11	0	0	0	0	0	0
OR9I1|ENSG00000172377.3|chr11	0	0	0	0	0	0
OR9Q2|ENSG00000186513.4|chr11	0	0	0	0	0	0
OR1S1|ENSG00000280204.4|chr11	0	0	0	0	0	0
OR10Q1|ENSG00000180475.4|chr11	0	0	0	0	0	0
OR10W1|ENSG00000172772.3|chr11	0	0	0	0	0	0
OR5B17|ENSG00000197786.3|chr11	0	0	0	0	0	0
OR5B3|ENSG00000172769.4|chr11	0	0	0	0	0	0
OR5B2|ENSG00000172365.4|chr11	0	0	0	0	0	0
OR5B12|ENSG00000172362.4|chr11	0	0	0	0	0	0
OR5B21|ENSG00000198283.3|chr11	0	0	0	0	0	0
LPXN|ENSG00000110031.13|chr11	11	4	8	10	10	16
ZFP91|ENSG00000186660.15|chr11	368	384	452	623	693	572
CNTF|ENSG00000242689.3|chr11	0	7	0	7	1	0
GLYAT|ENSG00000149124.11|chr11	0	0	0	0	0	0
GLYATL2|ENSG00000156689.7|chr11	3	14	0	25	30	16
GLYATL1|ENSG00000166840.14|chr11	0	0	0	0	5	0
FAM111B|ENSG00000189057.11|chr11	145	255	217	292	306	245
FAM111A|ENSG00000166801.17|chr11	53	23	19	38	37	35
DTX4|ENSG00000110042.8|chr11	28	31	16	44	26	21
MPEG1|ENSG00000197629.6|chr11	0	0	0	0	0	0
OR5AN1|ENSG00000176495.3|chr11	0	0	0	0	0	0
OR5A2|ENSG00000172324.6|chr11	0	0	0	0	0	0
OR5A1|ENSG00000172320.4|chr11	0	0	0	0	0	0
OR4D10|ENSG00000254466.2|chr11	0	0	0	0	0	0
OR4D9|ENSG00000172742.6|chr11	0	0	0	0	0	0
OSBP|ENSG00000110048.12|chr11	122	119	131	193	184	167
PATL1|ENSG00000166889.14|chr11	267	185	189	306	169	225
MRPL16|ENSG00000166902.5|chr11	722	725	729	687	810	615
CBLIF|ENSG00000134812.8|chr11	0	0	0	0	0	0
TCN1|ENSG00000134827.8|chr11	0	0	0	0	0	0
OOSP3|ENSG00000285231.2|chr11	0	0	0	0	0	0
OOSP1|ENSG00000284873.1|chr11	0	0	0	0	0	0
OOSP4A|ENSG00000285010.2|chr11	0	0	0	0	0	0
OOSP4B|ENSG00000255393.2|chr11	0	0	0	0	0	0
OOSP2|ENSG00000149507.7|chr11	0	0	0	0	0	0
MS4A3|ENSG00000149516.14|chr11	0	0	0	0	0	0
MS4A2|ENSG00000149534.9|chr11	0	0	0	0	0	0
MS4A6A|ENSG00000110077.15|chr11	0	0	0	0	0	0
MS4A4A|ENSG00000110079.19|chr11	0	0	0	0	0	0
MS4A4E|ENSG00000214787.11|chr11	0	0	0	0	0	0
MS4A7|ENSG00000166927.13|chr11	0	0	0	0	0	0
MS4A14|ENSG00000166928.11|chr11	0	0	0	0	0	0
MS4A5|ENSG00000166930.7|chr11	0	0	0	0	0	0
MS4A1|ENSG00000156738.18|chr11	0	0	0	0	0	0
MS4A12|ENSG00000071203.9|chr11	0	0	0	0	0	0
MS4A13|ENSG00000204979.8|chr11	0	0	0	0	0	0
MS4A8|ENSG00000166959.8|chr11	0	0	4	0	0	0
MS4A18|ENSG00000214782.7|chr11	0	0	0	0	0	0
MS4A15|ENSG00000166961.15|chr11	0	0	0	0	0	0
MS4A10|ENSG00000172689.2|chr11	0	0	0	0	0	0
CCDC86|ENSG00000110104.13|chr11	1006	783	824	1074	1028	1029
