rownames(nonTcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ZNF746|ENSG00000181220.18|chr7	379	202	335	277	298	236	0.619952728427949	0.81497056024851	10034	0.25842150785054	0.521097942411425	49.4166663538393	0.495917344548844
KRBA1|ENSG00000133619.18|chr7	61	16	43	32	66	86	0.713868409103075	0.866454715103801	11017	-0.189828880723206	0.517716521545646	46.3750706070097	-0.366665680586106
ZNF467|ENSG00000181444.13|chr7	0	0	0	0	0	0	0.848537809967226	1	12356	0.619160540555468	3.24194289654694	1.254884909882	0.190984406670132
ZNF862|ENSG00000106479.11|chr7	23	2	2	0	0	4	0.476378992418975	1	8471	-1.37258036328549	1.92740638392889	4.36861799031676	-0.712138537430583
LRRC61|ENSG00000127399.15|chr7	108	55	122	23	43	23	0.0897861792171637	0.279397657124339	3682	1.00456940338346	0.592132977809117	87.4020595861281	1.69652669422391
REPIN1|ENSG00000214022.12|chr7	392	246	386	265	259	234	0.55205397144044	0.773059847476524	9296	0.15463980233465	0.260036442240669	305.068478300425	0.594685117986379
ZNF775|ENSG00000196456.13|chr7	71	52	69	41	46	42	0.639981394258248	1	10234	-0.460816763001601	0.985230524404473	11.4294904035414	-0.467724813215814
GIMAP8|ENSG00000171115.4|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP7|ENSG00000179144.5|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP4|ENSG00000133574.10|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP6|ENSG00000133561.15|chr7	0	7	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP2|ENSG00000106560.11|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP1|ENSG00000213203.3|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP1-GIMAP5|ENSG00000281887.3|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GIMAP5|ENSG00000196329.12|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TMEM176B|ENSG00000106565.18|chr7	6	0	0	0	0	1	0.428625127503786	1	7954	1.44002280803272	1.81925222347465	3.32545889663574	0.791546542833065
TMEM176A|ENSG00000002933.9|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
AOC1|ENSG00000002726.21|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
KCNH2|ENSG00000055118.17|chr7	8	7	3	0	0	1	0.484523296190618	0.726682073097776	8560	0.565406584554161	0.808826029395022	16.6969242125103	0.699045980230221
NOS3|ENSG00000164867.11|chr7	4	0	1	0	0	0	0.74578560832332	1	11296	-0.521346613115014	1.60809518722471	5.33202111930683	-0.32420133911026
ABCB8|ENSG00000197150.13|chr7	27	0	22	12	6	14	0.378805070481625	0.639856293132998	7412	-0.451347923739112	0.512837017082254	55.4152150711117	-0.880100126755709
ASIC3|ENSG00000213199.8|chr7	1	0	2	0	0	0	0.982998622322743	1	13537	-0.0325625514056107	1.52806386063651	5.78223543790909	-0.0213096796831821
CDK5|ENSG00000164885.13|chr7	46	12	41	29	11	12	0.189291236746866	0.438986637025562	5131	-0.309616528134659	0.235866192789017	379.853691693087	-1.31267870343594
SLC4A2|ENSG00000164889.15|chr7	32	18	14	31	10	14	0.024833009909044	0.124001212533567	2222	-0.578605733832828	0.257846779250257	244.515132668169	-2.2439905416513
FASTK|ENSG00000164896.21|chr7	139	129	147	111	72	67	0.478468458046728	0.723287602090852	8488	-0.135825148520468	0.191635553945774	529.199692616087	-0.70876800115547
TMUB1|ENSG00000164897.14|chr7	71	34	26	34	43	41	0.807207316331208	0.917416541963448	11834	-0.0651006741102232	0.266772861495625	246.164423668805	-0.244030347559513
AGAP3|ENSG00000133612.19|chr7	185	200	314	147	270	192	0.0466906356085118	0.183642900856641	2854	0.765342265100921	0.384768941352057	157.202332777158	1.98909574772733
GBX1|ENSG00000164900.5|chr7	41	16	16	1	13	13	0.72861446542696	0.875328670710211	11147	-0.395463756347209	1.13976620344832	13.2166201239086	-0.346969189953825
ASB10|ENSG00000146926.11|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
IQCA1L|ENSG00000278685.4|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
H2BK1|ENSG00000285480.2|chr7	1	0	13	0	1	0	0.0121731583283046	1	1739.5	-5.62147902687414	2.24223749755345	4.54309212037478	-2.50708456753927
ABCF2-H2BK1|ENSG00000285292.1|chr7	1	0	13	0	1	0	0.0121731583283046	1	1739.5	-5.62147902687414	2.24223749755345	4.54309212037478	-2.50708456753927
ABCF2|ENSG00000033050.9|chr7	689	440	565	412	536	445	0.61969695181683	0.814812682694624	10032	0.0912938908050456	0.183956457742252	860.497487698139	0.49627989104335
CHPF2|ENSG00000033100.17|chr7	83	74	103	57	49	79	4.62582589390654e-05	0.0013885340275307	355	-1.82839657777437	0.448821800603023	90.1252922151458	-4.07376953462999
SMARCD3|ENSG00000082014.17|chr7	6	3	0	3	3	1	0.0075072595269597	0.054484193114839	1494	-1.04543994953055	0.391043383096048	97.5776299861264	-2.67346282975916
NUB1|ENSG00000013374.17|chr7	87	66	73	62	86	37	0.0546469789642953	0.203029238816856	3031	0.518053175185225	0.269584527922394	220.305862085403	1.92167250538339
WDR86|ENSG00000187260.16|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CRYGN|ENSG00000127377.10|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RHEB|ENSG00000106615.10|chr7	821	730	736	338	581	578	0.131538656769184	0.351787886705269	4357	-0.277025476220582	0.18369634282236	998.981233480597	-1.50806201127517
PRKAG2|ENSG00000106617.15|chr7	39	24	64	13	40	41	0.488283594297714	0.729945395764473	8589	0.770914140274284	1.1123638238127	11.6473237191726	0.693041362700851
GALNTL5|ENSG00000106648.14|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GALNT11|ENSG00000178234.13|chr7	148	75	198	95	123	76	0.149371383145959	0.379925446651341	4620	-0.34298769960947	0.237895897464176	336.843575558951	-1.44175542018802
KMT2C|ENSG00000055609.21|chr7	177	115	103	56	182	88	0.766613338890806	0.898069092193143	11465	0.1886783952019	0.635692421468539	37.9309611123265	0.296807683763204
XRCC2|ENSG00000196584.4|chr7	185	132	220	250	232	184	0.00110407344305165	0.0140104936557788	842	0.96613619107545	0.296127447717107	180.508447625796	3.2625688652759
ACTR3B|ENSG00000133627.18|chr7	43	32	43	40	68	32	0.400066895572278	0.658256038178991	7650	0.414151006062548	0.492157024889974	55.775328473722	0.841501766951584
DPP6|ENSG00000130226.17|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PAXIP1|ENSG00000157212.19|chr7	126	51	169	158	193	132	0.00421048753961532	0.0362423444108562	1250	1.58956244683333	0.555413168340561	54.9208198399731	2.86194591241428
HTR5A|ENSG00000157219.5|chr7	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
INSIG1|ENSG00000186480.13|chr7	1466	1436	1562	1223	1963	1448	0.524543178227735	0.754651627268486	9010	0.121214552905041	0.190481730496537	577.701941893016	0.636357894214133
EN2|ENSG00000164778.4|chr7	698	550	628	461	918	657	0.996808568908535	0.998728365549249	13687	-0.0013971487337879	0.349297979299779	121.962473374272	-0.00399987637085303
CNPY1|ENSG00000146910.14|chr7	37	21	51	0	9	32	0.694603809227671	0.856737777500723	10829	0.153832774272456	0.391815768254011	83.4055558592804	0.392615067428137
ENSG00000283128|ENSG00000283128.3|chr7	37	23	51	0	9	33	0.635642998082199	0.824206973162973	10195	0.184361499171024	0.389113026710649	86.0247184646772	0.47379935010019
RBM33|ENSG00000184863.11|chr7	175	126	123	63	119	187	5.14586823604156e-06	0.000262142403024502	208	2.26569557655458	0.496999170050947	90.4280281086	4.55875122753691
SHH|ENSG00000164690.8|chr7	0	3	0	0	0	0	0.869322557342648	1	12550	0.549550970164697	3.34034870515869	1.47134659768401	0.16451904237303
RNF32|ENSG00000105982.17|chr7	5	1	3	0	0	0	0.553413459803091	0.773941282677922	9312	-0.504781792011882	0.851732575386866	17.3151750506931	-0.592652913131336
LMBR1|ENSG00000105983.23|chr7	126	135	111	61	123	95	0.00108465878572837	0.0138137554009349	839	-0.863021873902791	0.264115401182942	236.510890272548	-3.26759390038376
NOM1|ENSG00000146909.8|chr7	256	204	209	229	309	221	0.369670004497408	0.631235246318597	7297	0.293876980574534	0.327588574437373	169.758142666557	0.897091667739824
MNX1|ENSG00000130675.15|chr7	771	525	748	578	758	645	0.000361173768172289	0.00632526674307209	609	1.04133232737678	0.291939940013404	170.065748793708	3.56694026630604
UBE3C|ENSG00000009335.18|chr7	216	170	167	115	171	115	0.181567561768384	0.428572965349268	5025	-0.406797264804528	0.304501722990051	207.458949362558	-1.33594404921584
DNAJB6|ENSG00000105993.15|chr7	113	69	103	51	133	71	0.2725593102694	0.539131221388867	6149	0.231496736683592	0.210990989091386	414.367342950413	1.09718778835301
PTPRN2|ENSG00000155093.19|chr7	0	0	0	0	0	5	0.674641051509418	1	10593	-0.571295269352717	1.3609169621237	7.85687016211976	-0.419787015117524
NCAPG2|ENSG00000146918.20|chr7	135	52	95	113	82	67	0.3036317382999	0.571351784589902	6506	0.202513692126179	0.196868210075314	731.044201611532	1.02867645339339
ESYT2|ENSG00000117868.18|chr7	108	62	124	58	127	83	0.715847333507344	0.867366305985571	11038	-0.0727631175047129	0.199890823425098	448.215577635634	-0.364014296694207
DYNC2I1|ENSG00000126870.16|chr7	27	43	76	5	38	44	0.000540404103491519	0.00843316919086323	684	1.50211376616677	0.434151229892055	71.5011107788816	3.4598860091684
VIPR2|ENSG00000106018.14|chr7	0	0	0	0	0	0	0.45065002828064	1	8204	-2.99187230659608	3.96625518599612	0.726141954939238	-0.754331772993238
ZNF596|ENSG00000172748.14|chr8	4	0	5	0	0	4	0.796894992057891	1	11745	0.700338115561008	2.72115854889572	1.91268888587459	0.257367625949328
FBXO25|ENSG00000147364.17|chr8	118	88	119	12	39	45	0.186790562454943	0.435762395370448	5100	-0.431659792920224	0.326982008519266	171.409985161018	-1.32013316229535
TDRP|ENSG00000180190.13|chr8	101	55	67	42	73	75	0.184017059670584	0.432242244351476	5048	0.454597279583493	0.342191572811775	126.930325031215	1.32848765341614
ERICH1|ENSG00000104714.14|chr8	136	82	100	79	104	64	0.00767594396912446	0.055329457344791	1504	1.01837853919997	0.381987290125342	85.9373057289871	2.66600110926678
DLGAP2|ENSG00000198010.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CLN8|ENSG00000182372.10|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ARHGEF10|ENSG00000104728.16|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
KBTBD11|ENSG00000176595.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MYOM2|ENSG00000036448.10|chr8	4	0	0	0	0	0	0.588092978486283	1	9725	1.55384264776787	2.86897712716453	1.72878042480578	0.541601615800806
CSMD1|ENSG00000183117.20|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MCPH1|ENSG00000147316.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ANGPT2|ENSG00000091879.14|chr8	3	6	7	0	0	5	0.0257667184387948	1	2249	5.33936783274391	2.39464703506099	3.65006354754893	2.22970974618308
AGPAT5|ENSG00000155189.12|chr8	0	0	0	0	0	0	0.687257247211445	1	10768	-1.60484711128517	3.98640575966505	0.690914525075556	-0.402579970037975
XKR5|ENSG00000275591.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB1|ENSG00000164825.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFA6|ENSG00000164822.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFA4|ENSG00000164821.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFA1|ENSG00000206047.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFA1B|ENSG00000240247.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFA3|ENSG00000239839.7|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFA5|ENSG00000164816.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ZNF705G|ENSG00000215372.6|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB4B|ENSG00000177257.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB103B|ENSG00000177243.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SPAG11B|ENSG00000164871.18|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB104B|ENSG00000177023.2|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB106B|ENSG00000187082.2|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB105B|ENSG00000186599.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB107B|ENSG00000198129.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PRR23D1|ENSG00000255251.2|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PRR23D2|ENSG00000255378.1|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB107A|ENSG00000186572.2|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB105A|ENSG00000186562.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB106A|ENSG00000186579.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB104A|ENSG00000176782.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SPAG11A|ENSG00000178287.18|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB103A|ENSG00000176797.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DEFB4A|ENSG00000171711.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ZNF705B|ENSG00000215356.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM90A11P|ENSG00000233115.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM90A24P|ENSG00000215354.9|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM90A12P|ENSG00000254229.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PRAG1|ENSG00000275342.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CLDN23|ENSG00000253958.2|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MFHAS1|ENSG00000147324.11|chr8	4	0	0	0	1	0	1	1	16610.5	NA	NA	0	NA
ERI1|ENSG00000104626.15|chr8	13	11	8	15	23	23	0.060363392413403	1	3155	2.33510655287801	1.24331469941898	9.05908638048921	1.87812993280723
PPP1R3B|ENSG00000173281.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TNKS|ENSG00000173273.16|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MSRA|ENSG00000175806.15|chr8	0	4	0	0	0	14	0.345875597398344	0.610193120491535	6995	-0.741555821253243	0.786696939407153	25.3545111208731	-0.942619430821827
PRSS55|ENSG00000184647.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RP1L1|ENSG00000183638.6|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C8orf74|ENSG00000171060.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SOX7|ENSG00000171056.8|chr8	2	1	6	7	0	2	0.993736322984627	1	13657	0.0320334893406292	4.0804728567969	0.392218189343899	0.00785043559039256
PINX1|ENSG00000258724.1|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PINX1|ENSG00000254093.9|chr8	0	0	0	0	0	0	0.190002202502654	1	5142	-4.36584219306691	3.33124788684058	1.88796908284202	-1.31057259662761
XKR6|ENSG00000171044.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MTMR9|ENSG00000104643.10|chr8	0	7	5	0	1	0	0.763619144305516	1	11440	0.639921290397177	2.12788153286445	3.00882748190208	0.300731634028398
SLC35G5|ENSG00000177710.6|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM167A|ENSG00000154319.16|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
BLK|ENSG00000136573.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GATA4|ENSG00000136574.19|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
NEIL2|ENSG00000154328.16|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FDFT1|ENSG00000079459.13|chr8	0	1	0	0	0	0	0.0222834290286163	1	2119	-5.41335936871481	2.36856505353957	3.91365488386917	-2.28550166296894
CTSB|ENSG00000164733.22|chr8	22	21	24	5	32	6	0.00128792179801081	0.0156606325395394	877	-0.840186279262555	0.26103624152523	284.30769892231	-3.21865758698241
DEFB134|ENSG00000205882.9|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ZNF705D|ENSG00000215343.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
USP17L2|ENSG00000223443.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM86B1|ENSG00000186523.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM86B2|ENSG00000145002.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
LONRF1|ENSG00000154359.13|chr8	0	9	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TRMT9B|ENSG00000250305.9|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DLC1|ENSG00000164741.15|chr8	84	88	80	115	197	148	0.0140468228818051	0.0848575457557619	1806	2.18966555054368	0.891534486231419	23.2955461043247	2.45606376910842
C8orf48|ENSG00000164743.5|chr8	34	10	30	68	50	50	0.0238747105411975	0.121041355451928	2174	2.53876500237238	1.12377524041762	14.5357435150528	2.25913947118903
SGCZ|ENSG00000185053.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MSR1|ENSG00000038945.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FGF20|ENSG00000078579.9|chr8	7	1	0	0	22	0	0.262592934511738	1	6051	-3.86036392379943	3.44588100081479	1.32912504289011	-1.12028358579029
MICU3|ENSG00000155970.12|chr8	11	7	23	9	27	10	0.727034358187262	0.874918348591963	11128	0.282488902038096	0.809254060542012	20.779816245108	0.349073196925196
CNOT7|ENSG00000198791.12|chr8	1035	824	1161	536	851	551	0.00328406482632662	0.0304248385871846	1161	-0.466749529107479	0.158768242941824	1481.09802740854	-2.93981668159234
VPS37A|ENSG00000155975.10|chr8	136	78	185	84	81	101	0.126411945678503	0.344242035719711	4271	0.648434486261758	0.424255592684543	68.5197478828185	1.52840527607117
MTMR7|ENSG00000003987.14|chr8	4	7	4	16	14	16	0.672717897935858	0.844864151538266	10551	0.373133952756293	0.883322867170728	16.7420431733159	0.422420800620091
SLC7A2|ENSG00000003989.18|chr8	123	74	77	17	132	101	0.0100269883421133	0.0666536816016516	1633	0.980723046180238	0.380878524487191	101.417915813793	2.57489719983732
PDGFRL|ENSG00000104213.13|chr8	64	49	27	12	33	40	0.00209349378868053	0.0218118585888485	1030	-1.44986171408572	0.471248719696174	68.4484052396137	-3.07663799069943
MTUS1|ENSG00000129422.15|chr8	73	98	93	124	71	75	0.0368674852037563	0.159513218954268	2585	0.839912318228006	0.402405544846716	84.1085919269443	2.0872284912176
FGL1|ENSG00000104760.17|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PCM1|ENSG00000078674.19|chr8	119	56	75	28	110	89	0.197867867581888	0.449915863711951	5247	0.350237419730313	0.271997400132636	277.401440270701	1.28764988032799
ASAH1|ENSG00000104763.20|chr8	36	27	32	7	39	35	0.583738135689478	0.792541962429734	9677	-0.13463614573847	0.245716587585081	265.884450026277	-0.547932669347571
NAT1|ENSG00000171428.15|chr8	21	36	35	14	59	48	0.438034102515464	1	8050	0.931602074556462	1.20126551361635	8.22176663368769	0.775517205810662
NAT2|ENSG00000156006.5|chr8	6	4	14	0	7	0	0.68085286237244	1	10701	0.885968930524998	2.15407194439309	4.12168200687006	0.411299600661491
PSD3|ENSG00000156011.18|chr8	121	74	123	50	131	105	0.0498859726096324	0.191588171718617	2927	0.774428463390027	0.394927073012233	84.7823311419555	1.96094042751543
SH2D4A|ENSG00000104611.12|chr8	38	30	32	19	48	39	0.57396332889429	0.785852879307908	9562	0.334547497895987	0.595042946780771	40.222461758687	0.562224121310765
CSGALNACT1|ENSG00000147408.16|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
INTS10|ENSG00000104613.12|chr8	136	135	174	14	107	93	0.963401126709881	0.986536063487697	13373	-0.0101921906366999	0.222119917002684	410.0891779598	-0.045885982554985
LPL|ENSG00000175445.17|chr8	27	35	32	24	21	34	0.309826665306617	0.577572720898824	6573	0.592209245096983	0.583120835014141	41.1081676992157	1.01558580921332
SLC18A1|ENSG00000036565.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ATP6V1B2|ENSG00000147416.11|chr8	194	242	247	327	248	212	0.0621668426137982	0.219793081193128	3196	0.377803657837949	0.202564403351539	474.356336860824	1.86510389578317
LZTS1|ENSG00000061337.15|chr8	22	5	5	0	5	17	0.867881393733479	1	12544	0.556652956951395	3.34627244193271	1.44781553216611	0.166350160248724
GFRA2|ENSG00000168546.11|chr8	3	0	8	0	0	10	0.609528137323097	1	9944	1.46446179158093	2.86729326017785	1.65564814026693	0.510747125841637
DOK2|ENSG00000147443.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
XPO7|ENSG00000130227.17|chr8	206	180	216	134	206	106	0.460267649200999	0.708082502586181	8329	0.133622606218966	0.180960840443881	615.752065735164	0.738406198220575
NPM2|ENSG00000158806.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FGF17|ENSG00000158815.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DMTN|ENSG00000158856.19|chr8	6	2	7	9	5	6	0.0722208036922217	0.241556703258454	3389	-1.19728690977826	0.666001627215586	31.7554260639466	-1.7977237004418
FHIP2B|ENSG00000158863.22|chr8	32	9	40	42	12	19	0.465649183994395	0.712390810511783	8376	0.395563856688838	0.542182950140654	43.1157432798924	0.729576347958231
NUDT18|ENSG00000275074.2|chr8	15	0	36	11	3	29	0.315503688189286	0.583027045701723	6640	1.25920217897636	1.25450962802529	14.1607840743252	1.00374054598405
HR|ENSG00000168453.16|chr8	1	0	0	1	10	0	0.375379223756067	1	7374	-3.50029279129505	3.94869775313447	1.03590957041448	-0.886442318487539
HRURF|ENSG00000288677.2|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
REEP4|ENSG00000168476.12|chr8	95	85	86	145	85	95	0.918271446526331	0.966454352884486	12981	0.0272327516957669	0.265397110084215	205.159947659603	0.102611334716966
LGI3|ENSG00000168481.9|chr8	0	1	0	0	0	0	0.857261511200654	1	12446.5	-0.728541067700626	4.05057309863796	0.430421139250607	-0.179861231968781
BMP1|ENSG00000168487.20|chr8	8	0	0	0	3	2	0.789036013912485	0.908735041585988	11672	-0.250828031011288	0.937455461362997	17.0277262960406	-0.267562611077652
PHYHIP|ENSG00000168490.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
POLR3D|ENSG00000168495.13|chr8	167	126	172	314	246	279	0.00118728010101142	0.0147657511153955	859	0.930699463029024	0.287082938799344	169.793621282659	3.24191840490923
PIWIL2|ENSG00000197181.12|chr8	0	5	3	0	17	21	0.283261274781614	1	6274	2.05776897400895	1.91773244130422	5.44002655346848	1.07302193449337
SLC39A14|ENSG00000104635.15|chr8	127	96	185	237	321	313	0.0249683535460721	0.124442461982211	2226	0.554120128441792	0.247166290666028	248.620382005828	2.24189199485346
PPP3CC|ENSG00000120910.15|chr8	46	20	33	26	33	64	0.00330927754190179	0.0305978227172699	1164	1.47653586552386	0.502659740645358	57.1558325220707	2.93744604178595
SORBS3|ENSG00000120896.14|chr8	37	37	15	12	3	31	0.0166784562403849	0.0951047412434753	1917	-0.883116675988166	0.368930584369302	143.287709071154	-2.39372042710387
PDLIM2|ENSG00000120913.24|chr8	4	2	2	0	0	7	0.0962575128160585	0.292271748818013	3782	-0.906400060470205	0.544949191192907	36.8979406738847	-1.66327443937677
ENSG00000248235|ENSG00000248235.6|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C8orf58|ENSG00000241852.11|chr8	34	18	15	31	18	30	0.0105673793969288	0.0692467236177228	1659	2.56421831591654	1.00294513691698	16.513018496475	2.55668851817643
CCAR2|ENSG00000158941.17|chr8	28	15	41	18	41	49	0.741983439986189	0.88317867109567	11258	0.126123495066208	0.383088726647821	182.411394557474	0.329227894983596
BIN3|ENSG00000147439.14|chr8	107	74	66	47	95	104	0.823790270644372	0.924473809335709	12156	-0.111180697746933	0.499301040863815	60.6300960932432	-0.22267267369318
EGR3|ENSG00000179388.9|chr8	14	0	5	41	158	55	0.00720810296166011	1	1479	3.47681275878647	1.29390297618762	11.3431450165942	2.68707377815191
PEBP4|ENSG00000134020.8|chr8	0	0	0	0	0	0	0.0863970460585404	1	3627	4.98466368105699	2.90698839903999	2.86104969281202	1.71471743151886
RHOBTB2|ENSG00000008853.18|chr8	27	49	49	33	60	44	0.0918931209791296	0.283546741378817	3717	0.907047208719964	0.538148877957967	40.1841257816655	1.68549493620018
TNFRSF10B|ENSG00000120889.13|chr8	657	526	645	566	576	520	0.160582847333095	0.398486147620954	4756	0.404862315126388	0.288545560387426	255.373388268054	1.4031139989913
TNFRSF10C|ENSG00000173535.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TNFRSF10D|ENSG00000173530.6|chr8	398	319	390	90	183	127	3.23646823823018e-08	3.98762993631244e-06	86	-2.07218068704096	0.374842408819649	133.60177404687	-5.52813832769379
TNFRSF10A|ENSG00000104689.10|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CHMP7|ENSG00000147457.14|chr8	168	126	228	105	166	198	0.188108603182922	0.437200868463751	5119	0.438755136332298	0.333351166070266	122.547010597464	1.3161949949196
R3HCC1|ENSG00000104679.12|chr8	190	69	136	109	134	43	0.0642647538314688	0.224914860143222	3231	-0.417725703665539	0.225756350764436	478.198947621994	-1.85033866046769
LOXL2|ENSG00000134013.16|chr8	0	8	0	0	0	2	0.077832065195626	0.253990934035372	3489	-1.56008968656531	0.884702573476861	20.6664035783624	-1.76340584207209
ENTPD4|ENSG00000197217.13|chr8	87	34	49	4	54	15	0.974687340082844	0.991435831383106	13467	0.0140383455738928	0.442430783549828	84.5223590979376	0.0317300379988404
SLC25A37|ENSG00000147454.14|chr8	104	136	186	71	159	136	0.274832628318669	0.54127885990508	6177	0.307962492083728	0.282016656308196	160.728676173387	1.09200107580589
