rownames(nonTcReadCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
AGPAT5|ENSG00000155189.12|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
XKR5|ENSG00000275591.5|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB1|ENSG00000164825.4|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFA6|ENSG00000164822.5|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFA4|ENSG00000164821.5|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFA1|ENSG00000206047.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFA1B|ENSG00000240247.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFA3|ENSG00000239839.7|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFA5|ENSG00000164816.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ZNF705G|ENSG00000215372.6|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB4B|ENSG00000177257.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB103B|ENSG00000177243.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
SPAG11B|ENSG00000164871.18|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB104B|ENSG00000177023.2|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB106B|ENSG00000187082.2|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB105B|ENSG00000186599.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB107B|ENSG00000198129.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
PRR23D1|ENSG00000255251.2|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
PRR23D2|ENSG00000255378.1|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB107A|ENSG00000186572.2|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB105A|ENSG00000186562.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB106A|ENSG00000186579.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB104A|ENSG00000176782.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
SPAG11A|ENSG00000178287.18|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB103A|ENSG00000176797.4|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DEFB4A|ENSG00000171711.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ZNF705B|ENSG00000215356.4|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FAM90A11P|ENSG00000233115.4|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FAM90A24P|ENSG00000215354.9|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FAM90A12P|ENSG00000254229.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
PRAG1|ENSG00000275342.5|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
CLDN23|ENSG00000253958.2|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
MFHAS1|ENSG00000147324.11|chr8	3	0	0	0	10	0	0.796339065306535	1	11855.5	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
ERI1|ENSG00000104626.15|chr8	14	17	7	14	8	6	0.787763470644408	1	11688	0.250240926569005	0.929517299251988	10.4212958556356	0.269215997131395
PPP1R3B|ENSG00000173281.5|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
TNKS|ENSG00000173273.16|chr8	0	0	0	0	0	2	1	1	16732.5	NA	NA	0	NA
MSRA|ENSG00000175806.15|chr8	0	0	0	0	0	4	0.746026113900704	1	11283	-0.413430522392552	1.27647847443582	6.07587270998973	-0.323883661708655
PRSS55|ENSG00000184647.11|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
RP1L1|ENSG00000183638.6|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
C8orf74|ENSG00000171060.11|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
SOX7|ENSG00000171056.8|chr8	1	0	0	2	1	0	1	1	16732.5	NA	NA	0	NA
PINX1|ENSG00000258724.1|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
PINX1|ENSG00000254093.9|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
XKR6|ENSG00000171044.11|chr8	0	0	0	0	8	0	0.8345478015343	1	12419	-0.736155672839017	3.52442664327743	0.846461944566953	-0.208872462771548
MTMR9|ENSG00000104643.10|chr8	0	0	1	0	0	0	0.870675685782677	1	12773	-0.324380564235168	1.99250615002859	2.49189850017364	-0.162800282564003
SLC35G5|ENSG00000177710.6|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FAM167A|ENSG00000154319.16|chr8	0	0	0	0	0	0	0.831080014846296	1	12333.5	0.870432657655199	4.0804728567969	0.169429232247439	0.213316615059773
BLK|ENSG00000136573.15|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
GATA4|ENSG00000136574.19|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
NEIL2|ENSG00000154328.16|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FDFT1|ENSG00000079459.13|chr8	0	0	2	0	0	0	1	1	16732.5	NA	NA	0	NA
CTSB|ENSG00000164733.22|chr8	19	15	11	20	36	22	0.13395583740897	0.351273743384517	4346	-0.344670768738246	0.229982406581785	225.432983997094	-1.49868319868927
DEFB134|ENSG00000205882.9|chr8	0	2	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ZNF705D|ENSG00000215343.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
USP17L2|ENSG00000223443.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FAM86B1|ENSG00000186523.15|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FAM86B2|ENSG00000145002.13|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
LONRF1|ENSG00000154359.13|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
TRMT9B|ENSG00000250305.9|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DLC1|ENSG00000164741.15|chr8	114	87	107	156	152	166	6.9899126303338e-05	0.0013101413780385	561	1.70447734843431	0.428623692223537	45.5740377934112	3.97662886900191
C8orf48|ENSG00000164743.5|chr8	11	3	14	6	29	16	0.502586065803028	1	8643	-1.11672493960748	1.66569378157421	2.99590961833057	-0.670426312423455
SGCZ|ENSG00000185053.14|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
MSR1|ENSG00000038945.15|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FGF20|ENSG00000078579.9|chr8	0	0	0	0	0	1	0.241326676080357	1	5736	-3.8469577162567	3.2832914066639	1.26968231946887	-1.17167721038978
MICU3|ENSG00000155970.12|chr8	26	39	12	66	14	31	0.633163568938181	0.832611399964305	10016	0.278875959323647	0.584304037036554	26.4378266395816	0.477278850815471
CNOT7|ENSG00000198791.12|chr8	1242	1092	1112	1182	984	1142	0.0697534070359108	0.23302863411928	3326	-0.152653724986703	0.0841759016252935	1726.77424882954	-1.81350864130017
VPS37A|ENSG00000155975.10|chr8	74	90	114	134	107	123	0.000878252792876557	0.00977230488581693	951	1.09173893172538	0.328157334037126	101.963839961204	3.32687652686094
MTMR7|ENSG00000003987.14|chr8	15	4	23	14	48	26	0.623359958152107	0.825520146091865	9940	-0.290338792044577	0.591208172647469	27.9926826318463	-0.491094009652168
SLC7A2|ENSG00000003989.18|chr8	162	157	183	154	175	127	0.0699766301614337	0.233662834597483	3329	0.388049474145082	0.214148021559264	182.752024485662	1.81206191549004
PDGFRL|ENSG00000104213.13|chr8	34	22	30	34	26	15	0.0585003352268669	0.208032444806161	3109	-0.869446632142796	0.459555441225477	58.3722702652284	-1.89192979594427
MTUS1|ENSG00000129422.15|chr8	111	61	113	95	120	97	0.00461604365476499	0.0349192079351467	1407	0.888518785000967	0.313667858165132	80.9362582414449	2.8326739953483
FGL1|ENSG00000104760.17|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
PCM1|ENSG00000078674.19|chr8	115	125	62	155	110	120	0.20090534067593	0.44633840211439	5255	0.233888910111668	0.182871940895457	302.18154207302	1.27897647373566
ASAH1|ENSG00000104763.20|chr8	56	17	37	35	23	33	0.403662534999501	0.659802822247747	7545	-0.174752764989305	0.209260189644861	202.416885394008	-0.835097995877193
NAT1|ENSG00000171428.15|chr8	50	18	29	43	53	22	0.751001893631334	1	11327	0.268538601433176	0.846274479331914	11.3748865420693	0.317318562702225
NAT2|ENSG00000156006.5|chr8	0	4	0	5	0	3	0.851545335126257	1	12573	0.75648334649837	4.04218674793466	0.467733663347279	0.187147055213343
PSD3|ENSG00000156011.18|chr8	230	220	255	190	147	212	0.656688046008694	0.846111904053678	10322	0.112338679212436	0.252735878008247	172.164721832437	0.444490430475289
SH2D4A|ENSG00000104611.12|chr8	57	40	19	31	22	32	0.635293518815044	0.832936700639987	10047	0.215152125972819	0.453630434367772	38.1890872759209	0.47428944284278
CSGALNACT1|ENSG00000147408.16|chr8	4	0	2	0	2	0	0.604304401365831	1	9724	-1.48105275028273	2.85795837758645	1.18174272544021	-0.518220545791671
INTS10|ENSG00000104613.12|chr8	194	138	146	119	199	155	0.752841190584515	0.893165420173324	11346	0.0567086698459294	0.180087411303144	327.542270139072	0.314895246900244
LPL|ENSG00000175445.17|chr8	57	41	37	22	55	35	0.401289515916996	0.658174896251321	7514	0.425511251254222	0.506971152818888	41.0078742928796	0.839320440400349
SLC18A1|ENSG00000036565.15|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ATP6V1B2|ENSG00000147416.11|chr8	223	215	212	242	208	282	0.719684864036595	0.874743770718159	11048	-0.06090937696486	0.16972073512715	408.409677523966	-0.358879997303974
LZTS1|ENSG00000061337.15|chr8	15	10	8	10	11	14	0.785556976428283	1	11663.5	0.806690326913775	2.96485118971692	1.32327703103802	0.272084592208757
GFRA2|ENSG00000168546.11|chr8	1	0	0	0	0	0	0.306036989423426	1	6505	-1.88069311733187	1.83738049219702	3.05524785069208	-1.02357302982087
DOK2|ENSG00000147443.13|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
XPO7|ENSG00000130227.17|chr8	240	165	231	264	192	228	0.462869816830253	0.709589754187215	8211	-0.0821488526610311	0.111899675541961	702.379748711986	-0.734129498259593
NPM2|ENSG00000158806.14|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FGF17|ENSG00000158815.11|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DMTN|ENSG00000158856.19|chr8	28	9	3	1	6	3	0.357394097525229	0.61768555809957	7057	-0.494896505706248	0.537731122339606	30.5686832211746	-0.920341942554877
FHIP2B|ENSG00000158863.22|chr8	30	23	47	37	9	24	0.998611968899408	0.999244088322186	13951	0.000793941137646257	0.456382465872404	40.2192827555716	0.00173963987886473
NUDT18|ENSG00000275074.2|chr8	2	2	29	9	11	6	0.193080592533034	1	5150	1.26031738177082	0.968342843740226	10.0792784215125	1.30151979737139
HR|ENSG00000168453.16|chr8	2	0	0	0	0	0	0.769098739829772	1	11505	0.69628875991798	2.37192744488061	1.8477819873783	0.293553987673947
HRURF|ENSG00000288677.2|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
REEP4|ENSG00000168476.12|chr8	57	37	18	42	45	30	0.356763159111057	0.617203787109701	7048	0.231719532726419	0.251445327002798	121.548456180973	0.921550364401246
LGI3|ENSG00000168481.9|chr8	0	0	5	0	0	0	0.749311778197969	1	11310	0.681936235201254	2.13407196630629	2.76885468064032	0.319546972158379
BMP1|ENSG00000168487.20|chr8	19	9	10	3	0	7	0.74578675890882	0.889513131797441	11279	0.148366244571889	0.457638270474567	41.3624096540689	0.324199819254702
PHYHIP|ENSG00000168490.14|chr8	3	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
POLR3D|ENSG00000168495.13|chr8	152	146	114	158	185	175	0.0300968860118624	0.13343877987437	2448	0.527062953989181	0.243019089627494	166.825250910582	2.16881297184133
PIWIL2|ENSG00000197181.12|chr8	0	2	0	0	0	4	0.615700547730148	1	9816	0.570021990934826	1.1356081844715	5.85059580027449	0.501953049237762
SLC39A14|ENSG00000104635.15|chr8	137	148	192	323	373	291	0.662321232189747	0.849193314337748	10377	-0.0824449252729489	0.188786173286679	319.441599365227	-0.436710611998864
PPP3CC|ENSG00000120910.15|chr8	25	21	29	31	23	40	0.428636879320066	0.681244979753702	7793	0.395746226934393	0.499978559282376	38.8920599567598	0.791526395656668
SORBS3|ENSG00000120896.14|chr8	3	35	9	27	7	10	0.108434792697244	0.306915705305927	3985	0.433791279006591	0.270229782839799	124.941805729413	1.6052682071086
PDLIM2|ENSG00000120913.24|chr8	5	1	5	2	0	6	0.533945702714667	0.764493336607396	8970	-0.401486544937312	0.645482812309742	21.0424488934301	-0.621994168211336
ENSG00000248235|ENSG00000248235.6|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
C8orf58|ENSG00000241852.11|chr8	5	19	15	9	51	16	0.40267045151544	1	7530	-0.907474806273123	1.08437878974663	6.53601470987701	-0.836861449941455
CCAR2|ENSG00000158941.17|chr8	77	51	60	56	90	44	0.0107731899481034	0.0640724503983639	1796	-0.521528264759881	0.204523219139049	209.034751875232	-2.54997093706661
BIN3|ENSG00000147439.14|chr8	46	96	67	77	83	83	0.0135530672133767	0.0753380835703746	1922	1.1515490763289	0.466422710168025	68.7492670058366	2.46889581322931
EGR3|ENSG00000179388.9|chr8	5	12	3	119	119	73	0.000466867432020259	1	831	3.86155422062373	1.10359146386447	13.5930127995052	3.49907945744855
PEBP4|ENSG00000134020.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
RHOBTB2|ENSG00000008853.18|chr8	32	25	36	58	52	40	0.895762010632364	0.958377853255933	12979	0.0637386803648247	0.486492389916919	40.3816514425369	0.131016808661097
TNFRSF10B|ENSG00000120889.13|chr8	593	616	491	679	711	652	0.136112342290633	0.353912284665185	4386	0.272619390060367	0.182913775713105	333.488233665498	1.49042568826507
TNFRSF10C|ENSG00000173535.15|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
TNFRSF10D|ENSG00000173530.6|chr8	388	304	360	141	104	156	2.42824586451461e-12	3.31597470978845e-10	77	-1.86978261965515	0.266830541355287	155.133483043821	-7.00737857877192
TNFRSF10A|ENSG00000104689.10|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
CHMP7|ENSG00000147457.14|chr8	111	118	137	114	154	120	0.929902019117548	0.974964575832188	13266	0.0247443816178747	0.281288076562857	112.232242362018	0.087968114113594
R3HCC1|ENSG00000104679.12|chr8	154	80	85	100	99	74	0.0121599386336012	0.0698698113291347	1859	-0.408719162213655	0.163000710296199	361.147577164386	-2.50746859612418
LOXL2|ENSG00000134013.16|chr8	0	2	10	1	2	4	0.852570960852734	0.937399974884255	12587	0.115973447981094	0.624053084618695	20.3422416872167	0.185839074975417
ENTPD4|ENSG00000197217.13|chr8	75	115	96	66	83	77	0.794321331182559	0.911324473255276	11766	-0.0906263972244281	0.347622764303087	85.8725797325025	-0.260703286811828
SLC25A37|ENSG00000147454.14|chr8	231	230	226	206	274	211	0.251334840879333	0.509334346746816	5853	0.227480901572206	0.198307283397475	243.811811154477	1.14711319561701
NKX3-1|ENSG00000167034.10|chr8	248	140	131	250	146	219	0.0267260477785775	0.122581142218168	2359	0.864763011411641	0.390324813806317	59.894122378943	2.21549586606796
NKX2-6|ENSG00000180053.8|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
STC1|ENSG00000159167.12|chr8	6	13	5	2	4	9	0.42873070003186	1	7794	-0.999064463854364	1.26245633089263	6.27509977202476	-0.7913655620452
ADAM28|ENSG00000042980.14|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ADAMDEC1|ENSG00000134028.14|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ADAM7|ENSG00000069206.15|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
NEFM|ENSG00000104722.14|chr8	0	0	0	0	0	0	0.574526674896426	1	9442	-1.40150923298517	2.49646560866622	1.70232612113752	-0.561397372397189
NEFL|ENSG00000277586.4|chr8	178	113	147	180	194	178	0.345355326757424	0.607176236627085	6914	-0.189226945494003	0.200529444978198	279.887272299956	-0.943636708886199
DOCK5|ENSG00000147459.18|chr8	51	41	36	26	62	65	0.477428647431525	0.721080469368355	8380	0.29525997121084	0.41559903110852	44.1173168421348	0.710444320390495
GNRH1|ENSG00000147437.10|chr8	2	4	1	5	0	1	0.564902906233595	1	9325	2.30097353756438	3.99769976039966	0.463535060120506	0.575574374133175
KCTD9|ENSG00000104756.16|chr8	115	89	147	82	89	112	0.924203417155202	0.973064877479418	13207	0.0208995466690741	0.219670892391341	208.135933542147	0.0951402638809415
CDCA2|ENSG00000184661.14|chr8	94	83	65	55	91	64	0.006793240983617	0.0457011701489013	1584	1.19536412611992	0.44161303657645	45.5484845421303	2.70681349306812
EBF2|ENSG00000221818.9|chr8	99	90	83	60	97	128	0.432353058035523	0.684461367847565	7831	0.475511224636685	0.605614519773613	32.0437209830958	0.785171440100938
PPP2R2A|ENSG00000221914.11|chr8	620	649	616	700	571	625	0.000149103007950369	0.00246125294913364	638	0.442106598446723	0.11657211843026	712.236398422254	3.79255867011817
BNIP3L|ENSG00000104765.16|chr8	159	178	86	163	159	165	0.305149636114244	0.565686258039022	6493	-0.143922413022291	0.140350124396303	460.584423283249	-1.02545269298017
PNMA2|ENSG00000240694.9|chr8	174	153	174	145	210	139	0.549654415725944	0.777162057791316	9144	-0.108584346856023	0.181494784315565	296.578706773889	-0.59827805666981
DPYSL2|ENSG00000092964.18|chr8	62	56	109	54	33	74	0.0773144380175933	0.248916508191976	3466	-0.312698024996806	0.177017038206602	296.650835294589	-1.76648546470338
ADRA1A|ENSG00000120907.18|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
STMN4|ENSG00000015592.17|chr8	0	0	0	0	0	0	0.535842096617928	1	8983	-1.62105063918005	2.6183448610427	1.89192766952298	-0.619112731595832
TRIM35|ENSG00000104228.13|chr8	153	58	93	157	210	173	2.11441538567244e-05	0.000492444491348372	451	2.11127107396494	0.496483098207686	48.0497594614797	4.25245306755993
PTK2B|ENSG00000120899.18|chr8	14	5	4	7	0	19	0.6605876125973	1	10366	0.350459893664382	0.798128622743865	11.9868978192028	0.439102024006539
CHRNA2|ENSG00000120903.13|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
EPHX2|ENSG00000120915.14|chr8	24	5	20	22	19	10	0.266427734992748	0.526797545174155	6033	-0.397666450690353	0.357830364031454	63.5150718716993	-1.11132673652982
CLU|ENSG00000120885.22|chr8	28	35	42	31	14	10	0.684856976056215	0.859434589558211	10679	-0.0640282755195738	0.157765598793898	370.490958308939	-0.40584434128266
SCARA3|ENSG00000168077.14|chr8	69	59	48	41	27	39	0.03151701709565	0.137739582194829	2487	-0.533592777083461	0.248126927226335	126.597877456475	-2.15048315411867
CCDC25|ENSG00000147419.19|chr8	105	116	106	129	103	97	0.776676692944715	0.904703160110079	11579	0.0392991758271422	0.138546900260049	418.007075944004	0.283652508669474
ESCO2|ENSG00000171320.15|chr8	184	176	145	189	190	144	0.955030674641171	0.983596874439731	13502	-0.0136469991220647	0.242008563129002	179.487005058293	-0.0563905629851213
PBK|ENSG00000168078.10|chr8	87	102	128	101	142	67	0.0912827321375788	0.274946413184371	3725	-0.299589328740292	0.177411436067895	269.965689349221	-1.68866976887352
SCARA5|ENSG00000168079.17|chr8	22	14	36	25	18	12	0.903542314852108	0.962490876372192	13035	-0.0606188329340263	0.500205882693616	35.5003301685023	-0.121187764941094
NUGGC|ENSG00000189233.12|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ELP3|ENSG00000134014.18|chr8	130	100	108	115	223	118	0.193941515024739	0.437804858412436	5162	0.270716904961432	0.208402955293571	197.085068383432	1.29900703461753
ZNF395|ENSG00000186918.14|chr8	497	551	497	505	467	464	0.916905356420619	0.96962119446223	13144	0.0158953004380546	0.152352098308734	396.723867333134	0.104332665020757
FBXO16|ENSG00000214050.8|chr8	2	3	2	2	0	0	0.193748329031365	1	5157	-2.14324218470007	1.64919312096431	4.46239882336335	-1.29957017007619
FZD3|ENSG00000104290.11|chr8	507	375	368	356	273	345	0.747547726641866	0.890681572922572	11292	-0.0541536111668969	0.168244458897152	295.006948818126	-0.321874559922364
EXTL3|ENSG00000012232.10|chr8	187	132	115	127	193	146	0.0177734659442301	0.0911220643188317	2093	-0.734061305097183	0.309690787704386	134.87202106047	-2.37030397493734
INTS9|ENSG00000104299.15|chr8	40	18	27	26	34	10	0.512029924597961	0.747258106474332	8739	-0.333167678746566	0.508125286324925	43.790583434677	-0.65568017910748
HMBOX1|ENSG00000147421.18|chr8	87	86	62	86	95	70	0.0741743618426881	0.242143252026037	3415	0.579593641726868	0.32460478557296	78.7702382539211	1.78553634292183
KIF13B|ENSG00000197892.13|chr8	22	8	13	40	1	8	0.854735389741401	0.937917711381863	12613	-0.123629550238722	0.675276775348041	16.6602736562089	-0.183079819641365
DUSP4|ENSG00000120875.9|chr8	49	36	45	57	46	64	0.709515820352862	0.870684011806788	10939	-0.283735528613088	0.761692954869395	15.9681373360449	-0.372506436877494
SARAF|ENSG00000133872.14|chr8	150	285	165	256	359	262	0.395376154457706	0.653881765354322	7454	-0.11933182965806	0.140405560010093	568.549822190667	-0.849908149288973
LEPROTL1|ENSG00000104660.19|chr8	427	372	341	449	399	372	0.780491165285268	0.906435233374706	11617	-0.0462760089957032	0.16605487259206	340.448752070042	-0.278679019009503
MBOAT4|ENSG00000177669.4|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DCTN6|ENSG00000104671.8|chr8	152	123	130	143	147	103	0.0232509835760396	0.110526262342702	2269	-0.417839456259447	0.184128219305088	250.316520007682	-2.26928527216741
GTF2E2|ENSG00000197265.9|chr8	193	88	160	105	101	87	0.631976135347698	0.831589170714685	10008	-0.091540749591055	0.19112907339287	271.78477000835	-0.478947278747544
SMIM18|ENSG00000253457.3|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
GSR|ENSG00000104687.14|chr8	567	454	523	458	363	377	0.287862619622194	0.549142860182759	6277	-0.0874957589525033	0.0823239901580979	1323.0836333809	-1.06282213464718
UBXN8|ENSG00000104691.16|chr8	149	184	114	138	167	144	0.00876272028744577	0.0550089575059655	1701	-0.512884177693381	0.195669548264789	232.040504557441	-2.62117525308191
PPP2CB|ENSG00000104695.13|chr8	485	454	416	431	454	444	0.869509859282017	0.943928987234194	12764	-0.0226584479204803	0.137924860931221	621.959368906561	-0.164281100357821
TEX15|ENSG00000133863.9|chr8	19	2	4	14	18	2	0.626757344175208	0.828552475898206	9958	-0.232218524986413	0.477525097338894	38.968097364736	-0.486295958642798
PURG|ENSG00000172733.12|chr8	1	15	0	1	0	0	0.798819006971292	1	11958.5	-1.02823733101276	4.03426775537332	0.507941285204762	-0.254875827129528
WRN|ENSG00000165392.11|chr8	44	42	77	99	117	88	0.00140398709815308	0.0140599279400759	1056	1.07904591505366	0.337853258997283	72.6438837020446	3.19383012097077
NRG1|ENSG00000157168.20|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
FUT10|ENSG00000172728.16|chr8	54	20	26	39	39	13	0.0228973834300148	1	2259	2.95676604596732	1.29959598492288	5.94006326370563	2.27514249064318
TTI2|ENSG00000129696.13|chr8	197	116	109	179	150	177	0.980415416045509	0.992933525694976	13741	0.00864223284121046	0.352053006811821	79.8800091763543	0.0245481012063331
MAK16|ENSG00000198042.11|chr8	217	168	202	263	212	207	0.0320764744075689	0.139285302570935	2501	0.468306698682991	0.218482034365184	191.697975203715	2.14345632602557
RNF122|ENSG00000133874.2|chr8	1	2	0	1	12	8	0.0509506956993118	1	2938	4.55803107845522	2.33518275506743	2.22184619987465	1.95189480076629
DUSP26|ENSG00000133878.9|chr8	5	0	0	10	2	2	0.991987735049062	1	13887	0.0105920655105719	1.05477084825891	7.40814805150486	0.0100420537105818
UNC5D|ENSG00000156687.11|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
KCNU1|ENSG00000215262.8|chr8	0	0	0	0	0	0	0.621815736184347	1	9909.5	-1.99001834187354	4.03426842282148	0.353429598497927	-0.493278615427817
ZNF703|ENSG00000183779.7|chr8	1353	1104	1122	1323	1188	1065	0.611558626604912	0.816576375714368	9788	0.0891961315553527	0.175634838609912	609.739311579727	0.507849879108888
ERLIN2|ENSG00000147475.17|chr8	105	111	72	141	147	109	0.658019086753212	0.846991149125967	10335	-0.08941744215088	0.202004948850993	211.045065298909	-0.442649760114728
PLPBP|ENSG00000147471.12|chr8	194	175	184	113	216	110	0.0457106063493847	0.176855618598802	2835	-0.328847942843842	0.164583960012274	289.388242312193	-1.99805584225411
ADGRA2|ENSG00000020181.18|chr8	27	6	9	5	0	8	0.0664659790315383	1	3265	-1.58235997086154	0.862195552334617	12.7452212178036	-1.83526807413573
BRF2|ENSG00000104221.13|chr8	112	85	61	134	81	120	0.032124749763663	0.139410542205908	2504	0.930445490135765	0.434208345842959	48.4319277270398	2.1428549198644
RAB11FIP1|ENSG00000156675.16|chr8	335	225	299	205	221	252	0.399126460000406	0.65636764574668	7494	0.201765625653611	0.239290613967932	152.128144670934	0.843182364355713
GOT1L1|ENSG00000169154.7|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ENSG00000285880|ENSG00000285880.1|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ADRB3|ENSG00000188778.6|chr8	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
EIF4EBP1|ENSG00000187840.5|chr8	25	54	30	104	63	90	0.0413842448640919	0.166153239689166	2723	-0.268677438287065	0.131726609115497	507.141536870057	-2.03965956530081
ASH2L|ENSG00000129691.16|chr8	67	53	72	88	106	88	0.92214782548454	0.972458568345195	13184	-0.0236906532351466	0.242412759084883	164.756645145666	-0.0977285738777929
STAR|ENSG00000147465.12|chr8	0	0	0	0	0	0	0.670777760413804	1	10501	1.71825635217439	4.04218745608396	0.309023373413671	0.425080818453437
LSM1|ENSG00000175324.10|chr8	417	321	406	438	476	449	0.560081536356273	0.784425788501237	9256	-0.0986212741638131	0.169242871476557	424.755328509957	-0.582720402362551
BAG4|ENSG00000156735.11|chr8	152	85	139	151	134	112	0.0538797868115535	0.197747280392142	3002	0.811679777003795	0.421039023485823	73.0884979852684	1.92780177543597
PLPP5|ENSG00000147535.17|chr8	29	21	44	96	91	84	0.491071749144518	0.731876627621333	8515	0.273169082000833	0.396699128653977	68.619350518849	0.68860519791841
