rownames(nonTcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ST18|ENSG00000147488.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RB1CC1|ENSG00000023287.13|chr8	36	67	47	33	0	0	0.65522058302947	0.845877805191813	10169	0.226952685948265	0.50826821123869	78.1763872187299	0.446521503666663
NPBWR1|ENSG00000288611.1|chr8	6	0	0	0	0	0	0.850309186791703	1	11946	0.721500750026357	3.82304834957776	1.72791002480938	0.188723940701938
OPRK1|ENSG00000082556.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ATP6V1H|ENSG00000047249.18|chr8	72	93	62	163	77	50	0.235345175694883	0.507888133698517	5677	0.442489551901224	0.372873343335188	220.573716323591	1.18670202579608
RGS20|ENSG00000147509.14|chr8	0	9	7	0	9	0	0.121696253693335	0.351625685492572	4153	2.67882028991097	1.73084744380698	8.24564665080059	1.54769289430785
TCEA1|ENSG00000187735.15|chr8	64	149	81	76	75	28	0.86452215228593	0.947473624245134	12187	0.0445289576121648	0.260982409521916	316.865523163366	0.170620532217998
LYPLA1|ENSG00000120992.18|chr8	160	178	125	67	52	13	6.71978446309984e-06	0.000225459270412522	337	-0.816017647513044	0.181241544529531	646.06827199011	-4.50237637088821
MRPL15|ENSG00000137547.9|chr8	488	680	413	455	596	377	0.00967709133265313	0.068313499301482	1604	0.37123960721208	0.14349315234967	996.593823589468	2.5871590464988
SOX17|ENSG00000164736.6|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RP1|ENSG00000104237.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
XKR4|ENSG00000206579.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM68|ENSG00000167904.16|chr8	31	47	18	17	0	16	0.749525419077136	0.895163903492676	11063	0.238878354123841	0.748212940043766	33.9362192730709	0.319265200238141
TGS1|ENSG00000137574.11|chr8	46	48	71	53	42	138	0.101118301579137	0.31505563002623	3832	2.62916816161253	1.60368315164379	10.7557318066675	1.63945612256237
LYN|ENSG00000254087.8|chr8	316	374	294	174	80	174	0.0420052190534089	0.182425891810676	2670	0.699513926096686	0.344000385103413	202.902044120752	2.03346843895654
RPS20|ENSG00000008988.11|chr8	518	535	471	534	439	458	0.00719442909998244	0.0565231287733911	1438	0.211192249589435	0.0785770827436856	3536.57173462287	2.68770794505483
PLAG1|ENSG00000181690.8|chr8	37	131	19	64	21	24	0.0686161985662873	0.249672004371346	3252	1.68039084209128	0.922815788178133	29.6701362064835	1.82093854875282
CHCHD7|ENSG00000170791.18|chr8	218	232	169	246	109	192	0.044828624537943	0.190589065751728	2745	0.370627995563482	0.18473586911757	512.715564882258	2.0062589757683
SDR16C5|ENSG00000170786.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PENK|ENSG00000181195.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
BPNT2|ENSG00000104331.9|chr8	233	283	206	153	104	41	0.0420226869501358	0.182431586658001	2671	-0.545902569381143	0.268481681283891	297.903781470059	-2.03329540686208
FAM110B|ENSG00000169122.12|chr8	47	97	40	88	23	2	0.0167354557158319	0.0991227572993103	1925	2.56680591197557	1.07286917392115	23.912578856441	2.39246869457004
UBXN2B|ENSG00000215114.10|chr8	14	20	15	45	12	23	0.549866112656733	0.783485052879625	9159	-0.409774802794345	0.685287106718609	35.0695256246535	-0.597960765315559
CYP7A1|ENSG00000167910.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SDCBP|ENSG00000137575.12|chr8	241	292	329	333	268	219	0.963788440300438	0.985486751478992	13036	-0.00937010827104708	0.206389817956235	746.94316583082	-0.0454000510482258
NSMAF|ENSG00000035681.9|chr8	34	34	0	15	38	30	0.876204248137601	0.952112074993222	12291	0.0933130732848983	0.598994805925267	76.2672066604097	0.155782775346036
TOX|ENSG00000198846.6|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RAB2A|ENSG00000104388.15|chr8	284	454	323	141	199	137	0.982763511575678	0.993985874714185	13175	-0.00419674941028528	0.19425424763684	538.803983401615	-0.0216044151483943
CHD7|ENSG00000171316.14|chr8	91	103	138	38	30	62	0.106741053859039	0.324744314945175	3931	1.27769825212616	0.792117581487796	46.7557903875682	1.61301589812755
CLVS1|ENSG00000177182.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ASPH|ENSG00000198363.18|chr8	14	26	11	0	2	14	0.833741713401813	0.933839424558535	11804	-0.0871694489747343	0.415280209618561	130.409664980739	-0.209905136232715
NKAIN3|ENSG00000185942.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GGH|ENSG00000137563.13|chr8	181	171	109	91	109	45	0.00744508302617099	0.0575899069377345	1462	-0.399929328121912	0.149436396267493	787.873382322449	-2.67625115508028
TTPA|ENSG00000137561.5|chr8	2	5	0	0	0	0	0.369217305759282	1	7293	-3.53989445898824	3.94223750098118	1.14381124368257	-0.89794043563007
YTHDF3|ENSG00000185728.17|chr8	462	552	355	357	241	131	0.0119501965975482	0.0786182509142948	1724	0.902579457201076	0.359076741026559	152.557879994061	2.51361158793161
BHLHE22|ENSG00000180828.3|chr8	11	34	0	0	0	0	0.59388152609887	1	9577	1.96071824236917	3.67713036218695	1.92892907670264	0.533219671114148
CYP7B1|ENSG00000172817.4|chr8	0	27	23	6	2	0	0.509339059985585	0.752361425665345	8806	0.559221710904912	0.847476156026448	22.4968100835058	0.659867191458139
ARMC1|ENSG00000104442.10|chr8	851	785	540	569	470	338	0.772444715847039	0.90392976940337	11314	0.0784678481100071	0.271347365034866	497.141415146226	0.289178588853901
MTFR1|ENSG00000066855.16|chr8	98	88	102	92	128	123	0.921884358271219	0.970855905832736	12670	-0.0280134834123353	0.285675897821768	219.012965935346	-0.0980603671010874
PDE7A|ENSG00000205268.11|chr8	30	36	47	48	50	0	0.295698849397737	0.575470364453451	6447	1.69467439204912	1.62061001112256	12.3266833564077	1.04570154473825
DNAJC5B|ENSG00000147570.10|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TRIM55|ENSG00000147573.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CRH|ENSG00000147571.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RRS1|ENSG00000179041.4|chr8	216	444	329	298	378	154	0.144082740807579	0.387412053335529	4492	0.752279252172238	0.514993512806091	97.8027307896297	1.46075481237274
ADHFE1|ENSG00000147576.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
VXN|ENSG00000169085.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MYBL1|ENSG00000185697.17|chr8	14	28	48	2	4	0	0.572458362935594	0.796751983387936	9404	0.442822621756142	0.784541880372502	36.8388133380187	0.564434650124591
VCPIP1|ENSG00000175073.8|chr8	39	66	100	68	30	9	0.122523163981781	0.352663390549747	4170	1.47878136115142	0.957593075334157	31.8543041992915	1.54426906296851
C8orf44-SGK3|ENSG00000288602.1|chr8	43	17	37	0	0	0	0.534673023457647	0.772237193139532	9007	-0.497438481071197	0.801172068726451	60.8966982371342	-0.620888446425658
SGK3|ENSG00000104205.16|chr8	73	70	94	41	12	42	0.387950005064431	0.661838377926331	7530	-0.382973073558856	0.44359421263148	121.913182633509	-0.863341005481093
MCMDC2|ENSG00000178460.18|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TCF24|ENSG00000261787.2|chr8	6	12	3	12	0	0	0.740198295537951	1	10988	-0.655923363077275	1.9781110834922	5.98043000519528	-0.331590762799476
PPP1R42|ENSG00000178125.15|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
COPS5|ENSG00000121022.14|chr8	162	80	102	144	98	121	0.910026922096907	0.965475302515598	12568	-0.0276182421569858	0.24439931125594	513.214084409271	-0.113004582603195
CSPP1|ENSG00000104218.16|chr8	6	6	7	15	8	0	0.360360475839812	0.639566324744575	7193	1.11939222431836	1.22380959053056	16.1533936346391	0.914678421365425
ARFGEF1|ENSG00000066777.9|chr8	11	12	9	16	1	7	0.0533889775522899	0.212223531507503	2950	1.25944544968176	0.651967437404291	43.7453131650748	1.93176127736693
CPA6|ENSG00000165078.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PREX2|ENSG00000046889.19|chr8	0	0	1	0	0	0	0.438837916701808	1	8071	-3.06260613271937	3.95605269722942	0.822793110141076	-0.77415706187742
C8orf34|ENSG00000165084.16|chr8	0	5	0	0	0	0	0.495501050090649	1	8673.5	-2.70573487610502	3.96976556785531	0.642036267082986	-0.681585557095455
SULF1|ENSG00000137573.14|chr8	0	0	0	0	0	0	0.714764201920632	1	10735	1.18652933628315	3.24662768097189	2.73973811979669	0.365465169670443
SLCO5A1|ENSG00000137571.11|chr8	0	8	14	3	0	0	0.0277228789409356	1	2308	5.77321810071894	2.62277646688632	4.56900911023596	2.20118571811525
PRDM14|ENSG00000147596.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NCOA2|ENSG00000140396.13|chr8	58	72	36	59	61	2	0.752092604504357	0.895967056182426	11092	0.386157865920419	1.22247775727845	14.094422598414	0.315881302233346
TRAM1|ENSG00000067167.8|chr8	186	218	168	266	93	143	0.0011629865785834	0.0152755112859462	861	-0.627230291098285	0.193124327228823	638.119398693124	-3.24780570163546
LACTB2|ENSG00000147592.9|chr8	147	108	81	108	117	118	0.184572586579506	0.443757458076344	5051	0.472778923969363	0.356328373497911	170.037048309814	1.32680684203818
XKR9|ENSG00000221947.8|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EYA1|ENSG00000104313.20|chr8	27	19	35	10	12	0	0.665882017706352	1	10274	1.00322841558218	2.32332838113947	5.9898842563148	0.431806551207432
MSC|ENSG00000178860.9|chr8	0	2	0	0	4	0	0.269730316431986	1	6114.5	4.34271375583374	3.93474442096337	1.69207132413572	1.103683820656
TRPA1|ENSG00000104321.11|chr8	5	4	0	0	1	0	0.0699649518346836	1	3281	-4.99170367005592	2.7545943083974	3.11400641211651	-1.81213750962843
KCNB2|ENSG00000182674.6|chr8	1	0	0	4	0	0	0.356282853795034	1	7148	3.64562047526028	3.9520155581984	1.05747027340595	0.922471185038098
TERF1|ENSG00000147601.15|chr8	83	187	101	109	125	111	0.633313141477509	0.833825204252804	9969	0.159674718757882	0.334699573174285	245.329607867637	0.477068785130288
SBSPON|ENSG00000164764.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
C8orf89|ENSG00000274443.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RDH10|ENSG00000121039.10|chr8	44	62	83	34	33	21	0.435002890340403	0.699311348090143	8025	0.430219929553256	0.551098176152315	67.6164297324365	0.780659323819554
STAU2|ENSG00000040341.18|chr8	0	5	7	0	0	0	0.0821519726133294	1	3500	-3.80328795552596	2.18789247596509	5.21042130473269	-1.73833403483337
UBE2W|ENSG00000104343.21|chr8	153	115	73	43	89	2	0.00337814513166719	0.032938843950538	1159	2.70272426630742	0.922099918810567	42.5078734187965	2.93105357800455
ELOC|ENSG00000154582.18|chr8	537	574	474	287	399	241	0.000976312979957944	0.0133508143776837	827	-0.501384313565589	0.152060661278723	1210.44596325628	-3.29726511347051
TMEM70|ENSG00000175606.11|chr8	553	583	425	516	393	328	0.288428957824263	0.567671960326243	6361	0.220639065646867	0.20784136612409	390.402637953108	1.06157436203117
LY96|ENSG00000154589.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GDAP1|ENSG00000104381.14|chr8	37	74	68	34	80	21	0.178480572171414	0.435468731118443	4971	0.490727029234679	0.364731297044823	196.997652760014	1.34544809620319
PI15|ENSG00000137558.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CRISPLD1|ENSG00000121005.9|chr8	50	4	13	5	0	15	0.339505973882768	0.620170095079991	6950	-0.829630703069412	0.868594244579434	22.6924976628652	-0.955141837799204
HNF4G|ENSG00000164749.13|chr8	0	0	4	0	0	0	1	1	16415.5	NA	NA	0	NA
ZFHX4|ENSG00000091656.19|chr8	69	134	55	27	2	18	0.852743341947916	0.942409308520373	11963	-0.138337387134283	0.745274928205962	31.7396336838035	-0.185619268673496
PEX2|ENSG00000164751.15|chr8	59	103	94	99	107	29	0.0468217435910065	0.19575123780802	2800	-0.900671216367439	0.453074647189041	82.1444010421626	-1.98790910494632
PKIA|ENSG00000171033.13|chr8	39	28	31	11	12	1	0.770635923300449	0.90323905259045	11269	-0.234271848093919	0.803557973140193	35.9793094362473	-0.291543181605699
ZC2HC1A|ENSG00000104427.12|chr8	96	144	94	82	35	53	0.00206205008928718	0.0234369090047726	995	1.55362462750474	0.50423584655052	64.0970214067956	3.08114672555133
IL7|ENSG00000104432.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
STMN2|ENSG00000104435.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HEY1|ENSG00000164683.18|chr8	152	287	257	483	435	383	0.019274153963517	0.107623217379783	2044	1.41171887980717	0.603250794548326	69.5540653819898	2.34018569484716
MRPS28|ENSG00000147586.10|chr8	189	196	111	146	50	105	0.976067090362386	0.991675745657014	13118	0.00787945841909326	0.262649022235781	270.53340091397	0.0299999533675014
TPD52|ENSG00000076554.16|chr8	272	359	247	235	138	142	0.312303020373321	0.592166874769749	6648	-0.187722561172708	0.185790085331057	609.386649351727	-1.01040139379993
ZBTB10|ENSG00000205189.12|chr8	378	397	284	419	441	363	0.0141098074550002	0.087916150142478	1824	1.0600069075687	0.431870469798639	102.681704187337	2.45445563356748
ZNF704|ENSG00000164684.13|chr8	52	57	48	28	48	0	0.108749782557093	0.328073450270802	3965	0.830279889105352	0.517683162450115	71.3339771851566	1.60383792506553
PAG1|ENSG00000076641.4|chr8	126	115	166	135	72	34	2.38780912449473e-05	0.000657025143282504	411	2.2959166773327	0.543392846833668	110.571253156067	4.22515071869447
FABP5|ENSG00000164687.11|chr8	0	0	0	1	0	0	0.278287050162985	0.556524889530185	6233	1.62451668522114	1.49838921886653	12.2411165261625	1.08417536963461
PMP2|ENSG00000147588.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FABP9|ENSG00000205186.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FABP4|ENSG00000170323.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FABP12|ENSG00000197416.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
IMPA1|ENSG00000133731.10|chr8	125	81	100	134	107	22	0.428403319737445	0.693106315151755	7975	0.288928581014974	0.364842503492061	169.37501290834	0.791926867756683
SLC10A5|ENSG00000253598.3|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ZFAND1|ENSG00000104231.11|chr8	51	84	45	62	39	36	0.0073096054433865	0.056892173406234	1453	1.08757177751549	0.405447314125215	111.169888329265	2.68239975855312
CHMP4C|ENSG00000164695.5|chr8	127	148	136	141	184	147	0.701923801100986	0.869516676795781	10623	0.131393683878847	0.343311102805434	149.828413852532	0.38272483122491
SNX16|ENSG00000104497.15|chr8	21	15	7	11	15	9	0.045599568260894	1	2762	-4.84409625220609	2.42316131930078	5.67181009406584	-1.99908120587031
RALYL|ENSG00000184672.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LRRCC1|ENSG00000133739.16|chr8	0	0	10	0	0	0	0.70158445380617	0.869408129311196	10620	0.754101324982408	1.96799521947592	6.87776769065565	0.383182498371733
E2F5|ENSG00000133740.11|chr8	120	143	88	75	89	16	0.154079524213394	0.401309382618442	4650	0.949759386804772	0.666372130860446	68.467499976628	1.4252687692362
RBIS|ENSG00000176731.12|chr8	447	329	244	306	316	296	4.72557958345953e-06	0.000171550969059961	311	-0.666481153008928	0.145627504699186	1382.62924766	-4.57661589674039
CA13|ENSG00000185015.8|chr8	3	4	5	0	7	82	0.517962911261195	0.760140483188796	8865	0.641485404706151	0.992260811650621	15.4456046214151	0.64648870254086
CA1|ENSG00000133742.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CA3|ENSG00000164879.7|chr8	0	0	0	0	0	0	0.804487871375979	1	11574	-0.653514992681281	2.64000393484537	5.17762884092745	-0.247543188877694
CA2|ENSG00000104267.10|chr8	60	96	53	99	37	1	0.736088840845415	0.887465746388145	10961	0.132712924102973	0.393763404837936	117.006767103887	0.337037222028276
ATP6V0D2|ENSG00000147614.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PSKH2|ENSG00000147613.8|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SLC7A13|ENSG00000164893.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
WWP1|ENSG00000123124.14|chr8	103	171	105	65	49	25	0.0957635842510275	0.304296255772653	3754	-0.76328742256997	0.458224981721126	105.164422698623	-1.6657481652419
RMDN1|ENSG00000176623.12|chr8	50	63	45	47	68	51	0.455438647378663	0.713867728787984	8262	0.234842458809264	0.314642473789187	263.859975268269	0.746378758026833
CPNE3|ENSG00000085719.13|chr8	128	212	100	121	33	63	0.829787845076836	0.931710635742854	11775	0.0505360146693468	0.235080017520131	445.415553197594	0.21497367237953
CNGB3|ENSG00000170289.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CNBD1|ENSG00000176571.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
DCAF4L2|ENSG00000176566.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MMP16|ENSG00000156103.16|chr8	0	7	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RIPK2|ENSG00000104312.8|chr8	118	181	99	92	153	104	0.00819771248119933	0.0612742435227252	1514	1.35593144227673	0.512869000982437	100.672008535137	2.64381633454029
OSGIN2|ENSG00000164823.11|chr8	96	211	175	78	108	32	0.139254730894485	0.379386112186396	4432	0.947243056896995	0.640647214524863	47.7279220033429	1.47857203687293
NBN|ENSG00000104320.15|chr8	103	137	147	44	73	54	0.434993135139076	0.699311348090143	8024	0.298849601136748	0.382808792918688	201.203651417114	0.780675905739256
DECR1|ENSG00000104325.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CALB1|ENSG00000104327.7|chr8	0	0	0	0	0	0	0.358381684373379	1	7173	3.63018521295637	3.95249913163265	1.03519876654658	0.918453133589142
TMEM64|ENSG00000180694.14|chr8	100	138	83	68	55	8	0.945057443574134	0.978067336397618	12875	0.082529239655887	1.19755478207532	23.4700688078057	0.0689147927854011
NECAB1|ENSG00000123119.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
C8orf88|ENSG00000253250.3|chr8	30	4	28	0	26	0	0.0354357486735501	0.162573177180194	2512	-1.57226903960264	0.747509381254438	56.9270846546985	-2.10334355531984
PIP4P2|ENSG00000155099.8|chr8	63	121	37	0	19	11	0.146263369454777	0.390516141099795	4528	0.845761167730149	0.582136420670193	89.5940129462623	1.45285733326297
OTUD6B|ENSG00000155100.11|chr8	92	66	51	59	78	16	0.596042665925472	0.812713589215236	9599	0.237121585235326	0.447314899758556	95.8559956446112	0.530099903587641
LRRC69|ENSG00000214954.9|chr8	6	20	17	16	11	2	0.193558861139513	0.454612079050208	5176	0.477982747597463	0.367644289168598	123.209738049626	1.30012286789056
SLC26A7|ENSG00000147606.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TRIQK|ENSG00000205133.12|chr8	10	58	19	4	16	1	0.603845413725545	0.817153602737052	9668	0.371150762490531	0.715294048843746	38.3324012702914	0.518878582997421
CIBAR1|ENSG00000188343.14|chr8	66	58	45	48	49	36	0.0481015537920927	0.199260246093325	2830	-0.685948996022054	0.3470576054925	201.192861661268	-1.97647014549254
RBM12B|ENSG00000183808.12|chr8	242	324	341	77	177	159	0.282766070963421	0.560844731013382	6295	0.657323401151836	0.611960987137125	49.1397259899947	1.07412631682115
TMEM67|ENSG00000164953.17|chr8	0	3	0	3	4	0	0.978693564882585	0.992649822893018	13139	0.0236343272037817	0.884954391502834	22.6503204935986	0.0267068308047443
PDP1|ENSG00000164951.16|chr8	27	34	40	7	36	14	1.34352476136051e-05	0.000400895027077204	379	4.83257348132577	1.11019798023002	21.6271652394599	4.35289341845544
CDH17|ENSG00000079112.10|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GEM|ENSG00000164949.8|chr8	0	14	9	0	1	95	0.857221336264943	1	12046.5	-0.73412768554571	4.0804728567969	0.167258325533194	-0.179912405083853
RAD54B|ENSG00000197275.14|chr8	21	21	12	39	24	0	0.649313573711259	0.84344414458627	10107	0.88074227981142	1.93690631884271	7.92358708091103	0.454715992840408
FSBP|ENSG00000265817.4|chr8	39	119	50	46	6	109	0.103091332584127	0.318540950872647	3868	0.95519570175998	0.585992342727249	49.4472540849023	1.63004809468061
VIRMA|ENSG00000164944.12|chr8	51	71	76	111	20	29	0.00200558131985146	0.0229565983261136	988	1.23053009416368	0.398306557097306	139.106395658347	3.08940456097754
DPY19L4|ENSG00000156162.16|chr8	4	44	13	8	9	1	0.535756365245331	0.772913475514663	9021	0.502853359218236	0.812045439318233	43.6223657842097	0.619242883305171
INTS8|ENSG00000164941.14|chr8	72	28	26	3	62	87	0.207808318090421	0.474531566739313	5340	0.598568414009472	0.47519953468883	127.81096314595	1.25961489924738
CCNE2|ENSG00000175305.18|chr8	139	117	88	115	141	134	0.0102295206156528	0.0711036562030838	1630	2.17034494703121	0.845158879776022	32.8114409212299	2.56797271964578
NDUFAF6|ENSG00000156170.14|chr8	19	29	10	1	14	5	0.548931884496367	0.78284691860687	9152	0.341458426219989	0.569703693234885	76.4832662398055	0.599361440472895
TP53INP1|ENSG00000164938.14|chr8	21	8	4	21	3	0	0.553689661986044	0.78412274317275	9209	0.569360511835395	0.961367330736373	17.4753459006308	0.592240336895248
PLEKHF2|ENSG00000175895.5|chr8	53	73	34	44	15	12	5.99512057942194e-06	0.000206075436573504	329	5.18704086244541	1.14591198104364	22.2529347206814	4.52656133128244
CFAP418|ENSG00000156172.6|chr8	2	15	0	9	37	13	0.986845792000267	0.995017351174354	13214	-0.012763028313382	0.774122007851668	28.0887323654365	-0.0164871017538976
GDF6|ENSG00000156466.11|chr8	3	13	0	5	0	0	0.364284612474705	0.643702294136944	7233	-1.88363877853632	2.07625027889197	7.30156938482186	-0.907231077912998
UQCRB|ENSG00000156467.10|chr8	1237	1636	1126	1478	1159	1075	0.140034362235876	0.380897075351041	4440	0.129399633393339	0.087689144800115	5577.06088033124	1.47566307880299
MTERF3|ENSG00000156469.9|chr8	65	147	118	96	107	49	0.000336416786220989	0.00580845409980635	655	2.61630167632755	0.729686932818006	38.905663730141	3.58551257896802
PTDSS1|ENSG00000156471.13|chr8	447	501	522	422	267	271	0.631379508014924	0.833055411996316	9949	-0.0687502342670251	0.143293514244118	1197.62904404381	-0.479786085432315
SDC2|ENSG00000169439.12|chr8	103	269	160	54	92	31	0.0498411089788245	0.203513891945354	2869	-0.462817465527169	0.235971823959884	360.366385867667	-1.96132511823043
CPQ|ENSG00000104324.16|chr8	12	0	0	8	0	0	0.0671866988949129	0.246612910679185	3223	-2.46117287497042	1.3445923513378	11.7100327522444	-1.83042308140581
TSPYL5|ENSG00000180543.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MTDH|ENSG00000147649.10|chr8	342	488	360	238	129	200	3.69849884977474e-05	0.000965965900510452	433	-0.695071589041537	0.16847974118465	739.308761872914	-4.12554995724829
LAPTM4B|ENSG00000104341.17|chr8	510	847	798	512	450	380	0.237398711033869	0.510795666492014	5704	-0.127675291075083	0.10806077846653	1597.05911312711	-1.18151370818256
MATN2|ENSG00000132561.14|chr8	9	0	2	0	0	0	0.730961554708478	0.884245885070396	10921	-0.574595129957223	1.67107923120483	10.9869954323881	-0.34384673044075
RPL30|ENSG00000156482.11|chr8	1781	1823	1309	1811	1735	1271	0.00256297069146081	0.0270884444390003	1070	0.166525073360057	0.0552174330428081	13238.2750455687	3.01580613555426
ERICH5|ENSG00000177459.11|chr8	23	53	36	19	23	0	0.224079572609631	0.496885467969081	5514	0.946531223372023	0.778556447397837	31.7524249391178	1.21575157014704
RIDA|ENSG00000132541.11|chr8	113	39	38	61	1	30	0.403336037757436	0.672978640790309	7712	-0.205539851993698	0.245955781649783	377.978891483124	-0.835678066256505
POP1|ENSG00000104356.11|chr8	111	122	84	23	87	51	0.0257693369146231	0.131154559481311	2247	1.08037489534997	0.484544679169192	82.7557886945564	2.22967033133538
NIPAL2|ENSG00000104361.10|chr8	0	0	1	0	0	0	0.753719019588082	0.896440916645034	11109	-0.459900452125576	1.46586798068915	19.0085832049909	-0.313739339547729
STK3|ENSG00000104375.17|chr8	31	30	30	15	19	1	0.0887374481173909	0.29209487512682	3609	0.74595777997964	0.438258449655025	106.119204313303	1.70209560264456
KCNS2|ENSG00000156486.8|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
OSR2|ENSG00000164920.10|chr8	75	181	115	100	126	95	0.460219554140252	0.717688971016198	8301	1.34813304454333	1.82553791722744	6.42231605516013	0.738485370159183
VPS13B|ENSG00000132549.20|chr8	0	18	0	0	0	0	0.594083112982026	1	9582	1.22859712408306	2.30536975985774	5.25036468310969	0.532928446219783
FBXO43|ENSG00000156509.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
POLR2K|ENSG00000147669.11|chr8	351	468	372	462	375	148	0.0858779876872124	0.28631903383098	3562	-0.257596877979805	0.149978906318871	954.555774252757	-1.71755405011507
SPAG1|ENSG00000104450.13|chr8	39	25	70	34	0	1	0.413913071548647	0.681657627223481	7830	0.688603867889908	0.842816670385059	27.4989572850165	0.817026872018685
RNF19A|ENSG00000034677.13|chr8	20	38	36	51	30	0	0.972136159610605	1	13090	0.100218358079056	2.86918180349601	2.98957751800436	0.0349292463645709
ANKRD46|ENSG00000186106.11|chr8	67	182	84	114	68	37	0.216905020259701	0.486798744615392	5442	-0.573119026383734	0.464139226794744	120.537944640174	-1.23479980423457
SNX31|ENSG00000174226.9|chr8	0	0	0	0	0	0	0.0360753993366732	1	2521	5.65391333849547	2.69737920230061	4.20523439279319	2.09607656708898
YWHAZ|ENSG00000164924.18|chr8	537	468	462	553	298	372	0.0372371515775288	0.168751935921756	2548	-0.209523156771642	0.10057975357775	1819.19824041753	-2.08315440552036
GRHL2|ENSG00000083307.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NCALD|ENSG00000104490.18|chr8	0	2	15	3	0	0	0.120581445807446	1	4136	-5.11369602050986	3.29419048220651	3.38591429277788	-1.55233768300023
RRM2B|ENSG00000048392.13|chr8	59	107	72	32	55	38	0.260494661920777	0.538531263469155	5974	0.486955377638593	0.432763543620587	104.487424248713	1.12522273379275
UBR5|ENSG00000104517.13|chr8	55	43	11	38	27	26	0.00896407433651459	0.0649005868576463	1563	1.37528572300517	0.526239591597326	71.921585917184	2.61342123429117
ODF1|ENSG00000155087.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KLF10|ENSG00000155090.15|chr8	75	129	62	199	165	158	0.555080683814677	0.785182874989825	9219	0.710088878630649	1.20320595764982	16.0149066833175	0.590164031449478
