rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
HSP90AA1|ENSG00000080824.19|chr14	1486	1691	1395	829	905	720	1.30278295792471e-09	1.50833315795283e-07	99	-0.667938241312513	0.110092693000554	1127.99534180823	-6.06705334484964
WDR20|ENSG00000140153.18|chr14	38	109	112	65	31	87	0.691491817540184	0.881921799090879	9819	-0.215032052804003	0.541872619194917	72.7741845288514	-0.396831368086996
MOK|ENSG00000080823.23|chr14	33	22	20	64	17	38	0.238926003039639	0.547604448478372	5047	0.857650545048952	0.728257108686838	32.3215859786003	1.17767548688324
ZNF839|ENSG00000022976.16|chr14	103	107	134	128	99	0	0.74483020788673	0.902578742454639	10375	-0.522975738466079	1.60686386222042	89.649725962669	-0.325463625613816
CINP|ENSG00000100865.15|chr14	72	57	55	101	126	86	0.0122159910234101	0.101038346505142	1385	0.979205916575196	0.390769088840239	83.642780710314	2.505842822628
TECPR2|ENSG00000196663.16|chr14	16	23	46	27	88	8	0.42588289850502	0.725103262539694	7123	0.671572422007422	0.843412050438635	34.285393574796	0.796256612243276
ANKRD9|ENSG00000156381.9|chr14	55	99	94	54	70	65	0.75555554211959	0.907727706850788	10457	-0.137331508947717	0.441123125512409	71.573765531796	-0.311322397319779
RCOR1|ENSG00000089902.10|chr14	81	118	106	136	48	57	0.713579916382936	0.890381363138144	10031	-0.155919879390749	0.424789132076808	87.3543645073999	-0.367052421111745
TRAF3|ENSG00000131323.17|chr14	80	175	157	102	171	1	0.744649248948544	0.902524023627811	10373	-0.445963990792241	1.36923610453889	107.294865006194	-0.325702769094324
AMN|ENSG00000166126.11|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CDC42BPB|ENSG00000198752.11|chr14	44	37	25	45	42	1	0.867740130583891	0.955798325653715	11552	-0.151903870208763	0.912172972441549	30.4422689526919	-0.166529676714902
LBHD2|ENSG00000283071.1|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
EXOC3L4|ENSG00000205436.8|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TNFAIP2|ENSG00000185215.11|chr14	0	2	11	0	0	0	0.139689478983013	0.426851721701758	3750	-4.41688812786706	2.99055013240985	2.10029652646344	-1.47694836478392
EIF5|ENSG00000100664.11|chr14	783	841	525	1049	939	979	1.65709522968652e-06	0.000102116266250897	186	0.713655062355784	0.14894830885873	853.433885764147	4.79129348848567
MARK3|ENSG00000075413.19|chr14	238	252	198	155	40	123	0.0213126200166446	0.145162928686553	1682	-0.877637906398759	0.381183926695741	160.893546532223	-2.30240008807949
CKB|ENSG00000166165.14|chr14	3723	5216	3999	5701	5314	3884	3.56516305873119e-09	3.92922105569009e-07	104	0.426750284972351	0.0722913403980761	4560.94616670139	5.9032006132744
TRMT61A|ENSG00000166166.13|chr14	230	312	278	176	316	123	0.478309009523685	0.762060174600999	7690	-0.203505688569961	0.287021910520051	231.653249652245	-0.709024924965593
BAG5|ENSG00000166170.12|chr14	444	499	370	463	359	220	0.472809700941968	0.758817625043984	7636	-0.137319455897314	0.191275369191525	377.824020194698	-0.717914995943966
COA8|ENSG00000256053.9|chr14	117	156	129	68	59	90	0.0949999253962949	0.349156910275882	3118	-0.62018249568874	0.371457302910255	100.345367298117	-1.66959295410212
XRCC3|ENSG00000126215.14|chr14	16	16	16	11	10	0	0.41268122705069	0.712157817593347	7023	-1.0845749910119	1.32396933027448	10.7453204433628	-0.819184377018045
ZFYVE21|ENSG00000100711.14|chr14	296	253	421	260	172	79	0.0127486753558977	0.103929812894238	1406	-0.797680431211106	0.320261773535061	237.252130841885	-2.49071383826512
PPP1R13B|ENSG00000088808.18|chr14	18	42	17	13	0	42	0.96380862063411	0.989282181368186	12348	-0.0526910802061444	1.16124276854058	22.0845795459088	-0.0453747326860559
ATP5MJ|ENSG00000156411.10|chr14	1175	1196	959	799	740	604	0.000441497208189997	0.00980554389816942	516	-0.415746163406237	0.118313082433389	883.073776676512	-3.51394921724151
TDRD9|ENSG00000156414.20|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RD3L|ENSG00000227729.5|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ASPG|ENSG00000166183.16|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
KIF26A|ENSG00000066735.16|chr14	91	66	76	134	49	29	0.968872454006444	0.990365587967634	12393	-0.0200839652356296	0.514676607271475	71.1129270885791	-0.0390224948091257
TMEM179|ENSG00000258986.7|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
C14orf180|ENSG00000184601.11|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ADSS1|ENSG00000185100.11|chr14	0	29	0	1	3	0	0.297747105718029	0.610296142092454	5758	-2.48333775768607	2.3848968714725	4.44802076027913	-1.0412767895296
SIVA1|ENSG00000184990.13|chr14	1001	1120	715	647	671	657	0.0747332914178728	0.306035364855898	2799	-0.269274769414606	0.151099886777549	780.359929572146	-1.78209775769743
AKT1|ENSG00000142208.18|chr14	221	278	242	147	97	45	0.00016945163321558	0.00461343140122797	421	-1.18926338518039	0.316236205227567	161.017427703775	-3.76068067324735
ZBTB42|ENSG00000179627.10|chr14	1	44	27	0	0	0	0.000452689524911619	0.00995916954805561	521	-6.73091682125125	1.91911991156711	10.4064926593296	-3.50729351547134
CEP170B|ENSG00000099814.17|chr14	81	123	40	81	34	60	0.681064840724367	0.877686822762894	9722	-0.207516825587125	0.504894228270685	66.7251141409611	-0.411010492827164
PLD4|ENSG00000166428.14|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
AHNAK2|ENSG00000185567.7|chr14	2	0	0	0	8	0	0.503793258395054	0.779668143647824	7977	2.12145920481587	3.17330390493833	1.7012831556036	0.668533260087202
CLBA1|ENSG00000140104.14|chr14	0	29	12	46	0	0	0.933637055211321	0.979438763209973	12090	0.291892642080589	3.50538644552442	12.8596312457776	0.0832697468928907
CDCA4|ENSG00000170779.11|chr14	514	675	702	603	690	381	0.889690225061063	0.96349212629442	11732	0.024802273006104	0.178824466110138	580.203915466086	0.138696194908969
GPR132|ENSG00000183484.12|chr14	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
JAG2|ENSG00000184916.9|chr14	74	91	111	125	79	22	0.74085435321179	0.901059341593454	10338	-0.164495581265941	0.497382985793789	79.8051146246069	-0.330722171775574
NUDT14|ENSG00000183828.15|chr14	13	46	0	0	0	7	0.188509279657702	0.490142573813408	4411	-2.4863401487162	1.8907503002351	9.5575399995489	-1.31500185318339
BRF1|ENSG00000185024.18|chr14	20	31	19	17	10	6	0.353609476283808	0.659450374597614	6418	-0.887957788167497	0.957252499102852	16.0344561021029	-0.927610833087092
BTBD6|ENSG00000184887.14|chr14	365	436	371	335	218	101	0.0101750404187085	0.091185545957183	1279	-0.676764611525504	0.263350641873381	287.922210711783	-2.56982328469468
PACS2|ENSG00000179364.15|chr14	12	16	16	11	10	2	0.508398592612697	0.783050361399081	8016	-0.787990777814649	1.19151837914269	10.5262722856422	-0.661333296748321
TEX22|ENSG00000226174.7|chr14	5	0	18	4	0	0	0.260545734438101	0.57195796278858	5299	-2.58600177611045	2.29845946852743	4.42849385677331	-1.12510218758273
MTA1|ENSG00000182979.18|chr14	66	140	129	107	63	111	0.984972462209219	0.994759734863438	12535	0.00765642122753329	0.406492346335019	101.206434954749	0.0188353392051891
CRIP2|ENSG00000182809.11|chr14	24	11	20	3	25	21	0.930271858488752	0.977580470806449	12070	0.0917083155180718	1.04806147537795	17.8460636536931	0.087502801765517
TEDC1|ENSG00000185347.18|chr14	72	126	83	121	63	134	0.254803353666422	0.565784308262953	5220	0.460903834258028	0.404741926124983	99.6703303409532	1.13875979854803
TMEM121|ENSG00000184986.11|chr14	56	117	57	42	46	36	0.207635142529219	0.512593697493489	4651	-0.621364416274468	0.493109236152214	55.7697924223161	-1.26009486482761
GOLGA6L6|ENSG00000277322.1|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
POTEB2|ENSG00000230031.10|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
POTEB3|ENSG00000278522.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LINC02203|ENSG00000280709.2|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OR4M2B|ENSG00000182974.3|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OR4N4C|ENSG00000279408.3|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
POTEB|ENSG00000233917.9|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000285472|ENSG00000285472.1|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OR4M2|ENSG00000274102.3|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OR4N4|ENSG00000183706.6|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA6L22|ENSG00000277865.6|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NIPA1|ENSG00000170113.16|chr15	0	0	0	0	0	5	0.335140581773957	1	6201	3.64435403510998	3.78119072457127	1.05747027340595	0.963811217304621
NIPA2|ENSG00000140157.16|chr15	118	96	127	81	79	6	0.11207593625989	0.382876911530263	3355	-0.935997766089255	0.589073832777639	80.0425939636046	-1.58893115600769
CYFIP1|ENSG00000273749.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TUBGCP5|ENSG00000275835.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA6L1|ENSG00000273976.2|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000273756|ENSG00000273756.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8S|ENSG00000261739.3|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA6L2|ENSG00000174450.13|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MKRN3|ENSG00000179455.10|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MAGEL2|ENSG00000254585.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NDN|ENSG00000182636.8|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NPAP1|ENSG00000185823.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SNRPN|ENSG00000128739.23|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SNURF|ENSG00000273173.6|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
UBE3A|ENSG00000114062.22|chr15	467	635	389	523	438	391	0.533922632587647	0.798671459918744	8249	0.0980841667161326	0.157684170284891	461.429653609419	0.622029253405221
ATP10A|ENSG00000206190.13|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GABRB3|ENSG00000166206.15|chr15	128	177	82	64	56	101	0.230876813102042	0.538415062416195	4957	-0.49714552808998	0.414943801139092	98.1781392162152	-1.19810327742029
GABRA5|ENSG00000186297.12|chr15	3	0	14	0	0	0	0.0836425511991566	0.327428593526207	2928	-4.84294229753667	2.79949979069394	2.82314375777696	-1.72993129473898
GABRG3|ENSG00000182256.13|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OCA2|ENSG00000104044.16|chr15	0	4	0	0	0	0	0.542462265922943	1	8351	-2.42608222924029	3.98310116318624	0.520909891196597	-0.609093801499023
HERC2|ENSG00000128731.18|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA6L24P|ENSG00000237850.8|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8F|ENSG00000153684.16|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8G|ENSG00000183629.14|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA6L25P|ENSG00000227717.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8M|ENSG00000188626.7|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA6L7|ENSG00000261649.7|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
APBA2|ENSG00000034053.15|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
FAM189A1|ENSG00000104059.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NSMCE3|ENSG00000185115.6|chr15	0	0	9	0	0	0	0.266497068707732	1	5373	-3.93493069733191	3.5412639150569	1.50532492979875	-1.11116561536157
TJP1|ENSG00000104067.17|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8J|ENSG00000179938.13|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8T|ENSG00000261247.2|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CHRFAM7A|ENSG00000166664.15|chr15	6	10	6	11	4	20	0.421795811667364	0.72018823079567	7103	1.00588054447246	1.25217045432965	9.88096401060572	0.803309598141702
GOLGA8R|ENSG00000186399.11|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8Q|ENSG00000178115.12|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8H|ENSG00000261794.2|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MTMR10|ENSG00000166912.17|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TRPM1|ENSG00000134160.15|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
KLF13|ENSG00000169926.11|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OTUD7A|ENSG00000169918.10|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CHRNA7|ENSG00000175344.19|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8K|ENSG00000249931.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8O|ENSG00000206127.11|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA8N|ENSG00000232653.9|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ARHGAP11A-SCG5|ENSG00000288864.1|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ARHGAP11A|ENSG00000198826.11|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SCG5|ENSG00000166922.9|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GREM1|ENSG00000166923.12|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
FMN1|ENSG00000248905.10|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RYR3|ENSG00000198838.14|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
AVEN|ENSG00000169857.9|chr15	61	43	35	61	18	38	0.939181522789084	0.982553199667026	12121	-0.0483647302401921	0.633887342834111	41.7705507902275	-0.0762986211776265
CHRM5|ENSG00000184984.10|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
EMC7|ENSG00000134153.10|chr15	720	799	552	563	494	585	0.628047617853878	0.851671481633651	9215	-0.0809525021441276	0.167092673827997	607.503548499195	-0.484476669680078
PGBD4|ENSG00000182405.6|chr15	20	48	14	18	48	33	0.433265167626029	0.729580359108382	7201	0.602287324676058	0.768599589366022	29.8324545090401	0.783616505927168
KATNBL1|ENSG00000134152.11|chr15	57	52	54	14	0	7	0.00245191515543086	0.0349125014815752	804	-2.77491626744181	0.916051795455724	28.5867986746764	-3.02921328379835
EMC4|ENSG00000128463.13|chr15	351	458	253	374	242	217	0.560148417428646	0.813577501118286	8549	-0.124656079740322	0.213957383134877	303.476873142252	-0.582621071139856
SLC12A6|ENSG00000140199.13|chr15	12	42	24	36	34	3	0.930390378521883	0.977580470806449	12072	0.0821528506331585	0.940462280455281	23.4481589493161	0.0873536901377778
NOP10|ENSG00000182117.7|chr15	1145	1213	805	720	665	578	0.000676813242851553	0.0136098831395868	570	-0.455302125000494	0.133959531733393	824.123610974709	-3.39880349766106
NUTM1|ENSG00000184507.16|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LPCAT4|ENSG00000176454.15|chr15	6	23	43	4	1	8	0.0767042515104241	0.310665770605117	2830	-2.18954802008131	1.23693674715348	13.6301785014616	-1.77013741819866
GOLGA8A|ENSG00000175265.19|chr15	9	16	7	2	5	1	0.246483916540184	0.556785492972473	5121	-1.7601588467937	1.51877667856154	6.08083846958651	-1.15893196915611
GOLGA8B|ENSG00000215252.12|chr15	0	0	8	20	4	0	0.496245993749419	0.773272751607735	7924	1.51344161242932	2.22431399838916	5.104692431907	0.680408257793345
GJD2|ENSG00000159248.5|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ACTC1|ENSG00000159251.8|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
AQR|ENSG00000021776.11|chr15	129	101	94	78	37	80	0.258846373312171	0.570118587798636	5273	-0.493568931657674	0.437126309799145	84.8825010025737	-1.12912199653337
ZNF770|ENSG00000198146.4|chr15	346	533	341	296	226	197	0.0061486897515941	0.0662273538399002	1064	-0.528876007836545	0.193038416853457	308.171385842727	-2.7397448469443
NANOGP8|ENSG00000255192.6|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
DPH6|ENSG00000134146.12|chr15	11	41	7	26	0	22	0.963828503788108	0.989282181368186	12349	0.0568140917136743	1.25279731674503	16.9280449125554	0.0453497871956547
CDIN1|ENSG00000186073.14|chr15	108	62	34	38	25	0	0.0660339779127685	0.2832640175285	2672	-1.60073326853117	0.870818956385609	41.2545310884203	-1.8381929524997
MEIS2|ENSG00000134138.21|chr15	171	259	210	185	285	64	0.832396646213902	0.939251118307873	11147	-0.0757774720850414	0.358067878164057	187.465338323953	-0.211628790813574
TMCO5A|ENSG00000166069.14|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPRED1|ENSG00000166068.13|chr15	43	93	104	23	24	9	0.00171553808243389	0.0263939563769896	745	-1.91642168405763	0.611198762956776	45.9901195693342	-3.13551302817863
FAM98B|ENSG00000171262.11|chr15	230	333	252	224	232	187	0.624223950261709	0.849590844607129	9183	-0.104411390218312	0.213139823012762	236.465730844974	-0.489872745235699
RASGRP1|ENSG00000172575.14|chr15	14	15	14	0	27	0	0.76176582679207	0.911225204204832	10501	-0.486244722572958	1.60390649895197	11.200550033702	-0.303162760978075
THBS1|ENSG00000137801.11|chr15	5	0	0	0	2	2	0.980847756368625	1	12497	-0.0698211635301237	2.9084779378964	1.57059969873164	-0.0240060832576309
FSIP1|ENSG00000150667.8|chr15	2	0	5	0	0	0	0.289527557541455	1	5670.5	-3.55423219610836	3.35571292908859	1.15730976120747	-1.05915859646364
GPR176|ENSG00000166073.11|chr15	5	18	57	75	28	12	0.520313147188193	0.790132719593932	8133	0.585360311070718	0.910552509850101	31.5860705703111	0.642862772589669
EIF2AK4|ENSG00000128829.12|chr15	39	40	61	40	18	17	0.26709374376469	0.578938822055762	5382	-0.746403038032444	0.672568336435293	34.5256922359907	-1.10978022246555
SRP14|ENSG00000140319.11|chr15	661	863	596	456	687	366	0.156917907020112	0.452248692548282	3977	-0.258143328242177	0.182367229057122	584.249894580529	-1.41551379366147
BMF|ENSG00000104081.14|chr15	2	62	21	1	29	27	0.904278786114906	0.970207667620446	11835	-0.14116764527526	1.1738733690927	22.7751711304836	-0.120257984372173
BUB1B|ENSG00000156970.13|chr15	98	123	163	78	78	118	0.556054515929638	0.811187076694096	8497	-0.231518209796797	0.393262286071283	109.423181112006	-0.588711956362966
PAK6|ENSG00000137843.12|chr15	0	5	0	0	8	0	0.724467544618316	0.895679753685162	10176.5	1.06528988761857	3.02214729376083	2.03140238605785	0.352494363798165
PLCB2|ENSG00000137841.12|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ANKRD63|ENSG00000230778.2|chr15	2	17	28	0	21	30	0.728875024109807	0.897564814224453	10214	0.460853948374466	1.32955620865957	17.1861356094052	0.346622388262237
INAFM2|ENSG00000259330.3|chr15	381	353	248	338	344	253	0.462327771024781	0.750151451212564	7543	0.15005406083167	0.204149838232966	313.456445903714	0.735019249245915
CCDC9B|ENSG00000188549.13|chr15	2	2	0	0	0	0	0.494374174906791	1	7894.5	-2.57222731195261	3.76404273589158	0.581473079139792	-0.683368253879118
PHGR1|ENSG00000233041.8|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
DISP2|ENSG00000140323.6|chr15	15	21	0	0	22	0	0.822006433989101	0.936711499193402	11045	-0.437905277992319	1.94654771633526	8.93814174101412	-0.224965087841133
KNSTRN|ENSG00000128944.14|chr15	399	463	292	326	251	288	0.402010682259728	0.704133013456755	6899	-0.168987069796116	0.201646636383131	327.540812479358	-0.838035649030306
IVD|ENSG00000128928.10|chr15	231	294	196	201	169	211	0.834369114671329	0.939363476488972	11169	-0.0515006865320715	0.246295323209723	212.849205192226	-0.209101357918267
BAHD1|ENSG00000140320.12|chr15	243	359	256	261	198	170	0.297958976783781	0.610296142092454	5761	-0.221588518992006	0.212897969205253	238.837283670289	-1.04082025685447
CHST14|ENSG00000169105.8|chr15	397	400	374	292	295	194	0.047748505429948	0.238784192512244	2292	-0.379655476844146	0.1917839452639	315.211624096264	-1.97959988945753
CCDC32|ENSG00000128891.17|chr15	49	42	53	27	96	55	0.349439307309865	0.65531304652907	6379	0.542941011861269	0.580265173359614	54.5478086322249	0.935677405414068
RPUSD2|ENSG00000166133.18|chr15	288	323	138	222	230	169	0.926164209647746	0.975886575747607	12041	-0.0251873706031451	0.271790764603588	220.945924307463	-0.0926719148823226
KNL1|ENSG00000137812.21|chr15	14	68	5	12	11	4	0.213344191973711	0.517863432529155	4740	-1.3781125467021	1.10743160370635	16.528623326825	-1.24442226688297
RAD51|ENSG00000051180.17|chr15	112	104	47	136	113	112	0.0628512872907861	0.275819662698179	2610	0.700573891089828	0.376603619162615	103.485546063367	1.86024205674807
RMDN3|ENSG00000137824.16|chr15	166	180	194	215	87	127	0.670356263234503	0.87077120977469	9630	-0.137010698333955	0.321878930440358	157.475995554229	-0.425659107747479
GCHFR|ENSG00000137880.6|chr15	47	50	37	44	17	0	0.276198026712198	0.588107334604349	5486	-1.04845884358583	0.962860622560561	29.9452062913356	-1.08889990827295
DNAJC17|ENSG00000104129.10|chr15	25	13	17	7	7	18	0.637439582782588	0.855141912202016	9310	-0.498710975806744	1.05820144662837	14.6404728891013	-0.471281699146917
C15orf62|ENSG00000188277.10|chr15	0	4	0	0	1	0	0.694285408345675	1	9842	-1.46677233110391	3.73180705128965	0.69344301895436	-0.393046133131941
ZFYVE19|ENSG00000166140.17|chr15	12	3	49	19	9	40	0.778581594289681	0.918646896067451	10691	0.299334427089233	1.06461081027404	23.4476781586203	0.281167938743908
PPP1R14D|ENSG00000166143.10|chr15	0	3	0	0	0	0	0.614946421495403	1	9082	-2.0160504359983	4.00785025437837	0.390682418397447	-0.503025389682628
SPINT1|ENSG00000166145.15|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RHOV|ENSG00000104140.7|chr15	127	150	175	103	160	27	0.276098982373513	0.588005673720775	5485	-0.487236171508677	0.447364985940426	118.348559866244	-1.08912451090564
VPS18|ENSG00000104142.11|chr15	66	48	58	34	14	9	0.0314554814219253	0.183550166023928	1964	-1.46164886742639	0.679437690589279	36.0944489011308	-2.15126256266222
DLL4|ENSG00000128917.8|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CHAC1|ENSG00000128965.13|chr15	65	60	74	1231	1278	663	7.95337698239276e-92	8.28741881565326e-89	11	4.17907139103536	0.205626585501665	580.699912962924	20.3235947377122
INO80|ENSG00000128908.19|chr15	74	32	7	63	56	58	0.206860715466888	0.511330067000533	4646	0.876760201941594	0.694603936801471	48.8352226226069	1.26224479230412
EXD1|ENSG00000178997.12|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CHP1|ENSG00000187446.12|chr15	63	73	70	24	65	65	0.80317305695588	0.93074204618626	10873	-0.134707490459998	0.540467160069952	59.980318346683	-0.249242693011288
ENSG00000285920|ENSG00000285920.2|chr15	283	370	282	327	198	179	0.355848077569145	0.661380033257263	6441	-0.200523070185442	0.217179571822309	263.094739442718	-0.923305394254599
OIP5|ENSG00000104147.9|chr15	205	257	208	154	139	40	0.0155434475389979	0.117441658333549	1517	-0.842327084596124	0.348146316068239	157.293416391766	-2.4194628686837
NUSAP1|ENSG00000137804.14|chr15	283	370	282	335	198	179	0.397238175709851	0.698978196190713	6866	-0.185924713285377	0.219622744238215	264.325336769362	-0.846564020180498
NDUFAF1|ENSG00000137806.10|chr15	99	107	79	116	191	42	0.276012492485271	0.588005673720775	5483	0.475153157455806	0.436192172192822	102.718383851618	1.08932068878522
RTF1|ENSG00000137815.15|chr15	129	158	98	128	79	161	0.54950866750787	0.808378280948678	8428	0.218422390882632	0.364951802743144	125.043143340786	0.598496539107
ITPKA|ENSG00000137825.11|chr15	24	32	14	42	4	4	0.733112771240656	0.898229672256589	10266	-0.363708978998271	1.06663342861798	18.3578579841731	-0.340987793219197
LTK|ENSG00000062524.16|chr15	5	4	0	0	0	0	0.246992541291608	1	5129	-3.75629473878927	3.24466000065652	1.32345522505033	-1.15768516209071
RPAP1|ENSG00000103932.12|chr15	39	76	13	37	16	46	0.977254521621903	0.992494358216397	12470	-0.0212887049957798	0.746681506255113	36.5122689639142	-0.0285110918342556
TYRO3|ENSG00000092445.12|chr15	36	47	76	11	60	65	0.92692095419556	0.97596619299922	12049	0.0632872854486758	0.690009530097142	50.4018229097086	0.091719436744252
MGA|ENSG00000174197.18|chr15	55	28	13	34	51	40	0.375896167099672	0.678935056302623	6655	0.617588576569903	0.697459526746972	37.13771648383	0.88548303218454
MAPKBP1|ENSG00000137802.14|chr15	8	7	13	23	26	0	0.5078350412654	0.782702641494566	8009	0.886650308139648	1.33892111939133	12.3938517114953	0.662212504753615
JMJD7|ENSG00000243789.11|chr15	3	12	10	6	7	0	0.634772144489455	0.853561511043892	9290	-0.789597201624841	1.66223709317618	5.84752001852143	-0.475020804713297
JMJD7-PLA2G4B|ENSG00000168970.22|chr15	0	3	2	0	0	9	0.600637506677111	0.836418013278735	8932.5	1.37030233968375	2.6176586690059	2.62864556159455	0.523483965235296
PLA2G4B|ENSG00000243708.11|chr15	0	3	2	0	0	9	0.600637506677111	0.836418013278735	8932.5	1.37030233968375	2.6176586690059	2.62864556159455	0.523483965235296
SPTBN5|ENSG00000137877.10|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
EHD4|ENSG00000103966.11|chr15	75	96	43	43	68	52	0.808072766473196	0.933397769029395	10905	-0.11806472155822	0.486036992282713	61.0765295561138	-0.242913036317913
PLA2G4E|ENSG00000188089.14|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PLA2G4D|ENSG00000159337.7|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PLA2G4F|ENSG00000168907.13|chr15	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
VPS39|ENSG00000166887.16|chr15	18	33	22	42	48	1	0.633363139808635	0.853393673807648	9269	0.465546837516155	0.975992102786223	25.8200731179113	0.476998570159667
