rownames(tcReadCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
VSIG10|ENSG00000176834.14|chr12	38	23	18	31	15	16	0.457289252637166	1	7244	-0.43259756282771	0.581981919154407	23.1905211160142	-0.743317873957758
PEBP1|ENSG00000089220.5|chr12	1271	1119	1215	1254	1188	1127	0.208901392065967	0.540125831024403	4270	-0.105664105121768	0.0840878345914027	1188.77031739796	-1.25659205799754
TAOK3|ENSG00000135090.14|chr12	180	93	121	83	127	122	0.275848360297737	0.613626863512749	5097	-0.316011916585782	0.29000084429398	120.132054144764	-1.08969309160161
SUDS3|ENSG00000111707.12|chr12	135	53	73	71	21	100	0.290860800566416	0.629099764010125	5290	-0.491293161053695	0.465136164208914	75.0212767814827	-1.05623513899262
SRRM4|ENSG00000139767.10|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HSPB8|ENSG00000152137.8|chr12	23	6	16	27	22	17	0.472166848050507	1	7392	0.476281737786576	0.662461216637419	18.0803925539075	0.718957919082614
CCDC60|ENSG00000183273.7|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMEM233|ENSG00000224982.4|chr12	3	0	0	5	0	2	0.621917236213909	1	9290	1.20000952652291	2.43343028704953	1.58754776782988	0.49313495147539
PRKAB1|ENSG00000111725.11|chr12	214	212	215	363	366	316	0.000185152790697994	0.00471033017968133	348	0.610516367345249	0.163307023998744	277.313654908088	3.73845749188317
CIT|ENSG00000122966.17|chr12	166	79	96	117	111	107	0.733264644478121	0.911000731556371	10589	-0.0978758251162061	0.287206069206265	111.174626876904	-0.340786061334637
BICDL1|ENSG00000135127.12|chr12	35	14	21	21	19	21	0.64784158232839	1	9611	-0.267193762932053	0.584972751652254	21.5726786420602	-0.456762750362927
RAB35|ENSG00000111737.12|chr12	370	290	279	374	296	233	0.405824771693424	0.724777527044521	6644	-0.148893095713793	0.179116597946857	303.871272139013	-0.83126353124443
GCN1|ENSG00000089154.11|chr12	208	197	186	179	161	165	0.106883352789091	0.397908760531126	2808	-0.317602297382683	0.196979614903619	182.122617034941	-1.61236124630502
RPLP0|ENSG00000089157.16|chr12	721	621	517	744	896	718	0.0424545330856114	0.242446502424768	1712	0.256209554221105	0.126271511143656	694.958721782709	2.02903688964031
PXN|ENSG00000089159.17|chr12	125	113	123	73	120	52	0.0347817667447557	0.216172148585996	1549	-0.658507523855647	0.31195728814242	100.814188569118	-2.11089001246547
SIRT4|ENSG00000089163.4|chr12	11	2	4	11	2	5	0.985896971613618	1	13497	0.0207366069204577	1.17312086958783	5.67276917914446	0.0176764453331594
PLA2G1B|ENSG00000170890.14|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
COX6A1|ENSG00000111775.3|chr12	697	526	518	600	506	451	0.0609754336976332	0.297080756251003	2056	-0.249126080941224	0.132961305311929	545.199464873081	-1.87367355003601
ENSG00000111780|ENSG00000111780.8|chr12	4	5	1	11	2	0	0.871973972349254	1	12238	0.249011393288944	1.54519929247344	3.72001338719482	0.161151635586336
TRIAP1|ENSG00000170855.4|chr12	1275	993	1066	1158	882	953	0.0228217138781692	0.162964218740511	1328	-0.243463748585177	0.106950928799615	1047.87297501529	-2.27640611743854
GATC|ENSG00000257218.6|chr12	892	594	603	600	592	599	0.0238468766315556	0.167948220732005	1346	-0.300721919450302	0.133087099419574	641.98406428776	-2.2595872985573
SRSF9|ENSG00000111786.9|chr12	1211	1107	1072	970	985	928	0.000232864529294452	0.0056759102866575	365	-0.323597729918832	0.0879245082249721	1042.13148927884	-3.68040420642267
DYNLL1|ENSG00000088986.11|chr12	1565	1199	1203	1038	1174	1025	9.99594423064141e-05	0.00278672873343696	315	-0.377868052252298	0.0971210818400378	1194.72021744365	-3.89069031247677
COQ5|ENSG00000110871.15|chr12	71	60	71	111	69	100	0.226740020271318	0.561894751062855	4487	0.382206296195621	0.316186769211341	79.5319930778514	1.20879914472371
RNF10|ENSG00000022840.17|chr12	244	214	223	207	190	207	0.155419009105047	0.472837641407497	3521	-0.261209774570158	0.183866592245617	213.438132969732	-1.42064836999438
POP5|ENSG00000167272.11|chr12	132	156	158	199	216	115	0.578427943194107	0.836348340068232	8773	0.140411982300526	0.252683844038217	161.111532393879	0.555682468877153
CABP1|ENSG00000157782.10|chr12	6	1	0	1	0	0	0.316482460136098	1	5598	-2.71983407053532	2.71518427468434	1.28527569183172	-1.00171251575605
MLEC|ENSG00000110917.8|chr12	842	736	772	1022	961	936	0.0186418198263084	0.144209680677631	1219	0.222772756901275	0.0946914643697036	869.922843014427	2.35261708522644
UNC119B|ENSG00000175970.11|chr12	266	282	265	219	276	228	0.143014674750586	0.458254117676302	3321	-0.262872436420405	0.179477199593914	255.503743603249	-1.46465644112557
ACADS|ENSG00000122971.9|chr12	15	9	2	15	2	30	0.397149432118866	1	6542	0.821469925199852	0.970175305201702	12.0574741520569	0.846723185794825
SPPL3|ENSG00000157837.16|chr12	464	347	280	349	293	309	0.106933072912844	0.397908760531126	2809	-0.279392698441311	0.173306269195823	337.680736489749	-1.61213266973983
HNF1A|ENSG00000135100.19|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
C12orf43|ENSG00000157895.11|chr12	376	235	251	297	362	326	0.525771328946168	0.807375746751036	8084	0.115446397042894	0.181955984168232	304.355892663513	0.634474307457536
OASL|ENSG00000135114.14|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
P2RX7|ENSG00000089041.17|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
P2RX4|ENSG00000135124.16|chr12	23	14	28	16	28	11	0.590827097343485	1	8906	-0.338681249411201	0.629943097311324	19.8617369622813	-0.537637845158927
CAMKK2|ENSG00000110931.19|chr12	323	185	182	232	282	349	0.258212512064585	0.593405946872681	4904	0.258333128908252	0.228486797617032	256.026723705636	1.13062606506152
ANAPC5|ENSG00000089053.13|chr12	383	398	329	399	326	303	0.187976919540737	0.5176132520548	3969	-0.206280836798276	0.15667840643543	354.516092174399	-1.31658753424511
RNF34|ENSG00000170633.17|chr12	271	179	190	275	187	181	0.710067600443486	0.899562380200046	10342	-0.0798799052032709	0.214866489457124	211.271301466812	-0.371765301351054
KDM2B|ENSG00000089094.20|chr12	217	217	245	244	237	224	0.821918857163732	0.943692624685622	11626	-0.040870767801417	0.181585178977501	229.606879228202	-0.225077663450061
ORAI1|ENSG00000276045.4|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMEM120B|ENSG00000188735.13|chr12	126	93	81	82	110	95	0.614555785222604	0.856237231654549	9139	-0.143473892000294	0.284907228362293	97.0753064130321	-0.503581087868541
RHOF|ENSG00000139725.8|chr12	9	8	12	2	8	0	0.161438574915245	1	3603	-1.65190636500083	1.17972275450648	6.55128188526983	-1.40024964229149
SETD1B|ENSG00000139718.12|chr12	590	469	485	449	427	500	0.0695026603558163	0.317766484553608	2224	-0.24872152515749	0.137026212642747	484.687470928145	-1.8151382889488
HPD|ENSG00000158104.11|chr12	0	0	1	0	0	0	0.796339065306535	1	11281	-1.05312069398729	4.0804728567969	0.176714799248963	-0.258087905727174
PSMD9|ENSG00000110801.14|chr12	202	193	217	218	332	228	0.222356685257519	0.557940560934798	4413	0.252131776085181	0.206617047689324	229.679652676235	1.22028544548896
CFAP251|ENSG00000158023.10|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
BCL7A|ENSG00000110987.9|chr12	0	0	0	1	4	0	0.374701960645963	1	6280	3.06198424349415	3.44934443594062	0.787146780346961	0.887700344329098
MLXIP|ENSG00000175727.14|chr12	227	203	189	166	140	186	0.0476408462223357	0.257887111746961	1819	-0.415409851092589	0.209743829709844	184.967298242962	-1.98055814880114
LRRC43|ENSG00000158113.13|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
IL31|ENSG00000204671.2|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
B3GNT4|ENSG00000176383.9|chr12	17	15	14	10	7	18	0.526365389527826	1	8092	-0.466153751086021	0.735764244765827	13.5515705625978	-0.633564017825281
DIABLO|ENSG00000184047.20|chr12	323	269	275	315	382	285	0.583448420566517	0.838466883706099	8828	0.0897237941943583	0.16362366382014	305.252266813575	0.548354633428727
VPS33A|ENSG00000139719.11|chr12	129	97	187	130	161	162	0.873874765196393	0.963304208715414	12261	0.0433675671520703	0.273201012856365	143.831632031734	0.158738676327202
CLIP1|ENSG00000130779.22|chr12	165	147	163	178	132	224	0.721992149434448	0.906359300239533	10458	0.0866039657027	0.243407956204411	167.563729495909	0.355797596155694
ZCCHC8|ENSG00000033030.15|chr12	116	163	147	330	347	235	5.59033052304894e-06	0.000218749884054372	224	0.99067983090987	0.218148026707181	219.169158966868	4.54131924025907
RSRC2|ENSG00000111011.18|chr12	623	441	578	679	798	681	0.0189754551341866	0.145406005470844	1229	0.308137738790593	0.131345292348076	626.242607305937	2.34601281311249
KNTC1|ENSG00000184445.12|chr12	59	58	59	91	58	33	0.876579771314142	0.965056154994601	12282	-0.061101076075291	0.39342278585322	58.9681486743886	-0.15530639879635
HCAR2|ENSG00000182782.8|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HCAR3|ENSG00000255398.3|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HCAR1|ENSG00000196917.6|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
DENR|ENSG00000139726.11|chr12	529	452	413	510	459	382	0.320067498963939	0.655723206823215	5635	-0.136608413035555	0.137388894067952	453.741783415414	-0.994319183965403
HIP1R|ENSG00000130787.14|chr12	29	5	8	7	3	7	0.158510714295452	1	3572	-1.34176219821122	0.951538184125105	9.65089088259253	-1.41009811334572
VPS37B|ENSG00000139722.7|chr12	109	78	57	80	86	104	0.815215380065306	0.941575434055761	11562	0.074243900106787	0.317684527204067	84.8785714743096	0.233703229931296
ABCB9|ENSG00000150967.19|chr12	31	31	30	47	35	49	0.337225844431672	0.671852499915974	5822	0.421227241601706	0.43893336309027	36.8546719213279	0.959661026074879
OGFOD2|ENSG00000111325.16|chr12	92	73	81	85	43	55	0.128640701819635	0.435467417605676	3126	-0.519322299953127	0.341775422159974	71.1988391965755	-1.51948404209724
ARL6IP4|ENSG00000182196.14|chr12	103	76	78	104	107	141	0.182742754704229	0.510458067819607	3896	0.377562379195414	0.283379191588045	100.57881230362	1.33235745743917
PITPNM2|ENSG00000090975.14|chr12	2	3	0	11	0	13	0.155434792341953	1	3522	2.19161760471714	1.54274721555798	4.75513594942881	1.42059410810506
MPHOSPH9|ENSG00000051825.15|chr12	354	313	317	404	358	319	0.771560907690076	0.927086436559027	10980	0.0429522047965068	0.147940782386528	341.164730504477	0.290333768036218
MTRFR|ENSG00000130921.9|chr12	210	190	276	264	270	265	0.452893485658421	0.757658848898655	7198	0.146936782242895	0.195759130321247	244.41057658507	0.75059989284672
CDK2AP1|ENSG00000111328.7|chr12	618	589	495	581	432	486	0.048038957027357	0.259077836230357	1827	-0.273804281279929	0.138493174496952	531.133106162452	-1.977023649537
SBNO1|ENSG00000139697.14|chr12	354	340	356	203	229	205	7.58576602809515e-07	3.65709361111372e-05	182	-0.813068244088804	0.164397906945621	282.101905570137	-4.94573355096149
KMT5A|ENSG00000183955.14|chr12	261	214	219	265	210	195	0.443068439586176	0.750857425621246	7071	-0.142192080616718	0.185382012431048	225.521051211835	-0.767021992867864
RILPL2|ENSG00000150977.11|chr12	68	53	69	66	78	94	0.46121910342174	0.764271109912207	7278	0.243536493870729	0.330514350636467	70.9067444162881	0.736840906912979
SNRNP35|ENSG00000184209.15|chr12	60	44	42	47	54	50	0.930376316651636	0.978481829468744	12878	-0.0329786895100948	0.377454138395238	49.0728232992302	-0.0873713814618779
RILPL1|ENSG00000188026.13|chr12	67	72	36	37	15	28	0.0095565238426116	0.0935917250848809	949	-1.21793272373131	0.469976483202964	42.6808178284189	-2.59147588711441
TMED2|ENSG00000086598.11|chr12	423	289	294	476	501	498	0.00186507604460005	0.0290100776562925	582	0.472535882852172	0.151896030357064	407.83662436743	3.1109166035569
DDX55|ENSG00000111364.16|chr12	143	121	169	179	245	171	0.116960986526664	0.417296235157794	2951	0.363869732191843	0.232110415782311	169.538036782185	1.56765792248248
EIF2B1|ENSG00000111361.13|chr12	260	150	219	215	336	211	0.399923064361857	0.721018318103628	6570	0.193130401238962	0.229436789658618	228.851484758696	0.8417586452736
GTF2H3|ENSG00000111358.14|chr12	440	316	356	512	616	577	0.000213106440095516	0.005267894607007	359	0.534697647575045	0.144397728680391	463.446167030012	3.70295054126885
TCTN2|ENSG00000168778.13|chr12	60	50	43	43	33	46	0.304755292178654	0.642652170021975	5460	-0.408195533382904	0.397739290454726	45.7034537741908	-1.02628918786531
ATP6V0A2|ENSG00000185344.15|chr12	189	125	139	159	164	177	0.776186204734771	0.928845666060133	11026	0.0639204240558089	0.224840316519593	157.366756216891	0.284292537233814
DNAH10|ENSG00000197653.16|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CCDC92|ENSG00000119242.9|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ZNF664|ENSG00000179195.16|chr12	475	412	502	420	414	404	0.0608475359496524	0.296955032828113	2053	-0.257203500541027	0.13720434445315	436.463200773605	-1.87460172318999
RFLNA|ENSG00000178882.15|chr12	4	0	6	4	0	0	0.493969758745821	1	7690	-1.44434306963874	2.11158624060296	2.31317670205556	-0.684008562788471
NCOR2|ENSG00000196498.14|chr12	91	67	90	73	75	84	0.552866177800473	0.823120673517647	8456	-0.180359112454116	0.303905666663146	79.6799367505579	-0.593470712258977
SCARB1|ENSG00000073060.17|chr12	274	259	242	241	207	205	0.0526715165936345	0.272680218596483	1916	-0.339061277954636	0.174989948518492	237.192862833524	-1.93760430713428
UBC|ENSG00000150991.16|chr12	3963	2877	3088	4524	4455	4252	3.55897854288408e-06	0.000143776142431511	217	0.330728199641131	0.0713452327326973	3812.23649871756	4.63560334690112
DHX37|ENSG00000150990.9|chr12	119	130	105	80	96	127	0.279504064923284	0.616961730497238	5146	-0.307453065073827	0.284301251706343	109.708562620596	-1.0814340887651
BRI3BP|ENSG00000184992.13|chr12	790	628	561	559	557	437	0.000820418791997443	0.0152969538012173	483	-0.437951531925034	0.130895423312152	585.124598325449	-3.34581241148998
AACS|ENSG00000081760.17|chr12	58	21	41	30	120	57	0.150523873879423	0.466787791615716	3442	0.716980021606417	0.498705046307701	53.4709208098575	1.43768351035301
TMEM132B|ENSG00000139364.11|chr12	2	0	0	0	0	0	0.646561790382023	1	9569.5	-1.85550178483911	4.0465092261881	0.317420579867217	-0.458543816687904
TMEM132C|ENSG00000181234.10|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SLC15A4|ENSG00000139370.12|chr12	325	265	292	292	287	232	0.193971186647951	0.525109513079535	4053	-0.212774763470574	0.163808909473288	280.301228341258	-1.29892057858593
GLT1D1|ENSG00000151948.12|chr12	0	0	0	0	0	1	0.831080014846296	1	11784.5	0.870432657655199	4.0804728567969	0.169429232247439	0.213316615059773
TMEM132D|ENSG00000151952.16|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FZD10|ENSG00000111432.5|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PIWIL1|ENSG00000125207.7|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RIMBP2|ENSG00000060709.16|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RAN|ENSG00000132341.12|chr12	4476	3927	4330	4189	4565	4020	0.1621036412995	0.483556707834339	3615	-0.086130249473876	0.0616082372094125	4226.89050506701	-1.39803138955446
ADGRD1|ENSG00000111452.13|chr12	0	0	0	0	0	5	0.391552113493521	1	6471.5	3.16077423780511	3.68901976235519	0.847146161237196	0.85680599222032
SFSWAP|ENSG00000061936.10|chr12	232	199	217	233	323	275	0.149521392181902	0.465142127693146	3432	0.271718052128661	0.188532830514412	244.369395222924	1.4412240636672
MMP17|ENSG00000198598.7|chr12	0	0	3	0	5	0	0.837479314235097	1	11912	0.586698175244975	2.86028485186192	1.32093826479705	0.205118792578669
ULK1|ENSG00000177169.10|chr12	240	177	164	189	196	151	0.33121391545665	0.666474876765644	5761	-0.202533774565305	0.208438489086071	184.45224010383	-0.971671668957797
PUS1|ENSG00000177192.14|chr12	792	584	687	778	735	782	0.546585818843361	0.820179036351902	8379	0.0694925972889426	0.115266933683977	720.297390108812	0.602884062826447
EP400|ENSG00000183495.15|chr12	137	97	90	68	89	102	0.181062705480596	0.509088965671606	3870	-0.396099665375896	0.29615147039172	96.8270686278611	-1.33749011899881
DDX51|ENSG00000185163.10|chr12	2	1	1	0	0	5	0.891493158458686	1	12451	0.316670033718886	2.32137128641883	1.51978380587661	0.136415073095615
NOC4L|ENSG00000184967.7|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
GALNT9|ENSG00000182870.13|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FBRSL1|ENSG00000112787.14|chr12	328	302	268	296	220	223	0.0330846665768654	0.209352284662601	1520	-0.373506212917034	0.175268273411263	271.637333691571	-2.13105432972806
LRCOL1|ENSG00000204583.10|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
P2RX2|ENSG00000187848.15|chr12	0	0	0	0	0	5	0.391552113493521	1	6471.5	3.16077423780511	3.68901976235519	0.847146161237196	0.85680599222032
POLE|ENSG00000177084.19|chr12	116	80	125	107	148	155	0.326195726552867	0.660484957548869	5711	0.271743302606871	0.276779188790777	120.981704720947	0.981805401605853
PXMP2|ENSG00000176894.10|chr12	123	57	65	90	107	104	0.473932533265237	0.773141762062527	7438	0.230093708744866	0.321317180945841	89.632137460063	0.716095255372132
PGAM5|ENSG00000247077.7|chr12	276	226	294	238	237	208	0.0804929848468986	0.34254543861246	2410	-0.313319150057629	0.179261512345422	245.598394050994	-1.7478327944366
ANKLE2|ENSG00000176915.15|chr12	313	246	258	186	190	275	0.0526426860573729	0.272680218596483	1914	-0.403654629549767	0.208301267017989	244.562675817591	-1.93784049097938
GOLGA3|ENSG00000090615.16|chr12	266	200	237	274	271	251	0.595935929252321	0.845688228761709	8959	0.0917363292752527	0.173004546285958	247.522764694889	0.530253864679501
CHFR|ENSG00000072609.18|chr12	65	54	37	87	45	55	0.656978895099182	0.876976876034184	9730	0.172928860542095	0.389402155670863	56.372008076706	0.444088092538094
ZNF605|ENSG00000196458.11|chr12	131	75	74	96	133	80	0.839187647763298	0.950389541126871	11925	0.0627169204437026	0.309052831046186	96.678190407154	0.202932683811364
ZNF26|ENSG00000198393.8|chr12	97	85	78	157	162	101	0.026704524918513	0.181482620279552	1401	0.595863185387057	0.268914399363899	111.343753596844	2.21580988893319
ZNF84|ENSG00000198040.11|chr12	134	89	163	114	109	90	0.155479075816462	0.472837641407497	3523	-0.396045898725546	0.278818797545782	116.060662248795	-1.42044188631333
ZNF140|ENSG00000196387.10|chr12	90	68	73	111	129	122	0.0381545034802644	0.227260202982108	1622	0.5645410620515	0.272305373626846	97.5459058233193	2.07319104479047
ZNF891|ENSG00000214029.6|chr12	123	121	115	148	142	123	0.644654225396704	0.870916979534237	9523	0.107837514087254	0.233818781341489	127.608412727047	0.46120124939732
ZNF10|ENSG00000256223.6|chr12	76	23	52	63	97	49	0.359623061067788	0.689289830706787	6113	0.393705248877845	0.429770011088169	58.7343733663629	0.916083576611108
ENSG00000256825|ENSG00000256825.4|chr12	0	2	0	4	1	0	0.683388860863792	1	10065	1.14095327113793	2.79752983601988	1.13321005128384	0.407843110892858
ZNF268|ENSG00000090612.22|chr12	208	156	169	275	365	236	0.00178036070828101	0.0277556039746088	579	0.627513306502534	0.200828804486788	230.926859750327	3.12461804523571
ANHX|ENSG00000227059.7|chr12	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TUBA3C|ENSG00000198033.12|chr13	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TPTE2|ENSG00000132958.19|chr13	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
MPHOSPH8|ENSG00000196199.14|chr13	202	144	172	167	157	157	0.363014064693593	0.691867724556911	6161	-0.192021975168155	0.211097404228353	165.393518841021	-0.909636837411967
PSPC1|ENSG00000121390.19|chr13	105	69	78	106	125	115	0.172441923976539	0.498687194294255	3754	0.377046617243958	0.276346237953067	98.3974382811851	1.36439931311094
ZMYM5|ENSG00000132950.19|chr13	30	22	11	43	61	29	0.0577358750695988	1	1997	0.993255733522628	0.523400313994328	31.8373567728396	1.89769800851398
ZMYM2|ENSG00000121741.17|chr13	137	92	117	142	223	121	0.137891838954311	0.449331552685121	3259	0.400910764462833	0.27021239941761	136.552152745918	1.48368751888114
GJA3|ENSG00000121743.4|chr13	54	52	57	34	72	65	0.969302286807469	0.989895173515024	13296	-0.0151956872556847	0.394863688836468	55.5789461504521	-0.038483374605706
GJB2|ENSG00000165474.8|chr13	9	25	12	10	15	11	0.533134289953478	1	8168	-0.466508925465873	0.748535774269842	13.7927468614115	-0.623228630483196
GJB6|ENSG00000121742.19|chr13	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CRYL1|ENSG00000165475.15|chr13	13	29	32	25	8	27	0.528477867281635	1	8121	-0.408538193293762	0.648132516756906	22.5973246709095	-0.630331271354793
IFT88|ENSG00000032742.18|chr13	8	18	2	6	22	10	0.716342039411888	1	10409	0.337737651063571	0.929505708285655	10.9370081551211	0.363351884827562
IL17D|ENSG00000172458.5|chr13	8	5	16	11	6	14	0.99241088523575	1	13570	0.00831302249004319	0.873979705315807	10.010220880768	0.009511688245712
EEF1AKMT1|ENSG00000150456.11|chr13	36	53	52	61	63	27	0.965029251148977	0.98836211801948	13246	-0.0189028459490819	0.431144852741606	48.3271649559172	-0.0438433761388559
XPO4|ENSG00000132953.18|chr13	93	97	117	150	132	79	0.66236326723451	0.877832047815936	9800	0.125897585247177	0.288324330078161	110.189028675405	0.436652658528843
LATS2|ENSG00000150457.9|chr13	261	245	216	188	125	183	0.00325727722770322	0.0438888379248377	673	-0.628417761327371	0.213576557826328	203.15043064206	-2.94235363526355
SAP18|ENSG00000150459.13|chr13	629	456	514	418	687	505	0.662927469706105	0.878066955169318	9811	-0.0728150257446389	0.167054857812275	530.859936921907	-0.435874937719342
SKA3|ENSG00000165480.16|chr13	91	81	99	96	84	72	0.48463668101137	0.779240773632802	7580	-0.201191487817656	0.287883376847767	86.7134486291021	-0.69886455418385
MRPL57|ENSG00000173141.5|chr13	548	431	414	469	438	357	0.102619322400691	0.390733079146118	2741	-0.229427894191437	0.140556214895463	439.293401944637	-1.63228566137806
MICU2|ENSG00000165487.14|chr13	111	154	113	153	149	120	0.82438587157733	0.944736278642421	11649	0.0560387752678955	0.2525321075907	132.612416562275	0.221907526146031
FGF9|ENSG00000102678.7|chr13	529	367	430	431	473	466	0.810521160015771	0.940256267255733	11505	-0.0345178402970648	0.143972053257349	445.813097519857	-0.239753754399574
SGCG|ENSG00000102683.8|chr13	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SACS|ENSG00000151835.17|chr13	231	175	269	217	185	203	0.231938963351929	0.567873006231464	4553	-0.248381886739655	0.207785040845491	212.61879768167	-1.19537905967134
TNFRSF19|ENSG00000127863.16|chr13	13	4	20	13	39	31	0.124321234112664	1	3062	1.08755924484787	0.707638212080764	19.7406891060598	1.53688597687507
MIPEP|ENSG00000027001.10|chr13	62	24	66	48	38	32	0.317636090093617	0.65374211085609	5609	-0.452457886334441	0.452762389772504	44.6355988823003	-0.999327454212316
C1QTNF9B|ENSG00000205863.11|chr13	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPATA13|ENSG00000182957.16|chr13	90	81	89	102	107	82	0.807284382212199	0.939373719053693	11467	0.0678072643581773	0.277977412986212	91.046604577825	0.243930841825414
C1QTNF9|ENSG00000240654.6|chr13	0	0	0	3	0	0	0.564902906233595	1	8602.5	2.30097353756438	3.99769976039966	0.463535060120506	0.575574374133175
PARP4|ENSG00000102699.6|chr13	43	35	31	24	24	30	0.23604500646628	1	4602	-0.562343189888532	0.474579129485225	31.1372485474042	-1.18493029918637
ATP12A|ENSG00000075673.12|chr13	0	1	1	0	0	0	0.620656728132869	1	9247.5	-1.99636672268484	4.03371756733785	0.355217064772197	-0.494919807685592
CENPJ|ENSG00000151849.16|chr13	66	48	69	46	58	66	0.604319472825493	0.850623835290155	9029	-0.187763510634722	0.362338660667886	58.6993848035391	-0.518198942085353
PABPC3|ENSG00000151846.9|chr13	9	0	4	1	9	10	0.652747768182929	1	9685	0.602542073563568	1.33913643851954	5.40748477626984	0.449948232481598
AMER2|ENSG00000165566.13|chr13	0	6	0	6	0	12	0.405663506970815	1	6640	1.47607764044642	1.77509380218259	4.03123450034968	0.831549092578373
MTMR6|ENSG00000139505.12|chr13	167	111	168	169	184	220	0.233041772189245	0.568976637975196	4565	0.281426866557123	0.235985515522865	168.494576621155	1.19255991594897
NUP58|ENSG00000139496.18|chr13	242	194	171	176	174	181	0.170803180727443	0.497140945639648	3734	-0.275842656338279	0.201399750674596	188.635934817548	-1.36962759593463
ATP8A2|ENSG00000132932.19|chr13	0	0	0	5	7	3	0.0250466887359529	1	1364	4.66189784255751	2.0805710470551	2.38795754414671	2.24068187873522
SHISA2|ENSG00000180730.5|chr13	164	91	124	177	127	116	0.812138199283951	0.940506692362542	11525	0.06284865227272	0.264438266845628	131.273352529484	0.237668522874601
RNF6|ENSG00000127870.17|chr13	228	210	180	209	301	161	0.915733186262019	0.97581045598709	12701	0.0237261581366807	0.224233832476454	212.656925439541	0.105809894406421
CDK8|ENSG00000132964.13|chr13	153	110	100	145	102	140	0.95944531749957	0.986231575038432	13179	0.0133355368078325	0.262254187922622	123.84588546725	0.0508496619766739
WASF3|ENSG00000132970.14|chr13	79	83	125	109	109	76	0.814260183125196	0.941169759619587	11554	-0.0715510349020454	0.304558397378673	96.4008526528477	-0.23493371227943
GPR12|ENSG00000132975.8|chr13	12	9	3	4	13	13	0.779138695465257	1	11060	0.264258459875361	0.942293953115127	8.91787908703375	0.280441638197666
USP12|ENSG00000152484.14|chr13	206	156	166	147	134	167	0.148872819123283	0.464546054955458	3418	-0.317956808348762	0.220264250533732	162.076505191447	-1.44352434668044
RPL21|ENSG00000122026.11|chr13	15	3	4	3	8	22	0.572884826578518	1	8710	0.575979767825674	1.02158855074656	9.0792686994141	0.563807970835968
RASL11A|ENSG00000122035.7|chr13	6	0	3	1	13	3	0.560253208016734	1	8535	0.865026716553035	1.48511249666996	4.2012695751281	0.582465448572189
GTF3A|ENSG00000122034.17|chr13	145	162	137	212	275	191	0.0173021294329337	0.137199486286085	1181	0.513842357281873	0.215879856234666	184.751410181114	2.38022373297912
MTIF3|ENSG00000122033.15|chr13	59	48	41	44	93	44	0.620836989321295	0.858545731983775	9252	0.201694201633038	0.407739419427744	54.1394889815266	0.494664464662536
LNX2|ENSG00000139517.9|chr13	114	101	166	140	128	124	0.83049156760431	0.947058956660565	11714	-0.0565499057935272	0.264164058910568	128.341542479729	-0.214071157245021
POLR1D|ENSG00000186184.20|chr13	395	299	371	330	349	351	0.387006455004691	0.710361077850062	6418	-0.133735720967195	0.154597240879695	347.279861488795	-0.865058911829262
GSX1|ENSG00000169840.5|chr13	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PDX1|ENSG00000139515.6|chr13	24	6	8	30	27	39	0.0438998100317897	1	1734	1.28919049652454	0.639782108100026	21.8071564864637	2.01504618557257
CDX2|ENSG00000165556.10|chr13	107	121	62	101	144	133	0.324497595322767	0.659577455575696	5690	0.297527594394597	0.301979522789476	110.451724321987	0.985257515629687
