rownames(tcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
CCL21|ENSG00000137077.8|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FAM205A|ENSG00000205108.6|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FAM205C|ENSG00000187791.13|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PHF24|ENSG00000122733.12|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DNAJB5|ENSG00000137094.16|chr9	21	21	30	62	75	35	0.0183951049038879	0.132873222725194	1227	1.27900183867755	0.542509079967892	40.1118336984078	2.35756761666228
C9orf131|ENSG00000174038.13|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
VCP|ENSG00000165280.18|chr9	819	523	825	838	1004	937	0.00556993198466658	0.0627886940119505	767	0.416084778399619	0.150098393839013	809.225194569829	2.77208015194279
FANCG|ENSG00000221829.11|chr9	100	74	116	89	96	66	0.660974675440024	0.866653567509141	9532	-0.157361620462446	0.358807901425114	88.454220534454	-0.438567879462624
PIGO|ENSG00000165282.15|chr9	45	45	46	33	58	61	0.737195637033264	0.905873202724176	10343	0.162695867129905	0.484835295909891	47.3977988432814	0.335569354175367
STOML2|ENSG00000165283.16|chr9	770	631	796	473	481	572	0.00933054816969178	0.0863535972897812	946	-0.476003041793646	0.183099269470547	613.473306316295	-2.59969929519688
FAM214B|ENSG00000005238.20|chr9	33	9	3	32	15	3	0.776101073392597	1	10752	0.297409917871298	1.04573177318579	15.7730112535217	0.284403635327297
UNC13B|ENSG00000198722.15|chr9	28	22	34	0	25	24	0.378897731156026	1	6185	-0.812076333293813	0.922888393569261	21.1907880469893	-0.879929078047147
RUSC2|ENSG00000198853.12|chr9	25	20	18	14	7	31	0.80592619778712	1	11064	-0.198493525395009	0.807919260373626	19.3489638550851	-0.245684853834546
FAM166B|ENSG00000215187.13|chr9	0	0	0	0	0	3	0.526639788994278	1	8050.5	2.52751588745645	3.99200967529038	0.520141180928832	0.633143727857473
TESK1|ENSG00000107140.16|chr9	103	46	40	15	40	19	0.0179550399241132	0.131222798178943	1211	-1.35059984653641	0.57070557202658	41.9000099794799	-2.36654399875652
SIT1|ENSG00000137078.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CCDC107|ENSG00000159884.12|chr9	3	2	8	4	0	1	0.554608549066612	1	8328	-1.14907156509161	1.94471631257462	2.95887188957149	-0.59086847663161
ARHGEF39|ENSG00000137135.18|chr9	123	81	82	23	42	29	0.000250846125973063	0.00650701161368489	322	-1.5931804053262	0.435129400131472	61.6115150526778	-3.66139452963837
CA9|ENSG00000107159.14|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TPM2|ENSG00000198467.16|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TLN1|ENSG00000137076.21|chr9	80	41	60	40	29	35	0.156818806767009	0.443865088148897	3575	-0.70482511149091	0.497809836889916	46.5149854236827	-1.41585211713438
CREB3|ENSG00000107175.12|chr9	88	88	87	63	62	82	0.425817488435107	0.721118551036994	6770	-0.313160309069435	0.393235095342998	78.29674143371	-0.796369176551451
GBA2|ENSG00000070610.14|chr9	84	51	82	37	46	15	0.0292995169575725	0.176618175537396	1516	-1.10515027333686	0.507081554649256	50.7060064741818	-2.1794329989015
RGP1|ENSG00000107185.10|chr9	308	237	319	150	248	268	0.158825803598609	0.447304217782494	3596	-0.346567785229385	0.245961671763044	249.476952175541	-1.40903167044361
MSMP|ENSG00000215183.5|chr9	9	0	0	0	0	0	0.310561050566975	1	5366.5	-3.83584003620949	3.7827100523926	1.30705551889063	-1.01404548143553
NPR2|ENSG00000159899.16|chr9	16	5	18	42	5	6	0.500750734307313	1	7747	0.682809973577936	1.01411088114074	15.7458727264737	0.673308990442808
SPAG8|ENSG00000137098.14|chr9	0	0	0	0	4	0	0.504815556249412	1	7822	2.65755215867379	3.98474218495226	0.559857429099645	0.666932021025001
HINT2|ENSG00000137133.11|chr9	240	227	258	209	277	214	0.881001014729716	0.963049497215687	11999	-0.0347855518898944	0.232367838780183	234.509281415363	-0.149700371929702
TMEM8B|ENSG00000137103.20|chr9	8	4	3	0	3	4	0.528151510732362	1	8079	-1.10367184820866	1.74955436584995	3.52512919138836	-0.630830267267792
FAM221B|ENSG00000204930.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HRCT1|ENSG00000196196.3|chr9	0	0	3	0	0	0	0.568029290933681	1	8461.5	-2.2856996142383	4.00328319842482	0.44396124446335	-0.57095626288384
SPAAR|ENSG00000235387.5|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
OR2S2|ENSG00000278889.4|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RECK|ENSG00000122707.12|chr9	4	0	3	0	0	4	0.835068288382825	1	11554	-0.583350988761786	2.8018000389409	1.71839638298652	-0.208205789369001
GLIPR2|ENSG00000122694.16|chr9	84	71	39	40	81	70	0.921411167844626	0.976705310145248	12415	-0.0463323665534826	0.469634144080016	63.379076926882	-0.098656299030908
CCIN|ENSG00000185972.6|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CLTA|ENSG00000122705.17|chr9	612	554	594	515	520	491	0.360483040282717	0.669928235271054	5955	-0.171093378123837	0.187100776050901	544.545488445154	-0.914445047931228
GNE|ENSG00000159921.20|chr9	118	73	128	13	70	49	0.00801357324213491	0.0780539711852509	896	-1.28121522233204	0.483204406417921	71.5601699156068	-2.6514973897484
RNF38|ENSG00000137075.18|chr9	65	69	66	51	97	53	0.964627554994957	0.988593774095531	12892	-0.0186952622301788	0.421564671004533	65.6024917445008	-0.044347317306335
MELK|ENSG00000165304.8|chr9	156	122	214	106	218	158	0.966419555004637	0.989580254415195	12905	-0.0124284133101202	0.295216774020694	157.030029274962	-0.0420992789158012
PAX5|ENSG00000196092.14|chr9	15	22	10	0	10	3	0.0891248586586643	1	2606	-2.03170229512696	1.19509632224186	10.010675382815	-1.70003225456817
ZCCHC7|ENSG00000147905.18|chr9	74	39	71	58	61	48	0.879513138529859	0.962215368664829	11987	-0.0661482561491198	0.436373209614785	57.0345740693382	-0.151586428065814
GRHPR|ENSG00000137106.18|chr9	131	89	64	73	115	100	0.933737885909918	0.980573369939008	12567	0.0316872985714961	0.381118349237475	93.7856653981429	0.08314293613754
ZBTB5|ENSG00000168795.5|chr9	130	108	154	86	200	168	0.499127739187935	0.768719154169576	7724	0.216411277296504	0.320199998808194	136.953837197552	0.675862829800129
POLR1E|ENSG00000137054.16|chr9	104	72	99	129	124	150	0.0592934342574265	0.264241782382232	2112	0.615749367032004	0.32648233479132	112.228811544004	1.88601128274085
FBXO10|ENSG00000147912.13|chr9	50	28	54	57	34	21	0.826373943232586	0.941411221892777	11461	-0.126051762175654	0.57464873634536	40.1659704046472	-0.21935445812918
TOMM5|ENSG00000175768.13|chr9	1403	1178	1468	791	1021	831	1.19827119898967e-05	0.000610156735831223	162	-0.587934558229002	0.134295956691827	1096.20112904755	-4.37790215514941
FRMPD1|ENSG00000070601.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TRMT10B|ENSG00000165275.10|chr9	55	92	94	28	105	77	0.578799984135451	0.822909525876135	8644	-0.266665625944715	0.480358799603706	73.8218230521964	-0.555138421872801
EXOSC3|ENSG00000107371.14|chr9	780	480	666	385	717	521	0.213198905731818	0.526764561179428	4198	-0.223240674107035	0.17933609162674	572.667919992732	-1.24481732640675
DCAF10|ENSG00000122741.16|chr9	142	70	120	85	107	79	0.503493797387065	0.771700550457031	7794	-0.229651525704112	0.343274471350129	97.3704415719014	-0.669002634541601
SLC25A51|ENSG00000122696.14|chr9	1	2	12	0	7	1	0.603369251126118	1	8920	-0.985526644410513	1.89684316580824	3.47716734972143	-0.519561480978099
SHB|ENSG00000107338.10|chr9	147	124	158	154	164	164	0.448762933098642	0.737290722648596	7054	0.211655041004562	0.27942033592405	150.476226365079	0.757479015636471
ALDH1B1|ENSG00000137124.8|chr9	276	151	204	134	245	212	0.823365934613378	0.940061673996645	11434	-0.0596949513492204	0.267429072487717	197.302735126553	-0.223217882760156
ANKRD18A|ENSG00000180071.21|chr9	0	0	2	0	10	0	0.482247630668257	1	7499	2.2248227859333	3.16614158280896	1.69561773572468	0.702692134177863
FAM240B|ENSG00000283329.2|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CNTNAP3|ENSG00000106714.18|chr9	7	0	0	0	0	1	0.486816469302661	1	7541.5	-2.51423951268367	3.61562792735952	1.18997913055788	-0.695381151821065
SPATA31A1|ENSG00000204849.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FOXD4L6|ENSG00000273514.2|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CBWD6|ENSG00000215126.11|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CNTNAP3B|ENSG00000154529.15|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SPATA31A6|ENSG00000185775.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SPATA31A5|ENSG00000276581.3|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SPATA31A7|ENSG00000276040.5|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FOXD4L5|ENSG00000204779.2|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CBWD5|ENSG00000147996.17|chr9	25	34	5	15	28	27	0.956236633995722	1	12787	0.0442146103801037	0.805707141315713	22.6823399743228	0.0548767760800799
ZNF658|ENSG00000274349.5|chr9	43	11	7	3	40	32	0.738844688543301	1	10362	0.304648824799904	0.913808481228855	21.2159841837457	0.333383669617756
SPATA31A3|ENSG00000275969.3|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ANKRD20A1|ENSG00000260691.8|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CBWD3|ENSG00000196873.16|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FOXD4L3|ENSG00000187559.6|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PGM5|ENSG00000154330.13|chr9	2	0	4	0	2	0	0.622304278817869	1	9108	-1.6183055042813	3.28531767204511	1.16233382247665	-0.492587221641159
TMEM252|ENSG00000181778.5|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PIP5K1B|ENSG00000107242.20|chr9	0	5	18	0	16	9	0.970510433859153	1	12940	0.0575186966129163	1.55590043728758	7.47102844174733	0.0369681087776988
PABIR1|ENSG00000187866.10|chr9	206	161	257	178	274	226	0.531210739654618	0.790111321927686	8115	0.151604836250052	0.242118801961372	211.873582812043	0.626158873337887
PRKACG|ENSG00000165059.8|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ENSG00000285130|ENSG00000285130.2|chr9	171	192	150	121	265	186	0.706125617711595	0.889974699666208	10034.5	0.115904889494829	0.30738737520074	178.135015452247	0.37706457338769
FXN|ENSG00000165060.15|chr9	303	195	254	120	135	195	0.0155792025003224	0.119812684129743	1145	-0.679890983394375	0.281106164544973	196.474584617702	-2.41862708523278
TJP2|ENSG00000119139.21|chr9	171	192	150	121	265	186	0.706125617711595	0.889974699666208	10034.5	0.115904889494829	0.30738737520074	178.135015452247	0.37706457338769
FAM189A2|ENSG00000135063.20|chr9	7	0	14	6	6	7	0.982665490888349	1	13078	0.0304575556676166	1.4018107679778	6.28628665401878	0.0217272946986658
APBA1|ENSG00000107282.9|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PTAR1|ENSG00000188647.13|chr9	139	77	156	108	114	100	0.689112553032119	0.884267917450109	9854	-0.131072602430445	0.327632614895922	112.680343764331	-0.400059690248123
CFAP95|ENSG00000204711.9|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MAMDC2|ENSG00000165072.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SMC5|ENSG00000198887.9|chr9	92	65	37	20	90	57	0.615268336043905	0.845046370966729	9035	-0.271517484620319	0.54026065722735	58.2270418072371	-0.502567568058283
KLF9|ENSG00000119138.5|chr9	322	272	322	356	594	535	0.000395122142127333	0.0089692822529388	370	0.71083183712247	0.200611779480779	393.017946738713	3.54332053163695
TRPM3|ENSG00000083067.24|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CEMIP2|ENSG00000135048.14|chr9	17	27	4	25	18	21	0.660747537980626	1	9529	0.374340908350462	0.852943375621918	19.4295954901051	0.438881312698529
ABHD17B|ENSG00000107362.14|chr9	256	173	264	176	288	244	0.782068925882117	0.921217559560414	10822	0.0646396348217186	0.233673371478973	227.287565244773	0.276623880644162
C9orf85|ENSG00000155621.15|chr9	33	40	55	66	52	62	0.260452009808952	0.577935517065619	4785	0.544158484587711	0.483557416415367	51.6074377432151	1.1253234178923
C9orf57|ENSG00000204669.11|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
GDA|ENSG00000119125.17|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZFAND5|ENSG00000107372.13|chr9	731	493	597	482	814	675	0.424254236406931	0.719762891159922	6754	0.137106323769288	0.171584003359425	616.738458229568	0.799062389761852
TMC1|ENSG00000165091.18|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ALDH1A1|ENSG00000165092.13|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ANXA1|ENSG00000135046.14|chr9	1	7	4	0	7	25	0.369150727274136	1	6058	1.32976614266464	1.48070091902833	7.46180786103197	0.898065318644677
RORB|ENSG00000198963.11|chr9	1	2	0	0	0	0	0.520839451489996	1	7991.5	-2.55972230826708	3.98678377946308	0.548191477300709	-0.642051952115599
TRPM6|ENSG00000119121.22|chr9	5	0	0	0	0	0	0.45065002828064	1	7090	-2.99187230659608	3.96625518599612	0.726141954939238	-0.754331772993238
C9orf40|ENSG00000135045.7|chr9	508	373	457	168	313	323	0.00188546559493179	0.0296869398769411	538	-0.714162012681261	0.229803714707113	348.413201992305	-3.10770438846678
CARNMT1|ENSG00000156017.13|chr9	94	78	113	43	57	85	0.155796202331702	0.44335503878636	3558	-0.577246230632324	0.406696808310156	77.0065469375601	-1.41935274346216
NMRK1|ENSG00000106733.21|chr9	12	5	8	0	22	0	0.832141348609893	1	11528	-0.33477809222267	1.57946963791524	7.01326091958664	-0.211956016238811
OSTF1|ENSG00000134996.12|chr9	71	45	60	58	64	23	0.636141566580601	0.852148714310389	9301	-0.23654101246219	0.499980602602042	52.2653034896988	-0.473100378757022
PCSK5|ENSG00000099139.14|chr9	4	0	0	0	0	0	0.502020851684578	1	7773	-2.67239058361276	3.98083857953484	0.58091356395139	-0.671313475846847
RFK|ENSG00000135002.12|chr9	660	545	655	368	354	363	0.000126923287120946	0.00386343245557448	272	-0.729819542474855	0.190436393940502	485.265268611428	-3.83235329851327
GCNT1|ENSG00000187210.14|chr9	51	47	51	40	43	33	0.494930738260049	0.76742174058405	7621	-0.333687796554324	0.488928796483443	43.7931078251465	-0.682487509335367
PRUNE2|ENSG00000106772.19|chr9	33	1	8	26	17	20	0.416621262252662	1	6685	0.785969387211168	0.967588750137823	16.9840698450642	0.812296946506679
VPS13A|ENSG00000197969.14|chr9	50	46	22	20	71	11	0.638052268775295	1	9318	-0.323467476402315	0.687608665718637	35.4446729476599	-0.470423792673194
GNA14|ENSG00000156049.7|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
GNAQ|ENSG00000156052.11|chr9	374	293	552	181	247	213	0.000124890895332139	0.00382498615880224	269	-0.88036628948782	0.229481885271743	301.062932408327	-3.83632149633652
CEP78|ENSG00000148019.14|chr9	68	63	61	6	24	19	0.000530429561482047	0.0110772492472542	403	-2.00290712057149	0.578056330767626	39.3938717077222	-3.46489955038074
PSAT1|ENSG00000135069.14|chr9	465	261	567	1093	1153	1128	7.92892630394182e-15	1.9819913054914e-12	33	1.46671077110317	0.188797201827822	769.453702026867	7.76871032464121
TLE4|ENSG00000106829.20|chr9	204	118	167	67	199	133	0.384952016111739	0.68681633753532	6284	-0.290849662567113	0.334768529475256	141.807111209219	-0.868808256926107
TLE1|ENSG00000196781.16|chr9	324	182	259	243	236	272	0.844264842178078	0.947288222692898	11653	0.0481730071811047	0.245228619397036	248.592354051183	0.196441211876296
SPATA31D4|ENSG00000189357.9|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SPATA31D3|ENSG00000186788.14|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SPATA31D1|ENSG00000214929.4|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RASEF|ENSG00000165105.10|chr9	144	98	194	112	167	158	0.856535523227484	0.952174292905813	11775	0.0542717095705562	0.300198568509143	141.498227573702	0.180786037188926
FRMD3|ENSG00000172159.16|chr9	10	0	0	0	6	11	0.660978006879638	1	9533	0.903881434662334	2.0610057212847	4.19925438360033	0.438563282638008
IDNK|ENSG00000148057.16|chr9	29	6	11	0	0	2	0.00669039199728234	1	834	-4.38383781930702	1.61653418525177	7.39513128123767	-2.71187449006793
UBQLN1|ENSG00000135018.14|chr9	454	370	413	274	516	364	0.620434355871016	0.848642740506849	9083	-0.100388976876423	0.202709840881178	389.194437826069	-0.495234846221738
GKAP1|ENSG00000165113.13|chr9	35	32	40	34	36	39	0.900076316697443	1	12200	0.0672409838639831	0.535507631449124	35.7354845094373	0.125564940469707
KIF27|ENSG00000165115.15|chr9	5	3	9	0	5	13	0.922144086709033	1	12419	0.146583289694802	1.49982980659956	5.61623722153141	0.0977332821696205
C9orf64|ENSG00000165118.15|chr9	197	157	181	166	268	184	0.383868756353448	0.685763970236589	6264	0.219133775786113	0.251649356926152	188.102980496552	0.870790128227584
HNRNPK|ENSG00000165119.21|chr9	1543	1191	1568	1234	1538	1352	0.851196789733211	0.950063173356525	11727	-0.0231976494143035	0.123660366292853	1381.14016405581	-0.187591627857278
RMI1|ENSG00000178966.17|chr9	115	87	78	106	247	86	0.107103979227922	0.367457966630071	2874	0.6126848771991	0.380231350112893	115.473146170327	1.61134760986223
SLC28A3|ENSG00000197506.8|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
NTRK2|ENSG00000148053.18|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
AGTPBP1|ENSG00000135049.16|chr9	43	57	20	24	35	48	0.734334091763901	0.903985378116612	10319	-0.208427734789019	0.614168144094255	38.4877013101321	-0.339365915984454
NAA35|ENSG00000135040.16|chr9	150	112	170	90	187	176	0.77333328975234	0.917047598110102	10727	0.0892112554323456	0.309742407687156	143.362577583059	0.288017569497459
GOLM1|ENSG00000135052.16|chr9	428	303	403	359	320	263	0.35743693622941	0.667904637172717	5919	-0.205418616018222	0.223218034769041	341.707546596141	-0.920259943291608
C9orf153|ENSG00000187753.13|chr9	0	0	0	0	6	0	0.413675636102003	1	6649.5	3.23638536702758	3.95915999248036	0.839786143649468	0.817442430509111
ISCA1|ENSG00000135070.15|chr9	279	313	376	255	230	250	0.152994017534078	0.439822306041218	3520	-0.35921523277479	0.251368997909887	283.400332094749	-1.42903554440538
TUT7|ENSG00000083223.18|chr9	70	37	57	16	39	17	0.0333592203633411	0.188955048914816	1616	-1.17772659271724	0.553512375427368	37.513931075392	-2.12773308240473
GAS1|ENSG00000180447.7|chr9	408	294	319	310	695	413	0.0394418356343505	0.206575048982703	1765	0.463721658599494	0.225157077623796	393.70632740435	2.05954733243742
DAPK1|ENSG00000196730.13|chr9	65	40	54	39	42	17	0.224991943260591	0.542493164659091	4337	-0.650492199265137	0.536107850676073	41.7551084395952	-1.21336070427772
CTSL|ENSG00000135047.16|chr9	174	159	177	221	298	159	0.124321662258108	0.395194370700245	3151	0.4193770547641	0.272874850884247	194.928678681678	1.53688422881447
SPATA31E1|ENSG00000177992.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ENSG00000283205|ENSG00000283205.1|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CDK20|ENSG00000156345.18|chr9	26	26	45	20	29	27	0.599812019518098	1	8852	-0.319579344790393	0.609104432220482	28.2288468677828	-0.524670857549618
SPATA31C2|ENSG00000177910.9|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SPIN1|ENSG00000106723.17|chr9	965	769	938	544	817	715	0.0236598814141375	0.154529185894869	1383	-0.341817914690284	0.151072548141341	775.975183300399	-2.26260772652411
NXNL2|ENSG00000130045.17|chr9	0	0	0	0	3	0	0.575019159833525	1	8587.5	2.2482800984491	4.00995295727998	0.419893071824734	0.560674931202722
S1PR3|ENSG00000213694.7|chr9	49	24	52	1	21	15	0.0247241655728941	1	1415	-1.76254706294184	0.784859294048751	25.3777704851284	-2.24568540667922
SHC3|ENSG00000148082.10|chr9	5	10	9	0	5	2	0.208507071508407	1	4151	-1.91705665468729	1.5242786839141	5.11942369355404	-1.25768120680176
CKS2|ENSG00000123975.5|chr9	1528	1173	1680	720	1397	844	0.000395783578624042	0.0089692822529388	371	-0.559137647306825	0.157820116408511	1186.05877305407	-3.54287945054811
SECISBP2|ENSG00000187742.15|chr9	116	49	92	115	144	136	0.0417378359075411	0.213186011393998	1814	0.696467526162651	0.342055439466577	106.003215760718	2.03612469150839
SEMA4D|ENSG00000187764.12|chr9	71	19	52	45	48	37	0.973303586786459	0.990496031719695	12976	-0.0179343574544809	0.535910061226342	43.5512061098948	-0.0334652374568992
GADD45G|ENSG00000130222.11|chr9	39	18	30	58	70	71	0.00906320011088465	0.0849217551199121	933	1.26478542297025	0.484655075519786	46.9004259067413	2.60966094621785
DIRAS2|ENSG00000165023.7|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SYK|ENSG00000165025.15|chr9	105	75	46	48	32	23	0.0393877902033992	0.206423050437001	1763	-1.08143986977927	0.524942150727991	54.7894700424777	-2.06011246816344
AUH|ENSG00000148090.12|chr9	32	25	11	10	46	15	0.966954378134028	1	12911	-0.0321826821707411	0.776826714391577	22.2586377880523	-0.0414283926833632
NFIL3|ENSG00000165030.4|chr9	109	90	80	211	342	277	9.68067956790045e-09	1.01083450323558e-06	79	1.57768113544816	0.275037951985894	181.941811593448	5.73623066946439
ROR2|ENSG00000169071.15|chr9	86	53	92	26	37	32	0.00633136161532467	0.0674772635204305	817	-1.23120413234382	0.450972715012075	52.4689815257419	-2.73010781220069
SPTLC1|ENSG00000090054.16|chr9	151	163	130	85	165	160	0.680911306780958	0.878345573659109	9795	-0.136532337686854	0.332017837258866	141.056896026241	-0.411219887503823
IARS1|ENSG00000196305.19|chr9	74	64	134	97	147	193	0.0472849687569379	0.227835109390176	1935	0.73680189504151	0.371420826645005	116.01061978716	1.98373877333951
NOL8|ENSG00000198000.12|chr9	186	150	144	131	244	184	0.437033522863324	0.729037316501428	6906	0.21763404574246	0.280018785072436	169.584648187383	0.777212306260673
CENPP|ENSG00000188312.14|chr9	55	57	101	21	59	47	0.127767519602342	0.400482849149388	3193	-0.747936864108429	0.491105821164972	54.8309498448892	-1.5229647702693
OGN|ENSG00000106809.11|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
OMD|ENSG00000127083.8|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ASPN|ENSG00000106819.13|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ECM2|ENSG00000106823.13|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
IPPK|ENSG00000127080.10|chr9	71	93	154	56	95	108	0.492300588470418	0.765631217498414	7591	-0.277789931043167	0.404555716701505	94.5419584638566	-0.686654321209677
BICD2|ENSG00000185963.14|chr9	288	277	283	81	182	161	0.000361990129026807	0.00853159021240608	356	-1.01393710133717	0.284306804138208	208.353932861607	-3.56634834825928
ZNF484|ENSG00000127081.14|chr9	19	17	5	60	34	23	0.0373169369462585	1	1714	1.55209852162372	0.745384295052834	27.1151970422501	2.08227961324796
FGD3|ENSG00000127084.19|chr9	0	0	4	0	0	4	0.951596651671901	1	12739	0.210649589081659	3.47023295243382	1.28546990052291	0.0607018583389111
SUSD3|ENSG00000157303.11|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CARD19|ENSG00000165233.18|chr9	123	53	99	46	39	59	0.0576281540075558	0.260362903186452	2082	-0.829069904037286	0.436693682597083	67.6542738293654	-1.89851590961125
WNK2|ENSG00000165238.17|chr9	0	5	1	0	0	6	0.959584543756596	1	12832	-0.133304504183664	2.63058026079995	2.1956771591276	-0.0506749427759813
FAM120AOS|ENSG00000188938.17|chr9	447	423	529	207	380	287	0.00122502522243113	0.0215923783329794	483	-0.677957681680653	0.209700002180845	370.858064134573	-3.23298843409636
FAM120A|ENSG00000048828.18|chr9	683	470	633	292	401	367	4.09741970841223e-05	0.00158683639317805	214	-0.71318777573178	0.173866961540136	463.01455133093	-4.10191659999272
PHF2|ENSG00000197724.11|chr9	132	60	158	84	85	65	0.200935329666792	0.509384361754122	4068	-0.486547000176634	0.380444368139397	93.8295733097576	-1.27889132005329
BARX1|ENSG00000131668.14|chr9	0	4	0	13	0	5	0.315690673280408	1	5417	2.10569744167564	2.09866106935747	4.15240454127753	1.00335279117763
PTPDC1|ENSG00000158079.16|chr9	16	6	17	0	4	7	0.168044891105098	1	3704	-1.7653074316577	1.28058796570766	7.82184408463671	-1.37851321340676
ZNF169|ENSG00000175787.17|chr9	4	5	3	0	0	0	0.0855946345275273	1	2555	-4.46115357137583	2.59503912417855	2.03228252419689	-1.7191084056538
NUTM2F|ENSG00000130950.15|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MFSD14B|ENSG00000148110.17|chr9	248	176	279	160	284	201	0.678388229576756	0.877257329640799	9749	-0.100013747622543	0.24119253078213	217.882988273911	-0.414663535799483
FBP2|ENSG00000130957.5|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FBP1|ENSG00000165140.12|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FANCC|ENSG00000158169.14|chr9	81	64	113	67	92	70	0.723959110504086	0.898663041968496	10226	-0.131718995686174	0.372959359723072	79.173562359005	-0.353172516662344
ERCC6L2|ENSG00000182150.19|chr9	56	31	60	6	33	10	0.0155860287881166	1	1147	-1.61457117689489	0.667600882108955	30.7549902260621	-2.41846771051957
HSD17B3|ENSG00000130948.10|chr9	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SLC35D2|ENSG00000130958.13|chr9	65	17	15	0	26	30	0.426182256194017	1	6774	-0.767756827980223	0.964831864247127	23.9253229686222	-0.795741575740054
ZNF367|ENSG00000165244.7|chr9	340	204	287	191	412	253	0.818941423207684	0.938844783120031	11263	0.0552959510573764	0.241565441386655	270.913434337509	0.22890671256601
HABP4|ENSG00000130956.14|chr9	71	56	55	47	69	27	0.46808176017063	0.74987030131586	7325	-0.347308042268001	0.478647019683993	53.0369053098648	-0.725603687028693
CDC14B|ENSG00000081377.17|chr9	63	29	131	50	92	100	0.673054703112835	0.874472869109746	9676	0.204084510590571	0.483659196626401	74.1302536016301	0.421959330069794
PRXL2C|ENSG00000158122.12|chr9	213	124	153	34	138	101	0.0293114659123161	0.176618175537396	1517	-0.853436816632443	0.391615551285808	121.870929131689	-2.17927202796293
