rownames(readCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ACTN1|ENSG00000072110.16|chr14	1521	823	1484	1215	1304	1458	0.449110256779864	0.711748718815962	8178	0.136070306791291	0.179773353460488	1273.3716825738	0.756899196527461
DCAF5|ENSG00000139990.18|chr14	251	253	320	359	406	369	0.0299965159905614	0.152985175272765	2155	0.491047257049789	0.226274837753083	324.060372921779	2.1701363789536
EXD2|ENSG00000081177.19|chr14	133	103	90	134	174	165	0.0761460642567349	0.271048695850857	3171	0.559228661948058	0.315325057933719	131.907085986438	1.77349895886044
GALNT16|ENSG00000100626.17|chr14	111	58	56	85	39	75	0.893838580306795	0.958250666224052	13128	-0.0645637087442987	0.483809417636173	70.7683118489171	-0.133448639879207
ERH|ENSG00000100632.11|chr14	5791	4927	5766	3989	5412	4290	0.051297866370006	0.213874858824646	2673	-0.248041165399152	0.127267197227296	4949.14815914278	-1.94897955485071
SLC39A9|ENSG00000029364.12|chr14	558	409	544	515	522	368	0.795029675363354	0.917050099403696	11936	-0.054481747110208	0.209718658106549	479.043117796206	-0.2597849309265
PLEKHD1|ENSG00000175985.10|chr14	0	0	0	0	8	0	0.35523603072372	1	7039	3.64820536050314	3.94622069413697	1.11971485819929	0.924480824380502
CCDC177|ENSG00000267909.3|chr14	0	4	49	0	6	4	0.118158563658579	1	3887	-2.37775013300337	1.52171175046244	9.59060088374835	-1.56254963023108
SUSD6|ENSG00000100647.8|chr14	59	57	76	79	78	69	0.492574442659068	0.7425207078137	8703	0.277560628613104	0.404477665883243	69.2486032988873	0.686219912802863
SRSF5|ENSG00000100650.16|chr14	1516	1124	1308	1568	2466	1727	0.000140039871522841	0.00373224211438054	394	0.560599774232405	0.147212545157162	1583.85370391467	3.808097833197
SLC10A1|ENSG00000100652.5|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SMOC1|ENSG00000198732.11|chr14	320	171	323	234	358	242	0.724379147914351	0.879784629986184	11289	0.084771600613893	0.240410249804082	265.423926690293	0.352612256270172
SLC8A3|ENSG00000100678.19|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
COX16|ENSG00000133983.16|chr14	2668	2234	2443	939	1540	1127	1.54920400337891e-11	3.5802180527866e-09	44	-1.02186885650286	0.151540319590313	1789.15807925069	-6.74321434233125
SYNJ2BP-COX16|ENSG00000258644.6|chr14	2542	2123	2268	848	1479	1054	7.88656958221401e-11	1.57640392764485e-08	52	-1.03676282095235	0.15943456117121	1684.04548210273	-6.50274829582911
SYNJ2BP|ENSG00000213463.5|chr14	794	833	907	644	903	709	0.368774193448902	0.645184138479699	7210	-0.163650770069237	0.182082659608565	789.518664659899	-0.898771856809694
ADAM21|ENSG00000139985.8|chr14	11	1	13	10	0	0	0.567294218883844	1	9605	-0.996383839411426	1.74180503103533	5.63019236523862	-0.572040969946662
ADAM20|ENSG00000134007.5|chr14	2	0	0	0	0	0	0.676455533601468	1	10817	-1.69032344789168	4.0505734793182	0.290456781975695	-0.417304724015573
MED6|ENSG00000133997.12|chr14	680	411	602	413	640	476	0.548945031451088	0.777136292141462	9421	-0.109658075071286	0.182964194179521	521.532934070084	-0.599341721275209
TTC9|ENSG00000133985.3|chr14	104	74	59	19	64	41	0.048937853574587	0.209583868996398	2597	-0.966714766578364	0.4909342889477	58.4349359466082	-1.96913270949251
MAP3K9|ENSG00000006432.16|chr14	59	45	109	28	85	56	0.505637480591447	0.749087225380202	8947	-0.322320052731732	0.484221517489743	60.7126348981122	-0.665645868863231
PCNX1|ENSG00000100731.16|chr14	186	83	141	44	172	106	0.39579267713821	0.666888139081449	7549	-0.342439080222569	0.403268379448782	115.446230905186	-0.849159263839732
SIPA1L1|ENSG00000197555.10|chr14	239	140	178	237	332	172	0.108489132413395	0.332734152347249	3730	0.444544073692559	0.27697083695852	210.752881461108	1.60502123102273
RGS6|ENSG00000182732.18|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DPF3|ENSG00000205683.12|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DCAF4|ENSG00000119599.17|chr14	62	55	73	95	166	126	0.00317671706169214	0.0352764926701155	953	1.03661174331458	0.351381971207282	94.0886963579141	2.95009940251909
ZFYVE1|ENSG00000165861.14|chr14	120	23	78	59	32	55	0.441928427828625	0.705483655175968	8097	-0.423385340627864	0.550608467200847	58.8727179754064	-0.768940846079332
RBM25|ENSG00000119707.14|chr14	559	484	766	505	720	569	0.922012490388855	0.969533372214519	13398	0.0184480314450233	0.188439417912902	587.807629415004	0.0978990046209445
PSEN1|ENSG00000080815.20|chr14	210	200	222	192	274	245	0.461781421376916	0.721404629755298	8352	0.183305667037889	0.249084819623447	221.097269232863	0.735916654073905
PAPLN|ENSG00000100767.17|chr14	41	46	41	17	23	30	0.137321408648671	0.382702714811201	4164	-0.864887629195713	0.582086593882821	32.9531003684949	-1.48584014523761
NUMB|ENSG00000133961.21|chr14	193	225	215	240	313	204	0.349223669654104	0.628542133746277	6952	0.252754420938458	0.270009029338244	230.134888405925	0.936096180034889
HEATR4|ENSG00000187105.9|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RIOX1|ENSG00000170468.8|chr14	392	224	350	348	401	301	0.411625502953139	0.679764136907361	7772	0.180563862389734	0.219921857369353	328.546432082005	0.821036456083043
ACOT1|ENSG00000184227.8|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ACOT2|ENSG00000119673.16|chr14	921	679	832	552	937	742	0.528164431413673	0.766022644538182	9189	-0.107514413754424	0.170438526742143	758.768051245999	-0.630810508689053
ACOT4|ENSG00000177465.5|chr14	0	0	0	0	3	0	0.575019159833525	1	9731	2.2482800984491	4.00995295727998	0.419893071824734	0.560674931202722
ACOT6|ENSG00000205669.4|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DNAL1|ENSG00000119661.15|chr14	218	196	293	191	225	201	0.536278986658656	0.770258195011189	9272	-0.156548891062262	0.253131187651493	217.282525500825	-0.618449636785951
PNMA1|ENSG00000176903.5|chr14	996	719	1300	1074	1451	1171	0.0404653452375476	0.186663313648074	2403	0.341617902007792	0.166726895882335	1092.86379425461	2.048966966007
MIDEAS|ENSG00000156030.14|chr14	63	42	102	104	148	114	0.0188431289679933	0.114468429277219	1789	0.878533782747029	0.374063834228931	93.0229967120376	2.34861994760326
PTGR2|ENSG00000140043.12|chr14	146	102	84	150	134	94	0.523950327252726	0.761989604234621	9136	0.232084142874724	0.364186124381538	117.848855136551	0.637267944430475
ZNF410|ENSG00000119725.21|chr14	305	316	296	348	488	482	0.0217114571228758	0.124541327447666	1901	0.527490407736354	0.229805440299648	370.015311968404	2.29537824278027
FAM161B|ENSG00000156050.10|chr14	48	26	21	30	51	43	0.470548058204159	0.727700716704959	8458	0.408963130876577	0.56675464561467	35.6328501340184	0.721587611219382
COQ6|ENSG00000119723.17|chr14	272	288	268	233	226	233	0.370128452651191	0.64657397258092	7222	-0.235230043072405	0.262465342433863	253.660559641088	-0.896232778358837
ENTPD5|ENSG00000187097.13|chr14	32	17	46	31	51	53	0.301588356026143	0.582551453732714	6374	0.573651005424614	0.555307417260421	37.1200796096165	1.0330332129448
BBOF1|ENSG00000119636.16|chr14	17	10	11	7	1	0	0.124676455195369	1	3987	-2.08781500895484	1.35975272463515	7.58667685531052	-1.53543726820995
ALDH6A1|ENSG00000119711.13|chr14	509	404	419	340	566	353	0.704468438005217	0.867291732236972	11117	-0.0795768428743039	0.20980170354676	422.599946468692	-0.37929550394031
LIN52|ENSG00000205659.12|chr14	213	264	279	202	305	204	0.704508411606494	0.867291732236972	11118	-0.101000299358077	0.266321735613363	242.000702210678	-0.37924166844837
VSX2|ENSG00000119614.3|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ABCD4|ENSG00000119688.21|chr14	209	142	268	112	244	150	0.351950450872514	0.630610754416292	6990	-0.272865925182124	0.293148042066584	180.144517277916	-0.930812715850055
VRTN|ENSG00000133980.5|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SYNDIG1L|ENSG00000183379.9|chr14	9	0	0	0	0	0	0.307665789152336	1	6455.5	-3.83592829221898	3.76022682709384	1.30705551889063	-1.02013215388489
NPC2|ENSG00000119655.11|chr14	1066	969	1274	937	999	938	0.339523162273108	0.619585082641899	6809	-0.162860008682733	0.17051478488512	1019.76006155944	-0.955107844709514
ISCA2|ENSG00000165898.14|chr14	496	420	482	260	485	391	0.162441946460972	0.419379431573607	4548	-0.296532724260345	0.212278277380523	413.25127853425	-1.39690564630309
LTBP2|ENSG00000119681.12|chr14	3	1	8	0	1	3	0.480647615564193	1	8574	-1.47069310881041	2.08531650450199	2.48116890622598	-0.705261338331775
AREL1|ENSG00000119682.18|chr14	160	123	134	149	117	79	0.539635400394981	0.772443390823125	9310	-0.216501303173109	0.352973359412574	126.34168246655	-0.61336442935358
FCF1|ENSG00000119616.11|chr14	792	494	660	390	891	492	0.53980671257885	0.77248141210165	9312	-0.132890200294618	0.216749389007101	596.622929780976	-0.613105305179265
PROX2|ENSG00000119608.15|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DLST|ENSG00000119689.15|chr14	90	81	102	142	272	86	0.0231768048798651	0.12930741273286	1958	0.852181409906091	0.375326391068124	124.550865287021	2.27050756404554
RPS6KL1|ENSG00000198208.12|chr14	39	39	48	64	38	19	0.986415180389434	0.994293048635301	14023	0.00999520404507331	0.58702536284595	41.445085754701	0.0170268691570935
PGF|ENSG00000119630.14|chr14	108	45	93	87	96	55	0.936430683263456	0.975375683882667	13536	0.0328508505791811	0.411887770023086	78.0807224141539	0.0797568002015206
EIF2B2|ENSG00000119718.11|chr14	873	912	989	930	1185	1112	0.192921657814796	0.461670068038487	4958	0.231794193519095	0.17803144333674	992.936618338542	1.30198457741347
MLH3|ENSG00000119684.16|chr14	66	39	66	40	106	74	0.394049640023995	0.665805461139389	7527	0.37703908982648	0.442380278562406	62.5058382147096	0.852296334392971
ACYP1|ENSG00000119640.9|chr14	454	251	437	243	414	300	0.333457745968139	0.613987566269767	6746	-0.213537771725826	0.220785583450917	337.484278479159	-0.967172622361449
ZC2HC1C|ENSG00000119703.15|chr14	13	5	11	19	8	5	0.778128726187607	1	11771	0.293605778655073	1.04204778888941	10.1338477989657	0.281758458475299
NEK9|ENSG00000119638.14|chr14	194	165	138	159	226	251	0.209493294804222	0.482810045719531	5185	0.36903366961009	0.294060114077325	187.318530010084	1.25495996207446
TMED10|ENSG00000170348.9|chr14	1629	1406	1496	1207	1927	1596	0.664643286502888	0.844226739669221	10664	0.0684980528562783	0.158007501015748	1517.89432917404	0.433511399243326
FOS|ENSG00000170345.10|chr14	20	6	25	35	64	61	0.00471145345893961	0.0461989125020927	1085	1.72963857880804	0.612017219798858	34.0228396102654	2.82612730958207
JDP2|ENSG00000140044.13|chr14	29	17	3	59	29	54	0.0295444250752832	0.151796714894955	2140	1.6122927488786	0.740894011847657	32.7557405595223	2.17614493179373
BATF|ENSG00000156127.8|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FLVCR2|ENSG00000119686.10|chr14	4	6	0	0	10	10	0.632282384561532	1	10350	0.833915783480738	1.74270934073152	4.92325033206853	0.478516849591621
TTLL5|ENSG00000119685.20|chr14	105	65	117	57	77	64	0.197452221139963	0.467636863544996	5023	-0.482134826240747	0.374083064841487	78.4053594289649	-1.28884430105128
ERG28|ENSG00000133935.7|chr14	881	461	874	513	597	426	0.0232469739171279	0.129490378828846	1961	-0.458229157208973	0.201920771905372	605.436581554918	-2.26935125537118
IFT43|ENSG00000119650.13|chr14	365	234	296	198	374	275	0.793609649244898	0.916530966027941	11920	-0.0614399285707252	0.234838600115144	281.751353747298	-0.261626191523032
TGFB3|ENSG00000119699.8|chr14	14	12	14	34	28	11	0.238947093592106	1	5552	0.916166961468015	0.777980107493843	18.8340274366798	1.17762260582642
GPATCH2L|ENSG00000089916.18|chr14	143	91	119	118	243	209	0.020453728365595	0.12000260386251	1857	0.710945897825269	0.306717329003079	149.467708374844	2.31791891294845
ESRRB|ENSG00000119715.15|chr14	6	0	0	0	5	5	0.733831407651042	1	11367	0.831298443398827	2.44475556853102	2.43809410051636	0.340033357158208
VASH1|ENSG00000071246.11|chr14	200	69	161	101	42	95	0.120840808143244	0.354507298854327	3927	-0.691650338829923	0.445865284415815	108.387866461457	-1.55125407383117
ANGEL1|ENSG00000013523.11|chr14	316	271	232	200	313	243	0.643960157673514	0.831675183754784	10470	-0.116224050553362	0.251475238577938	258.914281372495	-0.462168964270974
LRRC74A|ENSG00000100565.16|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
IRF2BPL|ENSG00000119669.5|chr14	444	291	385	291	495	431	0.479943059967266	0.734165331251445	8560	0.14839460438193	0.210073377724447	379.601231581665	0.706394146604235
CIPC|ENSG00000198894.8|chr14	100	78	177	112	175	139	0.362312884635051	0.640129206679708	7132	0.308262062303098	0.338390020033064	126.388254500799	0.910966766315915
TMEM63C|ENSG00000165548.11|chr14	41	16	31	6	29	28	0.536814662976429	1	9277	-0.450623622723165	0.729593010335903	23.8237055072256	-0.61763697889005
ZDHHC22|ENSG00000177108.5|chr14	97	69	149	79	129	119	0.775925398673841	0.90831947221713	11754	0.101618253671462	0.357015129785428	103.795319526079	0.284632905424865
NGB|ENSG00000165553.5|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
POMT2|ENSG00000009830.13|chr14	355	246	312	142	244	188	0.00636296536163829	0.056916232331212	1197	-0.648464787095013	0.23766643692975	241.123928779929	-2.72846597724141
GSTZ1|ENSG00000100577.19|chr14	282	131	203	176	234	237	0.614749381527803	0.81415333503531	10161	0.137978887478611	0.274145307811941	204.802328578787	0.503305668734122
TMED8|ENSG00000100580.8|chr14	424	382	385	311	422	359	0.592827421592168	0.801519009793807	9931	-0.112094786007897	0.209623570779815	376.145430689533	-0.534743233267597
SAMD15|ENSG00000100583.5|chr14	1	14	15	0	23	10	0.971639542162401	1	13865	-0.0469286571666009	1.31999860212096	10.138760371247	-0.0355520506545964
NOXRED1|ENSG00000165555.10|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
VIPAS39|ENSG00000151445.16|chr14	83	69	53	105	63	96	0.327212811525831	0.608199206544973	6668	0.42766718750242	0.436509396396338	79.2891183963638	0.979743371008926
AHSA1|ENSG00000100591.8|chr14	1486	826	1386	1244	1349	1135	0.621109731258092	0.818682312416841	10218	0.0831178347282934	0.168160031513957	1210.21829120303	0.494278182395529
ISM2|ENSG00000100593.18|chr14	25	5	6	0	0	0	0.00175464392578349	1	790	-5.91332151542244	1.8899066929667	5.52603997940504	-3.12889601239516
SPTLC2|ENSG00000100596.8|chr14	552	389	452	366	525	453	0.906428844038765	0.962990591244714	13255	-0.0225383661687064	0.191743802974012	447.264771339817	-0.117544169976441
ALKBH1|ENSG00000100601.10|chr14	73	53	138	125	171	140	0.0299040217168148	0.1526632621437	2153	0.784734948375558	0.361402621140142	113.751652552173	2.17135931637657
SLIRP|ENSG00000119705.10|chr14	11620	11794	10872	6427	10079	8579	0.00453053089484747	0.0451922630720198	1065	-0.459763756612839	0.161965833888686	9796.73835228442	-2.8386465563399
SNW1|ENSG00000100603.14|chr14	867	827	895	814	1264	935	0.198507912366425	0.468823276786327	5039	0.219962868241703	0.171068936565545	919.271934756638	1.28581420249506
ADCK1|ENSG00000063761.16|chr14	76	32	72	43	56	44	0.583166848812685	0.795420567800208	9847	-0.255602821854781	0.465778431262903	51.8082540769483	-0.548764830440397
NRXN3|ENSG00000021645.20|chr14	293	206	264	116	177	181	0.0123569692361226	0.0881046067388171	1510	-0.652960524395077	0.260998081982854	201.406699407217	-2.50178284619721
DIO2|ENSG00000211448.14|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CEP128|ENSG00000100629.17|chr14	30	30	27	27	23	28	0.843086929385034	1	12616	-0.122258543871129	0.617634308065292	27.6206699108855	-0.197946490786916
TSHR|ENSG00000165409.18|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GTF2A1|ENSG00000165417.12|chr14	295	327	316	319	526	373	0.119568346462166	0.352477654768213	3906	0.361422784438491	0.232189118734064	354.627886592931	1.55658795041314
STON2|ENSG00000140022.14|chr14	117	134	75	77	151	97	0.88344050713968	0.952934893234727	13044	-0.0571603836440396	0.389882703921832	107.728517528436	-0.146609180322859
SEL1L|ENSG00000071537.14|chr14	147	174	233	257	652	379	3.50762570317003e-05	0.00131619926574613	278	1.18474750488967	0.286328062864174	296.874600175183	4.13772751800329
FLRT2|ENSG00000185070.12|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GALC|ENSG00000054983.17|chr14	176	62	126	53	87	51	0.0295382052311437	0.151796714894955	2139	-0.866935973202418	0.398366308420639	87.8267661636638	-2.17622814700236
GPR65|ENSG00000140030.6|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
KCNK10|ENSG00000100433.16|chr14	0	0	0	0	11	0	0.244973857222386	1	5629	4.10694645268223	3.53241874785949	1.53960793002402	1.16264428026006
SPATA7|ENSG00000042317.17|chr14	31	18	24	20	62	49	0.15622884551628	0.411031361653766	4450	0.847990888510346	0.598073970429526	32.6686002164439	1.41786957874347
PTPN21|ENSG00000070778.13|chr14	37	14	20	6	33	23	0.805726991581452	1	12028	-0.189580907230874	0.770835272389727	20.9049264214806	-0.245942179894206
ZC3H14|ENSG00000100722.20|chr14	568	500	656	591	947	660	0.0430058491858688	0.193927460493675	2458	0.361579540714342	0.178676635094927	640.012687155776	2.02365317951193
EML5|ENSG00000165521.16|chr14	33	30	48	39	78	23	0.566101209656612	0.78716467868506	9592	0.321591606682718	0.560456606590617	40.2840612312475	0.573802865201344
TTC8|ENSG00000165533.19|chr14	186	139	140	90	203	200	0.790490957567308	0.915804186273731	11882	0.08690307941078	0.327105261946975	155.991748043041	0.265673131925549
FOXN3|ENSG00000053254.16|chr14	1023	965	926	841	1329	1168	0.28159679433637	0.564061877111627	6113	0.195259594179072	0.181343443349809	1028.96482062119	1.07673920033833
EFCAB11|ENSG00000140025.16|chr14	154	175	244	143	158	189	0.530380028455309	0.767154190894027	9212	-0.190067360174145	0.302931915247858	175.891893400283	-0.62742600104922
TDP1|ENSG00000042088.14|chr14	373	384	453	385	484	450	0.491878624449891	0.741837061504159	8697	0.144166514709703	0.209750467208046	417.774785167059	0.687323926514585
KCNK13|ENSG00000152315.5|chr14	1	5	6	0	5	11	0.824186663037766	1	12403	0.366344291409121	1.64898559108544	4.64756471214364	0.22216342786111
PSMC1|ENSG00000100764.14|chr14	86	38	43	31	52	47	0.528834938293164	0.766198821943009	9198	-0.314118698184862	0.498770933341566	47.8492458801992	-0.629785493072726
NRDE2|ENSG00000119720.18|chr14	322	224	226	141	201	198	0.0639502833239223	0.243435139130428	2948	-0.487368168505838	0.263082994433168	214.69650884736	-1.85252630849785
CALM1|ENSG00000198668.14|chr14	13151	11512	12379	8239	13750	10529	0.182490290551428	0.446924488230384	4829	-0.187561659394481	0.140693068349936	11382.7974815704	-1.33312651144954
TTC7B|ENSG00000165914.15|chr14	127	128	167	141	260	209	0.0654706275612113	0.246558587996823	2982	0.533480117725885	0.28961518106363	168.468588063225	1.84203091760123
RPS6KA5|ENSG00000100784.12|chr14	278	255	278	299	568	344	0.01486410072448	0.0987657979819341	1623	0.56608450767786	0.23241396832373	329.064562408491	2.4356733451122
DGLUCY|ENSG00000133943.21|chr14	148	56	83	83	98	76	0.834713383477585	0.934014252702749	12528	-0.0818719329034816	0.392369356116238	87.7842546098125	-0.208660364595922
GPR68|ENSG00000119714.11|chr14	0	0	13	0	0	0	0.17844119094696	1	4770.5	-4.39225519469984	3.26423358009362	1.92383205934118	-1.34557012754396
CCDC88C|ENSG00000015133.20|chr14	22	21	41	13	54	21	0.966584226517476	1	13808	0.028391659152827	0.677723116947411	27.1722473088009	0.0418927117031336
PPP4R3A|ENSG00000100796.18|chr14	356	274	368	375	648	469	0.00284548421682156	0.0327461122531583	919	0.595526293100736	0.199576150163769	404.905046457024	2.98395521013937
CATSPERB|ENSG00000133962.8|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TC2N|ENSG00000165929.13|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FBLN5|ENSG00000140092.15|chr14	140	58	114	144	75	80	0.857690828975814	0.942920410578958	12774	0.0757285508255251	0.422322717005106	100.722266869028	0.179314414726617
TRIP11|ENSG00000100815.12|chr14	76	24	62	54	78	55	0.540446514123342	0.77248141210165	9320	0.288491662402415	0.471285400547298	55.8010342150016	0.61213791487577
ATXN3|ENSG00000066427.25|chr14	345	292	338	295	350	290	0.88638742996034	0.954528693225007	13065	-0.0306709944889058	0.214667325162743	314.491188863332	-0.142876865240919
NDUFB1|ENSG00000183648.11|chr14	4748	4717	4421	2243	4180	3151	0.00134064136645505	0.0192467214957648	734	-0.556485339785284	0.173514793079836	3853.37865791321	-3.2071348494721
CPSF2|ENSG00000165934.13|chr14	864	792	928	796	1204	788	0.501762992539118	0.748360531561428	8836	0.115270228424528	0.171604991581976	879.349930328914	0.671718388619614
SLC24A4|ENSG00000140090.18|chr14	4	12	0	0	2	19	0.874381391954112	1	12962	0.269368231196288	1.70383026097582	6.57284827559432	0.158095696129974
RIN3|ENSG00000100599.16|chr14	62	56	69	26	27	51	0.117267183798079	0.348691738440737	3865	-0.797189250786375	0.508947744628043	48.0788258037506	-1.56634793886156
LGMN|ENSG00000100600.15|chr14	1041	520	869	715	1352	859	0.119839364462331	0.352964112842582	3911	0.302957220108701	0.194771656102858	859.096202471586	1.55544819082254
GOLGA5|ENSG00000066455.13|chr14	82	81	79	38	163	106	0.517146964786057	0.758310389277049	9048	0.28716187641696	0.443322401806056	88.3602170112957	0.647749527763741
CHGA|ENSG00000100604.13|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ITPK1|ENSG00000100605.17|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MOAP1|ENSG00000165943.5|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TMEM251|ENSG00000153485.6|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GON7|ENSG00000170270.5|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
UBR7|ENSG00000012963.15|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BTBD7|ENSG00000011114.15|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
UNC79|ENSG00000133958.14|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
COX8C|ENSG00000187581.3|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PRIMA1|ENSG00000175785.13|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FAM181A|ENSG00000140067.7|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ASB2|ENSG00000100628.12|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CCDC197|ENSG00000175699.15|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OTUB2|ENSG00000089723.10|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DDX24|ENSG00000089737.18|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
IFI27L1|ENSG00000165948.11|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
IFI27|ENSG00000165949.13|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
IFI27L2|ENSG00000119632.4|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PPP4R4|ENSG00000119698.12|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA10|ENSG00000140093.10|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA6|ENSG00000170099.6|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA1|ENSG00000197249.14|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA11|ENSG00000186910.4|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA9|ENSG00000170054.16|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA12|ENSG00000165953.10|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA4|ENSG00000100665.12|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA5|ENSG00000188488.14|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINA3|ENSG00000196136.18|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GSC|ENSG00000133937.5|chr14	17	7	52	39	21	57	0.278196260380843	0.562260657191137	6053	0.793634918838494	0.731878838318315	31.8352448279853	1.0843801969491
DICER1|ENSG00000100697.17|chr14	1223	1178	1359	712	925	850	0.000549899662736733	0.0102065305258671	567	-0.577485777056875	0.167135621193201	1028.71888091958	-3.45519269282116
CLMN|ENSG00000165959.12|chr14	65	33	59	11	54	14	0.100974133373472	0.319244137684922	3605	-1.02551757793579	0.625258684805597	36.9034780580601	-1.64014927398351
SYNE3|ENSG00000176438.13|chr14	2	4	3	0	25	16	0.141278979190011	1	4226	2.05243668491349	1.3952237002376	7.81353942922465	1.4710448830277
GLRX5|ENSG00000182512.5|chr14	3892	3019	4122	1822	2496	2289	7.95579889517104e-08	8.83508297712737e-06	93	-0.705416443029945	0.131408270173524	2877.24535256705	-5.36812821672827
TUNAR|ENSG00000250366.4|chr14	0	0	6	6	4	0	0.702505471270628	1	11099	0.91839534668341	2.40455059734657	2.59219979515115	0.381940537120268
C14orf132|ENSG00000227051.7|chr14	266	310	391	145	347	196	0.0644805574599744	0.244645315447248	2957	-0.523377574657568	0.283083914742141	269.159982068578	-1.84884250712129
BDKRB2|ENSG00000168398.7|chr14	0	4	0	13	0	1	0.441488880248881	1	8094	1.75985200365338	2.28646801683291	3.45888296670575	0.769681443474128
ENSG00000258691|ENSG00000258691.1|chr14	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BDKRB1|ENSG00000100739.11|chr14	0	0	0	0	0	3	0.526639788994278	1	9164	2.52751588745645	3.99200967529038	0.520141180928832	0.633143727857473
ATG2B|ENSG00000066739.12|chr14	87	72	149	144	191	139	0.0430736266580359	0.194012213644952	2460	0.668594278080409	0.330497189324681	127.490760271758	2.0229953526884
GSKIP|ENSG00000100744.15|chr14	333	330	308	354	510	404	0.080167621055773	0.279524405653708	3240	0.384845247849014	0.21994747538768	369.37825853113	1.74971432234303
AK7|ENSG00000140057.9|chr14	0	0	8	0	0	0	0.344695787510293	1	6894.5	-3.69226094481472	3.90745338067608	1.18389665190227	-0.944927702291837
PAPOLA|ENSG00000090060.19|chr14	2536	2018	2847	1507	2199	1901	0.0070664772152457	0.0609029553692071	1244	-0.370989073201824	0.137724968016003	2121.02605039786	-2.69369511241213
VRK1|ENSG00000100749.9|chr14	893	628	956	782	1267	841	0.130328233016128	0.370702906631216	4066	0.248429183313556	0.164217172325539	869.998821196336	1.51280879944198
BCL11B|ENSG00000127152.18|chr14	299	204	328	134	294	208	0.155544392164987	0.410024958702227	4443	-0.370408271149729	0.260810960732058	235.836639942948	-1.42021742533384
SETD3|ENSG00000183576.13|chr14	620	487	750	527	768	857	0.206372469095883	0.479766370785643	5132	0.253237612406232	0.200409118804545	655.751261325415	1.26360324279061
