rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
TOMT|ENSG00000284844.2|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ANAPC15|ENSG00000110200.9|chr11	1068	1149	936	1235	544	1171	0.0529709993024555	0.259260810394578	1819	-0.353937328538139	0.182898482594918	991.283061240823	-1.93515727149053
FOLR3|ENSG00000110203.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
FOLR1|ENSG00000110195.14|chr11	0	4	0	11	1	5	0.34542821495838	1	6055	1.93517374998148	2.0510713132808	3.00491261780144	0.94349413277399
FOLR2|ENSG00000165457.15|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
INPPL1|ENSG00000165458.15|chr11	322	383	295	359	318	338	0.360574029775006	0.678277867008897	6237	-0.177661781251179	0.194320524570861	331.521207467697	-0.914271828174245
PHOX2A|ENSG00000165462.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CLPB|ENSG00000162129.15|chr11	566	671	488	740	654	835	0.281608569379684	0.601361138111509	5255	0.166391944234209	0.154536972489525	642.841939769936	1.07671285100067
PDE2A|ENSG00000186642.16|chr11	0	1	0	0	0	0	0.773946551284644	1	11409	-1.17197914228186	4.0804728567969	0.15191676824041	-0.287216502452572
ARAP1|ENSG00000186635.15|chr11	253	418	269	455	209	440	0.998985484818761	0.999359328720109	14065	-0.000298234039205789	0.234551710679281	326.171425749239	-0.00127150656178153
STARD10|ENSG00000214530.10|chr11	30	8	9	11	8	24	0.638831343003485	1	9816	-0.420479181265987	0.895907213997564	14.9371531980775	-0.469333402719012
ATG16L2|ENSG00000168010.11|chr11	50	65	62	92	51	80	0.812454444252502	1	11861	0.0940491113345984	0.396395433549003	64.6140129356667	0.237260834446449
FCHSD2|ENSG00000137478.15|chr11	31	46	7	34	53	37	0.478527262847289	1	7865	0.464174174023809	0.654990389465317	33.8316113518122	0.708673259164496
P2RY2|ENSG00000175591.12|chr11	0	14	6	17	11	6	0.599761708737978	1	9350	0.647763571397334	1.23443914722857	8.51113712791653	0.524743218692975
P2RY6|ENSG00000171631.16|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ARHGEF17|ENSG00000110237.5|chr11	4	42	12	24	22	24	0.83506323507568	1	12097	0.168601627603009	0.809758399268245	20.2089005295231	0.208212261528092
RELT|ENSG00000054967.13|chr11	128	194	147	197	76	168	0.274899547622602	1	5140	-0.337458765729365	0.309070956786636	146.751927624108	-1.09184884027238
PLEKHB1|ENSG00000021300.14|chr11	68	112	32	53	26	62	0.107387797331056	1	2783	-0.788668151776802	0.489841975576003	56.7558186216729	-1.61004607832845
RAB6A|ENSG00000175582.20|chr11	242	351	305	390	401	508	0.112013525082917	0.384463088696055	2866	0.333289658921188	0.209720651489943	357.174106961058	1.58920762716194
MRPL48|ENSG00000175581.14|chr11	744	786	736	1077	667	985	0.839898095662103	0.948411317754156	12150	0.030184764738175	0.1494119032248	811.625745175177	0.202023828668857
COA4|ENSG00000181924.7|chr11	1541	1603	1526	2034	1752	2274	0.223954574905569	0.544959665571948	4479	0.156020486155297	0.128297915220155	1752.09334765216	1.21607966807233
PAAF1|ENSG00000175575.13|chr11	124	122	108	152	190	210	0.13241783170824	1	3181	0.445919110799509	0.296363558531548	148.321218868865	1.50463543159285
DNAJB13|ENSG00000187726.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
UCP2|ENSG00000175567.11|chr11	522	588	580	677	290	527	0.0345017050176553	0.208707488516012	1418	-0.439021960650839	0.207657985372554	520.566021206091	-2.11415881678329
UCP3|ENSG00000175564.13|chr11	0	0	0	4	0	0	0.529245372873997	1	8442.5	2.50418214757661	3.98020947262606	0.549013038682946	0.629158380934259
C2CD3|ENSG00000168014.18|chr11	8	51	16	93	34	43	0.117173989014336	1	2944	1.01262367953015	0.646322661532276	37.4659897543776	1.56674636338677
PPME1|ENSG00000214517.10|chr11	274	258	289	475	217	321	0.867230804624409	0.960351369933601	12562	0.0408477310000587	0.244338266118254	297.204644907593	0.167176970062845
P4HA3|ENSG00000149380.12|chr11	10	0	0	0	2	0	0.393680700746492	1	6710	-2.3903352894579	2.80239556150149	2.2391318155679	-0.852961417115997
PGM2L1|ENSG00000165434.8|chr11	165	258	157	201	196	257	0.960892191926794	0.988960138987054	13634	-0.0122963024819749	0.250770889673322	200.62846587538	-0.0490340106780064
KCNE3|ENSG00000175538.11|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
LIPT2|ENSG00000175536.7|chr11	127	133	124	154	112	146	0.65844769448426	1	10052	-0.124369233738266	0.281341842144718	130.498795844625	-0.442057366192593
POLD3|ENSG00000077514.9|chr11	58	124	63	134	181	149	0.0285402686071678	1	1280	0.787951470642523	0.35983150420165	114.819983224638	2.18977899778601
CHRDL2|ENSG00000054938.17|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RNF169|ENSG00000166439.6|chr11	62	70	62	111	84	82	0.408007902788636	1	6887	0.302829518643097	0.365999417587256	76.6219764764937	0.827404373043575
XRRA1|ENSG00000166435.16|chr11	0	4	17	66	8	41	0.0406275411146203	1	1560	2.07465888286362	1.01335786447071	20.2194141235219	2.04731117762356
SPCS2|ENSG00000118363.13|chr11	321	440	359	447	299	651	0.701645533104353	0.888436267987293	10548	0.0830797838934526	0.216861807845309	404.971720563521	0.383100116700654
NEU3|ENSG00000162139.10|chr11	181	161	113	301	153	241	0.180927091745495	0.491391781390282	3892	0.369189061760786	0.275945448216295	183.814385225696	1.33790596709319
OR2AT4|ENSG00000171561.4|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SLCO2B1|ENSG00000137491.15|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TPBGL|ENSG00000261594.4|chr11	0	2	0	14	0	7	0.156023669213566	1	3533	3.18537886489527	2.24548179267072	3.2082837954347	1.418572564379
ARRB1|ENSG00000137486.17|chr11	44	84	86	143	45	112	0.611851115352946	1	9497	0.217052471255136	0.427746164747314	81.437390170052	0.50743288693975
KLHL35|ENSG00000149243.17|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
GDPD5|ENSG00000158555.15|chr11	14	30	0	0	2	11	0.193006618225979	1	4061	-1.90343143517847	1.46222529398604	9.08854403158851	-1.3017360888278
SERPINH1|ENSG00000149257.16|chr11	301	440	293	455	365	504	0.400045493947974	0.708682743311062	6790	0.155315586838497	0.1845611490867	381.065432678896	0.841539986107996
MAP6|ENSG00000171533.12|chr11	0	0	0	0	3	6	0.232162537359491	1	4593.5	3.83924377001665	3.21327589418115	1.39864454937479	1.1948067630822
MOGAT2|ENSG00000166391.15|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DGAT2|ENSG00000062282.15|chr11	18	32	11	27	15	41	0.729351138914773	1	10909	0.237835978999208	0.687409492633486	22.6116798800748	0.345988790594164
UVRAG|ENSG00000198382.9|chr11	48	92	76	72	106	67	0.930516727887806	1	13274	0.0370380974006187	0.424774492732178	76.6961095409984	0.0871947304613025
WNT11|ENSG00000085741.14|chr11	4	35	14	12	1	16	0.292404517420212	1	5383	-1.09763090000242	1.0425217370725	12.8717979451006	-1.05286140419927
THAP12|ENSG00000137492.9|chr11	97	92	88	120	97	172	0.435333794624825	1	7263	0.254021037539997	0.325627510987293	107.852889556876	0.780096978814268
GVQW3|ENSG00000179240.13|chr11	22	2	11	14	25	18	0.611200723608664	1	9487	0.474035539574145	0.932479553789032	15.6415350278054	0.50836025052555
EMSY|ENSG00000158636.17|chr11	123	91	95	92	91	66	0.165068731287102	1	3679	-0.515738684525951	0.371509600877185	94.0834799580756	-1.38822437780402
LRRC32|ENSG00000137507.11|chr11	0	2	0	0	1	0	0.821006845011304	1	11950	-0.917735985097336	4.0562884363561	0.489218493825682	-0.226250179073007
TSKU|ENSG00000182704.8|chr11	45	40	76	41	39	92	0.725488161997184	1	10871	-0.178229690002609	0.507583772364773	55.0706594859192	-0.35113354623663
ACER3|ENSG00000078124.13|chr11	229	257	160	324	249	318	0.246312059678291	0.567551214433545	4768	0.258285103002653	0.222783705393919	248.291567046171	1.15935365446033
B3GNT6|ENSG00000198488.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CAPN5|ENSG00000149260.18|chr11	28	26	14	39	12	13	0.644675425200739	1	9911	-0.33565101062003	0.727822223368521	21.3124432962778	-0.461171698037144
MYO7A|ENSG00000137474.23|chr11	30	47	26	42	17	34	0.507430316646989	1	8160	-0.376106325263895	0.567412828910308	31.5023117459584	-0.662844239856527
GDPD4|ENSG00000178795.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PAK1|ENSG00000149269.10|chr11	321	322	250	261	252	278	0.0835665670141845	0.326439642337567	2415	-0.376499759727413	0.21758505757143	279.186779383939	-1.73035668868857
AQP11|ENSG00000178301.4|chr11	18	10	11	9	12	10	0.552468433106673	1	8783	-0.534970159518786	0.9005241548795	11.8899340997535	-0.594065308098672
RSF1|ENSG00000048649.14|chr11	152	129	102	149	79	148	0.381800419020334	1	6557	-0.275966139880479	0.315539971935307	123.751560108851	-0.874583775196183
AAMDC|ENSG00000087884.16|chr11	470	558	544	469	438	504	0.0410609283167052	0.22681602481734	1569	-0.365648578309425	0.178983811930633	494.936151686614	-2.04291424104396
INTS4|ENSG00000149262.19|chr11	109	118	114	143	95	167	0.978424928726982	1	13847	0.0081117749348304	0.299951321703284	121.195588722197	0.0270436379102029
KCTD14|ENSG00000151364.17|chr11	0	0	0	6	0	2	0.319008555042836	1	5712	3.50800188482796	3.52033238457838	1.10434945047115	0.996497347862824
NDUFC2-KCTD14|ENSG00000259112.2|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NDUFC2|ENSG00000151366.13|chr11	5261	6252	5310	6173	4967	5789	0.0431638178264674	0.233050243810415	1616	-0.201502400571985	0.0996490153678748	5548.46879362042	-2.02212134086923
ALG8|ENSG00000159063.14|chr11	574	554	405	541	421	495	0.11303003449723	0.386372831081642	2876	-0.285806054276761	0.180351171726237	492.138252246201	-1.58471969736131
KCTD21|ENSG00000188997.8|chr11	1	7	16	11	34	0	0.520667352461193	1	8328	0.833486843993205	1.29762530328068	12.1811886405797	0.642317040123962
USP35|ENSG00000118369.13|chr11	10	0	0	20	6	7	0.365790079726005	1	6306	1.38832948173915	1.53510504832926	6.70864146192565	0.904387281671795
GAB2|ENSG00000033327.13|chr11	20	39	16	29	27	49	0.613373361340287	1	9511	0.306055999814417	0.605734715910829	28.6456091735455	0.505264089667054
NARS2|ENSG00000137513.11|chr11	108	129	70	124	104	180	0.531848420810102	1	8486	0.203819155707004	0.326013175731634	114.991217132577	0.62518686629642
TENM4|ENSG00000149256.16|chr11	0	14	0	6	2	5	0.922187026322599	1	13180	-0.180617933308332	1.84909293681851	4.02319895919672	-0.097679207849389
FAM181B|ENSG00000182103.5|chr11	31	25	24	21	27	22	0.542104893753832	1	8660	-0.383518869374285	0.629097866151056	25.2437732171018	-0.609633079381955
PRCP|ENSG00000137509.12|chr11	580	856	638	818	530	758	0.204931898763967	0.519961332389777	4248	-0.19429963970456	0.153278484794638	679.700135990361	-1.26762500271895
RAB30|ENSG00000137502.10|chr11	28	24	28	77	55	28	0.162056391288739	1	3622	0.786303056696035	0.562372606192973	39.0303140698319	1.39818875961789
PCF11|ENSG00000165494.12|chr11	150	89	119	160	93	155	0.810059263616722	1	11840	-0.0807785787483636	0.336087874474004	125.702236340204	-0.240349577844147
ANKRD42|ENSG00000137494.14|chr11	0	2	0	8	5	5	0.133589554975319	1	3193	3.07391141491269	2.04914322651858	3.03085913168786	1.50009593040265
CCDC90B|ENSG00000137500.10|chr11	464	580	472	645	564	657	0.547721872658924	0.804689174484546	8726	0.0958646196278574	0.159461464334459	552.124595546879	0.601177344181338
DLG2|ENSG00000150672.18|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TMEM126B|ENSG00000171204.13|chr11	461	555	396	703	624	869	0.00876958011977459	0.100332522550893	700	0.431700775519926	0.164714174143971	581.807134704702	2.62090847835956
TMEM126A|ENSG00000171202.7|chr11	258	270	179	267	202	260	0.464256121682484	0.749692026551617	7633	-0.166717788077507	0.227801179659205	234.70683591016	-0.731856561616231
CREBZF|ENSG00000137504.15|chr11	513	669	536	709	664	868	0.261635026236782	0.582355904252197	4959	0.18004784699074	0.160393968808129	644.222661907944	1.12253502004257
CCDC89|ENSG00000179071.5|chr11	17	1	3	8	6	0	0.589401599478906	1	9204	-0.825937452699965	1.53035438163675	6.12310419617567	-0.539703393286337
SYTL2|ENSG00000137501.18|chr11	0	0	0	3	0	6	0.269116629150965	1	5061	3.69094652423167	3.33992341439558	1.25424945635241	1.10509914937664
CCDC83|ENSG00000150676.13|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PICALM|ENSG00000073921.18|chr11	378	449	346	572	616	479	0.11295498385936	0.386372831081642	2874	0.331263381078456	0.20899239122042	466.227528207736	1.58504995872831
EED|ENSG00000074266.22|chr11	353	374	235	383	345	369	0.984284894141835	0.995538934513499	13898	-0.00416464451626478	0.21143291890285	336.905486359443	-0.0196972379602741
HIKESHI|ENSG00000149196.17|chr11	254	307	270	363	200	326	0.507426901906209	0.783308335338936	8159	-0.141927195755857	0.21411674979302	279.387311081035	-0.662849571054358
CCDC81|ENSG00000149201.10|chr11	8	0	0	0	0	0	0.234942790037939	1	4633.5	-4.14379506829623	3.48885818634469	1.49468952070254	-1.18772241431737
ME3|ENSG00000151376.18|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PRSS23|ENSG00000150687.12|chr11	1114	1310	1278	1242	1178	1387	0.244299334979649	0.565682578185484	4744	-0.169478316768592	0.145561449062937	1239.80913658099	-1.16430770550596
FZD4|ENSG00000174804.4|chr11	15	51	70	46	41	69	0.952623803420474	1	13530	-0.0335323931385312	0.564402570096495	47.7948779338205	-0.0594121907219491
TMEM135|ENSG00000166575.17|chr11	44	124	64	126	104	148	0.154492458457416	1	3507	0.531280657661067	0.373131971060893	96.8860726159339	1.42384115772906
RAB38|ENSG00000123892.12|chr11	0	0	0	0	0	4	0.524104846284139	1	8369.5	2.5345511369932	3.97869542933534	0.561659784893469	0.63703070064265
CTSC|ENSG00000109861.17|chr11	461	522	514	574	209	607	0.120346427370893	0.398333981102051	2998	-0.385778752128599	0.248357366082803	468.360435063557	-1.55332116060524
GRM5|ENSG00000168959.15|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TYR|ENSG00000077498.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NOX4|ENSG00000086991.13|chr11	0	7	0	0	1	5	0.916284622349477	1	13121	-0.277440979109404	2.6394063321235	1.95087706614457	-0.105114917598229
TRIM49|ENSG00000168930.13|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM64B|ENSG00000189253.8|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM49D1|ENSG00000223417.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM49D2|ENSG00000233802.8|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM64|ENSG00000204450.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM49C|ENSG00000204449.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NAALAD2|ENSG00000077616.11|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CHORDC1|ENSG00000110172.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
FAT3|ENSG00000165323.16|chr11	126	83	41	124	55	126	0.947033433410525	1	13468	0.0287140458782521	0.432228379945213	89.0483422507351	0.0664325787258387
MTNR1B|ENSG00000134640.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SLC36A4|ENSG00000180773.15|chr11	291	379	252	410	390	389	0.365810376629417	0.68197189151783	6308	0.182554955110577	0.201863392211209	344.250625889671	0.904348991220607
DEUP1|ENSG00000165325.15|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SMCO4|ENSG00000166002.7|chr11	191	280	286	390	237	404	0.375368048520359	0.688583867399721	6479	0.205567545968278	0.231896346304726	288.15038626801	0.886463065261708
CEP295|ENSG00000166004.15|chr11	10	7	0	17	20	9	0.252367372114482	1	4858	1.30638812325224	1.14133095642182	10.2365183558711	1.14461814594769
TAF1D|ENSG00000166012.17|chr11	83	142	106	124	65	123	0.344446843339192	1	6045	-0.314473691420876	0.332630176748397	104.077201596413	-0.945415399453506
C11orf54|ENSG00000182919.15|chr11	123	156	106	248	106	181	0.428430877867084	1	7144	0.235071490334468	0.296852561616314	146.441738286557	0.791879608700501
ENSG00000284057|ENSG00000284057.1|chr11	64	101	130	90	99	141	0.875375480860327	1	12644	-0.0588631021328421	0.375320460256097	103.139764239887	-0.156834247972192
MED17|ENSG00000042429.12|chr11	68	129	154	147	134	164	0.709914602822142	1	10703	0.127295700284718	0.342219620755643	130.359322582467	0.371970782983282
VSTM5|ENSG00000214376.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HEPHL1|ENSG00000181333.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PANX1|ENSG00000110218.9|chr11	38	56	92	53	39	65	0.294091771236872	1	5407	-0.500231860871879	0.476780174548641	57.1673706818745	-1.04918762896431
IZUMO1R|ENSG00000183560.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
GPR83|ENSG00000123901.9|chr11	0	6	0	8	10	0	0.421000978231957	1	7055	1.65146323605226	2.05230799660688	3.86337626025698	0.804685865271028
MRE11|ENSG00000020922.13|chr11	312	361	340	473	365	413	0.641087854491612	0.861637979946079	9837	0.0875828758019155	0.187874186646585	369.971307855064	0.466178336498509
ANKRD49|ENSG00000168876.9|chr11	140	218	165	222	158	264	0.740423578072657	0.907793745023035	11022	0.0831974470845107	0.251129906234245	188.260515424466	0.331292470626367
C11orf97|ENSG00000257057.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PIWIL4|ENSG00000134627.12|chr11	0	0	0	2	0	0	0.708548033362949	1	10664	1.51434437831573	4.05114148076564	0.274506519341473	0.37380683580311
FUT4|ENSG00000196371.4|chr11	62	68	45	112	89	83	0.184325905078311	1	3944	0.501785946427254	0.377978162581414	74.2097964742567	1.32755274273067
AMOTL1|ENSG00000166025.18|chr11	380	417	273	489	406	481	0.393196514709303	0.701642304883376	6706	0.161154002462187	0.18874142562601	397.471680509729	0.85383482681493
CWC15|ENSG00000150316.12|chr11	1328	1662	1250	2016	1650	1665	0.312412511484546	0.631533267080724	5627	0.132636617935955	0.13130092077252	1560.58125541569	1.01017279357659
KDM4D|ENSG00000186280.7|chr11	0	31	9	19	7	23	0.900431899217128	1	12964	0.136504368037941	1.09102448626947	13.5983793387701	0.125115769403755
KDM4E|ENSG00000235268.2|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SRSF8|ENSG00000263465.5|chr11	493	637	553	713	668	687	0.551914645410231	0.806862295496381	8780	0.0996097505169177	0.167441308824361	614.812988582502	0.594893525476467
ENDOD1|ENSG00000149218.5|chr11	118	173	130	172	225	220	0.182469696111267	1	3923	0.380812609333111	0.285640317400536	169.872978488038	1.33318928083643
SESN3|ENSG00000149212.12|chr11	107	187	131	255	208	281	0.0160933949502949	0.140872691161751	946	0.609864629342786	0.25339330795228	186.94528194154	2.40679059076666
FAM76B|ENSG00000077458.13|chr11	102	98	57	105	109	113	0.650053328227956	1	9963	0.160602651229455	0.353993522873095	95.5386673409139	0.453688106849996
CEP57|ENSG00000166037.11|chr11	98	191	149	238	151	138	0.829681632912756	1	12049	0.0663556517882504	0.308473253748511	156.399656260754	0.215109903312227
MTMR2|ENSG00000087053.20|chr11	509	559	398	760	568	710	0.0993879397362432	0.358181013632926	2673	0.263649815123726	0.159998367753846	566.888598225621	1.64782815490559
MAML2|ENSG00000184384.14|chr11	6	34	20	58	18	37	0.322827224630382	1	5768	0.693763924349815	0.701718117388914	26.6767343974576	0.988664689079574
CCDC82|ENSG00000149231.16|chr11	54	46	101	131	41	120	0.644305862653396	1	9908	0.216523606531044	0.468983642166403	79.1908373771897	0.461686905604732
JRKL|ENSG00000183340.7|chr11	10	14	31	48	10	13	0.955736117297944	1	13566	0.0453767841056208	0.81752551959579	20.3038395365337	0.055505036867909
CNTN5|ENSG00000149972.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ARHGAP42|ENSG00000165895.19|chr11	10	26	11	27	15	38	0.435310524386988	1	7262	0.566022875946434	0.725543368217376	19.7842449112597	0.780136516631837
PGR|ENSG00000082175.16|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRPC6|ENSG00000137672.13|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ANGPTL5|ENSG00000187151.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CEP126|ENSG00000110318.15|chr11	27	56	19	49	41	74	0.330124517264948	1	5861	0.511371594258393	0.525095975008856	41.9715121910815	0.973863100454672
CFAP300|ENSG00000137691.13|chr11	38	31	43	57	26	39	0.779462856518495	1	11503	-0.147591006924197	0.527074798113891	38.3086106754707	-0.280019093025019
YAP1|ENSG00000137693.14|chr11	224	182	186	224	165	198	0.336196385707422	0.656065792659732	5933	-0.244670520131978	0.254412526659684	194.883021130252	-0.961707834690322
BIRC3|ENSG00000023445.16|chr11	1	0	12	8	0	5	0.803683910231219	1	11757	-0.462051034816697	1.85874479453937	4.32548249859971	-0.248582288528318
BIRC2|ENSG00000110330.10|chr11	338	311	351	343	259	401	0.265341416416743	0.586511059598686	5014	-0.237322737056546	0.213064309610037	330.198168503255	-1.11385495529922
TMEM123|ENSG00000152558.15|chr11	1144	1703	1140	1636	1162	1363	0.30056171268574	0.620901072626228	5474	-0.138640232097065	0.133922210305855	1325.96590523516	-1.03522956931815
MMP7|ENSG00000137673.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MMP20|ENSG00000137674.4|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MMP27|ENSG00000137675.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MMP8|ENSG00000118113.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MMP10|ENSG00000166670.10|chr11	0	0	17	0	0	0	0.0483684577095512	1	1716	-5.29012161547266	2.67974087415789	3.31293945837465	-1.97411685080748
MMP1|ENSG00000196611.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MMP3|ENSG00000149968.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MMP12|ENSG00000262406.3|chr11	0	0	0	5	0	0	0.476426434446074	1	7830	2.8238500414539	3.96573664142201	0.686266298353683	0.712061918574942
MMP13|ENSG00000137745.13|chr11	0	0	0	11	0	5	0.0961407077436332	1	2625	4.50941052006529	2.71021273071121	2.21186058749494	1.66385851153534
DCUN1D5|ENSG00000137692.12|chr11	1253	1414	1245	1641	1165	1657	0.764123956188678	0.918418125456411	11268	-0.0364348921858194	0.121421412056729	1365.41379241856	-0.300069745266978
DYNC2H1|ENSG00000187240.17|chr11	38	98	57	70	34	45	0.216915764937447	1	4381	-0.574540029049545	0.465300898906302	55.3251989427642	-1.23477094155634
PDGFD|ENSG00000170962.13|chr11	10	22	19	29	20	22	0.698279108962934	1	10506	0.272438393483982	0.702804685535593	19.6904003381427	0.387644532102631
DDI1|ENSG00000170967.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CASP1|ENSG00000137752.25|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
GRIA4|ENSG00000152578.13|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MSANTD4|ENSG00000170903.12|chr11	112	221	158	210	205	152	0.886036898572852	0.966711738598161	12787	0.0431144839777318	0.300825214015562	173.460280767187	0.143320712390489
KBTBD3|ENSG00000182359.15|chr11	5	4	0	0	0	0	0.174031906638944	1	3787	-4.19414536787552	3.08537782496567	1.54184802340073	-1.35936199901942
AASDHPPT|ENSG00000149313.11|chr11	989	1105	1052	1340	1171	1235	0.767609908596511	0.919903491116749	11303	0.0424041663480847	0.143498417530854	1132.07912133387	0.29550267576273
GUCY1A2|ENSG00000152402.11|chr11	38	21	52	21	31	77	0.917350072358503	1	13127	-0.0645186503383222	0.621733049313597	39.8649275131542	-0.103772270767256
CWF19L2|ENSG00000152404.16|chr11	47	94	64	56	34	105	0.50489457957503	1	8139	-0.303494754816321	0.455145425016369	64.2665602602883	-0.666808316936078
ALKBH8|ENSG00000137760.15|chr11	104	163	96	198	117	195	0.334068372720707	1	5905	0.277030110458401	0.28679500564675	139.148860930265	0.965951655377232
ELMOD1|ENSG00000110675.13|chr11	30	18	43	9	23	51	0.579490485605505	1	9097	-0.396870364465484	0.716205580059046	29.3796711860933	-0.554129115320163
SLN|ENSG00000170290.4|chr11	0	0	0	0	1	5	0.40995458464907	1	6911.5	3.18698353315612	3.86782259794639	0.887459688461698	0.823973554228738
SLC35F2|ENSG00000110660.15|chr11	334	391	265	349	368	370	0.816587932576172	0.940223907023014	11896	-0.0486142292166864	0.209602156675635	341.522205694284	-0.231935729993076
RAB39A|ENSG00000179331.3|chr11	17	32	11	24	20	41	0.636664842055276	1	9767	0.319747011415358	0.676903762016525	22.9400086976991	0.472367017820699
CUL5|ENSG00000166266.14|chr11	394	353	230	499	387	422	0.329436839782738	0.648981002150006	5856	0.212778251245869	0.218178419695531	371.550662541778	0.975248842405226
ACAT1|ENSG00000075239.14|chr11	849	1127	972	1457	995	1565	0.109125434754455	0.378891788741759	2819	0.219440733983358	0.136967566769482	1123.44173143183	1.60213647040017
NPAT|ENSG00000149308.17|chr11	47	54	19	71	63	112	0.0733583017399909	1	2219	0.840757013796152	0.469540565938672	57.8382111871882	1.79059505138895
ATM|ENSG00000149311.20|chr11	63	125	46	112	103	134	0.266528111923836	1	5026	0.416357975316961	0.374728122309975	93.0073189059368	1.11109348492545
C11orf65|ENSG00000166323.13|chr11	14	0	0	3	0	0	0.297651191698531	1	5437	-2.62982030365004	2.52507141952625	3.02746644024166	-1.04148353322357
POGLUT3|ENSG00000178202.13|chr11	342	566	360	631	359	454	0.915490848814245	0.976589283700544	13111	-0.0211575920797532	0.199382994183942	436.94762495943	-0.106115329275445
EXPH5|ENSG00000110723.12|chr11	54	55	40	73	86	92	0.165002096361938	1	3676	0.564074005888063	0.406263620847363	65.1204975249003	1.38844330858753
DDX10|ENSG00000178105.12|chr11	275	306	322	370	247	278	0.264993652618726	0.586206166753072	5005	-0.242645411917366	0.21768444609559	296.226599865614	-1.11466582141939
C11orf87|ENSG00000185742.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RDX|ENSG00000137710.17|chr11	494	626	615	678	603	736	0.979566883118145	0.993741650207601	13856	0.00432872427367773	0.169012134680422	615.437671454483	0.0256119140904452
ZC3H12C|ENSG00000149289.11|chr11	31	66	30	49	64	67	0.455188469911073	1	7513	0.359973906943667	0.482026298626361	49.6626407375652	0.746793085708168
FDX1|ENSG00000137714.3|chr11	1196	1383	1100	1459	1206	1709	0.782968047918643	0.928307786804147	11529	0.0349421776095898	0.126853392479796	1311.71955217077	0.27545323720968
