rownames(readCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
SPATA13|ENSG00000182957.16|chr13	123	130	169	147	220	152	0.423935587851688	0.659545344391744	8167	0.199404808504045	0.24937693432195	155.852852650651	0.799612077380861
C1QTNF9|ENSG00000240654.6|chr13	0	0	0	3	0	0	0.564902906233595	1	9806.5	2.30097353756438	3.99769976039966	0.463535060120506	0.575574374133175
PARP4|ENSG00000102699.6|chr13	132	135	145	131	176	114	0.783357752027389	0.897557966080951	12157	-0.0669656579019141	0.243559339921526	138.063117562942	-0.274945965625832
ATP12A|ENSG00000075673.12|chr13	2	5	5	10	11	1	0.539924856175499	1	9470	0.733703612040889	1.19704966263566	5.54779851055434	0.612926626975044
CENPJ|ENSG00000151849.16|chr13	121	83	119	88	123	96	0.565894224419307	0.767994123051814	9838	-0.159490682185001	0.277805706735611	104.364458086411	-0.574108732535105
PABPC3|ENSG00000151846.9|chr13	36	13	42	26	12	10	0.106711304693578	1	4285	-1.01965241640071	0.632086672898024	23.0656229156409	-1.61315284773487
AMER2|ENSG00000165566.13|chr13	0	6	0	8	7	14	0.112959908057512	1	4362	2.15618442048553	1.36034444411552	5.78622775212845	1.58502828442649
MTMR6|ENSG00000139505.12|chr13	274	277	318	406	354	404	0.0415533036335049	0.150453086719534	3072	0.328494958600021	0.161187630654843	336.296413571006	2.03796629595877
NUP58|ENSG00000139496.18|chr13	412	434	343	497	473	457	0.220055514827673	0.452215190856048	5822	0.171098073662889	0.139514670609504	432.502366085446	1.22638051550712
ATP8A2|ENSG00000132932.19|chr13	9	5	11	18	22	6	0.346377195398576	1	7317	0.773479349474021	0.821417622087356	11.5420454979856	0.94163958585218
SHISA2|ENSG00000180730.5|chr13	189	119	175	273	197	236	0.0342728728652875	0.131323526972421	2891	0.462756688863978	0.218606628816452	195.487371906423	2.11684655387336
RNF6|ENSG00000127870.17|chr13	328	294	248	383	541	298	0.0382575772901939	0.141867940725493	2999	0.396385316326091	0.19129786868376	343.593695009079	2.07208433138044
CDK8|ENSG00000132964.13|chr13	280	182	180	350	237	262	0.116475916557882	0.303726731181847	4416	0.320784797113274	0.204355539840204	244.688135865851	1.56973868858222
WASF3|ENSG00000132970.14|chr13	183	215	229	217	187	178	0.304356307344447	0.548276369892064	6817	-0.208212034723913	0.202711210873784	201.152789156461	-1.02713625865297
GPR12|ENSG00000132975.8|chr13	26	25	17	20	23	25	0.881311971526668	1	13274	-0.0824999060478961	0.552554882840728	22.5567920923404	-0.149306265512953
USP12|ENSG00000152484.14|chr13	277	272	271	226	196	232	0.0187425156168073	0.0856396257380834	2393	-0.416370241096018	0.17713262050296	245.631419795915	-2.35061300348719
RPL21|ENSG00000122026.11|chr13	73	32	47	32	62	48	0.698590851282631	0.850103210505009	11373	-0.166047752308683	0.428816455105638	48.4863403005159	-0.387223368720255
RASL11A|ENSG00000122035.7|chr13	6	1	3	5	13	8	0.246460403018417	1	6118	1.32048195075765	1.1393388615064	5.84496474871587	1.1589896521319
GTF3A|ENSG00000122034.17|chr13	1300	1289	1073	1243	1309	1112	0.329540402375597	0.572274680722085	7135	-0.0913765794417177	0.0937157207183205	1213.52094399676	-0.975040033212426
MTIF3|ENSG00000122033.15|chr13	176	155	130	153	169	169	0.976045321435805	0.990547528569868	14177	0.00653041135729232	0.217482839186662	157.57644710904	0.0300272489623301
LNX2|ENSG00000139517.9|chr13	133	133	175	210	186	182	0.183907135069482	0.406011112654561	5356	0.292506883922591	0.220125173032432	168.475466076064	1.32882068821585
POLR1D|ENSG00000186184.20|chr13	755	663	627	801	863	800	0.081519345974166	0.238500309291376	3864	0.181124827840088	0.103978935466519	744.771718373862	1.74193770139539
GSX1|ENSG00000169840.5|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PDX1|ENSG00000139515.6|chr13	30	20	41	52	52	54	0.103671293152498	0.280492711629313	4233	0.706042531604293	0.433870970160866	40.9847032451192	1.6273099150711
CDX2|ENSG00000165556.10|chr13	131	149	95	157	183	170	0.143255183680438	0.34905469036244	4774	0.353725094400407	0.241652488869072	146.18015130199	1.46377592076883
URAD|ENSG00000183463.6|chr13	0	0	0	0	0	2	0.649209819099915	1	10789.5	1.83395718944094	4.03191397719982	0.338858464494878	0.454860197864298
FLT3|ENSG00000122025.15|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PAN3|ENSG00000152520.14|chr13	226	278	280	295	321	279	0.608950941004584	0.795038058011534	10274	0.0913641079390533	0.178594994499991	278.592968770336	0.511571492778081
FLT1|ENSG00000102755.12|chr13	23	34	26	29	50	14	0.929540092949008	0.971858677073983	13726	0.0489332435431499	0.553396435001877	29.0747853131999	0.08842348892794
POMP|ENSG00000132963.9|chr13	4502	3924	3882	3245	2965	3008	7.90950937184231e-19	1.19625679599564e-16	70	-0.505714800603565	0.057070122158057	3580.93778300347	-8.86128820966909
SLC46A3|ENSG00000139508.15|chr13	136	104	104	115	72	93	0.166989361141916	0.383745684048072	5128	-0.382822121912383	0.277017405299066	103.440368423099	-1.3819424866069
MTUS2|ENSG00000132938.22|chr13	4	18	0	17	7	14	0.52696022077026	1	9342	0.671190988004343	1.06091476773981	9.9537012785032	0.63265307300252
SLC7A1|ENSG00000139514.13|chr13	2137	1818	1984	3546	3371	3156	1.13182026916139e-27	2.6627958199137e-25	45	0.671746341409068	0.0616187594867262	2630.05349321987	10.9016531167554
UBL3|ENSG00000122042.10|chr13	553	491	517	480	546	485	0.269088929913534	0.513027130747908	6382	-0.13663322713035	0.123631732879186	509.466431458073	-1.10516308352541
KATNAL1|ENSG00000102781.14|chr13	146	141	125	102	168	116	0.471693416785055	0.699359100724943	8675	-0.184278072446796	0.256039032337657	132.414528592889	-0.719726483748676
UBE2L5|ENSG00000236444.5|chr13	760	637	498	579	606	459	0.0364847010539744	0.137216174088251	2952	-0.293223862957374	0.140198952429008	585.404234405137	-2.0914839795672
HMGB1|ENSG00000189403.15|chr13	3138	3427	3116	3039	3009	2847	0.00270006551632143	0.0197278078821911	1464	-0.217306603149178	0.0724362683613938	3088.22925752087	-2.99996960176093
USPL1|ENSG00000132952.12|chr13	167	145	123	89	128	141	0.16875524558751	0.385912855205951	5153	-0.359093273135358	0.260928280238206	132.008752087685	-1.37621446325226
ALOX5AP|ENSG00000132965.10|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MEDAG|ENSG00000102802.10|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TEX26|ENSG00000175664.10|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HSPH1|ENSG00000120694.20|chr13	1298	1354	1346	1378	1386	1301	0.415705411856437	0.652297043514705	8081	-0.0705407383674549	0.086670620584581	1338.10873902363	-0.813894464948648
B3GLCT|ENSG00000187676.8|chr13	228	156	192	190	186	147	0.272008125318473	0.516547089281914	6413	-0.227614255491679	0.207214070982532	181.642390451226	-1.09844980320312
RXFP2|ENSG00000133105.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
FRY|ENSG00000073910.23|chr13	8	0	4	11	3	0	0.931247859543989	1	13740	0.136030126397647	1.57670497535834	4.15064639047	0.0862749395248978
ZAR1L|ENSG00000189167.12|chr13	0	0	0	1	0	0	0.831080014846296	1	12767	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
BRCA2|ENSG00000139618.18|chr13	159	110	143	200	189	170	0.103065312412691	0.279496020110953	4222	0.35244753456243	0.216202769289758	159.737716597529	1.63017123101728
N4BP2L1|ENSG00000139597.18|chr13	13	11	2	10	23	0	0.826852826194377	1	12667	0.243650208404906	1.11388200181372	9.56295694388948	0.218739694158065
N4BP2L2|ENSG00000244754.9|chr13	247	262	228	321	351	381	0.0122089773214159	0.0626849868583076	2116	0.426197648216811	0.170067774893857	295.924527795542	2.50604588954498
PDS5B|ENSG00000083642.19|chr13	203	180	200	291	286	240	0.0260230225620019	0.107703573050787	2663	0.393224182649339	0.176661049941994	230.550882266841	2.22586802681435
KL|ENSG00000133116.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
STARD13|ENSG00000133121.21|chr13	30	47	30	22	27	22	0.163345815759146	0.378080925107581	5082	-0.693102274490695	0.497237248418384	29.849346254134	-1.39390658422176
RFC3|ENSG00000133119.13|chr13	705	707	756	1073	909	838	0.0105558754980968	0.0562714269377398	2031	0.281911464530192	0.110247958968822	823.227305849843	2.557067424803
NBEA|ENSG00000172915.20|chr13	106	142	120	122	163	137	0.69483598670018	0.84798024105992	11335	0.099775100083838	0.25433316714204	131.218499009105	0.392300780920625
MAB21L1|ENSG00000180660.8|chr13	29	50	21	38	23	34	0.733954012777804	0.868391946052594	11718	-0.173378521997982	0.51013104878932	32.5084122481679	-0.33987055367333
DCLK1|ENSG00000133083.15|chr13	21	8	11	16	1	27	0.913669528722952	1	13582	0.0967099885412874	0.892066516359256	13.9097320359305	0.108411185452835
SOHLH2|ENSG00000120669.16|chr13	7	7	14	10	8	26	0.485449804416179	1	8861	0.576289335321472	0.826145280690268	12.0500421704654	0.697564155834632
CCDC169-SOHLH2|ENSG00000250709.1|chr13	2	0	1	2	0	1	0.983741235808961	1	14264	-0.0551145413477749	2.7045104740072	0.97258798477729	-0.0203787494548368
CCDC169|ENSG00000242715.8|chr13	8	17	31	0	0	7	0.00643878481155342	1	1787	-3.07152988779523	1.12735027329174	10.9683842358138	-2.72455683079467
SPART|ENSG00000133104.14|chr13	1006	835	794	1015	1052	1082	0.0839827484611362	0.243262751835308	3909	0.172846029685139	0.100024869515078	955.558314915307	1.72803054403469
CCNA1|ENSG00000133101.10|chr13	26	9	25	11	19	29	0.899120857105017	1	13442	-0.0836832515541309	0.660108313246244	19.7689508929485	-0.126772000707881
SERTM1|ENSG00000180440.4|chr13	71	87	92	46	101	91	0.646773821094282	0.820833666258111	10750	-0.161476548146768	0.352377585641323	81.5555230541567	-0.458248636481468
RFXAP|ENSG00000133111.4|chr13	169	168	214	333	227	284	0.0122878454103977	0.0629677731654791	2120	0.518846841228112	0.207226375088245	230.099721841687	2.5037683596365
SMAD9|ENSG00000120693.14|chr13	957	921	1005	1401	1293	1192	0.000245184128733422	0.00305025190470122	857	0.335740188574322	0.0915512292613865	1116.81451919296	3.667238455267
ALG5|ENSG00000120697.10|chr13	1320	1319	1186	1303	1304	1127	0.137159849944078	0.33919909632281	4702	-0.128481043693902	0.0864347614676031	1253.04033589533	-1.48645107029142
EXOSC8|ENSG00000120699.14|chr13	1330	1124	1123	1548	1786	1452	0.000158163984410224	0.0021250126281711	792	0.33103441417528	0.0876242004674453	1377.83885717218	3.77788798538902
SUPT20H|ENSG00000102710.21|chr13	380	381	421	364	360	463	0.619516339253672	0.80220394859083	10408	-0.0816195629966669	0.164377957275567	394.3413507424	-0.496535936748734
CSNK1A1L|ENSG00000180138.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
POSTN|ENSG00000133110.15|chr13	0	0	0	2	0	0	0.670777760413804	1	11054	1.71825635217439	4.04218745608396	0.309023373413671	0.425080818453437
TRPC4|ENSG00000133107.15|chr13	5	0	0	0	0	0	0.398892369269816	1	7884.5	-3.16994802445522	3.75763872047812	0.793551449668042	-0.843601064461001
UFM1|ENSG00000120686.12|chr13	710	720	768	1093	1116	989	1.17410085243918e-05	0.000239503000477334	519	0.445579416026062	0.101676084098508	889.874878241677	4.38234241588581
FREM2|ENSG00000150893.11|chr13	108	86	141	113	178	83	0.851913651581155	0.936174253271272	13003	0.0574257991729939	0.307620678882018	117.083401383327	0.186677304600249
STOML3|ENSG00000133115.12|chr13	0	0	0	2	0	0	0.670777760413804	1	11054	1.71825635217439	4.04218745608396	0.309023373413671	0.425080818453437
PROSER1|ENSG00000120685.20|chr13	499	520	468	819	793	683	4.89274099045317e-06	0.000114347569240458	453	0.530649436985617	0.116132748575267	622.405283149521	4.56933503680657
NHLRC3|ENSG00000188811.14|chr13	45	56	61	68	43	52	0.803832303771707	0.909789672870543	12464	-0.0935980807258643	0.376818319296688	54.0356347000632	-0.248390473426452
LHFPL6|ENSG00000183722.9|chr13	372	301	295	336	399	381	0.431800945758477	0.66587342780664	8257	0.121646141510857	0.154743721158187	344.474090366613	0.786113585742871
COG6|ENSG00000133103.17|chr13	294	193	142	221	334	231	0.299049743501045	0.543899610796351	6753	0.24593331255912	0.236821981305275	232.315529710137	1.03847333428944
MRPS31|ENSG00000102738.8|chr13	197	125	216	220	219	215	0.375079276514459	0.616997908724861	7634	0.194783935852651	0.219598747721504	196.805734330601	0.886999301561029
SLC25A15|ENSG00000102743.15|chr13	516	461	381	447	418	402	0.171239127764948	0.389027502784771	5190	-0.188016708967772	0.137415701075974	434.800035132627	-1.36823308759908
ELF1|ENSG00000120690.16|chr13	130	112	128	263	179	184	0.0032073001118454	0.0225267327604055	1523	0.66356813984889	0.225156791017579	163.366058511661	2.94713802257504
WBP4|ENSG00000120688.9|chr13	99	118	121	104	158	153	0.449181055389661	0.680574641466051	8460	0.204261207304409	0.269907935415779	125.139050894447	0.756781037170157
KBTBD6|ENSG00000165572.8|chr13	1145	1067	1071	982	1055	832	0.00236483060817061	0.0178322376415258	1415	-0.288283099241904	0.0948261902006643	1020.99985280648	-3.04012107448227
KBTBD7|ENSG00000120696.9|chr13	491	474	498	300	366	297	1.32148663096799e-06	3.71102890240268e-05	377	-0.696449772708521	0.143998864340459	405.10089529901	-4.83649489805622
MTRF1|ENSG00000120662.16|chr13	79	119	62	121	91	100	0.603534941030492	0.791284757980163	10219	0.16312749804725	0.314115181820028	94.7674857520394	0.519323826062995
NAA16|ENSG00000172766.19|chr13	149	167	210	205	262	264	0.0842093010745151	0.243652328635117	3914	0.380709442484054	0.220475129018194	208.409631106423	1.72676820364911
RGCC|ENSG00000102760.13|chr13	24	12	47	75	49	25	0.184194632079367	0.406264285380054	5362	0.728755681882526	0.548782479141167	37.8305569156768	1.32794997942174
VWA8|ENSG00000102763.18|chr13	93	119	160	101	125	158	0.870076516859626	0.946168131013608	13159	-0.0481805523676037	0.294571845622606	126.421540169664	-0.16356129441281
DGKH|ENSG00000102780.17|chr13	981	795	997	1156	1057	970	0.294227332095162	0.538738179122263	6702	0.106882084336961	0.101899885377638	983.924438974578	1.04889307716942
AKAP11|ENSG00000023516.9|chr13	185	143	162	284	348	254	5.72749884149978e-05	0.00091183504112719	667	0.764922373279569	0.190101138991572	225.470622248154	4.02376533532228
TNFSF11|ENSG00000120659.16|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
FAM216B|ENSG00000179813.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EPSTI1|ENSG00000133106.15|chr13	15	15	32	22	19	14	0.650767821583938	1	10824	-0.28341894330723	0.626069334686985	19.4893449616246	-0.452695776018052
DNAJC15|ENSG00000120675.6|chr13	163	146	129	181	159	107	0.777329380753939	0.894033472195381	12101	-0.067554781024636	0.238877439801761	145.970105245295	-0.282801009089424
ENOX1|ENSG00000120658.14|chr13	144	115	78	139	148	181	0.133138964871473	0.332519112561518	4645	0.399481344055752	0.265994972480798	132.717110580752	1.50183794952963
CCDC122|ENSG00000151773.13|chr13	10	6	8	43	11	6	0.15162234912443	1	4908	1.20857905630185	0.842905843166708	13.4721593158561	1.43382450851372
SMIM2|ENSG00000139656.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SERP2|ENSG00000151778.11|chr13	193	159	148	188	280	173	0.228389013551394	0.46322198423492	5915	0.269043143833901	0.223361463678705	187.810647298728	1.20451907595352
TSC22D1|ENSG00000102804.15|chr13	478	350	354	630	577	595	7.41267745511839e-05	0.00112111451739055	703	0.525087894637314	0.132509749272354	490.30671852565	3.96263593826651
NUFIP1|ENSG00000083635.8|chr13	203	177	169	278	253	324	0.00346371211845603	0.0239226588733517	1549	0.556133176244291	0.190243239364376	231.541380752618	2.92327432029855
GPALPP1|ENSG00000133114.18|chr13	158	234	150	180	185	230	0.86340598805622	0.943039223723429	13101	0.0414039992359195	0.240664789424761	189.393175934288	0.172040119931477
GTF2F2|ENSG00000188342.12|chr13	613	594	631	724	690	695	0.339634829356984	0.582490513267842	7243	0.106094085601457	0.111106426472303	653.576123016839	0.954887030120665
KCTD4|ENSG00000180332.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TPT1|ENSG00000133112.17|chr13	24438	22980	23316	21715	23481	20334	8.80598813734346e-06	0.00018645799282011	500	-0.202716443513817	0.0456097121404479	22614.9478302096	-4.44458940871154
SLC25A30|ENSG00000174032.17|chr13	144	150	142	167	196	168	0.370140526966032	0.612228050979711	7586	0.191182847597123	0.213323676478668	159.989805358255	0.896210166414606
COG3|ENSG00000136152.15|chr13	75	60	66	126	172	89	0.00482870083310709	0.0311147022033505	1668	0.849764794050585	0.301522725180568	96.0275676484549	2.81824460674299
ERICH6B|ENSG00000165837.12|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CBY2|ENSG00000174015.10|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SIAH3|ENSG00000215475.5|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ZC3H13|ENSG00000123200.17|chr13	526	426	575	539	491	399	0.186280527853104	0.408350487621344	5398	-0.191490744828951	0.144886255254461	489.674607732167	-1.32166260003504
CPB2|ENSG00000080618.17|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
LCP1|ENSG00000136167.15|chr13	909	758	691	806	885	698	0.529102783209399	0.740544625398285	9367	-0.0698311762828578	0.110952994722404	784.450835159594	-0.629376218799414
LRRC63|ENSG00000173988.14|chr13	0	0	0	0	0	1	0.831080014846296	1	12767	0.870432657655199	4.0804728567969	0.169429232247439	0.213316615059773
RUBCNL|ENSG00000102445.20|chr13	5	1	2	4	0	7	0.788574218716618	1	12201	0.431218265497771	1.60804819281619	3.12953468624862	0.268162526113458
LRCH1|ENSG00000136141.15|chr13	18	15	16	11	19	26	0.85331351756714	1	13015	0.119768358054475	0.64777367054396	17.4715612766361	0.184892291089728
ESD|ENSG00000139684.15|chr13	4123	3663	3956	3698	3849	3504	0.00161461688659849	0.0133338135557084	1292	-0.178346265782815	0.056559449565804	3781.11743592889	-3.15325320794217
HTR2A|ENSG00000102468.11|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SUCLA2|ENSG00000136143.16|chr13	245	279	185	230	291	236	0.990709424416508	0.996883664964928	14333	0.00233468081968459	0.20050035312896	242.925580791061	0.0116442728566315
NUDT15|ENSG00000136159.4|chr13	461	402	487	454	465	440	0.542084766291349	0.750104747186839	9503	-0.0816991022837792	0.134006887441803	449.22445922342	-0.609663457180586
MED4|ENSG00000136146.15|chr13	411	444	426	512	472	446	0.639820264395241	0.817299365245224	10628	0.0626390423921583	0.133858376073515	449.091801760879	0.467950114363833
ITM2B|ENSG00000136156.15|chr13	3412	2987	2708	3042	2693	2714	0.00407270403935963	0.0271864550218792	1605	-0.196400088083878	0.0683731254480761	2909.02651681252	-2.8724749204719
RB1|ENSG00000139687.16|chr13	744	763	805	789	788	703	0.282481784385513	0.525872103268758	6552	-0.116004714884515	0.10793536822222	762.180682228995	-1.07476091289818
LPAR6|ENSG00000139679.16|chr13	0	0	0	5	0	0	0.424334840518429	1	8175.5	3.03628006986979	3.80046465215224	0.772558433534177	0.798923381158227
RCBTB2|ENSG00000136161.13|chr13	41	23	56	55	45	52	0.558829238021343	0.762806232972145	9711	0.25190392360635	0.430913362756809	44.9343104014485	0.584581369198604
CYSLTR2|ENSG00000152207.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
FNDC3A|ENSG00000102531.16|chr13	261	171	208	425	340	302	0.000350692961943572	0.00410706458860243	910	0.649375406290921	0.181661113118818	279.313029269471	3.57465279796115
CDADC1|ENSG00000102543.14|chr13	47	36	37	14	19	31	0.0540965173844886	0.180311432712003	3366	-0.97662837287302	0.507059432353403	30.8443992662845	-1.92606292390661
CAB39L|ENSG00000102547.19|chr13	63	45	34	24	60	25	0.327896878181905	0.571525230377318	7109	-0.46438505336693	0.474657185807211	41.4731910805795	-0.97835883928985
SETDB2|ENSG00000136169.17|chr13	76	38	66	107	73	50	0.485412865273255	0.708250551908483	8860	0.260724536685255	0.373732603172698	67.0580474242043	0.697623205660696
PHF11|ENSG00000136147.18|chr13	117	79	65	135	149	108	0.0704755620995611	0.215580692270458	3684	0.504227596289432	0.278757134249488	106.880336875991	1.80884194281517
RCBTB1|ENSG00000136144.12|chr13	171	135	195	121	212	157	0.6321193289506	0.811205524291552	10555	-0.120814864865623	0.25235691177398	164.522614795133	-0.478746011022
ARL11|ENSG00000152213.4|chr13	0	2	0	0	0	0	0.619503544925188	1	10388	-2.00268770568795	4.0331714166679	0.357004531046467	-0.496554075884659
EBPL|ENSG00000123179.14|chr13	1136	1038	1142	1053	901	936	0.00227884430062474	0.0173319860709154	1403	-0.290599575306278	0.0952392572484562	1031.17616404835	-3.05125831198131
KPNA3|ENSG00000102753.10|chr13	1610	1407	1542	1271	1137	1079	5.43340435939825e-09	2.65085032041241e-07	217	-0.478721098102226	0.0820666108080391	1338.19549559278	-5.83332360613741
SPRYD7|ENSG00000123178.15|chr13	461	370	375	438	333	384	0.316539781566285	0.560586037741094	6952	-0.149012830137131	0.148775700627312	390.883147127502	-1.00159387258013
TRIM13|ENSG00000204977.10|chr13	607	525	606	619	569	433	0.136376573118507	0.337878284571756	4691	-0.197135381325844	0.132357068249307	556.13793743925	-1.48942088196243
KCNRG|ENSG00000198553.9|chr13	39	60	59	58	96	69	0.286989688704805	0.530996126235193	6613	0.394031379717122	0.370069856596579	63.1615474959263	1.0647486486495
DLEU7|ENSG00000186047.11|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASEH2B|ENSG00000136104.21|chr13	410	357	314	411	410	413	0.460995632502198	0.690710552122951	8568	0.104981003949668	0.142403430939577	382.608647881563	0.737208389271268
C13orf42|ENSG00000226792.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
FAM124A|ENSG00000150510.17|chr13	33	34	33	47	50	42	0.358092437349434	0.600307581759657	7458	0.380214278486471	0.413723393778607	39.4241206709301	0.919005993385844
SERPINE3|ENSG00000253309.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
INTS6|ENSG00000102786.15|chr13	322	307	319	380	438	348	0.170761863517703	0.388619056118213	5179	0.204935161145702	0.14961392955244	349.226286358974	1.369759899755
WDFY2|ENSG00000139668.9|chr13	294	192	221	338	294	240	0.245397731326916	0.485589547222988	6112	0.215438779844239	0.185467170627665	259.373876083808	1.16160061705337
DHRS12|ENSG00000102796.12|chr13	40	61	46	84	63	26	0.796098473884809	0.904808861300963	12269	0.113406655061693	0.438880810326836	52.7140750063535	0.258399666591115
TMEM272|ENSG00000281106.4|chr13	0	0	0	0	0	2	0.649209819099915	1	10789.5	1.83395718944094	4.03191397719982	0.338858464494878	0.454860197864298
CCDC70|ENSG00000123171.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ATP7B|ENSG00000123191.16|chr13	151	130	178	144	134	112	0.158379151759086	0.37015725969984	5023	-0.331677025144315	0.23514123301835	141.044815098752	-1.41054387138657
ALG11|ENSG00000253710.5|chr13	1348	1136	1159	1420	1136	1153	0.488078833348282	0.710345120859875	8884	-0.0643490983582331	0.0928066007226306	1215.95936329325	-0.693367689983088
UTP14C|ENSG00000253797.2|chr13	566	444	477	587	438	433	0.394375613072774	0.634344365785698	7834	-0.118853561989109	0.139547144863109	486.712749650141	-0.851709019956663
NEK5|ENSG00000197168.14|chr13	6	9	0	7	0	1	0.536156088583851	1	9437	-1.02560298446974	1.65784524929643	3.80979316850604	-0.618636139232536
NEK3|ENSG00000136098.17|chr13	197	159	147	185	232	219	0.213359854339929	0.442823128385968	5754	0.25618468722765	0.205873407733018	188.007362158794	1.24437968967744
THSD1|ENSG00000136114.17|chr13	29	25	14	35	26	29	0.543898960171474	1	9560	0.321011644449861	0.528912582025605	25.9726471142168	0.606927600815366
VPS36|ENSG00000136100.14|chr13	770	627	698	637	733	690	0.331895259370359	0.574991836189492	7159	-0.110612977849537	0.113998335401425	688.735269200262	-0.970303447502394
CKAP2|ENSG00000136108.15|chr13	602	674	616	959	887	834	0.000286471573928855	0.00350621335628299	871	0.405627457942581	0.111828254867899	754.47795710097	3.62723587542112
HNRNPA1L2|ENSG00000139675.13|chr13	23	26	25	103	59	35	0.00499905074894846	0.0319017180705952	1685	1.29859529364922	0.462611819764001	43.8853600439574	2.80709492963601
SUGT1|ENSG00000165416.15|chr13	756	724	754	769	738	679	0.225484428458853	0.459077623864207	5888	-0.124899792363997	0.103046425241629	733.046688612518	-1.21207302505763
CNMD|ENSG00000136110.13|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PCDH8|ENSG00000136099.13|chr13	2	13	0	8	10	0	0.943970051930169	1	13864	0.104107372593842	1.48130305633268	5.45563125942425	0.0702809409247994
OLFM4|ENSG00000102837.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PRR20A|ENSG00000204919.1|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PRR20C|ENSG00000229665.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PRR20B|ENSG00000204918.3|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PRR20D|ENSG00000227151.4|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PRR20E|ENSG00000234278.3|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PCDH17|ENSG00000118946.12|chr13	0	0	0	4	4	4	0.0494812635089823	1	3261	4.35223736929591	2.21553163639039	1.92839876945722	1.96442122414767
DIAPH3|ENSG00000139734.19|chr13	153	158	184	194	221	129	0.890164884117214	0.955233082768616	13362	0.0322788279063183	0.23374266889786	171.786282478985	0.138095573471968
PCDH20|ENSG00000280165.2|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ENSG00000197991|ENSG00000197991.11|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ENSG00000237378|ENSG00000237378.3|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ENSG00000285566|ENSG00000285566.2|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PCDH9|ENSG00000184226.15|chr13	0	0	0	0	0	3	0.543900676838416	1	9567.5	2.42191277776866	3.99046458979414	0.508287696742317	0.606925014185779
KLHL1|ENSG00000150361.12|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
DACH1|ENSG00000276644.5|chr13	294	260	280	316	306	256	0.904215938595396	0.961974977822357	13489	-0.0192158025932184	0.159682814471897	283.147719184405	-0.120337324068147
MZT1|ENSG00000204899.6|chr13	997	887	1068	956	980	958	0.238807803164139	0.47731286977497	6034	-0.119744419522117	0.101653034387279	970.319049107421	-1.17797191440359
BORA|ENSG00000136122.18|chr13	151	136	148	272	245	201	0.00156079430581879	0.0130008885253372	1281	0.62734934040689	0.19833145082499	189.226706131433	3.16313594136147
DIS3|ENSG00000083520.15|chr13	1072	970	878	1099	1016	870	0.53421824974071	0.744653963244129	9417	-0.0603819562670411	0.0971427362818954	976.34131163763	-0.621579734915235
PIBF1|ENSG00000083535.16|chr13	110	88	67	151	130	169	0.0101583939986147	0.0546478238126698	2013	0.685745641282723	0.266786562387818	117.531668294275	2.57039048423241
