rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ADRB1|ENSG00000043591.6|chr10	0	9	4	9	33	44	0.0101005485526416	1	422	2.62861414653574	1.02186554150451	15.6780066440853	2.5723679288232
CCDC186|ENSG00000165813.20|chr10	115	143	100	134	107	87	0.313423016224415	1	4643	-0.31741765452499	0.314878004366691	113.142366438599	-1.00806550512605
TDRD1|ENSG00000095627.10|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
VWA2|ENSG00000165816.13|chr10	0	8	0	0	0	0	0.30181934455502	1	4497.5	-3.85848890697072	3.73689145874162	1.21533414592328	-1.03253973244116
AFAP1L2|ENSG00000169129.16|chr10	0	11	0	0	0	0	0.193320657536544	1	3178.5	-4.31744546013848	3.31902270309552	1.67108445064451	-1.30081829693776
ABLIM1|ENSG00000099204.21|chr10	146	176	95	224	153	189	0.37630393353245	0.749887761436485	5418	0.237933221409586	0.268934081631626	158.175973647923	0.884726918827257
FHIP2A|ENSG00000151553.15|chr10	75	72	36	102	111	126	0.0633483579277843	1	1397	0.70551014661329	0.379972797391514	84.2362040458225	1.85673856511984
TRUB1|ENSG00000165832.6|chr10	277	301	202	336	239	323	0.955538656223905	0.989748777461639	12698	-0.0113545267722002	0.203658044694235	272.624215496784	-0.0557529008453728
ATRNL1|ENSG00000107518.18|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GFRA1|ENSG00000151892.16|chr10	22	18	13	46	22	32	0.290805329530448	1	4385	0.671057191162976	0.635256310062908	24.2637195875462	1.05635659265868
CCDC172|ENSG00000182645.6|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PNLIPRP3|ENSG00000203837.5|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PNLIP|ENSG00000175535.6|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PNLIPRP1|ENSG00000187021.15|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PNLIPRP2|ENSG00000266200.8|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C10orf82|ENSG00000165863.17|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HSPA12A|ENSG00000165868.16|chr10	35	51	15	48	57	29	0.615343358840801	1	8408	0.290722383352261	0.578597042826853	38.4373361817011	0.502460886996376
ENO4|ENSG00000188316.15|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SHTN1|ENSG00000187164.20|chr10	31	74	18	49	48	42	0.91942394837095	1	12271	0.0552927208768155	0.546590199873378	42.0628964103573	0.101159371115004
VAX1|ENSG00000148704.13|chr10	0	9	0	0	0	5	0.731587978808797	1	9873	-0.961893423023819	2.80424009706827	2.06932564528053	-0.343013932376704
SLC18A2|ENSG00000165646.14|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PDZD8|ENSG00000165650.12|chr10	304	401	354	240	241	327	0.00391373413188349	0.0992815327069962	236	-0.597083698222719	0.206959098135939	310.238162558091	-2.88503237403233
EMX2|ENSG00000170370.12|chr10	72	89	76	111	60	46	0.391510273358734	1	5587	-0.347837752809812	0.40593439817835	74.6008830169891	-0.856881689186111
RAB11FIP2|ENSG00000107560.12|chr10	197	258	188	266	216	330	0.560776438626431	0.859550489018295	7727	0.125233027617128	0.215292208660991	235.527918599734	0.581688619369992
FAM204A|ENSG00000165669.14|chr10	236	218	162	209	251	292	0.713850682963314	0.917126584942783	9660	0.0933443754873853	0.254559757730841	225.000280449496	0.366689441879824
PRLHR|ENSG00000119973.6|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CACUL1|ENSG00000151893.15|chr10	561	728	498	814	865	855	0.0451587609627635	0.322824053958177	1120	0.324944501600454	0.162214925778723	704.597068665759	2.0031726429645
NANOS1|ENSG00000188613.7|chr10	190	203	89	308	245	341	0.00985010950126703	0.161049942357527	414	0.69384856032094	0.268824430261682	219.257007718285	2.58104726436331
EIF3A|ENSG00000107581.13|chr10	498	496	450	611	595	766	0.15782421738547	0.547756578352421	2721	0.236608060557001	0.167518767325006	557.814236048183	1.41242718254937
DENND10|ENSG00000119979.18|chr10	119	144	51	78	53	73	0.0375915335810677	1	982	-0.814091234200199	0.391525362676408	84.8297876900943	-2.0792809656958
SFXN4|ENSG00000183605.17|chr10	84	226	97	162	71	108	0.218604975850466	1	3496	-0.448034460901449	0.364182804429431	119.49284661188	-1.23024606173646
PRDX3|ENSG00000165672.7|chr10	660	777	499	934	684	1037	0.0958186406679909	0.45387209882217	1875	0.242388480577069	0.145537416290313	739.203886013623	1.66547192299719
GRK5|ENSG00000198873.12|chr10	24	37	36	65	19	57	0.631172734126004	1	8618	0.264412605193872	0.550771389855639	37.5680534899725	0.480076870483734
RGS10|ENSG00000148908.15|chr10	283	191	168	230	172	285	0.588497369854196	0.869314999005028	8062	-0.145126072501305	0.268247870314645	218.103103590424	-0.541014817120739
TIAL1|ENSG00000151923.18|chr10	661	710	519	915	704	1018	0.0616696287718824	0.375273637138353	1364	0.263417102536401	0.14096550071132	731.541877799895	1.86866361774465
BAG3|ENSG00000151929.10|chr10	265	363	313	326	290	496	0.91673073222971	0.982708396921918	12243	0.0221367366993227	0.211727982792023	333.806452646428	0.104552720936596
INPP5F|ENSG00000198825.15|chr10	45	52	13	39	0	42	0.398580656877379	1	5668	-0.735297221376344	0.871041319600536	30.0910296626915	-0.84415883016153
MCMBP|ENSG00000197771.13|chr10	408	377	327	534	365	661	0.191418549872401	0.59065965301144	3144	0.247816501138416	0.189695046254664	431.000181606953	1.30639416279603
PLPP4|ENSG00000203805.11|chr10	27	12	5	14	5	55	0.633088509507245	1	8645	0.43965729021625	0.920971454289223	18.4132647740013	0.477384275233117
WDR11|ENSG00000120008.16|chr10	33	15	13	50	45	17	0.320536417188828	1	4717	0.679856899393683	0.68440396860957	28.5698102380553	0.993356161821907
FGFR2|ENSG00000066468.24|chr10	74	180	82	141	115	185	0.51509822956959	1	7130	0.217039351552065	0.333434835117359	123.799702026194	0.650919846079289
ATE1|ENSG00000107669.19|chr10	64	37	43	82	86	72	0.229296695918287	1	3629	0.52434131539613	0.436161456903626	63.2659743850277	1.20217251455116
TACC2|ENSG00000138162.19|chr10	27	52	22	39	21	40	0.701876596508405	1	9489	-0.214826979324064	0.561215880452065	32.0941415779281	-0.382788489789381
BTBD16|ENSG00000138152.10|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLEKHA1|ENSG00000107679.15|chr10	225	350	215	344	241	396	0.615668903694296	0.88149380928516	8416	0.104483771391537	0.208135817771884	284.605166614057	0.501998034312629
ARMS2|ENSG00000254636.1|chr10	1	0	0	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.186836190087818	-0.287216502452572
HTRA1|ENSG00000166033.13|chr10	0	23	15	5	4	29	0.853385782942818	1	11314	-0.220568647562085	1.19355225910403	11.9171071127767	-0.184800159255415
DMBT1|ENSG00000187908.20|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ENSG00000286135|ENSG00000286135.1|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C10orf120|ENSG00000183559.12|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CUZD1|ENSG00000138161.14|chr10	0	11	0	12	16	9	0.215299584550756	1	3464	1.76876639068907	1.42743293424588	7.54801740022145	1.23912398842298
FAM24B|ENSG00000213185.7|chr10	19	29	52	58	43	26	0.843679084604512	1	11211	0.116454524500276	0.590571008465811	37.6722018859728	0.197189707640411
FAM24A|ENSG00000203795.3|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C10orf88|ENSG00000119965.13|chr10	45	63	91	106	47	67	0.779109958883067	1	10478	-0.1220468149876	0.435136933499513	68.3820949122577	-0.280479098857593
PSTK|ENSG00000179988.15|chr10	68	75	50	112	39	65	0.835423595266546	1	11118	-0.0880429796963767	0.423791408366732	65.5719080515482	-0.207750742365659
IKZF5|ENSG00000095574.12|chr10	95	120	113	190	135	148	0.273704692989303	1	4164	0.310358335195308	0.283543395834919	129.887254325855	1.09457084789942
ACADSB|ENSG00000196177.13|chr10	69	75	19	55	67	88	0.683094605210329	1	9267	0.202298203248065	0.49553267638257	60.3143884674556	0.4082439219243
HMX3|ENSG00000188620.11|chr10	22	20	9	23	4	20	0.637303536954124	1	8687	-0.397199315254017	0.842465959185806	15.6093043980358	-0.471472242792916
HMX2|ENSG00000188816.4|chr10	23	0	0	0	5	16	0.896504672520403	1	12010	-0.436028136227063	3.35204994982594	7.470796298318	-0.130078054549785
BUB3|ENSG00000154473.18|chr10	1881	2063	1765	2554	1420	1910	0.121907768485549	0.495037235383459	2240	-0.192720087058094	0.124591524321568	1890.7882456465	-1.54681538818554
GPR26|ENSG00000154478.4|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CPXM2|ENSG00000121898.13|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CHST15|ENSG00000182022.18|chr10	76	89	52	92	50	114	0.990147214427726	1	13071	0.00472734950583951	0.382813904994431	75.7576916132784	0.0123489493045146
OAT|ENSG00000065154.12|chr10	327	360	216	511	324	597	0.0321807330179491	0.288786754056761	867	0.439691435621852	0.205256260917032	371.908154492621	2.14215845917403
NKX1-2|ENSG00000229544.9|chr10	5	19	20	19	18	53	0.300308718438069	1	4486	0.796956361841185	0.769432542783233	21.1049086961788	1.03577158168849
LHPP|ENSG00000107902.14|chr10	0	3	0	0	0	7	0.735025166420883	1	9906.5	1.08623476617158	3.20945282144374	1.4386549282848	0.338448585040409
FAM53B|ENSG00000189319.14|chr10	83	131	90	199	64	228	0.235636248524397	1	3718	0.43081173828924	0.363258489817896	124.140235350477	1.18596467905047
EEF1AKMT2|ENSG00000203791.15|chr10	67	63	59	91	59	113	0.53738631814061	1	7462	0.231317730353904	0.375046872814115	72.8812778801307	0.616770188265381
ABRAXAS2|ENSG00000165660.8|chr10	194	247	180	301	235	255	0.493652778534108	0.827543243376374	6891	0.147035753976188	0.214804193365791	229.532352556748	0.684510631157933
ZRANB1|ENSG00000019995.6|chr10	403	414	285	414	285	431	0.321992577708591	0.715620406861015	4732	-0.186046292996209	0.18785505824115	363.905386451855	-0.990371485006175
CTBP2|ENSG00000175029.17|chr10	920	1184	900	1252	1132	1264	0.499074985887661	0.828825005773781	6959	0.0835058105966206	0.123539190053027	1086.33100582811	0.675945912878152
TEX36|ENSG00000175018.13|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EDRF1|ENSG00000107938.18|chr10	103	145	82	90	48	121	0.103937394070885	1	1985	-0.57869494461788	0.355888333997318	95.4935997067178	-1.6260576403784
MMP21|ENSG00000154485.5|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
UROS|ENSG00000188690.15|chr10	13	20	36	62	14	24	0.748500725463673	1	10043	0.224967634490696	0.701671157484258	26.9578925478119	0.320616904501655
BCCIP|ENSG00000107949.17|chr10	198	330	198	230	135	324	0.256060892573658	0.657082522015646	3952	-0.298772673874116	0.263061831840417	227.801761449401	-1.13575075404844
DHX32|ENSG00000089876.12|chr10	101	76	98	80	102	138	0.986780367911497	1	13040	-0.00604979979414681	0.365125213987201	98.7810401703718	-0.0165691098899537
FANK1|ENSG00000203780.12|chr10	6	0	0	0	0	0	0.334674218271574	1	4901	-3.72855480102639	3.86482196931755	1.12101714052691	-0.964741670024396
ADAM12|ENSG00000148848.15|chr10	0	0	8	1	5	0	0.814760848394997	1	10872	-0.563572289322326	2.40546069789101	2.62320837974782	-0.234288712268896
C10orf90|ENSG00000154493.20|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DOCK1|ENSG00000150760.13|chr10	13	44	21	17	30	19	0.626265336821711	1	8548	-0.33863833502324	0.695370039981252	23.7684010117631	-0.486990113972081
INSYN2A|ENSG00000188916.9|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NPS|ENSG00000214285.3|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FOXI2|ENSG00000186766.8|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLRN3|ENSG00000180745.5|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PTPRE|ENSG00000132334.17|chr10	8	1	0	3	0	24	0.49154844394803	1	6873	1.21372133000017	1.76451942552699	5.42832477731598	0.687848097584804
MKI67|ENSG00000148773.14|chr10	802	688	665	660	362	536	4.38226944941497e-05	0.00642500800337544	30	-0.717938540504112	0.17569221386872	616.914674577033	-4.08634238646777
MGMT|ENSG00000170430.10|chr10	19	23	43	25	35	15	0.588563209665	1	8063	-0.364564862652321	0.673972743790332	27.4497905151582	-0.540919296828025
EBF3|ENSG00000108001.16|chr10	54	86	98	250	121	132	0.018270369516453	1	603	0.836490594473787	0.354431247019329	117.531785574886	2.36009268795696
C10orf143|ENSG00000237489.5|chr10	0	3	2	7	2	1	0.698724050714716	1	9459	0.794546360189022	2.05286095389677	2.31746556666767	0.387043437443145
GLRX3|ENSG00000108010.12|chr10	312	250	204	289	209	245	0.249653571332637	0.651454671444604	3879	-0.269055502622078	0.233719207562132	248.840666822642	-1.15119123254152
TCERG1L|ENSG00000176769.9|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PPP2R2D|ENSG00000175470.20|chr10	194	203	237	270	172	167	0.265786428448799	0.665508887067874	4072	-0.292082485934961	0.262470933452117	205.665487249133	-1.11281840656937
BNIP3|ENSG00000176171.12|chr10	184	86	146	147	109	227	0.853515039618993	0.968879681661104	11316	-0.065637085510828	0.355495724348975	148.152386943415	-0.184635372566098
DPYSL4|ENSG00000151640.13|chr10	19	34	31	28	19	59	0.882451275031288	1	11816	0.0895965180638183	0.605944790368964	30.4061875610962	0.147862510723563
STK32C|ENSG00000165752.17|chr10	0	0	8	5	12	6	0.43746075479162	1	6202	1.28330816189814	1.65270776327253	5.31240579718501	0.776488251835314
LRRC27|ENSG00000148814.18|chr10	5	2	0	4	3	3	0.871956930362325	1	11661	0.301307271603734	1.86946175759514	2.76442723630754	0.161173273740209
NKX6-2|ENSG00000148826.9|chr10	8	6	0	6	0	0	0.478833575354373	1	6722	-1.52457343633967	2.15280543267725	3.22970968816942	-0.708179853691513
CFAP46|ENSG00000171811.14|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ADGRA1|ENSG00000197177.16|chr10	0	0	0	0	7	0	0.310062497488811	1	4593	3.72122974838828	3.66590788719257	1.29769470141404	1.01509090323546
KNDC1|ENSG00000171798.19|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
UTF1|ENSG00000171794.4|chr10	9	3	1	2	0	4	0.431124257368035	1	6108	-1.44917212266924	1.84075790358645	3.16832111141563	-0.78726926547252
VENTX|ENSG00000151650.8|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ADAM8|ENSG00000151651.16|chr10	0	0	1	5	11	0	0.104532101133214	1	1995	3.83209120923178	2.36072596948757	2.92037962081627	1.6232681212312
TUBGCP2|ENSG00000130640.15|chr10	57	119	106	108	126	101	0.827828815398242	1	11032	0.0795596904780512	0.365813498345968	101.748676410991	0.217487027782686
ZNF511|ENSG00000198546.15|chr10	206	305	238	269	175	258	0.145019834619665	0.529624203254547	2552	-0.312384888982605	0.214351338052261	236.794572401068	-1.45734984358456
ZNF511-PRAP1|ENSG00000283496.1|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PRAP1|ENSG00000165828.15|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FUOM|ENSG00000148803.12|chr10	12	0	13	31	3	18	0.582066757925878	1	7981	0.639670042329186	1.16225806159782	12.1139335266001	0.550368341992654
ECHS1|ENSG00000127884.5|chr10	697	1108	671	797	638	716	0.00954643132869097	0.15764714637301	407	-0.389830846367531	0.150407019842996	757.515825151077	-2.5918394418988
PAOX|ENSG00000148832.16|chr10	9	7	0	10	8	0	0.976887183211975	1	12920	0.0469248533136898	1.61968051323068	5.60055534393949	0.0289716724566202
MTG1|ENSG00000148824.19|chr10	84	156	72	132	62	149	0.823613383560249	1	10988	-0.079699342475677	0.357556591057221	103.957653432256	-0.222899939391475
SPRN|ENSG00000203772.8|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SCART1|ENSG00000214279.13|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CYP2E1|ENSG00000130649.10|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SYCE1|ENSG00000171772.17|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FRG2B|ENSG00000225899.8|chr10	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
BET1L|ENSG00000177951.18|chr11	113	217	89	235	192	250	0.0654614088337922	0.381625321826178	1431	0.521728146673355	0.283225590688731	174.37480503532	1.84209394851873
SCGB1C1|ENSG00000188076.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ODF3|ENSG00000177947.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RIC8A|ENSG00000177963.15|chr11	166	327	150	393	229	317	0.155250000958317	0.54469793053852	2678	0.355291290562325	0.249988652303908	250.828633754937	1.42122967297892
SIRT3|ENSG00000142082.15|chr11	25	15	40	38	17	33	0.793401413912232	1	10645	-0.169186555405025	0.646005970860043	27.7456693102872	-0.261896271918018
PSMD13|ENSG00000185627.19|chr11	95	148	137	166	54	163	0.466059604111591	1	6536	-0.25916432164652	0.355552810992836	122.613979252963	-0.728905281110946
NLRP6|ENSG00000174885.13|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PGGHG|ENSG00000142102.16|chr11	0	0	0	0	0	8	0.360731020344681	1	5222	3.53014667538788	3.86241889097696	1.12331956978694	0.913973024426399
IFITM5|ENSG00000206013.2|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IFITM2|ENSG00000185201.18|chr11	63	128	86	159	40	115	0.854472429238456	1	11475	-0.0755487651389094	0.411900753501557	93.3619877909762	-0.183414971923871
ENSG00000288681|ENSG00000288681.1|chr11	29	19	7	22	7	37	0.984826643572781	1	13013.5	-0.0153295851425724	0.80605119174212	19.181439075233	-0.0190181285005491
IFITM1|ENSG00000185885.17|chr11	29	19	7	22	7	37	0.984826643572781	1	13013.5	-0.0153295851425724	0.80605119174212	19.181439075233	-0.0190181285005491
IFITM3|ENSG00000142089.17|chr11	0	5	0	6	4	0	0.67752591031591	1	9210	1.00630191092735	2.41991636360175	2.32464322860592	0.415841607612253
B4GALNT4|ENSG00000182272.12|chr11	3	7	18	14	7	14	0.978630965956282	1	12939	0.0272990564390463	1.0191799666434	10.3167937819216	0.0267853149909863
PKP3|ENSG00000184363.10|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SIGIRR|ENSG00000185187.13|chr11	40	18	24	34	35	56	0.536153122096228	1	7452	0.358979468557594	0.580271396055383	33.9033617562822	0.618640641254927
ANO9|ENSG00000185101.13|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PTDSS2|ENSG00000174915.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RNH1|ENSG00000023191.17|chr11	0	0	0	0	0	4	0.524104846284139	1	7246	2.5345511369932	3.97869542933534	0.561659784893469	0.63703070064265
LRRC56|ENSG00000161328.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LMNTD2|ENSG00000185522.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RASSF7|ENSG00000099849.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PHRF1|ENSG00000070047.13|chr11	0	1	1	0	0	0	0.613396087041498	1	8386.5	-2.04148622525825	4.04069282609795	0.346795559909507	-0.505231729586752
IRF7|ENSG00000185507.21|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CDHR5|ENSG00000099834.19|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SCT|ENSG00000070031.4|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DRD4|ENSG00000069696.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DEAF1|ENSG00000177030.19|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EPS8L2|ENSG00000177106.17|chr11	0	0	0	9	0	0	0.324351704900907	1	4774.5	3.66835444425795	3.72212182410442	1.23527933703663	0.985554642650792
TMEM80|ENSG00000177042.16|chr11	159	91	48	101	57	94	0.250892677493816	1	3898	-0.488089602741597	0.425097083058022	90.5140888743551	-1.14818384363032
TALDO1|ENSG00000177156.11|chr11	131	245	179	273	273	314	0.0648435004025337	0.381363100831103	1418	0.4491006265537	0.243238900410917	228.748979188569	1.84633554005963
GATD1|ENSG00000177225.17|chr11	128	144	129	183	117	178	0.937969675914143	1	12496	0.0205939723321005	0.264629311342489	142.731658040026	0.0778219624561819
CEND1|ENSG00000184524.6|chr11	0	0	0	9	0	8	0.0796424621050788	1	1643	4.60195778352722	2.62554275580242	2.35859890682357	1.75276436590375
SLC25A22|ENSG00000177542.11|chr11	117	86	92	148	83	141	0.815579210780429	1	10882	0.0763571356197707	0.327383344611911	108.352466450894	0.233234637242424
PANO1|ENSG00000288675.1|chr11	0	0	0	6	8	0	0.0874540977190523	1	1749	4.55668567950064	2.6663142161485	2.30659921678332	1.70898300429227
PIDD1|ENSG00000177595.19|chr11	17	14	0	5	0	5	0.209942306593421	1	3404	-1.91023848908385	1.52365141218155	6.69139101632916	-1.25372409582109
RPLP2|ENSG00000177600.9|chr11	932	1043	780	1206	844	941	0.483695452764963	0.822827694984479	6764	-0.093918520970962	0.134098185535759	938.70877549665	-0.7003713032785
PNPLA2|ENSG00000177666.17|chr11	106	122	50	119	73	94	0.663101632334711	1	9053	-0.160591203161829	0.368637123910921	91.1476661900827	-0.435634917769799
CRACR2B|ENSG00000177685.17|chr11	0	0	1	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.194878791669097	-0.287216502452572
CD151|ENSG00000177697.19|chr11	311	223	167	283	94	241	0.14265426568337	0.525102371322263	2529	-0.461596582848461	0.314872778303905	214.637113160729	-1.4659780541681
POLR2L|ENSG00000177700.6|chr11	799	818	502	926	522	661	0.204244919182908	0.605337489674495	3321	-0.229311752591826	0.180624415845309	688.060931361474	-1.26955014093008
TSPAN4|ENSG00000214063.12|chr11	13	4	17	17	1	0	0.328369434508091	1	4829	-1.31171275028834	1.3420381244286	8.86816737422531	-0.97740349280079
CHID1|ENSG00000177830.18|chr11	44	81	67	62	30	59	0.182256063740851	1	3033	-0.582414865122329	0.436644989004202	55.9386622802769	-1.33384071680421
AP2A2|ENSG00000183020.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MUC6|ENSG00000184956.16|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MUC5AC|ENSG00000215182.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MUC5B|ENSG00000117983.17|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TOLLIP|ENSG00000078902.16|chr11	108	166	143	132	130	178	0.658698125651065	1	9000	-0.12588192713658	0.284986878978999	140.475494425202	-0.441711308210285
BRSK2|ENSG00000174672.16|chr11	1	27	16	20	16	22	0.790919246331332	1	10627	0.241790033306319	0.912012176740836	16.207002927131	0.265117110793826
MOB2|ENSG00000182208.15|chr11	89	75	124	107	76	49	0.183964710811036	1	3052	-0.548524791296421	0.412844877002128	87.8428366107379	-1.32864623458461
DUSP8|ENSG00000184545.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRTAP5-1|ENSG00000205869.2|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRTAP5-2|ENSG00000205867.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRTAP5-3|ENSG00000196224.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRTAP5-4|ENSG00000241598.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRTAP5-5|ENSG00000185940.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRTAP5-6|ENSG00000205864.1|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IFITM10|ENSG00000244242.2|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ENSG00000250644|ENSG00000250644.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CTSD|ENSG00000117984.15|chr11	60	87	117	77	20	87	0.0810526699133352	1	1667	-0.823559591687127	0.472059254607234	73.720049330446	-1.74461062599514
SYT8|ENSG00000149043.17|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TNNI2|ENSG00000130598.17|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PRR33|ENSG00000283787.2|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TNNT3|ENSG00000130595.19|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MRPL23|ENSG00000214026.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IGF2|ENSG00000167244.22|chr11	0	11	2	0	0	1	0.155745228365812	1	2687	-3.6582374624247	2.57708072489157	2.20125698020607	-1.41952769546194
INS|ENSG00000254647.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TH|ENSG00000180176.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TSPAN32|ENSG00000064201.16|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CD81|ENSG00000110651.13|chr11	1454	1579	1314	1463	766	1111	7.47725475230213e-06	0.00164906934454373	20	-0.620094278218451	0.138425334570401	1266.4145311711	-4.47962997628213
TSSC4|ENSG00000184281.15|chr11	96	85	68	64	60	108	0.384669228617676	1	5527	-0.328828694139835	0.378257361490145	79.1730776341065	-0.86932529969652
TRPM5|ENSG00000070985.14|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KCNQ1|ENSG00000053918.18|chr11	0	0	0	0	2	0	0.637612825571267	1	8704	1.89280019873528	4.01835063776712	0.370769914689725	0.47103908278822
SLC22A18|ENSG00000110628.16|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CARS1|ENSG00000110619.18|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OSBPL5|ENSG00000021762.20|chr11	6	29	4	3	5	5	0.152531595900952	1	2640	-1.65069046548634	1.15380748236167	8.34687788302854	-1.43064635194393
MRGPRE|ENSG00000184350.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZNF195|ENSG00000005801.18|chr11	217	181	185	198	197	288	0.99393420976859	0.997307398499579	13115	0.00194310823886535	0.25559095687565	208.229451283427	0.00760241388278345
ART5|ENSG00000167311.14|chr11	7	6	0	5	11	7	0.601217197372736	1	8223	0.724492993083308	1.38618906599748	5.92775939276792	0.522650921764393
ART1|ENSG00000129744.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CHRNA10|ENSG00000129749.3|chr11	0	5	0	0	3	0	0.880378955534647	1	11784.5	-0.499124574689417	3.31668831732776	1.31573871323664	-0.150488839147707
