rownames(count)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
HNRNPM	1071	1338	1002	1116	1270	817	0.0726087351278326	0.312214965099193	2797	0.201736831923977	0.112370535246683	1066.44718159738	1.79528229069223
HNRNPR	6	0	0	0	2	0	0.70459037523542	1	10341	-1.39846288277694	3.68859795345195	1.25785598499133	-0.379131285226733
HNRNPU	3842	4613	3266	4454	3769	2699	0.00984172914791052	0.0905192631472992	1306	0.182021168735077	0.0705141873445379	3630.8244121465	2.58134108311718
HNRNPUL1	1505	1915	1478	1398	1026	673	0.0010851923468532	0.01948001247105	670	-0.397611959079847	0.121688591420342	1253.16743232296	-3.26745469266218
HNRNPUL2	46	82	97	54	50	53	0.633291381751053	0.864710443193244	9649	-0.22267941368788	0.46673594600835	61.9520788718645	-0.477099344055869
HNRNPUL2-BSCL2	68	98	71	46	35	35	0.105902289108146	0.380659543067444	3345.5	-0.724358988971595	0.447995554486145	55.1666956116866	-1.61688878766317
HOATZ	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HOGA1	0	6	8	31	0	24	0.140516976504371	0.440067173338088	3845	2.28042327706023	1.54723650000369	12.1525295658872	1.473868588968
HOMER1	270	343	330	323	217	231	0.977004217839626	0.993854018572393	13072	-0.00624081215407748	0.216507451876795	276.694383178452	-0.028824930042726
HOMER2	58	83	45	39	47	23	0.353211153442919	0.6829695405881	6549	-0.473465157327112	0.509991394212389	45.7806856737432	-0.928378719131749
HOMER3	12	12	5	1	10	22	0.602890057473761	0.851570394698606	9279	0.682778409019972	1.31240703483256	10.8790453209084	0.520248970706776
HOMEZ	66	65	17	46	32	10	0.473734869824966	0.776635045748631	7920	-0.495216936925733	0.691242700630665	35.7319644921672	-0.716415430461565
HOOK1	111	162	186	122	218	80	0.727409130618768	0.908680016936755	10547	0.123880385502022	0.355391900694465	141.89375641298	0.348574025631842
HOOK2	1	15	10	1	8	0	0.512165859294069	0.802778941376356	8330	-1.25702264020332	1.91774546207645	5.20560752417562	-0.655468968672343
HOOK3	56	118	113	96	106	96	0.333748207675304	0.66673881370102	6304	0.365991802753386	0.378641591465805	96.1847112135681	0.966591655545687
HOPX	13	5	6	24	2	0	0.911723049333812	0.974194052648721	12475	0.18255168072434	1.64660579737397	7.64096848204219	0.11086544272799
HORMAD1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HORMAD2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HOXA1	105	130	11	66	44	22	0.364991672545228	0.690248541825861	6700	-0.586424418403745	0.647342919125169	56.5160247623859	-0.905894543801066
HOXA10	1689	2388	1828	1597	1256	1226	0.0268993303324173	0.171992687883032	1881	-0.22967105219917	0.1037838175248	1590.44282735181	-2.21297556475302
HOXA11	349	400	334	353	254	327	0.629528018031481	0.86361736886787	9569	0.100378552194909	0.208085339429932	328.637302520507	0.482391274992775
HOXA13	720	762	655	421	416	328	4.846881926008e-05	0.00156282704890344	373	-0.586530615725869	0.14436289883718	522.059817923642	-4.06289026093463
HOXA2	0	0	7	0	0	0	0.367986144495016	1	6749.5	-3.54740211311751	3.94045445738329	1.16749422811634	-0.900252027141358
HOXA3	320	359	301	296	167	89	0.0278956667314527	0.175655070041456	1910	-0.603114197120903	0.274298603842302	237.352614938007	-2.19875051740198
HOXA4	17	34	43	69	31	1	0.807748559843907	0.940353492328204	11391	0.221977135092709	0.912241460589373	30.1442642923085	0.243331557139812
HOXA5	1514	1686	1295	1718	1231	1026	0.329991735164678	0.663347918907836	6265	0.101355479604134	0.104047124129713	1358.1084320993	0.974130524528262
HOXA6	37	72	69	76	76	81	0.103623352428051	0.376291684677587	3312	0.70789248327372	0.434947412455649	68.7090875007116	1.62753579628642
HOXA7	113	143	49	55	124	46	0.806086946888855	0.939730843197937	11376	-0.112301685978156	0.457483131861564	83.0266474245516	-0.245477216878323
HOXA9	1647	2025	1409	1805	1839	1588	0.000232622917518296	0.00557321878285367	502	0.356219749025553	0.0967812534816494	1681.30065436083	3.68066889207108
HOXB1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HOXB13	71	99	44	102	31	75	0.539129008409972	0.818035382185409	8604	0.300436378285498	0.48920598176193	68.0171007936753	0.614130631034892
HOXB2	498	673	517	826	616	768	1.56382029737258e-05	0.000618686405148029	304	0.711353419702827	0.16468414605825	648.086373195423	4.31950152294087
HOXB3	116	139	85	154	106	138	0.0769160276628466	0.32254848838949	2868	0.556055012269182	0.314356550250042	121.468874691028	1.7688672681606
HOXB4	97	42	68	17	95	39	0.762509753493224	0.920014527012741	11015	-0.184771489710577	0.611448149643289	58.8707146656118	-0.302186685524146
HOXB5	229	351	330	240	238	56	0.0992551021609074	0.369879556647384	3227	-0.557918315936889	0.3384449832989	223.608053707032	-1.64847565621665
HOXB6	810	965	734	1049	895	824	8.91753870074501e-05	0.00258436717961109	415	0.443168258966137	0.113102154094269	862.612629178784	3.91830078317309
HOXB7	135	211	137	229	120	82	0.766374190487056	0.922151874378044	11043	0.0935245942629755	0.314769465206929	143.540743886768	0.297120923725854
HOXB8	18	27	31	54	37	29	0.147732745606244	0.450444980843327	3950	0.910283940286762	0.628828728180347	32.3326012440547	1.44758644046188
HOXB9	72	88	89	121	145	30	0.310425236124279	0.645150218570365	6026	0.457947275246296	0.451477528904562	86.8752332105599	1.01433016247217
HOXC10	156	155	165	135	60	83	0.134493945553332	0.431348982178646	3754	-0.510422510195656	0.341051733374702	119.916748385458	-1.49661315350909
HOXC11	143	193	130	120	141	75	0.532579143213674	0.814409326818927	8539	-0.183568154363738	0.2941449633758	126.635632881824	-0.624073763687774
HOXC12	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HOXC13	189	223	256	142	101	114	0.0285146931005336	0.178246472931454	1924	-0.622947947615207	0.284434023873937	163.509937590135	-2.19013161340818
HOXC4	159	269	214	299	224	119	0.34584131032755	0.677432156239323	6460	0.253509777101441	0.268922693539724	204.034908081976	0.942686441834235
HOXC5	27	63	71	35	28	5	0.138514728884158	0.43679586127338	3819	-1.05666028464615	0.713311525382879	35.0615328226278	-1.48134475197071
HOXC6	850	980	729	441	577	672	0.222810999275777	0.549691874520979	4971	-0.244062733867478	0.200201168553715	687.915483710511	-1.21908745903246
HOXC8	850	948	861	724	534	487	0.0145768657345353	0.117189815634529	1496	-0.328601207138861	0.134522425902217	701.310836004546	-2.44272436313122
HOXC9	680	882	586	708	465	480	0.610780027460792	0.854441864967855	9375	-0.076054468516919	0.14943103291137	605.50406427556	-0.508960334645002
HOXD1	4	2	0	4	26	0	0.199993346602261	0.523350735331896	4649	2.56558893007386	2.00191006817379	5.93789988394475	1.28157052150413
HOXD10	218	256	140	217	254	90	0.644962141064646	0.871274814173256	9748	0.137753890129007	0.298963193880604	185.191886316535	0.460772071441078
HOXD11	634	790	698	984	846	634	7.20474593889e-05	0.0021881686718947	396	0.492959484849104	0.124189264115287	747.723615442846	3.96942109578393
HOXD12	2	0	0	0	0	0	0.689696148152875	1	10212.5	-1.61066596121329	4.03405276342411	0.304810054269394	-0.399267450296351
HOXD13	241	314	297	282	225	172	0.791623924761124	0.933667248747209	11251	-0.0569362377636953	0.215502309584468	245.207425739113	-0.264202448101276
HOXD3	5	14	24	5	3	13	0.60290362607954	0.851570394698606	9280	-0.65905113592985	1.26684691088612	10.6551006556259	-0.520229500712809
HOXD4	0	3	0	0	0	0	0.630810241284191	1	9601.5	-1.92684276158392	4.00935481579014	0.37152709432614	-0.480586740289332
HOXD8	167	164	128	172	68	53	0.254232954904253	0.584991982183574	5368	-0.420657639418359	0.368956484504398	116.983076093541	-1.14012805597768
HOXD9	40	40	22	59	0	1	0.585693733022344	0.840823279187672	9138	-0.649797093293424	1.19209810473214	24.0269027831853	-0.54508692758926
HP	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HP1BP3	294	401	261	212	282	136	0.180611986192277	0.498642690509734	4387	-0.311216883163175	0.232446885173473	249.110414700374	-1.33887310613311
HPCA	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPCAL1	141	115	64	79	76	50	0.364298427777432	0.689999674754359	6692	-0.35499004712581	0.391300827897765	82.6657677688532	-0.907204947745621
HPCAL4	0	1	9	0	11	0	0.930170206782079	0.98064139875246	12642	0.230383446423059	2.62902687841201	3.51374839436085	0.0876306926775188
HPD	0	0	1	0	0	0	0.870632598490506	1	12042	-0.664525427963192	4.0804728567969	0.166784889730906	-0.162855005114489
HPDL	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPF1	83	109	130	156	36	68	0.866917755951546	0.959651580894037	11942	-0.0765390621650451	0.456745513277176	93.0572030955667	-0.167574852823124
HPGD	68	18	33	10	8	3	0.0102414833891095	0.0930319642906493	1324	-2.32044660487784	0.903752895369169	21.6730494845247	-2.56756754724417
HPGDS	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPN	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPR	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPRT1	568	760	572	647	648	426	0.286737607038388	0.622827018213958	5735	0.144792743502687	0.135916611866662	581.092845268256	1.06530571586594
HPS1	117	68	67	151	35	55	0.760280539191097	0.91910306912222	10991	0.151283823687094	0.495829793719364	78.8409697719365	0.30511241075747
HPS3	7	7	1	8	0	0	0.750381139378059	0.916236444837321	10829	-0.749211495181803	2.35499759659961	3.33263534804999	-0.318136840676013
HPS4	77	151	80	122	119	4	0.906248757587819	0.972386581282007	12425	-0.12437114956646	1.05603826255021	83.8852782116162	-0.117771442548036
HPS5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPS6	203	253	187	133	166	184	0.809492357611556	0.940624445567275	11410	-0.0670691011728984	0.278201550884002	183.086407885458	-0.241080975141161
HPSE	9	15	0	0	10	0	0.692388002150826	0.891531303295504	10247	-0.908866339123776	2.29734215136428	4.94640982675871	-0.395616446851003
HPSE2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HPX	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HR	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRAS	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRC	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRCT1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRG	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRH1	2	0	0	16	0	1	0.253768281405491	0.584464021536546	5364	3.15855506075623	2.76764152082153	2.98991149412325	1.14124428217808
HRH2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRH3	0	0	2	0	0	0	0.668264625957642	1	9980.5	-1.72463973961824	4.02453977637156	0.333569779461811	-0.428530921658114
HRH4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HRK	66	257	109	189	180	231	0.0164725842276149	0.126828671143701	1562	0.878917931494917	0.366479521372013	171.102487455984	2.3982729736288
HRNR	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HROB	69	121	84	98	151	95	0.064250284142522	0.293036847698943	2637	0.647351119218506	0.349836484780735	101.51498852635	1.85043912622276
HS1BP3	23	30	28	27	43	8	0.824923537460887	0.946874917450094	11544	0.170800683324562	0.772095938319758	25.1995313993679	0.221216917286549
HS2ST1	196	300	196	156	160	146	0.296086881708876	0.631949765095413	5846	-0.25687815658507	0.245848948567711	183.460459308107	-1.04486172538713
HS3ST1	0	10	0	0	0	0	0.354370467707358	1	6569	-3.64735424665915	3.93820947144177	1.2384236477538	-0.926145313779833
HS3ST2	2	0	0	0	0	0	0.689696148152875	1	10212.5	-1.61066596121329	4.03405276342411	0.304810054269394	-0.399267450296351
HS3ST3A1	682	745	495	959	798	621	3.91794682322949e-06	0.000181934928351278	259	0.597840242759168	0.129523531159537	700.644994868998	4.61568826457328
HS3ST3B1	76	148	89	131	38	121	0.578055080462048	0.837521798905801	9043	0.249911495261431	0.449296957312656	98.1808870185734	0.556227882681883
HS3ST4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HS3ST5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HS3ST6	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HS6ST1	117	224	162	86	40	94	0.0332252516427366	0.195426269405699	2044	-0.837022914131198	0.39308832180107	113.466239586146	-2.12935075327623
HS6ST2	136	127	55	71	78	116	0.774013525437088	0.92576331217166	11106	0.121672201857548	0.423754442959188	95.5771187672865	0.287129029274312
HS6ST3	63	54	25	11	167	0	0.759874452359761	0.91910306912222	10986	0.570463940048861	1.86642251824086	50.8288460359762	0.305645658726051
HSBP1	624	721	574	465	387	349	0.00796917778534706	0.078433143391464	1222	-0.381716316031761	0.143860788154474	495.276945014371	-2.65337289562104
HSBP1L1	65	57	40	48	17	42	0.635112711659805	0.865062353695637	9672	-0.276176305270701	0.581983677779933	43.2248573416199	-0.474543042726246
HSCB	235	191	130	217	142	53	0.5467642175807	0.821997890312802	8684	-0.216220395393139	0.358802983907949	150.66135475946	-0.602615934344099
HSD11B1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD11B1L	2	2	0	2	0	30	0.0657225054236834	0.296845255705374	2661	3.62093040126184	1.96756376999805	7.48644476125991	1.84031158556321
HSD11B2	22	10	9	14	19	21	0.450726312932338	0.7582636854806	7670	0.720245289106249	0.954973211466714	16.149295523287	0.754204704862921
HSD17B1	14	26	0	15	0	0	0.551027401225684	0.825100417647075	8720	-1.19864397531162	2.01040114612024	7.66379445457417	-0.596221295249865
HSD17B10	331	413	309	377	217	283	0.846340937952744	0.955617622577198	11722	0.0416722488329144	0.215039058990091	310.95930252725	0.19378920754501
HSD17B11	55	78	23	101	0	58	0.819297619269147	0.9442527554625	11499	0.373960186472256	1.63695647435239	50.243644762416	0.228448460500577
HSD17B12	235	458	330	274	324	343	0.344299374374864	0.676364642536821	6441	0.229735567118063	0.242925342796097	321.165402650801	0.945704406439367
HSD17B13	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD17B14	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD17B2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD17B3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD17B4	219	238	136	154	186	278	0.163530342442705	0.473167060939041	4163	0.445869481067107	0.320010626800479	202.591010256212	1.39329585871877
HSD17B6	0	0	0	5	28	0	0.0125573962978434	0.107264066245854	1408	6.11085054434633	2.44817809109565	5.57803570740692	2.49608088830314
HSD17B7	94	96	22	164	214	171	1.60436458076645e-05	0.00063031409897111	306	1.7320800145148	0.401516132093926	129.656949475825	4.31384912352568
HSD17B8	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD3B1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD3B2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSD3B7	7	9	0	2	16	0	0.813600031525441	0.942603562195981	11444	0.485365305488604	2.0585138725524	5.23685272912362	0.235784325750881
HSDL1	21	101	33	82	42	22	0.725266818126806	0.907902451550618	10530	0.219586078814649	0.624838358393565	45.9126530863792	0.35142861488081
HSDL2	71	100	109	117	234	11	0.570728150393278	0.834302297348652	8963	0.552756169441626	0.97491395735098	102.014607895845	0.566979439850842
HSF1	0	0	0	0	6	0	0.352557642512163	1	6541	3.67523444588207	3.95339643275355	1.03027746654944	0.929639743546352
HSF2	156	304	275	488	432	176	0.00323761226861486	0.0431887030581781	901	0.814545186058412	0.276658309896061	295.500392756538	2.94422815770266
HSF2BP	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSF4	0	4	0	0	0	0	0.557615297390561	1	8816.5	-2.33632902323347	3.98427651024968	0.49536945910152	-0.586387269363254
HSF5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSFX1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSFX2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSFX3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSFX4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSFY1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSFY2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSH2D	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSP90AA1	4077	4831	3809	2654	2568	1843	1.55868070334563e-16	3.28881628405927e-14	57	-0.561013527354081	0.0679858068797749	3111.68791456068	-8.25192129213336
HSP90AB1	1924	2513	1958	2379	1614	1667	0.257413688324635	0.589249034922038	5404	0.11956728607733	0.105575826618424	1942.73419493833	1.13252521819672
HSP90B1	986	1100	770	6515	5642	4540	0	0	1.5	2.84145727529913	0.0730687973465675	3389.85585116907	38.8874236128729
HSPA12A	40	87	43	32	21	45	0.503096318625094	0.794814567979572	8229	-0.393264212639395	0.587289455992221	42.5155635200461	-0.669625869538179
HSPA12B	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSPA13	77	125	84	129	118	76	0.156279347752756	0.462995290683178	4066	0.46587604819181	0.32861476203184	98.1411159677546	1.41769665279574
HSPA14	226	259	193	231	324	141	0.219173298752227	0.544573710210323	4930	0.31226572492546	0.254137109491843	221.062428819041	1.22872934830276
HSPA1A	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSPA1B	0	4	15	0	0	0	0.0939106769672063	0.357682006551271	3157	-4.91115612531789	2.93182335358635	2.99714280506511	-1.67512006455311
HSPA1L	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSPA2	20	5	41	28	0	12	0.635040033329685	0.865062353695637	9670	-0.587093647114853	1.23691108019652	17.4682764673389	-0.474644989857778
HSPA4	714	626	470	569	497	404	0.93361544988422	0.981781814726249	12671	-0.0135532347805548	0.162709916601566	526.936228332844	-0.0832969192267679
HSPA4L	60	58	66	48	38	34	0.472540976101222	0.77555271828185	7912	-0.349111003001764	0.485989536717728	48.7621407569944	-0.718350862776979
HSPA5	655	1124	766	8372	7441	6886	9.72036888650011e-270	2.92267191494842e-266	4	3.47628492525263	0.0990688721215532	4454.77891550289	35.0895780966133
HSPA6	0	15	4	0	0	0	0.125940719648606	0.416009073115569	3643	-4.67070842147802	3.05213788334496	2.52477503055432	-1.53030714862698
HSPA8	514	589	419	186	251	122	3.87806152517971e-08	2.7598488735702e-06	169	-1.16148498607715	0.211320614235068	319.854315618446	-5.4963165343876
HSPA9	683	920	632	923	663	656	0.0195322991705119	0.140583460277526	1671	0.308188546316898	0.131974493736904	724.323806758813	2.33521294600519
HSPB1	28	123	66	19	61	60	0.735700186239735	0.910849693112833	10641	-0.204586456971245	0.606087203688665	57.1603644713771	-0.337552840129483
HSPB11	427	456	245	279	215	166	0.0302772360945607	0.18503268216935	1968	-0.47832001545634	0.220785722432448	278.963204629501	-2.16644450640456
HSPB2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSPB2-C11orf52	22	12	8	1	13	0	0.38493822685072	0.704987369321396	6954	-1.35997453341154	1.56528792972023	8.55958077567417	-0.868833463537034
HSPB3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSPB6	5	0	0	0	2	0	0.764052763464515	1	11028	-1.13557025430329	3.78317761670698	1.10545095785663	-0.300163082295812
HSPB7	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HSPB8	110	120	82	39	104	224	0.175371195220687	0.489939457588665	4328	0.688030375801765	0.507716965336447	118.640257435007	1.35514552945031
HSPB9	12	2	0	0	0	0	0.175783287942286	1	4331	-4.38461942783129	3.23862302675405	2.07654505516713	-1.35385297751861
HSPBAP1	36	33	27	25	26	0	0.454222470955962	0.760891647400263	7711	-0.746103872436457	0.996939790279486	22.3914777097662	-0.748394115383128
HSPBP1	51	45	33	87	61	20	0.284477248978101	0.619483591066381	5715	0.594019084522103	0.554994295693154	47.1405229606681	1.0703156575334
HSPD1	1147	1466	1392	1390	1195	1209	0.0844031349430391	0.33848499631875	2999	0.221076302081973	0.128108905522958	1274.82818290408	1.72569035056158
HSPE1	622	494	513	534	312	201	0.0658656522760873	0.296900838251949	2667	-0.417169458150461	0.226804270306402	421.746721993468	-1.83933687662443
HSPE1-MOB4	2	13	17	9	35	15	0.280091249120842	0.613263690729358	5669	1.17531545611537	1.08813980991907	15.4591495136483	1.08011437997364
HSPG2	18	6	0	0	3	0	0.26682622260123	0.600059644582085	5508	-2.74263730437791	2.46995188849343	4.00148341035155	-1.11040110422993
HSPH1	751	995	631	724	559	459	0.249448000975663	0.578956146626761	5319	-0.151206253780122	0.131290624937963	651.791435323046	-1.15169117255378
HTATIP2	96	130	73	52	62	42	0.115061248092829	0.395965900698316	3492	-0.622130807512257	0.394791573229602	70.8369475291133	-1.57584621784832
HTATSF1	188	210	233	119	171	159	0.543742900442374	0.819909210584308	8657	-0.178738440209007	0.294383072611507	176.327972276097	-0.607162764568619
HTD2	416	494	397	564	399	179	0.876407072945666	0.962194589452242	12166	0.0359303057035784	0.231025212689705	385.704699421911	0.155525473974293
HTN1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTN3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR1A	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR1B	0	3	0	0	0	0	0.630810241284191	1	9601.5	-1.92684276158392	4.00935481579014	0.37152709432614	-0.480586740289332
HTR1D	1	0	6	2	0	0	0.574082549941808	1	8998	-1.83843883590403	3.27095756712881	1.46114404425727	-0.5620491242012
HTR1E	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR1F	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR2A	3	3	0	0	0	0	0.434328711208912	1	7488	-3.06391509258906	3.91902322526477	0.828742175730231	-0.781805801210087
HTR2B	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR2C	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR3A	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR3B	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR3C	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR3D	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR3E	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR5A	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTR6	0	14	0	19	0	8	0.504422236531227	0.796048581388409	8265	1.4198760296534	2.12700252852393	6.42698713451215	0.66754788046197
HTR7	0	1	9	0	0	0	0.245221391911568	1	5267.5	-4.02577575286898	3.46441972744457	1.62490637235353	-1.16203464637308
HTRA1	0	23	15	1	4	0	0.178906949244199	0.495558240110543	4371	-2.6494392616333	1.97112102221416	6.19101421953219	-1.34412815437237
HTRA2	88	97	75	140	83	114	0.049102764013321	0.248128106594438	2380	0.682840835432736	0.347025172933074	98.9259647681533	1.96769827866184
HTRA3	2	4	2	0	0	0	0.291195131930811	1	5796	-3.51385153338025	3.32907630900559	1.13374929283273	-1.05550345117498
HTRA4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HTT	56	70	54	48	35	47	0.763351153765255	0.920335059091413	11022	-0.145676294874921	0.483840877851756	49.9933037451524	-0.3010830658247
HUNK	77	149	79	125	38	73	0.905280964480845	0.972386581282007	12415	-0.0519513233020113	0.436591715232242	85.2637239990388	-0.118992920592586
HUS1	106	75	64	85	44	14	0.26924614767945	0.602022801676068	5544	-0.592815362287037	0.536581483134518	59.8560687509615	-1.1048002603892
HUS1B	0	6	3	0	7	0	0.986794749856123	0.996990965769455	13154	-0.0465999958946124	2.81552559423345	2.44539923548602	-0.0165510823236894
HUWE1	233	142	190	99	152	42	0.0550410917179219	0.264768326992763	2500	-0.736698329419144	0.383986694150789	135.409236170952	-1.91855171192429
HVCN1	0	6	2	5	1	0	0.946836587011214	1	12782	-0.180293141671939	2.70386299841767	2.01841107604851	-0.0666798361372037
HYAL1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HYAL2	108	66	94	139	98	48	0.485011882895619	0.783423235148426	8034	0.286339065266547	0.410072576093111	89.148519077557	0.698264360895791
HYAL3	8	10	6	0	21	0	0.972214474744268	0.992189987020298	13033	0.0645440309972836	1.85306105260788	7.06434433613987	0.0348310331742434
HYAL4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HYDIN	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
HYI	23	10	7	49	25	44	0.0146833675733475	0.117652805999101	1501	1.86673393696865	0.765024856497459	27.4687998444146	2.44009579703749
HYKK	29	14	20	15	32	45	0.24890346570164	0.578302393308118	5314	0.899317993917285	0.77996951102206	27.2331528818925	1.15301685669589
HYLS1	21	49	14	33	75	26	0.126428541699459	0.416408823237484	3653	1.02359307017876	0.669742429728429	35.3071921899614	1.52833839509587
HYOU1	0	0	0	10	10	0	0.0581893282646214	0.274448255309255	2550	5.33697169496321	2.81743089667894	3.25727750460143	1.89426888916927
HYPK	954	1260	788	950	614	596	0.200676532008932	0.524339919720057	4657	-0.175710750698794	0.137314093839812	816.243043356026	-1.27962648104989
IAH1	251	196	132	260	172	104	0.652233434636095	0.873017376901724	9831	0.135009668535969	0.299581009391624	177.090706730344	0.450661638433428
IAPP	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
IARS1	174	222	193	251	230	250	0.00792419451881319	0.0782523324064845	1216	0.626996546859408	0.236131739542259	219.568660141398	2.65528280134996
IARS2	184	223	102	181	150	81	0.945685993437274	0.986783042258394	12770	-0.0209997613081716	0.30825260381543	144.19503848619	-0.0681251708768873
IBA57	286	305	183	430	444	203	0.00127413371260518	0.0219458657721423	696	0.745412866475675	0.231369438495907	299.183701312134	3.22174298957319
IBSP	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
IBTK	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
ICA1	17	8	0	13	25	0	0.620477809616692	0.858282222707605	9480	0.817323998058774	1.65058178603063	9.87664006857363	0.49517328070383
ICA1L	70	87	79	57	109	80	0.350752363709127	0.680512772758456	6525	0.380733354386618	0.408017070518596	79.7833178731587	0.933130944503621
ICAM1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
ICAM2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
ICAM3	3	33	25	16	0	0	0.259960056000626	0.591923436864735	5436	-1.79750661745793	1.5956765950011	11.1778727921614	-1.12648554418178
ICAM4	17	6	26	6	0	22	0.756890909328295	0.918487233023045	10893	-0.418822040889673	1.35293234034122	13.4534440382057	-0.309566138971918
ICAM5	0	2	11	12	0	0	0.951975640397263	0.988633039716105	12824.5	-0.151463887763157	2.5149253547616	3.93049658901355	-0.0602259973547068
ICE1	102	220	183	129	214	50	0.777977213219271	0.927327249096945	11141	-0.111526865335492	0.395546989355722	140.969945589058	-0.281956046529768
ICE2	125	165	92	97	137	67	0.900373591216761	0.971146689764339	12367	-0.0420006478461665	0.335496778438415	108.090825340417	-0.125189422210432
ICMT	684	820	551	444	488	616	0.798442438779072	0.936134452251501	11313	-0.0512657147203295	0.200755924030636	585.924971343367	-0.255363396960113
ICOS	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
ICOSLG	0	1	0	0	0	0	0.870632598490506	1	12042	-0.664525427963192	4.0804728567969	0.12384236477538	-0.162855005114489
