rownames(count)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
MTCP1	27	1	12	12	14	0	0.690848532089521	1	11061	-0.6041650355251	1.51913315248244	10.7582325193121	-0.397703805316752
MTDH	4374	5344	4464	3381	3533	2626	9.20300963549184e-06	0.000196417379183523	464	-0.357053321971655	0.0805062846677841	3836.54859182481	-4.43509874347159
MTERF1	72	121	88	106	106	66	0.632231358987145	0.809838365967991	10509	0.199621075982414	0.417103735865677	90.6753767584466	0.47858855919406
MTERF2	4	9	56	39	26	20	0.691631999907023	1	11072	0.392321001572426	0.989107819950187	25.9585869830365	0.396641289917396
MTERF3	92	200	166	157	194	162	0.250660743828301	0.489236437600953	6086	0.411059191415557	0.357832977672545	160.586027051285	1.14874597106508
MTERF4	208	333	167	446	142	136	0.5709748552136	0.76895718197385	9888	0.215999618175149	0.381209637043343	227.027290856293	0.566616363244222
MTF1	260	531	385	220	260	107	0.00943197772744689	0.0543017834982328	1788	-0.798161967311888	0.307459986526239	277.081184720691	-2.59598647723148
MTF2	390	604	548	551	602	510	0.096163725255716	0.267461201140461	3984	0.338341940657642	0.203361856636048	529.967590725839	1.66374336984523
MTFMT	274	427	338	200	236	277	0.333393133428145	0.574777473243301	7155	-0.275599367459276	0.28491556466074	286.694300010271	-0.967301901485948
MTFP1	1231	1371	1008	1114	1029	1002	0.814722193119695	0.915070792981244	12333	0.0324567678683771	0.138503774593342	1107.27355923819	0.234338507839752
MTFR1	402	395	335	362	431	307	0.441623663187902	0.67236184117001	8439	0.171495023340312	0.222878763507058	367.386654507804	0.769454301710002
MTFR1L	314	333	307	343	261	240	0.910797930382174	0.962136658474363	13317	0.026449126844737	0.236085190014495	294.20489395895	0.112032130618245
MTFR2	268	239	248	340	466	365	0.0010068057294599	0.00959879997301932	1049	0.850583127971529	0.258644552147188	325.644653050866	3.28861799295693
MTG1	685	836	556	723	526	607	0.684873551314783	0.844541502537506	11014	0.0743774311616226	0.183276093281239	643.264608916008	0.405821784118291
MTG2	585	716	612	885	778	610	0.00284102682969612	0.0217701425057478	1319	0.456351840318805	0.152910638417311	689.654818164535	2.98443486367094
MTHFD1	2220	2763	2201	2442	1939	1991	0.617516013470503	0.800387308198693	10372	0.0525672110374166	0.105266239698181	2219.33860654335	0.499373884619961
MTHFD1L	1094	1293	1045	1561	1331	1151	0.000100099753774976	0.00146124848277743	683	0.450952839059203	0.115915751384068	1233.42737179258	3.89034996257795
MTHFD2	1990	2253	1778	2593	2277	2164	9.37511904997944e-06	0.000198369454479027	468	0.448136438322522	0.101134228288413	2162.22756521797	4.43110553080539
MTHFD2L	24	17	14	23	24	24	0.481645705824473	1	8901	0.591674222820982	0.840854676472702	21.1848290559742	0.703658122355927
MTHFR	270	362	273	258	122	175	0.109195954163138	0.29117323929371	4195	-0.484838998601802	0.302680532646173	234.495884274069	-1.6018175809429
MTHFS	891	1186	738	1006	965	649	0.446828022197861	0.676877071072774	8499	0.114946754550119	0.151103808661956	880.398952325577	0.760713813688665
MTHFSD	126	98	99	244	111	38	0.449923603635821	0.677998280249922	8568	0.383423049673895	0.507480521603119	114.485646967223	0.755542396903571
MTIF2	252	399	240	212	319	178	0.746116232084206	0.878745224739825	11634	-0.0920646671794705	0.28435677373788	258.049105122362	-0.323764635423581
MTIF3	181	247	198	223	134	98	0.397480701984866	0.635748237191444	7925	-0.275913909804984	0.32608959345312	172.849607114016	-0.846129147769477
MTLN	392	438	382	400	299	327	0.92392100514122	0.967841695458148	13440	-0.0209756855323152	0.219650285434408	366.834014976229	-0.0954958264262262
MTM1	36	78	17	18	34	30	0.649204837187211	1	10669	-0.342434619788619	0.75282341370707	33.7780292837092	-0.454867122294184
MTMR1	408	483	304	337	265	250	0.252639988917726	0.491123290693315	6118	-0.261381681176853	0.22848836544439	330.281548216773	-1.14396057177129
MTMR10	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTMR11	15	9	19	17	8	39	0.39797856546736	1	7932	0.84755769252341	1.00274569141194	19.0486630666201	0.845236932736145
MTMR12	218	192	82	131	52	87	0.1633536558747	0.374997669344131	4985	-0.6395792184874	0.458847914857082	121.559740667831	-1.3938806253192
MTMR14	493	485	506	321	375	285	0.0765822286400078	0.231203604660643	3631	-0.389843231592372	0.220142137962252	402.060042199236	-1.77087056208756
MTMR2	547	631	428	451	303	256	0.0295308563787126	0.12106420662923	2566	-0.464761430649036	0.213553174813533	418.263233076075	-2.17632648662259
MTMR3	84	116	74	112	56	57	0.864421089569982	0.938952444381931	12920	-0.0782396143386538	0.458214042503599	80.0761878603638	-0.170749054112717
MTMR4	356	437	357	328	471	287	0.5604558009148	0.762700501410887	9761	0.136854969749022	0.235079502728031	366.487198776095	0.582164621589119
MTMR6	220	176	181	122	231	144	0.995403615244347	0.998068995832617	14097	-0.00205510406181092	0.35674270530968	177.765242256272	-0.00576074585751356
MTMR7	9	55	24	54	50	19	0.353033611310579	1	7377	0.721375775618594	0.776740970211056	33.5672796925134	0.928721160958694
MTMR8	8	0	0	0	0	0	0.345049117873746	1	7292	-3.71869910015225	3.93831576718549	1.29172701154476	-0.944235891681638
MTMR9	0	1	0	1	13	0	0.206270616740466	1	5555	3.86103101202689	3.05488643571644	2.5065980446936	1.26388692125682
MTNR1A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTNR1B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTO1	246	220	178	361	270	86	0.436029009217453	0.667879963101382	8378	0.291890603697378	0.374739360215713	218.469516477065	0.77891632074452
MTOR	199	256	180	239	234	115	0.787585666423335	0.901238202729916	12075	0.0821605775265166	0.304922880579751	197.056909387474	0.269447072552589
MTPAP	537	608	536	882	605	556	0.00640890767726834	0.0406035045953916	1618	0.481167768033051	0.17650457791981	613.562733389594	2.72609228442594
MTPN	3897	4126	3335	2593	2039	1677	1.42361663279404e-11	9.59381099319219e-10	146	-0.645956166679957	0.0956195595712367	2832.62429204092	-6.75548151002221
MTR	1072	1239	902	1151	1137	964	0.0631507464964642	0.204253844437446	3361	0.243519138203761	0.131056123355392	1062.67141080151	1.8581286548771
MTRES1	179	162	125	135	68	235	0.654671569088457	0.824909604988284	10714	0.206804716991234	0.462358837907337	153.30314595589	0.447281851315407
MTREX	569	786	446	740	762	656	0.00453088370835781	0.031283764776514	1477	0.507164850650853	0.178665882000005	652.823767203397	2.83862170535076
MTRF1	161	242	102	197	102	223	0.391231010161287	0.629931855782336	7842	0.343666910892918	0.400830533009548	169.778056457874	0.857387056601129
MTRF1L	263	248	184	285	186	232	0.410632594213266	0.64803777654456	8071	0.239430807418899	0.291001899026883	230.701675512987	0.822780910432409
MTRFR	764	1007	657	1052	1254	884	4.34379613828607e-05	0.000725613076478721	593	0.625918711519362	0.153096668761996	929.20579451074	4.08838883681013
MTRNR2L1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L10	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L11	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L12	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L13	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L3	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L4	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L5	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L6	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L7	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRNR2L8	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTRR	373	407	333	473	295	364	0.296939035606862	0.539328734990194	6679	0.243513955830419	0.233470076005606	369.894533509367	1.04301998781451
MTSS1	23	59	23	9	16	0	0.0876689842372387	1	3828	-1.87558803712132	1.09823255653531	19.39651770423	-1.70782410880115
MTSS2	192	217	190	141	189	156	0.82550015103271	0.921752003840646	12414	-0.0690671298955164	0.313263143841721	178.395624521775	-0.220476399005985
MTTP	0	5	17	0	9	0	0.610378380223062	1	10254	-1.18467142836509	2.32501222837782	5.05483328889761	-0.509533418321694
MTURN	265	340	260	241	140	191	0.202281059973014	0.42819349162532	5500	-0.366992322449935	0.287819140868568	232.473536992263	-1.27507962584574
MTUS1	151	255	208	178	285	110	0.766084675897628	0.889171537826679	11832	0.104196436223384	0.350239918034135	192.135820739329	0.297500173047746
MTUS2	0	0	61	0	17	0	0.626844357983096	1	10450	-1.82133152632993	3.74626050421519	13.1879541477809	-0.486173218408227
MTX1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MTX2	864	761	661	856	652	587	0.677580686689539	0.839636823216419	10949	0.0730234235785134	0.175635551383163	717.936853264989	0.415766756806581
MTX3	129	203	88	197	108	91	0.732287339372003	0.871391037520608	11494	0.134302449013095	0.392600274564174	130.242048443641	0.342084450048295
MUC1	0	0	0	1	5	0	0.36406900739217	1	7516	3.58840581955938	3.953560841568	1.00901609812017	0.907638952164501
MUC12	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC13	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC15	0	5	0	0	0	0	0.488797311969781	1	9017.5	-2.74700532934337	3.96838218936269	0.650976088932873	-0.692222976079965
MUC16	0	4	9	0	2	14	0.742068167412322	1	11604	0.690036054065732	2.09663610329317	5.34483569283913	0.329115793142119
MUC17	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC20	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC21	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC22	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC3A	0	5	2	0	8	24	0.150853883425303	1	4808	2.68329377665818	1.8679100809552	7.43860676923009	1.43652192041601
MUC4	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC5AC	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC5B	10	0	0	0	0	0	0.304067127958575	1	6767.5	-4.04113504859361	3.93201890418084	1.61465876443096	-1.02775066627903
MUC6	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUC7	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUCL1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUCL3	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUL1	427	406	369	357	283	282	0.444370876482518	0.675042173867127	8473	-0.172862650667799	0.226013529589279	347.222974170936	-0.764833198180359
MUS81	278	325	299	536	308	346	0.013219118525894	0.0697425064524144	1960	0.601762570359233	0.242860571225947	346.28499772868	2.47781089915736
MUSK	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MUSTN1	1	5	4	0	0	27	0.330733338267664	1	7120.5	1.93198868664832	1.98633925611869	7.20519920362743	0.972637821407926
MUTYH	138	119	68	171	208	108	0.0427916615655428	0.155843192448467	2926	0.785746394268681	0.387881588982123	134.066104892793	2.02573779366696
MVB12A	474	766	538	777	500	313	0.904603724263574	0.959301147125383	13268	0.0273275523332117	0.228018826774651	538.672866042094	0.119847789411789
MVB12B	74	81	110	142	58	4	0.66145649255039	0.829370514872345	10795	-0.321252790505284	0.733616076984359	73.7215173752998	-0.437903149322793
MVD	41	67	79	85	101	78	0.139724756071077	0.340024252541372	4660	0.711504355394036	0.481782413900846	75.5668948944326	1.47681678464185
MVK	96	113	48	124	89	118	0.156156837706377	0.364427686478426	4884	0.627864148560715	0.442745200685175	97.6534527967079	1.41811621580326
MVP	0	8	5	0	0	0	0.231396378918469	1	5851	-4.2677929016379	3.56609407506977	1.88436972172775	-1.19676957808647
MX1	4	13	2	29	10	5	0.273696623165066	1	6387	1.4298922724789	1.30632770255342	9.92132381759038	1.09458925940554
MX2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MXD1	106	89	66	93	86	61	0.861476804265281	0.937637846471264	12891	0.0774507811713696	0.443857850778409	81.8059720610789	0.174494561796173
MXD3	49	56	35	82	52	104	0.0528043139152928	0.180208686997075	3159	1.04161939245423	0.537882682694628	64.6780365559721	1.93651780577138
MXD4	1051	1352	851	747	785	626	0.0175036505272261	0.0842143851038521	2158	-0.357753698860979	0.150572661414739	871.266390894408	-2.37595387834435
MXI1	1029	1106	932	933	578	413	0.00860383772311605	0.0508161375961672	1740	-0.497771842209821	0.189453654308896	797.564065982872	-2.62740691925755
MXRA5	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MXRA7	326	502	346	367	273	189	0.217152370357288	0.447353888598273	5681	-0.296991710808406	0.240647546898694	319.674412423614	-1.23413562546487
MXRA8	9	30	11	29	0	0	0.671664633708093	1	10905	-0.677672819851856	1.5987958798664	11.6908093625656	-0.423864502270599
MYADM	260	370	277	242	277	72	0.209000622805198	0.436501194604192	5590	-0.449604334719455	0.357874566891797	236.804701296468	-1.25631820842802
MYADML2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYB	24	5	17	15	17	12	0.941877989525734	1	13609	0.0765525122363826	1.0499636042189	15.1549523216127	0.0729096817535239
MYBBP1A	735	897	647	921	1029	501	0.106387377283887	0.28607417466416	4152	0.301359725095833	0.186641359569967	768.713986539589	1.61464600231258
MYBL1	52	42	94	21	50	49	0.5157243453598	0.730312584052256	9302	-0.42498281379851	0.653869740220876	51.8758072533669	-0.649950269383855
MYBL2	4422	5614	4628	3287	3139	2548	5.64453649470069e-11	3.58300610137807e-09	155	-0.490732037869369	0.0748882205406171	3808.71828265296	-6.55286017382681
MYBPC1	0	1	0	0	1	1	0.76415359773512	1	11808	1.20924241336876	4.03039312138966	0.512915257207278	0.300030884568358
MYBPC2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYBPC3	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYBPH	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYBPHL	2	4	0	0	5	0	0.996166399603362	1	14107	0.0163649726764122	3.40601717620195	1.69832932952428	0.00480472406033512
MYC	376	412	289	808	683	618	4.94850281126155e-11	3.18224308235309e-09	153	1.19087281064373	0.181190867268004	535.451611259147	6.57247701608646
MYCBP	1085	1427	1035	1104	828	626	0.0628157246677029	0.203566099501535	3355	-0.267132088413909	0.143581300151061	980.006492506243	-1.86049358887864
MYCBP2	196	229	172	205	227	98	0.963909674017006	0.985853147884961	13809	0.0147478178084778	0.325933384654445	181.662161502278	0.045247950970452
MYCBPAP	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYCL	60	49	35	33	11	56	0.756481845342598	1	11738	-0.229017434576329	0.738518078115775	40.803125929044	-0.310104033147888
MYCN	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYCT1	1	0	0	0	0	0	0.855586569599313	1	12749	-0.742626074561041	4.0804728567969	0.161465876443096	-0.181995102191168
MYD88	76	132	67	67	31	76	0.491127477322841	0.709833753428387	9054	-0.366916374808852	0.532908485177062	72.4907342345833	-0.688516668461268
MYDGF	2544	2743	1894	2812	2703	2142	0.00283757349680168	0.0217606279306561	1318	0.31205354640519	0.104547313166046	2436.99574553619	2.98480694486691
MYEF2	363	633	303	358	357	145	0.187563435927866	0.409917988802314	5289	-0.384551869165883	0.291808786494422	339.104986151331	-1.31782141924378
MYEOV	1	0	0	0	0	0	0.855586569599313	1	12749	-0.742626074561041	4.0804728567969	0.161465876443096	-0.181995102191168
MYF5	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYF6	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYG1	653	658	465	614	453	586	0.524280974882166	0.736809100395034	9380	0.135489819756268	0.212779934764814	565.829178516656	0.63676032190735
MYH1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH10	2303	2601	2193	2359	2673	2178	0.0230697891619814	0.102198854374036	2366	0.247187178427607	0.108783914012645	2362.54872160393	2.2722769324045
MYH11	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH13	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH14	102	138	191	112	125	110	0.790651024245367	0.902858486486104	12101	-0.104813654390618	0.394829936218371	128.587510693298	-0.265465317535212
MYH15	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH3	0	5	0	1	0	0	0.65281003955461	1	10696	-1.78522371596627	3.96838188982889	0.805375481561258	-0.449861874569548
MYH4	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH6	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH7	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH7B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH8	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYH9	1233	1357	1089	1378	1267	1012	0.0884118844521104	0.25412936514487	3841	0.202978508334814	0.119130366181498	1202.98640902744	1.70383517520269
MYL1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYL10	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYL12A	2286	2552	2233	2377	2079	1824	0.670136840622872	0.834226773158886	10881	0.0409554823129998	0.0961486106216447	2186.44139311711	0.425960209390484
MYL12B	2326	3017	2083	1909	2204	1387	0.0655190217854786	0.208847875430488	3413	-0.213845759569559	0.116113233302504	2084.70790978288	-1.8417001532671
MYL2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYL3	0	9	0	0	5	0	0.89629855575549	1	13189	-0.460522441097958	3.53327795360607	2.02637366557096	-0.130338582796168
MYL4	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYL5	10	44	3	17	18	63	0.205796104263682	1	5549	1.26218256480732	0.997607268114972	26.8935349434621	1.26520987281125
MYL6	8319	9938	7753	7181	7037	4564	0.000391711637400474	0.0044799041353272	870	-0.266186693269084	0.0750750943129221	7222.142474322	-3.54560584578936
MYL6B	679	803	854	833	405	458	0.211690814227123	0.440343746549822	5617	-0.279190083875592	0.223543487019276	652.975227910919	-1.2489296270641
MYL7	0	0	7	0	0	0	0.362994411841215	1	7498.5	-3.58534978301494	3.94135638046373	1.17993117120922	-0.909674091078539
MYL9	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYLIP	187	177	208	224	209	157	0.437907114905046	0.66928492372039	8398	0.232394591571555	0.29958094723138	191.860008262508	0.775732214345614
MYLK	28	36	24	7	69	0	0.973095223496812	1	13884	-0.0388704510005614	1.1525185526492	26.1280569661974	-0.0337265295306641
MYLK2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYLK3	0	0	10	0	0	0	0.296775085015862	1	6672.5	-4.10149055479853	3.93098767928747	1.68561595887031	-1.04337405492504
MYLK4	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYLPF	16	28	59	66	9	11	0.8309668619953	1	12460	-0.192902766669182	0.903687965661201	30.2324879433529	-0.213461696956472
MYMK	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYMX	13	0	0	0	0	0	0.250302060979941	1	6079.5	-4.42004531375055	3.84480145882966	2.09905639376024	-1.14961601036637
MYNN	94	107	104	118	85	87	0.736237181074818	0.873392036850411	11537	0.134484481572354	0.399252770792144	97.8130117386196	0.33684044648088
MYO10	764	1022	718	874	974	645	0.16028655920474	0.370985522468934	4943	0.214556834865025	0.152806455662401	815.479941832214	1.40410844512388
MYO15A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYO15B	0	8	9	0	2	11	0.981726751552624	1	13946	0.0477676354564382	2.08554745283634	5.23022646901839	0.0229041230356444
MYO16	0	0	0	0	0	2	0.566932216767252	1	9845	2.30167198620056	4.01985828783033	0.423593396644692	0.572575404752105
MYO18A	93	199	95	157	198	91	0.260248884152221	0.499968314160244	6209	0.440826279517157	0.391566066042186	134.295552185469	1.12580307066155
MYO18B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYO19	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYO1A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYO1B	305	395	377	412	352	368	0.189675634360432	0.412971579214935	5312	0.295988681175114	0.225680379736897	365.940675802391	1.31153927302047
MYO1C	1088	1104	795	884	694	723	0.352284120915638	0.594022873297167	7369	-0.152214562575038	0.1636420161094	861.655737429464	-0.930167973934507
MYO1D	225	375	249	282	293	215	0.608368649337944	0.794064157039756	10239	0.129201057671876	0.252147107372979	266.28232404786	0.512403489446978
MYO1E	119	241	202	187	266	66	0.878395913961784	0.946712388812575	13029	0.0637778771137986	0.416840712125028	172.957806395419	0.153002994330047
MYO1F	6	11	0	3	0	0	0.401673730859169	1	7974	-2.34111203488417	2.79157187774867	2.86414083219605	-0.838635771317563
MYO1G	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYO1H	0	0	2	0	0	0	0.661031571265129	1	10778.5	-1.76597421682301	4.02740481560571	0.337123191774061	-0.438489374095217
MYO3A	84	91	78	98	179	82	0.098195698161304	0.271542291795691	4016	0.711579528098036	0.430304650905823	101.652450715607	1.65366450629829
MYO3B	1	12	0	0	0	0	0.269090707139539	1	6318.5	-4.14310329163964	3.74887537615374	1.72380848988199	-1.1051589812757
MYO5A	467	614	422	395	287	83	0.0142939547215782	0.0737447807747025	2006	-0.823434437679378	0.336124497510368	354.099306428405	-2.44979001464771
MYO5B	119	117	83	30	66	132	0.792362874807146	0.90341301193932	12122	-0.149632851966447	0.568419846946955	92.3079787062739	-0.263243538680328
MYO5C	324	308	241	394	306	94	0.991479612094792	0.997339196218812	14051	0.00377646253296702	0.353636936927321	266.083208368584	0.0106789255833396
MYO6	1001	1271	922	1373	1153	1004	0.00290400043455457	0.0220636758884806	1331	0.365193997649868	0.122642106965346	1104.22811901493	2.97772116515463
MYO7A	30	47	26	13	40	11	0.575754392745015	1	9930	-0.457203277786536	0.817022476961296	26.5196424519738	-0.559596939715766
MYO7B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYO9A	418	571	467	451	675	322	0.392974458328343	0.631281522126572	7860	0.199915636684033	0.234028686310193	473.75838916518	0.854235606053249
MYO9B	92	126	99	154	96	116	0.256539020413242	0.495810810573662	6165	0.43255825701641	0.381239802773447	112.701620282295	1.1346093819943
MYOC	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOCD	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOCOS	8	10	0	0	0	0	0.13374752465158	1	4578	-4.72907136017519	3.15379434573974	2.59367918941051	-1.4994862827893
MYOD1	0	0	2	12	0	0	0.472579741197049	1	8805.5	2.48710370028875	3.46254396039102	2.18991590331468	0.718287978070287
MYOF	0	4	2	0	2	0	0.735425106653998	1	11531	-1.32295214069749	3.91501129004512	1.19975074511707	-0.337917835399713
MYOG	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOM1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOM2	0	18	11	0	0	0	0.0417581681467128	1	2896	-5.4231963835686	2.66375423476088	4.19769147491568	-2.03592220062878
MYOM3	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYORG	25	120	55	21	18	35	0.127633644980451	1	4482	-1.08622279701336	0.712978504876385	42.6628526455017	-1.52350006288294
MYOT	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOZ1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOZ2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYOZ3	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYPN	1	7	0	0	0	0	0.380309132417732	1	7701	-3.46058477550818	3.94446468281051	1.07283240094912	-0.877326850101863
MYPOP	201	224	154	81	93	19	0.00217280284211075	0.0175936486067909	1242	-1.42582878013306	0.465115667289582	120.003214509029	-3.06553590946945
MYRF	14	12	2	0	0	0	0.0251288591788674	1	2441	-5.40962605170911	2.41564138776616	4.15998807541629	-2.23941603215849
MYRFL	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYRIP	0	1	1	8	0	0	0.570593800198096	1	9883	2.05487713136029	3.62298969208321	1.53395195470069	0.567177195080218
MYSM1	64	56	75	157	252	49	0.00733306332410256	0.0448264365897267	1678	1.36501201640795	0.509080609243299	107.958292797171	2.681327851864
MYT1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MYT1L	0	0	0	0	2	0	0.615396030330992	1	10348.5	2.0310228141282	4.04275366834819	0.341846682196714	0.50238599250546
MYZAP	2	3	0	17	0	0	0.485445515567173	1	8964	1.87718768424027	2.6910345364904	3.33830708092846	0.69757101173754
MZB1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
MZF1	52	66	20	43	68	37	0.572206644547548	1	9902	0.355270704080886	0.629015190836959	46.4587807823312	0.564804649007233
MZT1	990	1157	832	707	466	427	4.42316374537774e-05	0.000733887151615035	597	-0.689811347983413	0.168898132540721	729.978170159485	-4.08418576100656
MZT2A	3451	3483	2989	2903	2812	2713	0.91830064288477	0.965604363080395	13382	-0.0110873929384723	0.108091071325796	3017.9816077794	-0.102574549428361
MZT2B	6447	7263	6220	5815	4879	4685	0.0426644088094341	0.155790509506363	2919	-0.156195837934614	0.0770583828205043	5759.06647962299	-2.02698048177897
N4BP1	239	291	303	159	141	83	0.00211929530344004	0.0172613795451544	1235	-0.941576847675813	0.306404689909677	193.7801368831	-3.07298445057539
N4BP2	276	422	280	355	298	336	0.265757810009098	0.50537129738684	6288	0.267255202571344	0.240146282207857	323.614841319293	1.11288503038337
N4BP2L1	10	28	45	3	13	25	0.500833756788261	1	9157	-0.697750952262833	1.03650218115611	20.8255157475939	-0.673178469807527
N4BP2L2	261	309	371	471	334	411	0.0238484182517249	0.104193866420391	2398	0.581976185660337	0.257561448289029	361.768220987093	2.2595624831526
N4BP3	64	26	4	11	21	0	0.245826111182486	1	6017	-1.43488871602629	1.23638985611432	19.6809216203349	-1.16054714371065
N6AMT1	232	387	276	332	372	372	0.0368595713383399	0.141003624571511	2773	0.524217653120108	0.251144355077226	328.001086100148	2.08731608942161
NAA10	2610	3098	2138	2391	1874	1708	0.0908168014920131	0.258474547260606	3890	-0.173282351779839	0.102466954551698	2236.38346395312	-1.69110473262296
NAA11	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
NAA15	489	451	355	514	526	413	0.0638579171864568	0.205796936520651	3375	0.378620011154334	0.204309317847555	454.253224978169	1.85317055111917
NAA16	217	255	217	185	267	327	0.16421961590435	0.376370091051223	4996	0.449766695069653	0.323336088454491	248.273682092134	1.39101916281441
NAA20	3201	3430	2778	2861	2655	2444	0.840432493734356	0.929539768165799	12541	-0.0192693943757114	0.095705601319292	2844.85524450223	-0.201340298896666
NAA25	711	807	699	644	635	631	0.928799822144409	0.969579623384363	13496	0.0153194895517153	0.171445330779533	679.307581521378	0.0893549534540265
NAA30	257	364	194	487	352	189	0.0636261359086525	0.205184382564809	3373	0.529661621388124	0.285564108105953	296.975835381841	1.85479059291164
NAA35	766	1038	650	1305	1199	1030	3.74402814906673e-08	1.50357114117011e-06	245	0.760124855194859	0.138141249867433	992.969427373435	5.50251902255344
