rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
NSD2	737	554	530	757	632	613	0.74033672209481	0.889805569924847	11634	0.0351170265082274	0.10596329152511	628.152804184427	0.331407471425193
NSD3	373	332	386	345	383	335	0.240714398506899	0.519936131121669	5862	-0.148016863281911	0.126164747181762	356.485563704502	-1.17320302690154
NSDHL	240	234	219	335	398	402	3.91034846679982e-05	0.000897575371148512	520	0.602208738678687	0.14642611932362	300.338222201471	4.11271391648188
NSF	6	3	0	3	0	0	0.481336903369927	1	8666	-1.66779658322349	2.3685112828901	1.945261694632	-0.704153953274994
NSFL1C	387	298	290	380	420	339	0.342330155079668	0.626726645096101	7014	0.120921434222448	0.127343192875106	347.143319986094	0.949571245170863
NSG1	57	37	30	40	7	25	0.0842330377016554	0.291961818883872	3544	-0.873545349487416	0.505923250271824	32.3980475799861	-1.72663610343679
NSG2	2	0	1	0	0	0	0.539728616371299	1	9329.5	-2.45357327696225	4.00110819018504	0.477465848506042	-0.61322342719475
NSL1	579	386	540	573	494	442	0.419490420712251	0.691387626290096	7917	-0.0969784850512245	0.120126110049921	495.379294182355	-0.807305630815173
NSMAF	139	69	83	148	149	168	0.00887956901932014	0.0674643767120339	1583	0.596914683356848	0.228121161346971	122.899615083126	2.61665634100882
NSMCE1	73	80	90	118	158	78	0.126147487801145	0.366706384411708	4252	0.415371601278218	0.27157843691032	98.0218630878825	1.52947194926002
NSMCE2	471	310	440	537	415	494	0.265589185658755	0.546667201388095	6174	0.147508236455076	0.132499050281203	437.760633766616	1.1132776887232
NSMCE3	0	0	0	0	0	1	0.834721501955566	1	12723	0.851390521487472	4.0804728567969	0.166560294954698	0.208649965669861
NSMCE4A	304	170	259	237	334	273	0.510040143436869	0.758999225235536	9029	0.113581160300274	0.172412626636423	258.127479149265	0.658775186690879
NSMF	21	3	4	11	5	2	0.514346731470041	0.761881681164856	9068	-0.670521947348064	1.02827479743122	7.2654829379467	-0.65208439322166
NSRP1	836	722	794	1091	1001	841	0.0230920211594985	0.13069054744418	2134	0.207019252512627	0.0911212876755003	868.776729018275	2.27190876900095
NSUN2	928	784	972	952	826	761	0.0465047427775556	0.204223918246102	2766	-0.190827667418089	0.0958555813955634	863.559705932724	-1.99078305759377
NSUN3	204	138	106	166	184	155	0.698857607219278	0.869306457865312	11223	0.0794626358357415	0.205402502590059	156.034051707748	0.386863036398015
NSUN4	496	371	516	732	573	649	0.00110582618393076	0.0141057594792826	935	0.39528960186517	0.121175706001565	547.19093503149	3.26211923914903
NSUN5	270	195	182	271	275	316	0.0433656522263316	0.194957598860073	2698	0.319519310237514	0.158164486406404	247.502278884421	2.02017100992259
NSUN6	291	179	273	392	381	437	3.95666873892004e-05	0.000906464454275423	521	0.610874095597634	0.148631330518111	318.990823490302	4.10999547314957
NSUN7	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NT5C	117	88	123	152	126	150	0.183356402297056	0.451059772839584	5082	0.281653998788548	0.211691701791974	124.247084276405	1.33049144772489
NT5C1A	4	1	5	8	19	4	0.147978225057802	0.402381090373821	4572	1.53371547948455	1.06014039861874	6.54187704824608	1.44670977682091
NT5C1B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NT5C1B-RDH14	0	1	0	1	13	2	0.0682727814375966	1	3228	3.77069878151178	2.06817373871494	2.70793858082041	1.82320213767665
NT5C2	200	171	202	215	166	185	0.463100248273786	0.726301207189158	8441	-0.126116831019462	0.171879503251186	188.333330558192	-0.73375142837802
NT5C3A	354	240	267	338	413	341	0.0715746910014198	0.265156323453378	3303	0.245646590343292	0.136332942682814	319.770026506415	1.80181389405496
NT5C3B	277	198	238	260	251	275	0.772424239007072	0.907612134632078	11912	0.0423926409500762	0.146583184381483	246.665717472923	0.289205348682761
NT5DC1	168	122	128	250	197	106	0.216215225756206	0.491757800043079	5541	0.292999720799759	0.236929250706632	158.262253953067	1.23665490827283
NT5DC2	51	51	61	69	87	68	0.240465846180671	0.519678797533198	5858	0.342677663163349	0.291932942607818	63.7364387855168	1.17382320783064
NT5DC3	141	133	107	162	228	186	0.015144737387033	0.098564659461083	1850	0.486887854858387	0.200456170179788	157.140811497278	2.42889931710109
NT5DC4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NT5E	0	2	0	0	0	3	0.918500288121811	1	13617.5	0.398827105604765	3.8977263024818	0.882194444115992	0.102323014663913
NT5M	58	40	37	56	12	34	0.273777007653064	0.556600641006127	6259	-0.499915801582308	0.456791956446201	39.1063072667563	-1.09440587674005
NTAN1	0	0	0	0	14	0	0.0993215969158107	1	3801.5	4.52835770606287	2.74753737534566	2.18474878798021	1.64815144889273
NTAQ1	80	72	99	92	86	88	0.912995931070218	0.965666331425355	13558	-0.0275564572375179	0.252208940439948	85.5296015911891	-0.109260429822388
NTF3	0	0	8	3	14	0	0.599604063193726	1	10053	0.925174363022377	1.76233766951046	4.05069028378389	0.524969975407365
NTF4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NTHL1	91	33	41	36	44	46	0.232890111829311	0.511565264678633	5754	-0.449037720362629	0.376410437656381	47.3512135586619	-1.19294704779826
NTM	0	0	0	6	0	0	0.404359641533208	1	7764	3.29546637697109	3.95205994446927	0.92919544896351	0.833860422988509
NTMT1	267	210	157	286	260	177	0.663557872381135	0.851834388142836	10831	0.0827641557561738	0.190259682283643	222.368789828662	0.435006275437732
NTMT2	8	3	0	2	1	7	0.926082648233519	1	13674	-0.14575135285746	1.57102685935944	3.41466921310084	-0.0927745773340173
NTN1	146	117	136	119	130	126	0.328261159319061	0.613645293286188	6866	-0.193598156241647	0.198029601427165	127.970225622984	-0.977622309222552
NTN3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NTN4	22	43	25	12	11	24	0.0502627199854028	0.214939612537402	2850	-1.06997915415499	0.546543133200213	23.5009437675484	-1.9577213382773
NTN5	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NTNG1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NTNG2	8	0	0	3	0	2	0.791448058300948	1	12066	-0.620308777161977	2.34582738758843	2.00690982275436	-0.264430699566378
NTPCR	290	230	170	207	209	201	0.134084409340002	0.378084457803512	4390	-0.261555030469625	0.174580912638877	215.751847242708	-1.49818801217207
NTRK1	0	0	0	0	0	7	0.324898664838568	1	6826	3.61791234003744	3.67509263880185	1.16592206468289	0.984441127235626
NTRK2	9	0	1	6	4	0	0.999506665946735	1	14394	-0.00110089773800145	1.78051615612707	3.08891780671027	-0.000618302582772453
NTRK3	12	0	0	0	0	0	0.139674770834415	1	4465	-4.37817135410053	2.9642259802202	1.81378726254481	-1.47700323231608
NTS	5	1	0	10	5	13	0.0771081637824032	0.277134309818357	3414	2.20013908614522	1.2446215198593	5.44121181264853	1.76771737515348
NTSR1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NTSR2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUAK1	511	341	334	397	361	293	0.0494299765739377	0.212630626317944	2833	-0.271687366010456	0.138272858313643	367.581011896236	-1.96486403278213
NUAK2	19	13	9	17	18	17	0.67512873208083	0.857908713522494	10991	0.250627591535774	0.597985862869538	15.2078878906001	0.419119593117293
NUB1	438	339	343	509	484	417	0.0477284556190724	0.20806678096028	2792	0.227812314309063	0.115069613807048	414.934174491529	1.97977821226606
NUBP1	172	124	91	208	176	181	0.0284279087627108	0.148496944854143	2315	0.449942926777858	0.205328678528152	155.478679121024	2.19133016392626
NUBP2	174	88	77	173	144	190	0.0365254854179821	0.175755208730927	2518	0.507728554786169	0.242812802503595	137.528405685356	2.09102876599207
NUBPL	336	264	331	408	417	308	0.198881591395268	0.470872437132148	5303	0.17426691110221	0.135643246272576	338.818596271354	1.28474447413342
NUCB1	43	51	16	84	86	85	0.00249705924268403	0.0263760169209527	1132	1.09630562365154	0.362571189301034	59.6431487152507	3.02369756892435
NUCB2	109	92	150	216	135	227	0.0103924705716537	0.075868213298629	1647	0.61397347761204	0.239600380082043	152.673497312248	2.56248958120103
NUCKS1	7833	5983	7055	6885	6301	5640	1.53493256800523e-06	5.48531590769772e-05	334	-0.253819418329045	0.0528060722680354	6552.99383576877	-4.80663316598699
NUDC	358	372	301	245	245	256	0.000100693622241672	0.00199647686889801	602	-0.580891133362802	0.149371025841326	296.799088213493	-3.88891440017205
NUDCD1	124	171	214	191	193	168	0.944341085971582	0.977882569096075	13859	-0.0152481443298568	0.218408553399772	176.613164166745	-0.0698147764476368
NUDCD2	235	196	144	250	247	165	0.624346911104355	0.829438968516439	10362	0.0939701946295539	0.191893785858358	202.974653715686	0.489698997855594
NUDCD3	125	131	119	165	134	168	0.321247992773903	0.606417218995111	6789	0.203513170739778	0.205175802819551	139.239415417141	0.991896548925729
NUDT1	48	29	9	23	28	18	0.459147992148085	0.723006653598883	8408	-0.399415961580716	0.539568626240662	25.3076061749073	-0.740250530064301
NUDT10	138	106	88	97	47	86	0.0262378865089859	0.141260899130021	2245	-0.626081841430089	0.281679743824083	93.227245890057	-2.22267257464241
NUDT11	158	162	126	228	179	172	0.174958447826537	0.440198995206058	4963	0.260196729997573	0.1918229100047	168.827666569894	1.35644240821494
NUDT12	202	168	160	219	212	185	0.502381302898459	0.752752418311579	8959	0.110141284657982	0.164206739902655	188.502727232971	0.670747648502587
NUDT13	39	47	34	26	40	26	0.20655324649656	0.480946107862494	5407	-0.50751069305682	0.401797716592805	35.4388089490349	-1.26309999310212
NUDT14	8	19	11	4	16	8	0.446278532688621	0.711785915852442	8280	-0.594819203824502	0.780977841497083	11.2187197567955	-0.761633905879164
NUDT15	174	122	101	139	141	173	0.640497465247469	0.838833616490446	10518	0.100124198112906	0.214397162896708	139.670041160347	0.467003372433353
NUDT16	129	123	126	81	102	100	0.0181432708287945	0.11191632072997	1953	-0.52752059252651	0.223272017639133	110.21158487643	-2.36268117296778
NUDT16L1	128	93	72	294	283	271	8.95102397053095e-15	9.21029500967737e-13	116	1.43535446095388	0.185127368399193	184.577591727028	7.75333476279319
NUDT17	35	17	36	36	19	37	0.964789991430001	0.987594787269001	14028	-0.0202473697593259	0.458671245815267	29.5505448930425	-0.0441435340541942
NUDT18	2	2	29	9	11	6	0.621615936212351	0.828081229311453	10336	-0.483873386377853	0.980371122172992	9.87442588397114	-0.493561443655488
NUDT19	614	551	539	502	514	615	0.15493971534359	0.413080286428655	4672	-0.168175945518804	0.11824239900751	552.992228943186	-1.42229815134351
NUDT2	50	97	57	42	34	38	0.00743837757401761	0.0593479109114132	1505	-0.985178089801798	0.368077168452938	54.2334067577736	-2.67655310961718
NUDT21	568	359	385	374	495	445	0.520972143179586	0.767031392745964	9154	-0.0876590884562709	0.136573057451821	431.239105884856	-0.641847594919625
NUDT22	81	101	73	61	115	70	0.548044648316594	0.784818347007422	9420	-0.17833348251449	0.296879698157581	83.3994524807442	-0.600692750704134
NUDT3	742	530	599	465	368	375	7.99928634972788e-11	5.85763692456147e-09	163	-0.731460670100139	0.112521782456746	510.344660809761	-6.50061396229049
NUDT4	308	285	301	253	276	245	0.0215567538805285	0.125696831616018	2070	-0.319349032766596	0.138962897111775	276.846723510076	-2.29808847832043
NUDT4B	0	2	2	0	2	1	0.826795661400189	1	12563	-0.602910698511	2.75536870393879	1.21151676674853	-0.218813074870576
NUDT5	709	427	567	565	576	548	0.351570927705639	0.634179635027569	7124	-0.104054735767459	0.111701061087987	556.812569144216	-0.931546529226748
NUDT6	50	36	34	29	29	25	0.106992119552874	0.337165380770367	3919	-0.631206928320647	0.391601261292876	33.5790717932629	-1.6118613260762
NUDT7	26	17	11	14	29	30	0.51742138075913	0.764538450203141	9095	0.353682324053698	0.54637487821503	20.7985679650945	0.647325377054585
NUDT8	30	20	11	3	12	5	0.0193038612300777	0.116348818341263	1998	-1.69911937762772	0.726240283381118	13.4564924519726	-2.33961047949202
NUDT9	70	74	75	31	94	48	0.196856236497315	0.468923545433693	5268	-0.460598905390195	0.356898436677904	65.3357901338834	-1.29056016517629
NUF2	220	190	202	261	250	264	0.117415005694868	0.35282420747774	4109	0.234306791214019	0.149648288017846	228.380775946682	1.5657164830785
NUFIP1	150	86	119	163	155	200	0.0286175676561195	0.149329189744131	2317	0.458806858983036	0.209623856015933	142.708904601808	2.18871490918554
NUFIP2	1910	1490	1687	1500	1462	1401	2.32450819098317e-07	1.01260327618887e-05	274	-0.325291460441299	0.0629030302424766	1562.97547237337	-5.17131621779389
NUGGC	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUMA1	102	70	83	125	83	70	0.938172158760196	0.975556160140072	13799	0.0205112002282458	0.264430608032678	87.3140063428397	0.0775674207341045
NUMB	134	64	122	57	190	114	0.86335021467699	0.946462864788368	13092	0.0922278330242067	0.535862313750515	111.330276686381	0.172111064087903
NUMBL	140	152	116	84	121	106	0.0285437831516751	0.149037005992298	2316	-0.507230359967648	0.231640535367028	120.097965801899	-2.18973056319334
NUP107	634	534	668	789	718	800	0.0317328905950936	0.160833877767744	2388	0.222973249106914	0.103816689603781	682.455591892295	2.14775918937404
NUP133	334	307	294	323	434	270	0.895410736843288	0.959684919484309	13384	0.0204044687101208	0.155213245338253	323.419140816435	0.13146087285047
NUP153	505	459	454	484	436	512	0.426882437186004	0.69731336666924	7990	-0.0931862424607954	0.117283592377492	471.916624799883	-0.794537757343448
NUP155	924	718	938	915	1010	926	0.665335599728299	0.852800707242634	10849	0.0394858584101002	0.0912844514602218	894.842702974149	0.432558423460611
NUP160	17	0	2	6	5	1	0.638521122816287	0.83846071400745	10492	-0.653721411335454	1.39158495393838	4.79589106629915	-0.469767519033121
NUP188	299	199	244	319	248	266	0.644876554981175	0.841045297230693	10578	0.0694050298131283	0.150588699869096	258.403144201354	0.460891354221538
NUP205	388	287	372	427	414	360	0.446242761254271	0.711785915852442	8278	0.0935811709688127	0.122859300961146	369.394560973265	0.761693825674684
NUP210	195	136	194	138	161	132	0.0392071979144332	0.183399407179936	2590	-0.386501336224426	0.187439513528735	157.949616821992	-2.06200565157343
NUP210L	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUP214	420	253	508	463	502	496	0.194706387266889	0.466258872839391	5240	0.210616921982297	0.162415122701466	433.511520086833	1.29678147255678
NUP35	350	283	210	348	258	389	0.424479381903383	0.695461996647333	7963	0.143223516124837	0.179326596267406	302.760160992273	0.798674145977022
NUP37	390	332	440	377	363	431	0.491862564240425	0.744826586286222	8797	-0.0947335441395835	0.137824433443198	386.338593795872	-0.687349418190252
NUP42	453	474	626	608	655	439	0.984040461487811	0.995047427203276	14232	0.00482616792852028	0.241264375019332	538.274807036957	0.0200036492255998
NUP43	366	291	297	484	497	329	0.0132333041695365	0.090052861212992	1767	0.348025003427707	0.140478342537166	370.31314045221	2.47742817250018
NUP50	1201	834	1104	806	765	844	4.13611458442201e-07	1.68493732695089e-05	293	-0.475466009202301	0.0939176510705422	919.203196677322	-5.06258412324617
NUP54	687	527	609	822	982	688	0.0013329794546929	0.0163351568492961	974	0.34435168237912	0.107315345729125	706.446719800606	3.20878323635371
NUP58	730	557	599	723	739	651	0.502819831959273	0.752953988813387	8964	0.0607621624677936	0.0906817354342709	657.51669519152	0.670059545914139
NUP62	1052	685	806	753	956	831	0.358468255053099	0.641095879805201	7229	-0.0951846647808484	0.103654511332182	835.417727828572	-0.918287719053633
NUP62CL	17	20	13	80	63	27	0.000403618819096247	0.00633893976938527	760	1.63312016391581	0.461632495294932	35.3896213387235	3.53770625023359
NUP85	331	358	275	374	470	384	0.120135635688646	0.357501607474365	4151	0.231390726269911	0.148880485669714	361.895558700664	1.55420453680709
NUP88	445	317	383	460	535	358	0.303127813196887	0.589272569758638	6581	0.136522937338905	0.132578839854587	409.334527591632	1.02974907223991
NUP93	777	541	694	882	770	794	0.0568224411673309	0.230927020011325	3005	0.182322921004777	0.0957239436229769	731.481003720169	1.90467415052271
NUP98	513	389	439	553	636	492	0.0445984028006632	0.198703447491122	2723	0.221584638049244	0.110327695733906	495.675560898334	2.00842260481605
NUPR1	4	0	16	31	25	14	0.0379143392611643	0.179652859635275	2557	1.69343540387109	0.815806937199983	14.4413077005626	2.07577960746853
NUPR2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUS1	293	258	214	362	338	338	0.0175172996002633	0.10964157736169	1925	0.333645521162164	0.140442927281505	296.221750350215	2.37566624122981
NUSAP1	775	666	777	754	764	631	0.100431085623278	0.32436049521162	3818	-0.156534280231506	0.0952869460016391	721.716259692482	-1.64276731283647
NUTF2	277	228	265	264	172	204	0.0262359367505818	0.141260899130021	2243	-0.374283548410129	0.168391281301798	233.598413477169	-2.22270146955721
NUTM1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUTM2A	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUTM2B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUTM2D	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUTM2E	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUTM2F	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NUTM2G	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NVL	1087	778	1000	1191	1236	1007	0.0657057499975891	0.252680233031618	3177	0.158290229137927	0.0860073956691055	1033.3182630834	1.84042579020662
NWD1	0	0	3	0	1	8	0.530490512259138	1	9237	1.50280972350703	2.3958420971407	2.01403975873904	0.627257416213092
NWD2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXF1	284	230	215	240	307	202	0.675837458870575	0.858020490011571	10995	-0.0684503176806732	0.163698002314037	243.297889105237	-0.418149987862152
NXF2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXF2B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXF3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXN	215	167	232	169	214	159	0.106765663112109	0.337130940451359	3911	-0.287426331909464	0.178204391297742	191.126744489192	-1.61290263284946
NXNL1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXNL2	0	0	0	0	5	0	0.442278282300313	1	8203.5	3.04317765271567	3.96065727851049	0.780267424278647	0.768351674664499
NXPE1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXPE2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXPE3	119	137	115	90	94	78	0.00736672726556867	0.0590316451529934	1498	-0.623978664084539	0.232845675681817	105.931881525768	-2.67979494254041
NXPE4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXPH1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NXPH2	2	13	20	13	7	3	0.385395692119614	0.661692028357266	7558	-0.789302370325952	0.909337129623018	9.89730752547474	-0.867997516667082
NXPH3	5	6	0	0	5	3	0.737939332453963	1	11610	-0.570949921419811	1.70644998908954	3.18323367962544	-0.334583448135177
NXPH4	40	21	24	33	24	35	0.938310893663774	0.975581779335436	13801	0.0337714059672001	0.436362428191441	28.951850157178	0.0773930196217165
NXT1	539	398	363	561	804	728	1.38119512837445e-05	0.000377252747191703	437	0.591562732216552	0.136090623049691	554.778120819946	4.34682947994555
NXT2	42	50	44	76	93	38	0.179932843174954	0.446332129614911	5031	0.473123627699632	0.352824080687224	56.2305594625406	1.34096183791676
NYAP1	0	2	0	0	0	3	0.918500288121811	1	13617.5	0.398827105604765	3.8977263024818	0.882194444115992	0.102323014663913
NYAP2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
NYNRIN	3	26	2	9	18	13	0.85703431868201	0.943686497028456	13034	0.159763781196288	0.88683444786783	12.1444987640008	0.180150626287014
NYX	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OAF	70	46	40	53	55	95	0.378380003509342	0.656827184684046	7465	0.299847540510518	0.340393468577766	58.9990192378537	0.880885117341831
OARD1	146	112	89	160	120	151	0.328097399747865	0.613627477811111	6862	0.215071171253582	0.219919664312531	127.734021828232	0.977953344581049
OAS1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OAS2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OAS3	14	10	13	29	21	7	0.435152108722541	0.7031238080022	8128	0.505404008804257	0.647617006326304	15.2399931476034	0.780405708724714
OASL	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OAT	316	331	472	309	324	350	0.0691708109137421	0.260531018954379	3248	-0.304423111079745	0.167513727041918	350.45933909355	-1.81730247696995
OAZ1	2136	1713	1842	1948	2133	2039	0.98295729266883	0.994803153782783	14221	0.00136210175212912	0.0637643591047411	1947.29371328582	0.0213614905137162
OAZ2	90	102	69	83	78	65	0.223425052194722	0.499775379122227	5640	-0.329047990237812	0.270271720702675	81.0506473867152	-1.2174710302
OAZ3	3	3	5	2	10	7	0.559575180970127	0.791461183224018	9607	0.676802162757907	1.15995530040301	4.9392457411516	0.583472623921597
OBI1	256	292	262	448	418	341	0.00230445018128481	0.0248697263687301	1107	0.451933981950651	0.148277068147213	331.842460534382	3.04790206333161
OBP2A	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OBP2B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OBSCN	15	12	31	38	22	12	0.748934317550193	0.894285715714196	11716	0.184341066536352	0.575985071279972	21.3093272639495	0.320044868744087
OBSL1	128	188	159	149	121	101	0.034523059126003	0.169614297181313	2466	-0.493966654088289	0.233674536281274	141.935127932408	-2.11390878077405
OC90	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OCA2	0	0	0	1	0	0	0.834721501955566	1	12723	0.851390521487472	4.0804728567969	0.154865908160585	0.208649965669861
OCEL1	26	18	13	9	24	17	0.633790927578405	0.835996078193816	10443	-0.279351762451065	0.586383273436151	17.6202798880583	-0.476397904077465
OCIAD1	756	531	876	827	794	799	0.620248878355443	0.827183308609002	10295	0.0598879952343788	0.120864336850215	754.335339174509	0.495497652947841
OCIAD2	145	100	70	109	120	88	0.732089312600447	0.885363242411011	11550	-0.0865481076555832	0.252807690083341	103.56814017895	-0.342347606700776
OCLN	11	9	6	9	26	14	0.255993878101905	0.537758347241173	6050	0.811239760910788	0.714175556049395	12.2179850781844	1.13591084718486
OCM	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OCM2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OCRL	276	206	257	290	282	236	0.868663837801861	0.948534668774195	13138	0.0238259422323809	0.144088827273818	254.360598000387	0.165355931359643
OCSTAMP	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODAD1	3	0	0	6	0	0	0.743046593612675	1	11658	1.01013226385803	3.08134797380155	1.38264226459971	0.327821548376376
ODAD2	18	14	1	5	13	10	0.717024786663654	0.878325929147924	11402	-0.32177978213607	0.887820342057734	10.0420715734701	-0.362437947062881
ODAD3	0	1	5	0	9	4	0.587487650335233	1	9931	0.965959323892449	1.78063472564406	3.13781918022251	0.542480335793217
ODAD4	17	14	9	56	20	36	0.00894020118257967	0.0677955789804771	1586	1.38216756151985	0.528688533636746	24.6133697852487	2.61433239720973
ODAM	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODAPH	0	0	0	2	0	0	0.671478339457736	1	10938.5	1.71379489316667	4.04082596907469	0.30973181632117	0.424119946338374
ODC1	705	559	729	758	688	626	0.611564640334204	0.822252647156751	10208	-0.0516181139275206	0.101642212747805	670.189893255229	-0.507841304631923
ODF1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODF2	151	164	129	173	133	153	0.735366902127418	0.88668949831224	11585	-0.0686818501651571	0.203203703361834	149.816910617239	-0.337995071097986
ODF2L	290	199	406	417	428	366	0.0630047228116336	0.246081273389941	3126	0.329892513747281	0.177441876689633	345.342530892953	1.85915816436219
ODF3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODF3B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODF3L1	6	0	7	7	0	4	0.849969495191547	1	12949	-0.294273294503181	1.55570638430112	3.88337196812197	-0.189157348374179
ODF3L2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODF4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
ODR4	301	185	245	259	258	280	0.829272185213456	0.934108209744072	12591	0.0329821251153728	0.152953408232671	250.803439623385	0.215635110694629
OFD1	244	199	267	288	323	257	0.23232566244629	0.510782668439661	5748	0.180597852344779	0.151205163954121	259.522941480517	1.19438944823059
OGA	878	743	680	895	868	823	0.484932998976375	0.739323064986846	8730	0.0623483657137391	0.0892743576881076	805.065311273518	0.698390527003978
OGDH	66	93	102	71	97	52	0.20448217031663	0.478433868527391	5382	-0.384121439950107	0.302723662174265	80.4236463816157	-1.26888475513019
OGDHL	17	5	17	6	17	13	0.796966894785369	0.92126406412309	12263	-0.187345465706276	0.728192974129307	12.2510598933826	-0.257274475808123
OGFOD1	529	465	549	685	847	621	0.00140041879127474	0.0169699479113252	985	0.368137524054084	0.115238711937636	606.753799253221	3.19456472451124
OGFOD2	92	73	81	85	43	55	0.0714739913595392	0.265156323453378	3298	-0.533705219346337	0.296099202631655	71.09077120846	-1.80245409174662
OGFOD3	89	68	43	66	92	83	0.559989056836955	0.791681221701075	9616	0.173963862072777	0.29846709354386	72.3925143425262	0.582857761662134
OGFR	145	76	107	77	107	80	0.109864121392834	0.341972222504352	3967	-0.400432305017187	0.250457380341125	97.1423056863898	-1.59880417367535
OGFRL1	95	196	100	114	127	134	0.469080219509992	0.729610635157948	8511	-0.208005536002601	0.287309826620461	129.154860740937	-0.723976407104859
OGG1	100	72	68	80	96	114	0.484403382051041	0.739158437594582	8722	0.180801900335312	0.258569945667657	87.1550848676771	0.699237878820219
OGN	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OGT	334	354	255	509	550	566	2.39914963859834e-06	7.91056632218501e-05	362	0.671782107325809	0.142431786484775	421.785769041384	4.71651815865988
OIP5	156	146	165	139	101	124	0.0212315659706377	0.124225476188986	2063	-0.470949569388361	0.204419294706301	138.346679301118	-2.30384108342119
OIT3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OLA1	166	136	82	127	130	93	0.330337462547303	0.616079367650719	6883	-0.238957876328742	0.24547918490844	120.910450282141	-0.973434372522744
OLAH	9	0	0	0	0	0	0.242683789941599	1	5887.5	-3.96290211168627	3.39201010862788	1.36034044690861	-1.16830492385806
OLFM1	19	8	6	32	15	25	0.0879610011037788	0.298555561849552	3621	1.05677474348423	0.619354104016621	16.9134106057038	1.70625291191398
OLFM2	0	0	0	0	0	2	0.654414367350964	1	10682	1.80520135838832	4.03272457568452	0.333120589909396	0.447638147487894
OLFM3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OLFM4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OLFML1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OLFML2A	3	6	0	0	9	2	0.940157692060207	1	13823	0.128693196546584	1.71427123868619	3.33858944700285	0.0750716652314682
OLFML2B	0	0	0	3	0	3	0.358821267181042	1	7234	3.34615066127993	3.64657973903403	0.96427860934585	0.917613462681693
OLFML3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
OLIG1	58	80	69	46	49	41	0.0208632610707842	0.122792842278541	2048	-0.736373624122908	0.318714391931406	57.753195459821	-2.31044986597716
OLIG2	139	128	125	280	195	165	0.00344869962694316	0.0337683993004049	1221	0.590992616033313	0.202074566298825	168.661899176193	2.92462642309652
