rownames(count)	DMSO.GFP.1	DMSO.GFP.2	DMSO.GFP.3	TPG.GFP.1	TPG.GFP.2	TPG.GFP.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
NCOA5	355	172	266	291	525	400	0.00533220224636357	0.0493128812242799	1227	0.65723663221891	0.235885886316154	324.285237654199	2.7862482257121
NCOA6	289	175	293	238	412	251	0.234152715632625	0.510348157875111	5813	0.282557779413865	0.237497492244561	267.623636016189	1.18972952827183
NCOA7	125	142	85	138	230	107	0.286452079906576	0.568347013577679	6470	0.390119236387179	0.365987110361804	136.608768904181	1.06593709270668
NCOR1	1922	1359	1689	1192	2192	1776	0.655455537748401	0.837729816840905	11013	0.0694012739354296	0.155539818850546	1646.02167222372	0.446196185956184
NCOR2	554	408	793	408	482	427	0.0933412430928897	0.300800935537772	3736	-0.352006358358904	0.209773579076021	500.27458821058	-1.67802999743518
NCR1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NCR2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NCR3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NCR3LG1	532	505	487	470	781	697	0.0780934068256847	0.271323244359664	3441	0.352977985336813	0.20034425083023	571.104660748555	1.76185732245406
NCS1	1011	514	1013	356	527	381	1.70405912698328e-06	0.000114017980261466	166	-0.946463906690346	0.197769825392616	609.143056410476	-4.78568408912437
NCSTN	630	377	635	447	547	433	0.455640590739938	0.712287127564883	8691	-0.141733006521165	0.189979316761926	499.378333195668	-0.74604440597488
NDC1	1152	983	1353	827	1122	994	0.163807199452047	0.416419103827042	4880	-0.213195722921455	0.153115990561816	1053.96371191494	-1.39238052236865
NDC80	623	512	535	568	806	802	0.0293584744550617	0.149855044013038	2280	0.403556270144417	0.1852331731131	633.494724225982	2.17863929749783
NDE1	29	54	30	31	29	42	0.779745118360096	0.906735576912045	12309	-0.166883274098437	0.596755070246429	36.781428704536	-0.279651204353442
NDEL1	455	330	449	363	476	433	0.651004083188233	0.834974859390046	10974	0.0852305368654922	0.188409847424286	410.527650993486	0.452367739959785
NDFIP1	1491	1365	1477	898	1199	938	0.00141192042204449	0.019408663524317	817	-0.49680528289067	0.155630853022187	1213.27126716827	-3.19220304485413
NDFIP2	1084	728	1009	699	1225	832	0.940064709842255	0.978414223633679	14158	-0.012195092157122	0.162193516389072	903.569856433771	-0.0751885305197294
NDN	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NDNF	20	12	9	7	19	12	0.889546541126861	1	13671	-0.124290774983385	0.894963624257111	12.7301682252169	-0.138878018742444
NDOR1	79	58	97	88	73	150	0.229574228233102	0.504087210657389	5763	0.494375946667595	0.411480571888474	90.5948017398907	1.20145635162962
NDP	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NDRG1	2673	1964	2564	2464	3047	2675	0.0723974841826537	0.260539236656143	3315	0.228099175049781	0.126960841730775	2527.87506895642	1.79661045043694
NDRG2	234	192	344	184	190	176	0.11632561347949	0.343168283908818	4128	-0.421926894526145	0.26867739106869	216.215619308931	-1.57038481298293
NDRG3	1126	894	1027	821	925	828	0.211423185159867	0.483362905127992	5520	-0.202736587989541	0.162233188306141	926.783628425871	-1.24966161428676
NDRG4	332	221	266	191	251	272	0.522204097956761	0.755224077604915	9554	-0.154144951487346	0.240869721028675	251.068698230885	-0.639951550693227
NDST1	601	441	570	327	344	325	0.00116591907009488	0.0169500826067328	773	-0.640932517135989	0.1973868005498	428.073912267785	-3.2470890421788
NDST2	114	105	120	21	36	97	0.0270195951807212	0.142720398295196	2204	-1.10695193673212	0.500603569660877	81.2274797970305	-2.21123460522266
NDST3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NDST4	0	0	6	0	0	0	0.406767827146756	1	8016.5	-3.28138647162028	3.95540791447209	0.8916434131093	-0.829594960260434
NDUFA1	8206	7331	8659	4676	6788	5540	9.13759360902264e-05	0.00256939879026366	398	-0.492602152088545	0.125907288327702	6759.19240982941	-3.91241967507422
NDUFA10	1439	946	1422	1192	1231	1396	0.659343758106357	0.839542717102752	11060	0.0738442274290039	0.167515834906236	1253.91410238394	0.440819385643971
NDUFA11	5201	2727	4487	2771	2546	2630	0.00151519328154323	0.0201983002373259	842	-0.551619249169511	0.173915944360919	3317.39074501159	-3.17175777756618
NDUFA12	3986	4000	4332	3018	3852	3276	0.0713455804240026	0.258965804499803	3289	-0.263734736583739	0.14625347939185	3712.91748378893	-1.80327153706289
NDUFA13	2801	972	2460	1891	1102	1158	0.379682039735641	0.653615687437037	7690	-0.427603125131007	0.486752124396077	1689.42382033972	-0.878482298688563
NDUFA2	5031	3599	4427	2253	2759	2438	1.93774794612017e-09	2.90845492399416e-07	74	-0.766619510287574	0.127707316010917	3354.09975686672	-6.00294121146545
NDUFA3	4	0	10	7	0	0	0.772258894515368	1	12242	-0.636823955828353	2.20033446345914	3.43275360753266	-0.289421434061076
NDUFA4	4719	3911	5125	2938	3878	2948	0.000254571488389576	0.00551174565602928	519	-0.463889012344838	0.126828223539261	3851.73898278535	-3.65761657302751
NDUFA4L2	2	0	0	0	0	0	0.676569386484693	1	11282.5	-1.68978917039404	4.05080427161518	0.291886030404585	-0.417149054135925
NDUFA5	997	997	1350	906	1489	1057	0.760286296022013	0.896956756188792	12123	0.0528342923824598	0.173167657147293	1111.10891786857	0.305104851869192
NDUFA6	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NDUFA7	6584	3342	6067	3948	3770	3232	0.010203221589611	0.0770933212216393	1514	-0.453630672192787	0.176587980750194	4380.32917393008	-2.568864937838
NDUFA8	3951	3278	3833	1963	2333	2756	0.000102920793531973	0.00282793344706638	408	-0.610512964395718	0.157202807479899	2982.58260851498	-3.8836008986276
NDUFA9	2786	1527	2654	2580	2314	2110	0.580841461953039	0.790226129092651	10270	0.100305117211481	0.181660822591111	2293.68651337199	0.552156022310059
NDUFAB1	11774	11441	11101	8601	12111	9671	0.232769668405209	0.508631262438846	5797	-0.171239798578109	0.143506503494284	10680.78033452	-1.19325462197558
NDUFAF1	632	517	591	556	764	663	0.210060279909767	0.481755013206232	5498	0.213907487345318	0.170661830394816	612.096456257234	1.2533997019161
NDUFAF2	2356	1968	2393	1363	1563	1346	1.98671718530036e-05	0.000813919893199892	272	-0.614245566736099	0.143973532597244	1807.6008980446	-4.26637837979852
NDUFAF3	2924	1723	2711	2145	1990	1682	0.143299959923829	0.387919243205939	4555	-0.256516403888962	0.175262558234455	2158.2042261358	-1.4636121170034
NDUFAF4	2237	1944	1987	1880	2693	2117	0.373261496104763	0.64698913901825	7584	0.129382558997214	0.145311502594234	2115.69366280657	0.890380711006065
NDUFAF5	163	214	253	140	273	116	0.379160600226518	0.653295022144725	7684	-0.284577364081147	0.323587827974778	189.462250011121	-0.879443970010293
NDUFAF6	288	232	197	111	228	219	0.212598727773513	0.485072734055137	5533	-0.367849048407748	0.295117044978334	208.719567952335	-1.24645138146715
NDUFAF7	197	173	165	274	310	294	0.00290533424999545	0.0318869046587939	1027	0.744417387156402	0.250007484328347	234.920457029022	2.9775804078678
NDUFAF8	9692	8766	10400	4925	6808	6132	2.03406373507338e-07	1.94761602633276e-05	116	-0.670899076401182	0.129113472258563	7674.71417542159	-5.19619730354426
NDUFB1	4748	4717	4421	2243	4180	3151	0.000930554757251746	0.0144151627458789	726	-0.554999499382594	0.167636978782199	3854.27556644901	-3.31072239200679
NDUFB10	6474	4331	5725	3625	3587	3775	0.000434824940542771	0.00819972947660788	594	-0.522653355273387	0.148565803210911	4516.02750810725	-3.51799232378803
NDUFB11	5050	2914	5071	3595	2799	3065	0.0571992840460371	0.226170326770856	2991	-0.360333863450776	0.189471410589179	3689.89876542566	-1.90178487788888
NDUFB2	5839	5017	6148	4182	4749	4275	0.0150179217816754	0.0980897095447482	1753	-0.325650903334969	0.13390545049291	4979.86160753216	-2.43194658720939
NDUFB3	3438	1297	3233	1826	2503	1638	0.112452499827393	0.336207245109786	4065	-0.333726013249612	0.21025215341962	2227.50137556312	-1.5872656133208
NDUFB4	1353	1215	1267	709	1115	781	0.00073534727873557	0.0121752897351138	679	-0.554856487646912	0.164350822509331	1056.46378121295	-3.37604935086594
NDUFB5	1903	1570	1785	1269	2163	1742	0.920436887760935	0.9709134356193	13970	-0.0148914785452694	0.149088608576145	1704.84926184904	-0.0998834095206123
NDUFB6	2551	2228	2282	1498	2586	1591	0.0469319095756324	0.201382422831218	2740	-0.321381477391868	0.161749049344046	2082.67783414889	-1.98691416546307
NDUFB7	5627	4841	5666	3536	4031	3583	0.000248565993173195	0.00544614465180079	512	-0.496616064801916	0.135549200399146	4497.41700263712	-3.66373289801454
NDUFB8	4090	3217	4586	2421	2989	2822	0.000204512664323683	0.00483302587796413	475	-0.486181607893257	0.130927114160677	3294.62014235187	-3.71337603375726
NDUFB9	6203	4840	5967	3399	4668	4086	0.000138541656803767	0.00353743030372285	439	-0.454753464539862	0.119334140917453	4774.5034008781	-3.8107574332347
NDUFC1	5349	3922	5253	3103	4290	3495	0.00102276340103148	0.0154345558359465	745	-0.380427068358017	0.115835927312499	4148.33742942828	-3.2841889143056
NDUFC2	6182	4988	5792	3990	5865	4437	0.0636525203176302	0.241375398828241	3135	-0.228354186235647	0.123128143941134	5117.3825920961	-1.85460593270066
NDUFC2-KCTD14	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NDUFS1	1	0	17	0	0	4	0.388178815771177	1	7808	-1.97482499198093	2.28852502349969	3.35817711395821	-0.862924797283171
NDUFS2	2116	1831	2386	1845	2252	2115	0.948899746877205	0.981664421530981	14235	0.00902763722890363	0.140862013289549	2066.00510327826	0.0640885148386092
NDUFS3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NDUFS4	2204	1895	1945	1361	2320	1881	0.449552661931319	0.708317065568056	8594	-0.118128147987479	0.156220891121238	1901.24875430259	-0.756161017515923
NDUFS5	11546	7960	10958	6682	6477	6161	5.08963349176981e-05	0.00165280585914673	345	-0.589387621276222	0.145474920212743	8167.79941277105	-4.05147238035462
NDUFS6	13613	8893	15126	8323	8503	8166	0.00046490654779022	0.00869667869408894	599	-0.515588893724447	0.147302631028745	10221.6579474697	-3.50020152473607
NDUFS7	1409	384	1152	1121	569	478	0.67977358505047	0.850728545288803	11347	-0.257651632111182	0.624198254021255	833.31453054465	-0.412772112788397
NDUFS8	2923	1740	2745	2271	1525	1635	0.11230319112248	0.335970695879684	4062	-0.339577925848672	0.213850039073229	2118.08016298899	-1.58792547955715
NDUFV1	1353	438	1101	901	591	668	0.334799364401178	0.611815817769641	7092	-0.271332346691993	0.281321538293226	821.185228584582	-0.964491906087824
NDUFV2	1434	1222	1460	651	1398	1079	0.0275191925805186	0.144177203769726	2224	-0.402370249403239	0.182557566172657	1177.67624922487	-2.20407325666628
NDUFV3	3752	2115	3471	2818	2740	2700	0.566773051511897	0.781100886703409	10070	-0.0935904443884019	0.163388161832623	2880.70862683147	-0.572810437051599
NEB	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEBL	111	121	96	88	114	108	0.818358033197183	0.925611270338199	12800	-0.0801181114987548	0.348859328754452	106.243203768035	-0.229657357264328
NECAB1	0	0	0	0	2	0	0.679652816695385	1	11333	1.6759637113969	4.05864323137141	0.279162636009958	0.412936938739155
NECAB2	12	4	35	0	4	17	0.348282840814838	1	7286	-1.16222446709527	1.23914406062377	11.2264019454507	-0.937925221148397
NECAB3	233	116	206	230	158	131	0.957769462081765	0.984987997714492	14326	0.0176546312674554	0.333402749247107	177.127719406929	0.0529528664875236
NECAP1	208	192	239	282	281	192	0.29082491747035	0.57232323854415	6538	0.284279408023595	0.269124036900742	231.343614184075	1.05631370314366
NECAP2	830	389	655	457	731	542	0.75628820459577	0.894750619083938	12091	-0.0626693752460915	0.201925633874661	580.261289210498	-0.310358690194784
NECTIN1	84	67	73	12	43	81	0.203718912522497	0.474361836768841	5402	-0.71248562439075	0.560558837985559	58.7421039038901	-1.2710273678873
NECTIN2	601	403	519	334	350	367	0.0190675389410239	0.114663321612318	1917	-0.475676586357975	0.202915698709468	422.293748456593	-2.34420791187301
NECTIN3	12	8	4	8	43	26	0.0683142326278574	1	3236	1.61936497697149	0.888331630472699	15.964544609172	1.82292842157359
NECTIN4	4	22	27	34	25	12	0.602850386718184	1	10460	0.438880855325906	0.843505442108906	21.1653963182862	0.520305896579196
NEDD1	950	596	721	634	903	761	0.734375989669593	0.8840049980774	11855	0.0576354181327585	0.169860506377755	745.026208771135	0.339310292673814
NEDD4	93	78	173	151	191	155	0.0753123727836629	0.265132971317954	3392	0.587499793057078	0.330323796069041	137.52824644097	1.77855728242565
NEDD4L	433	366	455	463	669	617	0.00626200557903262	0.0555084564775062	1285	0.505082772517735	0.184759100131825	493.373249971463	2.7337369155693
NEDD8	8	4	16	4	0	1	0.149239782129164	1	4654	-2.25114282113129	1.56088519301686	5.29592801029983	-1.44222190792925
NEDD8-MDP1	0	14	0	0	2	2	0.349815751958144	1	7309.5	-2.13602904549767	2.28465320277569	3.42346601368757	-0.934946731916488
NEDD9	37	17	31	73	66	59	0.00822384244528705	0.0676609022517061	1386	1.31266051833265	0.496704579902247	46.951104007943	2.64273890647633
NEFH	10	4	0	0	0	12	0.947032397852731	1	14221	-0.137143952797323	2.06436766732304	4.31754853120578	-0.0664338794722376
NEFL	535	464	522	423	509	366	0.311059325455531	0.589861298856544	6809	-0.200652497458731	0.198077148070579	464.663572501482	-1.01300174913279
NEFM	0	0	0	0	0	4	0.46099053251372	1	8762	2.92799697359373	3.97169064094497	0.685911094946238	0.737216777008866
NEGR1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEIL1	97	68	66	76	89	107	0.465567770812094	0.719101825950484	8824	0.278243202248081	0.381306808959215	83.1392555088073	0.729709503503364
NEIL2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEIL3	124	113	128	122	260	197	0.0282177909856439	0.14637803425325	2244	0.656753907910536	0.299307445547604	153.555363249469	2.19424514050748
NEK1	541	504	522	423	860	673	0.138053495521117	0.379603119799871	4472	0.307295639481305	0.207201164783536	575.179800693009	1.48307872594412
NEK10	171	138	133	42	130	99	0.0482489542884244	0.204542418046385	2773	-0.732888086386702	0.371050794361634	115.633629768202	-1.97516916153645
NEK11	29	18	47	5	20	27	0.273824299668901	1	6305	-0.817110735402127	0.746698551129713	23.2136532511446	-1.09429800575598
NEK2	561	333	559	441	665	514	0.275752325859175	0.557868697415926	6328	0.20310765193655	0.186352501690629	498.401966528325	1.08991105616461
NEK3	453	218	378	317	525	423	0.148696247219539	0.395775034236142	4645	0.321118502225311	0.222357841107783	373.442315042973	1.44415191578361
NEK4	296	243	396	247	311	251	0.472158104978937	0.72415393900519	8890	-0.164424343504105	0.228693632926525	285.212927684025	-0.718972108667892
NEK5	11	28	9	18	14	33	0.635958621508904	1	10833	0.393038874034991	0.830322595338194	19.6630625680663	0.473356832924562
NEK6	408	415	478	312	320	316	0.0587462892156517	0.22952186863838	3032	-0.4209803976143	0.222730666488516	373.218770260921	-1.89008727110331
NEK7	590	495	745	428	639	571	0.483794240133273	0.731188273936627	9038	-0.129232274258505	0.184561352447571	566.304857861366	-0.700213086568146
NEK8	188	166	163	277	310	281	0.00185383943643827	0.0231354995736178	899	0.778391667440297	0.250069554710452	230.26397438672	3.11270065778928
NEK9	298	234	230	198	358	327	0.378659278312899	0.653295022144725	7672	0.218901245459075	0.248647066403754	269.087414565554	0.880369306684772
NELFA	527	286	468	594	655	493	0.0127265164251212	0.0884564567796126	1651	0.514790881872628	0.206632796149014	495.30457519306	2.49133192536089
NELFB	1018	558	1058	661	487	620	0.0435531580254655	0.191430520850354	2672	-0.465351945009628	0.230558751899047	720.440054844422	-2.01836599641807
NELFCD	2137	1355	1817	1396	1317	1275	0.0442339921537931	0.19319974473149	2690	-0.340598435971884	0.169294734392621	1527.2958115156	-2.01186668441786
NELFE	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NELL1	0	0	1	0	0	0	0.820182798196616	1	12880.5	-0.927531757915591	4.0804728567969	0.148607235518217	-0.227309870808377
NELL2	293	318	310	344	299	194	0.718767277809051	0.874504124726162	11721	-0.102907556425907	0.285769555734818	294.438915352261	-0.36010678660746
NEMF	1096	1011	836	784	1590	1324	0.13779573829895	0.379484947181146	4468	0.308347029307081	0.207774059795097	1088.10322365817	1.4840496913386
NEMP1	358	274	400	386	611	495	0.00372274204098112	0.038179589888437	1102	0.559574302523331	0.192906959695401	411.83726276077	2.90074709283116
NEMP2	30	29	34	23	29	47	0.833744013991646	0.933069084078939	13078	0.123990625840555	0.590706684099793	31.8191721862245	0.209902188646316
NENF	2873	2286	3561	1557	1843	1859	5.958210565919e-06	0.000315132594074582	210	-0.67781210491574	0.149697888264198	2285.08022469508	-4.52786684418344
NEO1	987	521	820	533	790	652	0.302304267455712	0.582383197041639	6694	-0.185049011511274	0.179397180927133	696.002397238313	-1.03150456743485
NEPRO	505	423	618	516	762	580	0.102756437839148	0.31800383256601	3908	0.292513699891506	0.179276450711341	556.46516858921	1.63163482281615
NES	9	1	1	8	3	3	0.729425204166552	1	11806	0.555719730642698	1.60663605717988	4.15297842576815	0.345890239522043
NET1	908	615	831	708	1263	907	0.0597381391893771	0.231349899573365	3065	0.309981994372821	0.164645709653944	848.73815385283	1.88272135984805
NETO1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NETO2	1162	1091	1226	518	773	645	4.65200855264053e-07	3.88495180407356e-05	133	-0.834610850826341	0.165592918814007	889.438091944749	-5.04013611695419
NEU1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEU3	325	174	252	412	262	344	0.0554854429695106	0.222169566555155	2952	0.550060153053378	0.287229373306501	295.472855365847	1.91505536749687
NEU4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEURL1	40	4	9	30	6	3	0.874935546710897	1	13533	-0.170242389934599	1.08164252560523	15.1685314436593	-0.15739247108405
NEURL1B	22	14	56	14	48	22	0.866819507162568	0.947148476739267	13441	-0.117009545875084	0.69773245664018	27.532332023201	-0.167699731840661
NEURL2	12	6	26	16	32	35	0.196618650704264	1	5309	0.98559792070821	0.763292584967292	20.3992272135936	1.2912452447713
NEURL3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEURL4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEUROD1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEUROD2	0	7	0	0	0	4	0.726928057210977	1	11781	-1.01458157445393	2.90532239500085	2.08658501004848	-0.349214798398866
NEUROD4	0	11	0	0	0	0	0.144110331970414	1	4569	-4.5663402271608	3.12622923528699	2.20105900944638	-1.46065431658648
NEUROD6	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEUROG1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEUROG2	14	6	19	11	14	11	0.973926276570295	1	14490	-0.0295998973807826	0.905628109481113	12.0494257362169	-0.0326843845402967
NEUROG3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NEXMIF	0	2	2	0	0	0	0.463216191751699	1	8799	-2.91185387325221	3.96947619120958	0.697407018208503	-0.733561239062352
NEXN	51	29	92	36	103	97	0.314794546375372	0.592887355195117	6859	0.496126060821069	0.493553422793592	64.9372184547309	1.00521248138229
NF1	541	428	544	262	749	636	0.663252556731536	0.841991937463725	11098	0.110695691651907	0.254223339376856	510.056727749615	0.435426943581342
NF2	1025	570	779	509	591	444	0.00358790483997147	0.0371396636137587	1092	-0.559689998716716	0.192182161304474	637.143161831417	-2.91228902265283
NFAM1	0	6	0	0	0	0	0.343246304236871	1	7202	-3.69056273236105	3.89394136327395	1.20057764151621	-0.947770494740604
NFASC	0	27	21	8	14	4	0.395059932675609	1	7873	-1.01000877039797	1.1875791462389	12.7210113843401	-0.850477017550112
NFAT5	388	383	453	354	660	503	0.144833164867663	0.390138010143248	4582	0.305264736028002	0.209368403022913	447.883095273844	1.45802676822536
NFATC1	180	94	240	157	209	170	0.656530414627361	0.838266848518922	11027	0.134259011804168	0.301903397678898	169.636352129269	0.444708515493305
NFATC2	58	59	37	98	28	18	0.98485910231188	0.994891318724697	14600	0.0123487963781843	0.650709277579832	51.844448250459	0.0189774401620843
NFATC2IP	3276	2746	2994	2521	3478	3034	0.859376976889835	0.943564658196461	13363	0.0238185555412285	0.134441033899718	2969.07314801749	0.177167304135694
NFATC3	1794	1482	2084	1815	2543	2170	0.0201500115658854	0.118856175497763	1959	0.315942870728763	0.135974629638797	1948.50686947773	2.32354279300509
NFATC4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NFE2	0	0	0	0	0	6	0.373749939337666	1	7598	3.51355718318366	3.9501644485355	1.02886664241936	0.889471116699026
NFE2L1	598	470	543	524	618	748	0.168856993419563	0.42336221803862	4954	0.272729014149766	0.198220677139428	578.563017897344	1.37588579600063
NFE2L2	673	547	699	772	1383	825	0.00030863411170172	0.00632472154736348	548	0.639620562553462	0.177281220560076	796.368308339185	3.60794313426284
NFE2L3	161	147	133	116	225	143	0.698034364801473	0.861930815992213	11534	0.117424656398924	0.302660189471056	151.188210501058	0.387975229263359
NFIA	2005	1159	1795	1208	1777	1546	0.585333717646751	0.793275192678725	10314	-0.0810955043586525	0.148632599728024	1539.617140811	-0.545610481866331
NFIB	1306	982	1414	1110	1579	1337	0.264758965499205	0.545204390153602	6205	0.156738941847681	0.140546137088409	1263.00989166992	1.11521344588138
NFIC	966	604	703	444	711	593	0.0569647790398729	0.225644722109796	2986	-0.349582816199176	0.183644836507949	653.686008434341	-1.9035809710013
NFIL3	111	100	97	239	387	299	1.33235520757943e-09	2.05534295702566e-07	72	1.5904560827934	0.262302340992003	202.447642131965	6.06344600958743
NFILZ	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NFIX	305	104	263	141	188	131	0.147742581900105	0.394402507511451	4628	-0.45943499345311	0.317387712743072	180.564096319267	-1.44755129139176
NFKB1	377	282	355	290	549	416	0.129138585999979	0.366183884274129	4324	0.318321812002436	0.209766211519808	368.631512743061	1.51750756089895
NFKB2	29	31	25	11	33	33	0.786116929643642	0.90952091016166	12381	-0.179011287698711	0.659690670936788	26.5571772813104	-0.271356403213202
NFKBIA	1140	942	1062	937	1713	1355	0.0323491511480785	0.158674880868797	2378	0.35251575215675	0.16472163799046	1166.57692267803	2.14006949212808
NFKBIB	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NFKBID	23	16	23	22	34	15	0.750269118897853	1	12032	0.218748438881092	0.687273238746992	21.5775564498672	0.318284528697647
NFKBIE	117	141	90	95	155	101	0.949763685618458	0.981704410541972	14250	-0.0227869140968793	0.361676727862688	116.114542731449	-0.0630035397398598
NFKBIL1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NFKBIZ	40	40	60	33	80	29	0.992234632115904	0.996811691290823	14680	-0.00509346928697379	0.523341122685753	45.3225098929366	-0.0097325989993571
NFRKB	233	226	310	221	280	260	0.944936548552786	0.980238184811413	14202	0.0165763544736732	0.240005109465619	251.990703786215	0.0690666732495032
NFS1	701	395	639	613	598	489	0.808042925038071	0.920568723661092	12691	0.0502792484455192	0.206951744004494	562.978269659991	0.242951557076162
NFU1	1230	1111	1301	870	1119	942	0.0615218344381962	0.235223068882976	3108	-0.288472439244714	0.154285917782353	1082.26858214679	-1.86972630678876
NFX1	697	509	566	761	1097	1025	1.91482191728839e-05	0.000790629257818668	270	0.730430523637518	0.17087699676116	764.736103337885	4.27459832208113
NFXL1	225	97	188	250	389	334	0.000148474044349282	0.00371419191573757	448	0.994273813507334	0.26209187385132	240.430714637067	3.79360793944863
NFYA	314	169	337	300	395	327	0.0968940459041945	0.30801435828789	3792	0.383294073322789	0.230885934134866	299.34126192622	1.66010144688545
NFYB	511	312	583	409	626	472	0.454873572443789	0.711657927750888	8685	0.147489817968744	0.197359696027982	471.593187757736	0.747314780763707
NFYC	807	573	800	735	723	751	0.642333754587981	0.82909947846702	10898	0.083875719270338	0.180596042828838	724.119532553216	0.464438300842684
NGB	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NGDN	913	882	954	1189	1638	1189	0.000653274666960527	0.0111458091028119	659	0.55799775961999	0.16370899897741	1115.52332198083	3.40847334664228
NGEF	44	52	68	63	64	53	0.705817182306969	0.86670097008618	11608	0.169821365810072	0.44988217073989	57.2194999948416	0.37747965324071
NGF	0	0	0	0	0	2	0.63314309398456	1	10784.5	1.92622085746369	4.03559638262744	0.342955547473119	0.477307608301896
NGFR	5	2	12	4	5	1	0.576969489399238	1	10230	-0.831339096011314	1.4903443132952	4.56138406547291	-0.557816800181696
NGLY1	520	364	531	335	515	456	0.66992045585649	0.844778213351276	11184	-0.0803088696651626	0.188404731691433	442.939037028023	-0.426257180189568
NGRN	3274	2965	3511	2575	2907	2764	0.153280345879576	0.402059512448346	4713	-0.205847756436385	0.144147052297043	2973.94622608181	-1.42803999912669
NHEJ1	239	143	229	263	339	218	0.0554600361053347	0.222169566555155	2951	0.476344677340269	0.248710884219126	233.431871507419	1.91525464933246
NHLH1	8	0	16	0	0	0	0.0260095669906509	1	2179	-5.2720350597819	2.36831621427533	3.54525988990981	-2.22606889570068
NHLH2	0	5	0	0	9	0	0.894667704496895	1	13710	0.372750759045162	2.81533240858972	2.25671322997499	0.132400265740514
NHLRC1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
NHLRC2	296	147	279	207	346	241	0.4597910973058	0.714851584235095	8738	0.185712743810846	0.251237871793339	243.999154733849	0.739190881077068
NHLRC3	49	10	65	58	65	53	0.263135945802952	0.543546764001002	6182	0.6343179681654	0.566856475841942	48.2654246263033	1.11900982911637
NHLRC4	3	3	0	0	4	6	0.769165539761482	1	12210	0.634212578456583	2.16110664295627	2.62530978080426	0.29346658135714
NHP2	3915	1373	3496	2066	1691	1300	0.104280542764168	0.320761934712626	3935	-0.665526924907742	0.409694570737237	2226.836010944	-1.62444653271861
NHS	20	2	6	0	15	26	0.619095069336545	1	10638	0.630780085701327	1.26883496733308	10.7628381515525	0.497133277330103
NHSL1	116	85	118	125	190	189	0.0200174514378819	0.118451136341528	1950	0.694138429695328	0.298423164414105	134.740640601251	2.32602060586728
NHSL2	13	4	25	20	7	6	0.887928142630693	1	13654	-0.142690911689711	1.0125213171911	12.3127873099302	-0.140926328430851
NIBAN1	306	216	292	244	403	262	0.415556298468801	0.683688906398011	8151	0.180943577667513	0.222247153149445	279.958238783658	0.814154760154981
NIBAN2	380	159	358	326	268	231	0.985584081591595	0.995261605076629	14606	-0.00521674920301741	0.288718141590022	280.966830614262	-0.0180686574604833
NIBAN3	2	4	0	0	0	0	0.327752865040479	1	7010.5	-3.55737797468154	3.63498430083312	1.09227112474872	-0.978650161946009
NICN1	27	50	28	15	58	25	0.728743348186301	0.880988208488322	11798	-0.224591331551931	0.647614931233222	33.4094581681365	-0.346797642735402
NID1	724	613	760	423	666	407	0.0102739956292738	0.0774699724740964	1517	-0.475721590846159	0.18536038558494	586.374524842351	-2.56646850051013
NID2	101	86	82	42	115	76	0.556753873517366	0.776477307026291	9951	-0.236095249389828	0.401748062568814	81.3959349001234	-0.587669914025753
NIF3L1	579	497	630	458	712	664	0.494232827362544	0.737729339271036	9148	0.124985784613105	0.182836811434939	579.987753720902	0.683592016466442
NIFK	1096	841	975	1495	1905	1573	2.55511859597965e-08	3.08475024408109e-06	92	0.805555547655218	0.144637676582044	1299.84197731553	5.56947239952571
NIM1K	0	0	4	0	0	0	0.497483191392284	1	9195.5	-2.69977667105216	3.97930050486378	0.594428942072867	-0.678455087207488
