ID	length
KRT6A|ENSG00000205420.11|chr12	1695
KRT5|ENSG00000186081.12|chr12	1773
KRT71|ENSG00000139648.7|chr12	1572
KRT74|ENSG00000170484.10|chr12	1590
KRT72|ENSG00000170486.11|chr12	1536
KRT73|ENSG00000186049.8|chr12	1623
KRT2|ENSG00000172867.4|chr12	1920
KRT1|ENSG00000167768.4|chr12	1935
KRT77|ENSG00000189182.10|chr12	1737
KRT76|ENSG00000185069.2|chr12	1917
KRT3|ENSG00000186442.7|chr12	1887
KRT4|ENSG00000170477.13|chr12	1563
KRT79|ENSG00000185640.6|chr12	1608
KRT78|ENSG00000170423.13|chr12	1563
KRT8|ENSG00000170421.13|chr12	1452
KRT18|ENSG00000111057.11|chr12	1293
EIF4B|ENSG00000063046.18|chr12	1836
TNS2|ENSG00000111077.18|chr12	4230
SPRYD3|ENSG00000167778.9|chr12	1329
IGFBP6|ENSG00000167779.9|chr12	723
SOAT2|ENSG00000167780.12|chr12	1569
CSAD|ENSG00000139631.20|chr12	1482
ZNF740|ENSG00000139651.11|chr12	582
ITGB7|ENSG00000139626.16|chr12	2397
RARG|ENSG00000172819.17|chr12	1365
ENSG00000283536|ENSG00000283536.3|chr12	519
MFSD5|ENSG00000182544.9|chr12	1353
ESPL1|ENSG00000135476.12|chr12	6363
PFDN5|ENSG00000123349.15|chr12	465
MYG1|ENSG00000139637.14|chr12	1131
AAAS|ENSG00000094914.14|chr12	1641
SP7|ENSG00000170374.6|chr12	1296
SP1|ENSG00000185591.10|chr12	2358
AMHR2|ENSG00000135409.11|chr12	1722
PRR13|ENSG00000205352.11|chr12	447
PCBP2|ENSG00000197111.16|chr12	1089
MAP3K12|ENSG00000139625.13|chr12	2679
TARBP2|ENSG00000139546.11|chr12	1101
NPFF|ENSG00000139574.9|chr12	342
ATF7-NPFF|ENSG00000267281.3|chr12	1392
ATF7|ENSG00000170653.19|chr12	1452
ATP5MC2|ENSG00000135390.21|chr12	426
CALCOCO1|ENSG00000012822.16|chr12	2076
HOXC13|ENSG00000123364.5|chr12	993
HOXC12|ENSG00000123407.4|chr12	849
HOXC11|ENSG00000123388.4|chr12	915
HOXC10|ENSG00000180818.5|chr12	1029
ENSG00000273049|ENSG00000273049.1|chr12	381
HOXC6|ENSG00000197757.8|chr12	708
HOXC9|ENSG00000180806.5|chr12	783
HOXC8|ENSG00000037965.6|chr12	729
HOXC4|ENSG00000198353.8|chr12	795
HOXC5|ENSG00000172789.4|chr12	669
SMUG1|ENSG00000123415.16|chr12	813
CBX5|ENSG00000094916.16|chr12	576
HNRNPA1|ENSG00000135486.19|chr12	1119
NFE2|ENSG00000123405.14|chr12	1122
COPZ1|ENSG00000111481.10|chr12	534
GPR84|ENSG00000139572.4|chr12	1191
ZNF385A|ENSG00000161642.18|chr12	1101
ITGA5|ENSG00000161638.11|chr12	3150
GTSF1|ENSG00000170627.11|chr12	504
NCKAP1L|ENSG00000123338.13|chr12	3384
PDE1B|ENSG00000123360.12|chr12	1611
PPP1R1A|ENSG00000135447.17|chr12	516
LACRT|ENSG00000135413.9|chr12	417
DCD|ENSG00000161634.12|chr12	333
MUCL1|ENSG00000172551.12|chr12	273
TESPA1|ENSG00000135426.16|chr12	1566
NEUROD4|ENSG00000123307.4|chr12	996
OR9K2|ENSG00000170605.7|chr12	942
OR10A7|ENSG00000179919.3|chr12	951
OR6C74|ENSG00000197706.5|chr12	939
OR6C6|ENSG00000188324.4|chr12	945
OR6C1|ENSG00000205330.4|chr12	939
OR6C3|ENSG00000205329.3|chr12	936
OR6C75|ENSG00000187857.5|chr12	939
OR6C65|ENSG00000205328.3|chr12	939
OR6C76|ENSG00000185821.3|chr12	939
OR6C2|ENSG00000179695.3|chr12	939
OR6C70|ENSG00000184954.4|chr12	939
OR6C68|ENSG00000205327.3|chr12	939
OR6C4|ENSG00000179626.4|chr12	930
OR2AP1|ENSG00000179615.3|chr12	930
OR10P1|ENSG00000175398.3|chr12	942
METTL7B|ENSG00000170439.8|chr12	735
ITGA7|ENSG00000135424.19|chr12	3414
ENSG00000258311|ENSG00000258311.5|chr12	369
BLOC1S1|ENSG00000135441.8|chr12	462
RDH5|ENSG00000135437.10|chr12	957
CD63|ENSG00000135404.12|chr12	717
GDF11|ENSG00000135414.10|chr12	1224
SARNP|ENSG00000205323.9|chr12	633
ENSG00000257390|ENSG00000257390.5|chr12	1570
ORMDL2|ENSG00000123353.10|chr12	462
DNAJC14|ENSG00000135392.19|chr12	2109
MMP19|ENSG00000123342.16|chr12	1527
PYM1|ENSG00000170473.17|chr12	615
DGKA|ENSG00000065357.20|chr12	2208
PMEL|ENSG00000185664.15|chr12	1986
CDK2|ENSG00000123374.11|chr12	897
RAB5B|ENSG00000111540.16|chr12	648
SUOX|ENSG00000139531.13|chr12	1638
IKZF4|ENSG00000123411.15|chr12	1758
RPS26|ENSG00000197728.11|chr12	348
ERBB3|ENSG00000065361.17|chr12	4029
ENSG00000257411|ENSG00000257411.2|chr12	489
PA2G4|ENSG00000170515.14|chr12	1185
RPL41|ENSG00000229117.9|chr12	78
ESYT1|ENSG00000139641.13|chr12	3315
ZC3H10|ENSG00000135482.7|chr12	1305
MYL6B|ENSG00000196465.11|chr12	627
MYL6|ENSG00000092841.19|chr12	456
SMARCC2|ENSG00000139613.12|chr12	3738
RNF41|ENSG00000181852.18|chr12	954
NABP2|ENSG00000139579.13|chr12	636
SLC39A5|ENSG00000139540.12|chr12	1623
ANKRD52|ENSG00000139645.11|chr12	3231
COQ10A|ENSG00000135469.14|chr12	744
CS|ENSG00000062485.19|chr12	1401
ENSG00000144785|ENSG00000144785.8|chr12	789
CNPY2|ENSG00000257727.6|chr12	549
PAN2|ENSG00000135473.16|chr12	3597
IL23A|ENSG00000110944.9|chr12	570
STAT2|ENSG00000170581.15|chr12	2556
APOF|ENSG00000175336.10|chr12	981
TIMELESS|ENSG00000111602.12|chr12	3627
MIP|ENSG00000135517.9|chr12	792
ENSG00000285528|ENSG00000285528.1|chr12	198
SPRYD4|ENSG00000176422.14|chr12	624
GLS2|ENSG00000135423.13|chr12	1809
RBMS2|ENSG00000076067.13|chr12	1224
BAZ2A|ENSG00000076108.12|chr12	5712
ATP5F1B|ENSG00000110955.9|chr12	1590
PTGES3|ENSG00000110958.16|chr12	483
NACA|ENSG00000196531.14|chr12	6237
ENSG00000285625|ENSG00000285625.1|chr12	588
PRIM1|ENSG00000198056.15|chr12	1263
HSD17B6|ENSG00000025423.11|chr12	954
SDR9C7|ENSG00000170426.2|chr12	942
RDH16|ENSG00000139547.8|chr12	954
GPR182|ENSG00000166856.3|chr12	1215
ZBTB39|ENSG00000166860.3|chr12	2139
TAC3|ENSG00000166863.13|chr12	366
MYO1A|ENSG00000166866.13|chr12	3132
NEMP1|ENSG00000166881.10|chr12	1335
NAB2|ENSG00000166886.13|chr12	1578
STAT6|ENSG00000166888.12|chr12	2544
LRP1|ENSG00000123384.14|chr12	13635
NXPH4|ENSG00000182379.10|chr12	927
SHMT2|ENSG00000182199.11|chr12	1515
NDUFA4L2|ENSG00000185633.11|chr12	264
STAC3|ENSG00000185482.8|chr12	1095
ENSG00000258830|ENSG00000258830.1|chr12	195
R3HDM2|ENSG00000179912.21|chr12	2973
INHBC|ENSG00000175189.4|chr12	1059
INHBE|ENSG00000139269.3|chr12	1053
GLI1|ENSG00000111087.10|chr12	3321
ARHGAP9|ENSG00000123329.20|chr12	2196
MARS1|ENSG00000166986.15|chr12	2703
DDIT3|ENSG00000175197.13|chr12	510
ENSG00000285133|ENSG00000285133.1|chr12	105
MBD6|ENSG00000166987.15|chr12	3012
DCTN2|ENSG00000175203.17|chr12	1206
KIF5A|ENSG00000155980.13|chr12	3099
PIP4K2C|ENSG00000166908.18|chr12	1266
DTX3|ENSG00000178498.16|chr12	1044
ARHGEF25|ENSG00000240771.8|chr12	1743
ENSG00000287908|ENSG00000287908.1|chr12	740
B4GALNT1|ENSG00000135454.14|chr12	1602
OS9|ENSG00000135506.17|chr12	2004
AGAP2|ENSG00000135439.12|chr12	3579
TSPAN31|ENSG00000135452.10|chr12	633
CDK4|ENSG00000135446.17|chr12	912
MARCHF9|ENSG00000139266.6|chr12	1041
CYP27B1|ENSG00000111012.10|chr12	1527
METTL1|ENSG00000037897.17|chr12	831
EEF1AKMT3|ENSG00000123427.17|chr12	681
ENSG00000257921|ENSG00000257921.6|chr12	373
TSFM|ENSG00000123297.20|chr12	978
AVIL|ENSG00000135407.11|chr12	2460
CTDSP2|ENSG00000175215.11|chr12	816
ATP23|ENSG00000166896.9|chr12	741
LRIG3|ENSG00000139263.12|chr12	3360
SLC16A7|ENSG00000118596.12|chr12	1437
TAFA2|ENSG00000198673.11|chr12	396
USP15|ENSG00000135655.16|chr12	2946
MON2|ENSG00000061987.16|chr12	5154
PPM1H|ENSG00000111110.12|chr12	1545
AVPR1A|ENSG00000166148.4|chr12	1257
DPY19L2|ENSG00000177990.12|chr12	2277
RXYLT1|ENSG00000118600.13|chr12	1332
SRGAP1|ENSG00000196935.10|chr12	3258
KICS2|ENSG00000174206.13|chr12	1338
C12orf56|ENSG00000185306.13|chr12	1869
XPOT|ENSG00000184575.12|chr12	2889
TBK1|ENSG00000183735.11|chr12	2190
RASSF3|ENSG00000153179.13|chr12	717
GNS|ENSG00000135677.11|chr12	1659
TBC1D30|ENSG00000111490.15|chr12	2286
ENSG00000288591|ENSG00000288591.1|chr12	1944
WIF1|ENSG00000156076.10|chr12	1140
LEMD3|ENSG00000174106.3|chr12	2736
MSRB3|ENSG00000174099.12|chr12	558
HMGA2|ENSG00000149948.14|chr12	330
LLPH|ENSG00000139233.7|chr12	390
ENSG00000228144|ENSG00000228144.2|chr12	507
TMBIM4|ENSG00000155957.19|chr12	717
IRAK3|ENSG00000090376.11|chr12	1791
HELB|ENSG00000127311.10|chr12	3264
GRIP1|ENSG00000155974.14|chr12	3387
CAND1|ENSG00000111530.13|chr12	3693
DYRK2|ENSG00000127334.11|chr12	1806
IFNG|ENSG00000111537.5|chr12	501
IL26|ENSG00000111536.5|chr12	516
IL22|ENSG00000127318.11|chr12	540
MDM1|ENSG00000111554.15|chr12	2175
RAP1B|ENSG00000127314.18|chr12	555
NUP107|ENSG00000111581.10|chr12	2778
SLC35E3|ENSG00000175782.11|chr12	942
MDM2|ENSG00000135679.27|chr12	1494
CPM|ENSG00000135678.12|chr12	1332
CPSF6|ENSG00000111605.18|chr12	1656
LYZ|ENSG00000090382.7|chr12	447
YEATS4|ENSG00000127337.7|chr12	684
FRS2|ENSG00000166225.9|chr12	1527
CCT2|ENSG00000166226.13|chr12	1608
LRRC10|ENSG00000198812.5|chr12	834
BEST3|ENSG00000127325.19|chr12	2007
RAB3IP|ENSG00000127328.22|chr12	1383
ENSG00000258052|ENSG00000258052.1|chr12	231
MYRFL|ENSG00000166268.11|chr12	2733
CNOT2|ENSG00000111596.14|chr12	1623
KCNMB4|ENSG00000135643.5|chr12	633
PTPRB|ENSG00000127329.16|chr12	6648
PTPRR|ENSG00000153233.13|chr12	1974
TSPAN8|ENSG00000127324.9|chr12	714
LGR5|ENSG00000139292.13|chr12	2724
ZFC3H1|ENSG00000133858.17|chr12	5970
THAP2|ENSG00000173451.7|chr12	687
ENSG00000258064|ENSG00000258064.1|chr12	255
TMEM19|ENSG00000139291.14|chr12	1011
RAB21|ENSG00000080371.6|chr12	678
TBC1D15|ENSG00000121749.16|chr12	2025
TPH2|ENSG00000139287.13|chr12	1473
TRHDE|ENSG00000072657.10|chr12	3210
ATXN7L3B|ENSG00000253719.4|chr12	294
KCNC2|ENSG00000166006.14|chr12	1917
CAPS2|ENSG00000180881.21|chr12	1674
GLIPR1L1|ENSG00000173401.10|chr12	729
GLIPR1L2|ENSG00000180481.11|chr12	1035
GLIPR1|ENSG00000139278.10|chr12	801
KRR1|ENSG00000111615.14|chr12	1146
PHLDA1|ENSG00000139289.14|chr12	1206
NAP1L1|ENSG00000187109.15|chr12	1176
BBS10|ENSG00000179941.9|chr12	2172
OSBPL8|ENSG00000091039.17|chr12	2670
ZDHHC17|ENSG00000186908.15|chr12	1899
CSRP2|ENSG00000175183.10|chr12	582
E2F7|ENSG00000165891.16|chr12	2736
NAV3|ENSG00000067798.16|chr12	7158
SYT1|ENSG00000067715.14|chr12	1269
PAWR|ENSG00000177425.11|chr12	1023
PPP1R12A|ENSG00000058272.19|chr12	3093
OTOGL|ENSG00000165899.12|chr12	7062
PTPRQ|ENSG00000139304.16|chr12	6900
MYF6|ENSG00000111046.4|chr12	729
MYF5|ENSG00000111049.4|chr12	768
LIN7A|ENSG00000111052.8|chr12	702
ACSS3|ENSG00000111058.8|chr12	2061
PPFIA2|ENSG00000139220.17|chr12	3774
CCDC59|ENSG00000133773.12|chr12	726
METTL25|ENSG00000127720.8|chr12	1812
TMTC2|ENSG00000179104.9|chr12	2511
SLC6A15|ENSG00000072041.18|chr12	2193
TSPAN19|ENSG00000231738.11|chr12	747
LRRIQ1|ENSG00000133640.20|chr12	5169
ALX1|ENSG00000180318.4|chr12	981
RASSF9|ENSG00000198774.5|chr12	1308
NTS|ENSG00000133636.11|chr12	513
MGAT4C|ENSG00000182050.14|chr12	1437
C12orf50|ENSG00000165805.10|chr12	1245
C12orf29|ENSG00000133641.18|chr12	978
CEP290|ENSG00000198707.17|chr12	7440
TMTC3|ENSG00000139324.12|chr12	2745
KITLG|ENSG00000049130.16|chr12	822
DUSP6|ENSG00000139318.8|chr12	1146
POC1B|ENSG00000139323.14|chr12	1437
POC1B-GALNT4|ENSG00000259075.6|chr12	1728
GALNT4|ENSG00000257594.4|chr12	1737
ATP2B1|ENSG00000070961.16|chr12	3663
CCER1|ENSG00000197651.4|chr12	1221
EPYC|ENSG00000083782.8|chr12	969
KERA|ENSG00000139330.6|chr12	1059
LUM|ENSG00000139329.5|chr12	1017
DCN|ENSG00000011465.18|chr12	1080
BTG1|ENSG00000133639.6|chr12	516
PLEKHG7|ENSG00000187510.11|chr12	2076
EEA1|ENSG00000102189.17|chr12	4236
NUDT4|ENSG00000173598.14|chr12	543
UBE2N|ENSG00000177889.10|chr12	459
MRPL42|ENSG00000198015.14|chr12	429
SOCS2|ENSG00000120833.14|chr12	597
CRADD|ENSG00000169372.13|chr12	600
PLXNC1|ENSG00000136040.9|chr12	4707
CEP83|ENSG00000173588.16|chr12	2106
TMCC3|ENSG00000057704.13|chr12	1434
NDUFA12|ENSG00000184752.14|chr12	438
NR2C1|ENSG00000120798.17|chr12	1812
FGD6|ENSG00000180263.14|chr12	4293
VEZT|ENSG00000028203.19|chr12	2340
METAP2|ENSG00000111142.14|chr12	1437
USP44|ENSG00000136014.12|chr12	2139
NTN4|ENSG00000074527.13|chr12	1887
SNRPF|ENSG00000139343.11|chr12	261
CCDC38|ENSG00000165972.13|chr12	1692
AMDHD1|ENSG00000139344.8|chr12	1281
HAL|ENSG00000084110.11|chr12	1974
LTA4H|ENSG00000111144.10|chr12	1836
ELK3|ENSG00000111145.8|chr12	1224
CDK17|ENSG00000059758.8|chr12	1572
CFAP54|ENSG00000188596.11|chr12	9291
NEDD1|ENSG00000139350.12|chr12	1983
TMPO|ENSG00000120802.14|chr12	1365
SLC25A3|ENSG00000075415.15|chr12	1086
IKBIP|ENSG00000166130.15|chr12	1134
APAF1|ENSG00000120868.14|chr12	3747
ANKS1B|ENSG00000185046.20|chr12	3858
GARIN6|ENSG00000180219.2|chr12	726
UHRF1BP1L|ENSG00000111647.13|chr12	4395
ACTR6|ENSG00000075089.10|chr12	1191
DEPDC4|ENSG00000166153.17|chr12	1491
SCYL2|ENSG00000136021.19|chr12	2790
SLC17A8|ENSG00000179520.11|chr12	1770
NR1H4|ENSG00000012504.15|chr12	1431
GAS2L3|ENSG00000139354.11|chr12	2085
ANO4|ENSG00000151572.18|chr12	2868
SLC5A8|ENSG00000256870.3|chr12	1833
UTP20|ENSG00000120800.5|chr12	8358
ARL1|ENSG00000120805.14|chr12	546
SPIC|ENSG00000166211.8|chr12	747
MYBPC1|ENSG00000196091.15|chr12	3516
CHPT1|ENSG00000111666.11|chr12	1221
SYCP3|ENSG00000139351.15|chr12	711
GNPTAB|ENSG00000111670.16|chr12	3771
DRAM1|ENSG00000136048.14|chr12	717
WASHC3|ENSG00000120860.11|chr12	585
NUP37|ENSG00000075188.9|chr12	981
PARPBP|ENSG00000185480.12|chr12	1740
PMCH|ENSG00000183395.5|chr12	498
IGF1|ENSG00000017427.17|chr12	462
PAH|ENSG00000171759.10|chr12	1359
ASCL1|ENSG00000139352.4|chr12	711
C12orf42|ENSG00000179088.16|chr12	1083
STAB2|ENSG00000136011.15|chr12	7656
NT5DC3|ENSG00000111696.12|chr12	1647
HSP90B1|ENSG00000166598.16|chr12	2412
C12orf73|ENSG00000204954.10|chr12	216
TDG|ENSG00000139372.15|chr12	1233
GLT8D2|ENSG00000120820.13|chr12	1050
HCFC2|ENSG00000111727.12|chr12	2379
NFYB|ENSG00000120837.8|chr12	624
TXNRD1|ENSG00000198431.18|chr12	1950
EID3|ENSG00000255150.2|chr12	1002
CHST11|ENSG00000171310.11|chr12	1059
SLC41A2|ENSG00000136052.10|chr12	1722
NOPCHAP1|ENSG00000151131.11|chr12	558
ALDH1L2|ENSG00000136010.14|chr12	2772
WASHC4|ENSG00000136051.15|chr12	3522
APPL2|ENSG00000136044.12|chr12	1995
C12orf75|ENSG00000235162.9|chr12	192
NUAK1|ENSG00000074590.14|chr12	1986
CKAP4|ENSG00000136026.14|chr12	1809
TCP11L2|ENSG00000166046.11|chr12	1560
POLR3B|ENSG00000013503.10|chr12	3402
RFX4|ENSG00000111783.13|chr12	2208
RIC8B|ENSG00000111785.21|chr12	1683
TMEM263|ENSG00000151135.10|chr12	351
MTERF2|ENSG00000120832.10|chr12	1158
CRY1|ENSG00000008405.12|chr12	1761
BTBD11|ENSG00000151136.15|chr12	3315
PWP1|ENSG00000136045.12|chr12	1506
PRDM4|ENSG00000110851.12|chr12	2406
ASCL4|ENSG00000187855.6|chr12	519
WSCD2|ENSG00000075035.10|chr12	1698
CMKLR1|ENSG00000174600.14|chr12	1122
FICD|ENSG00000198855.7|chr12	1377
SART3|ENSG00000075856.12|chr12	2892
ISCU|ENSG00000136003.16|chr12	504
TMEM119|ENSG00000183160.9|chr12	852
SELPLG|ENSG00000110876.10|chr12	1239
CORO1C|ENSG00000110880.11|chr12	1425
SSH1|ENSG00000084112.15|chr12	3150
DAO|ENSG00000110887.8|chr12	1044
SVOP|ENSG00000166111.10|chr12	1647
USP30|ENSG00000135093.13|chr12	1554
ALKBH2|ENSG00000189046.11|chr12	786
UNG|ENSG00000076248.12|chr12	942
ACACB|ENSG00000076555.16|chr12	7377
FOXN4|ENSG00000139445.18|chr12	1554
MYO1H|ENSG00000174527.11|chr12	3117
KCTD10|ENSG00000110906.13|chr12	942
UBE3B|ENSG00000151148.14|chr12	3207
MMAB|ENSG00000139428.12|chr12	753
MVK|ENSG00000110921.14|chr12	1191
FAM222A|ENSG00000139438.6|chr12	1359
TRPV4|ENSG00000111199.12|chr12	2616
GLTP|ENSG00000139433.11|chr12	630
TCHP|ENSG00000139437.18|chr12	1497
GIT2|ENSG00000139436.22|chr12	2280
ANKRD13A|ENSG00000076513.17|chr12	1773
C12orf76|ENSG00000174456.16|chr12	219
IFT81|ENSG00000122970.16|chr12	2031
ATP2A2|ENSG00000174437.18|chr12	3129
ANAPC7|ENSG00000196510.14|chr12	1698
ARPC3|ENSG00000111229.16|chr12	537
GPN3|ENSG00000111231.9|chr12	855
FAM216A|ENSG00000204856.12|chr12	822
VPS29|ENSG00000111237.19|chr12	549
RAD9B|ENSG00000151164.19|chr12	1254
PPTC7|ENSG00000196850.6|chr12	915
TCTN1|ENSG00000204852.17|chr12	1779
HVCN1|ENSG00000122986.14|chr12	822
PPP1CC|ENSG00000186298.12|chr12	972
CCDC63|ENSG00000173093.13|chr12	1692
MYL2|ENSG00000111245.17|chr12	501
CUX2|ENSG00000111249.14|chr12	4461
PHETA1|ENSG00000198324.14|chr12	750
SH2B3|ENSG00000111252.11|chr12	1728
ATXN2|ENSG00000204842.18|chr12	3468
BRAP|ENSG00000089234.16|chr12	1779
ACAD10|ENSG00000111271.15|chr12	3180
ENSG00000257767|ENSG00000257767.3|chr12	784
ALDH2|ENSG00000111275.13|chr12	1554
MAPKAPK5|ENSG00000089022.14|chr12	1416
TMEM116|ENSG00000198270.13|chr12	1014
ERP29|ENSG00000089248.7|chr12	786
NAA25|ENSG00000111300.10|chr12	2919
TRAFD1|ENSG00000135148.12|chr12	1749
HECTD4|ENSG00000173064.14|chr12	13257
RPL6|ENSG00000089009.16|chr12	867
PTPN11|ENSG00000179295.19|chr12	1782
RPH3A|ENSG00000089169.15|chr12	2085
OAS1|ENSG00000089127.15|chr12	1203
OAS3|ENSG00000111331.14|chr12	3264
OAS2|ENSG00000111335.14|chr12	2064
DTX1|ENSG00000135144.8|chr12	1863
RASAL1|ENSG00000111344.12|chr12	2418
CFAP73|ENSG00000186710.12|chr12	927
DDX54|ENSG00000123064.13|chr12	2646
RITA1|ENSG00000139405.16|chr12	810
IQCD|ENSG00000166578.10|chr12	1350
TPCN1|ENSG00000186815.13|chr12	2451
SLC8B1|ENSG00000089060.12|chr12	1755
PLBD2|ENSG00000151176.8|chr12	1770
SDS|ENSG00000135094.11|chr12	987
SDSL|ENSG00000139410.15|chr12	990
LHX5|ENSG00000089116.4|chr12	1209
RBM19|ENSG00000122965.11|chr12	2883
TBX5|ENSG00000089225.20|chr12	1557
TBX3|ENSG00000135111.16|chr12	2172
MED13L|ENSG00000123066.9|chr12	6633
MAP1LC3B2|ENSG00000258102.5|chr12	378
SPRING1|ENSG00000111412.6|chr12	618
RNFT2|ENSG00000135119.15|chr12	1335
HRK|ENSG00000135116.9|chr12	276
FBXW8|ENSG00000174989.13|chr12	1797
TESC|ENSG00000088992.18|chr12	645
FBXO21|ENSG00000135108.16|chr12	1866
NOS1|ENSG00000089250.20|chr12	4305
KSR2|ENSG00000171435.14|chr12	2853
RFC5|ENSG00000111445.14|chr12	1023
WSB2|ENSG00000176871.9|chr12	1215
VSIG10|ENSG00000176834.14|chr12	1623
PEBP1|ENSG00000089220.5|chr12	564
TAOK3|ENSG00000135090.14|chr12	2697
SUDS3|ENSG00000111707.12|chr12	987
SRRM4|ENSG00000139767.10|chr12	1836
HSPB8|ENSG00000152137.8|chr12	591
CCDC60|ENSG00000183273.7|chr12	1653
TMEM233|ENSG00000224982.4|chr12	330
PRKAB1|ENSG00000111725.11|chr12	813
CIT|ENSG00000122966.17|chr12	6210
BICDL1|ENSG00000135127.12|chr12	1866
RAB35|ENSG00000111737.12|chr12	606
GCN1|ENSG00000089154.11|chr12	8016
RPLP0|ENSG00000089157.16|chr12	954
PXN|ENSG00000089159.17|chr12	3246
SIRT4|ENSG00000089163.4|chr12	945
PLA2G1B|ENSG00000170890.14|chr12	447
MSI1|ENSG00000135097.7|chr12	1089
COX6A1|ENSG00000111775.3|chr12	330
ENSG00000111780|ENSG00000111780.8|chr12	505
TRIAP1|ENSG00000170855.4|chr12	231
GATC|ENSG00000257218.6|chr12	411
SRSF9|ENSG00000111786.9|chr12	666
DYNLL1|ENSG00000088986.11|chr12	270
COQ5|ENSG00000110871.15|chr12	984
RNF10|ENSG00000022840.17|chr12	2436
ENSG00000288623|ENSG00000288623.1|chr12	261
POP5|ENSG00000167272.11|chr12	492
CABP1|ENSG00000157782.10|chr12	1113
MLEC|ENSG00000110917.8|chr12	879
UNC119B|ENSG00000175970.11|chr12	756
ACADS|ENSG00000122971.9|chr12	1239
SPPL3|ENSG00000157837.16|chr12	1155
HNF1A|ENSG00000135100.19|chr12	1896
C12orf43|ENSG00000157895.11|chr12	789
OASL|ENSG00000135114.14|chr12	1545
P2RX7|ENSG00000089041.17|chr12	1788
P2RX4|ENSG00000135124.16|chr12	1167
CAMKK2|ENSG00000110931.19|chr12	1767
ANAPC5|ENSG00000089053.13|chr12	2268
RNF34|ENSG00000170633.17|chr12	1119
KDM2B|ENSG00000089094.20|chr12	4011
ORAI1|ENSG00000276045.4|chr12	906
MORN3|ENSG00000139714.12|chr12	723
TMEM120B|ENSG00000188735.13|chr12	1020
RHOF|ENSG00000139725.8|chr12	636
SETD1B|ENSG00000139718.12|chr12	5901
HPD|ENSG00000158104.11|chr12	1182
PSMD9|ENSG00000110801.14|chr12	672
ENSG00000256950|ENSG00000256950.2|chr12	258
CFAP251|ENSG00000158023.10|chr12	3450
BCL7A|ENSG00000110987.9|chr12	633
MLXIP|ENSG00000175727.14|chr12	2760
LRRC43|ENSG00000158113.13|chr12	1971
IL31|ENSG00000204671.2|chr12	495
B3GNT4|ENSG00000176383.9|chr12	1137
ENSG00000284934|ENSG00000284934.2|chr12	135
DIABLO|ENSG00000184047.20|chr12	720
ENSG00000256861|ENSG00000256861.1|chr12	1617
VPS33A|ENSG00000139719.11|chr12	1791
CLIP1|ENSG00000130779.22|chr12	4317
ZCCHC8|ENSG00000033030.15|chr12	2124
RSRC2|ENSG00000111011.18|chr12	1305
KNTC1|ENSG00000184445.12|chr12	6630
HCAR2|ENSG00000182782.8|chr12	1092
HCAR3|ENSG00000255398.3|chr12	1164
HCAR1|ENSG00000196917.6|chr12	1041
DENR|ENSG00000139726.11|chr12	597
CCDC62|ENSG00000130783.14|chr12	2055
HIP1R|ENSG00000130787.14|chr12	3207
VPS37B|ENSG00000139722.7|chr12	858
ABCB9|ENSG00000150967.19|chr12	2301
OGFOD2|ENSG00000111325.16|chr12	1053
ARL6IP4|ENSG00000182196.14|chr12	714
PITPNM2|ENSG00000090975.14|chr12	4050
MPHOSPH9|ENSG00000051825.15|chr12	3552
MTRFR|ENSG00000130921.9|chr12	501
CDK2AP1|ENSG00000111328.7|chr12	348
SBNO1|ENSG00000139697.14|chr12	4182
KMT5A|ENSG00000183955.14|chr12	1059
RILPL2|ENSG00000150977.11|chr12	636
SNRNP35|ENSG00000184209.15|chr12	741
RILPL1|ENSG00000188026.13|chr12	1212
TMED2|ENSG00000086598.11|chr12	606
DDX55|ENSG00000111364.16|chr12	1803
EIF2B1|ENSG00000111361.13|chr12	918
GTF2H3|ENSG00000111358.14|chr12	927
TCTN2|ENSG00000168778.13|chr12	2094
ATP6V0A2|ENSG00000185344.15|chr12	2571
DNAH10|ENSG00000197653.16|chr12	13770
CCDC92|ENSG00000119242.9|chr12	996
ZNF664|ENSG00000179195.16|chr12	786
RFLNA|ENSG00000178882.15|chr12	651
NCOR2|ENSG00000196498.14|chr12	7545
SCARB1|ENSG00000073060.17|chr12	1530
UBC|ENSG00000150991.16|chr12	2058
DHX37|ENSG00000150990.9|chr12	3474
BRI3BP|ENSG00000184992.13|chr12	756
AACS|ENSG00000081760.17|chr12	2019
TMEM132B|ENSG00000139364.11|chr12	3252
TMEM132C|ENSG00000181234.10|chr12	3327
SLC15A4|ENSG00000139370.12|chr12	1734
GLT1D1|ENSG00000151948.12|chr12	801
TMEM132D|ENSG00000151952.16|chr12	3300
FZD10|ENSG00000111432.5|chr12	1746
PIWIL1|ENSG00000125207.7|chr12	2586
RIMBP2|ENSG00000060709.16|chr12	4089
STX2|ENSG00000111450.14|chr12	867
RAN|ENSG00000132341.12|chr12	651
ADGRD1|ENSG00000111452.13|chr12	2625
SFSWAP|ENSG00000061936.10|chr12	2856
MMP17|ENSG00000198598.7|chr12	1812
ULK1|ENSG00000177169.10|chr12	3153
PUS1|ENSG00000177192.14|chr12	1284
EP400|ENSG00000183495.15|chr12	9372
DDX51|ENSG00000185163.10|chr12	2001
NOC4L|ENSG00000184967.7|chr12	1551
GALNT9|ENSG00000182870.13|chr12	1812
FBRSL1|ENSG00000112787.14|chr12	3009
LRCOL1|ENSG00000204583.10|chr12	480
