gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
ANKRD49	140	218	172	256	214	57
ANKRD50	118	30	52	51	43	41
ANKRD52	419	355	278	190	226	174
ANKRD53	0	0	0	0	0	0
ANKRD54	313	259	185	330	417	340
ANKRD55	0	0	1	0	0	1
ANKRD6	203	234	194	93	89	106
ANKRD61	0	0	4	0	0	38
ANKRD62	0	0	0	0	0	0
ANKRD63	16	17	35	0	41	61
ANKRD65	0	5	1	0	9	0
ANKRD66	0	0	0	0	0	0
ANKRD7	21	26	4	12	0	0
ANKRD9	104	147	115	123	97	118
ANKS1A	150	149	81	128	54	88
ANKS1B	2	27	0	0	0	0
ANKS3	73	75	51	92	229	31
ANKS4B	0	0	0	0	0	0
ANKS6	46	98	77	63	68	59
ANKUB1	0	0	0	0	0	0
ANKZF1	96	77	59	129	192	159
ANLN	376	388	350	299	285	158
ANO1	0	0	0	0	0	0
ANO10	160	215	133	266	160	226
ANO2	0	0	6	0	0	0
ANO3	0	0	0	0	0	0
ANO4	45	76	44	127	83	92
ANO5	71	105	86	68	70	129
ANO6	384	556	421	374	334	371
ANO7	36	51	31	15	10	21
ANO8	122	215	177	212	153	156
ANO9	0	0	0	0	0	0
ANOS1	144	97	58	56	85	65
ANP32A	5104	6481	5196	4737	4266	3870
ANP32B	8419	10644	8121	7944	7530	6251
ANP32D	0	5	1	0	0	0
ANP32E	2023	1894	1459	1403	1301	1358
ANPEP	0	0	0	0	0	0
ANTKMT	782	976	688	942	702	428
ANTXR1	255	253	200	159	183	107
ANTXR2	83	94	67	177	35	72
ANTXRL	0	0	0	0	0	0
ANXA1	27	23	38	8	36	67
ANXA10	0	0	0	0	0	0
ANXA11	1746	2269	1808	1950	1596	1304
ANXA13	0	0	0	0	0	0
ANXA2	1469	1475	1067	1637	1398	1363
ANXA2R	51	26	37	64	49	13
ANXA3	23	59	57	56	35	42
ANXA4	109	138	116	142	230	135
ANXA5	1161	1518	1454	1374	971	1133
ANXA6	849	1063	915	1195	1062	922
ANXA7	1217	1604	991	1097	1063	916
ANXA8	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0
ANXA9	0	17	8	0	14	0
AOAH	0	0	0	0	0	0
AOC1	0	0	0	0	0	0
AOC2	2	3	19	0	0	0
AOC3	0	2	0	0	18	0
AOPEP	140	142	82	152	192	188
AOX1	0	0	0	0	0	0
AP1AR	225	215	194	147	207	71
AP1B1	1462	1701	1570	2081	1566	1481
AP1G1	351	453	209	334	317	244
AP1G2	99	126	99	105	119	86
AP1M1	719	1000	854	1025	833	642
AP1M2	0	5	0	0	0	0
AP1S1	54	46	55	60	18	33
AP1S2	959	1098	841	791	796	554
AP1S3	497	588	412	395	259	161
AP2A1	31	9	9	14	19	41
AP2A2	4	13	6	19	14	0
AP2B1	304	396	288	295	279	180
AP2M1	3553	4494	3682	2914	2658	1822
AP2S1	1575	1768	1294	1307	846	924
AP3B1	254	330	226	179	145	142
AP3B2	44	59	37	74	47	86
AP3D1	2410	2623	2306	2635	2474	2147
AP3M1	564	711	524	485	547	364
AP3M2	320	209	242	355	412	314
AP3S1	802	938	856	711	483	455
AP3S2	753	923	879	904	637	523
AP4B1	94	73	34	59	117	99
AP4E1	220	217	163	260	195	52
AP4M1	78	107	110	134	110	84
AP4S1	142	144	92	59	44	55
AP5B1	210	236	193	197	105	120
AP5M1	197	192	216	198	212	111
AP5S1	867	917	638	1021	1108	776
AP5Z1	100	59	107	172	152	46
APAF1	121	165	147	239	147	168
APBA1	0	0	0	0	0	0
APBA2	0	0	0	0	1	0
APBA3	105	79	67	159	56	92
APBB1	155	186	130	99	160	187
APBB1IP	5	21	15	0	21	1
APBB2	73	116	65	127	135	19
APBB3	56	45	24	95	34	45
APC	714	888	784	708	947	633
APC2	0	1	26	0	0	5
APCDD1	18	27	2	0	0	0
APCDD1L	0	0	0	0	0	0
APCS	0	0	0	0	0	0
APEH	482	722	331	450	439	455
APELA	0	0	0	0	0	0
APEX1	2792	3362	2650	2864	2536	1888
APEX2	348	401	234	504	251	364
APH1A	763	1016	610	451	457	457
APH1B	110	93	131	95	47	67
API5	313	628	404	466	562	277
APIP	197	289	264	161	154	105
APLF	12	21	4	49	1	17
APLN	1	20	17	4	0	27
APLNR	0	0	0	0	0	0
APLP1	184	375	297	354	214	352
APLP2	5596	7259	5736	5810	5926	4629
APMAP	1682	2012	1636	1260	1103	998
APOA1	0	2	2	0	0	0
APOA2	0	9	8	0	0	0
APOA4	0	0	0	0	0	0
APOA5	0	0	0	0	0	0
APOB	0	0	0	3	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	3	0	0	0	0
APOBEC3A	0	0	0	0	0	0
APOBEC3B	0	0	0	0	0	0
APOBEC3C	1497	1862	1513	1334	1207	834
APOBEC3D	6	12	13	21	21	0
APOBEC3F	160	156	138	73	200	82
APOBEC3G	0	0	0	0	0	0
APOBEC3H	1	6	10	6	0	23
APOBEC4	0	0	0	0	0	0
APOBR	0	0	0	0	0	0
APOC1	262	266	218	142	157	165
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	1	2	0	2	0	0
APOE	59	16	38	74	91	62
APOF	0	0	0	0	0	0
APOH	0	0	0	0	0	0
APOL1	0	0	0	0	0	0
APOL2	54	108	93	20	94	129
APOL3	0	0	0	0	0	0
APOL4	0	0	0	0	0	0
APOL5	0	0	0	0	0	0
APOL6	0	0	11	5	1	0
APOLD1	904	1171	876	677	663	344
APOM	0	0	0	0	0	0
APOO	1061	1324	1051	862	999	1001
APOOL	431	594	357	375	314	308
APP	1868	2273	1674	1628	1403	1712
APPBP2	295	374	263	232	347	425
APPL1	228	263	224	270	200	127
APPL2	137	134	148	55	190	38
APRT	7427	9157	6464	6056	5312	4550
APTX	749	731	681	886	436	284
AQP1	0	0	0	0	0	0
AQP10	0	2	0	0	2	0
AQP11	18	10	11	5	0	0
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	35	35	17	90	10	19
AQP4	7	0	8	0	19	0
AQP5	0	0	0	0	0	0
AQP6	0	4	0	0	0	0
AQP7	0	0	0	0	0	0
AQP8	0	0	0	0	10	0
AQP9	0	0	0	0	0	0
AQR	555	562	428	610	669	426
AR	0	0	0	11	0	0
ARAF	558	649	533	441	466	383
ARAP1	253	418	269	202	143	96
ARAP2	33	67	27	0	10	53
ARAP3	21	5	7	0	7	2
ARC	60	75	73	166	137	73
ARCN1	544	641	488	846	488	526
AREG	5	0	11	0	0	0
AREL1	162	125	114	107	56	64
ARF1	11974	13607	11304	11518	9395	7770
ARF3	1273	1422	1229	1484	1079	895
ARF4	825	1227	937	1121	818	870
ARF5	265	420	342	374	327	333
ARF6	231	594	528	730	496	418
ARFGAP1	366	328	290	230	445	166
ARFGAP2	370	449	369	623	550	448
ARFGAP3	282	307	273	288	250	52
ARFGEF1	39	58	53	57	68	86
ARFGEF2	276	362	256	273	406	148
ARFGEF3	207	150	158	209	217	168
ARFIP1	265	242	161	280	203	164
ARFIP2	113	190	117	128	68	134
ARFRP1	192	217	175	301	351	266
ARG1	0	0	0	0	0	0
ARG2	354	546	333	681	572	533
ARGFX	0	0	0	0	0	0
ARGLU1	1171	1539	1031	1569	1650	1065
ARHGAP1	303	357	253	395	254	262
ARHGAP10	202	253	152	220	332	155
ARHGAP11A	0	0	0	0	0	0
ARHGAP11A-SCG5	0	0	0	0	0	0
ARHGAP11B	0	0	0	0	0	0
ARHGAP12	30	70	46	55	40	19
ARHGAP15	0	1	0	1	0	0
ARHGAP17	2	8	0	1	0	1
ARHGAP18	42	66	36	10	25	56
ARHGAP19	476	388	387	385	381	376
ARHGAP19-SLIT1	27	52	26	0	5	10
ARHGAP20	8	27	11	0	30	36
ARHGAP21	173	273	295	193	173	288
ARHGAP22	98	203	144	211	96	102
ARHGAP23	0	0	0	0	0	0
ARHGAP24	7	5	18	9	0	0
ARHGAP25	0	0	0	9	0	0
ARHGAP26	176	213	92	162	210	212
ARHGAP27	0	0	0	0	0	0
ARHGAP28	49	114	55	27	2	42
ARHGAP29	159	175	155	73	168	119
ARHGAP30	0	0	5	0	0	0
ARHGAP31	10	12	17	13	0	5
ARHGAP32	49	69	46	91	82	85
ARHGAP33	50	93	57	92	78	22
ARHGAP35	217	276	173	213	241	111
ARHGAP36	0	0	0	0	0	0
ARHGAP39	41	28	60	11	25	1
ARHGAP4	0	4	0	0	10	0
ARHGAP40	0	0	0	0	6	24
ARHGAP42	10	26	11	11	25	15
ARHGAP44	60	41	38	34	14	0
ARHGAP45	8	37	28	4	29	14
ARHGAP5	359	371	355	187	179	78
ARHGAP6	0	0	0	0	0	0
ARHGAP8	185	226	193	318	156	207
ARHGAP9	1	0	0	6	0	0
ARHGDIA	2505	3732	2839	2600	2213	1922
ARHGDIB	0	4	1	7	0	0
ARHGDIG	123	129	85	140	88	108
ARHGEF1	61	67	67	35	44	0
ARHGEF10	0	0	0	0	0	0
ARHGEF10L	39	60	27	11	30	14
ARHGEF11	37	46	15	10	78	27
ARHGEF12	371	423	208	143	98	225
ARHGEF15	0	0	0	0	0	0
ARHGEF16	0	50	47	21	1	11
ARHGEF17	4	42	12	10	8	0
ARHGEF18	182	187	131	133	158	6
ARHGEF19	52	31	35	26	34	55
ARHGEF2	334	588	511	711	528	396
ARHGEF25	22	51	49	69	1	21
ARHGEF26	0	0	1	0	0	0
ARHGEF28	9	43	13	33	2	0
ARHGEF3	109	115	115	101	110	10
ARHGEF33	0	10	0	0	0	0
ARHGEF35	0	0	0	0	0	0
ARHGEF37	14	0	0	17	0	0
ARHGEF38	0	0	0	0	0	0
ARHGEF39	154	323	241	282	209	196
ARHGEF4	30	29	22	40	73	13
ARHGEF40	57	22	37	24	28	26
ARHGEF5	0	0	0	0	0	0
ARHGEF6	131	105	121	41	14	36
ARHGEF7	362	357	224	251	349	292
ARHGEF9	48	97	67	106	26	67
ARID1A	797	963	711	741	693	420
ARID1B	643	833	550	702	590	731
ARID2	166	332	242	202	265	100
ARID3A	723	933	621	462	562	272
ARID3B	355	275	222	342	133	128
ARID3C	0	0	0	0	0	1
ARID4A	165	277	179	403	430	221
ARID4B	2322	3238	2652	4344	4431	3682
ARID5A	51	104	74	73	62	0
ARID5B	345	536	295	572	742	302
ARIH1	678	858	573	842	1021	480
ARIH2	1735	2134	1651	1205	1362	1083
ARL1	1433	1609	1341	1169	929	972
ARL10	3034	3572	3009	2716	2015	2232
ARL11	0	2	0	0	22	0
ARL13A	0	0	0	0	0	0
ARL13B	537	608	480	676	686	391
ARL14	3	9	0	0	0	0
ARL14EP	304	418	267	462	477	497
ARL14EPL	0	0	0	0	0	0
ARL15	122	153	133	58	59	82
ARL16	916	923	884	860	537	636
ARL17A	0	9	21	4	36	0
ARL17B	24	20	13	18	24	89
ARL2	1780	2039	1754	1835	1645	1418
ARL2-SNX15	353	629	398	332	258	288
ARL2BP	1116	1454	980	886	745	675
ARL3	893	1020	605	615	459	521
ARL4A	60	62	150	137	74	106
ARL4C	502	707	403	478	548	378
ARL4D	72	130	74	102	60	27
ARL5A	648	658	599	404	386	480
ARL5B	659	696	444	518	657	375
ARL5C	0	0	0	0	0	0
ARL6	80	89	54	104	73	58
ARL6IP1	3061	3948	2970	2493	2509	1671
ARL6IP4	2374	3627	2822	2001	1891	1745
ARL6IP5	2003	2585	1945	1682	1907	856
ARL6IP6	162	192	202	173	158	98
ARL8A	353	617	456	348	314	309
ARL8B	860	896	723	614	566	461
ARL9	3	12	9	0	9	0
ARMC1	1361	1417	1016	1180	1149	560
ARMC10	0	0	1	0	0	0
ARMC12	0	0	2	0	0	0
ARMC2	47	47	37	47	64	42
ARMC3	0	0	1	0	19	0
ARMC5	331	322	187	246	251	165
ARMC6	658	764	555	981	669	666
ARMC7	116	140	118	109	141	112
ARMC8	183	177	152	112	132	196
ARMC9	2128	2982	2070	2176	2265	1322
ARMCX1	0	0	0	0	0	0
ARMCX2	93	144	128	226	183	260
ARMCX3	576	587	431	460	485	355
ARMCX4	0	41	18	8	45	6
ARMCX5	54	91	124	91	111	89
ARMCX5-GPRASP2	57	71	65	79	83	12
ARMCX6	0	0	0	0	0	0
ARMH1	0	0	3	0	5	0
ARMH2	0	0	0	0	0	0
ARMH3	151	238	182	269	191	215
ARMH4	32	69	34	45	25	38
ARMS2	1	0	0	0	0	0
ARMT1	316	262	243	231	267	224
ARNT	185	235	204	203	279	177
ARNT2	60	49	48	38	45	16
ARNTL	20	49	34	44	75	23
ARNTL2	65	104	65	22	39	51
ARPC1A	328	375	342	408	292	202
ARPC1B	941	1033	585	889	556	564
ARPC2	6962	8868	6368	4357	4409	3640
ARPC3	3262	4179	3096	3194	2433	2298
ARPC4	1165	2008	1375	1612	1173	1133
ARPC4-TTLL3	1193	2049	1422	1650	1205	1167
ARPC5	2794	3724	2783	1765	1683	1687
ARPC5L	973	1221	927	869	917	716
ARPIN	223	214	214	227	315	130
ARPIN-AP3S2	521	576	585	559	324	312
ARPP19	482	814	567	545	413	266
ARPP21	0	0	0	0	0	0
ARR3	0	0	0	0	0	0
ARRB1	44	84	93	61	87	24
ARRB2	2692	3269	2778	3181	2909	2361
ARRDC1	101	214	98	236	138	268
ARRDC2	52	51	42	68	5	2
ARRDC3	48	48	47	66	34	1
ARRDC4	53	61	20	103	102	108
ARRDC5	0	0	0	0	0	0
ARSA	49	81	57	35	64	63
ARSB	195	231	214	96	96	63
ARSD	0	0	0	0	0	0
ARSF	0	0	0	0	0	0
ARSG	13	5	17	6	0	0
ARSH	0	0	0	0	0	0
ARSI	0	0	0	0	0	0
ARSJ	92	94	142	45	33	53
ARSK	449	575	261	323	449	282
ARSL	0	0	0	0	0	0
ART1	0	0	0	0	0	0
ART3	0	0	0	0	0	0
ART4	0	0	0	0	0	0
ART5	57	17	8	23	0	15
ARTN	10	2	0	18	0	0
ARV1	1141	1488	1260	1285	1054	772
ARVCF	52	83	37	90	74	50
ARX	4	2	2	4	0	0
AS3MT	166	136	179	91	72	149
ASAH1	755	985	818	566	495	650
ASAH2	59	30	0	2	11	7
ASAH2B	70	63	15	86	51	67
ASAP1	542	884	704	555	497	340
ASAP2	22	31	40	19	41	48
ASAP3	0	0	0	0	0	0
ASB1	250	266	179	278	211	62
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	0	1	8	0	0	0
ASB13	168	195	69	121	133	88
ASB14	0	0	0	0	0	0
ASB15	0	0	0	0	0	0
ASB16	0	0	0	0	0	0
ASB17	0	0	0	0	0	0
ASB18	4	0	0	0	0	0
ASB2	0	0	0	0	0	0
ASB3	494	424	287	441	460	300
ASB4	0	0	0	0	0	0
ASB5	0	0	0	0	0	0
ASB6	481	644	489	500	669	506
ASB7	183	235	211	292	224	158
ASB8	871	906	802	732	667	657
ASB9	0	0	0	0	0	0
ASCC1	466	540	419	629	624	317
ASCC2	761	897	817	1115	1025	779
ASCC3	670	719	584	641	832	586
ASCL1	0	0	0	0	0	0
ASCL2	0	0	0	0	0	0
ASCL3	0	0	0	0	5	0
ASCL4	0	0	0	0	0	0
ASCL5	0	0	0	0	0	0
ASDURF	136	133	136	93	111	41
ASF1A	595	578	406	377	440	487
ASF1B	0	2	0	6	0	0
ASGR1	6	14	9	17	0	37
ASGR2	0	0	0	0	0	0
ASH1L	1223	1333	1072	1024	964	587
ASH2L	243	337	172	306	213	155
ASIC1	161	160	182	63	56	55
ASIC2	0	0	0	0	0	0
ASIC3	8	1	0	3	0	0
ASIC4	0	0	0	0	0	0
ASIC5	0	0	0	0	0	0
ASIP	0	0	0	0	0	0
ASL	176	200	149	246	138	229
ASMT	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0
ASNS	1397	1815	1393	2185	1970	1563
ASNSD1	338	340	282	474	345	318
ASPA	0	0	0	0	0	0
ASPDH	0	0	0	0	0	0
ASPG	0	0	0	0	0	0
ASPH	555	674	635	597	388	455
ASPHD1	1	23	1	24	0	0
ASPHD2	65	82	69	72	128	6
ASPM	774	1005	999	647	738	562
ASPN	0	0	0	0	0	0
ASPRV1	14	17	27	6	6	16
ASPSCR1	288	405	277	394	286	277
ASRGL1	1053	1411	1158	1172	974	694
ASS1	189	351	190	247	294	143
ASTE1	121	172	82	196	189	198
ASTL	0	0	0	0	0	0
ASTN1	44	43	39	28	8	0
ASTN2	10	27	6	25	9	25
ASXL1	749	1024	764	634	760	568
ASXL2	110	170	154	147	219	184
ASXL3	33	49	38	86	46	54
ASZ1	0	0	0	0	0	0
ATAD1	766	982	703	697	767	668
ATAD2	827	1055	752	1276	1235	806
ATAD2B	12	106	120	127	93	76
ATAD3A	858	1166	1062	1113	1017	793
ATAD3B	121	254	130	232	181	263
ATAD3C	0	0	5	0	0	0
ATAD5	52	67	42	58	31	112
ATAT1	0	0	0	0	0	0
ATCAY	0	0	0	0	0	0
ATE1	356	316	347	471	373	304
ATF1	323	360	404	376	393	265
ATF2	247	303	190	323	434	486
ATF3	262	270	254	2150	2036	1653
ATF4	4891	6333	4854	9140	9690	8154
ATF5	284	277	174	144	102	67
ATF6	612	924	583	711	712	433
ATF6B	0	0	0	0	0	0
ATF7	374	475	443	388	390	280
ATF7-NPFF	22	3	4	0	0	0
ATF7IP	147	175	137	285	285	89
ATF7IP2	8	13	5	47	33	30
ATG10	351	345	192	160	173	157
ATG101	718	860	615	1185	1080	586
ATG12	537	599	642	563	672	468
ATG13	519	747	515	572	372	267
ATG14	86	44	35	70	36	2
ATG16L1	0	0	0	0	0	0
ATG16L2	66	74	68	41	32	89
ATG2A	81	136	170	134	75	45
ATG2B	40	181	128	96	72	18
ATG3	590	620	695	609	628	485
ATG4A	127	188	119	147	139	38
ATG4B	515	452	427	596	503	507
ATG4C	506	381	307	418	373	406
ATG4D	166	175	177	136	43	90
ATG5	441	540	420	561	492	384
ATG7	404	421	348	345	307	271
ATG9A	456	551	351	271	402	185
ATG9B	0	0	4	0	0	0
ATIC	3516	4852	3289	5269	4332	3553
ATL1	172	183	155	179	117	212
ATL2	170	314	226	470	313	455
ATL3	75	28	14	74	6	56
ATM	200	229	102	271	195	145
ATMIN	102	177	132	187	124	147
ATN1	347	434	272	291	152	197
ATOH1	0	4	0	0	2	0
ATOH7	27	10	26	19	0	0
ATOH8	11	21	24	3	12	1
ATOX1	3201	3715	2701	2431	2473	1332
ATP10A	0	0	0	0	0	0
ATP10B	0	0	0	0	0	0
ATP10D	34	72	30	30	1	88
ATP11A	136	167	142	93	157	105
ATP11B	216	412	156	218	214	81
ATP11C	279	369	263	289	201	156
ATP12A	0	4	2	0	0	4
ATP13A1	238	359	217	166	214	188
ATP13A2	204	334	246	31	50	50
ATP13A3	261	513	340	207	116	141
ATP13A4	0	0	0	0	0	0
ATP13A5	0	0	0	0	0	0
ATP1A1	2209	2901	2153	1762	1497	1552
ATP1A2	0	0	0	0	0	0
ATP1A3	40	29	64	35	21	33
ATP1A4	0	0	0	0	0	0
ATP1B1	1716	2013	1632	1898	1408	1411
ATP1B2	44	53	130	102	9	94
ATP1B3	3214	4073	3089	3499	3161	2622
ATP1B4	0	0	0	0	0	0
ATP23	0	0	0	0	0	0
ATP2A1	4	4	6	17	0	28
ATP2A2	2563	3413	2771	3368	2613	2333
ATP2A3	1	15	7	10	5	0
ATP2B1	1065	1323	1102	1331	1111	573
ATP2B2	0	0	0	0	0	0
ATP2B3	0	13	0	0	0	0
ATP2B4	244	372	294	134	145	153
ATP2C1	328	391	344	213	299	178
ATP2C2	0	0	0	0	0	0
ATP4A	0	0	0	9	16	0
ATP4B	0	0	0	0	0	0
ATP5F1A	4490	4652	3523	4517	3993	3236
ATP5F1B	15199	18029	13546	17169	15994	13261
ATP5F1C	4214	5151	3743	3591	3097	2782
ATP5F1D	1069	1912	1128	1212	1097	1143
ATP5F1E	5046	6045	4295	4037	3993	3534
ATP5IF1	5	28	9	31	2	5
ATP5MC1	7775	9364	6858	5227	4483	3929
ATP5MC2	10347	11899	10104	10846	9197	7497
ATP5MC3	9949	12663	10106	9303	8612	7488
ATP5ME	4622	5002	3675	3085	3244	2705
ATP5MF	5534	7455	5128	5002	4365	3844
ATP5MF-PTCD1	24	43	18	53	64	13
ATP5MG	7265	9413	7875	8805	7918	6133
ATP5MGL	99	87	70	68	78	59
ATP5MJ	8191	9429	6963	6632	5553	4866
ATP5MK	1224	1373	1079	1099	864	872
ATP5PB	5484	6673	5442	6397	5413	4190
ATP5PD	2786	3123	2638	2457	2355	2150
ATP5PF	9185	11100	8322	7956	6730	5886
ATP5PO	10896	14159	10786	10942	10670	9038
ATP6AP1	2049	2659	2116	2453	2488	1746
ATP6AP2	1483	1877	1152	1657	1594	1218
ATP6V0A1	568	757	698	452	528	399
ATP6V0A2	234	287	261	277	326	235
ATP6V0A4	0	0	0	0	0	0
ATP6V0B	3824	5220	3753	3599	4040	1983
ATP6V0C	14044	18044	13734	11104	10460	7500
ATP6V0D1	541	833	728	678	542	503
ATP6V0D2	0	0	0	0	0	0
ATP6V0E1	2492	3046	2424	1265	1291	860
ATP6V0E2	1560	2051	1671	1457	1390	1088
ATP6V1A	1877	1995	1875	1534	1373	951
ATP6V1B1	0	2	0	0	0	0
ATP6V1B2	712	784	680	877	676	593
ATP6V1C1	314	293	237	220	165	109
ATP6V1C2	20	15	6	15	4	52
ATP6V1D	1290	1272	1342	1245	1062	906
ATP6V1E1	2299	2790	2149	2333	2091	1704
ATP6V1E2	6	7	13	2	25	9
ATP6V1F	2991	3509	3073	3397	2452	2253
ATP6V1FNB	33	18	24	5	0	0
ATP6V1G1	4234	5050	4069	3471	3411	2451
ATP6V1G2	0	0	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	288	373	322	594	391	147
ATP7A	148	164	104	188	54	104
ATP7B	82	140	107	44	49	7
ATP8A1	76	106	83	79	157	42
ATP8A2	20	15	12	7	9	0
ATP8B1	4	14	29	15	12	30
ATP8B2	139	307	201	75	77	121
ATP8B3	13	4	0	19	0	0
ATP8B4	0	1	4	0	22	0
ATP9A	469	407	286	386	431	138
ATP9B	111	155	101	123	107	58
ATPAF1	1965	2626	1591	1251	1612	1241
ATPAF2	314	313	178	208	340	228
ATPSCKMT	275	315	228	225	145	129
ATR	199	285	189	278	190	150
ATRAID	1271	1430	1176	1045	1003	817
ATRIP	120	92	142	201	246	84
ATRN	59	104	127	78	107	63
ATRNL1	97	153	139	135	117	46
ATRX	2624	3096	2428	3072	2750	2406
ATXN1	120	189	139	82	100	116
ATXN10	1857	2025	1646	1784	1830	1554
ATXN1L	69	91	103	101	29	41
ATXN2	1440	1611	1155	1249	1416	922
ATXN2L	880	1075	926	1285	955	791
ATXN3	368	381	379	309	307	264
ATXN3L	0	0	0	0	0	0
ATXN7	111	186	108	154	215	211
ATXN7L1	111	212	136	100	217	122
ATXN7L2	105	97	91	119	139	103
ATXN7L3	258	313	218	225	191	112
ATXN7L3B	1067	1361	1054	1089	906	741
AUH	35	78	65	130	109	50
AUNIP	205	275	233	443	342	377
AUP1	1241	1428	1096	932	791	967
AURKA	790	1144	859	769	499	838
AURKAIP1	4349	5245	3778	3291	3304	2675
AURKB	3296	4587	3300	5800	4186	3154
AURKC	44	26	10	29	27	52
AUTS2	895	1203	895	861	1035	536
AVEN	291	311	257	253	165	183
AVIL	0	0	0	0	0	0
AVL9	116	107	112	176	255	128
AVP	0	0	0	0	0	0
AVPI1	200	215	182	319	210	183
AVPR1A	0	14	1	0	8	0
AVPR1B	0	8	0	0	0	0
AVPR2	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0
AWAT2	0	0	0	0	0	0
AXDND1	0	0	0	0	0	0
AXIN1	231	181	193	263	272	146
AXIN2	72	33	37	43	26	0
AXL	0	0	0	0	0	0
AZGP1	0	0	0	0	0	0
AZI2	423	467	339	372	466	316
AZIN1	439	468	394	583	418	451
AZIN2	4	25	11	2	15	22
AZU1	0	0	0	0	0	0
B2M	40	47	88	61	19	36
B3GALNT1	32	57	23	29	0	33
B3GALNT2	0	0	0	0	0	0
B3GALT1	0	0	0	0	0	0
B3GALT2	0	0	0	0	0	0
B3GALT4	0	0	0	0	0	0
B3GALT5	38	8	7	15	1	0
B3GALT6	1275	1551	931	1234	931	812
B3GALT9	74	100	56	31	38	15
B3GAT1	16	29	41	0	4	1
B3GAT2	105	54	48	3	37	27
B3GAT3	147	211	82	140	113	78
B3GLCT	133	158	86	87	65	65
B3GNT2	96	43	62	126	29	100
B3GNT3	0	3	0	0	0	0
B3GNT4	2	55	45	47	42	92
B3GNT5	160	107	108	58	52	22
B3GNT6	0	0	0	0	0	0
B3GNT7	0	0	0	0	0	0
B3GNT8	0	6	0	0	14	0
B3GNT9	0	9	0	0	2	0
B3GNTL1	33	2	17	14	10	0
B4GALNT1	41	51	66	69	80	1
B4GALNT2	0	0	0	0	0	0
B4GALNT3	38	34	44	80	40	64
B4GALNT4	44	66	37	37	15	11
B4GALT1	358	427	279	410	343	283
B4GALT2	559	661	634	567	378	215
B4GALT3	673	741	653	579	654	282
B4GALT4	145	136	139	203	132	141
B4GALT5	548	626	381	162	117	151
B4GALT6	86	168	121	141	21	90
B4GALT7	386	433	272	208	181	167
B4GAT1	739	684	746	515	472	288
B9D1	170	273	180	171	236	89
B9D2	45	29	39	83	39	35
BAALC	2	2	23	7	0	0
BAAT	1	0	0	0	0	0
BABAM1	2891	3104	2487	2530	2043	1920
BABAM2	265	437	343	201	435	170
BACE1	293	359	242	189	160	37
BACE2	1504	1760	1311	1149	1064	576
BACH1	372	467	248	381	423	330
BACH2	0	0	0	0	28	2
BAD	541	703	444	411	415	352
BAG1	607	602	591	483	453	403
BAG2	737	882	592	872	747	810
BAG3	359	480	402	367	379	256
BAG4	529	591	404	300	335	398
BAG5	504	623	450	747	592	386
BAG6	0	2	0	0	0	0
BAHCC1	71	70	54	28	53	120
BAHD1	300	412	296	316	231	226
BAIAP2	99	125	176	95	195	32
BAIAP2L1	568	718	553	502	763	352
BAIAP2L2	0	0	0	0	0	0
BAIAP3	0	0	0	11	0	0
BAK1	14	20	15	84	12	7
BAMBI	412	277	362	370	272	463
BANF1	526	725	457	585	524	461
BANF2	0	0	0	0	0	0
BANK1	0	0	0	0	0	0
BANP	218	233	205	335	265	225
BAP1	287	341	300	187	190	176
BARD1	385	421	455	668	689	570
BARHL1	0	0	0	0	0	0
BARHL2	56	81	76	85	21	0
BARX1	9	24	0	5	0	0
BARX2	289	328	198	325	214	112
BASP1	6046	7165	5408	5516	4860	3787
BATF	0	0	0	0	0	0
BATF2	15	0	0	0	0	0
BATF3	422	416	297	312	321	227
BAX	44	52	52	31	56	24
BAZ1A	2391	3091	2238	3296	2774	2252
BAZ1B	342	372	375	412	529	270
BAZ2A	1155	1573	1143	934	1234	896
BAZ2B	8	41	3	43	20	18
BBC3	233	367	280	374	271	434
BBIP1	529	463	383	288	295	418
BBLN	141	176	128	211	115	43
BBOF1	0	19	35	12	26	9
BBOX1	0	0	0	0	0	0
BBS1	225	206	173	170	165	86
BBS10	78	100	113	90	66	85
BBS12	22	75	20	19	15	2
BBS2	403	480	333	278	494	384
BBS4	314	477	338	492	398	400
BBS5	16	31	25	62	41	13
BBS7	104	126	169	147	107	132
BBS9	64	102	63	66	59	35
BBX	1061	1218	914	923	688	433
BCAM	1	1	0	0	0	0
BCAN	0	0	0	0	0	0
BCAP29	25	52	47	56	59	21
BCAP31	586	698	561	650	652	416
BCAR1	0	5	12	0	10	22
BCAR3	20	16	38	18	17	7
BCAS1	0	12	4	2	0	0
BCAS2	1075	1142	934	974	1041	809
