gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
NKX1-2	5	19	20	0	13	0
NKX2-1	66	185	145	125	61	53
NKX2-2	99	86	44	41	55	67
NKX2-3	0	0	0	0	0	0
NKX2-4	6	41	11	36	8	1
NKX2-5	196	263	160	214	166	126
NKX2-6	0	0	0	0	0	0
NKX2-8	50	14	26	12	74	55
NKX3-1	219	204	134	106	185	184
NKX3-2	7	12	20	33	61	11
NKX6-1	33	70	44	8	55	0
NKX6-2	8	6	0	6	13	0
NKX6-3	0	0	0	0	0	0
NLE1	245	240	168	254	248	166
NLGN1	17	28	25	5	37	1
NLGN2	0	0	0	0	0	0
NLGN3	1	5	0	0	0	0
NLGN4X	0	0	0	0	0	0
NLGN4Y	0	0	0	0	0	0
NLK	206	175	185	123	57	35
NLN	239	395	217	187	178	70
NLRC3	0	0	0	0	0	0
NLRC4	0	0	0	0	0	0
NLRC5	13	10	7	0	28	0
NLRP1	153	122	63	114	93	77
NLRP10	0	0	0	0	0	0
NLRP11	0	10	0	0	0	6
NLRP12	0	0	0	0	0	0
NLRP13	0	0	0	0	0	0
NLRP14	0	0	0	0	0	0
NLRP2	0	0	0	0	0	0
NLRP2B	0	0	0	0	0	0
NLRP3	0	0	0	0	0	0
NLRP4	0	0	0	0	0	0
NLRP5	0	0	0	0	0	0
NLRP6	0	0	0	0	0	0
NLRP7	0	0	0	0	0	0
NLRP8	0	1	0	0	0	0
NLRP9	0	0	0	0	0	0
NLRX1	84	68	64	22	6	14
NMB	25	60	16	10	11	15
NMBR	0	0	0	0	0	0
NMD3	138	112	150	114	69	59
NME1	817	945	698	868	952	594
NME1-NME2	1211	1609	944	1002	999	705
NME2	1211	1609	944	1002	999	705
NME3	111	166	175	143	44	77
NME4	294	305	273	107	71	74
NME5	31	4	1	48	0	17
NME6	424	365	240	244	307	135
NME7	85	110	35	37	167	28
NME8	0	0	0	0	0	0
NME9	0	6	0	0	0	0
NMI	0	10	24	16	0	18
NMNAT1	46	34	34	55	93	51
NMNAT2	1	0	0	5	0	0
NMNAT3	21	5	8	4	0	0
NMRAL1	0	0	0	0	0	0
NMRK1	9	0	10	2	0	0
NMRK2	0	0	0	0	18	0
NMS	0	0	0	0	0	0
NMT1	326	490	322	460	357	283
NMT2	116	172	173	107	58	87
NMU	104	133	110	90	48	117
NMUR1	0	0	0	8	0	0
NMUR2	0	0	0	0	0	3
NNAT	0	0	0	0	0	0
NNMT	0	0	2	0	0	0
NNT	115	66	37	83	64	62
NOA1	199	232	203	158	253	204
NOB1	1635	1777	1532	1501	1442	1266
NOC2L	72	158	103	235	207	128
NOC3L	115	111	100	184	133	80
NOC4L	0	0	0	3	0	0
NOCT	57	90	64	139	54	25
NOD1	10	7	11	2	0	0
NOD2	14	0	6	18	0	0
NODAL	0	0	0	0	0	0
NOG	59	56	47	96	86	84
NOL10	255	339	233	214	83	147
NOL11	504	567	498	709	500	386
NOL12	468	580	358	577	457	368
NOL3	11	19	18	7	0	0
NOL4	51	64	57	123	62	44
NOL4L	28	70	41	45	0	22
NOL6	97	106	82	147	108	48
NOL7	1002	1009	862	784	588	589
NOL8	328	420	270	417	451	435
NOL9	360	457	396	393	424	202
NOLC1	1175	1508	1165	1587	1376	1269
NOM1	137	145	107	176	163	23
NOMO1	0	0	0	0	0	0
NOMO2	1	4	10	4	0	0
NOMO3	0	0	0	0	0	0
NONO	1403	1684	1161	1531	1344	739
NOP10	1145	1222	816	720	665	578
NOP14	260	247	185	236	160	180
NOP16	870	1006	615	973	811	598
NOP2	646	960	676	825	769	766
NOP53	4	21	9	20	12	44
NOP56	575	712	499	1256	1115	875
NOP58	858	1011	794	1644	1262	870
NOP9	0	0	0	0	0	0
NOPCHAP1	341	446	239	386	265	191
NOS1	0	0	4	0	0	0
NOS1AP	19	5	8	24	46	9
NOS2	10	22	6	0	0	0
NOS3	0	1	0	0	0	0
NOSIP	52	67	38	61	83	53
NOSTRIN	0	0	0	0	0	0
NOTCH1	19	8	20	44	37	10
NOTCH2	142	206	183	71	89	112
NOTCH2NLA	0	14	0	0	0	0
NOTCH2NLB	0	0	0	0	0	0
NOTCH2NLC	0	1	0	7	24	0
NOTCH2NLR	0	0	0	0	0	0
NOTCH3	16	26	8	0	26	0
NOTCH4	0	0	0	0	0	0
NOTO	0	0	0	0	0	0
NOTUM	0	2	0	0	0	1
NOVA1	15	53	44	3	29	0
NOVA2	4	2	23	0	0	0
NOX1	0	0	0	0	0	0
NOX3	0	0	0	0	0	0
NOX4	0	7	0	0	0	0
NOX5	0	0	0	0	0	0
NOXA1	0	0	0	0	0	0
NOXO1	0	0	0	0	0	0
NOXRED1	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0
NPAS1	1	13	0	0	0	0
NPAS2	5	3	8	0	0	0
NPAS3	3	12	0	0	6	0
NPAS4	0	0	0	0	0	0
NPAT	192	241	162	286	241	178
NPB	0	0	0	0	0	7
NPBWR1	6	0	0	0	0	0
NPBWR2	0	0	0	0	0	0
NPC1	104	93	46	157	106	45
NPC1L1	0	0	0	0	6	0
NPC2	86	96	95	211	76	107
NPDC1	6	25	16	0	19	0
NPEPL1	0	4	0	0	0	0
NPEPPS	290	362	234	228	252	191
NPFF	12	0	3	0	0	0
NPFFR1	0	0	0	0	0	0
NPFFR2	0	0	0	0	0	0
NPHP1	26	54	47	34	17	24
NPHP3	25	60	59	25	33	19
NPHP3-ACAD11	53	122	108	108	103	104
NPHP4	13	14	35	31	41	1
NPHS1	0	0	0	0	0	0
NPHS2	0	0	0	0	0	0
NPIPA1	0	0	0	0	0	0
NPIPA3	0	0	0	0	0	0
NPIPA5	0	0	0	0	0	0
NPIPA7	0	0	0	0	0	0
NPIPA8	0	0	0	0	0	0
NPIPA9	0	0	0	0	0	0
NPIPB11	0	0	0	0	0	0
NPIPB12	0	0	0	15	0	0
NPIPB13	0	0	0	0	0	0
NPIPB15	0	0	0	0	0	0
NPIPB2	3	4	0	6	0	0
NPIPB3	0	0	0	0	0	0
NPIPB4	0	0	0	0	0	0
NPIPB5	0	0	0	0	0	0
NPIPB6	0	0	0	0	0	0
NPIPB7	0	0	0	0	0	0
NPIPB8	0	0	0	0	0	0
NPIPB9	0	0	0	0	0	0
NPL	3	12	14	11	20	0
NPLOC4	271	442	256	396	268	271
NPM1	2009	2463	1987	2477	1890	1943
NPM2	0	0	0	0	0	0
NPM3	388	428	322	499	378	432
NPNT	0	19	36	14	7	0
NPPA	0	0	0	0	0	0
NPPB	0	3	0	14	0	0
NPPC	75	100	99	123	164	72
NPR1	0	0	0	0	0	0
NPR2	0	19	9	0	38	0
NPR3	0	0	4	9	0	7
NPRL2	7	75	74	35	84	106
NPRL3	39	143	64	64	76	14
NPS	0	0	0	0	0	0
NPSR1	0	0	0	0	0	0
NPTN	448	530	358	293	197	234
NPTX1	435	402	297	183	203	89
NPTX2	45	120	100	60	33	53
NPTXR	3	3	9	0	1	0
NPVF	0	0	0	0	0	0
NPW	0	0	0	0	0	0
NPY	0	0	0	0	0	0
NPY1R	0	0	0	0	0	0
NPY2R	0	0	0	0	0	0
NPY4R	0	0	0	0	0	0
NPY4R2	0	0	0	0	0	0
NPY5R	0	0	0	0	0	0
NQO1	31	70	25	19	26	74
NQO2	49	64	105	21	74	4
NR0B1	0	0	0	0	0	0
NR0B2	0	0	0	0	0	0
NR1D1	10	39	9	19	63	28
NR1D2	131	175	170	137	103	26
NR1H2	44	43	58	87	49	18
NR1H3	6	1	10	37	0	18
NR1H4	0	0	0	0	0	0
NR1I2	0	0	0	0	0	0
NR1I3	0	0	0	0	0	0
NR2C1	107	151	134	93	118	68
NR2C2	53	65	49	61	2	21
NR2C2AP	221	283	167	262	190	228
NR2E1	34	25	36	33	1	49
NR2E3	0	6	0	0	0	0
NR2F1	1056	1213	1114	782	514	542
NR2F2	1073	1483	1025	1329	890	716
NR2F6	385	569	480	392	261	165
NR3C1	587	560	476	469	451	169
NR3C2	43	73	24	4	66	40
NR4A1	24	57	22	146	145	75
NR4A2	32	55	12	54	77	26
NR4A3	0	12	15	20	17	51
NR5A1	0	0	0	0	0	0
NR5A2	16	27	7	25	59	28
NR6A1	131	174	97	82	48	43
NRAP	0	0	0	0	0	0
NRARP	574	576	509	352	428	223
NRAS	200	339	225	114	124	59
NRBF2	148	150	170	145	123	42
NRBP1	162	206	142	111	93	69
NRBP2	0	0	4	0	0	2
NRCAM	29	14	9	12	17	0
NRDC	49	73	43	42	52	60
NRDE2	136	242	143	140	166	79
NREP	30	10	4	0	1	0
NRF1	87	110	82	167	161	153
NRG1	0	1	0	0	0	0
NRG2	33	23	10	0	10	13
NRG3	0	0	0	0	0	0
NRG4	38	13	10	0	0	25
NRGN	10	18	10	47	1	0
NRIP1	65	127	115	82	62	69
NRIP2	0	0	0	0	0	0
NRIP3	42	43	25	26	30	20
NRK	0	0	0	0	0	0
NRL	0	0	0	0	0	0
NRM	0	0	0	0	0	0
NRN1	209	353	206	275	185	148
NRN1L	0	14	21	4	0	0
NRP1	127	205	202	146	188	90
NRP2	50	58	36	19	20	9
NRROS	0	0	0	0	0	0
NRSN1	0	0	0	0	0	0
NRSN2	10	34	10	6	26	0
NRTN	0	13	0	0	1	0
NRXN1	0	0	11	0	0	0
NRXN2	5	0	10	0	0	0
NRXN3	123	162	102	99	106	115
NSA2	456	535	327	445	419	286
NSD1	656	832	521	425	478	245
NSD2	304	385	231	365	235	313
NSD3	313	280	170	105	153	102
NSDHL	325	246	211	363	394	244
NSF	0	0	0	0	0	23
NSFL1C	329	477	321	279	352	343
NSG1	24	104	24	15	32	36
NSG2	0	0	0	0	0	0
NSL1	591	618	455	438	337	284
NSMAF	59	67	2	30	52	30
NSMCE1	153	151	117	244	91	57
NSMCE2	210	214	128	181	223	183
NSMCE3	0	0	9	14	0	0
NSMCE4A	122	312	165	237	163	151
NSMF	6	5	0	0	0	0
NSRP1	582	686	474	960	799	642
NSUN2	764	832	651	773	735	544
NSUN3	125	133	72	92	59	66
NSUN4	226	283	234	501	329	147
NSUN5	308	299	230	296	309	195
NSUN6	90	135	107	370	190	120
NSUN7	0	0	0	0	0	0
NT5C	138	123	175	191	213	159
NT5C1A	6	13	5	0	12	0
NT5C1B	0	0	0	0	0	0
NT5C1B-RDH14	1	3	0	0	0	0
NT5C2	70	65	56	45	96	2
NT5C3A	194	306	213	240	202	132
NT5C3B	347	360	264	302	182	150
NT5DC1	153	125	130	113	70	38
NT5DC2	131	182	127	70	48	97
NT5DC3	114	85	61	52	21	44
NT5DC4	0	0	0	0	0	0
NT5E	0	3	0	0	0	0
NT5M	17	33	7	4	38	37
NTAN1	0	0	0	0	0	0
NTAQ1	58	60	35	61	67	26
NTF3	0	7	0	0	11	0
NTF4	0	0	0	0	0	0
NTHL1	58	151	104	85	55	45
NTM	0	0	0	0	0	0
NTMT1	327	309	253	552	357	373
NTMT2	18	13	5	0	0	0
NTN1	101	103	88	22	41	92
NTN3	0	0	0	0	0	0
NTN4	21	34	10	17	0	4
NTN5	0	0	0	0	0	0
NTNG1	0	0	0	0	0	0
NTNG2	0	4	8	27	0	0
NTPCR	303	271	242	319	212	240
NTRK1	0	0	0	0	0	1
NTRK2	0	0	0	0	2	0
NTRK3	0	0	0	0	0	0
NTS	10	18	1	9	8	40
NTSR1	0	0	0	0	0	0
NTSR2	0	0	0	0	0	0
NUAK1	257	321	231	337	310	174
NUAK2	12	12	9	0	17	6
NUB1	522	617	424	610	398	217
NUBP1	279	349	175	271	385	227
NUBP2	228	189	211	123	187	10
NUBPL	233	315	147	149	174	80
NUCB1	50	28	15	70	75	68
NUCB2	206	181	119	222	212	237
NUCKS1	5548	7669	5057	4228	3904	4002
NUDC	515	577	602	568	514	454
NUDCD1	107	189	102	76	119	45
NUDCD2	281	250	208	216	82	134
NUDCD3	78	89	61	130	175	41
NUDT1	29	109	80	32	24	54
NUDT10	94	122	91	84	85	54
NUDT11	126	297	214	129	195	99
NUDT12	128	150	140	103	78	143
NUDT13	0	0	0	0	0	0
NUDT14	22	48	0	0	0	7
NUDT15	200	235	160	112	101	201
NUDT16	128	115	76	113	107	86
NUDT16L1	196	188	230	494	331	245
NUDT17	15	8	23	29	11	62
NUDT18	27	10	25	33	63	26
NUDT19	552	682	587	486	317	316
NUDT2	45	109	94	119	64	90
NUDT21	298	479	385	305	213	209
NUDT22	129	129	113	84	104	127
NUDT3	357	396	296	221	290	162
NUDT4	242	318	247	88	136	37
NUDT4B	4	0	3	0	0	0
NUDT5	422	450	396	453	261	480
NUDT6	47	63	50	92	56	0
NUDT7	7	69	10	43	44	45
NUDT8	27	55	35	21	27	21
NUDT9	52	73	54	107	42	32
NUF2	116	179	110	173	213	147
NUFIP1	114	128	94	177	182	68
NUFIP2	891	1113	876	629	744	457
NUGGC	0	0	0	0	0	0
NUMA1	22	3	31	1	10	16
NUMB	46	86	44	91	20	94
NUMBL	169	146	99	131	72	50
NUP107	322	345	212	211	256	285
NUP133	248	283	151	274	197	197
NUP153	305	365	276	210	257	216
NUP155	568	586	469	680	430	448
NUP160	0	0	0	0	0	0
NUP188	191	263	241	199	215	145
NUP205	120	214	127	146	185	133
NUP210	162	128	60	88	51	36
NUP210L	0	0	0	0	0	0
NUP214	118	94	126	132	104	98
NUP35	172	236	204	228	190	155
NUP37	281	380	277	421	447	191
NUP42	165	230	149	181	161	169
NUP43	121	147	112	97	106	90
NUP50	503	720	549	378	529	232
NUP54	311	402	271	318	215	174
NUP58	176	317	240	131	196	96
NUP62	1193	1416	1146	969	887	672
NUP62CL	12	10	4	26	0	0
NUP85	293	202	198	189	186	230
NUP88	300	228	226	262	345	201
NUP93	569	733	482	820	906	558
NUP98	217	301	192	369	268	109
NUPR1	0	8	4	32	33	16
NUPR2	0	0	0	0	0	0
NUS1	231	222	195	138	106	110
NUSAP1	755	850	647	754	589	555
NUTF2	409	381	359	263	308	250
NUTM1	0	0	0	0	0	0
NUTM2A	0	0	0	0	0	0
NUTM2B	0	0	0	0	0	0
NUTM2D	0	0	0	0	0	0
NUTM2E	0	0	0	0	0	0
NUTM2F	0	0	0	0	0	0
NUTM2G	0	0	0	0	0	0
NVL	254	411	187	397	310	360
NWD1	0	0	0	0	0	0
NWD2	0	0	0	0	0	0
NXF1	135	271	143	225	184	87
NXF2	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0
NXF3	0	0	0	0	0	0
NXN	184	229	168	193	195	245
NXNL1	0	0	0	0	0	0
NXNL2	1	0	0	0	0	0
NXPE1	0	0	0	0	0	0
NXPE2	0	0	0	0	0	0
NXPE3	140	119	100	11	28	33
NXPE4	0	0	0	0	0	0
NXPH1	0	0	0	0	0	0
NXPH2	3	13	0	13	0	0
NXPH3	2	0	7	0	0	0
NXPH4	16	36	32	9	19	21
NXT1	633	834	629	975	808	783
NXT2	27	53	39	32	22	22
NYAP1	3	0	2	0	0	0
NYAP2	0	0	0	0	0	0
NYNRIN	9	5	6	0	0	0
NYX	0	0	0	0	0	0
OAF	69	104	59	70	18	43
OARD1	114	125	171	195	144	82
OAS1	0	0	0	0	0	0
OAS2	0	0	0	0	0	0
OAS3	10	7	14	17	22	0
OASL	0	0	0	0	0	0
OAT	327	360	216	211	263	158
OAZ1	3024	3591	2709	2544	2283	1925
OAZ2	169	215	161	97	82	89
OAZ3	0	0	9	11	0	0
OBI1	343	271	233	302	232	264
OBP2A	0	0	0	0	0	0
OBP2B	0	0	0	0	0	0
OBSCN	0	0	6	11	18	1
OBSL1	128	169	104	152	168	61
OC90	0	0	0	0	0	0
OCA2	0	4	0	0	0	0
OCEL1	43	37	13	28	9	32
OCIAD1	416	554	438	365	424	210
OCIAD2	181	212	144	272	77	262
OCLN	0	4	0	0	0	0
OCM	0	0	0	0	0	0
OCM2	0	0	0	0	0	0
OCRL	106	203	92	154	66	118
OCSTAMP	0	0	0	0	0	0
ODAD1	0	0	0	0	0	0
ODAD2	13	11	2	22	0	27
ODAD3	11	1	0	8	0	0
ODAD4	1	4	0	3	32	12
ODAM	0	0	0	0	0	0
ODAPH	9	0	0	0	0	0
ODC1	819	835	691	287	224	188
ODF1	0	0	0	0	0	0
ODF2	57	72	66	72	33	3
ODF2L	118	154	129	103	107	91
ODF3	0	0	0	0	0	0
ODF3B	0	0	0	0	0	0
ODF3L1	0	4	0	0	0	0
ODF3L2	0	0	0	0	0	0
ODF4	0	0	0	0	0	0
ODR4	131	142	69	153	164	104
OFD1	67	78	60	103	86	14
OGA	201	220	114	95	158	205
OGDH	94	59	45	62	52	24
OGDHL	0	4	1	0	0	0
OGFOD1	394	469	349	670	653	499
OGFOD2	42	112	84	105	52	82
OGFOD3	125	100	98	90	68	22
OGFR	126	243	213	201	162	36
OGFRL1	44	62	23	13	51	34
OGG1	66	76	46	85	26	20
OGN	0	0	0	0	0	0
OGT	145	102	52	71	41	62
OIP5	205	257	208	154	139	40
OIT3	0	0	0	0	0	0
OLA1	293	284	162	171	136	94
OLAH	0	0	0	0	0	0
OLFM1	9	23	0	27	3	21
OLFM2	0	0	0	0	0	0
OLFM3	0	0	0	0	0	0
OLFM4	0	0	0	0	0	0
OLFML1	0	0	0	0	0	0
OLFML2A	0	1	0	0	0	0
OLFML2B	6	2	0	0	0	0
OLFML3	0	1	0	0	0	0
OLIG1	53	102	83	55	42	0
OLIG2	96	228	126	193	163	123
OLIG3	0	0	0	0	0	0
OLR1	0	0	0	0	0	0
OMA1	84	44	41	30	21	35
OMD	0	0	0	0	0	0
OMG	0	0	0	0	0	0
ONECUT1	0	21	11	0	19	0
ONECUT2	286	348	209	169	119	183
ONECUT3	0	0	0	0	0	0
OOEP	0	0	0	0	0	0
OOSP1	0	0	0	0	0	0
OOSP2	0	0	0	0	0	0
OOSP3	0	0	0	0	0	0
OOSP4A	0	0	0	0	0	0
OOSP4B	0	0	0	0	0	0
OPA1	179	163	134	225	67	31
OPA3	198	269	143	108	205	106
OPALIN	0	0	0	0	0	0
OPCML	0	0	0	0	0	0
OPHN1	42	86	71	48	26	73
OPLAH	0	0	0	0	0	0
OPN1LW	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0
OPN1SW	0	0	0	0	0	0
OPN3	9	6	3	0	0	0
OPN4	0	0	0	0	0	0
OPN5	0	0	0	0	0	0
OPRD1	66	17	8	33	35	27
OPRK1	0	0	0	0	0	0
OPRL1	0	0	0	0	0	0
OPRM1	0	0	1	0	0	0
OPRPN	0	0	0	0	0	0
OPTC	0	0	0	0	0	0
OPTN	116	154	109	116	70	97
OR10A2	0	0	0	0	0	0
OR10A3	0	0	0	0	0	0
OR10A4	0	0	0	0	0	0
OR10A6	0	0	0	0	0	0
OR10AC1	0	0	0	0	0	0
OR10AG1	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0
OR10D3	0	0	0	0	0	0
OR10G2	0	0	0	0	0	0
OR10G3	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0
OR10H1	0	0	0	0	0	0
OR10H2	0	0	0	0	0	0
OR10H4	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0
OR10J1	0	0	0	0	0	0
OR10K1	0	0	0	0	0	0
OR10K2	0	0	0	0	0	0
OR10Q1	0	0	0	0	0	0
OR10R2	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0
OR10W1	0	0	0	0	0	0
OR10Z1	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0
OR11G2	0	0	0	0	0	0
OR11H2	0	0	0	0	0	0
OR11H4	0	0	0	0	0	0
OR12D1	0	0	0	0	0	0
OR12D2	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0
OR13A1	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0
OR13G1	0	0	0	0	0	0
OR14A16	0	0	0	0	0	0
OR14A2	0	0	0	0	0	0
OR14I1	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0
OR14L1P	0	0	0	0	0	0
OR1A1	0	0	0	0	0	0
OR1C1	0	0	0	0	0	0
OR1D2	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0
OR1F1	0	0	0	0	0	0
OR1I1	0	0	0	0	0	0
OR1L8	0	0	0	0	0	0
OR1M1	0	0	0	0	0	0
OR1N2	0	0	0	0	0	0
OR1S1	0	0	0	0	0	0
OR1S2	0	0	0	0	0	0
OR2A1	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0
OR2A14	0	0	0	0	0	0
OR2A25	0	0	0	0	0	0
OR2A4	0	0	0	0	0	0
OR2A42	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0
OR2A7	0	0	0	0	0	0
OR2AG1	0	0	0	0	0	0
OR2AG2	2	0	5	0	0	0
OR2AJ1	0	0	0	0	0	0
OR2AK2	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0
OR2AT4	0	0	0	0	0	0
OR2B11	0	0	0	0	0	0
OR2B2	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0
OR2C1	0	0	0	0	0	0
OR2C3	0	0	0	0	0	0
OR2F1	0	0	0	0	0	0
OR2G6	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0
OR2I1P	0	0	0	0	0	0
OR2J1	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0
OR2K2	0	0	0	0	0	0
OR2L13	0	0	0	0	0	0
OR2L2	0	0	0	0	0	0
OR2L3	0	0	0	0	0	0
OR2L5	0	0	0	0	0	0
OR2M2	0	0	0	0	0	0
OR2M3	0	0	0	0	0	0
OR2M4	0	0	0	0	0	0
OR2S2	0	0	0	0	0	0
OR2T1	0	0	0	0	0	0
OR2T10	0	0	0	0	0	0
OR2T11	0	0	0	0	0	0
OR2T12	0	0	0	0	0	0
OR2T2	0	0	0	0	0	0
OR2T27	0	0	0	0	0	0
OR2T29	0	0	0	0	0	0
OR2T33	0	0	0	0	0	0
OR2T35	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0
OR2T6	0	0	0	0	0	0
OR2T7	0	0	0	0	0	0
OR2T8	0	0	0	0	0	0
OR2V1	0	0	0	0	0	0
OR2V2	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0
OR3A1	0	0	0	0	0	0
OR3A2	0	0	0	0	0	0
OR3A3	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0
OR4D1	10	27	14	22	3	67
OR4D10	0	0	0	0	0	0
OR4D2	0	0	0	0	0	0
OR4D9	0	0	0	0	0	0
OR4E1	0	0	0	0	0	0
OR4E2	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0
OR4F17	0	0	0	0	0	0
OR4F3	0	0	0	0	0	0
OR4F4	0	0	0	0	0	0
OR4F5	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0
OR4K1	0	0	0	0	0	0
OR4K13	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0
OR4K17	0	0	0	0	0	0
OR4K2	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0
OR4M2B	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0
OR4N4C	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0
OR4P4	0	0	0	0	0	0
OR4Q2	0	0	0	0	0	0
OR4Q3	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
OR51C1P	0	0	0	0	0	0
OR51D1	0	0	0	0	0	0
OR51E1	0	0	0	0	0	0
OR51E2	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0
OR51I2	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0
OR51Q1	0	0	0	0	0	0
OR52A1	0	0	0	0	0	0
OR52A5	0	0	0	0	0	0
OR52B4	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0
OR52E4	0	0	0	0	0	0
OR52E5	0	0	0	0	0	0
OR52E6	0	0	0	0	0	0
OR52H1	0	0	0	0	0	0
OR52I2	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0
OR52K2	0	0	0	0	0	0
OR52L1	0	0	0	0	0	0
OR52N1	0	0	0	0	0	0
OR52N2	0	0	0	0	0	0
OR52N4	0	0	0	0	0	0
OR52N5	0	0	0	0	0	0
OR56A1	0	0	0	0	0	0
OR56A3	0	0	0	0	0	0
OR56A4	0	0	0	0	0	0
OR56B1	0	0	0	0	0	0
OR56B2P	0	0	0	0	0	0
OR56B4	0	0	0	0	0	0
OR5A1	0	0	0	0	0	0
OR5A2	0	0	0	0	0	0
OR5AN1	0	0	0	0	0	0
OR5AS1	0	0	0	0	0	0
OR5AU1	0	0	0	0	0	0
OR5B12	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0
OR5B2	0	0	0	0	0	0
OR5B21	0	0	0	0	0	0
OR5B3	0	0	0	0	0	0
OR5D3P	0	0	0	0	0	0
OR5H1	0	0	0	0	0	0
OR5H14	0	0	0	0	0	0
OR5H15	0	0	0	0	0	0
OR5H2	0	0	0	0	0	0
OR5H6	0	0	0	0	0	0
OR5K1	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0
OR5M1	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0
OR5T2	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0
OR6A2	0	9	1	0	0	0
OR6B1	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0
OR6F1	0	0	0	0	0	0
OR6J1	0	0	0	0	0	0
OR6K3	0	0	0	0	0	0
OR6K6	0	0	0	0	0	0
OR6N1	0	0	0	0	0	0
OR6N2	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0
OR6Y1	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0
OR7A5	0	0	0	0	0	0
OR7C1	0	0	0	0	0	0
OR7D2	0	0	0	0	0	0
OR7D4	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0
OR8A1	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0
OR8D1	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0
OR8G1	0	0	0	0	0	0
OR8G3P	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0
OR8H1	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0
OR8J2	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0
OR9G1	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0
OR9H1P	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0
OR9Q1	0	0	0	0	0	0
OR9Q2	0	0	0	0	0	0
ORAI1	0	0	0	0	0	0
ORAI2	162	280	173	98	194	83
ORAI3	79	78	46	34	34	53
ORC1	84	172	129	164	122	124
ORC2	103	89	87	11	30	29
ORC3	62	38	93	95	106	51
ORC4	227	132	185	206	142	126
ORC5	270	300	282	396	469	419
ORC6	1191	1061	786	803	728	619
