gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
ANKRD61	3	7	6	0	0	0
ANKRD62	3	0	0	0	0	0
ANKRD63	46	26	20	36	59	32
ANKRD65	14	7	11	1	0	1
ANKRD66	0	0	0	0	0	0
ANKRD7	29	21	31	16	14	25
ANKRD9	248	204	232	162	181	168
ANKS1A	144	115	174	122	215	197
ANKS1B	19	8	12	1	8	2
ANKS3	188	134	133	138	232	117
ANKS4B	0	0	0	0	0	0
ANKS6	177	80	183	173	126	125
ANKUB1	0	0	0	0	0	0
ANKZF1	80	50	99	135	174	168
ANLN	436	286	303	255	466	404
ANO1	3	0	0	0	4	2
ANO10	158	144	199	142	178	135
ANO2	10	0	3	0	1	4
ANO3	0	0	0	0	0	0
ANO4	124	113	83	54	87	146
ANO5	100	118	136	110	178	148
ANO6	513	440	598	331	630	447
ANO7	60	43	45	20	21	12
ANO8	191	169	200	102	214	178
ANO9	0	0	0	0	0	0
ANOS1	103	65	135	89	143	95
ANP32A	6725	4655	6222	4173	6371	4929
ANP32B	10631	7755	9630	7174	11931	9544
ANP32D	1	6	10	0	13	0
ANP32E	2293	1821	2420	1957	2853	2202
ANPEP	0	0	0	0	3	4
ANTKMT	800	228	646	601	267	359
ANTXR1	325	193	378	211	311	197
ANTXR2	107	56	104	132	117	144
ANTXRL	0	0	0	0	0	0
ANXA1	47	13	18	18	24	39
ANXA10	0	0	0	0	0	0
ANXA11	2217	835	2061	1667	1037	1190
ANXA13	0	0	0	0	0	0
ANXA2	1496	1064	1411	1447	1454	1215
ANXA2R	38	10	72	28	49	71
ANXA3	77	15	56	21	50	70
ANXA4	140	114	145	110	186	90
ANXA5	1501	813	1661	1155	1927	1355
ANXA6	1112	332	852	963	528	523
ANXA7	1684	1251	1622	1247	1858	1288
ANXA8	3	0	0	0	1	0
ANXA8L1	0	0	0	0	0	0
ANXA9	17	1	1	15	3	2
AOAH	0	6	0	0	4	11
AOC1	0	0	0	0	0	0
AOC2	27	12	11	16	3	4
AOC3	0	1	7	0	10	7
AOPEP	294	208	338	208	380	338
AOX1	0	0	0	0	0	0
AP1AR	306	230	273	194	376	281
AP1B1	1823	1196	1899	1499	1248	1277
AP1G1	476	391	372	327	644	404
AP1G2	142	71	111	138	150	138
AP1M1	979	332	873	676	459	613
AP1M2	0	0	3	0	6	1
AP1S1	26	35	64	27	59	36
AP1S2	1219	991	1269	977	1361	1134
AP1S3	912	805	908	498	910	700
AP2A1	22	47	104	26	53	28
AP2A2	12	0	8	18	1	14
AP2B1	491	367	431	345	399	423
AP2M1	3541	1875	3358	2146	2070	2096
AP2S1	1472	797	1540	905	944	761
AP3B1	309	198	312	261	319	291
AP3B2	46	40	12	85	51	41
AP3D1	2530	2187	2610	2301	3155	2752
AP3M1	808	585	752	657	853	693
AP3M2	493	307	420	544	912	766
AP3S1	1128	924	1308	547	868	703
AP3S2	949	1023	947	926	1195	1130
AP4B1	85	60	53	113	194	110
AP4E1	261	193	358	233	310	225
AP4M1	137	121	97	151	154	151
AP4S1	276	215	266	226	219	227
AP5B1	218	187	257	140	238	122
AP5M1	343	203	320	187	265	215
AP5S1	895	785	989	871	1159	974
AP5Z1	64	73	82	103	134	148
APAF1	221	154	299	131	365	235
APBA1	0	0	0	0	0	0
APBA2	0	7	0	0	8	0
APBA3	104	24	113	33	39	54
APBB1	189	121	176	219	121	193
APBB1IP	6	0	19	24	0	0
APBB2	100	84	133	69	158	113
APBB3	33	21	37	76	20	27
APC	796	685	688	731	1173	1011
APC2	26	7	32	0	7	4
APCDD1	8	6	6	0	4	21
APCDD1L	0	0	0	0	0	0
APCS	0	0	0	0	0	0
APEH	513	402	662	476	514	478
APELA	3	1	0	0	0	0
APEX1	3644	1016	3278	2498	3128	2489
APEX2	326	203	206	328	277	250
APH1A	935	768	1088	640	843	685
APH1B	162	138	117	125	92	117
API5	752	470	696	565	657	494
APIP	365	68	305	227	340	201
APLF	7	36	33	4	48	19
APLN	6	2	20	46	8	4
APLNR	0	0	0	0	0	0
APLP1	288	102	262	223	101	178
APLP2	6756	5908	7414	4725	6632	5598
APMAP	1896	1710	2060	1332	1643	1277
APOA1	0	0	0	13	2	0
APOA2	11	15	14	0	0	4
APOA4	0	0	0	0	0	0
APOA5	0	0	0	0	0	0
APOB	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0
APOBEC3B	0	0	0	0	0	0
APOBEC3C	1764	1165	1818	1593	1360	1321
APOBEC3D	5	17	20	10	19	7
APOBEC3F	204	146	196	130	117	113
APOBEC3G	0	0	0	0	0	0
APOBEC3H	0	15	0	0	1	1
APOBEC4	0	0	0	0	0	0
APOBR	4	0	0	4	3	0
APOC1	231	179	287	225	226	138
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	7	8	0	0
APOD	0	9	0	0	0	0
APOE	82	39	17	55	37	33
APOF	0	0	7	0	0	0
APOH	0	0	0	0	0	0
APOL1	3	0	0	0	0	0
APOL2	90	97	94	53	109	78
APOL3	0	0	0	0	0	0
APOL4	0	0	0	0	0	0
APOL5	0	0	0	0	0	0
APOL6	1	2	1	8	4	9
APOLD1	1213	761	1116	858	1150	775
APOM	0	0	0	0	0	0
APOO	1421	912	1218	1040	1106	803
APOOL	870	591	764	608	796	657
APP	2308	1862	2199	1819	2889	2075
APPBP2	431	312	376	304	538	437
APPL1	408	298	352	207	473	342
APPL2	165	92	126	125	196	135
APRT	8074	5279	7330	4827	5521	4919
APTX	893	692	786	736	946	849
AQP1	0	0	2	17	0	0
AQP10	14	5	1	3	0	10
AQP11	9	12	10	0	9	0
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	49	31	52	0	56	27
AQP4	0	21	0	7	0	0
AQP5	0	0	0	0	0	0
AQP6	0	0	0	0	0	0
AQP7	0	0	0	0	0	2
AQP8	0	0	5	0	1	0
AQP9	0	0	0	0	0	0
AQR	713	461	678	619	793	723
AR	0	0	0	0	0	0
ARAF	693	301	637	371	390	414
ARAP1	455	209	440	133	132	168
ARAP2	50	40	30	24	54	58
ARAP3	3	3	11	10	11	3
ARC	94	49	76	194	128	196
ARCN1	736	465	916	883	1109	873
AREG	3	0	21	6	32	6
AREL1	187	141	172	186	152	117
ARF1	14469	10613	14788	9193	13033	10775
ARF3	1623	941	1625	1390	1277	1127
ARF4	1417	931	1341	930	1347	932
ARF5	337	287	456	362	535	294
ARF6	805	511	866	651	894	704
ARFGAP1	387	208	307	425	548	398
ARFGAP2	534	167	489	426	306	413
ARFGAP3	315	184	262	250	438	360
ARFGEF1	58	55	97	70	74	70
ARFGEF2	345	263	464	223	507	428
ARFGEF3	228	128	238	166	232	256
ARFIP1	290	248	214	261	321	207
ARFIP2	98	119	167	100	165	143
ARFRP1	233	74	208	398	203	218
ARG1	0	0	0	0	0	0
ARG2	530	504	573	419	737	576
ARGFX	0	0	0	0	0	0
ARGLU1	1491	1372	1726	1553	2425	2107
ARHGAP1	431	208	265	448	301	171
ARHGAP10	142	131	155	340	173	235
ARHGAP11A	0	0	0	0	0	0
ARHGAP11A-SCG5	0	0	0	0	0	0
ARHGAP11B	0	0	0	0	0	0
ARHGAP12	119	96	123	90	140	118
ARHGAP15	0	0	0	0	1	0
ARHGAP17	0	0	1	0	0	4
ARHGAP18	101	60	69	13	54	77
ARHGAP19	497	430	467	439	623	361
ARHGAP19-SLIT1	23	10	43	74	16	13
ARHGAP20	19	16	12	26	54	18
ARHGAP21	304	274	292	216	476	378
ARHGAP22	133	66	111	210	216	190
ARHGAP23	0	0	0	0	0	0
ARHGAP24	14	15	12	0	19	3
ARHGAP25	0	0	0	0	0	0
ARHGAP26	235	133	240	127	329	341
ARHGAP27	1	0	0	0	0	0
ARHGAP28	122	60	54	98	116	75
ARHGAP29	163	134	141	105	240	170
ARHGAP30	3	0	0	0	0	3
ARHGAP31	14	9	10	19	9	13
ARHGAP32	90	68	64	33	112	95
ARHGAP33	63	34	80	79	60	37
ARHGAP35	301	185	205	183	241	218
ARHGAP36	0	0	0	0	0	0
ARHGAP39	21	1	13	24	33	20
ARHGAP4	21	2	2	13	7	17
ARHGAP40	8	0	8	0	0	0
ARHGAP42	27	15	38	35	67	40
ARHGAP44	91	74	90	74	119	64
ARHGAP45	24	6	31	24	25	25
ARHGAP5	419	368	408	333	495	352
ARHGAP6	0	0	7	0	0	0
ARHGAP8	244	134	336	239	247	297
ARHGAP9	0	0	11	0	0	1
ARHGDIA	3586	1334	3150	2118	1606	1533
ARHGDIB	4	0	0	0	1	1
ARHGDIG	103	44	110	62	46	39
ARHGEF1	47	27	61	21	40	46
ARHGEF10	0	0	0	0	0	0
ARHGEF10L	25	57	26	28	57	44
ARHGEF11	66	21	52	64	108	54
ARHGEF12	409	312	384	301	401	251
ARHGEF15	0	1	0	0	3	0
ARHGEF16	23	14	63	37	59	55
ARHGEF17	24	22	24	4	42	14
ARHGEF18	171	141	160	66	195	141
ARHGEF19	66	22	20	57	50	55
ARHGEF2	663	333	605	805	779	611
ARHGEF25	45	35	53	32	73	59
ARHGEF26	0	0	2	0	1	20
ARHGEF28	18	34	25	30	36	30
ARHGEF3	159	191	202	180	205	161
ARHGEF33	2	0	0	0	0	0
ARHGEF35	0	0	0	0	0	0
ARHGEF37	0	3	0	18	17	6
ARHGEF38	0	0	0	0	2	0
ARHGEF39	356	240	353	303	346	231
ARHGEF4	40	36	34	17	62	40
ARHGEF40	24	16	51	4	39	36
ARHGEF5	0	0	0	0	0	0
ARHGEF6	121	66	184	72	120	115
ARHGEF7	480	335	470	409	546	473
ARHGEF9	68	82	50	104	96	105
ARID1A	1116	821	1218	820	1237	850
ARID1B	1218	825	1096	786	1353	1152
ARID2	324	248	356	270	410	331
ARID3A	920	613	953	408	650	558
ARID3B	430	278	334	489	443	331
ARID3C	0	0	4	0	0	0
ARID4A	344	282	286	421	763	602
ARID4B	2905	2240	2892	2993	4675	3864
ARID5A	120	111	120	88	116	140
ARID5B	473	418	458	496	849	621
ARIH1	1124	848	956	898	1807	1190
ARIH2	2511	2040	2464	1768	2228	1902
ARL1	1868	1452	1652	1238	1741	1291
ARL10	3778	1985	3635	2392	2295	1814
ARL11	13	0	0	0	4	15
ARL13A	0	0	0	0	0	0
ARL13B	705	724	737	510	1188	936
ARL14	0	1	1	0	0	5
ARL14EP	417	398	466	459	671	555
ARL14EPL	0	0	0	0	0	0
ARL15	227	225	232	140	128	204
ARL16	1186	664	1269	667	1003	888
ARL17A	33	22	4	1	31	25
ARL17B	37	19	29	15	34	29
ARL2	1949	837	1818	1222	1041	951
ARL2-SNX15	606	377	653	372	549	446
ARL2BP	1747	1109	1818	812	1311	910
ARL3	977	737	955	745	853	710
ARL4A	101	86	90	33	184	122
ARL4C	862	547	764	678	573	510
ARL4D	107	17	65	74	56	108
ARL5A	1034	794	1116	510	909	817
ARL5B	879	721	984	783	1352	840
ARL5C	0	0	0	0	0	0
ARL6	166	53	132	84	135	116
ARL6IP1	4221	3085	4076	2338	3568	3054
ARL6IP4	3165	1194	2887	2321	1412	1291
ARL6IP5	2502	1813	2050	917	1821	1378
ARL6IP6	364	147	250	233	393	259
ARL8A	643	536	566	242	377	278
ARL8B	1168	819	901	805	1262	997
ARL9	6	0	6	0	9	0
ARMC1	1563	1539	1468	1506	2219	1723
ARMC10	7	0	10	0	4	7
ARMC12	3	0	0	0	0	0
ARMC2	69	70	86	56	83	54
ARMC3	13	1	1	0	2	6
ARMC5	258	211	311	154	271	158
ARMC6	782	272	512	633	517	510
ARMC7	149	80	217	140	129	126
ARMC8	303	200	252	166	341	212
ARMC9	3290	1817	2996	1660	1679	1517
ARMCX1	0	0	0	0	0	0
ARMCX2	191	102	200	161	214	247
ARMCX3	575	690	684	458	1006	772
ARMCX4	8	24	11	7	35	3
ARMCX5	80	82	86	176	189	174
ARMCX5-GPRASP2	111	57	68	37	153	83
ARMCX6	0	0	0	0	0	0
ARMH1	1	1	0	0	13	9
ARMH2	0	0	0	0	0	0
ARMH3	259	220	334	194	355	289
ARMH4	76	57	101	19	72	32
ARMS2	0	0	0	0	0	4
ARMT1	358	199	459	344	565	459
ARNT	332	250	346	206	312	220
ARNT2	72	65	91	64	128	53
ARNTL	31	36	48	93	85	55
ARNTL2	133	138	209	138	154	129
ARPC1A	575	464	753	424	625	430
ARPC1B	1094	895	1073	574	874	808
ARPC2	7783	6285	7433	3707	5570	4562
ARPC3	4601	4037	4033	2955	4238	3331
ARPC4	1539	407	1382	918	602	797
ARPC4-TTLL3	1633	513	1530	1016	703	915
ARPC5	4385	3475	4446	2101	3316	2457
ARPC5L	1191	972	1272	875	1398	1205
ARPIN	359	217	245	269	366	222
ARPIN-AP3S2	497	645	557	507	691	675
ARPP19	1184	818	1126	889	1102	732
ARPP21	0	0	0	0	0	0
ARR3	0	0	0	0	0	0
ARRB1	144	45	115	58	106	42
ARRB2	3487	1915	3341	3108	2241	2255
ARRDC1	257	100	147	141	115	100
ARRDC2	43	34	88	73	84	43
ARRDC3	63	80	48	63	112	86
ARRDC4	94	55	76	149	252	141
ARRDC5	0	0	0	0	0	0
ARSA	39	81	43	66	70	58
ARSB	239	153	253	107	211	145
ARSD	0	0	0	0	0	0
ARSF	0	0	0	0	0	0
ARSG	17	10	1	16	0	9
ARSH	0	0	0	0	0	0
ARSI	0	0	0	0	0	0
ARSJ	175	97	138	26	89	75
ARSK	415	295	481	258	578	316
ARSL	2	0	0	1	0	5
ART1	0	0	0	0	0	0
ART3	4	0	0	0	0	0
ART4	0	0	0	0	0	6
ART5	22	35	23	0	17	11
ARTN	10	10	8	0	13	1
ARV1	1541	1465	1639	1168	1780	1333
ARVCF	57	62	72	98	86	42
ARX	39	7	5	10	24	3
AS3MT	108	143	202	144	172	129
ASAH1	975	668	952	626	884	596
ASAH2	27	20	33	5	17	37
ASAH2B	93	55	124	100	145	96
ASAP1	956	837	943	836	1194	1071
ASAP2	76	39	52	56	75	50
ASAP3	0	0	0	0	0	0
ASB1	244	149	269	227	230	128
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	6	0	10	11	4	7
ASB13	221	140	266	151	182	195
ASB14	0	0	0	0	8	0
ASB15	0	0	0	0	0	0
ASB16	0	0	0	0	0	0
ASB17	0	0	0	0	0	0
ASB18	0	0	0	0	0	0
ASB2	0	0	0	0	0	0
ASB3	488	393	447	344	820	660
ASB4	0	0	0	0	0	0
ASB5	0	0	0	0	0	0
ASB6	573	505	602	587	668	515
ASB7	299	259	338	342	444	303
ASB8	899	941	1057	811	1231	1025
ASB9	6	0	0	7	0	0
ASCC1	491	363	615	617	743	611
ASCC2	1097	541	1028	964	1005	923
ASCC3	877	749	828	848	1355	1342
ASCL1	0	0	0	0	0	0
ASCL2	0	2	0	0	0	0
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0
ASCL5	0	0	1	0	0	0
ASDURF	70	101	157	145	196	89
ASF1A	675	440	682	549	977	708
ASF1B	2	0	0	0	1	0
ASGR1	36	10	18	11	25	25
ASGR2	5	0	0	0	3	0
ASH1L	1257	962	1328	713	1418	1175
ASH2L	353	341	258	239	356	295
ASIC1	170	162	97	165	178	98
ASIC2	0	0	0	0	0	0
ASIC3	15	0	8	2	14	3
ASIC4	0	0	0	0	0	0
ASIC5	0	0	0	0	0	0
ASIP	0	0	0	0	0	0
ASL	292	83	216	176	140	165
ASMT	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0
ASNS	1627	1261	1538	1919	2524	2553
ASNSD1	462	180	376	414	786	534
ASPA	0	0	0	0	0	0
ASPDH	0	0	0	0	0	0
ASPG	0	0	0	0	0	0
ASPH	774	563	755	428	859	778
ASPHD1	17	5	0	5	8	0
ASPHD2	57	85	98	98	72	86
ASPM	777	644	754	478	817	804
ASPN	0	0	0	0	0	0
ASPRV1	14	6	26	0	18	6
ASPSCR1	419	214	257	314	285	295
ASRGL1	1312	969	1148	763	1251	1123
ASS1	252	125	261	180	136	152
ASTE1	152	101	179	80	234	210
ASTL	0	0	0	0	0	0
ASTN1	52	37	49	7	13	26
ASTN2	35	16	18	23	20	8
ASXL1	989	734	1043	704	978	720
ASXL2	254	202	194	124	384	243
ASXL3	39	75	57	19	67	33
ASZ1	0	0	0	0	0	0
ATAD1	1238	840	971	982	1487	1255
ATAD2	969	1019	1147	933	1766	1248
ATAD2B	118	49	46	127	260	141
ATAD3A	1066	665	1016	1046	1172	1051
ATAD3B	247	193	257	248	217	234
ATAD3C	0	3	0	0	1	1
ATAD5	26	63	58	52	163	101
ATAT1	0	0	0	0	0	0
ATCAY	0	0	0	0	0	0
ATE1	455	433	442	401	573	588
ATF1	371	362	521	397	664	412
ATF2	438	248	332	353	537	441
ATF3	376	376	348	2771	3387	2737
ATF4	7697	7839	8047	8930	13864	11560
ATF5	184	148	180	84	115	106
ATF6	808	486	788	619	1092	840
ATF6B	0	0	0	0	0	0
ATF7	653	475	521	424	593	353
ATF7-NPFF	0	3	6	12	17	4
ATF7IP	267	171	241	173	291	269
ATF7IP2	16	27	16	41	26	37
ATG10	393	232	444	164	342	259
ATG101	733	304	783	1028	522	541
ATG12	807	860	832	862	1534	912
ATG13	646	299	598	636	460	460
ATG14	114	74	129	18	96	65
ATG16L1	0	0	0	0	0	0
ATG16L2	93	64	84	54	75	93
ATG2A	160	81	140	85	67	85
ATG2B	87	72	149	144	191	139
ATG3	815	664	823	633	1080	718
ATG4A	191	128	239	132	129	160
ATG4B	638	288	450	459	460	477
ATG4C	433	503	504	276	807	498
ATG4D	205	95	173	109	128	103
ATG5	669	549	758	670	1111	743
ATG7	598	276	479	392	475	437
ATG9A	490	237	565	183	237	296
ATG9B	10	0	5	0	0	0
ATIC	4486	3385	4691	3447	4097	3852
ATL1	254	164	207	90	251	218
ATL2	400	265	444	372	420	365
ATL3	15	23	28	33	66	41
ATM	273	208	244	175	451	299
ATMIN	291	204	262	195	250	174
ATN1	361	44	338	249	314	205
ATOH1	4	0	2	4	0	0
ATOH7	24	16	0	0	28	0
ATOH8	4	7	17	3	44	26
ATOX1	3943	2015	3490	2327	1568	1770
ATP10A	0	0	0	0	1	0
ATP10B	0	0	0	0	0	0
ATP10D	25	64	75	24	70	48
ATP11A	287	156	250	100	268	218
ATP11B	369	216	383	326	388	222
ATP11C	345	379	399	310	368	304
ATP12A	15	16	6	0	3	2
ATP13A1	333	166	295	164	220	147
ATP13A2	181	139	199	116	49	63
ATP13A3	513	390	564	331	671	489
ATP13A4	0	0	0	0	0	0
ATP13A5	0	0	0	0	0	0
ATP1A1	2523	2503	2595	1537	2367	2124
ATP1A2	0	0	0	0	0	0
ATP1A3	28	7	18	18	24	26
ATP1A4	0	3	0	0	0	0
ATP1B1	2404	2159	2242	1513	2814	2170
ATP1B2	68	32	69	39	54	14
ATP1B3	3805	3265	4104	2872	4535	3232
ATP1B4	0	0	0	0	0	0
ATP23	0	0	0	0	0	0
ATP2A1	0	13	0	0	11	1
ATP2A2	3515	2998	3594	2479	4118	3500
ATP2A3	9	0	1	11	4	0
ATP2B1	1208	1164	1412	1139	2109	1027
ATP2B2	0	0	0	0	0	0
ATP2B3	6	2	0	0	0	0
ATP2B4	495	442	425	183	393	318
ATP2C1	408	315	384	227	354	325
ATP2C2	0	1	0	0	0	5
ATP4A	9	0	0	0	2	0
ATP4B	0	0	0	0	0	0
ATP5F1A	5055	4392	4763	3956	5903	4865
ATP5F1B	17962	11386	17270	14347	15899	14269
ATP5F1C	5476	4146	5076	3256	5107	4203
ATP5F1D	1417	667	1261	998	806	709
ATP5F1E	7390	6192	7069	3957	5876	4726
ATP5IF1	28	30	18	0	3	3
ATP5MC1	8348	3774	7915	3607	2650	2825
ATP5MC2	10750	3267	9621	7259	3958	4348
ATP5MC3	12376	11043	13401	8215	10243	8698
ATP5ME	6454	5715	5380	3708	4824	4042
ATP5MF	7748	4898	6499	4239	4867	4152
ATP5MF-PTCD1	60	32	58	30	74	48
ATP5MG	10385	10135	11293	6436	8207	7649
ATP5MGL	140	90	94	68	149	99
ATP5MJ	10301	9220	9174	5388	7855	6495
ATP5MK	1567	1357	1732	1105	1351	1034
ATP5PB	7095	5472	7624	4569	5959	5431
ATP5PD	3492	2691	3364	2363	3269	2777
ATP5PF	12518	11323	12195	7256	10624	8088
ATP5PO	14861	13637	14126	10330	14082	11516
ATP6AP1	2257	1565	2494	2129	1947	1891
ATP6AP2	1909	1519	1821	1568	2297	1710
ATP6V0A1	834	498	808	439	533	476
ATP6V0A2	459	335	455	306	558	501
ATP6V0A4	0	0	0	0	0	0
ATP6V0B	4631	1357	3985	2801	1364	1483
ATP6V0C	15952	6950	14509	7567	6299	6331
ATP6V0D1	751	192	733	684	335	268
ATP6V0D2	0	0	0	0	0	0
ATP6V0E1	3316	2775	3151	1315	1822	1479
ATP6V0E2	2461	940	2466	1520	999	997
ATP6V1A	2013	1361	1959	1593	1853	1370
ATP6V1B1	0	6	0	0	0	0
ATP6V1B2	683	553	789	748	901	826
ATP6V1C1	400	245	318	351	416	278
ATP6V1C2	22	12	7	24	13	12
ATP6V1D	1594	1289	1383	1177	1298	1325
ATP6V1E1	2731	1738	2706	2316	1997	1951
ATP6V1E2	25	25	29	14	13	11
ATP6V1F	3353	1231	3133	2003	1215	1514
ATP6V1FNB	15	12	22	14	23	12
ATP6V1G1	5339	4604	5354	3250	4795	3540
ATP6V1G2	0	0	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	384	356	464	290	648	455
ATP7A	133	125	153	67	166	93
ATP7B	181	97	251	180	117	106
ATP8A1	171	134	198	160	185	165
ATP8A2	41	17	16	1	37	0
ATP8B1	6	9	8	6	19	10
ATP8B2	242	185	261	156	262	194
ATP8B3	1	0	11	7	8	0
ATP8B4	9	0	8	0	6	0
ATP9A	649	399	597	298	504	346
ATP9B	201	94	140	106	222	224
ATPAF1	2351	1926	2563	1566	1987	1574
ATPAF2	379	242	308	449	418	287
ATPSCKMT	325	281	401	146	296	281
ATR	368	188	302	164	399	312
ATRAID	1435	981	1322	957	1198	910
ATRIP	167	53	148	152	99	150
ATRN	106	114	100	49	123	120
ATRNL1	208	165	230	109	147	139
ATRX	2713	2632	2708	2174	4125	3419
ATXN1	265	218	309	106	206	95
ATXN10	1786	1703	1961	1653	2458	1966
ATXN1L	137	141	171	119	141	127
ATXN2	1562	1175	1571	1227	1937	1669
ATXN2L	1024	201	1111	1138	1746	1102
ATXN3	507	451	589	475	592	471
ATXN3L	0	0	0	0	0	0
ATXN7	243	149	266	246	475	405
ATXN7L1	337	126	164	156	247	248
ATXN7L2	150	36	99	93	78	56
ATXN7L3	457	327	512	393	416	283
ATXN7L3B	1432	887	1385	891	1189	920
AUH	146	75	92	98	141	80
AUNIP	318	234	314	419	505	449
AUP1	1384	1452	1280	937	1176	969
AURKA	1243	824	1122	725	1070	1093
AURKAIP1	4652	3035	4221	2607	2641	2372
AURKB	4497	2201	4005	4055	3258	3699
AURKC	33	15	35	30	14	7
AUTS2	1584	1039	1311	1245	1585	1534
AVEN	320	272	393	113	283	288
AVIL	0	4	0	0	0	0
AVL9	127	119	158	189	175	183
AVP	0	0	0	0	0	0
AVPI1	211	106	185	190	194	194
AVPR1A	0	8	0	11	13	0
AVPR1B	0	0	0	10	0	0
AVPR2	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0
AWAT2	0	0	0	0	0	0
AXDND1	0	0	0	0	0	6
AXIN1	340	128	308	162	249	223
AXIN2	63	23	51	10	54	34
AXL	0	0	0	0	0	0
AZGP1	0	0	0	0	0	0
AZI2	440	378	513	515	745	487
AZIN1	832	580	734	844	1089	817
AZIN2	23	21	10	10	23	11
AZU1	0	0	0	0	0	0
B2M	61	3	115	0	54	50
B3GALNT1	19	20	3	2	38	17
B3GALNT2	0	0	0	0	0	0
B3GALT1	0	0	0	0	0	0
B3GALT2	0	0	0	0	0	0
B3GALT4	0	0	0	0	0	0
B3GALT5	2	23	26	11	37	20
B3GALT6	1615	1025	1637	1112	1288	1311
B3GALT9	103	68	85	32	118	78
B3GAT1	36	55	28	18	32	31
B3GAT2	125	110	115	84	114	119
B3GAT3	171	62	179	102	101	102
B3GLCT	194	156	246	127	189	158
B3GNT2	84	70	46	58	116	86
B3GNT3	0	0	2	0	0	0
B3GNT4	12	23	54	20	26	24
B3GNT5	123	179	128	38	156	96
B3GNT6	0	0	0	0	0	0
B3GNT7	0	0	10	0	3	5
B3GNT8	0	4	30	18	0	0
B3GNT9	7	5	1	0	4	0
B3GNTL1	16	4	13	9	0	6
B4GALNT1	83	41	137	69	68	71
B4GALNT2	0	0	0	0	0	0
B4GALNT3	47	11	37	3	40	13
B4GALNT4	76	53	68	39	28	56
B4GALT1	640	603	763	494	583	631
B4GALT2	1155	873	1313	699	849	809
B4GALT3	750	394	756	517	488	501
B4GALT4	201	183	175	179	230	150
B4GALT5	793	681	837	274	378	297
B4GALT6	232	173	194	187	192	150
B4GALT7	590	473	515	269	437	335
B4GAT1	760	766	1009	523	561	488
B9D1	239	79	192	152	213	156
B9D2	37	38	50	36	59	63
BAALC	28	3	26	38	18	16
BAAT	1	0	9	0	0	0
BABAM1	3502	2022	3310	1987	2019	2008
BABAM2	396	177	279	208	191	209
BACE1	270	345	357	117	380	232
BACE2	1926	804	1511	941	936	845
BACH1	563	464	589	578	913	775
BACH2	0	0	5	0	0	0
BAD	685	202	418	441	261	253
BAG1	756	502	762	506	724	619
BAG2	842	722	994	909	1343	1012
BAG3	402	337	592	440	486	321
BAG4	576	702	720	403	807	689
BAG5	791	505	822	820	1208	899
BAG6	1	0	5	19	0	0
BAHCC1	111	177	93	72	122	94
BAHD1	431	392	541	365	420	343
BAIAP2	189	108	147	60	128	152
BAIAP2L1	728	558	650	823	799	690
BAIAP2L2	0	0	0	0	0	0
BAIAP3	0	0	13	0	14	0
BAK1	16	16	43	17	23	22
BAMBI	548	328	338	291	621	428
BANF1	547	182	580	549	528	297
BANF2	0	0	0	0	0	0
BANK1	0	0	0	0	0	0
BANP	293	165	271	230	337	312
BAP1	422	322	398	234	297	275
BARD1	683	513	735	821	1248	1034
BARHL1	0	0	0	0	0	0
BARHL2	87	74	85	76	122	54
BARX1	4	10	9	34	5	14
BARX2	346	243	326	328	458	413
BASP1	7019	5213	6718	4665	6618	5765
BATF	0	0	0	0	0	0
BATF2	2	12	0	0	3	7
BATF3	618	233	536	330	299	273
BAX	67	100	96	30	80	123
BAZ1A	2887	2460	2761	2655	4848	3633
BAZ1B	406	230	416	360	461	416
BAZ2A	1791	1158	1685	1221	1679	1276
BAZ2B	35	34	24	7	51	24
BBC3	372	338	411	390	762	389
BBIP1	621	561	671	264	498	440
BBLN	160	127	170	118	93	81
BBOF1	33	22	18	26	12	26
BBOX1	0	0	0	0	0	0
BBS1	302	173	344	241	337	266
BBS10	89	71	180	53	158	144
BBS12	18	8	39	60	85	18
BBS2	447	360	525	469	615	464
BBS4	587	421	644	474	778	472
BBS5	55	10	49	62	127	61
BBS7	147	79	132	129	170	147
BBS9	138	98	127	69	219	162
BBX	1529	1147	1422	1093	1785	1602
BCAM	9	2	1	2	5	0
BCAN	5	0	0	0	0	0
BCAP29	43	55	101	27	48	26
BCAP31	707	260	786	454	225	292
BCAR1	3	5	18	0	13	11
BCAR3	27	10	42	14	33	17
BCAS1	0	0	0	0	4	5
BCAS2	1295	1141	1223	919	1658	1271
BCAS3	804	581	852	579	859	880
BCAS4	262	110	221	182	147	202
BCAT1	2522	2124	2790	1878	3388	2487
